C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:08:27

dec >=0&rah >=6.75&rah< 7.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 8283

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2558|TYC 1902-461-1                                                                                           |Chemically Peculiar Star          |06 52 51.1476685560 +26 46 54.124429548|188.8758098777147 +12.1438433220907|   1.361 -6.647   |10.50    |A2mF3                |    ~     ~    |    1|  378.115   pc  |  -3.4456     +3.4456  |paral   |2020yCat.1350....0G
2559|TYC 1902-1021-1                                                                                          |Star                              |06 50 17.0392876368 +26 48 54.706267188|188.6011924189889 +11.6364841479639|   2.873 -8.796   |10.09    |~                    |    ~     ~    |    1|  668.852   pc  |  -8.0078     +8.0078  |paral   |2020yCat.1350....0G
2560|TYC 1902-1025-1                                                                                          |Chemically Peculiar Star          |06 50 41.5721853048 +26 18 28.269655884|189.1106609635903 +11.5074739242593| -14.368 -0.478   |10.51    |A3mF3                |    ~     ~    |    1|  543.981   pc  |  -7.7234     +7.7234  |paral   |2020yCat.1350....0G
2561|TYC 1902-1026-1                                                                                          |Star                              |06 50 21.7781673408 +26 44 16.739091816|188.6803363196568 +11.6202565244811|  -3.914 -1.165   |10.58    |~                    |    ~     ~    |    1|  472.188   pc  |  -4.9275     +4.9275  |paral   |2020yCat.1350....0G
2562|TYC 1902-1070-1                                                                                          |Star                              |06 51 39.0207748176 +27 24 04.469002452|188.1856260727471 +12.1566262588053|   1.360 -5.673   |10.39    |~                    |    ~     ~    |    1|  762.311   pc  |  -9.3560     +9.3560  |paral   |2020yCat.1350....0G
2563|TYC 1902-1124-1                                                                                          |Star                              |06 52 08.4766172232 +27 18 05.116770468|188.3247235582136 +12.2146053056235|   2.200 -9.950   |10.44    |~                    |    ~     ~    |    1|  760.919   pc  | -11.5221    +11.5221  |paral   |2020yCat.1350....0G
2564|TYC 1902-1192-1                                                                                          |Star                              |06 50 22.9466650176 +27 15 56.969346636|188.1921535495816 +11.8442375152917|  -0.010 -3.614   |9.84     |~                    |    ~     ~    |    1| 1469.940   pc  | -37.8126    +37.8126  |paral   |2020yCat.1350....0G
2565|TYC 1902-1193-1                                                                                          |Star                              |06 50 55.3112346216 +27 21 53.981444520|188.1508413150253 +11.9944258753250|  -1.053 -1.428   |10.25    |B7V                  |    ~     ~    |    1|  901.876   pc  | -23.3440    +23.3440  |paral   |2020yCat.1350....0G
2566|TYC 1902-1195-1                                                                                          |Star                              |06 53 03.0922557504 +27 05 16.619795268|188.6092189908729 +12.3107991506974|  -1.862 -3.417   |10.42    |~                    |    ~     ~    |    1|  866.026   pc  | -10.4250    +10.4250  |paral   |2020yCat.1350....0G
2567|TYC 1902-1257-1                                                                                          |Star                              |06 50 18.6491634144 +27 19 31.658720808|188.1299784794125 +11.8545771627188| -1.022 -15.645   |10.12    |~                    |    ~     ~    |    1|  637.389   pc  |  -6.0533     +6.0533  |paral   |2020yCat.1350....0G
2568|TYC 1902-1296-1                                                                                          |Star                              |06 51 22.9542067152 +27 16 29.456126112|188.2781002240523 +12.0501560952308|-15.781 -13.599   |10.72    |~                    |    ~     ~    |    1|   94.760   pc  |  -1.7528     +1.7528  |paral   |2020yCat.1350....0G
2569|TYC 1902-1323-1                                                                                          |Star                              |06 51 02.1848255664 +27 20 54.289774464|188.1770542678824 +12.0106913159444| 29.020 -15.160   |10.43    |~                    |    ~     ~    |    1|  768.994   pc  | -10.7626    +10.7626  |paral   |2020yCat.1350....0G
2570|TYC 1902-1613-1                                                                                          |Star                              |06 55 40.5103814568 +27 24 03.005831628|188.5618801854706 +12.9709639684568|  -2.734 -7.408   |10.62    |~                    |    ~     ~    |    1|  899.442   pc  | -13.1866    +13.1866  |paral   |2020yCat.1350....0G
2571|TYC 1902-1673-1                                                                                          |Star                              |06 54 59.6241337320 +27 10 13.406853720|188.7141759512993 +12.7386244008299|    0.147 2.576   |10.41    |~                    |    ~     ~    |    1| 1041.558   pc  | -19.2017    +19.2017  |paral   |2020yCat.1350....0G
2572|TYC 1902-1698-1                                                                                          |High Proper Motion Star           |06 54 34.8458356008 +27 05 52.796161644|188.7432588980362 +12.6251454380819| -4.799 -75.220   |10.53    |~                    |    ~     ~    |    1|  151.226   pc  |  -0.4437     +0.4437  |paral   |2020yCat.1350....0G
2573|TYC 1902-1730-1                                                                                          |Star                              |06 54 16.2223202424 +27 05 04.674411420|188.7266870609867 +12.5566639519776|  -10.473 6.581   |10.18    |~                    |    ~     ~    |    1|  689.845   pc  |  -9.1846     +9.1846  |paral   |2020yCat.1350....0G
2574|TYC 1902-1741-1                                                                                          |Star                              |06 56 02.0711687640 +27 19 03.388457676|188.6732483518151 +13.0099083973585|  -6.861 -4.274   |9.36     |~                    |    ~     ~    |    1|  519.859   pc  |  -6.7293     +6.7293  |paral   |2020yCat.1350....0G
2575|TYC 1902-1781-1                                                                                          |Star                              |06 56 10.4374587696 +27 10 25.185429552|188.8211147437071 +12.9795472082560|  -7.224 -7.424   |10.74    |~                    |    ~     ~    |    1|  416.771   pc  |  -3.1960     +3.1960  |paral   |2020yCat.1350....0G
2576|TYC 1902-1856-1                                                                                          |Star                              |06 54 41.2872875016 +27 04 06.251945232|188.7809652788166 +12.6347962794222|  0.471 -12.742   |9.70     |~                    |    ~     ~    |    1|  556.112   pc  |  -5.7832     +5.7832  |paral   |2020yCat.1350....0G
2577|TYC 1902-1871-1                                                                                          |Star                              |06 54 49.9540499664 +27 03 56.018008188|188.7971386347199 +12.6629579706984|    2.756 8.994   |10.17    |~                    |    ~     ~    |    1|  118.775   pc  |  -0.4289     +0.4289  |paral   |2020yCat.1350....0G
2578|GSC 01902-01937                                                                                          |Long-Period Variable Candidate    |06 54 52.9736780184 +27 22 12.460800720|188.5169711600391 +12.7978817711196|  -0.647 -0.710   |10.44    |~                    |    ~     ~    |    1| 3123.05    pc  |-310.159    +310.159   |paral   |2020yCat.1350....0G
2579|HD 49141                                                                                                 |Star                              |06 48 09.0066386496 +26 42 10.836747252|188.5013416441506 +11.1570021018543|   2.397 -2.684   |9.46     |A1/A2Vn              |    ~     ~    |    1|  689.132   pc  | -12.1575    +12.1575  |paral   |2020yCat.1350....0G
2580|TYC 1902-718-1                                                                                           |Star                              |06 53 08.7624242856 +26 55 43.120529184|188.7666133633904 +12.2642129764563| -10.286 -3.505   |9.28     |~                    |    ~     ~    |    1|  719.011   pc  |  -9.2022     +9.2022  |paral   |2020yCat.1350....0G
2581|HD 262989                                                                                                |Star                              |06 45 04.2507080952 +24 20 40.828128864|190.3686800883994 +09.5230294168765|  -0.040 -5.385   |10.81    |A5                   |    ~     ~    |    1|  760.630   pc  |  -9.8933     +9.8933  |paral   |2020yCat.1350....0G
2582|HD 48640                                                                                                 |Red Supergiant                    |06 45 23.5060404072 +24 40 20.885812212|190.1005746927774 +09.7301711617360|   0.671 -4.484   |6.93     |K2/3Ib               |    ~     ~    |    1| 1246.417   pc  | -42.4120    +42.4120  |paral   |2020yCat.1350....0G
2583|HD 263084                                                                                                |Star                              |06 45 22.4132175672 +24 40 18.605600544|190.0993480665455 +09.7261636038872|   0.322 -4.346   |10.9     |A0V                  |    ~     ~    |    1| 1135.589   pc  | -32.7549    +32.7549  |paral   |2020yCat.1350....0G
2584|HD 263112                                                                                                |Star                              |06 45 32.1916954704 +24 33 33.935949576|190.2184640017470 +09.7112179173506|  -1.478 -6.106   |9.03     |K7                   |    ~     ~    |    1|  666.311   pc  | -10.1669    +10.1669  |paral   |2020yCat.1350....0G
2585|HD 48715                                                                                                 |Star                              |06 45 37.0753346352 +24 07 36.390837828|190.6225691761839 +09.5415224357680|-25.655 -23.679   |8.07     |A3                   |    ~     ~    |    1|  170.158   pc  |  -1.2566     +1.2566  |paral   |2020yCat.1350....0G
2586|HD 263443                                                                                                |Star                              |06 46 29.9084492976 +24 05 17.536141896|190.7456753680951 +09.7062407002349|  8.366 -25.100   |9.24     |G0                   |    ~     ~    |    1|  191.655   pc  |  -0.8742     +0.8742  |paral   |2020yCat.1350....0G
2587|HD 263540                                                                                                |Star                              |06 46 49.0260504432 +24 08 58.032085308|190.7212851885174 +09.7982150716810|   2.619 -4.655   |9.03     |G5                   |    ~     ~    |    1|  752.899   pc  | -10.8836    +10.8836  |paral   |2020yCat.1350....0G
2588|HD 263569                                                                                                |Star                              |06 46 59.4494079192 +24 10 57.312365880|190.7081917974922 +09.8482298611891| -1.591 -27.835   |8.86     |F2                   |    ~     ~    |    1|  195.244   pc  |  -3.2593     +3.2593  |paral   |2020yCat.1350....0G
2589|HD 263633                                                                                                |Star                              |06 47 07.5845655912 +24 15 45.404218980|190.6482897984944 +09.9104956375926|   1.090 -0.401   |9.28     |F5                   |    ~     ~    |    1|  185.281   pc  |  -0.9097     +0.9097  |paral   |2020yCat.1350....0G
2590|HD 263660                                                                                                |Double or Multiple Star           |06 47 15.2530055616 +24 50 11.368705416|190.1342408362773 +10.1824837775524|  -3.176 -2.960   |9.62     |B9                   |0.0050  0.0    |    0|                |                       |        |                   
2591|HD 49142                                                                                                 |Star                              |06 47 58.6279137456 +24 09 04.893828408|190.8347577593062 +10.0380813616458|   1.024 -5.159   |8.62     |A0                   |    ~     ~    |    1|  644.413   pc  | -32.1417    +32.1417  |paral   |2020yCat.1350....0G
2592|HD 262956                                                                                                |Star                              |06 45 02.6066483736 +23 53 08.381673384|190.7855422106910 +09.3190338579304|  36.102 -7.580   |9.09     |G5                   |    ~     ~    |    1|  149.367   pc  |  -0.4730     +0.4730  |paral   |2020yCat.1350....0G
2593|HD 263055                                                                                                |Star                              |06 45 19.7316335616 +23 41 41.622986580|190.9884471325632 +09.2953456176280|  -3.365 -6.545   |10.41    |A0                   |    ~     ~    |    1|  946.880   pc  | -20.2627    +20.2627  |paral   |2020yCat.1350....0G
2594|HD 48641                                                                                                 |Star                              |06 45 23.2931305800 +23 38 46.429666944|191.0388618134238 +09.2865370599371|   23.719 0.459   |7.16     |K2                   |    ~     ~    |    1|  208.973   pc  |  -1.2097     +1.2097  |paral   |2020yCat.1350....0G
2595|BD+23 1487                                                                                               |Star                              |06 45 30.8884956264 +23 25 47.412096744|191.2492210448623 +09.2190009471661|  -0.627 -9.445   |9.40     |B9V                  |    ~     ~    |    1|  653.937   pc  | -18.0461    +18.0461  |paral   |2020yCat.1350....0G
2596|HD 48686                                                                                                 |Star                              |06 45 40.6536457944 +23 51 13.513848912|190.8782245899760 +09.4359628609474|   1.205 -1.153   |9.11     |B9V                  |    ~     ~    |    1|  722.230   pc  | -14.3445    +14.3445  |paral   |2020yCat.1350....0G
2597|HD 263186                                                                                                |Star                              |06 45 42.5240167104 +23 42 14.555737404|191.0182027262106 +09.3777076398420|   7.488 -7.978   |9.22     |K0                   |    ~     ~    |    1|  500.927   pc  |  -4.6422     +4.6422  |paral   |2020yCat.1350....0G
2598|HD 48805                                                                                                 |Star                              |06 46 10.3697834568 +23 22 16.404455244|191.3689630747996 +09.3297402959037| -12.249 44.389   |6.490    |G8III                |    ~     ~    |    1|  228.384   pc  |  -1.7525     +1.7525  |paral   |2020yCat.1350....0G
2599|HD 263358                                                                                                |Star                              |06 46 18.9327810624 +23 46 20.104258152|191.0166147207008 +09.5324146761422|  1.446 -18.093   |9.32     |G5                   |    ~     ~    |    1|  282.008   pc  |  -1.2725     +1.2725  |paral   |2020yCat.1350....0G
2600|HD 48882                                                                                                 |Star                              |06 46 40.1661815616 +23 49 50.092307184|190.9986140213042 +09.6305976803883|-21.045 -24.850   |8.65     |F3Vn                 |    ~     ~    |    1|  201.386   pc  |  -0.7422     +0.7422  |paral   |2020yCat.1350....0G
2601|HD 48913                                                                                                 |Star                              |06 46 50.8336193160 +23 40 49.444024080|191.1538532233640 +09.6026264153742|  -2.357 -2.099   |7.79     |F5                   |    ~     ~    |    1|  693.193   pc  | -14.1752    +14.1752  |paral   |2020yCat.1350....0G
2602|BD+23 1495                                                                                               |Star                              |06 47 10.6063748808 +23 42 28.881166968|191.1615112593456 +09.6826099919360|  3.558 -10.527   |10.68    |G5                   |    ~     ~    |    1|  934.317   pc  | -13.2688    +13.2688  |paral   |2020yCat.1350....0G
2603|HD 262990                                                                                                |Star                              |06 45 03.7636111656 +22 47 22.710332760|191.7874830023094 +08.8474199201899|  7.002 -10.441   |7.79     |K0                   |    ~     ~    |    1|  388.515   pc  |  -3.2906     +3.2906  |paral   |2020yCat.1350....0G
2604|HD 263190                                                                                                |Star                              |06 45 39.7413962088 +22 35 53.293526844|192.0228940377467 +08.8886507387757|  -2.228 -5.472   |9.33     |A3                   |    ~     ~    |    1|  695.314   pc  | -11.6998    +11.6998  |paral   |2020yCat.1350....0G
2605|HD 48842                                                                                                 |Star                              |06 46 20.0580252744 +22 34 10.258964328|192.1172026641509 +09.0159214216176|  -20.627 3.552   |8.82     |K0                   |    ~     ~    |    1|  532.793   pc  |  -5.3083     +5.3083  |paral   |2020yCat.1350....0G
2606|HD 48994                                                                                                 |High Proper Motion Star           |06 47 13.0965846000 +22 11 40.100148600|192.5491171187277 +09.0372970014574|-22.851 -95.776   |6.98     |K0                   |    ~     ~    |    1|  155.581   pc  |  -0.5011     +0.5011  |paral   |2020yCat.1350....0G
2607|HD 263860                                                                                                |Star                              |06 47 48.1436657664 +22 23 50.340640056|192.4232205036236 +09.2469426425669|   0.066 -3.471   |10.51    |K0                   |    ~     ~    |    1|  810.307   pc  | -10.9652    +10.9652  |paral   |2020yCat.1350....0G
2608|HD 263885                                                                                                |Star                              |06 47 57.3616911528 +22 08 50.616247272|192.6670513122550 +09.1708228089742|-26.307 -20.335   |8.63     |K0                   |    ~     ~    |    1|  253.672   pc  |  -1.6473     +1.6473  |paral   |2020yCat.1350....0G
2609|IRAS 06437+2356                                                                                          |Long-Period Variable Candidate    |06 46 47.8675369320 +23 53 38.135563116|190.9534320964031 +09.6843551668181|  -0.366 -7.233   |10.59    |~                    |    ~     ~    |    1| 1901.5     pc  |-105.94     +105.94    |paral   |2020yCat.1350....0G
2610|HD 49240                                                                                                 |High Proper Motion Star           |06 48 29.3119890192 +24 21 40.299251328|190.6926799674696 +10.2331626157325|22.520 -125.180   |8.42     |F8                   |    ~     ~    |    1|   73.360   pc  |  -0.1878     +0.1878  |paral   |2020yCat.1350....0G
2611|HD 264090                                                                                                |Star                              |06 48 39.2466790968 +23 59 17.853105660|191.0516054625218 +10.1079777915364| -5.254 -19.012   |9.67     |F2                   |    ~     ~    |    1|  283.817   pc  |  -1.6835     +1.6835  |paral   |2020yCat.1350....0G
2612|HD 264151                                                                                                |Pulsating Variable                |06 48 47.4774181848 +24 12 04.071027600|190.8696926170842 +10.2272221347675|   2.552 -9.072   |9.12     |F5                   |    ~     ~    |    1|  377.843   pc  |  -3.1551     +3.1551  |paral   |2020yCat.1350....0G
2613|HD 264428                                                                                                |Star                              |06 49 46.0042725984 +24 44 08.904235704|190.4737418850136 +10.6556112470504|-10.497 -11.669   |9.65     |F8                   |    ~     ~    |    1|  201.877   pc  |  -0.5869     +0.5869  |paral   |2020yCat.1350....0G
2614|HD 49622                                                                                                 |Double or Multiple Star           |06 50 16.0260420847 +24 09 25.129788894|191.0560577016035 +10.5129347881622| -2.651 -59.254   |8.34     |F5                   |0.0067  0.0    |    0|                |                       |        |                   
2615|HD 264876                                                                                                |Star                              |06 51 17.8346074632 +24 09 54.363955752|191.1500265352256 +10.7291502303669|   -6.033 6.471   |10.24    |K0                   |    ~     ~    |    1|  849.113   pc  | -11.4638    +11.4638  |paral   |2020yCat.1350....0G
2616|HD 264936                                                                                                |High Proper Motion Star           |06 51 24.7496247168 +24 41 40.178342616|190.6728491487531 +10.9767783874121| -48.776 19.538   |10.15    |F8                   |    ~     ~    |    1|  220.653   pc  | -10.6432    +10.6432  |paral   |2020yCat.1350....0G
2617|HD 49907                                                                                                 |Star                              |06 51 42.9677650584 +24 37 41.054571192|190.7638475257886 +11.0112961760121|  -4.560 -5.980   |9.19     |A3                   |    ~     ~    |    1|  252.627   pc  |  -1.6210     +1.6210  |paral   |2020yCat.1350....0G
2618|HD 265443                                                                                                |Star                              |06 52 58.6038514968 +24 20 48.682428828|191.1468694511534 +11.1529011563943|   -4.288 0.040   |10.75    |K0                   |    ~     ~    |    1|  940.645   pc  | -16.1036    +16.1036  |paral   |2020yCat.1350....0G
2619|HD 50367                                                                                                 |Star                              |06 53 54.9859429344 +24 24 20.178957528|191.1841949412285 +11.3717620337530|  -0.398 -4.898   |9.35     |A0                   |    ~     ~    |    1|  523.999   pc  | -10.3515    +10.3515  |paral   |2020yCat.1350....0G
2620|HD 50554                                                                                                 |High Proper Motion Star           |06 54 42.8261485848 +24 14 44.005690212|191.4101172265902 +11.4695771562441|-35.839 -96.668   |6.84     |F8V                  |    ~     ~    |    1|   31.070   pc  |  -0.0234     +0.0234  |paral   |2020yCat.1350....0G
2621|HD 266187                                                                                                |Emission-line Star                |06 55 28.5156254256 +24 30 18.857915208|191.2432893937610 +11.7356546006308|  -1.911 -6.301   |9.92     |B7V                  |    ~     ~    |    1|  760.630   pc  | -16.7203    +16.7203  |paral   |2020yCat.1350....0G
2622|HD 50767                                                                                                 |Star                              |06 55 37.1980480296 +24 00 28.902678516|191.7185960682662 +11.5579009205988|   0.298 -1.893   |7.75     |B2V                  |    ~     ~    |    1| 1484.340   pc  |-128.6707   +128.6707  |paral   |2020yCat.1350....0G
2623|HD 266250                                                                                                |Star                              |06 55 42.4285484760 +24 32 02.254304580|191.2390852215862 +11.7955692067732|   -7.245 2.202   |9.58     |A7                   |    ~     ~    |    1|  214.684   pc  |  -0.7236     +0.7236  |paral   |2020yCat.1350....0G
2624|HD 266291                                                                                                |Star                              |06 55 46.6888746432 +24 29 49.645193748|191.2801682519942 +11.7948999478989|  22.407 -3.239   |9.44     |G0                   |    ~     ~    |    1|  154.979   pc  |  -0.3651     +0.3651  |paral   |2020yCat.1350....0G
2625|HD 264518                                                                                                |Star                              |06 50 07.6781722080 +23 56 03.086075436|191.2473399494728 +10.3894058411812| 17.888 -18.821   |10.73    |G0                   |    ~     ~    |    1|  259.572   pc  |  -2.2100     +2.2100  |paral   |2020yCat.1350....0G
2626|HD 264643                                                                                                |Star                              |06 50 30.7439750040 +23 51 20.685714876|191.3575411282762 +10.4355261781992| -2.263 -11.811   |9.98     |A3/4                 |    ~     ~    |    1|  503.170   pc  |  -8.3043     +8.3043  |paral   |2020yCat.1350....0G
2627|HD 265765                                                                                                |Star                              |06 53 55.0021860840 +23 52 23.958648192|191.6766969349939 +11.1481200234261| -20.590 -9.147   |9.20     |G0                   |    ~     ~    |    1|   91.176   pc  |  -0.1471     +0.1471  |paral   |2020yCat.1350....0G
2628|HD 50368                                                                                                 |Star                              |06 53 54.7493216328 +23 55 32.698349400|191.6278108938492 +11.1693156053640| -7.818 -31.161   |8.86     |F8                   |    ~     ~    |    1|  155.347   pc  |  -0.4899     +0.4899  |paral   |2020yCat.1350....0G
2629|HD 50555                                                                                                 |High Proper Motion Star           |06 54 49.8961983384 +23 50 12.446657448|191.8001656917955 +11.3225540853516|-26.931 -64.007   |8.79     |F5                   |    ~     ~    |    1|  158.579   pc  |  -0.5180     +0.5180  |paral   |2020yCat.1350....0G
2630|HD 49201                                                                                                 |Star                              |06 48 17.7314367000 +23 13 26.675738400|191.7166818666511 +09.7060543367891|  -9.832 17.524   |7.54     |G5                   |    ~     ~    |    1|   70.069   pc  |  -0.1149     +0.1149  |paral   |2020yCat.1350....0G
2631|HD 264007                                                                                                |Star                              |06 48 25.3379951736 +23 09 52.641953532|191.7838468796402 +09.7067911761946|  -3.946 -2.003   |9.56     |A0                   |    ~     ~    |    1|  507.975   pc  | -10.3216    +10.3216  |paral   |2020yCat.1350....0G
2632|HD 264039                                                                                                |Star                              |06 48 27.7487167752 +23 26 30.557739768|191.5338710203357 +09.8342116403112|  -3.313 -4.570   |10.35    |A7                   |    ~     ~    |    1|  513.321   pc  |  -4.3741     +4.3741  |paral   |2020yCat.1350....0G
2633|HD 264153                                                                                                |Star                              |06 48 50.5208258448 +23 27 24.147773424|191.5581260951013 +09.9192285917206| -7.246 -15.541   |9.92     |F0                   |    ~     ~    |    1|  349.675   pc  |  -2.1153     +2.1153  |paral   |2020yCat.1350....0G
2634|HD 264152                                                                                                |Star                              |06 48 58.4426871552 +23 44 32.869283532|191.3090787377979 +10.0689446601130|   6.010 -1.108   |8.59     |K7                   |    ~     ~    |    1|  952.109   pc  | -23.9319    +23.9319  |paral   |2020yCat.1350....0G
2635|HD 49381                                                                                                 |Star                              |06 49 08.5862742984 +23 12 06.943207284|191.8218528346243 +09.8724080430767|  -5.395 -5.029   |6.79     |A0                   |    ~     ~    |    1|  214.133   pc  |  -3.0813     +3.0813  |paral   |2020yCat.1350....0G
2636|HD 264459                                                                                                |Star                              |06 49 53.5524818232 +23 01 08.999980248|192.0644657447456 +09.9497387857175|   2.180 -3.927   |9.23     |K0                   |    ~     ~    |    1|  792.833   pc  |  -9.2402     +9.2402  |paral   |2020yCat.1350....0G
2637|HD 49675                                                                                                 |Star                              |06 50 38.6765035368 +23 41 35.202508656|191.5202625859810 +10.3936720013588|  -2.417 -2.009   |8.01     |A0                   |    ~     ~    |    1|  464.339   pc  |  -9.3791     +9.3791  |paral   |2020yCat.1350....0G
2638|HD 49838                                                                                                 |High Proper Motion Star           |06 51 21.8835292656 +23 21 49.628856384|191.8946740625163 +10.4028208178159|-33.621 -55.635   |7.92     |G5                   |    ~     ~    |    1|   68.952   pc  |  -0.1369     +0.1369  |paral   |2020yCat.1350....0G
2639|HD 264938                                                                                                |Star                              |06 51 24.4802196624 +22 52 45.663353544|192.3443777950340 +10.2053026173468|  -2.682 -8.193   |9.52     |K5                   |    ~     ~    |    1| 1399.972   pc  | -37.4345    +37.4345  |paral   |2020yCat.1350....0G
2640|* 87 Gem                                                                                                 |Star                              |06 51 59.9861723112 +23 36 06.199162452|191.7385526623484 +10.6357480674766| -39.651 -8.859   |5.671    |K5III                |    ~     ~    |    1|  137.461   pc  |  -1.3964     +1.3964  |paral   |2020yCat.1350....0G
2641|HD 265354                                                                                                |Star                              |06 52 36.2737042872 +23 48 09.318424716|191.6130419245980 +10.8462434497186|  -7.282 -1.125   |10.91    |B9                   |    ~     ~    |    1|  668.941   pc  |  -7.2492     +7.2492  |paral   |2020yCat.1350....0G
2642|HD 50107                                                                                                 |Star                              |06 52 39.6245581680 +23 00 36.996730308|192.3488099151772 +10.5219351452885|  -3.743 -6.185   |8.84     |A0                   |    ~     ~    |    1|  399.808   pc  | -14.9137    +14.9137  |paral   |2020yCat.1350....0G
2643|HD 50227                                                                                                 |Star                              |06 53 17.6272466208 +23 13 34.504723596|192.2126945079731 +10.7454439671503|  -3.628 -1.975   |8.93     |A0                   |    ~     ~    |    1|  703.730   pc  | -59.7749    +59.7749  |paral   |2020yCat.1350....0G
2644|HD 265566                                                                                                |Star                              |06 53 24.3229340616 +23 07 51.119810976|192.3116944381943 +10.7282632601780|  2.007 -10.668   |8.91     |K7                   |    ~     ~    |    1|  943.396   pc  | -22.6949    +22.6949  |paral   |2020yCat.1350....0G
2645|HD 265675                                                                                                |Star                              |06 53 41.1206970408 +23 32 33.554091804|191.9594528523055 +10.9606783492590| -3.979 -15.572   |9.80     |F0                   |    ~     ~    |    1|  329.652   pc  |  -1.6844     +1.6844  |paral   |2020yCat.1350....0G
2646|HD 265707                                                                                                |Star                              |06 53 43.1479542600 +22 53 37.357392048|192.5614454798174 +10.6931326389379|  -1.267 -7.455   |9.32     |K0                   |    ~     ~    |    1|  698.324   pc  | -22.7248    +22.7248  |paral   |2020yCat.1350....0G
2647|HD 265706                                                                                                |Star                              |06 53 49.4448828912 +23 32 29.482378296|191.9741708068327 +10.9890257784544|       0.0 -2.4   |10.67    |A3                   |    ~     ~    |    0|                |                       |        |                   
2648|AG+23 747                                                                                                |Long-Period Variable Candidate    |06 54 22.5289713552 +22 58 45.794464032|192.5475747288371 +10.8663100114161|   6.228 -6.344   |8.75     |~                    |    ~     ~    |    1|  849.979   pc  | -22.1796    +22.1796  |paral   |2020yCat.1350....0G
2649|HD 265970                                                                                                |Star                              |06 54 40.7519881968 +22 53 40.762557996|192.6558730631146 +10.8938474180609|   0.293 -2.675   |10.33    |F5                   |    ~     ~    |    1|  305.530   pc  |  -8.8961     +8.8961  |paral   |2020yCat.1350....0G
2650|HD 266221                                                                                                |Star                              |06 55 39.7271111592 +23 41 56.736137868|192.0089919366923 +11.4372584627911|  -6.800 -5.967   |9.45     |K2                   |    ~     ~    |    1|  565.707   pc  |  -5.5364     +5.5364  |paral   |2020yCat.1350....0G
2651|HD 266416                                                                                                |Star                              |06 56 11.9265410664 +23 31 51.553831440|192.2172959940546 +11.4784028948107| -4.767 -18.237   |9.61     |F2                   |    ~     ~    |    1|  208.699   pc  |  -0.8624     +0.8624  |paral   |2020yCat.1350....0G
2652|HD 49222                                                                                                 |Star                              |06 48 21.0403739712 +22 20 59.943058044|192.5219930377415 +09.3407759057306|  -1.737 -6.869   |8.12     |K2                   |    ~     ~    |    1|  621.620   pc  | -10.4717    +10.4717  |paral   |2020yCat.1350....0G
2653|HD 264092                                                                                                |Star                              |06 48 39.8699040960 +22 34 39.803966256|192.3454596277821 +09.5044618088447|  -6.001 -3.569   |9.06     |G5                   |    ~     ~    |    1| 1242.082   pc  | -26.2270    +26.2270  |paral   |2020yCat.1350....0G
2654|HD 264255                                                                                                |Star                              |06 49 07.5828154848 +22 06 52.336273356|192.8157924033396 +09.4010179079380|   1.406 -2.164   |8.73     |M0                   |    ~     ~    |    1| 1158.212   pc  | -37.4266    +37.4266  |paral   |2020yCat.1350....0G
2655|HD 49406                                                                                                 |Spectroscopic Binary              |06 49 15.3381297192 +22 18 38.895553152|192.6493603141612 +09.5126585041798|  0.433 -13.900   |7.31     |B9                   |    ~     ~    |    1|  261.138   pc  |  -5.3122     +5.3122  |paral   |2020yCat.1350....0G
2656|HD 264311                                                                                                |Star                              |06 49 19.0091405280 +22 09 39.831872760|192.7925311500532 +09.4608757774097|   6.195 -0.887   |8.25     |K0                   |    ~     ~    |    1|  551.055   pc  |  -7.3486     +7.3486  |paral   |2020yCat.1350....0G
2657|HD 264401                                                                                                |Star                              |06 49 35.8940261736 +22 20 42.320210748|192.6525907001164 +09.5989275930075| -2.573 -11.630   |9.45     |A0                   |    ~     ~    |    1|  402.625   pc  |  -4.0203     +4.0203  |paral   |2020yCat.1350....0G
2658|HD 49501                                                                                                 |Star                              |06 49 41.7731769336 +22 50 23.932318704|192.2091071273834 +09.8320661424929|  -3.417 -8.767   |8.62     |A0                   |    ~     ~    |    1|  405.861   pc  |  -7.2478     +7.2478  |paral   |2020yCat.1350....0G
2659|HD 264402                                                                                                |Star                              |06 49 38.8411699464 +22 01 43.298095440|192.9470833372910 +09.4728742977900| -16.366 -5.428   |9.69     |K2                   |    ~     ~    |    1|  604.230   pc  |  -6.4256     +6.4256  |paral   |2020yCat.1350....0G
2660|HD 49538                                                                                                 |High Proper Motion Star           |06 49 50.7734196864 +22 04 31.638555048|192.9244385906284 +09.5346093898707|-64.172 -44.476   |8.13     |F0                   |    ~     ~    |    1|   84.247   pc  |  -0.1725     +0.1725  |paral   |2020yCat.1350....0G
