C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:02:24

dec >=0&rah >=12.0&rah< 12.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2207

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
346 |TYC 3840-76-1                                                                                                                               |Star                                |12 12 53.6844942936 +59 55 15.977608968|131.6855073713627 +56.5472893120424|    5.149 9.420   |10.83    |~               |    ~     ~    |    1|  392.758   pc  | -11.3534    +11.3534  |paral   |2020yCat.1350....0G
347 |TYC 3840-151-1                                                                                                                              |Star                                |12 12 30.6734910624 +59 24 30.578249952|132.0263435975101 +57.0271457234025| -15.011 -8.232   |10.47    |~               |    ~     ~    |    1|  903.016   pc  | -11.5792    +11.5792  |paral   |2020yCat.1350....0G
348 |TYC 3840-509-1                                                                                                                              |High Proper Motion Star             |12 11 04.9544448408 +59 06 02.389279104|132.5094931265965 +57.2708857624369|-70.280 -25.971   |10.08    |~               |    ~     ~    |    1|  206.851   pc  |  -0.6504     +0.6504  |paral   |2020yCat.1350....0G
349 |TYC 4154-224-1                                                                                                                              |Star                                |12 10 50.9286663336 +60 09 21.012654600|132.0119614122943 +56.2511276097829| -28.977 11.684   |10.83    |~               |    ~     ~    |    1| 1113.090   pc  | -16.3544    +16.3544  |paral   |2020yCat.1350....0G
350 |TYC 4154-242-1                                                                                                                              |Star                                |12 09 58.3998275400 +60 11 17.433146220|132.1830628079661 +56.1891016120658| 22.502 -21.281   |10.90    |~               |    ~     ~    |    1|  600.565   pc  |  -5.1938     +5.1938  |paral   |2020yCat.1350....0G
351 |TYC 4154-389-1                                                                                                                              |Star                                |12 04 00.0699064488 +60 45 08.632001160|133.1237796275103 +55.4272845122755|  -47.559 5.307   |10.05    |~               |    ~     ~    |    1|  177.860   pc  |  -0.5220     +0.5220  |paral   |2020yCat.1350....0G
352 |TYC 4154-408-1                                                                                                                              |Star                                |12 05 18.0067073544 +60 36 47.881319436|132.9358673151666 +55.6098028885317|  -35.785 6.000   |10.831   |~               |    ~     ~    |    1|  360.360   pc  |  -1.5323     +1.5323  |paral   |2020yCat.1350....0G
353 |TYC 4154-604-1                                                                                                                              |Star                                |12 03 26.7133565496 +61 04 09.647114196|133.0564205229746 +55.1054938854786|    0.998 0.284   |10.71    |~               |    ~     ~    |    1| 1002.506   pc  | -12.6632    +12.6632  |paral   |2020yCat.1350....0G
354 |TYC 4154-866-1                                                                                                                              |Star                                |12 07 14.1889060296 +60 23 26.230276428|132.6556562397735 +55.8953485392107|  -2.154 -6.477   |10.57    |~               |    ~     ~    |    1|  872.829   pc  |  -9.7514     +9.7514  |paral   |2020yCat.1350....0G
355 |TYC 4155-653-1                                                                                                                              |High Proper Motion Star             |12 14 10.0199375496 +60 23 13.117699860|131.1877724335703 +56.1398572247242|-32.440 -50.699   |10.78    |~               |    ~     ~    |    1|  163.047   pc  |  -0.3562     +0.3562  |paral   |2020yCat.1350....0G
356 |TYC 4155-1054-1                                                                                                                             |Star                                |12 12 43.8330668832 +61 33 21.490136100|130.9487663327098 +54.9657086428602| 45.158 -13.120   |10.00    |~               |    ~     ~    |    1|  110.615   pc  |  -0.3010     +0.3010  |paral   |2020yCat.1350....0G
357 |NGC 4199A                          2MASX J12144858+5954219                                                                                  |Brightest Galaxy in a Cluster (BCG) |12 14 48.6321998880 +59 54 22.240720620|131.2721073551663 +56.6250387581525|            ~ ~   |     ~   |~               |0.560 0.358    |    0|                |                       |        |                   
358 |NGC 4199B                          NGC 4199B                                                                                                |Galaxy towards a Cluster of Galaxies|12 14 51.7000623720 +59 54 30.159642240|131.2598200803844 +56.6245620605913|            ~ ~   |     ~   |~               |    ~     ~    |    0|                |                       |        |                   
359 |HD 104482                                                                                                                                   |Star                                |12 01 54.0975961968 +57 56 36.399705144|135.3276893607137 +57.9767557447637| -20.961 -8.041   |9.00     |F5              |    ~     ~    |    1|  220.892   pc  |  -0.7856     +0.7856  |paral   |2020yCat.1350....0G
360 |HD 238063                                                                                                                                   |Star                                |12 02 05.0675842872 +57 55 39.159586668|135.2957530540737 +58.0003146748624| -9.291 -23.023   |9.96     |F5              |    ~     ~    |    1|  181.954   pc  |  -0.6224     +0.6224  |paral   |2020yCat.1350....0G
361 |HD 104239                                                                                                                                   |High Proper Motion Star             |12 00 17.5825453800 +57 28 28.984651428|136.0329153884334 +58.3336997438485|-107.567 -15.274  |8.55     |K1IV            |    ~     ~    |    1|  136.253   pc  |  -0.3193     +0.3193  |paral   |2020yCat.1350....0G
362 |HD 105546                                                                                                                                   |Horizontal Branch Star              |12 09 02.7215671248 +59 01 05.137388976|133.0173265884110 +57.2723700029001|-30.936 -68.435   |8.61     |G2III:          |    ~     ~    |    1|  456.809   pc  |  -3.1927     +3.1927  |paral   |2020yCat.1350....0G
363 |HD 238084                                                                                                                                   |Star                                |12 11 49.2399439680 +58 56 27.106047060|132.4256399385624 +57.4511964122429| -3.158 -22.633   |9.39     |G5              |    ~     ~    |    1|  520.346   pc  |  -3.7636     +3.7636  |paral   |2020yCat.1350....0G
364 |HD 238087                                                                                                                                   |High Proper Motion Star             |12 12 05.2231541016 +58 55 35.008503240|132.3720015697291 +57.4748221309099|  93.412 17.056   |10.021   |K5V             |    ~     ~    |    1|   26.723   pc  |  -0.0186     +0.0186  |paral   |2020yCat.1350....0G
365 |NGC 4141                           NGC 4141                                                                                                 |Galaxy                              |12 09 47.3108897640 +58 50 57.253147188|132.9420020211997 +57.4622494693831|            ~ ~   |     ~   |~               | 1.17  0.76    |    1|   54.20    Mpc | -12.93      +12.93    |T-F     |2020ApJ...902..145K
366 |HD 238070                                                                                                                                   |Star                                |12 05 50.9477828040 +58 34 44.456241792|134.0038506135800 +57.5585161932645|-32.471 -14.254   |9.53     |K5              |    ~     ~    |    1|  495.491   pc  |  -6.7025     +6.7025  |paral   |2020yCat.1350....0G
367 |HD 105440                                                                                                                                   |Star                                |12 08 18.2256192672 +58 33 24.463874664|133.4509018063851 +57.6818698591007| -23.111 23.896   |7.46     |K0IV            |    ~     ~    |    1|  169.526   pc  |  -0.4656     +0.4656  |paral   |2020yCat.1350....0G
368 |HD 105535                                                                                                                                   |Star                                |12 09 00.2149737792 +58 21 56.788294176|133.3987129550596 +57.8918459303339| -20.472 -8.123   |8.56     |F2              |    ~     ~    |    1|  271.444   pc  |  -1.9378     +1.9378  |paral   |2020yCat.1350....0G
369 |HD 238076                                                                                                                                   |Star                                |12 09 52.1023008912 +58 26 13.348585032|133.1549605166933 +57.8585272383765|  -9.827 19.101   |9.70     |G5              |    ~     ~    |    1|  128.146   pc  |  -0.2217     +0.2217  |paral   |2020yCat.1350....0G
370 |HD 105896                                                                                                                                   |Star                                |12 11 12.2443510176 +58 22 51.413120796|132.8719762483056 +57.9641062479719| -28.953 -3.756   |9.39     |G               |    ~     ~    |    1|  192.064   pc  |  -0.4759     +0.4759  |paral   |2020yCat.1350....0G
371 |HD 238092                                                                                                                                   |Star                                |12 14 26.9994092640 +58 33 25.941010032|132.0114053567948 +57.9142733831467|-24.227 -14.273   |10.55    |F8              |    ~     ~    |    1|  240.246   pc  |  -1.1428     +1.1428  |paral   |2020yCat.1350....0G
372 |HD 104905                                                                                                                                   |High Proper Motion Star             |12 04 50.9982780240 +58 06 54.750412656|134.5251751949959 +57.9521365801155|-23.806 -74.462   |9.19     |G5              |    ~     ~    |    1|   89.308   pc  |  -0.1180     +0.1180  |paral   |2020yCat.1350....0G
373 |HD 238075                                                                                                                                   |Double or Multiple Star             |12 09 21.044136 +57 58 21.40104        |133.545928611 +58.279938450        |     -0.5 -17.0   |10.045   |G5              |    ~     ~    |    0|                |                       |        |                   
374 |HD 238080                                                                                                                                   |Star                                |12 10 50.2444734240 +57 51 18.511733844|133.2555646386936 +58.4519364669607|    7.542 2.778   |9.59     |G5              |    ~     ~    |    1|  621.775   pc  |  -4.9485     +4.9485  |paral   |2020yCat.1350....0G
375 |HD 238083                                                                                                                                   |Star                                |12 11 40.0082652072 +58 00 35.019417240|132.9675476706498 +58.3369041624085| -27.467 -4.698   |8.90     |K7              |    ~     ~    |    1|  756.144   pc  |  -9.3196     +9.3196  |paral   |2020yCat.1350....0G
376 |HD 238086                                                                                                                                   |Star                                |12 12 02.7571806240 +57 59 26.267232624|132.8865822731047 +58.3698144285278|  -2.366 -7.523   |10.14    |G0              |    ~     ~    |    1|  288.492   pc  | -24.6936    +24.6936  |paral   |2020yCat.1350....0G
377 |V* TZ UMa                                                                                                                                   |Long-Period Variable                |12 09 35.0330059344 +58 23 01.492256580|133.2520993642101 +57.8980292396649| -5.103 -14.560   |8.99     |M7              |    ~     ~    |    1|  914.244   pc  | -18.1378    +18.1378  |paral   |2020yCat.1350....0G
378 |HD 104620                                                                                                                                   |High Proper Motion Star             |12 02 58.7168978280 +57 25 35.771128680|135.4247383800835 +58.5108263790195| 68.829 -24.326   |9.22     |G               |    ~     ~    |    1|   99.534   pc  |  -0.1199     +0.1199  |paral   |2020yCat.1350....0G
379 |BD+58 1356                                                                                                                                  |Red Giant Branch star Candidate     |12 06 02.3970654648 +57 16 15.548791980|134.7845898066940 +58.8003638164931|  -1.744 -6.062   |10.43    |~               |    ~     ~    |    1|  998.203   pc  | -12.2558    +12.2558  |paral   |2020yCat.1350....0G
380 |HD 105197                                                                                                                                   |High Proper Motion Star             |12 06 44.3714016336 +57 36 02.009989548|134.4022287458309 +58.5212010313200|-81.429 -13.496   |7.26     |F0              |    ~     ~    |    1|   86.465   pc  |  -0.1525     +0.1525  |paral   |2020yCat.1350....0G
381 |HD 105719                                                                                                                                   |Star                                |12 10 05.0793772752 +57 40 39.179506836|133.5418329345776 +58.5907481174992| -31.435 -2.892   |7.85     |K0IV            |    ~     ~    |    1|  135.955   pc  |  -0.3216     +0.3216  |paral   |2020yCat.1350....0G
382 |BD+57 1350                                                                                                                                  |Star                                |12 04 48.0767724144 +56 31 57.816942636|135.5912284316620 +59.4345680432550|  -37.955 4.954   |10.86    |F8              |    ~     ~    |    1|  194.069   pc  |  -0.4934     +0.4934  |paral   |2020yCat.1350....0G
383 |HD 238066                                                                                                                                   |Double or Multiple Star             |12 04 45.95583 +56 48 06.5328          |135.41429763 +59.18104088          |     23.69 4.30   |9.290    |G5              |    ~     ~    |    0|                |                       |        |                   
384 |HD 238069                                                                                                                                   |High Proper Motion Star             |12 05 35.4766283856 +56 58 43.799589084|135.0885155447825 +59.0542424273326|-41.875 -69.468   |9.16     |G5              |    ~     ~    |    1|  124.772   pc  |  -0.2522     +0.2522  |paral   |2020yCat.1350....0G
385 |HD 238073                                                                                                                                   |Star                                |12 07 28.3346733816 +56 29 18.842667648|134.9393408370980 +59.6029692359168|  2.596 -20.540   |10.30    |G0              |    ~     ~    |    1|  200.541   pc  |  -0.5831     +0.5831  |paral   |2020yCat.1350....0G
386 |HD 238074                                                                                                                                   |High Proper Motion Star             |12 08 00.0245719848 +56 34 19.888851216|134.7487474022862 +59.5483771774210|-43.564 -25.345   |9.20     |F2              |    ~     ~    |    1|  181.888   pc  |  -0.5293     +0.5293  |paral   |2020yCat.1350....0G
387 |HD 105897                                                                                                                                   |Star                                |12 11 11.9004646560 +56 39 43.105780692|133.8688902811971 +59.6036485303941| -27.854 -8.183   |8.66     |K1III           |    ~     ~    |    1|  579.677   pc  |  -6.2501     +6.2501  |paral   |2020yCat.1350....0G
388 |* 68 UMa                                                                                                                                    |Star                                |12 11 44.9053264824 +57 03 15.857278164|133.4937958938876 +59.2525664073156|  9.911 -16.605   |6.310    |K5III           |    ~     ~    |    1|  257.626   pc  |  -2.0575     +2.0575  |paral   |2020yCat.1350....0G
389 |HD 238085                                                                                                                                   |Star                                |12 12 01.0566686376 +57 06 22.224879432|133.3953276334427 +59.2140901738256|   10.950 7.204   |9.63     |F2              |    ~     ~    |    1|  204.040   pc  |  -0.5787     +0.5787  |paral   |2020yCat.1350....0G
390 |BD+57 1361                                                                                                                                  |Star                                |12 13 54.9989872896 +56 33 42.056116992|133.2203676141155 +59.8107853405177| -2.239 -14.063   |10.68    |G5              |    ~     ~    |    1|  638.814   pc  |  -5.4683     +5.4683  |paral   |2020yCat.1350....0G
391 |NGC 4161                           NGC 4161                                                                                                 |LINER-type Active Galaxy Nucleus    |12 11 33.4649339136 +57 44 14.915966280|133.1471914202673 +58.5928395400710|            ~ ~   |     ~   |~               |0.797 0.526    |    1|   74.47    Mpc |  -9.05       +9.05    |T-F     |2020ApJ...902..145K
392 |NGC 4149                           NGC 4149                                                                                                 |Radio Galaxy                        |12 10 32.854 +58 18 14.81              |133.070059 +58.012043              |            ~ ~   |     ~   |~               |1.033 0.331    |    1|   66.07    Mpc |  -5.95       +5.95    |T-F     |2020ApJ...902..145K
393 |NGC 4054                           NGC 4054W                          NGC 4054                                                              |Galaxy                              |12 03 12.4509168072 +57 53 36.412590804|135.0552227368586 +58.0851779814144|            ~ ~   |     ~   |~               |0.430 0.232    |    0|                |                       |        |                   
394 |TYC 3836-501-1                                                                                                                              |Star                                |12 04 44.0143202904 +56 22 34.272002748|135.7178804140465 +59.5776129522380| -24.274 -5.334   |10.64    |~               |    ~     ~    |    1|  386.115   pc  |  -1.8636     +1.8636  |paral   |2020yCat.1350....0G
395 |TYC 3836-620-1                                                                                                                              |Spectroscopic Binary                |12 02 22.3165664568 +57 29 53.755108296|135.5210560494378 +58.4146396535705|  -0.618 -4.521   |10.37    |~               |    ~     ~    |    1|  345.268   pc  | -17.8577    +17.8577  |paral   |2020yCat.1350....0G
396 |TYC 3836-652-1                                                                                                                              |Star                                |12 03 44.9300164488 +57 18 57.766396320|135.3139770370575 +58.6510705043818|  -10.720 1.980   |10.69    |~               |    ~     ~    |    1|  963.020   pc  | -10.6652    +10.6652  |paral   |2020yCat.1350....0G
397 |TYC 3836-754-1                                                                                                                              |Star                                |12 06 44.9929215960 +57 06 24.080538564|134.7162624887779 +58.9874374425846|  -5.960 21.795   |10.47    |~               |    ~     ~    |    1|  423.370   pc  |  -2.5811     +2.5811  |paral   |2020yCat.1350....0G
398 |[GGM2006] 2657877                                                                                                                           |Eclipsing Binary                    |12 06 19.7873093304 +57 10 35.159392164|134.7749041039317 +58.9026077435425| -23.825 13.336   |10.047   |~               |    ~     ~    |    1|  233.231   pc  |  -5.6464     +5.6464  |paral   |2020yCat.1350....0G
399 |TYC 3836-948-1                                                                                                                              |Spectroscopic Binary                |12 04 22.7063522736 +56 59 11.938266780|135.3841455442652 +58.9894072108551|  6.069 -38.891   |10.65    |~               |    ~     ~    |    1|  154.804   pc  |  -1.2677     +1.2677  |paral   |2020yCat.1350....0G
400 |TYC 3836-958-1                                                                                                                              |Star                                |12 07 07.0748108352 +56 56 46.309592688|134.7287722239596 +59.1554370192510| -26.095 -6.327   |10.78    |~               |    ~     ~    |    1|  260.017   pc  |  -1.2372     +1.2372  |paral   |2020yCat.1350....0G
401 |TYC 3836-970-1                                                                                                                              |Star                                |12 02 55.9422768432 +56 56 08.078426556|135.7767511301844 +58.9666525111787|-11.771 -10.280   |10.61    |~               |    ~     ~    |    1|  358.205   pc  |  -5.0298     +5.0298  |paral   |2020yCat.1350....0G
402 |TYC 3836-996-1                                                                                                                              |Star                                |12 03 35.2002216744 +56 53 05.168223708|135.6505819507973 +59.0462493578110|   -6.839 5.899   |10.53    |~               |    ~     ~    |    1| 1125.619   pc  | -18.7519    +18.7519  |paral   |2020yCat.1350....0G
403 |TYC 3837-42-1                                                                                                                               |Star                                |12 14 48.5306597304 +56 16 37.759183320|133.1470053321389 +60.1187255826795|  14.322 -9.751   |10.51    |~               |    ~     ~    |    1|  361.925   pc  |  -1.7422     +1.7422  |paral   |2020yCat.1350....0G
404 |TYC 3837-664-1                                                                                                                              |Star                                |12 12 05.8103535624 +56 33 05.547764772|133.7022593009597 +59.7464817334972| -46.686 -0.032   |10.92    |~               |    ~     ~    |    1|  701.705   pc  |  -5.1701     +5.1701  |paral   |2020yCat.1350....0G
405 |TYC 3837-762-1                                                                                                                              |Star                                |12 12 13.3571667696 +57 22 14.301454368|133.1914558036322 +58.9696624442227|   2.914 -7.232   |10.60    |~               |    ~     ~    |    1|  713.623   pc  |  -5.6528     +5.6528  |paral   |2020yCat.1350....0G
406 |TYC 3837-1000-1                                                                                                                             |Star                                |12 14 01.4493081672 +56 57 40.997730204|132.9660582914507 +59.4320470136855|  -3.718 -0.591   |10.80    |~               |    ~     ~    |    1|  388.546   pc  |  -2.8382     +2.8382  |paral   |2020yCat.1350....0G
407 |TYC 3837-1039-1                                                                                                                             |Spectroscopic Binary                |12 09 41.9607830856 +56 40 50.211228072|134.2434747249290 +59.5215918468558|-14.095 -16.246   |10.51    |~               |    ~     ~    |    1| 1016.570   pc  | -19.2215    +19.2215  |paral   |2020yCat.1350....0G
408 |TYC 3839-129-1                                                                                                                              |Star                                |12 05 51.1731739944 +58 21 30.659052456|134.1385138305582 +57.7669187782270|   8.744 -3.027   |10.92    |~               |    ~     ~    |    1|  943.129   pc  | -10.2292    +10.2292  |paral   |2020yCat.1350....0G
409 |TYC 3839-257-1                                                                                                                              |Star                                |12 05 24.3727315560 +58 59 11.165470152|133.8569276535035 +57.1547795594071| -6.584 -27.782   |10.90    |~               |    ~     ~    |    1|  282.622   pc  |  -0.8547     +0.8547  |paral   |2020yCat.1350....0G
410 |TYC 3839-372-1                                                                                                                              |Star                                |12 00 25.5368650728 +58 13 52.956280488|135.4723265478467 +57.6376149831462|  -1.171 -7.416   |10.05    |~               |    ~     ~    |    1|  851.571   pc  |  -9.7173     +9.7173  |paral   |2020yCat.1350....0G
411 |TYC 3839-657-1                                                                                                                              |Star                                |12 04 04.2214261512 +57 58 44.251215060|134.7959780239414 +58.0449179991087|  2.010 -12.645   |10.63    |~               |    ~     ~    |    1|  285.845   pc  |  -1.3155     +1.3155  |paral   |2020yCat.1350....0G
412 |TYC 3839-690-1                                                                                                                              |Star                                |12 03 54.8433361224 +58 51 39.053407608|134.2690837493112 +57.2091120160570| 22.417 -26.155   |10.74    |~               |    ~     ~    |    1|  201.300   pc  |  -0.5349     +0.5349  |paral   |2020yCat.1350....0G
413 |TYC 3839-739-1                                                                                                                              |Star                                |12 07 44.6434280928 +58 33 25.356124620|133.5803702001467 +57.6587613731520|   6.377 -9.080   |10.60    |~               |    ~     ~    |    1| 1023.123   pc  | -13.8175    +13.8175  |paral   |2020yCat.1350....0G
414 |TYC 3839-785-1                                                                                                                              |Star                                |12 07 46.2578866992 +58 40 01.540912512|133.5095119999639 +57.5554047704366|    7.034 7.276   |10.82    |~               |    ~     ~    |    1|  216.352   pc  |  -3.1361     +3.1361  |paral   |2020yCat.1350....0G
415 |TYC 3839-830-1                                                                                                                              |Spectroscopic Binary                |12 06 06.7744215408 +57 51 45.466097220|134.3871424068857 +58.2462219082088|  -7.960 -7.166   |10.72    |~               |    ~     ~    |    1|  210.828   pc  |  -0.9334     +0.9334  |paral   |2020yCat.1350....0G
416 |TYC 3839-840-1                                                                                                                              |Star                                |12 00 43.2535421208 +58 21 35.755919532|135.3173155155394 +57.5321303538381|    0.454 0.932   |10.27    |~               |    ~     ~    |    1|  680.272   pc  |  -5.8309     +5.8309  |paral   |2020yCat.1350....0G
417 |TYC 3840-816-1                                                                                                                              |Star                                |12 13 33.8418800712 +57 33 05.261803524|132.7559859243881 +58.8485683212340|    3.860 1.055   |10.26    |~               |    ~     ~    |    1|  386.907   pc  |  -2.3952     +2.3952  |paral   |2020yCat.1350....0G
418 |TYC 3840-833-1                                                                                                                              |Star                                |12 11 52.2738231744 +57 40 48.026850564|133.1028909588763 +58.6600976443171|   9.946 -6.473   |10.52    |~               |    ~     ~    |    1|  891.266   pc  | -10.0089    +10.0089  |paral   |2020yCat.1350....0G
419 |TYC 3840-856-1                                                                                                                              |Star                                |12 14 19.6029217440 +57 31 28.749146736|132.5804825056772 +58.9029997476245|  15.060 -5.433   |10.57    |~               |    ~     ~    |    1|  287.010   pc  |  -1.5981     +1.5981  |paral   |2020yCat.1350....0G
420 |TYC 3840-1016-1                                                                                                                             |High Proper Motion Star             |12 11 25.3449449040 +57 46 03.006034032|133.1632164320614 +58.5588160768533|-74.278 -26.547   |10.60    |~               |    ~     ~    |    1|  226.958   pc  |  -0.6284     +0.6284  |paral   |2020yCat.1350....0G
421 |TYC 3840-1115-1                                                                                                                             |Star                                |12 10 04.9451550528 +59 00 19.339077204|132.7886260609577 +57.3244620848372| -13.564 -8.365   |10.95    |~               |    ~     ~    |    1|  921.574   pc  | -10.8710    +10.8710  |paral   |2020yCat.1350....0G
422 |TYC 3840-1157-1                                                                                                                             |Star                                |12 11 07.7714737896 +57 31 08.582253600|133.3777553871112 +58.7842507059733|  12.885 -3.656   |9.90     |~               |    ~     ~    |    1|  209.622   pc  |  -0.6020     +0.6020  |paral   |2020yCat.1350....0G
423 |GSC 03836-00510                                                                                                                             |Double or Multiple Star             |12 05 12.3440122368 +56 23 36.004841592|135.5851815027444 +59.5847060177754|-42.349 -14.787   |10.322   |G7Ve            |    ~     ~    |    1|  110.661   pc  |  -0.1408     +0.1408  |paral   |2020yCat.1350....0G
424 |HD 238061                                                                                                                                   |Star                                |12 01 49.0002626040 +55 49 37.202301516|136.8705482051786 +59.9381507979628| 18.348 -11.358   |9.19     |K5              |    ~     ~    |    1|  568.279   pc  |  -4.2951     +4.2951  |paral   |2020yCat.1350....0G
425 |HD 238064                                                                                                                                   |Star                                |12 02 26.9631216024 +55 54 59.542027164|136.6390330515468 +59.8889261786516| -32.503 -7.238   |9.34     |G0              |    ~     ~    |    1|   97.666   pc  |  -0.1278     +0.1278  |paral   |2020yCat.1350....0G
426 |BD+55 1505                                                                                                                                  |Star                                |12 01 47.1903841680 +54 29 40.051137084|137.9334151198110 +61.1640123616244| -4.774 -18.905   |10.55    |K0              |    ~     ~    |    1|  887.154   pc  |  -9.4445     +9.4445  |paral   |2020yCat.1350....0G
427 |HD 238062                                                                                                                                   |Spectroscopic Binary                |12 01 49.8080519400 +54 52 15.453950556|137.6152901215312 +60.8205085001217| -28.811 -7.126   |9.09     |K0              |    ~     ~    |    1|  341.986   pc  |  -6.8184     +6.8184  |paral   |2020yCat.1350....0G
428 |HD 233892                                                                                                                                   |Star                                |12 01 20.7862566096 +54 01 26.490772992|138.4499214213690 +61.5692016366329| 12.731 -41.361   |9.47     |F8              |    ~     ~    |    1|  164.718   pc  |  -0.5454     +0.5454  |paral   |2020yCat.1350....0G
429 |HD 233893                                                                                                                                   |Star                                |12 01 55.9041501768 +53 54 32.844102012|138.3818546168247 +61.7090806455484| -32.392 24.305   |9.78     |F0              |    ~     ~    |    1|  264.257   pc  |  -1.0405     +1.0405  |paral   |2020yCat.1350....0G
430 |HD 104987                                                                                                                                   |Star                                |12 05 18.2574906216 +55 58 49.017317124|135.8501553253398 +59.9758764074916| -24.854 -9.715   |9.27     |G               |    ~     ~    |    1|  283.712   pc  |  -1.1188     +1.1188  |paral   |2020yCat.1350....0G
431 |HD 105859                                                                                                                                   |Star                                |12 11 00.4823068896 +56 06 27.800717940|134.2614132153858 +60.1223517023636|   -1.872 0.104   |9.05     |F5              |    ~     ~    |    1|  364.697   pc  |  -2.1414     +2.1414  |paral   |2020yCat.1350....0G
432 |NGC 4198                           NGC 4198                                                                                                 |LINER-type Active Galaxy Nucleus    |12 14 22.0450270608 +56 00 41.188851792|133.4192859604446 +60.3556114330779|            ~ ~   |     ~   |~               |0.423 0.254    |    0|                |                       |        |                   
433 |NGC 4172                           NGC 4172                                                                                                 |LINER-type Active Galaxy Nucleus    |12 12 14.9069949744 +56 10 39.031404744|133.8883618225293 +60.1093107867103|  -0.747 -0.034   |     ~   |~               |0.780 0.577    |    1|  125.31    Mpc |                       |        |2016AJ....152...50T
434 |HD 238089                                                                                                                                   |Star                                |12 12 10.8039265488 +55 52 50.143632564|134.0894625933032 +60.3891152312335|    6.260 7.290   |9.16     |F2              |    ~     ~    |    1|  208.290   pc  |  -0.5597     +0.5597  |paral   |2020yCat.1350....0G
435 |HD 238091                                                                                                                                   |Star                                |12 12 22.1145029016 +55 55 51.643010352|134.0073798791882 +60.3492057233164|  -21.858 7.833   |9.91     |F2              |    ~     ~    |    1|  226.943   pc  |  -0.6541     +0.6541  |paral   |2020yCat.1350....0G
436 |HD 238065                                                                                                                                   |Star                                |12 03 45.2882538648 +55 31 13.145046600|136.5941303768864 +60.3251374907785|  -4.282 -0.353   |10.50    |F5              |    ~     ~    |    1|  388.621   pc  |  -1.8727     +1.8727  |paral   |2020yCat.1350....0G
437 |HD 238071                                                                                                                                   |High Proper Motion Star             |12 06 10.0628675712 +55 13 43.480910928|136.1612398754031 +60.7215268964526| -70.588 51.339   |9.46     |F8              |    ~     ~    |    1|   96.963   pc  |  -0.1175     +0.1175  |paral   |2020yCat.1350....0G
438 |HD 238077                                                                                                                                   |High Proper Motion Star             |12 10 12.1924142592 +55 28 48.580212612|134.8842514695157 +60.6809201375808| 53.973 -60.779   |9.69     |G5              |    ~     ~    |    1|  139.390   pc  |  -0.2468     +0.2468  |paral   |2020yCat.1350....0G
439 |HD 106102                                                                                                                                   |High Proper Motion Star             |12 12 17.7811471560 +55 42 21.165358608|134.1668837676529 +60.5603961824265|-146.240 -9.668   |7.207    |K2III-IV        |    ~     ~    |    1|  128.502   pc  |  -0.2857     +0.2857  |paral   |2020yCat.1350....0G
440 |HD 106427                                                                                                                                   |Spectroscopic Binary                |12 14 21.7887826296 +55 34 35.633792244|133.6785449829472 +60.7714046682484|   4.483 -1.756   |8.29     |K0              |    ~     ~    |    1|  719.787   pc  |  -9.2221     +9.2221  |paral   |2020yCat.1350....0G
441 |HD 238068                                                                                                                                   |Star                                |12 05 06.1412722344 +54 35 57.924109572|136.9279646313160 +61.2518145201508|-33.845 -34.732   |9.14     |K0              |    ~     ~    |    1|  515.464   pc  |  -3.3479     +3.3479  |paral   |2020yCat.1350....0G
442 |HD 238072                                                                                                                                   |Star                                |12 06 30.2100891600 +55 03 52.593359292|136.1894138846861 +60.8919764777410| 15.852 -28.127   |10.20    |G0              |    ~     ~    |    1|  233.073   pc  |  -0.7605     +0.7605  |paral   |2020yCat.1350....0G
443 |HD 238078                                                                                                                                   |Star                                |12 10 16.6164763824 +54 19 33.225027636|135.6565050898423 +61.7737685560990|   13.138 5.045   |9.73     |F8              |    ~     ~    |    1|  231.685   pc  |  -0.7515     +0.7515  |paral   |2020yCat.1350....0G
444 |HD 105755                                                                                                                                   |High Proper Motion Star             |12 10 15.8753498232 +54 29 17.311799904|135.5453162512932 +61.6203153277594| 64.130 -22.499   |8.59     |G0Vw            |    ~     ~    |    1|   83.487   pc  |  -0.0983     +0.0983  |paral   |2020yCat.1350....0G
445 |HD 238079                                                                                                                                   |Star                                |12 10 21.9001189656 +54 54 36.248848380|135.2237798143046 +61.2271493985195|-21.191 -39.462   |9.14     |K0              |    ~     ~    |    1|  309.789   pc  |  -1.1804     +1.1804  |paral   |2020yCat.1350....0G
446 |CCDM J12104+5455BC                                                                                                                          |Double or Multiple Star             |12 10 23.4 +54 55 08                   |135.2107 +61.2200                  |            ~ ~   |10.4     |~               |    ~     ~    |    0|                |                       |        |                   
447 |HD 105879                                                                                                                                   |Spectroscopic Binary                |12 11 06.7256390328 +54 21 32.077838700|135.3905609869218 +61.7831447403120|-11.038 -17.836   |8.07     |K1III           |    ~     ~    |    1|  280.136   pc  |  -6.2153     +6.2153  |paral   |2020yCat.1350....0G
