C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:02:24

dec >=0&rah >=12.0&rah< 12.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2207

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1613|BD+06 2545                                                                                                                                  |Star                                |12 05 39.1216454808 +05 14 16.526913972|274.4201891482519 +65.5429304532529| -15.032 -6.403   |10.04    |F8              |    ~     ~    |    1|  203.737   pc  |  -1.1581     +1.1581  |paral   |2020yCat.1350....0G
1614|BD+06 2546                                                                                                                                  |High Proper Motion Star             |12 05 38.2428921696 +05 20 32.998397280|274.3040535595879 +65.6359128985147| -66.961 21.266   |10.75    |G0              |    ~     ~    |    1|  286.656   pc  |  -1.9721     +1.9721  |paral   |2020yCat.1350....0G
1615|HD 105185                                                                                                                                   |Star                                |12 06 45.7754405832 +05 17 57.168536136|274.9646994984128 +65.7154220506840|   12.485 1.344   |8.81     |F5              |    ~     ~    |    1|  199.605   pc  |  -0.7450     +0.7450  |paral   |2020yCat.1350....0G
1616|BD+05 2576                                                                                                                                  |Star                                |12 02 56.0039508048 +04 37 03.905700636|273.6054482941540 +64.6910819484643| -20.863 -2.008   |9.50     |K5              |    ~     ~    |    1| 1033.165   pc  | -20.7081    +20.7081  |paral   |2020yCat.1350....0G
1617|BD+05 2577                                                                                                                                  |Star                                |12 03 18.0566958408 +04 41 40.338941928|273.7199998112169 +64.8001473491409|-19.355 -30.259   |10.04    |G5              |    ~     ~    |    1|  305.418   pc  |  -1.9682     +1.9682  |paral   |2020yCat.1350....0G
1618|BD+05 2579                                                                                                                                  |Star                                |12 04 08.9315602200 +04 59 14.173282464|273.8686978064880 +65.1556064532011|  -2.704 -4.743   |9.12     |K0              |    ~     ~    |    1|  483.138   pc  |  -5.4621     +5.4621  |paral   |2020yCat.1350....0G
1619|V* IZ Vir                                                                                                                                   |Long-Period Variable                |12 04 18.8248129272 +04 55 54.426854064|274.0138939346799 +65.1233726003367| 11.782 -17.095   |7.11     |M3              |    ~     ~    |    1|  468.757   pc  |  -5.9548     +5.9548  |paral   |2020yCat.1350....0G
1620|BD+05 2584                                                                                                                                  |High Proper Motion Star             |12 06 14.0840110032 +04 11 43.590636168|275.7661754105220 +64.6559228435579|-48.108 -32.364   |9.51     |F8              |    ~     ~    |    1|  104.580   pc  |  -0.2647     +0.2647  |paral   |2020yCat.1350....0G
1621|BD+05 2585                                                                                                                                  |Spectroscopic Binary                |12 06 57.4722578904 +04 29 25.710600588|275.8711787430316 +64.9987718886495| 76.056 -94.412   |9.96     |G5              |    ~     ~    |    1|  181.449   pc  |  -0.9877     +0.9877  |paral   |2020yCat.1350....0G
1622|HD 105307                                                                                                                                   |Star                                |12 07 32.8165404432 +04 30 47.383125372|276.1676841113903 +65.0788488085720|-27.240 -10.350   |7.44     |K0              |    ~     ~    |    1|  231.889   pc  |  -1.3013     +1.3013  |paral   |2020yCat.1350....0G
1623|HD 105336                                                                                                                                   |Spectroscopic Binary                |12 07 43.8075211728 +04 49 16.466713032|275.9706842737033 +65.3791537195108|   -9.172 4.628   |9.38     |F5              |    ~     ~    |    1|  272.755   pc  |  -4.7836     +4.7836  |paral   |2020yCat.1350....0G
1624|BD+05 2589                                                                                                                                  |Star                                |12 08 31.5141067752 +04 22 47.938488852|276.8239984390818 +65.0535435343734| 12.910 -24.855   |9.62     |F5              |    ~     ~    |    1|  173.500   pc  |  -0.5990     +0.5990  |paral   |2020yCat.1350....0G
1625|BD+05 2590                                                                                                                                  |Star                                |12 09 01.9630978776 +04 47 23.115295896|276.7163038774004 +65.4800123835189|  -18.527 7.280   |9.80     |K0              |    ~     ~    |    1|  661.901   pc  |  -8.0175     +8.0175  |paral   |2020yCat.1350....0G
1626|BD+05 2592                                                                                                                                  |High Proper Motion Star             |12 10 11.5945066281 +04 18 28.482505881|277.8011540373808 +65.1475296634581|-43.712 -333.847  |9.374    |K3              |    ~     ~    |    1|   37.5121  pc  |  -0.0243     +0.0243  |paral   |2020yCat.1350....0G
1627|HD 105743                                                                                                                                   |Star                                |12 10 20.0883990168 +04 59 44.873834676|277.2447716327634 +65.7964453242512|  26.165 23.521   |8.12     |K0              |    ~     ~    |    1|  232.261   pc  |  -1.5051     +1.5051  |paral   |2020yCat.1350....0G
1628|BD+05 2594                                                                                                                                  |Star                                |12 10 42.7662044064 +04 36 35.768634444|277.8139710303512 +65.4760979903152| -8.733 -48.461   |10.52    |F8              |    ~     ~    |    1|  181.637   pc  |  -1.2867     +1.2867  |paral   |2020yCat.1350....0G
1629|HD 104624                                                                                                                                   |Star                                |12 02 53.3640716016 +04 08 45.936062340|274.0577071468808 +64.2614198770682|-40.458 -17.597   |9.13     |A2IV            |    ~     ~    |    1|  311.168   pc  |  -7.3394     +7.3394  |paral   |2020yCat.1350....0G
1630|BD+04 2565                                                                                                                                  |Star                                |12 03 44.9489938272 +04 11 08.137729392|274.4658191876951 +64.3888932178263|  -5.035 -2.578   |9.94     |K0              |    ~     ~    |    1|  295.561   pc  |  -1.6423     +1.6423  |paral   |2020yCat.1350....0G
1631|BD+04 2571                                                                                                                                  |Star                                |12 05 29.5688958048 +03 57 57.948899544|275.5915148683373 +64.3710031450010|   -4.318 2.500   |9.57     |M0              |    ~     ~    |    1|  983.865   pc  | -27.7813    +27.7813  |paral   |2020yCat.1350....0G
1632|BD+04 2572                                                                                                                                  |Star                                |12 05 43.9957529568 +04 05 40.144821000|275.5963697720146 +64.5126880723998|   -9.601 7.663   |10.68    |F5              |    ~     ~    |    1|  340.078   pc  |  -2.0818     +2.0818  |paral   |2020yCat.1350....0G
1633|BD+04 2577                                                                                                                                  |Star                                |12 08 26.7619205328 +03 53 26.754490284|277.2295743907575 +64.5953294855731|-39.347 -28.618   |9.64     |F8              |    ~     ~    |    1|  171.089   pc  |  -0.5386     +0.5386  |paral   |2020yCat.1350....0G
1634|HD 105489                                                                                                                                   |Spectroscopic Binary                |12 08 40.0406831256 +04 04 43.804510716|277.1782298072234 +64.7900981006366| -93.142 -0.126   |9.57     |G3/5            |    ~     ~    |    1|   96.907   pc  |  -1.4321     +1.4321  |paral   |2020yCat.1350....0G
1635|BD+04 2578B                                                                                                                                 |High Proper Motion Star             |12 08 41.5863197808 +04 05 35.516210136|277.1790578456077 +64.8058294558546|-17.697 -54.391   |10.83    |G0              |    ~     ~    |    1|  190.709   pc  |  -0.9165     +0.9165  |paral   |2020yCat.1350....0G
1636|HD 105517                                                                                                                                   |Star                                |12 08 57.1184679576 +03 47 29.850596160|277.5896812715787 +64.5523059930633| -36.728 -1.212   |9.59     |F2V             |    ~     ~    |    1|  260.213   pc  |  -1.3204     +1.3204  |paral   |2020yCat.1350....0G
1637|HD 104690                                                                                                                                   |Star                                |12 03 21.7947500064 +03 13 30.484083864|275.1853881670068 +63.4768621963664|   1.950 -5.750   |9.62     |F2V             |    ~     ~    |    1|  326.392   pc  |  -2.6313     +2.6313  |paral   |2020yCat.1350....0G
1638|BD+04 2564                                                                                                                                  |Star                                |12 03 22.2232751784 +03 36 31.940272044|274.8280263852882 +63.8262941456113| 41.897 -15.315   |10.56    |F8              |    ~     ~    |    1|  174.941   pc  |  -0.8018     +0.8018  |paral   |2020yCat.1350....0G
1639|HD 104770                                                                                                                                   |High Proper Motion Star             |12 03 57.2189992536 +03 21 28.804357080|275.3632400864303 +63.6587968078037|  -90.353 5.790   |8.81     |G1V             |    ~     ~    |    1|   94.034   pc  |  -0.2272     +0.2272  |paral   |2020yCat.1350....0G
1640|HD 104884                                                                                                                                   |Star                                |12 04 42.9951125736 +03 34 23.184591816|275.5558631511045 +63.9331732852837|-15.514 -27.886   |7.15     |G8III/IV        |    ~     ~    |    1|  177.415   pc  |  -0.7712     +0.7712  |paral   |2020yCat.1350....0G
1641|HD 104943                                                                                                                                   |High Proper Motion Star             |12 05 04.9143024816 +03 22 41.852078004|275.9250341784923 +63.7924054517082| -46.781 37.609   |8.36     |K1III/IV        |    ~     ~    |    1|  298.365   pc  |  -3.0534     +3.0534  |paral   |2020yCat.1350....0G
1642|BD+04 2574                                                                                                                                  |Star                                |12 06 56.3979108072 +03 14 28.538909376|277.0131038168356 +63.8508760904577|  -14.446 7.123   |10.62    |K0              |    ~     ~    |    1|  830.634   pc  | -15.3859    +15.3859  |paral   |2020yCat.1350....0G
1643|BD+04 2575                                                                                                                                  |Star                                |12 07 53.9121372048 +03 28 13.540833984|277.3135955845904 +64.1548522186493|   -7.508 0.886   |9.82     |F0              |    ~     ~    |    1|  265.470   pc  |  -2.3750     +2.3750  |paral   |2020yCat.1350....0G
1644|HD 105426                                                                                                                                   |Star                                |12 08 18.1046315088 +03 39 30.360374352|277.3606128115651 +64.3671042197752|  -14.893 0.082   |8.52     |K3/4(III)       |    ~     ~    |    1|  892.698   pc  | -21.4369    +21.4369  |paral   |2020yCat.1350....0G
1645|HD 104816                                                                                                                                   |High Proper Motion Star             |12 04 14.0983196160 +02 54 04.125567528|275.9245929050092 +63.2705197031289|-54.824 -43.935   |9.34     |F5V             |    ~     ~    |    1|  138.569   pc  |  -0.4532     +0.4532  |paral   |2020yCat.1350....0G
1646|HD 104863                                                                                                                                   |Spectroscopic Binary                |12 04 37.0838551344 +03 09 42.248223684|275.8841727202565 +63.5475150515452| 36.728 -24.084   |7.86     |K2/3III         |    ~     ~    |    1| 1193.887   pc  | -97.2100    +97.2100  |paral   |2020yCat.1350....0G
1647|BD+03 2602                                                                                                                                  |High Proper Motion Star             |12 08 16.6250513352 +03 05 09.017816460|277.8475797276750 +63.8354396667293| 70.832 -54.146   |9.65     |G0              |    ~     ~    |    1|   80.019   pc  |  -0.1537     +0.1537  |paral   |2020yCat.1350....0G
1648|HD 105490                                                                                                                                   |Spectroscopic Binary                |12 08 41.7793333104 +03 06 32.330855196|278.0479216301051 +63.8962779349067| -44.469 16.362   |8.13     |K2III           |    ~     ~    |    1|  342.325   pc  |  -4.7929     +4.7929  |paral   |2020yCat.1350....0G
1649|HD 105587                                                                                                                                   |Star                                |12 09 21.7601301552 +03 06 24.144536016|278.4010603583193 +63.9561383579140|   -9.327 9.379   |8.53     |K1III           |    ~     ~    |    1|  357.590   pc  |  -3.2095     +3.2095  |paral   |2020yCat.1350....0G
1650|NGC 4058                           NGC 4058                                                                                                 |Galaxy towards a Group of Galaxies  |12 03 49.0482693408 +03 32 53.640027528|275.1151963347534 +63.8178491717068|            ~ ~   |     ~   |~               |1.047 0.440    |    1|   85.01    Mpc |                       |redshift|2007ApJ...655..790C
1651|TYC 283-7-1                                                                                                                                 |Star                                |12 04 32.9322230184 +04 41 18.486506724|274.3866170403478 +64.9287695501689|   -0.405 4.724   |10.46    |~               |    ~     ~    |    1|  648.803   pc  |  -8.1242     +8.1242  |paral   |2020yCat.1350....0G
1652|TYC 283-33-1                                                                                                                                |Spectroscopic Binary                |12 04 24.3713216688 +04 39 33.577980912|274.3401545137292 +64.8872374420203|  -57.619 9.382   |10.63    |~               |    ~     ~    |    1|  424.520   pc  | -13.0297    +13.0297  |paral   |2020yCat.1350....0G
1653|TYC 283-124-1                                                                                                                               |Star                                |12 00 40.6020672648 +04 29 16.012985064|272.5689479629479 +64.3247592809344|   1.464 -0.170   |10.76    |~               |    ~     ~    |    1|  406.058   pc  |  -4.2210     +4.2210  |paral   |2020yCat.1350....0G
1654|TYC 283-142-1                                                                                                                               |Star                                |12 09 34.8543899952 +03 38 39.566273676|278.0567549095179 +64.4753401785931|  6.312 -17.015   |10.44    |~               |    ~     ~    |    1|  527.482   pc  |  -6.2047     +6.2047  |paral   |2020yCat.1350....0G
1655|TYC 283-197-1                                                                                                                               |Star                                |12 03 51.3948659472 +02 56 14.315607420|275.7000156143523 +63.2651868771732| -22.179 -9.991   |10.68    |~               |    ~     ~    |    1|  870.625   pc  | -16.4483    +16.4483  |paral   |2020yCat.1350....0G
1656|TYC 283-409-1                                                                                                                               |Star                                |12 07 35.9340960792 +04 37 58.052899812|276.0813075006931 +65.1935663653296|  -27.426 6.865   |10.81    |~               |    ~     ~    |    1|  283.038   pc  |  -5.7920     +5.7920  |paral   |2020yCat.1350....0G
1657|TYC 283-571-1                                                                                                                               |Star                                |12 04 54.4036114512 +03 11 42.116487288|276.0019895309496 +63.6071131116995|-26.275 -18.443   |10.95    |~               |    ~     ~    |    1|  183.641   pc  |  -0.7520     +0.7520  |paral   |2020yCat.1350....0G
1658|TYC 283-601-1                                                                                                                               |Star                                |12 00 18.4295023008 +04 49 35.703176628|272.0212904795004 +64.5845564520260|  -7.777 11.520   |10.02    |~               |    ~     ~    |    1|  146.084   pc  |  -0.4439     +0.4439  |paral   |2020yCat.1350....0G
1659|TYC 283-658-1                                                                                                                               |Star                                |12 06 57.0181102944 +02 55 02.476714116|277.3018146144388 +63.5532834154866|-34.417 -28.934   |10.62    |~               |    ~     ~    |    1|  421.017   pc  |  -5.1404     +5.1404  |paral   |2020yCat.1350....0G
1660|TYC 283-701-1                                                                                                                               |Star                                |12 03 53.5365978000 +04 28 19.660858896|274.2564694964634 +64.6632427344497| 39.498 -14.812   |10.90    |~               |    ~     ~    |    1|  289.168   pc  |  -1.4382     +1.4382  |paral   |2020yCat.1350....0G
1661|TYC 283-718-1                                                                                                                               |Star                                |12 06 42.5293003800 +03 21 36.719132652|276.7866971552888 +63.9377636234099|  -1.016 -2.142   |10.19    |~               |    ~     ~    |    1| 1588.310   pc  | -84.7637    +84.7637  |paral   |2020yCat.1350....0G
1662|TYC 283-725-1                                                                                                                               |Star                                |12 05 57.9376707960 +04 38 28.689391716|275.1906818600946 +65.0346773681272|  -8.195 -1.246   |10.93    |~               |    ~     ~    |    1|  290.926   pc  |  -5.7300     +5.7300  |paral   |2020yCat.1350....0G
1663|TYC 283-766-1                                                                                                                               |Star                                |12 01 44.9269154568 +03 35 08.863966896|274.0229920204300 +63.6332127610147|  1.391 -41.402   |10.81    |~               |    ~     ~    |    1|  236.630   pc  |  -1.1087     +1.1087  |paral   |2020yCat.1350....0G
1664|TYC 283-810-1                                                                                                                               |Star                                |12 07 59.2655205816 +03 04 40.093326588|277.7029863955014 +63.8006390106862| -12.742 -2.030   |10.46    |~               |    ~     ~    |    1| 1278.445   pc  | -42.0047    +42.0047  |paral   |2020yCat.1350....0G
1665|TYC 283-817-1                                                                                                                               |Star                                |12 09 05.9568679584 +03 55 51.289371408|277.5447165380861 +64.6950645866749| -12.847 -4.669   |10.90    |~               |    ~     ~    |    1|  231.954   pc  |  -1.2159     +1.2159  |paral   |2020yCat.1350....0G
1666|TYC 283-939-1                                                                                                                               |Star                                |12 02 54.3877478976 +03 58 24.067075368|274.2369491088369 +64.1072607447112| 16.260 -30.241   |10.27    |~               |    ~     ~    |    1|  741.675   pc  | -12.4868    +12.4868  |paral   |2020yCat.1350....0G
1667|TYC 283-965-1                                                                                                                               |Star                                |12 09 51.1709395536 +03 52 15.572718876|278.0048975077122 +64.7108943432459|   6.912 -1.191   |10.81    |~               |    ~     ~    |    1|  304.572   pc  |  -5.9369     +5.9369  |paral   |2020yCat.1350....0G
1668|TYC 283-1004-1                                                                                                                              |Star                                |12 05 02.3710432680 +03 11 43.868585148|276.0697989276205 +63.6209240685853|   5.373 -2.491   |10.25    |~               |    ~     ~    |    1|  271.393   pc  |  -2.6810     +2.6810  |paral   |2020yCat.1350....0G
1669|TYC 283-1061-1                                                                                                                              |Double or Multiple Star             |12 01 53.4543 +03 47 11.806            |273.8992423 +63.8296438            |-111.162 76.901   |10.89    |~               |    ~     ~    |    0|                |                       |        |                   
1670|TYC 284-358-1                                                                                                                               |Star                                |12 10 42.4122833184 +03 03 16.538094936|279.1569938571556 +64.0299914025191|  0.991 -15.989   |10.44    |~               |    ~     ~    |    1| 3228.931   pc  |-175.1567   +175.1567  |paral   |2020yCat.1350....0G
1671|TYC 284-851-1                                                                                                                               |Star                                |12 10 57.9841177104 +03 15 34.167111012|279.1266873603638 +64.2444791016270|-12.541 -31.833   |10.90    |~               |    ~     ~    |    1|  262.075   pc  |  -1.9643     +1.9643  |paral   |2020yCat.1350....0G
1672|HD 104279                                                                                                                                   |Star                                |12 00 32.0280411168 +04 05 59.764385724|272.8952072624008 +63.9621997385007| 13.799 -38.264   |8.17     |M1/2III         |    ~     ~    |    1|  515.650   pc  |  -6.5676     +6.5676  |paral   |2020yCat.1350....0G
1673|NGC 4123                           NGC 4123                                                                                                 |Active Galaxy Nucleus               |12 08 11.1187718376 +02 52 41.781736956|277.9764157127472 +63.6345466976592|            ~ ~   |     ~   |~               |1.900 0.646    |    1|   20.1372  Mpc |                       |redshift|2019A&A...631A..38L
1674|HD 104291                                                                                                                                   |Star                                |12 00 39.8329536576 +02 24 52.203103056|274.5860699798479 +62.4584036464949|   0.043 -6.071   |9.62     |K2              |    ~     ~    |    1|  391.083   pc  | -21.2595    +21.2595  |paral   |2020yCat.1350....0G
1675|HD 104426                                                                                                                                   |High Proper Motion Star             |12 01 29.4940310472 +02 21 44.496239112|275.0395129949999 +62.4978750464092| 91.086 -61.156   |8.81     |G2V             |    ~     ~    |    1|   70.923   pc  |  -0.1061     +0.1061  |paral   |2020yCat.1350....0G
1676|HD 104353                                                                                                                                   |High Proper Motion Star             |12 00 59.2988508840 +01 52 25.041609372|275.2298287296587 +62.0010658143366| -72.202 78.317   |9.35     |G2V             |    ~     ~    |    1|   96.459   pc  |  -0.2187     +0.2187  |paral   |2020yCat.1350....0G
1677|HD 104292                                                                                                                                   |Double or Multiple Star             |12 00 36.745008 +01 18 43.07616        |275.537359040 +61.450553524        |     -2.0 -30.0   |9.662    |G5V             |    ~     ~    |    0|                |                       |        |                   
1678|HD 104354                                                                                                                                   |Star                                |12 01 00.9024729336 +01 13 40.606669956|275.8011574420639 +61.4148721850509| -26.890 -6.207   |9.88     |G8IV/V          |    ~     ~    |    1|  534.931   pc  |  -4.7215     +4.7215  |paral   |2020yCat.1350....0G
1679|BD+02 2506                                                                                                                                  |High Proper Motion Star             |12 02 25.7517661440 +01 19 52.160951100|276.3931662304061 +61.6514204583447| 63.051 -24.819   |10.33    |F8              |    ~     ~    |    1|  185.784   pc  |  -1.7810     +1.7810  |paral   |2020yCat.1350....0G
1680|HD 104468                                                                                                                                   |Star                                |12 01 46.4105210424 +00 31 55.595531568|276.7369131392463 +60.8526658337993|  -17.814 7.113   |8.74     |K2III           |    ~     ~    |    1|  318.827   pc  |  -2.5108     +2.5108  |paral   |2020yCat.1350....0G
1681|HD 104528                                                                                                                                   |Star                                |12 02 21.2727246408 +00 33 49.252372092|276.9863595443311 +60.9385366760687| -14.776 -9.414   |7.95     |K4/5III         |    ~     ~    |    1|  510.465   pc  |  -9.1201     +9.1201  |paral   |2020yCat.1350....0G
1682|HD 104484                                                                                                                                   |High Proper Motion Star             |12 01 56.9552427096 +00 06 07.505581536|277.1617177176648 +60.4738047633919|-45.851 -24.548   |7.76     |F0V             |    ~     ~    |    1|   93.571   pc  |  -0.2417     +0.2417  |paral   |2020yCat.1350....0G
1683|BD+00 2881                                                                                                                                  |Star                                |12 01 57.2048647152 +00 04 54.862351932|277.1794969433499 +60.4555991245085|   4.267 -7.700   |8.32     |~               |    ~     ~    |    1|  541.126   pc  |  -8.0525     +8.0525  |paral   |2020yCat.1350....0G
1684|BD+00 2882                                                                                                                                  |Red Giant Branch star               |12 02 27.0653595192 +00 10 25.942349640|277.3407287158124 +60.5884258531026| -22.473 -9.945   |10.08    |K0              |    ~     ~    |    1|  823.181   pc  | -12.6716    +12.6716  |paral   |2020yCat.1350....0G
1685|HD 104559                                                                                                                                   |High Proper Motion Star             |12 02 30.2290072536 +00 02 29.553059580|277.4686364718171 +60.4712707446346|-59.550 -12.492   |8.21     |K0III/IV        |    ~     ~    |    1|  234.626   pc  |  -1.5084     +1.5084  |paral   |2020yCat.1350....0G
1686|BD+03 2596                                                                                                                                  |Star                                |12 05 39.1917655848 +02 42 37.164475440|276.8152672708311 +63.2366015403618|  0.786 -12.606   |10.86    |K5              |    ~     ~    |    1| 1398.797   pc  | -38.9370    +38.9370  |paral   |2020yCat.1350....0G
1687|BD+03 2607                                                                                                                                  |Star                                |12 09 53.3131826496 +02 47 57.339835116|278.9335122083932 +63.7181349558842| -47.691 -1.050   |10.25    |F8              |    ~     ~    |    1|  163.356   pc  |  -0.5604     +0.5604  |paral   |2020yCat.1350....0G
1688|V* TZ Vir                                                                                                                                   |Long-Period Variable                |12 04 36.0745006920 +02 37 11.381197440|276.3603369633036 +63.0496131608503|   6.130 -0.450   |9.190    |M5              |    ~     ~    |    1|  444.247   pc  | -29.6625    +29.6625  |paral   |2020yCat.1350....0G
1689|NGC 4116                           NGC 4116                                                                                                 |Galaxy in Pair of Galaxies          |12 07 37.156 +02 41 25.59              |277.841558 +63.407295              |            ~ ~   |11.97    |~               |1.063 0.468    |    1|   16.52    Mpc |  -1.41       +1.41    |T-F     |2020ApJ...902..145K
1690|BD+03 2595                                                                                                                                  |Star                                |12 05 20.6591749440 +02 11 24.690711840|277.1055600864320 +62.7275826457137|  -47.825 6.369   |10.31    |K0              |    ~     ~    |    1|  354.836   pc  |  -3.0974     +3.0974  |paral   |2020yCat.1350....0G
1691|BD+03 2597                                                                                                                                  |Star                                |12 05 57.7805432736 +02 19 19.759679904|277.3058935256241 +62.9090376946408|-23.264 -14.731   |9.75     |F5              |    ~     ~    |    1|  183.614   pc  |  -0.8934     +0.8934  |paral   |2020yCat.1350....0G
1692|BD+03 2598                                                                                                                                  |Star                                |12 07 41.6203999296 +02 30 11.257374384|278.0369561320303 +63.2407511875048|  -0.064 -8.449   |9.14     |K0              |    ~     ~    |    1|  507.099   pc  |  -4.6544     +4.6544  |paral   |2020yCat.1350....0G
1693|HD 105537                                                                                                                                   |High Proper Motion Star             |12 09 07.4669362680 +02 26 24.203433408|278.8272786193085 +63.3141568699579| 85.612 -45.792   |9.61     |F5/6V           |    ~     ~    |    1|  130.804   pc  |  -0.4277     +0.4277  |paral   |2020yCat.1350....0G
1694|HD 105588                                                                                                                                   |Star                                |12 09 25.6828519776 +02 26 18.953894832|278.9858832765153 +63.3403002308883|  2.744 -40.680   |8.77     |G8/K0III        |    ~     ~    |    1|  332.668   pc  |  -2.9659     +2.9659  |paral   |2020yCat.1350....0G
1695|BD+03 2608                                                                                                                                  |Star                                |12 10 31.6706779200 +02 22 07.365256860|279.6137406840991 +63.3731136915663| -27.671 -1.878   |9.92     |K2              |    ~     ~    |    1|  619.694   pc  |  -6.4131     +6.4131  |paral   |2020yCat.1350....0G
1696|HD 105808                                                                                                                                   |Spectroscopic Binary                |12 10 47.4191936232 +02 19 54.435912276|279.7796183728262 +63.3615829679944| 21.619 -31.756   |9.15     |K0(III)         |    ~     ~    |    1|  326.808   pc  |  -6.8354     +6.8354  |paral   |2020yCat.1350....0G
1697|HD 104980                                                                                                                                   |High Proper Motion Star             |12 05 10.7960040456 +02 11 00.323081196|277.0287480381623 +62.7053896815190|-40.583 -54.672   |7.53     |K0III           |    ~     ~    |    1|  210.757   pc  |  -1.2126     +1.2126  |paral   |2020yCat.1350....0G
1698|TYC 280-135-1                                                                                                                               |Star                                |12 09 16.9771456680 +02 15 09.757642392|279.0598744323287 +63.1538637750048|  -9.102 -4.089   |10.10    |K5              |    ~     ~    |    1| 1493.652   pc  | -57.7828    +57.7828  |paral   |2020yCat.1350....0G
1699|BD+02 2507                                                                                                                                  |Star                                |12 02 35.6501615784 +01 37 19.099313652|276.2276997521975 +61.9345413113655|  -19.282 1.412   |10.11    |F8              |    ~     ~    |    1|  141.369   pc  |  -0.3817     +0.3817  |paral   |2020yCat.1350....0G
1700|HD 104817                                                                                                                                   |High Proper Motion Star             |12 04 12.8534157600 +01 27 43.332072048|277.1527723120802 +61.9468987887093|-120.827 -25.354  |7.69     |A3III           |    ~     ~    |    1|  121.927   pc  |  -0.4460     +0.4460  |paral   |2020yCat.1350....0G
1701|BD+02 2511                                                                                                                                  |High Proper Motion Star             |12 05 16.6479183408 +01 42 24.779223540|277.4755451861822 +62.2751618048830|-76.854 -23.927   |9.83     |F8              |    ~     ~    |    1|  133.145   pc  |  -0.4911     +0.4911  |paral   |2020yCat.1350....0G
1702|HD 105060                                                                                                                                   |High Proper Motion Star             |12 05 50.8048472952 +01 18 19.819098900|278.0819002423290 +61.9574651795046| -92.903 26.465   |9.09     |F5V             |    ~     ~    |    1|  165.653   pc  |  -0.6723     +0.6723  |paral   |2020yCat.1350....0G
1703|BD+02 2514                                                                                                                                  |Star                                |12 07 04.7594932176 +01 38 40.515134208|278.4244883329684 +62.3867572151327|  -11.152 2.586   |10.13    |F8              |    ~     ~    |    1|  354.308   pc  |  -3.4271     +3.4271  |paral   |2020yCat.1350....0G
1704|HD 105308                                                                                                                                   |Star                                |12 07 33.3107637624 +01 25 13.243666944|278.8393305354312 +62.2216759947094| -31.692 16.753   |9.66     |A0V             |    ~     ~    |    1|  405.597   pc  | -10.1338    +10.1338  |paral   |2020yCat.1350....0G
1705|BD+01 2642                                                                                                                                  |High Proper Motion Star             |12 03 44.9602676856 +00 20 48.039741528|277.8197784473535 +60.8718740218051|-123.622 -36.458  |10.19    |K0              |    ~     ~    |    1|  121.095   pc  |  -0.5015     +0.5015  |paral   |2020yCat.1350....0G
1706|HD 104852                                                                                                                                   |High Proper Motion Star             |12 04 29.2664219304 +00 41 52.290388464|277.8993996492354 +61.2667435697899|-18.416 -49.108   |9.48     |F5/6V           |    ~     ~    |    1|  245.537   pc  |  -4.3770     +4.3770  |paral   |2020yCat.1350....0G
1707|BD+01 2646                                                                                                                                  |Spectroscopic Binary                |12 04 39.7369867728 +00 23 14.012261988|278.2240166874712 +60.9950219374135|  -16.861 9.820   |10.01    |K2              |    ~     ~    |    1| 1504.664   pc  | -62.0340    +62.0340  |paral   |2020yCat.1350....0G
1708|HD 104864                                                                                                                                   |Double or Multiple Star             |12 04 39.46717 +00 45 34.5397          |277.93300959 +61.33993573          |     -5.79 7.34   |9.522    |F7V             |0.0033  0.0    |    0|                |                       |        |                   
1709|HD 104885                                                                                                                                   |High Proper Motion Star             |12 04 41.5148379336 +00 13 24.928980924|278.3630889560920 +60.8458162800582|  -65.195 6.149   |9.41     |F3/5            |    ~     ~    |    1|  161.650   pc  |  -0.6245     +0.6245  |paral   |2020yCat.1350....0G
1710|BD+01 2650                                                                                                                                  |High Proper Motion Star             |12 06 26.8984484832 +00 50 02.877554688|278.7453399148443 +61.5749704010322|-59.971 -17.713   |10.96    |K2              |    ~     ~    |    1|  236.250   pc  |  -1.2000     +1.2000  |paral   |2020yCat.1350....0G
1711|HD 105186                                                                                                                                   |High Proper Motion Star             |12 06 42.3861538488 +00 16 26.824726416|279.2918332255981 +61.0759481797499|-74.539 -25.478   |8.56     |F3V             |    ~     ~    |    1|  119.647   pc  |  -0.4839     +0.4839  |paral   |2020yCat.1350....0G
1712|BD+01 2653                                                                                                                                  |High Proper Motion Star             |12 07 13.1668895688 +00 53 58.709127768|279.0736034402394 +61.7058755722270| -91.781 49.743   |9.59     |F8              |    ~     ~    |    1|  181.176   pc  |  -1.1489     +1.1489  |paral   |2020yCat.1350....0G
1713|HD 105280                                                                                                                                   |Star                                |12 07 16.1746026840 +00 25 16.669915644|279.4561186146198 +61.2635795861617| -7.581 -40.756   |8.36     |F5/6V           |    ~     ~    |    1|   87.643   pc  |  -0.4424     +0.4424  |paral   |2020yCat.1350....0G
