C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:03:52

dec< 0&rah >=18.5&rah< 18.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8057

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------------|-----|----------------|-------------------------|--------|-------------------
633 |CD-37 12738                                                                                              |Star                                  |18 37 56.8910288304 -37 30 29.285739540|357.5127073015860 -13.6568049810807|  6.089 -27.904   |9.96     |~                  |    ~     ~          |    1|  328.429   pc  |  -1.5209     +1.5209    |paral   |2020yCat.1350....0G
634 |CD-37 12740                                                                                              |Star                                  |18 37 59.6897022408 -37 42 44.627603544|357.3242897173863 -13.7479037579988|  -12.633 6.505   |10.47    |~                  |    ~     ~          |    1|  645.161   pc  |  -8.2414     +8.2414    |paral   |2020yCat.1350....0G
635 |CD-36 12865                                                                                              |Star                                  |18 38 48.8284335336 -36 13 31.513361700|358.7902534392874 -13.2937086288854|  9.237 -16.836   |10.42    |~                  |    ~     ~          |    1| 2656.042   pc  |-113.5784   +113.5784    |paral   |2020yCat.1350....0G
636 |CD-38 12964                                                                                              |Star                                  |18 38 51.6110901960 -38 10 56.425185804|356.9517996939044 -14.0932050920190|    5.625 1.392   |9.84     |~                  |    ~     ~          |    1|  597.657   pc  |  -5.3222     +5.3222    |paral   |2020yCat.1350....0G
637 |CD-37 12757                                                                                              |Star                                  |18 38 54.0024772992 -36 57 09.527218488|358.1142765783402 -13.6050496296847|  7.337 -13.331   |9.91     |~                  |    ~     ~          |    1|  635.647   pc  |  -6.1011     +6.1011    |paral   |2020yCat.1350....0G
638 |CD-37 12763                                                                                              |Star                                  |18 39 19.3191824016 -37 08 28.173873804|357.9718445494480 -13.7582608418744|   -0.882 4.177   |9.61     |~                  |    ~     ~          |    1|  241.354   pc  |  -1.2175     +1.2175    |paral   |2020yCat.1350....0G
639 |CD-36 12874                                                                                              |Star                                  |18 39 28.2111882360 -36 29 44.229220080|358.5917117142106 -13.5242969903815|   0.547 -4.422   |10.92    |~                  |    ~     ~          |    1| 1157.809   pc  | -35.5239    +35.5239    |paral   |2020yCat.1350....0G
640 |CD-38 12976                                                                                              |Star                                  |18 39 55.6427144088 -37 54 26.481870720|357.2983654092947 -14.1757733146389| -3.932 -10.040   |9.87     |~                  |    ~     ~          |    1|  711.389   pc  |  -8.5527     +8.5527    |paral   |2020yCat.1350....0G
641 |CD-36 12885                                                                                              |Star                                  |18 40 01.0280952888 -36 16 12.684078912|358.8495667123767 -13.5335745787642| -1.352 -17.200   |9.68     |~                  |    ~     ~          |    1|  972.763   pc  | -16.7489    +16.7489    |paral   |2020yCat.1350....0G
642 |CD-37 12775                                                                                              |Star                                  |18 40 30.7760846760 -36 58 06.866218740|358.2330499075867 -13.9063034435160|   1.106 -2.233   |10.49    |~                  |    ~     ~          |    1|  840.831   pc  | -14.9883    +14.9883    |paral   |2020yCat.1350....0G
643 |CD-38 12987                                                                                              |Star                                  |18 40 40.1131440600 -38 09 45.955965924|357.1165428571397 -14.4113345760680|   1.254 -5.591   |9.91     |~                  |    ~     ~          |    1|  763.184   pc  |  -8.0378     +8.0378    |paral   |2020yCat.1350....0G
644 |CD-38 12988                                                                                              |Star                                  |18 40 45.0418444944 -38 50 17.493945936|356.4821793622939 -14.6932036703611|   8.264 -4.857   |10.17    |~                  |    ~     ~          |    1|  703.977   pc  | -46.0398    +46.0398    |paral   |2020yCat.1350....0G
645 |CD-36 12903                                                                                              |Star                                  |18 41 00.4991924592 -36 46 49.200584196|358.4516410845579 -13.9214796689077|  -3.842 -6.858   |10.18    |~                  |    ~     ~          |    1|  662.666   pc  | -23.0000    +23.0000    |ST-L    |2020AJ....160...83S
646 |CD-36 12911                                                                                              |Star                                  |18 41 33.6730025016 -36 09 13.506192540|359.0885920443530 -13.7715077350983| -7.825 -21.515   |10.23    |~                  |    ~     ~          |    1|  651.169   pc  |  -6.5299     +6.5299    |paral   |2020yCat.1350....0G
647 |CD-37 12795                                                                                              |Star                                  |18 42 31.9585157040 -37 41 10.287913956|357.7188348632500 -14.5603287092688|   -3.605 0.023   |10.97    |~                  |    ~     ~          |    1| 1474.274   pc  | -38.6880    +38.6880    |paral   |2020yCat.1350....0G
648 |CD-38 13009                                                                                              |Star                                  |18 42 36.2974184472 -38 43 44.255891244|356.7327597800398 -14.9827510764681|  0.853 -13.711   |9.98     |~                  |    ~     ~          |    1|  662.164   pc  | -10.7861    +10.7861    |paral   |2020yCat.1350....0G
649 |CD-38 13019                                                                                              |Star                                  |18 43 00.2027563320 -38 11 19.301996004|357.2788943211701 -14.8432486201756|  -23.582 9.094   |9.58     |~                  |    ~     ~          |    1|  453.700   pc  |  -3.9522     +3.9522    |paral   |2020yCat.1350....0G
650 |CD-38 13028                                                                                              |Star                                  |18 43 20.4932416248 -38 14 38.856449976|357.2529997586614 -14.9260651712543|   2.807 -5.672   |9.83     |~                  |    ~     ~          |    1| 1102.779   pc  | -23.3495    +23.3495    |paral   |2020yCat.1350....0G
651 |CD-36 12934                                                                                              |Star                                  |18 43 22.8772878432 -36 31 04.366410564|358.8956565018072 -14.2530678022586|   -2.366 4.814   |9.89     |~                  |    ~     ~          |    1| 1188.637   pc  | -23.0296    +23.0296    |paral   |2020yCat.1350....0G
652 |CD-38 13030                                                                                              |Star                                  |18 43 27.8555299776 -38 00 53.786959704|357.4810287641427 -14.8586431093880|   2.608 -6.615   |9.98     |~                  |    ~     ~          |    1|  614.779   pc  |  -6.5386     +6.5386    |paral   |2020yCat.1350....0G
653 |CD-36 12935                                                                                              |Star                                  |18 43 30.3441783048 -36 11 32.811215172|359.2139251067122 -14.1466051362124|  -2.332 -5.373   |10.38    |~                  |    ~     ~          |    1|  959.049   pc  | -43.7813    +43.7813    |paral   |2020yCat.1350....0G
654 |CD-37 12814                                                                                              |Eclipsing Binary                      |18 44 27.3528598128 -37 17 28.107615372|358.2493804588562 -14.7556704648435| 35.907 -33.485   |10.16    |~                  |    ~     ~          |    1|  199.617   pc  |  -0.7531     +0.7531    |paral   |2020yCat.1350....0G
655 |CD-37 12781                                                                                              |Star                                  |18 41 02.8397441184 -37 11 04.245048924|358.0731541730606 -14.0904773148186|   1.245 -1.865   |9.79     |~                  |    ~     ~          |    1| 1344.628   pc  | -38.6917    +38.6917    |paral   |2020yCat.1350....0G
656 |TYC 7406-668-1                                                                                           |Star                                  |18 34 12.5008422096 -37 14 06.726251184|357.4559491626595 -12.8671716913782|  4.264 -17.103   |10.85    |~                  |    ~     ~          |    1|  470.943   pc  |  -3.7038     +3.7038    |paral   |2020yCat.1350....0G
657 |TYC 7406-687-1                                                                                           |High Proper Motion Star               |18 33 56.4262859472 -37 18 17.040387024|357.3683937141091 -12.8474440821269|-56.365 -47.472   |10.52    |~                  |    ~     ~          |    1|  136.322   pc  |  -1.1485     +1.1485    |paral   |2020yCat.1350....0G
658 |TYC 7406-689-1                                                                                           |Star                                  |18 34 25.4412194808 -37 21 17.018590572|357.3624891335130 -12.9556451436823|   11.000 6.842   |10.90    |~                  |    ~     ~          |    1|  226.799   pc  |  -0.6533     +0.6533    |paral   |2020yCat.1350....0G
659 |TYC 7406-772-1                                                                                           |Star                                  |18 34 37.9799804088 -37 15 53.857016064|357.4639884842320 -12.9564208842758|   3.898 -9.117   |10.24    |~                  |    ~     ~          |    1|  366.717   pc  |  -2.5551     +2.5551    |paral   |2020yCat.1350....0G
660 |TYC 7406-779-1                                                                                           |Star                                  |18 35 46.6690201584 -36 46 25.460809284|358.0198905637314 -12.9619583866792|  0.103 -31.527   |10.63    |~                  |    ~     ~          |    1|  332.237   pc  |  -2.2187     +2.2187    |paral   |2020yCat.1350....0G
661 |TYC 7406-1823-1                                                                                          |Star                                  |18 34 11.0856133632 -36 23 31.453495512|358.2401376745567 -12.5127432466080|   0.700 -6.708   |10.65    |~                  |    ~     ~          |    1|  596.303   pc  | -13.6542    +13.6542    |paral   |2020yCat.1350....0G
662 |TYC 7406-1875-1                                                                                          |Star                                  |18 35 08.7533641368 -36 32 21.750576252|358.1850924716997 -12.7497126014489|   2.603 -1.173   |10.97    |~                  |    ~     ~          |    1| 1042.160   pc  | -82.0400    +82.0400    |ST-L    |2020AJ....160...83S
663 |TYC 7419-11-1                                                                                            |Star                                  |18 39 56.2305163680 -36 34 24.500753436|358.5575418318760 -13.6415894839137|   4.894 -1.730   |10.60    |~                  |    ~     ~          |    1|  387.042   pc  |  -3.8199     +3.8199    |paral   |2020yCat.1350....0G
664 |TYC 7419-91-1                                                                                            |Star                                  |18 41 15.0073730832 -37 29 49.832520324|357.7940263858145 -14.2521578070213|  -10.850 2.052   |10.81    |~                  |    ~     ~          |    1|  210.922   pc  |  -0.6718     +0.6718    |paral   |2020yCat.1350....0G
665 |TYC 7419-95-1                                                                                            |Star                                  |18 43 36.7748723400 -36 48 10.739026836|358.6445305407199 -14.4087641291077|    9.241 5.740   |10.39    |~                  |    ~     ~          |    1|  190.632   pc  |  -0.6796     +0.6796    |paral   |2020yCat.1350....0G
666 |TYC 7419-154-1                                                                                           |Star                                  |18 37 57.1796512392 -37 15 38.559989988|357.7458087972999 -13.5573535171171|  2.507 -12.304   |10.56    |~                  |    ~     ~          |    1|  510.465   pc  |  -5.1333     +5.1333    |paral   |2020yCat.1350....0G
667 |TYC 7419-202-1                                                                                           |Star                                  |18 38 11.1685925352 -37 24 15.651693540|357.6300451590305 -13.6579516699108|  13.868 -3.855   |10.29    |~                  |    ~     ~          |    1|  208.703   pc  |  -1.7815     +1.7815    |paral   |2020yCat.1350....0G
668 |TYC 7419-212-1                                                                                           |Star                                  |18 38 05.6054195736 -36 55 45.492013668|358.0689334727608 -13.4482752406893| -1.167 -44.860   |10.71    |~                  |    ~     ~          |    1|  208.490   pc  |  -0.6564     +0.6564    |paral   |2020yCat.1350....0G
669 |TYC 7419-259-1                                                                                           |Star                                  |18 37 40.9802783376 -37 29 03.254580816|357.5132469677760 -13.5990351399922|    4.894 1.661   |10.49    |~                  |    ~     ~          |    1|  925.840   pc  | -13.2863    +13.2863    |paral   |2020yCat.1350....0G
670 |TYC 7419-373-1                                                                                           |Star                                  |18 36 37.6713214008 -37 09 05.565445128|357.7377602014313 -13.2719135127299| -8.724 -34.008   |10.28    |~                  |    ~     ~          |    1|  255.611   pc  |  -1.1761     +1.1761    |paral   |2020yCat.1350....0G
671 |TYC 7419-478-1                                                                                           |Star                                  |18 39 06.1919638536 -37 25 09.918503004|357.6915709128224 -13.8306263704693| 10.163 -20.048   |10.62    |~                  |    ~     ~          |    1|  784.745   pc  | -11.1464    +11.1464    |paral   |2020yCat.1350....0G
672 |TYC 7419-739-1                                                                                           |Star                                  |18 36 53.4670519632 -37 21 37.489571964|357.5638119325508 -13.4050391129539|  0.473 -22.918   |10.81    |~                  |    ~     ~          |    1|  224.140   pc  |  -0.9244     +0.9244    |paral   |2020yCat.1350....0G
673 |TYC 7419-749-1                                                                                           |Star                                  |18 37 23.7179486784 -36 55 42.090384612|358.0113793254070 -13.3204827062088| 29.619 -11.589   |10.42    |~                  |    ~     ~          |    1|  231.669   pc  |  -8.2438     +8.2438    |paral   |2020yCat.1350....0G
674 |TYC 7419-761-1                                                                                           |High Proper Motion Star               |18 36 49.8186683064 -36 47 44.939918436|358.0881399651783 -13.1631443921770| -0.460 -71.890   |10.90    |~                  |    ~     ~          |    1|  181.363   pc  |  -0.5000     +0.5000    |paral   |2020yCat.1350....0G
675 |TYC 7419-882-1                                                                                           |Star                                  |18 44 33.7923540936 -36 46 13.726164504|358.7529649421586 -14.5707372910178|  0.820 -24.831   |10.83    |~                  |    ~     ~          |    1|  387.958   pc  |  -2.3329     +2.3329    |paral   |2020yCat.1350....0G
676 |TYC 7419-923-1                                                                                           |Star                                  |18 38 22.7901887616 -36 26 49.868286936|358.5455636010672 -13.3043416237189|    2.105 3.377   |10.77    |~                  |    ~     ~          |    1|  895.244   pc  | -38.9100    +38.9100    |ST-L    |2020AJ....160...83S
677 |TYC 7419-1222-1                                                                                          |Star                                  |18 37 02.1133431816 -37 09 55.104755004|357.7589350878842 -13.3516158308274|   3.950 -3.212   |10.84    |~                  |    ~     ~          |    1| 1202.935   pc  | -21.9952    +21.9952    |paral   |2020yCat.1350....0G
678 |TYC 7419-1238-1                                                                                          |Star                                  |18 38 52.4135277816 -36 18 45.215310564|358.7135224018055 -13.3402172366856|    9.132 1.159   |10.52    |~                  |    ~     ~          |    1| 1348.800   pc  | -30.0178    +30.0178    |paral   |2020yCat.1350....0G
679 |TYC 7419-1330-1                                                                                          |Star                                  |18 38 02.0695478856 -37 17 44.692058148|357.7196333497755 -13.5863875989244|    6.046 2.238   |10.72    |~                  |    ~     ~          |    1|  445.256   pc  |  -2.8945     +2.8945    |paral   |2020yCat.1350....0G
680 |TYC 7419-1587-1                                                                                          |Star                                  |18 44 14.9150788992 -36 55 20.437603932|358.5831217407692 -14.5727097158595|    5.760 0.038   |10.55    |~                  |    ~     ~          |    1|  769.290   pc  | -29.9454    +29.9454    |paral   |2020yCat.1350....0G
681 |TYC 7419-1674-1                                                                                          |Star                                  |18 42 43.4035508400 -36 43 37.430882868|358.6434912330362 -14.2151163258533|  -1.597 -8.853   |10.67    |~                  |    ~     ~          |    1|  730.087   pc  |  -9.7544     +9.7544    |paral   |2020yCat.1350....0G
682 |TYC 7419-1855-1                                                                                          |Star                                  |18 42 26.7153622584 -36 07 35.748935112|359.1880146163821 -13.9240683289991| 12.701 -22.935   |10.50    |~                  |    ~     ~          |    1|  150.748   pc  |  -1.6271     +1.6271    |paral   |2020yCat.1350....0G
683 |TYC 7419-1873-1                                                                                          |Star                                  |18 36 37.6839221640 -36 15 10.383518700|358.5790467098491 -12.9029650473027|  4.174 -11.337   |9.84     |~                  |    ~     ~          |    1|  641.190   pc  |  -8.1814     +8.1814    |paral   |2020yCat.1350....0G
684 |TYC 7419-2339-1                                                                                          |Star                                  |18 40 15.1430914752 -36 47 41.741370744|358.3752113160217 -13.7887649817919|  -3.537 -7.425   |10.35    |~                  |    ~     ~          |    1|  456.100   pc  |  -3.3076     +3.3076    |paral   |2020yCat.1350....0G
685 |TYC 7419-2389-1                                                                                          |Star                                  |18 41 41.6876202528 -36 25 31.452853548|358.8435261272333 -13.9052904061204|   4.391 -2.762   |10.41    |~                  |    ~     ~          |    1|  750.807   pc  |  -8.3993     +8.3993    |paral   |2020yCat.1350....0G
686 |TYC 7419-2398-1                                                                                          |Star                                  |18 36 03.1411351800 -36 38 52.468874232|358.1608045685761 -12.9602428903960|   5.733 -4.557   |10.30    |~                  |    ~     ~          |    1|  268.853   pc  |  -1.3011     +1.3011    |paral   |2020yCat.1350....0G
687 |TYC 7419-2742-1                                                                                          |Star                                  |18 39 14.0238825696 -36 38 37.483231992|358.4326410338043 -13.5409510700854| 10.071 -11.219   |10.81    |~                  |    ~     ~          |    1|  373.846   pc  |  -1.7610     +1.7610    |paral   |2020yCat.1350....0G
688 |TYC 7902-385-1                                                                                           |Star                                  |18 35 27.4226024160 -37 33 24.197358096|357.2601182713220 -13.2256232786708| 34.823 -22.542   |10.86    |~                  |    ~     ~          |    1|  263.539   pc  |  -2.7156     +2.7156    |paral   |2020yCat.1350....0G
689 |TYC 7902-401-1                                                                                           |Star                                  |18 36 16.6666749792 -37 48 04.799218248|357.0989274863923 -13.4738341959292|   -5.672 2.663   |10.83    |~                  |    ~     ~          |    1|  314.921   pc  |  -1.4876     +1.4876    |paral   |2020yCat.1350....0G
690 |TYC 7902-406-1                                                                                           |Star                                  |18 36 46.1101264752 -37 53 35.793245364|357.0530825343064 -13.5997373925629|  -9.424 -9.739   |10.69    |~                  |    ~     ~          |    1|  849.257   pc  | -11.1792    +11.1792    |paral   |2020yCat.1350....0G
691 |TYC 7902-461-1                                                                                           |High Proper Motion Star               |18 36 31.1712408600 -37 48 47.048336820|357.1079046489755 -13.5222231396772|-39.607 -81.519   |10.29    |~                  |    ~     ~          |    1|  173.370   pc  |  -0.5861     +0.5861    |paral   |2020yCat.1350....0G
692 |TYC 7902-494-1                                                                                           |Star                                  |18 35 29.2922775144 -37 49 54.672151332|357.0048250636478 -13.3439552228780|   1.776 11.281   |10.21    |~                  |    ~     ~          |    1|  486.476   pc  |  -4.4019     +4.4019    |paral   |2020yCat.1350....0G
693 |TYC 7902-568-1                                                                                           |Star                                  |18 37 11.7513560016 -37 57 42.605247888|357.0237711115693 -13.7045751343069| -31.476 -5.180   |10.68    |~                  |    ~     ~          |    1|  579.576   pc  |  -4.8035     +4.8035    |paral   |2020yCat.1350....0G
694 |TYC 7902-584-1                                                                                           |Star                                  |18 37 31.1896392888 -37 38 16.394037720|357.3552465871736 -13.6317960064126|  -4.314 -7.395   |10.40    |~                  |    ~     ~          |    1|  740.138   pc  | -10.6822    +10.6822    |paral   |2020yCat.1350....0G
695 |TYC 7902-1106-1                                                                                          |Star                                  |18 37 29.1692048712 -38 23 50.633540592|356.6371800933649 -13.9327062319601| 10.280 -17.821   |10.93    |~                  |    ~     ~          |    1|  893.096   pc  | -12.0441    +12.0441    |paral   |2020yCat.1350....0G
696 |TYC 7902-1114-1                                                                                          |Star                                  |18 38 46.2419950800 -38 22 23.311712136|356.7642601931639 -14.1535110742130|-13.466 -15.086   |10.80    |~                  |    ~     ~          |    1|  403.080   pc  |  -3.3307     +3.3307    |paral   |2020yCat.1350....0G
697 |TYC 7902-1301-1                                                                                          |Star                                  |18 33 53.1448286712 -38 50 31.667959644|355.9249830453247 -13.4705609655458|   -1.783 0.998   |10.26    |~                  |    ~     ~          |    1|  958.773   pc  | -16.6383    +16.6383    |paral   |2020yCat.1350....0G
698 |TYC 7902-1456-1                                                                                          |Star                                  |18 36 33.3497239656 -38 05 26.532575844|356.8499368252897 -13.6416162658009|   12.963 4.294   |10.55    |~                  |    ~     ~          |    1|  261.609   pc  |  -1.1087     +1.1087    |paral   |2020yCat.1350....0G
699 |TYC 7902-1489-1                                                                                          |Star                                  |18 36 25.9435787688 -38 57 24.936291000|356.0241331798843 -13.9699611465713|  3.733 -10.787   |9.76     |~                  |    ~     ~          |    1|  545.852   pc  |  -3.9032     +3.9032    |paral   |2020yCat.1350....0G
700 |TYC 7902-1500-1                                                                                          |Star                                  |18 34 32.4774 -37 53 10.137            |356.8752008 -13.1957543            |       2.2 -6.4   |10.74    |~                  |    ~     ~          |    0|                |                         |        |                   
701 |TYC 7902-1510-1                                                                                          |Star                                  |18 35 27.8432673096 -38 57 37.917830196|355.9423619289437 -13.7992345021903| -0.055 -21.620   |10.24    |~                  |    ~     ~          |    1|  214.275   pc  |  -0.9366     +0.9366    |paral   |2020yCat.1350....0G
702 |TYC 7902-1720-1                                                                                          |Star                                  |18 34 55.3555729056 -38 51 04.048031880|356.0012590105910 -13.6585473110011|   2.222 -7.141   |10.63    |~                  |    ~     ~          |    1|  644.288   pc  |  -8.5097     +8.5097    |paral   |2020yCat.1350....0G
703 |TYC 7902-1739-1                                                                                          |Star                                  |18 38 24.7866325584 -38 53 22.694069184|356.2470269802275 -14.2958761803663|    5.971 2.917   |10.92    |~                  |    ~     ~          |    1|  315.487   pc  |  -2.4087     +2.4087    |paral   |2020yCat.1350....0G
704 |TYC 7915-130-1                                                                                           |Star                                  |18 44 47.5834534392 -37 30 12.348792648|358.0744038588767 -14.9003760359289|   0.071 -3.090   |10.980   |~                  |    ~     ~          |    1|  994.008   pc  | -44.7200    +44.7200    |ST-L    |2020AJ....160...83S
705 |TYC 7915-437-1                                                                                           |Star                                  |18 44 53.0141968368 -38 00 02.569535496|357.6074379233397 -15.1105465270210| 12.688 -39.620   |10.39    |~                  |    ~     ~          |    1|  210.265   pc  |  -1.2202     +1.2202    |paral   |2020yCat.1350....0G
706 |TYC 7915-543-1                                                                                           |Star                                  |18 44 13.0577500056 -38 46 53.966437644|356.8090197066941 -15.2929218882603|-28.408 -16.974   |10.035   |~                  |    ~     ~          |    1|  652.955   pc  | -27.0000    +27.0000    |ST-L    |2020AJ....160...83S
707 |TYC 7915-649-1                                                                                           |Star                                  |18 42 33.9149300328 -38 10 58.239427656|357.2495365135036 -14.7617578464526|    6.742 3.430   |10.46    |~                  |    ~     ~          |    1|  874.585   pc  | -14.8390    +14.8390    |paral   |2020yCat.1350....0G
708 |TYC 7915-799-1                                                                                           |Star                                  |18 42 49.1370203328 -38 30 48.869550900|356.9548876076428 -14.9370894903079|   5.196 -3.795   |10.72    |~                  |    ~     ~          |    1|  533.220   pc  | -30.8206    +30.8206    |paral   |2020yCat.1350....0G
709 |TYC 7915-856-1                                                                                           |Star                                  |18 42 11.2024000080 -38 13 41.786756904|357.1761221514673 -14.7112306820031|  10.657 -2.310   |10.47    |~                  |    ~     ~          |    1|  785.793   pc  |  -9.1386     +9.1386    |paral   |2020yCat.1350....0G
710 |TYC 7915-1103-1                                                                                          |Star                                  |18 42 09.5945695920 -38 40 49.367641764|356.7438961552807 -14.8838416496391|  -3.873 -4.602   |10.93    |~                  |    ~     ~          |    1|  616.675   pc  |  -5.5142     +5.5142    |paral   |2020yCat.1350....0G
711 |TYC 7915-1180-1                                                                                          |Star                                  |18 42 46.1932641432 -38 52 13.163165580|356.6109575649786 -15.0674708311790|-31.158 -14.497   |10.52    |~                  |    ~     ~          |    1|  231.471   pc  |  -3.3755     +3.3755    |paral   |2020yCat.1350....0G
712 |TYC 7915-1213-1                                                                                          |Star                                  |18 43 04.8262562040 -38 19 03.016677612|357.1623754502646 -14.9075828664842|  -2.336 -3.056   |10.69    |~                  |    ~     ~          |    1|  343.147   pc  |  -1.8605     +1.8605    |paral   |2020yCat.1350....0G
713 |TYC 7915-1361-1                                                                                          |Star                                  |18 41 51.7579396056 -38 13 14.278603836|357.1574808259615 -14.6497146152057| 13.023 -16.443   |10.40    |~                  |    ~     ~          |    1|  313.982   pc  |  -2.1097     +2.1097    |paral   |2020yCat.1350....0G
714 |CD-37 12759                                                                                              |T Tauri Star                          |18 39 05.2883583096 -37 26 21.824393172|357.6715033130869 -13.8359374295064|  0.221 -28.761   |10.98    |K1                 |    ~     ~          |    1|  146.535   pc  |  -0.3822     +0.3822    |paral   |2020yCat.1350....0G
715 |V* V724 CrA                                                                                              |Long-Period Variable Candidate        |18 39 22.8190941576 -38 25 25.381200180|356.7656411218760 -14.2832114472469|   2.951 -6.567   |10.50    |M1/3               |    ~     ~          |    1| 1284.36    pc  | -59.5495    +59.5495    |paral   |2020yCat.1350....0G
716 |HD 170281                                                                                                |Star                                  |18 30 00.2151183072 -33 32 51.924606288|000.4960224904462 -10.5283039970613|  -0.582 -2.754   |8.27     |G6/K0(III)         |    ~     ~          |    1|  811.425   pc  | -14.3533    +14.3533    |paral   |2020yCat.1350....0G
717 |HD 170321                                                                                                |Star                                  |18 30 05.7377810304 -33 39 41.833466244|000.4000606018945 -10.5948841594579|   4.552 -0.891   |9.31     |G5III              |    ~     ~          |    1|  760.977   pc  |  -8.3967     +8.3967    |paral   |2020yCat.1350....0G
718 |HD 170606                                                                                                |Star                                  |18 31 48.0 -33 31 00                   |000.6890 -10.8526                  |            ~ ~   |10.5     |A7/9V              |    ~     ~          |    0|                |                         |        |                   
719 |HD 170843                                                                                                |Star                                  |18 32 55.4170805328 -33 52 06.952798200|000.4669864396365 -11.2145296913746|   1.666 -1.520   |8.87     |K4III              |    ~     ~          |    1|  860.215   pc  | -14.3554    +14.3554    |paral   |2020yCat.1350....0G
720 |HD 170959                                                                                                |Star                                  |18 33 33.8140282464 -33 37 19.967661732|000.7520266039731 -11.2297658974274|  3.810 -19.580   |8.48     |F2V                |    ~     ~          |    1|  200.248   pc  |  -0.9744     +0.9744    |paral   |2020yCat.1350....0G
721 |HD 170401                                                                                                |Star                                  |18 30 44.6319374832 -34 38 39.727800276|359.5558263218943 -11.1392986243464|    4.020 0.354   |9.82     |A9V                |    ~     ~          |    1|  445.732   pc  | -26.4042    +26.4042    |paral   |2020yCat.1350....0G
722 |HD 170535                                                                                                |Young Stellar Object                  |18 31 23.2447731360 -34 45 00.373015260|359.5161308824955 -11.3041041565684| -0.928 -27.744   |8.18     |A3V                |    ~     ~          |    1|  143.991   pc  |  -0.6241     +0.6241    |paral   |2020yCat.1350....0G
723 |HD 170705                                                                                                |Star                                  |18 32 16.6430056560 -34 36 20.011196808|359.7290874005029 -11.4079263318640|  -0.594 -8.353   |10.26    |A0V                |    ~     ~          |    1|  497.463   pc  |  -4.8257     +4.8257    |paral   |2020yCat.1350....0G
724 |CD-34 12914                                                                                              |Star                                  |18 33 29.0982369264 -34 19 32.668103316|000.0954845397575 -11.5142470027577|  4.278 -44.610   |9.80     |F5                 |    ~     ~          |    1|  222.370   pc  |  -0.7022     +0.7022    |paral   |2020yCat.1350....0G
725 |HD 170587                                                                                                |Star                                  |18 31 47.5090573776 -35 06 00.422392140|359.2291916822014 -11.5283194652672|  -1.772 -0.170   |8.62     |K5III              |    ~     ~          |    1|  771.188   pc  | -20.5182    +20.5182    |paral   |2020yCat.1350....0G
726 |HD 170750                                                                                                |Star                                  |18 32 33.2722089024 -35 20 58.587851328|359.0660101716734 -11.7752327537000| -1.367 -13.078   |6.96     |K0III              |    ~     ~          |    1|  242.960   pc  |  -1.4639     +1.4639    |paral   |2020yCat.1350....0G
727 |HD 170942                                                                                                |Star                                  |18 33 34.0497855936 -35 46 33.978592164|358.7594432398842 -12.1418247895676| -1.647 -19.541   |9.40     |K0III              |    ~     ~          |    1|  438.520   pc  |  -3.3075     +3.3075    |paral   |2020yCat.1350....0G
728 |HD 170960                                                                                                |Star                                  |18 33 44.1976720728 -35 39 47.585896848|358.8789817318714 -12.1255834227773|  -2.763 -6.517   |10.08    |F2V                |    ~     ~          |    1|  247.930   pc  |  -1.2171     +1.2171    |paral   |2020yCat.1350....0G
729 |HD 170381                                                                                                |Star                                  |18 30 45.2266596960 -35 57 37.490448024|358.3425903910753 -11.7030092505106| -4.846 -23.649   |9.21     |A9V                |    ~     ~          |    1|  201.890   pc  |  -0.8804     +0.8804    |paral   |2020yCat.1350....0G
730 |IRAS 18295-3530                                                                                          |Long-Period Variable Candidate        |18 32 52.7918402640 -35 27 54.763411572|358.9875969661914 -11.8841752061153|   2.545 -7.544   |10.92    |~                  |    ~     ~          |    1| 1264.7     pc  | -52.6226    +52.6226    |paral   |2020yCat.1350....0G
731 |CD-35 12664                                                                                              |Double or Multiple Star               |18 30 24.71746 -35 48 19.7831          |358.45563528 -11.57442264          | 214.07 -315.64   |10.91    |K6.5V(k)+K8V       |0.077  0.0           |    0|                |                         |        |                   
732 |CD-34 12877                                                                                              |Star                                  |18 30 47.3161205784 -34 22 35.828831388|359.8062935728735 -11.0327132255100| -2.227 -11.413   |9.96     |~                  |    ~     ~          |    1|  358.333   pc  |  -3.4412     +3.4412    |paral   |2020yCat.1350....0G
733 |CD-33 13276                                                                                              |Star                                  |18 30 47.8462008648 -33 53 00.658803336|000.2604635207312 -10.8222469469774|   7.126 -4.762   |10.59    |~                  |    ~     ~          |    1| 1233.959   pc  | -29.2350    +29.2350    |paral   |2020yCat.1350....0G
734 |CD-35 12671                                                                                              |Star                                  |18 30 55.2272736288 -35 05 48.898023648|359.1546190162109 -11.3657341548716|  2.007 -19.629   |9.45     |~                  |    ~     ~          |    1|  470.102   pc  |  -3.6243     +3.6243    |paral   |2020yCat.1350....0G
735 |CD-36 12723                                                                                              |Star                                  |18 31 03.0308 -36 08 24.437            |358.2023849 -11.8335934            |      9.0 -13.3   |10.42    |~                  |    ~     ~          |    0|                |                         |        |                   
