C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:03:52

dec< 0&rah >=18.5&rah< 18.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8057

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------------|-----|----------------|-------------------------|--------|-------------------
7075|TYC 7902-466-1                                                                                           |Star                                  |18 37 36.9687033432 -37 45 48.917693628|357.2449214676519 -13.7001444244776|-16.190 -31.733   |10.83    |~                  |    ~     ~          |    1|  293.479   pc  |  -1.3781     +1.3781    |paral   |2020yCat.1350....0G
7076|GSC 07902-00472                                                                                          |Double or Multiple Star               |18 39 29.4566602632 -38 24 23.771429856|356.7907504194678 -14.2962648811659|   1.734 -7.024   |10.855   |~                  |    ~     ~          |    1|  904.404   pc  | -12.1874    +12.1874    |paral   |2020yCat.1350....0G
7077|TYC 7902-489-1                                                                                           |Star                                  |18 33 13.3263143160 -38 18 54.532594116|356.3639636305630 -13.1358490665409|  -1.796 -6.620   |10.91    |~                  |    ~     ~          |    1| 4334.634   pc  |-289.3514   +289.3514    |paral   |2020yCat.1350....0G
7078|TYC 7902-567-1                                                                                           |Star                                  |18 36 39.3776386128 -39 04 12.025428960|355.9355007022087 -14.0553053419433| -4.622 -10.349   |10.78    |~                  |    ~     ~          |    1|  892.459   pc  | -11.8676    +11.8676    |paral   |2020yCat.1350....0G
7079|TYC 7902-663-1                                                                                           |Star                                  |18 36 09.9688265040 -38 54 20.337562008|356.0509476502666 -13.9018946956948|  2.797 -11.533   |10.82    |~                  |    ~     ~          |    1| 1010.611   pc  | -16.0350    +16.0350    |paral   |2020yCat.1350....0G
7080|TYC 7902-671-1                                                                                           |Star                                  |18 32 10.0266260088 -37 49 33.981386556|356.7323828211707 -12.7442517229201|   2.649 -2.669   |10.40    |~                  |    ~     ~          |    1| 1785.395   pc  | -54.8274    +54.8274    |paral   |2020yCat.1350....0G
7081|TYC 7902-677-1                                                                                           |Star                                  |18 37 54.4765756944 -38 37 22.454256720|356.4585458366892 -14.0989068729208|  -1.273 -6.831   |10.60    |~                  |    ~     ~          |    1|  877.501   pc  | -16.7862    +16.7862    |paral   |2020yCat.1350....0G
7082|TYC 7902-779-1                                                                                           |Star                                  |18 33 14.6458190232 -38 18 54.307078740|356.3658488054555 -13.1397531788183|   1.111 -0.263   |10.73    |~                  |    ~     ~          |    1| 1643.655   pc  | -39.9837    +39.9837    |paral   |2020yCat.1350....0G
7083|TYC 7902-796-1                                                                                           |Star                                  |18 32 41.7365480832 -39 06 08.796123036|355.5833929007072 -13.3662978903413|  -1.957 -7.272   |10.637   |~                  |    ~     ~          |    1|  596.167   pc  | -39.5500    +39.5500    |ST-L    |2020AJ....160...83S
7084|TYC 7902-827-1                                                                                           |Star                                  |18 36 26.3674687464 -38 44 15.194221152|356.2315048211157 -13.8827015469472|   -9.735 5.606   |10.98    |~                  |    ~     ~          |    1|  261.684   pc  | -13.8053    +13.8053    |paral   |2020yCat.1350....0G
7085|TYC 7902-838-1                                                                                           |Star                                  |18 34 26.9049683544 -38 46 30.086785128|356.0340374380879 -13.5431857690994|  14.793 -3.519   |10.64    |~                  |    ~     ~          |    1|  817.929   pc  |  -9.9013     +9.9013    |paral   |2020yCat.1350....0G
7086|TYC 7902-873-1                                                                                           |Star                                  |18 39 25.7304456432 -39 06 26.859898368|356.1216365200363 -14.5635445961657|   3.678 -7.573   |10.88    |~                  |    ~     ~          |    1|  825.491   pc  | -14.4464    +14.4464    |paral   |2020yCat.1350....0G
7087|TYC 7902-896-1                                                                                           |Star                                  |18 32 55.1009042280 -38 28 06.977080128|356.1951995974418 -13.1449193274339| -4.893 -11.791   |10.87    |~                  |    ~     ~          |    1| 2127.660   pc  | -66.9986    +66.9986    |paral   |2020yCat.1350....0G
7088|TYC 7902-1022-1                                                                                          |Star                                  |18 38 32.9746109712 -39 12 31.123574280|355.9558498239864 -14.4472284171644|  15.398 -0.189   |10.84    |~                  |    ~     ~          |    1|  865.127   pc  | -12.6487    +12.6487    |paral   |2020yCat.1350....0G
7089|TYC 7902-1041-1                                                                                          |Star                                  |18 38 51.2439702648 -38 38 13.368231744|356.5214211080490 -14.2739111103349|   0.726 -7.991   |10.84    |~                  |    ~     ~          |    1| 1696.353   pc  | -46.6173    +46.6173    |paral   |2020yCat.1350....0G
7090|TYC 7902-1073-1                                                                                          |Star                                  |18 34 49.1800798728 -37 49 23.916514476|356.9572359552066 -13.2200394689856|  0.733 -16.540   |10.94    |~                  |    ~     ~          |    1|  545.048   pc  |  -4.3373     +4.3373    |paral   |2020yCat.1350....0G
7091|TYC 7902-1091-1                                                                                          |Star                                  |18 34 42.3686794752 -38 52 43.782179268|355.9575722932945 -13.6313372416459|  -8.540 -9.057   |10.72    |~                  |    ~     ~          |    1|  435.294   pc  |  -3.7138     +3.7138    |paral   |2020yCat.1350....0G
7092|TYC 7902-1196-1                                                                                          |Star                                  |18 33 50.5770024480 -38 52 36.151941972|355.8890323370191 -13.4771050229447|  -1.131 -9.817   |10.82    |~                  |    ~     ~          |    1|  539.316   pc  |  -5.5264     +5.5264    |paral   |2020yCat.1350....0G
7093|TYC 7902-1282-1                                                                                          |Star                                  |18 34 52.1582957928 -38 50 41.004465432|356.0029319309667 -13.6464651868736|  14.680 -1.837   |10.60    |~                  |    ~     ~          |    1|  155.147   pc  |  -0.3996     +0.3996    |paral   |2020yCat.1350....0G
7094|TYC 7902-1286-1                                                                                          |Star                                  |18 31 49.7152740840 -37 43 37.852671108|356.7959800817518 -12.6422156852760|  4.918 -10.401   |10.85    |~                  |    ~     ~          |    1| 1080.840   pc  | -77.6200    +77.6200    |ST-L    |2020AJ....160...83S
7095|TYC 7902-1362-1                                                                                          |Star                                  |18 34 39.4714594704 -38 03 56.418438924|356.7167223134613 -13.2904046453839|  -4.681 -4.055   |10.80    |~                  |    ~     ~          |    1|  443.931   pc  | -15.5098    +15.5098    |paral   |2020yCat.1350....0G
7096|TYC 7902-1385-1                                                                                          |Star                                  |18 36 45.1431649200 -39 07 57.475455672|355.8841094252052 -14.0975499337654|   -2.146 4.319   |10.98    |~                  |    ~     ~          |    1|  486.831   pc  |  -3.9817     +3.9817    |paral   |2020yCat.1350....0G
7097|TYC 7902-1399-1                                                                                          |Star                                  |18 33 09.2511299184 -38 32 42.647750772|356.1430707624201 -13.2185150648897|  -9.030 -2.473   |10.45    |~                  |    ~     ~          |    1|  783.699   pc  | -10.3797    +10.3797    |paral   |2020yCat.1350....0G
7098|TYC 7902-1486-1                                                                                          |Star                                  |18 39 58.3298886768 -38 46 19.291146852|356.4830730154706 -14.5277273656036|  0.969 -15.376   |10.59    |~                  |    ~     ~          |    1|  967.773   pc  | -17.2332    +17.2332    |paral   |2020yCat.1350....0G
7099|TYC 7902-1730-1                                                                                          |Star                                  |18 32 02.7039360168 -38 28 24.717490032|356.1180439779675 -12.9913222187546|   3.408 -2.732   |10.03    |~                  |    ~     ~          |    1|  666.356   pc  |  -8.4810     +8.4810    |paral   |2020yCat.1350....0G
7100|TYC 7902-1767-1                                                                                          |Star                                  |18 32 30.6629254944 -38 36 36.202407660|356.0291397859965 -13.1307525316925|   4.685 -9.631   |10.97    |~                  |    ~     ~          |    0|                |                         |        |                   
7101|TYC 7902-1808-1                                                                                          |Star                                  |18 32 27.8963386320 -39 03 30.983946984|355.6055443881675 -13.3074677233358|  -7.519 -9.371   |10.60    |~                  |    ~     ~          |    1| 1974.724   pc  |-113.0865   +113.0865    |paral   |2020yCat.1350....0G
7102|TYC 7902-1832-1                                                                                          |Star                                  |18 35 40.4404856112 -39 10 19.197956568|355.7601629404062 -13.9220662507849| -10.173 -5.898   |10.35    |~                  |    ~     ~          |    1|  654.279   pc  |  -8.2620     +8.2620    |paral   |2020yCat.1350....0G
7103|TYC 7902-1904-1                                                                                          |Star                                  |18 37 46.7251718760 -38 41 17.162883096|356.3865373870400 -14.1019555162437|   1.641 -0.701   |10.49    |~                  |    ~     ~          |    1| 1691.475   pc  | -46.6357    +46.6357    |paral   |2020yCat.1350....0G
7104|TYC 7906-14-1                                                                                            |Star                                  |18 31 01.2312462504 -39 49 00.304319388|354.7774919763001 -13.3655265912265|  -1.521 -6.570   |10.79    |~                  |    ~     ~          |    1|  511.745   pc  |  -4.8448     +4.8448    |paral   |2020yCat.1350....0G
7105|TYC 7906-62-1                                                                                            |High Proper Motion Star               |18 30 41.2888181520 -40 17 59.948142864|354.2977892763126 -13.5064868964746|-79.647 -39.711   |10.85    |~                  |    ~     ~          |    1|  318.918   pc  |  -1.8918     +1.8918    |paral   |2020yCat.1350....0G
7106|TYC 7906-67-1                                                                                            |Star                                  |18 30 22.7200424424 -39 30 09.829486872|355.0187838869311 -13.1232385096424|   2.897 -3.122   |10.86    |~                  |    ~     ~          |    1|  770.060   pc  | -10.0216    +10.0216    |paral   |2020yCat.1350....0G
7107|TYC 7906-152-1                                                                                           |Star                                  |18 31 21.1631254536 -40 14 42.805494024|354.4026840551030 -13.5995950970318| 17.443 -12.176   |10.52    |~                  |    ~     ~          |    1|  293.462   pc  |  -2.0238     +2.0238    |paral   |2020yCat.1350....0G
7108|TYC 7906-181-1                                                                                           |Star                                  |18 31 36.7325996136 -40 16 52.950235512|354.3896065526905 -13.6595615028229|   1.235 -0.451   |10.40    |~                  |    ~     ~          |    1| 1778.410   pc  | -63.5711    +63.5711    |paral   |2020yCat.1350....0G
7109|TYC 7906-269-1                                                                                           |Star                                  |18 32 19.2688680288 -39 37 51.686539104|355.0572511911718 -13.5171924111456|    6.272 3.162   |10.751   |~                  |    ~     ~          |    1| 1317.730   pc  |-107.5000   +107.5000    |ST-L    |2020AJ....160...83S
7110|TYC 7906-273-1                                                                                           |Star                                  |18 39 19.0372851504 -39 42 13.955693328|355.5464372755523 -14.7792897582969|  -4.970 -3.509   |10.69    |~                  |    ~     ~          |    1|  774.353   pc  | -21.5265    +21.5265    |paral   |2020yCat.1350....0G
7111|TYC 7906-340-1                                                                                           |Chemically Peculiar Star              |18 30 07.0852554648 -40 27 47.214781452|354.0989509341155 -13.4746818296939|  -0.862 -7.391   |10.93    |~                  |    ~     ~          |    1| 1982.161   pc  |-100.5814   +100.5814    |paral   |2020yCat.1350....0G
7112|TYC 7906-341-1                                                                                           |Star                                  |18 35 21.5191836456 -39 36 50.815199376|355.3179544626599 -14.0447385185232|  -1.503 -2.939   |10.66    |~                  |    ~     ~          |    1| 1499.250   pc  | -49.0010    +49.0010    |paral   |2020yCat.1350....0G
7113|TYC 7906-493-1                                                                                           |Star                                  |18 36 06.0033787248 -39 28 59.240749944|355.5008937404236 -14.1228443004586|  -2.045 -9.568   |10.77    |~                  |    ~     ~          |    1|  759.821   pc  |  -9.5836     +9.5836    |paral   |2020yCat.1350....0G
7114|TYC 7906-514-1                                                                                           |Star                                  |18 30 27.2727102750 -40 42 12.685056029|353.9005347912770 -13.6317493779282|   4.305 -8.473   |10.95    |~                  |    ~     ~          |    0|                |                         |        |                   
7115|TYC 7906-581-1                                                                                           |Star                                  |18 34 56.2947551568 -39 29 56.097493296|355.3928454302252 -13.9240896967855| -4.524 -14.086   |10.736   |~                  |    ~     ~          |    1|  892.750   pc  | -37.1400    +37.1400    |ST-L    |2020AJ....160...83S
7116|TYC 7906-588-1                                                                                           |High Proper Motion Star               |18 35 11.5828263672 -40 48 39.238071876|354.1736509385657 -14.4957735254567|  3.035 -15.872   |10.71    |~                  |    ~     ~          |    1|  384.660   pc  |  -2.9741     +2.9741    |paral   |2020yCat.1350....0G
7117|TYC 7906-636-1                                                                                           |Star                                  |18 32 23.5430826384 -41 06 21.612394692|353.6755449707400 -14.1300968586657|   3.072 -2.848   |10.66    |~                  |    ~     ~          |    1| 2107.482   pc  | -73.7285    +73.7285    |paral   |2020yCat.1350....0G
7118|TYC 7906-647-1                                                                                           |Star                                  |18 38 07.3898867424 -39 53 21.720107436|355.2766040025212 -14.6418089354190| -7.508 -11.657   |10.79    |~                  |    ~     ~          |    1|  867.077   pc  | -20.1488    +20.1488    |paral   |2020yCat.1350....0G
7119|TYC 7906-714-1                                                                                           |Star                                  |18 35 36.7962272352 -41 11 31.970547420|353.8447125443781 -14.7202035112752|   2.272 -2.015   |10.75    |~                  |    ~     ~          |    1|  672.766   pc  |  -6.7440     +6.7440    |paral   |2020yCat.1350....0G
7120|TYC 7906-820-1                                                                                           |Star                                  |18 32 44.2282941288 -41 05 24.940500576|353.7174589523700 -14.1831501726586|   5.710 -1.219   |10.87    |~                  |    ~     ~          |    1| 1458.576   pc  | -30.4225    +30.4225    |paral   |2020yCat.1350....0G
7121|TYC 7906-884-1                                                                                           |Star                                  |18 31 49.4905622496 -40 22 52.134059028|354.3129298961998 -13.7373255441127|   6.669 -6.673   |10.37    |~                  |    ~     ~          |    1| 1174.536   pc  | -30.6257    +30.6257    |paral   |2020yCat.1350....0G
7122|TYC 7906-919-1                                                                                           |Star                                  |18 31 17.2433573592 -39 58 37.173983520|354.6490030437367 -13.4781206004239|  -3.286 -7.596   |10.62    |~                  |    ~     ~          |    1| 1421.666   pc  | -37.5931    +37.5931    |paral   |2020yCat.1350....0G
7123|TYC 7906-962-1                                                                                           |Star                                  |18 34 46.4188424736 -40 42 13.844138112|354.2422011444463 -14.3801822167478|-19.711 -10.198   |10.74    |~                  |    ~     ~          |    1|  288.951   pc  |  -1.7867     +1.7867    |paral   |2020yCat.1350....0G
7124|TYC 7906-1015-1                                                                                          |Star                                  |18 34 43.9825570968 -39 59 52.469272644|354.9059357219696 -14.0894884619330|  -2.957 -6.254   |10.75    |~                  |    ~     ~          |    1| 3310.162   pc  |-193.9420   +193.9420    |paral   |2020yCat.1350....0G
7125|TYC 7906-1056-1                                                                                          |Star                                  |18 38 36.4559577024 -40 42 19.699367256|354.5381366794773 -15.0480410665057| -19.372 -4.130   |10.94    |~                  |    ~     ~          |    1|  926.355   pc  | -11.8422    +11.8422    |paral   |2020yCat.1350....0G
7126|TYC 7906-1126-1                                                                                          |Star                                  |18 38 28.0145348568 -40 41 29.302315404|354.5406562840029 -15.0180220722225| -5.199 -10.061   |10.97    |~                  |    ~     ~          |    1|  712.708   pc  |  -7.5685     +7.5685    |paral   |2020yCat.1350....0G
7127|TYC 7906-1215-1                                                                                          |Star                                  |18 35 02.4234481176 -40 27 20.292446304|354.4978977373320 -14.3271705816922|  -1.123 -2.209   |10.717   |~                  |    ~     ~          |    1|  891.636   pc  | -34.3800    +34.3800    |ST-L    |2020AJ....160...83S
7128|TYC 7906-1260-1                                                                                          |Star                                  |18 33 40.4588639760 -40 24 18.100159884|354.4377951226653 -14.0688166547527|  4.023 -19.605   |10.94    |~                  |    ~     ~          |    1| 2069.536   pc  | -71.5258    +71.5258    |paral   |2020yCat.1350....0G
7129|TYC 7906-1288-1                                                                                          |Star                                  |18 34 16.4651442528 -40 52 36.708401244|354.0394748578801 -14.3629221824181|    0.211 0.047   |10.529   |~                  |    ~     ~          |    1| 1279.100   pc  |-105.3646   +105.3646    |paral   |2020yCat.1350....0G
7130|TYC 7906-1422-1                                                                                          |Star                                  |18 30 35.6000263920 -41 12 49.851952200|353.4322059825390 -13.8645015389657|   3.398 -0.337   |10.96    |~                  |    ~     ~          |    1| 1350.804   pc  | -27.1876    +27.1876    |paral   |2020yCat.1350....0G
7131|TYC 7906-1430-1                                                                                          |Star                                  |18 35 36.9962150640 -41 01 33.130905060|354.0028087651463 -14.6547572582552|   2.231 -3.455   |10.91    |~                  |    ~     ~          |    1| 1015.950   pc  | -25.0814    +25.0814    |paral   |2020yCat.1350....0G
7132|TYC 7906-1460-1                                                                                          |Star                                  |18 36 53.3714414856 -40 48 05.801414400|354.3142134605086 -14.7867172641580|  -4.924 -5.838   |10.84    |~                  |    ~     ~          |    1|  664.055   pc  |  -8.0697     +8.0697    |paral   |2020yCat.1350....0G
7133|TYC 7910-7-1                                                                                             |Star                                  |18 31 16.6907323272 -42 09 00.630813240|352.6032279302576 -14.3612071199544| 18.919 -13.604   |10.60    |~                  |    ~     ~          |    1|  345.889   pc  | -10.6599    +10.6599    |paral   |2020yCat.1350....0G
7134|TYC 7910-19-1                                                                                            |Star                                  |18 30 11.4085000680 -42 07 09.631068780|352.5481402570206 -14.1642589000009|   6.886 -6.397   |10.62    |~                  |    ~     ~          |    1| 1040.366   pc  | -14.0707    +14.0707    |paral   |2020yCat.1350....0G
7135|TYC 7910-105-1                                                                                           |Star                                  |18 30 39.9960986688 -41 19 23.407929336|353.3351690274063 -13.9216622884003|  -1.396 -7.540   |10.86    |~                  |    ~     ~          |    1|  953.380   pc  | -12.0888    +12.0888    |paral   |2020yCat.1350....0G
7136|TYC 7910-185-1                                                                                           |Star                                  |18 32 11.0032245528 -42 05 46.657153968|352.7238658368506 -14.4932163899111|   -1.742 2.496   |10.94    |~                  |    ~     ~          |    1| 2335.357   pc  |-101.9878   +101.9878    |paral   |2020yCat.1350....0G
7137|TYC 7910-203-1                                                                                           |Star                                  |18 30 57.3369070824 -43 04 23.043757476|351.7055837457194 -14.6776510886269|  -3.085 -2.318   |10.98    |~                  |    ~     ~          |    1|  694.637   pc  |  -9.5057     +9.5057    |paral   |2020yCat.1350....0G
7138|TYC 7910-239-1                                                                                           |Star                                  |18 32 00.7149953376 -43 07 03.175613544|351.7429811241654 -14.8722156103980| -8.751 -14.711   |10.69    |~                  |    ~     ~          |    1|  740.796   pc  | -31.7194    +31.7194    |paral   |2020yCat.1350....0G
7139|TYC 7910-243-1                                                                                           |Star                                  |18 33 05.5654293696 -42 47 35.224922796|352.1323502814414 -14.9249297636842|  -5.847 -3.410   |10.81    |~                  |    ~     ~          |    1|  893.495   pc  | -12.3742    +12.3742    |paral   |2020yCat.1350....0G
7140|TYC 7910-259-1                                                                                           |Star                                  |18 31 49.7239993488 -42 35 21.441626088|352.2300511178184 -14.6307003132489| -0.668 -24.877   |10.70    |~                  |    ~     ~          |    1|  842.247   pc  | -21.3523    +21.3523    |paral   |2020yCat.1350....0G
7141|TYC 7910-325-1                                                                                           |Star                                  |18 30 36.0814863072 -42 53 26.743810560|351.8512952082722 -14.5451654488309|   2.596 -1.002   |10.91    |~                  |    ~     ~          |    1|  749.457   pc  |  -9.9418     +9.9418    |paral   |2020yCat.1350....0G
7142|TYC 7910-390-1                                                                                           |Star                                  |18 32 29.8849846128 -41 53 01.198328028|352.9492471030845 -14.4614704900250|  -3.268 -8.924   |10.94    |~                  |    ~     ~          |    1| 2019.794   pc  |-156.6554   +156.6554    |paral   |2020yCat.1350....0G
7143|TYC 7910-403-1                                                                                           |Star                                  |18 31 42.8608050240 -41 35 35.119678524|353.1629993750374 -14.2106276389952|   0.571 -7.010   |10.99    |~                  |    ~     ~          |    1| 1343.905   pc  | -23.6597    +23.6597    |paral   |2020yCat.1350....0G
7144|TYC 7910-409-1                                                                                           |Star                                  |18 31 58.7556961824 -41 36 59.647316832|353.1614698229047 -14.2654139133051|  2.450 -10.705   |10.96    |~                  |    ~     ~          |    1| 3125.977   pc  |-184.6857   +184.6857    |paral   |2020yCat.1350....0G
7145|TYC 7910-426-1                                                                                           |Star                                  |18 31 55.4867168808 -41 48 02.731377024|352.9832952626039 -14.3303709571032|   4.534 -5.666   |10.40    |~                  |    ~     ~          |    1|  681.106   pc  | -20.9685    +20.9685    |paral   |2020yCat.1350....0G
7146|TYC 7910-582-1                                                                                           |Star                                  |18 38 34.6809796968 -42 00 15.997288356|353.2952654630285 -15.5482176558603|  2.346 -11.819   |10.53    |~                  |    ~     ~          |    1| 1600.256   pc  | -58.8988    +58.8988    |paral   |2020yCat.1350....0G
7147|TYC 7910-724-1                                                                                           |Star                                  |18 36 30.0112426512 -42 00 24.891584112|353.1372468400796 -15.1935568124460| -2.799 -31.604   |10.57    |~                  |    ~     ~          |    1|  326.328   pc  |  -1.6293     +1.6293    |paral   |2020yCat.1350....0G
7148|TYC 7910-915-1                                                                                           |Star                                  |18 39 52.1397390360 -42 17 36.701462040|353.1135232968542 -15.8802099352473|   -3.624 5.837   |10.35    |~                  |    ~     ~          |    1|  212.535   pc  |  -0.7544     +0.7544    |paral   |2020yCat.1350....0G
7149|TYC 7910-1067-1                                                                                          |Star                                  |18 37 08.6529795120 -41 58 23.171299644|353.2179543396690 -15.2905140696766|    3.094 3.154   |10.96    |~                  |    ~     ~          |    1| 1670.565   pc  | -38.5129    +38.5129    |paral   |2020yCat.1350....0G
7150|TYC 7910-1082-1                                                                                          |Star                                  |18 34 38.8634453352 -42 23 30.511905072|352.6310360786227 -15.0291992174948| -0.859 -10.801   |10.85    |~                  |    ~     ~          |    1|  569.022   pc  |  -8.3537     +8.3537    |paral   |2020yCat.1350....0G
7151|TYC 7910-1392-1                                                                                          |Star                                  |18 34 02.2101197880 -42 21 24.497896824|352.6181959175139 -14.9117223722394|   -2.970 0.976   |10.81    |~                  |    ~     ~          |    1| 1141.162   pc  | -26.6961    +26.6961    |paral   |2020yCat.1350....0G
7152|TYC 7910-1470-1                                                                                          |Star                                  |18 38 12.4311465744 -42 39 46.853313192|352.6367757252934 -15.7388298737942| -2.613 -11.210   |9.75     |~                  |    ~     ~          |    1|  552.822   pc  |  -4.2786     +4.2786    |paral   |2020yCat.1350....0G
7153|TYC 7910-1728-1                                                                                          |Star                                  |18 34 21.9321783936 -42 54 32.859331200|352.1172756702314 -15.1850525760693|  -2.759 -8.060   |10.78    |~                  |    ~     ~          |    1|  916.422   pc  | -11.6736    +11.6736    |paral   |2020yCat.1350....0G
7154|TYC 7910-1733-1                                                                                          |Star                                  |18 34 39.6724139064 -42 54 08.948225808|352.1456257104404 -15.2322451612247|  -8.264 -6.129   |10.87    |~                  |    ~     ~          |    1| 2551.020   pc  | -95.0125    +95.0125    |paral   |2020yCat.1350....0G
7155|TYC 7910-1789-1                                                                                          |Star                                  |18 36 01.1757009624 -42 59 05.548627788|352.1675784320210 -15.4932782062416|   2.030 -7.678   |10.17    |~                  |    ~     ~          |    1|  855.066   pc  | -29.0262    +29.0262    |paral   |2020yCat.1350....0G
7156|TYC 7910-1878-1                                                                                          |Spectroscopic Binary                  |18 36 47.3763885864 -42 47 32.463615156|352.4085271556941 -15.5485874936610|   7.205 -5.307   |10.64    |~                  |    ~     ~          |    1| 1015.538   pc  | -41.8715    +41.8715    |paral   |2020yCat.1350....0G
7157|TYC 7910-1954-1                                                                                          |Star                                  |18 38 29.4973821600 -42 33 07.467399684|352.7640855452819 -15.7444981360291|  -2.134 10.369   |10.65    |~                  |    ~     ~          |    1|  249.345   pc  |  -1.0196     +1.0196    |paral   |2020yCat.1350....0G
7158|TYC 7910-1956-1                                                                                          |Star                                  |18 36 03.6186604464 -42 58 22.006035516|352.1821459879379 -15.4954420188880|   2.552 -7.976   |10.15    |~                  |    ~     ~          |    1|  974.944   pc  | -41.9177    +41.9177    |paral   |2020yCat.1350....0G
7159|TYC 7910-2150-1                                                                                          |Star                                  |18 38 32.9026089936 -41 16 12.234025200|353.9951291254325 -15.2582337722605| -7.737 -15.818   |10.89    |~                  |    ~     ~          |    1|  724.008   pc  |  -7.1290     +7.1290    |paral   |2020yCat.1350....0G
7160|TYC 7910-2203-1                                                                                          |Star                                  |18 37 18.1758632520 -41 20 36.381395976|353.8304609337782 -15.0716098580849|   5.395 -6.346   |10.61    |~                  |    ~     ~          |    1|  247.335   pc  |  -2.9853     +2.9853    |paral   |2020yCat.1350....0G
7161|TYC 7910-2214-1                                                                                          |Star                                  |18 35 44.2094048616 -41 36 12.851438076|353.4634176604110 -14.9042332677099|  0.626 -22.954   |10.77    |~                  |    ~     ~          |    1|  370.247   pc  |  -7.2791     +7.2791    |paral   |2020yCat.1350....0G
7162|TYC 7910-2215-1                                                                                          |Star                                  |18 33 23.2177224360 -41 21 33.811053840|353.5139456772134 -14.4033047085667|  -5.313 -7.026   |10.66    |~                  |    ~     ~          |    1| 2470.966   pc  | -95.2485    +95.2485    |paral   |2020yCat.1350....0G
7163|TYC 7910-2231-1                                                                                          |High Proper Motion Star               |18 32 58.0170211752 -41 28 47.517369204|353.3673985157079 -14.3795439575903|-24.185 -42.158   |10.91    |~                  |    ~     ~          |    1|  204.307   pc  |  -0.6512     +0.6512    |paral   |2020yCat.1350....0G
7164|TYC 7910-2233-1                                                                                          |Star                                  |18 34 17.5490355192 -41 18 39.052273500|353.6301405352177 -14.5396556576609|   -1.632 2.211   |10.91    |~                  |    ~     ~          |    1|  662.718   pc  | -23.2100    +23.2100    |ST-L    |2020AJ....160...83S
7165|TYC 7910-2297-1                                                                                          |Star                                  |18 37 16.5696835416 -41 45 22.483192356|353.4348553764415 -15.2285173441515|  0.582 -11.301   |10.96    |~                  |    ~     ~          |    1|  740.412   pc  | -11.7317    +11.7317    |paral   |2020yCat.1350....0G
7166|TYC 7910-2299-1                                                                                          |Star                                  |18 39 26.4627564792 -41 16 52.817692512|354.0519029592167 -15.4171655947672|  -5.365 -3.710   |10.53    |~                  |    ~     ~          |    1|  345.089   pc  |  -2.1912     +2.1912    |paral   |2020yCat.1350....0G
7167|TYC 7910-2351-1                                                                                          |Star                                  |18 33 54.1462352496 -42 02 21.806364552|352.9094269909124 -14.7630020620023|  -3.789 -9.488   |10.81    |~                  |    ~     ~          |    1|  467.924   pc  |  -3.7222     +3.7222    |paral   |2020yCat.1350....0G
7168|TYC 7910-2388-1                                                                                          |Star                                  |18 36 06.2828459040 -41 59 24.684907956|353.1233635791651 -15.1194034379554|    0.045 1.187   |10.84    |~                  |    ~     ~          |    1| 1297.017   pc  | -26.7478    +26.7478    |paral   |2020yCat.1350....0G
7169|TYC 7910-2442-1                                                                                          |Star                                  |18 33 18.8874424752 -41 27 42.191667288|353.4115550732578 -14.4319443888267|   2.195 -4.765   |10.55    |~                  |    ~     ~          |    1| 1989.258   pc  | -68.4587    +68.4587    |paral   |2020yCat.1350....0G
7170|TYC 7910-2450-1                                                                                          |Star                                  |18 32 56.8201781760 -41 31 34.225544640|353.3220675342889 -14.3947206386095|-24.716 -40.806   |10.66    |~                  |    ~     ~          |    1|  163.079   pc  |  -0.4016     +0.4016    |paral   |2020yCat.1350....0G
7171|TYC 7910-2468-1                                                                                          |Star                                  |18 33 22.4115123024 -41 41 43.571055084|353.1949041072681 -14.5355904676623|-14.225 -22.576   |10.65    |~                  |    ~     ~          |    1| 1654.807   pc  | -49.5648    +49.5648    |paral   |2020yCat.1350....0G
7172|TYC 7910-2471-1                                                                                          |Star                                  |18 33 43.0465410456 -41 44 22.344755388|353.1796116969563 -14.6120424398790|   1.377 -2.262   |10.36    |~                  |    ~     ~          |    1| 1642.576   pc  | -43.4387    +43.4387    |paral   |2020yCat.1350....0G
7173|TYC 7910-2481-1                                                                                          |Star                                  |18 38 55.5743931240 -41 34 48.092256372|353.7274600677960 -15.4438877073461|   0.556 -1.564   |10.98    |~                  |    ~     ~          |    1|  878.426   pc  | -11.8060    +11.8060    |paral   |2020yCat.1350....0G
7174|TYC 7910-2502-1                                                                                          |Star                                  |18 36 51.3858958920 -41 24 33.307684056|353.7337400851229 -15.0203963821137|   -4.649 5.384   |10.68    |~                  |    ~     ~          |    1| 1583.030   pc  | -56.1340    +56.1340    |paral   |2020yCat.1350....0G
7175|TYC 7910-2519-1                                                                                          |Star                                  |18 37 24.0534354576 -41 29 47.120934624|353.6921071255361 -15.1484215573488| -3.353 -26.537   |10.70    |~                  |    ~     ~          |    1|  386.757   pc  |  -5.7290     +5.7290    |paral   |2020yCat.1350....0G
