C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:56:10

dec< 0&rah >=11.0&rah< 11.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6648

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-------------------------|--------|-------------------
1762|CD-30 9040                                                                                                                                  |Star                              |11 13 57.2901775416 -31 08 58.287184692|279.5258727722484 +27.2537752079673|   3.333 10.090   |9.66     |G0                   |    ~     ~    |    1|  285.780   pc  |  -1.2577     +1.2577    |paral   |2020yCat.1350....0G
1763|HD 97683                                                                                                                                    |Star                              |11 14 08.2086798360 -31 22 22.859823180|279.6692806410030 +27.0662100282699|  -6.089 -2.441   |8.58     |K3III                |    ~     ~    |    1|  707.664   pc  | -12.1191    +12.1191    |paral   |2020yCat.1350....0G
1764|HD 96746                                                                                                                                    |Star                              |11 08 15.5479953240 -32 05 12.058107036|278.7386008696119 +25.8926166464818|  -4.106 -3.492   |8.76     |G2Iab-Ib             |    ~     ~    |    1| 2099.517   pc  | -92.5674    +92.5674    |paral   |2020yCat.1350....0G
1765|HD 96842                                                                                                                                    |Pulsating Variable                |11 08 50.4440093352 -32 03 14.829959340|278.8467752814178 +25.9749440288783|   -0.806 5.208   |9.52     |A9V                  |    ~     ~    |    1|  461.127   pc  |  -8.2504     +8.2504    |paral   |2020yCat.1350....0G
1766|CD-31 8805                                                                                                                                  |Star                              |11 09 16.2456080544 -32 14 45.842603244|279.0294709405366 +25.8403222851911|  5.510 -15.829   |9.36     |G5                   |    ~     ~    |    1|  733.084   pc  |  -8.1687     +8.1687    |paral   |2020yCat.1350....0G
1767|CD-31 8825                                                                                                                                  |Star                              |11 10 46.8678855792 -32 12 56.049416028|279.3367852629225 +26.0032856407653| -15.451 -3.343   |9.51     |K0                   |    ~     ~    |    1|  629.010   pc  |  -6.2118     +6.2118    |paral   |2020yCat.1350....0G
1768|CD-31 8840                                                                                                                                  |Star                              |11 11 33.7341929496 -32 08 51.490881564|279.4720378876212 +26.1343204371481|  -21.415 1.886   |10.32    |G5                   |    ~     ~    |    1|  787.340   pc  |  -8.8026     +8.8026    |paral   |2020yCat.1350....0G
1769|CD-31 8849                                                                                                                                  |Star                              |11 12 25.0102234008 -32 01 15.090148812|279.5964871328062 +26.3250511133451| -16.053 -8.927   |10.08    |A2                   |    ~     ~    |    1|  283.497   pc  |  -5.5500     +5.5500    |ST-L    |2020AJ....160...83S
1770|CD-30 9002                                                                                                                                  |Star                              |11 08 30.0 -31 22 00                   |278.4440 +26.5643                  |            ~ ~   |9.1      |~                    |    ~     ~    |    0|                |                         |        |                   
1771|CD-31 8764                                                                                                                                  |Star                              |11 06 24.8148823344 -32 38 45.485441124|278.6175295644270 +25.2197574836207| -1.548 -13.478   |10.19    |G5                   |    ~     ~    |    1|  596.516   pc  |  -5.6577     +5.6577    |paral   |2020yCat.1350....0G
1772|HD 96557                                                                                                                                    |High Proper Motion Star           |11 07 08.3509985232 -32 35 13.294189536|278.7414689991530 +25.3391731924742|-85.013 -45.066   |6.575    |F2V                  |    ~     ~    |    1|   57.272   pc  |  -0.0863     +0.0863    |paral   |2020yCat.1350....0G
1773|HD 96747                                                                                                                                    |Star                              |11 08 14.2418612760 -32 39 19.337491476|279.0049818063241 +25.3771058352946|  -46.373 2.281   |8.21     |A0V                  |    ~     ~    |    1|  167.232   pc  |  -0.8082     +0.8082    |paral   |2020yCat.1350....0G
1774|CD-31 8810                                                                                                                                  |Star                              |11 09 33.2535634464 -32 30 39.339160344|279.2146817353169 +25.6260879115875|  -28.010 8.218   |9.43     |F2                   |    ~     ~    |    1|  270.528   pc  |  -4.1770     +4.1770    |ST-L    |2020AJ....160...83S
1775|HD 96997                                                                                                                                    |Spectroscopic Binary              |11 09 44.4983352504 -32 19 35.778977112|279.1675910729821 +25.8097698182634| 71.529 -26.494   |8.37     |K0III                |    ~     ~    |    1|  150.548   pc  |  -3.0416     +3.0416    |paral   |2020yCat.1350....0G
1776|CD-31 8814                                                                                                                                  |Star                              |11 09 42.3105617160 -32 38 37.707843768|279.3090713390386 +25.5192279558200| -26.798 17.466   |9.53     |K0                   |    ~     ~    |    1|  349.993   pc  |  -1.5434     +1.5434    |paral   |2020yCat.1350....0G
1777|HD 97023                                                                                                                                    |Variable Star                     |11 09 53.3940138672 -32 22 03.104842332|279.2183651772895 +25.7859882570344| 18.242 -29.562   |5.766    |A1V                  |    ~     ~    |    1|  109.475   pc  |  -0.6340     +0.6340    |paral   |2020yCat.1350....0G
1778|CD-31 8817                                                                                                                                  |Star                              |11 10 15.6294864720 -32 25 14.097940176|279.3220081749817 +25.7710074212237|  -21.175 4.363   |9.27     |K0                   |    ~     ~    |    1|  474.158   pc  |  -3.0576     +3.0576    |paral   |2020yCat.1350....0G
1779|HD 97145                                                                                                                                    |Double or Multiple Star           |11 10 34.5995296584 -32 33 50.107315428|279.4561698329436 +25.6691227688582|  -61.302 0.292   |7.24     |F5IV/V               |0.0033  0.0    |    1|  133.588   pc  |  -2.4092     +2.4092    |paral   |2020yCat.1350....0G
1780|CD-31 8830                                                                                                                                  |Star                              |11 11 04.4463818664 -32 20 42.276397848|279.4598200757708 +25.9118017784472|  -8.850 -9.616   |9.79     |K0                   |    ~     ~    |    1|  883.158   pc  | -12.7135    +12.7135    |paral   |2020yCat.1350....0G
1781|CD-31 8836                                                                                                                                  |Star                              |11 11 29.1984259872 -32 27 43.144826292|279.6021078709903 +25.8420871564196| -0.460 -44.872   |9.60     |F5                   |    ~     ~    |    1|  172.411   pc  |  -0.4756     +0.4756    |paral   |2020yCat.1350....0G
1782|CD-31 8838                                                                                                                                  |Star                              |11 11 32.5757523624 -32 34 18.714690192|279.6650297937138 +25.7471922368580| -21.587 12.010   |10.10    |F0                   |    ~     ~    |    1|  386.220   pc  |  -2.8043     +2.8043    |paral   |2020yCat.1350....0G
1783|HD 97393                                                                                                                                    |S Star                            |11 12 14.7913825800 -32 26 01.672185876|279.7510727017212 +25.9344685977390|  13.207 11.395   |6.38     |Swk                  |    ~     ~    |    1|  275.406   pc  |  -3.3525     +3.3525    |paral   |2020yCat.1350....0G
1784|CD-32 7916                                                                                                                                  |High Proper Motion Star           |11 09 38.1578089200 -33 02 52.810687284|279.4836698349311 +25.1468279532052| 26.616 -45.299   |9.42     |K0                   |    ~     ~    |    1|  211.878   pc  |  -0.6509     +0.6509    |paral   |2020yCat.1350....0G
1785|CD-32 7928                                                                                                                                  |Double or Multiple Star           |11 10 50.8156 -33 00 29.078            |279.7196791 +25.2897592            |     -10.8 -6.0   |9.65     |F2                   |    ~     ~    |    0|                |                         |        |                   
1786|CD-32 7930                                                                                                                                  |Star                              |11 10 53.3695427328 -32 42 20.802969144|279.5885194679631 +25.5680276799819|    4.291 0.076   |9.64     |F8                   |    ~     ~    |    1|  272.175   pc  |  -1.1038     +1.1038    |paral   |2020yCat.1350....0G
1787|CD-32 7933                                                                                                                                  |Spectroscopic Binary              |11 11 11.1810302832 -33 08 50.216137692|279.8553585775106 +25.1929480959846| 24.834 -29.082   |10.03    |F8                   |    ~     ~    |    1|  185.815   pc  |  -3.3353     +3.3353    |paral   |2020yCat.1350....0G
1788|CD-32 7934                                                                                                                                  |Star                              |11 12 03.1313770824 -32 58 50.551444992|279.9613652585467 +25.4198202268651|  7.687 -20.183   |10.00    |G5                   |    ~     ~    |    1|  675.356   pc  |  -5.7925     +5.7925    |paral   |2020yCat.1350....0G
1789|HD 97665                                                                                                                                    |Star                              |11 13 59.9052997704 -32 47 03.921359568|280.2850067853509 +25.7666450088611| -1.775 -10.797   |8.91     |K3/4III              |    ~     ~    |    1| 1027.961   pc  | -25.6779    +25.6779    |paral   |2020yCat.1350....0G
1790|HD 97701                                                                                                                                    |Star                              |11 14 11.1005827440 -32 58 49.941600384|280.4132783126545 +25.6034467434502|  -14.589 2.485   |8.74     |K0III                |    ~     ~    |    1|  332.082   pc  |  -5.5581     +5.5581    |paral   |2020yCat.1350....0G
1791|CD-31 8779                                                                                                                                  |Star                              |11 07 21.1037505936 -32 27 37.982409876|278.7256067556619 +25.4725825560840|  -15.361 1.257   |10.436   |~                    |    ~     ~    |    1|  361.035   pc  |  -8.3500     +8.3500    |ST-L    |2020AJ....160...83S
1792|CD-32 7920                                                                                                                                  |Pulsating Variable                |11 10 01.4585053176 -32 42 45.525792204|279.4087468174920 +25.4852432925424| -10.886 -3.983   |10.454   |~                    |    ~     ~    |    1|  495.397   pc  | -15.0800    +15.0800    |ST-L    |2020AJ....160...83S
1793|CD-31 8845                                                                                                                                  |Star                              |11 11 49.7749690848 -32 24 02.625496560|279.6468006491093 +25.9279474438870|  -17.345 4.469   |10.631   |~                    |    ~     ~    |    1|  527.857   pc  | -16.0500    +16.0500    |ST-L    |2020AJ....160...83S
1794|CD-31 8820                                                                                                                                  |Double or Multiple Star           |11 10 30.35417 -31 45 59.2907          |279.06647492 +26.38573316          | 145.75 -116.21   |10.866   |~                    |0.0100  0.0    |    0|                |                         |        |                   
1795|CD-31 8762                                                                                                                                  |Star                              |11 06 18.5149021080 -32 16 46.172453016|278.4186241887530 +25.5399139414890|  -20.647 5.019   |10.73    |~                    |    ~     ~    |    1|  549.149   pc  |  -6.6646     +6.6646    |paral   |2020yCat.1350....0G
1796|CD-29 8858                                                                                                                                  |Star                              |11 06 26.2216087536 -30 36 49.473339948|277.6297493056370 +27.0483301836173|  -12.966 7.109   |10.65    |~                    |    ~     ~    |    1| 1302.253   pc  | -22.5550    +22.5550    |paral   |2020yCat.1350....0G
1797|CD-31 8771                                                                                                                                  |Star                              |11 06 46.9601581776 -31 52 38.876367252|278.3240698776568 +25.9454467733895|   -4.216 1.109   |10.179   |~                    |    ~     ~    |    1|  319.035   pc  |  -6.1930     +6.1930    |ST-L    |2020AJ....160...83S
1798|CD-31 8770                                                                                                                                  |Star                              |11 06 47.7872519712 -32 16 36.324292656|278.5201805777112 +25.5873263814603| -11.534 -3.772   |10.300   |~                    |    ~     ~    |    1|  658.463   pc  | -24.9200    +24.9200    |ST-L    |2020AJ....160...83S
1799|CD-31 8775                                                                                                                                  |High Proper Motion Star           |11 07 08.7525958776 -31 54 19.994343156|278.4148534093917 +25.9537576366854| -50.720 11.706   |10.93    |~                    |    ~     ~    |    1|  287.722   pc  |  -5.1470     +5.1470    |ST-L    |2020AJ....160...83S
1800|CD-30 8972                                                                                                                                  |Star                              |11 07 38.6285751792 -30 41 23.144290260|277.9290761918466 +27.0941764143623|  -13.942 3.127   |10.266   |~                    |    ~     ~    |    1|  686.349   pc  | -25.5300    +25.5300    |ST-L    |2020AJ....160...83S
1801|CD-31 8784                                                                                                                                  |Star                              |11 07 54.5141514336 -32 21 27.385494840|278.7938534697333 +25.6161737146868|  -22.399 1.116   |10.554   |~                    |    ~     ~    |    1| 1377.640   pc  |-134.5000   +134.5000    |ST-L    |2020AJ....160...83S
1802|CD-31 8786                                                                                                                                  |Spectroscopic Binary              |11 08 02.0199672504 -31 46 35.883974820|278.5417292993089 +26.1516920446063|  -11.320 2.743   |10.352   |~                    |    ~     ~    |    1|  858.501   pc  | -38.8200    +38.8200    |ST-L    |2020AJ....160...83S
1803|CD-31 8785                                                                                                                                  |Star                              |11 08 02.3331054048 -31 43 02.137387044|278.5142354921387 +26.2057080113346|-40.877 -15.237   |10.67    |~                    |    ~     ~    |    1|  142.013   pc  |  -0.3630     +0.3630    |paral   |2020yCat.1350....0G
1804|CD-30 8976                                                                                                                                  |Star                              |11 08 19.2499050216 -31 15 39.323196720|278.3542139322212 +26.6431105219023|   -6.304 8.436   |10.871   |~                    |    ~     ~    |    1|  624.055   pc  | -22.2300    +22.2300    |ST-L    |2020AJ....160...83S
1805|CD-31 8793                                                                                                                                  |Star                              |11 08 22.4050475232 -32 38 29.537447820|279.0270635406341 +25.4018767175039|   6.752 -9.747   |10.64    |~                    |    ~     ~    |    1|  503.601   pc  |  -3.6013     +3.6013    |paral   |2020yCat.1350....0G
1806|CD-31 8794                                                                                                                                  |Star                              |11 08 24.8894722416 -31 46 46.967376936|278.6246247976432 +26.1838797859535|  -2.650 -6.854   |10.75    |~                    |    ~     ~    |    1|  420.858   pc  |  -3.7727     +3.7727    |paral   |2020yCat.1350....0G
1807|CD-30 8978                                                                                                                                  |Star                              |11 08 38.6494728288 -30 46 27.393318660|278.1878032440402 +27.1117166463889|   2.940 -6.369   |10.693   |~                    |    ~     ~    |    1|  596.114   pc  | -22.7100    +22.7100    |ST-L    |2020AJ....160...83S
1808|CD-32 7906                                                                                                                                  |Star                              |11 08 40.5199939008 -32 49 03.889318656|279.1739130222761 +25.2697202351352| -12.783 10.857   |10.49    |~                    |    ~     ~    |    1|  585.343   pc  |  -5.3450     +5.3450    |paral   |2020yCat.1350....0G
1809|CD-30 8994                                                                                                                                  |Star                              |11 09 24.7206525528 -31 19 50.095856748|278.6231771914991 +26.6807147594786|  -0.344 10.499   |10.72    |~                    |    ~     ~    |    1|  377.344   pc  |  -2.0504     +2.0504    |paral   |2020yCat.1350....0G
1810|CD-30 8995                                                                                                                                  |Star                              |11 09 26.2893505776 -31 35 08.962335024|278.7510720517074 +26.4524745277810|   -8.600 3.449   |10.53    |~                    |    ~     ~    |    1| 2579.979   pc  |-112.4914   +112.4914    |paral   |2020yCat.1350....0G
1811|TYC 7205-1026-1                                                                                                                             |Star                              |11 09 40.6985673984 -32 18 31.414844088|279.1457017304159 +25.8202767085895| 12.896 -22.657   |10.94    |~                    |    ~     ~    |    1|  285.771   pc  |  -1.3311     +1.3311    |paral   |2020yCat.1350....0G
1812|CD-31 8815                                                                                                                                  |Star                              |11 09 44.4921292968 -32 00 58.219336620|279.0208649762540 +26.0907728749447|  -28.729 3.989   |10.749   |~                    |    ~     ~    |    1|  282.649   pc  |  -5.4590     +5.4590    |ST-L    |2020AJ....160...83S
1813|CD-32 7925                                                                                                                                  |Star                              |11 10 29.2461845496 -32 49 36.517751832|279.5597903530824 +25.4227003874750|   -3.350 6.234   |9.77     |~                    |    ~     ~    |    1|  962.835   pc  | -18.7264    +18.7264    |paral   |2020yCat.1350....0G
1814|CD-31 8822                                                                                                                                  |Star                              |11 10 31.9941391296 -31 43 45.509217852|279.0547794556932 +26.4218580810225|   4.196 -5.358   |10.71    |~                    |    ~     ~    |    0|                |                         |        |                   
1815|TYC 7205-324-1                                                                                                                              |Star                              |11 10 46.3730381904 -32 51 02.310728328|279.6311230915841 +25.4262271660820|  -34.358 3.407   |10.66    |~                    |    ~     ~    |    1|  486.287   pc  |  -2.9796     +2.9796    |paral   |2020yCat.1350....0G
1816|CD-31 8828                                                                                                                                  |Star                              |11 10 55.2882848904 -31 56 41.582415372|279.2398074165503 +26.2613050386181|   -1.052 0.893   |9.98     |~                    |    ~     ~    |    1| 1044.059   pc  | -21.6922    +21.6922    |paral   |2020yCat.1350....0G
1817|CD-30 9008                                                                                                                                  |Star                              |11 11 12.1033497648 -30 49 02.589281904|278.7664817224227 +27.3083475882336|   -7.900 5.503   |10.86    |~                    |    ~     ~    |    1| 2769.316   pc  |-141.1116   +141.1116    |paral   |2020yCat.1350....0G
1818|CD-30 9009                                                                                                                                  |Star                              |11 11 12.3311359104 -31 11 37.314166920|278.9464290602261 +26.9678067765225|  -15.666 2.989   |10.58    |~                    |    ~     ~    |    1|  846.812   pc  | -13.0510    +13.0510    |paral   |2020yCat.1350....0G
1819|CD-31 8841                                                                                                                                  |High Proper Motion Star           |11 11 47.2345014312 -31 41 00.840896916|279.3035151384138 +26.5757244102848| -50.004 13.487   |10.929   |~                    |    ~     ~    |    1|  204.161   pc  |  -2.5600     +2.5600    |ST-L    |2020AJ....160...83S
1820|CD-30 9021                                                                                                                                  |Star                              |11 12 14.6188101480 -30 41 33.811033416|278.9356820846580 +27.5159221523857| -11.659 -1.975   |10.652   |~                    |    ~     ~    |    1| 2000.550   pc  |-219.5000   +219.5000    |ST-L    |2020AJ....160...83S
1821|CD-32 7940                                                                                                                                  |Star                              |11 12 53.4456254952 -32 51 11.168305020|280.0806260195722 +25.6086862793513|   -8.628 2.293   |10.629   |~                    |    ~     ~    |    1| 1166.060   pc  | -74.1400    +74.1400    |ST-L    |2020AJ....160...83S
1822|CD-30 9032                                                                                                                                  |Star                              |11 12 56.5850501520 -31 27 25.910866512|279.4481870763192 +26.8842024433276|   -5.434 0.299   |10.799   |~                    |    ~     ~    |    1|  986.050   pc  | -46.1900    +46.1900    |ST-L    |2020AJ....160...83S
1823|CD-31 8855                                                                                                                                  |Star                              |11 13 12.8561836848 -32 11 45.895094232|279.8488331424095 +26.2354765107199|  -15.005 7.242   |10.476   |~                    |    ~     ~    |    1|  573.036   pc  | -19.1600    +19.1600    |ST-L    |2020AJ....160...83S
1824|CD-32 7943                                                                                                                                  |Spectroscopic Binary              |11 13 19.4538856320 -32 53 43.990495188|280.1919825691025 +25.6073460813950|   -3.831 1.452   |10.21    |~                    |    ~     ~    |    1|  711.389   pc  | -29.0993    +29.0993    |paral   |2020yCat.1350....0G
1825|CD-30 9038                                                                                                                                  |Star                              |11 13 43.1718127248 -31 29 11.432065380|279.6307752232132 +26.9261139846530|   -9.046 2.236   |10.28    |~                    |    ~     ~    |    1|  778.331   pc  | -12.5401    +12.5401    |paral   |2020yCat.1350....0G
1826|CD-31 8861                                                                                                                                  |Star                              |11 13 56.1309772920 -32 03 20.118810024|279.9396705282521 +26.4263389288520|    3.568 4.011   |10.14    |~                    |    ~     ~    |    1|  678.518   pc  |  -6.5375     +6.5375    |paral   |2020yCat.1350....0G
1827|CD-32 7955                                                                                                                                  |Star                              |11 14 20.7419202216 -33 00 11.766364956|280.4576550312393 +25.5963552130234|  -0.369 -7.692   |10.73    |~                    |    ~     ~    |    1|  400.112   pc  |  -5.9233     +5.9233    |paral   |2020yCat.1350....0G
1828|CD-32 7957                                                                                                                                  |Star                              |11 14 30.3723896688 -32 50 41.684951400|280.4205439227718 +25.7547610449671| -4.356 -10.750   |10.30    |~                    |    ~     ~    |    1|  364.047   pc  |  -2.2795     +2.2795    |paral   |2020yCat.1350....0G
1829|CD-30 9050                                                                                                                                  |Star                              |11 14 36.8927150928 -31 21 31.357566360|279.7671876247001 +27.1211794931504| -10.750 14.984   |10.94    |~                    |    ~     ~    |    1| 1165.230   pc  | -23.7608    +23.7608    |paral   |2020yCat.1350....0G
1830|CD-32 7962                                                                                                                                  |Star                              |11 14 43.9932027048 -32 56 42.718587144|280.5139890532975 +25.6823679244293|  -12.196 6.536   |10.249   |~                    |    ~     ~    |    1|  202.763   pc  |  -2.4430     +2.4430    |ST-L    |2020AJ....160...83S
1831|CD-30 9051                                                                                                                                  |Star                              |11 14 45.9739332888 -31 18 28.237960872|279.7768937117091 +27.1808233958905|  -11.285 6.622   |10.500   |~                    |    ~     ~    |    1|  374.841   pc  | -12.3500    +12.3500    |ST-L    |2020AJ....160...83S
1832|CD-30 9053                                                                                                                                  |Star                              |11 14 49.0832073000 -30 49 48.386957016|279.5674969352385 +27.6210451287097|   -4.010 2.708   |10.979   |~                    |    ~     ~    |    1| 1483.370   pc  |-137.8000   +137.8000    |ST-L    |2020AJ....160...83S
1833|TYC 7200-483-1                                                                                                                              |Star                              |11 04 48.2724024864 -30 14 30.433049124|277.0895125972763 +27.2245480860383| -7.079 -17.850   |10.86    |~                    |    ~     ~    |    1|  332.745   pc  |  -1.6497     +1.6497    |paral   |2020yCat.1350....0G
1834|TYC 7200-791-1                                                                                                                              |Star                              |11 05 16.7316288264 -30 19 27.228872568|277.2339866340683 +27.1967266979084|-35.651 -11.629   |10.962   |~                    |    ~     ~    |    1|  360.331   pc  |  -7.0810     +7.0810    |ST-L    |2020AJ....160...83S
1835|TYC 7200-1056-1                                                                                                                             |Star                              |11 05 26.5285264224 -30 53 14.099625096|277.5508516907556 +26.7084136636074|   4.816 -9.931   |10.907   |~                    |    ~     ~    |    1|  912.660   pc  | -44.0800    +44.0800    |ST-L    |2020AJ....160...83S
1836|TYC 7200-1084-1                                                                                                                             |Star                              |11 04 59.4780828888 -30 32 50.333563716|277.2837689629656 +26.9694733418617|  -45.694 1.379   |10.94    |~                    |    ~     ~    |    1|  183.483   pc  |  -0.5488     +0.5488    |paral   |2020yCat.1350....0G
1837|TYC 7200-1442-1                                                                                                                             |Star                              |11 05 19.6649046336 -31 46 25.377489768|277.9646946118778 +25.9029374359939| 10.947 -10.756   |10.88    |~                    |    ~     ~    |    1|  390.579   pc  |  -3.2646     +3.2646    |paral   |2020yCat.1350....0G
1838|TYC 7201-753-1                                                                                                                              |Star                              |11 08 52.3306854432 -30 30 12.013027200|278.1053635946640 +27.3771248953136|  -2.249 -2.644   |10.88    |~                    |    ~     ~    |    1|  700.133   pc  | -10.2449    +10.2449    |paral   |2020yCat.1350....0G
1839|TYC 7201-991-1                                                                                                                              |Star                              |11 08 32.1284553168 -30 20 19.337178804|277.9510893162257 +27.4938499805344|  16.247 -5.816   |10.95    |~                    |    ~     ~    |    1|  708.767   pc  |  -9.6451     +9.6451    |paral   |2020yCat.1350....0G
1840|TYC 7201-1086-1                                                                                                                             |Star                              |11 09 12.9790359168 -30 48 05.713942536|278.3255615151035 +27.1402379485988|-45.373 -15.652   |10.99    |~                    |    ~     ~    |    1|  178.667   pc  |  -0.4948     +0.4948    |paral   |2020yCat.1350....0G
1841|TYC 7204-982-1                                                                                                                              |Star                              |11 05 05.9473558272 -32 50 32.406101448|278.4378712880298 +24.9223133727510|   1.524 -6.514   |10.89    |~                    |    ~     ~    |    1|  315.030   pc  |  -1.6375     +1.6375    |paral   |2020yCat.1350....0G
1842|TYC 7205-758-1                                                                                                                              |Star                              |11 06 03.2703293472 -32 56 16.978417152|278.6829154829312 +24.9239557552981|   0.992 -4.278   |10.21    |~                    |    ~     ~    |    1| 1554.726   pc  | -38.1914    +38.1914    |paral   |2020yCat.1350....0G
1843|TYC 7205-1732-1                                                                                                                             |Star                              |11 10 20.8467455448 -32 05 45.543364836|279.1880000234073 +26.0729606630656| -14.928 -0.682   |10.81    |~                    |    ~     ~    |    1|  468.143   pc  |  -4.1640     +4.1640    |paral   |2020yCat.1350....0G
1844|CD-32 7866                                                                                                                                  |Star                              |11 04 17.0136976416 -33 03 27.625810608|278.3730897405644 +24.6536411236935|  4.122 -11.648   |10.31    |~                    |    ~     ~    |    1|  542.947   pc  |  -4.3629     +4.3629    |paral   |2020yCat.1350....0G
1845|HD 96203                                                                                                                                    |Star                              |11 05 17.6178447216 -33 04 54.467384916|278.5939565037390 +24.7249866065215| -24.762 18.138   |9.40     |F0V                  |    ~     ~    |    1|  207.207   pc  |  -0.6569     +0.6569    |paral   |2020yCat.1350....0G
1846|CD-32 7859                                                                                                                                  |Star                              |11 03 50.0895751200 -32 58 17.771306160|278.2383549087809 +24.6892325998951|  -31.768 9.558   |10.94    |~                    |    ~     ~    |    1|  394.337   pc  |  -2.0060     +2.0060    |paral   |2020yCat.1350....0G
1847|CD-32 7861                                                                                                                                  |Star                              |11 03 57.4421727912 -33 03 27.331499016|278.3055975418794 +24.6235106880952| -16.023 -1.373   |10.65    |~                    |    ~     ~    |    1|  846.024   pc  | -10.3785    +10.3785    |paral   |2020yCat.1350....0G
1848|HD 95963                                                                                                                                    |Star                              |11 03 53.1863217120 -33 26 40.276187844|278.4788503531268 +24.2698745519723|-14.698 -23.198   |7.25     |K1III                |    ~     ~    |    1|  336.768   pc  |  -2.7559     +2.7559    |paral   |2020yCat.1350....0G
1849|CD-32 7869                                                                                                                                  |Spectroscopic Binary              |11 04 36.9175531440 -33 21 39.687862896|278.5883888990140 +24.4118270563644| -17.840 -7.429   |9.65     |K0                   |    ~     ~    |    1| 1231.527   pc  | -66.1263    +66.1263    |paral   |2020yCat.1350....0G
1850|CD-32 7885                                                                                                                                  |Star                              |11 06 05.1176044968 -33 20 10.341719052|278.8799495749458 +24.5682164115237|-24.794 -33.399   |9.86     |G5                   |    ~     ~    |    1|  178.056   pc  |  -0.4660     +0.4660    |paral   |2020yCat.1350....0G
1851|HD 95941                                                                                                                                    |Star                              |11 03 47.0302010400 -33 42 49.851650808|278.5880760114835 +24.0187584672020|  -28.780 3.162   |9.00     |A1/2V                |    ~     ~    |    1|  263.463   pc  |  -1.7561     +1.7561    |paral   |2020yCat.1350....0G
1852|HD 96111                                                                                                                                    |Star                              |11 04 46.4621774832 -33 54 03.739398984|278.8803562481678 +23.9409070637361|   20.459 7.774   |8.88     |F5V                  |    ~     ~    |    1|   93.833   pc  |  -0.1664     +0.1664    |paral   |2020yCat.1350....0G
1853|CD-33 7485                                                                                                                                  |Star                              |11 05 17.0998835400 -33 44 46.491072432|278.9108806456080 +24.1264605228219|  -36.022 3.316   |10.08    |F2                   |    ~     ~    |    1|  191.928   pc  |  -0.5489     +0.5489    |paral   |2020yCat.1350....0G
1854|HD 96315                                                                                                                                    |Star                              |11 05 52.5054344688 -34 14 56.913681624|279.2701568980974 +23.7264423760321| -17.016 -2.820   |9.29     |F6/7V                |    ~     ~    |    1|  257.553   pc  | -12.4508    +12.4508    |paral   |2020yCat.1350....0G
1855|CD-33 7487                                                                                                                                  |High Proper Motion Star           |11 05 31.4418917016 -34 38 18.161247696|279.3824348497001 +23.3441511591819|-61.154 -41.795   |9.76     |F8                   |    ~     ~    |    1|  168.076   pc  |  -0.4350     +0.4350    |paral   |2020yCat.1350....0G
1856|CD-34 7189                                                                                                                                  |Star                              |11 05 00.4375284792 -35 36 17.799461496|279.7318991976564 +22.4266751550042|  -3.091 15.049   |9.42     |K0                   |    ~     ~    |    1|  224.386   pc  |  -0.7099     +0.7099    |paral   |2020yCat.1350....0G
1857|CD-34 7191                                                                                                                                  |Star                              |11 05 07.8301520448 -35 16 00.664098384|279.5984223531822 +22.7425050957364| -24.996 11.522   |9.17     |K5                   |    ~     ~    |    1|  654.622   pc  |  -8.2278     +8.2278    |paral   |2020yCat.1350....0G
1858|HD 96299                                                                                                                                    |Star                              |11 05 43.4479180512 -35 28 19.483099896|279.8125408575093 +22.6093488482887| -44.182 11.424   |7.92     |K2/3III              |    ~     ~    |    1|  369.099   pc  |  -2.6702     +2.6702    |paral   |2020yCat.1350....0G
1859|HD 96336                                                                                                                                    |Star                              |11 05 56.4922751928 -35 33 05.254705476|279.8926806958509 +22.5565907268026|  -30.492 2.537   |8.76     |K1/2III              |    ~     ~    |    1|  687.191   pc  |  -9.6807     +9.6807    |paral   |2020yCat.1350....0G
1860|CD-33 7469                                                                                                                                  |High Proper Motion Star           |11 04 09.1835009328 -33 56 17.231353548|278.7713884958025 +23.8511118734312| -52.324 41.714   |9.78     |~                    |    ~     ~    |    1|  231.166   pc  |  -1.7260     +1.7260    |paral   |2020yCat.1350....0G
1861|CD-33 7465                                                                                                                                  |Star                              |11 03 57.9683468188 -33 45 55.269677700|278.6501622227366 +23.9892232777230|   -2.961 8.095   |10.70    |~                    |    ~     ~    |    0|                |                         |        |                   
1862|CD-32 7862                                                                                                                                  |Star                              |11 04 02.8377500664 -33 18 07.458020388|278.4429030543794 +24.4125174631180|   1.466 -5.644   |10.12    |~                    |    ~     ~    |    1|  711.896   pc  | -28.7353    +28.7353    |paral   |2020yCat.1350....0G
1863|CD-33 7467                                                                                                                                  |Star                              |11 04 03.7977513960 -33 48 13.466245788|278.6884889052702 +23.9636341940295|  4.677 -12.934   |10.73    |~                    |    ~     ~    |    1|  611.471   pc  |  -5.7206     +5.7206    |paral   |2020yCat.1350....0G
