C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:56:10

dec< 0&rah >=11.0&rah< 11.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6648

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-------------------------|--------|-------------------
5598|HD 97901                                                                                                                                    |Star                              |11 13 48.3869283336 -75 47 25.737132516|296.9294382521122 -14.0692011753054| -18.097 -0.395   |7.67     |A3mA4-A6             |    ~     ~    |    1|  235.977   pc  |  -0.9856     +0.9856    |paral   |2020yCat.1350....0G
5599|IRAS 11014-7517                                                                                                                             |Long-Period Variable              |11 02 52.2216899040 -75 33 40.187788776|296.1956735626463 -14.1288539587832|  -5.316 -0.306   |10.99    |~                    |    ~     ~    |    1| 2477.701   pc  |-128.9190   +128.9190    |paral   |2020yCat.1350....0G
5600|CD-75 525                                                                                                                                   |Star                              |11 11 05.9642088504 -75 50 19.373957052|296.7906514859299 -14.1774437051335|   -7.753 2.239   |10.50    |~                    |    ~     ~    |    1|  651.933   pc  |  -5.9927     +5.9927    |paral   |2020yCat.1350....0G
5601|HD 95974                                                                                                                                    |alpha2 CVn Variable               |11 01 58.0025309592 -76 03 09.358216344|296.3572318876468 -14.5979831953293|  -19.997 1.647   |8.68     |ApSi                 |    ~     ~    |    1|  295.151   pc  |  -1.2980     +1.2980    |paral   |2020yCat.1350....0G
5602|HD 97474                                                                                                                                    |High Proper Motion Star           |11 10 52.1802772920 -76 06 39.352778172|296.8869313409051 -14.4335523160025|  -71.314 8.132   |8.72     |G3V                  |    ~     ~    |    1|  154.373   pc  |  -2.2187     +2.2187    |paral   |2020yCat.1350....0G
5603|CD-75 526                                                                                                                                   |Star                              |11 12 50.7322794960 -75 58 06.939827220|296.9435521031387 -14.2562068342041| -15.435 -3.842   |9.81     |F0                   |    ~     ~    |    1|  249.988   pc  |  -1.2561     +1.2561    |paral   |2020yCat.1350....0G
5604|CD-75 528                                                                                                                                   |Star                              |11 13 31.9410023760 -76 03 24.418860768|297.0178770068771 -14.3218722160260| 14.674 -14.514   |9.60     |G9III                |    ~     ~    |    1|  328.009   pc  |  -1.2265     +1.2265    |paral   |2020yCat.1350....0G
5605|NAME CED 112 IRS 3                 HD 97300                                                                                                 |Herbig Ae/Be Star                 |11 09 50.0199904704 -76 36 47.718191232|297.0328248625638 -14.9194934685903| -21.503 -0.165   |9.20     |B9V                  |    ~     ~    |    1|  189.143   pc  |  -1.0518     +1.0518    |paral   |2020yCat.1350....0G
5606|CPD-76 648                                                                                                                                  |Star                              |11 00 21.3893726616 -77 01 35.637333960|296.6997010959650 -15.5188599398257|  -30.895 2.822   |10.65    |G5                   |    ~     ~    |    1|  136.169   pc  |  -0.2281     +0.2281    |paral   |2020yCat.1350....0G
5607|CD-76 483                                                                                                                                   |Star                              |11 01 25.9307742336 -76 45 07.420595688|296.6349770290897 -15.2446720480883| -35.871 25.235   |9.82     |A9V                  |    ~     ~    |    1|  184.077   pc  |  -0.4337     +0.4337    |paral   |2020yCat.1350....0G
5608|HD 95916                                                                                                                                    |High Proper Motion Star           |11 01 20.0174659032 -77 36 12.712421736|297.0073273304665 -16.0169762634451| -59.939 33.262   |9.17     |F8V                  |    ~     ~    |    1|  127.290   pc  |  -0.2690     +0.2690    |paral   |2020yCat.1350....0G
5609|CD-76 485                                                                                                                                   |Star                              |11 03 31.6859886696 -76 56 04.885697220|296.8270207876074 -15.3598446861701|  -21.500 1.068   |10.69    |A2                   |    ~     ~    |    1|  283.238   pc  |  -1.5243     +1.5243    |paral   |2020yCat.1350....0G
5610|NAME CED 111 IRS 1                 V* DI Cha                                                                                                |Orion Variable                    |11 07 20.7276076008 -77 38 07.308086352|297.3257587420517 -15.9115344114149|  -22.552 1.214   |10.74    |G2Ve                 |    ~     ~    |    1|  188.989   pc  |  -0.4750     +0.4750    |paral   |2020yCat.1350....0G
5611|IRAS 11036-7536                                                                                                                             |Long-Period Variable Candidate    |11 05 08.2678028136 -75 53 04.701481224|296.4653550873842 -14.3651871791291|  -4.490 -9.572   |10.84    |~                    |    ~     ~    |    1|  690.799   pc  | -20.9969    +20.9969    |paral   |2020yCat.1350....0G
5612|CD-75 519                                                                                                                                   |Star                              |11 01 59.2628369568 -75 45 38.946833820|296.2311193846929 -14.3329816346396|  8.615 -21.164   |10.53    |~                    |    ~     ~    |    1|  126.563   pc  |  -0.1874     +0.1874    |paral   |2020yCat.1350....0G
5613|HD 96675                                                                                                                                    |Young Stellar Object              |11 05 57.8105960448 -76 07 48.884316960|296.6163003090338 -14.5687828915116|  -22.416 0.547   |7.68     |B5V                  |    ~     ~    |    1|  162.446   pc  |  -1.2561     +1.2561    |paral   |2020yCat.1350....0G
5614|NAME CED 111 IRS 2                 HD 97048                                                                                                 |Herbig Ae/Be Star                 |11 08 03.3109731720 -77 39 17.490777444|297.3700625710475 -15.9139958727147|  -22.526 1.291   |9.00     |A0Vep                |    ~     ~    |    1|  184.407   pc  |  -0.8467     +0.8467    |paral   |2020yCat.1350....0G
5615|CD-75 517                                                                                                                                   |Star                              |11 01 09.8557780080 -76 11 56.713677108|296.3764631895052 -14.7510404064502|  -10.012 6.456   |10.245   |~                    |    ~     ~    |    1|  435.030   pc  | -27.6600    +27.6600    |ST-L    |2020AJ....160...83S
5616|CD-75 518                                                                                                                                   |Star                              |11 01 14.0901663072 -76 32 26.699465040|296.5310098633401 -15.0583614959484|  -12.828 1.949   |10.64    |B9V                  |    ~     ~    |    1|  493.389   pc  |  -3.9436     +3.9436    |paral   |2020yCat.1350....0G
5617|CD-76 487                                                                                                                                   |Star                              |11 08 09.4442483376 -76 42 25.824126816|296.9797305841612 -15.0441476604879|-21.959 -11.904   |9.99     |~                    |    ~     ~    |    1|  159.210   pc  |  -0.2864     +0.2864    |paral   |2020yCat.1350....0G
5618|CD-75 522                                                                                                                                   |Star                              |11 09 46.4539300032 -76 28 57.589102956|296.9761602523096 -14.8008917176718|  -27.075 6.918   |10.56    |F0V                  |    ~     ~    |    1|  393.020   pc  |  -1.7609     +1.7609    |paral   |2020yCat.1350....0G
5619|TYC 9410-1695-1                                                                                                                             |Star                              |11 14 10.4537867352 -75 49 43.924639332|296.9659264564006 -14.0961996654628|  -26.852 5.000   |10.40    |~                    |    ~     ~    |    1|  568.053   pc  |  -3.1946     +3.1946    |paral   |2020yCat.1350....0G
5620|TYC 9410-1907-1                                                                                                                             |Star                              |11 06 07.5200817336 -75 55 09.145789644|296.5366005471537 -14.3721175090479| -12.295 -1.539   |10.569   |F8III                |    ~     ~    |    1|  711.039   pc  | -24.5800    +24.5800    |ST-L    |2020AJ....160...83S
5621|TYC 9410-2633-1                                                                                                                             |High Proper Motion Star           |11 03 36.3019273344 -75 59 03.472216224|296.4204053101460 -14.4944520533401| 37.659 -74.148   |10.75    |G4V                  |    ~     ~    |    1|  157.280   pc  |  -0.2721     +0.2721    |paral   |2020yCat.1350....0G
5622|CD-77 476                                                                                                                                   |High Proper Motion Star           |11 13 59.3442238920 -78 18 46.076064192|297.9349535408668 -16.3975233863456|  108.862 3.694   |9.67     |~                    |    ~     ~    |    1|  133.649   pc  |  -0.1911     +0.1911    |paral   |2020yCat.1350....0G
5623|CD-77 475                                                                                                                                   |High Proper Motion Star           |11 11 03.9588 -78 24 12.178            |297.8299105 -16.5382488            |   -65.00 35.40   |10.92    |~                    |    ~     ~    |    1| 8703       pc  |  +7.160     +65         |ST-L    |2017AJ....153...75K
5624|HD 97240                                                                                                                                    |Emission-line Star                |11 09 18.1478666304 -77 47 39.915579372|297.4914733538575 -16.0152245597663| 35.432 -24.844   |8.50     |F5V                  |    ~     ~    |    1|   95.559   pc  |  -0.1388     +0.1388    |paral   |2020yCat.1350....0G
5625|NAME CED 112 IRS 8                 V* CV Cha                                                                                                |Orion Variable                    |11 12 27.7055693328 -76 44 22.302807396|297.2281228393997 -14.9766434362155| -21.653 -0.769   |10.98    |G9Ve                 |    ~     ~    |    1|  191.762   pc  |  -0.5222     +0.5222    |paral   |2020yCat.1350....0G
5626|CD-77 472                                                                                                                                   |Star                              |11 06 03.8717408568 -78 09 27.030879252|297.4842346186619 -16.4154927546679|  -29.441 3.907   |10.713   |~                    |    ~     ~    |    1|  435.865   pc  |  -9.1530     +9.1530    |ST-L    |2020AJ....160...83S
5627|TYC 9414-260-1                                                                                                                              |Star                              |11 14 11.2221413496 -77 01 15.153057192|297.4333087425284 -15.1991110300337|   4.116 -4.539   |10.95    |F2V                  |    ~     ~    |    1|  477.418   pc  | -19.2143    +19.2143    |paral   |2020yCat.1350....0G
5628|HD 96510                                                                                                                                    |Star                              |11 04 26.2791058200 -79 09 39.465722808|297.8441736163317 -17.3613696635055| -11.560 -2.413   |9.06     |A8III                |    ~     ~    |    1|  346.693   pc  |  -3.4857     +3.4857    |paral   |2020yCat.1350....0G
5629|CPD-78 620                                                                                                                                  |Star                              |11 08 10.2790280952 -79 40 40.111632552|298.2319269454996 -17.7611422341013|  -19.672 6.903   |10.47    |F8                   |    ~     ~    |    1|  252.889   pc  |  -0.7546     +0.7546    |paral   |2020yCat.1350....0G
5630|HD 97902                                                                                                                                    |Double or Multiple Star           |11 13 12.6444 -79 22 43.746            |298.3277404 -17.3958055            |      1.40 2.30   |8.94     |F5/6V                |    ~     ~    |    0|                |                         |        |                   
5631|CPD-78 625                                                                                                                                  |Star                              |11 13 32.2408378848 -79 26 25.265606388|298.3672040344965 -17.4467344096302| -12.026 -2.521   |10.18    |F8                   |    ~     ~    |    1|  175.753   pc  |  -0.4417     +0.4417    |paral   |2020yCat.1350....0G
5632|CPD-78 627                                                                                                                                  |High Proper Motion Star           |11 14 19.4810862912 -78 48 06.372449496|298.1461957765148 -16.8429416967953| -36.624 44.630   |10.36    |G5                   |    ~     ~    |    1|  136.167   pc  |  -0.2633     +0.2633    |paral   |2020yCat.1350....0G
5633|CD-79 454                                                                                                                                   |Star                              |11 02 24.1328552832 -79 45 39.173670576|298.0226930868550 -17.9441414512489|   2.449 -7.408   |9.38     |K0                   |    ~     ~    |    1|  480.886   pc  |  -9.0310     +9.0310    |ST-L    |2020AJ....160...83S
5634|CD-79 455                                                                                                                                   |Star                              |11 04 09.6820065552 -79 57 47.064649104|298.1868211252300 -18.0941853151225|  -33.793 6.721   |9.772    |M                    |    ~     ~    |    1|  719.232   pc  | -27.2800    +27.2800    |ST-L    |2020AJ....160...83S
5635|HD 97049                                                                                                                                    |Star                              |11 07 28.7598784320 -79 45 25.330224924|298.2363003149922 -17.8460729374618| -17.744 -5.423   |8.90     |A2V                  |    ~     ~    |    1|  195.019   pc  |  -0.6580     +0.6580    |paral   |2020yCat.1350....0G
5636|CPD-79 593                                                                                                                                  |Star                              |11 06 45.8553279888 -80 18 56.145166596|298.4485467904569 -18.3678469008313|   -7.931 0.095   |10.62    |B8                   |    ~     ~    |    1|  966.464   pc  | -15.1316    +15.1316    |paral   |2020yCat.1350....0G
5637|CD-79 463                                                                                                                                   |Star                              |11 08 30.5903505576 -80 23 15.072512640|298.5499371780417 -18.4034178206676|   1.657 -3.022   |9.71     |G5                   |    ~     ~    |    1| 1401.542   pc  | -25.9290    +25.9290    |paral   |2020yCat.1350....0G
5638|CD-79 466                                                                                                                                   |Star                              |11 13 32.4202142184 -80 24 01.755322560|298.7582430920016 -18.3318230306058|  -18.112 4.907   |9.51     |F8                   |    ~     ~    |    1|  524.274   pc  |  -7.1464     +7.1464    |paral   |2020yCat.1350....0G
5639|CD-80 420                                                                                                                                   |Star                              |11 08 29.6062240512 -80 53 16.164241980|298.7646043746909 -18.8605018346803|   0.383 -6.415   |9.79     |M0                   |    ~     ~    |    1| 1029.230   pc  | -12.0762    +12.0762    |paral   |2020yCat.1350....0G
5640|CD-80 421                                                                                                                                   |Star                              |11 08 30.7261650576 -81 01 20.482613652|298.8234081046977 -18.9829982483119|  -16.581 6.148   |10.12    |~                    |    ~     ~    |    1|  624.532   pc  |  -4.9145     +4.9145    |paral   |2020yCat.1350....0G
5641|CD-80 422                                                                                                                                   |Star                              |11 09 24.7022076336 -81 19 35.759545176|298.9879014848024 -19.2468124539912| -15.708 -4.982   |9.61     |F5                   |    ~     ~    |    1|  351.272   pc  | -12.9932    +12.9932    |paral   |2020yCat.1350....0G
5642|CD-80 424                                                                                                                                   |Star                              |11 11 38.1399702528 -80 43 18.393452112|298.8154220778333 -18.6579854595740|  -27.778 2.870   |10.238   |F8                   |    ~     ~    |    1|  297.907   pc  |  -4.4670     +4.4670    |ST-L    |2020AJ....160...83S
5643|IRAS 11098-7841                                                                                                                             |Star                              |11 11 08.6655934464 -78 57 41.097788928|298.0633279855889 -17.0496009043647|  -4.695 -0.964   |10.780   |~                    |    ~     ~    |    1| 1015.340   pc  | -62.0300    +62.0300    |ST-L    |2020AJ....160...83S
5644|CPD-79 581                                                                                                                                  |Star                              |11 00 14.9329850712 -79 47 04.713961524|297.9428906607586 -18.0068998395071|  -13.681 0.749   |10.46    |~                    |    ~     ~    |    1| 1520.450   pc  | -49.4718    +49.4718    |paral   |2020yCat.1350....0G
5645|CD-79 452                                                                                                                                   |Star                              |11 00 30.7382040552 -79 57 28.888874856|298.0333992845860 -18.1578726377272|    1.912 4.524   |9.56     |~                    |    ~     ~    |    1|  684.650   pc  | -10.8749    +10.8749    |paral   |2020yCat.1350....0G
5646|CD-79 464                                                                                                                                   |Star                              |11 09 11.4963485016 -79 57 38.096890056|298.3956823116425 -18.0013621004862| -30.437 12.657   |10.53    |~                    |    ~     ~    |    1|  261.931   pc  |  -5.5092     +5.5092    |paral   |2020yCat.1350....0G
5647|CD-79 453                                                                                                                                   |Star                              |11 00 26.5055288568 -80 16 37.350271956|298.1771440351512 -18.4462406838073|      -17.9 5.7   |9.969    |~                    |    ~     ~    |    0|                |                         |        |                   
5648|CD-79 457                                                                                                                                   |Star                              |11 04 59.8534015440 -80 21 11.623494168|298.3940440841032 -18.4329678223412|  -3.941 -0.525   |9.946    |~                    |    ~     ~    |    1| 1259.190   pc  | -76.9600    +76.9600    |ST-L    |2020AJ....160...83S
5649|CPD-80 524                                                                                                                                  |Star                              |11 05 32.1654777216 -80 51 10.302992892|298.6364578824598 -18.8772253246831|  -32.975 3.898   |10.94    |~                    |    ~     ~    |    1|  397.852   pc  |  -1.8994     +1.8994    |paral   |2020yCat.1350....0G
5650|CD-79 458                                                                                                                                   |Star                              |11 06 23.9885789352 -80 11 21.525106380|298.3786723222300 -18.2592879445732|   8.071 -7.479   |10.54    |~                    |    ~     ~    |    1|  108.575   pc  |  -0.1344     +0.1344    |paral   |2020yCat.1350....0G
5651|CD-79 461                                                                                                                                   |Star                              |11 07 06.0066459336 -80 31 41.732944248|298.5545938573581 -18.5557368188830|  -6.806 -7.005   |10.00    |~                    |    ~     ~    |    1|  548.516   pc  | -14.1409    +14.1409    |paral   |2020yCat.1350....0G
5652|AKARI-IRC-V1 J1104206-793325                                                                                                                |Long-Period Variable Candidate    |11 04 20.5643467368 -79 33 25.685481960|298.0146192786140 -17.7226995744939|  -11.806 0.473   |9.46     |~                    |    ~     ~    |    1| 1245.33    pc  | -34.1186    +34.1186    |paral   |2020yCat.1350....0G
5653|CD-79 460                                                                                                                                   |Star                              |11 07 01.8541532472 -80 27 51.798440916|298.5240399571727 -18.4987425715341|   -7.021 3.334   |8.62     |~                    |    ~     ~    |    1|  873.515   pc  | -13.0478    +13.0478    |paral   |2020yCat.1350....0G
5654|CD-79 467                                                                                                                                   |Star                              |11 13 41.3662134024 -80 19 56.398200960|298.7364406036617 -18.2665888838841|  -17.588 2.921   |10.40    |~                    |    ~     ~    |    1| 1198.322   pc  | -18.8113    +18.8113    |paral   |2020yCat.1350....0G
5655|CD-78 443                                                                                                                                   |Star                              |11 00 32.0843834424 -79 35 01.286634048|297.8629869472483 -17.8204463217623|  -19.139 2.432   |10.37    |F5                   |    ~     ~    |    1|  369.031   pc  |  -3.1050     +3.1050    |paral   |2020yCat.1350....0G
5656|HD 96494                                                                                                                                    |High Proper Motion Star           |11 04 20.7734482944 -78 52 06.747716856|297.7115634933518 -17.0977658134916|-224.883 55.029   |8.86     |K0V                  |    ~     ~    |    1|   45.907   pc  |  -0.0276     +0.0276    |paral   |2020yCat.1350....0G
5657|CD-78 444                                                                                                                                   |High Proper Motion Star           |11 02 03.5124215352 -79 07 06.938299056|297.7189978816418 -17.3705240319187| -53.294 14.863   |10.42    |~                    |    ~     ~    |    1|  238.419   pc  |  -0.6764     +0.6764    |paral   |2020yCat.1350....0G
5658|CD-78 446                                                                                                                                   |Star                              |11 04 30.9037594320 -78 42 34.959818844|297.6497626413665 -16.9501096785541|  -15.810 4.748   |10.615   |~                    |    ~     ~    |    1|  391.782   pc  |  -6.1560     +6.1560    |ST-L    |2020AJ....160...83S
5659|CD-80 423                                                                                                                                   |Star                              |11 09 52.6439563056 -81 18 53.454989556|298.9998732995277 -19.2289521992715|   -0.436 2.393   |10.82    |~                    |    ~     ~    |    1|  753.352   pc  |  -7.8888     +7.8888    |paral   |2020yCat.1350....0G
5660|TYC 9418-79-1                                                                                                                               |Star                              |11 14 47.6364919584 -80 06 08.929522440|298.6887731095020 -18.0364121504221|  -19.776 5.466   |10.545   |~                    |    ~     ~    |    1|  746.437   pc  | -23.9500    +23.9500    |ST-L    |2020AJ....160...83S
5661|TYC 9418-635-1                                                                                                                              |Star                              |11 04 06.7565280192 -80 32 20.913752868|298.4416877276421 -18.6170097221251|  -0.546 -1.967   |10.052   |~                    |    ~     ~    |    1| 1170.275   pc  | -13.8324    +13.8324    |paral   |2020yCat.1350....0G
5662|TYC 9418-767-1                                                                                                                              |Star                              |11 10 09.3857548176 -80 13 40.893454200|298.5488447029554 -18.2295215635349|  -15.381 3.111   |10.91    |~                    |    ~     ~    |    1|  490.004   pc  |  -4.2018     +4.2018    |paral   |2020yCat.1350....0G
5663|TYC 9418-1206-1                                                                                                                             |Star                              |11 03 07.7230643304 -79 00 22.154664708|297.7168939062310 -17.2471724982891|   -7.449 6.246   |10.528   |~                    |    ~     ~    |    1| 1089.480   pc  | -60.4200    +60.4200    |ST-L    |2020AJ....160...83S
5664|TYC 9422-419-1                                                                                                                              |Star                              |11 01 19.3589163936 -80 40 55.519178880|298.3979548555406 -18.7949567206711|  -10.274 8.647   |10.333   |~                    |    ~     ~    |    1| 1095.640   pc  | -60.9200    +60.9200    |ST-L    |2020AJ....160...83S
5665|TYC 9422-942-1                                                                                                                              |High Proper Motion Star           |11 13 18.9697306344 -80 48 27.500047560|298.9165040068127 -18.7104214431878|-28.511 -69.876   |10.82    |~                    |    ~     ~    |    1|  171.585   pc  |  -0.3680     +0.3680    |paral   |2020yCat.1350....0G
5666|TYC 9422-1619-1                                                                                                                             |Star                              |11 02 14.7787954224 -81 01 25.124118456|298.5893711943805 -19.0868959726202|   -9.811 6.199   |10.83    |~                    |    ~     ~    |    1| 1222.046   pc  | -45.5486    +45.5486    |paral   |2020yCat.1350....0G
5667|CPD-80 525                                                                                                                                  |High Proper Motion Star           |11 05 33.4499067432 -81 26 13.522171776|298.8969593687018 -19.4070922658447| -85.386 15.397   |10.12    |G5                   |    ~     ~    |    1|  159.926   pc  |  -0.3530     +0.3530    |paral   |2020yCat.1350....0G
5668|HD 96417                                                                                                                                    |High Proper Motion Star           |11 03 02.2965966144 -81 37 18.201708012|298.8912378570529 -19.6136492384228| -59.356 48.864   |7.87     |F7V                  |    ~     ~    |    1|   83.288   pc  |  -0.1103     +0.1103    |paral   |2020yCat.1350....0G
5669|CD-81 404                                                                                                                                   |Star                              |11 07 44.1823003176 -82 03 37.422077364|299.2486075945355 -19.9409208422298|  -25.840 0.930   |9.81     |M2                   |    ~     ~    |    1|  861.104   pc  | -14.2368    +14.2368    |paral   |2020yCat.1350....0G
5670|CD-81 405                                                                                                                                   |Star                              |11 09 52.1993632368 -81 54 20.394671148|299.2533531753547 -19.7692962039477|   -9.121 1.526   |10.32    |B9                   |    ~     ~    |    1|  782.167   pc  | -11.7463    +11.7463    |paral   |2020yCat.1350....0G
5671|HD 96177                                                                                                                                    |Star                              |11 01 16.8546784776 -82 17 33.936656280|299.1424810688836 -20.2447394038694| -41.888 22.846   |8.83     |F0IV                 |    ~     ~    |    1|  163.167   pc  |  -1.8769     +1.8769    |paral   |2020yCat.1350....0G
5672|CD-81 400                                                                                                                                   |Spectroscopic Binary              |11 01 23.0911730256 -82 37 37.333522740|299.3022469765901 -20.5436160906896|   -9.353 9.449   |10.42    |A2                   |    ~     ~    |    1|  407.897   pc  |  -2.1962     +2.1962    |paral   |2020yCat.1350....0G
5673|CPD-81 485                                                                                                                                  |High Proper Motion Star           |11 06 33.9955306728 -82 27 22.597205904|299.3861155654616 -20.3172244505636| -54.114 -5.636   |10.59    |G0                   |    ~     ~    |    1|  133.618   pc  |  -0.1928     +0.1928    |paral   |2020yCat.1350....0G
5674|CPD-83 399                                                                                                                                  |Spectroscopic Binary              |11 09 54.2734304616 -83 58 24.819502476|300.1563858469465 -21.6568425995614|  -29.149 9.649   |9.75     |~                    |    ~     ~    |    1|  257.639   pc  |  -0.7965     +0.7965    |paral   |2020yCat.1350....0G
5675|CD-82 218                                                                                                                                   |Star                              |11 01 16.7780145600 -83 20 37.455313380|299.6367887432726 -21.1885595214080| 14.597 -16.251   |9.40     |~                    |    ~     ~    |    1|  119.841   pc  |  -0.1594     +0.1594    |paral   |2020yCat.1350....0G
5676|CD-81 401                                                                                                                                   |Star                              |11 01 37.7038896648 -82 26 41.670706560|299.2246193795017 -20.3764525999944| -19.874 -0.202   |10.604   |~                    |    ~     ~    |    1|  768.090   pc  | -21.8200    +21.8200    |ST-L    |2020AJ....160...83S
5677|CD-81 403                                                                                                                                   |Star                              |11 07 20.1105314448 -81 56 47.905235880|299.1849569163341 -19.8431843583062|  -14.355 7.785   |10.28    |~                    |    ~     ~    |    1| 1808.318   pc  | -39.8942    +39.8942    |paral   |2020yCat.1350....0G
5678|CPD-83 395                                                                                                                                  |Star                              |11 07 51.8592501312 -84 01 37.101994680|300.1279916616018 -21.7275460217305|   -3.557 7.519   |10.543   |~                    |    ~     ~    |    1|  657.704   pc  | -22.3700    +22.3700    |ST-L    |2020AJ....160...83S
5679|CD-80 417                                                                                                                                   |Star                              |11 02 52.5861610464 -81 38 37.912165152|298.8957219506309 -19.6361677685755|  -4.151 -8.344   |10.22    |~                    |    ~     ~    |    1|  573.954   pc  |  -5.3696     +5.3696    |paral   |2020yCat.1350....0G
5680|CPD-82 444                                                                                                                                  |Star                              |11 11 43.9154709840 -83 24 27.592575912|299.9587282649374 -21.1193651866636|  -15.947 5.451   |9.92     |~                    |    ~     ~    |    1| 1283.697   pc  | -21.2576    +21.2576    |paral   |2020yCat.1350....0G
5681|TYC 9422-1418-1                                                                                                                             |Star                              |11 02 07.7228665776 -81 27 22.831134912|298.7834228331414 -19.4789379132368|   -3.475 3.090   |10.53    |~                    |    ~     ~    |    1| 1241.157   pc  | -19.1018    +19.1018    |paral   |2020yCat.1350....0G
5682|TYC 9507-1774-1                                                                                                                             |Star                              |11 02 24.8630181648 -83 57 13.502186208|299.9554804393940 -21.7225293681263| -33.511 23.668   |10.74    |~                    |    ~     ~    |    1|  142.692   pc  |  -0.2423     +0.2423    |paral   |2020yCat.1350....0G
5683|CPD-83 391                                                                                                                                  |Star                              |11 04 05.1231604896 -84 17 14.606811744|300.1537349514433 -22.0041166904282|  -19.019 8.688   |10.04    |F8                   |    ~     ~    |    1|  366.542   pc  |  -2.2840     +2.2840    |paral   |2020yCat.1350....0G
5684|CD-83 165                                                                                                                                   |Spectroscopic Binary              |11 06 36.5182453176 -84 26 09.588773868|300.2829010534993 -22.1117885888549|-46.531 -28.985   |9.31     |G0                   |    ~     ~    |    1|  109.986   pc  |  -0.1379     +0.1379    |paral   |2020yCat.1350....0G
5685|HD 97436                                                                                                                                    |Star                              |11 07 45.4691161272 -84 26 12.758767080|300.3105565805153 -22.1008311118954| -23.127 18.295   |7.89     |K0III                |    ~     ~    |    1|  246.865   pc  |  -0.9507     +0.9507    |paral   |2020yCat.1350....0G
5686|CPD-84 313                                                                                                                                  |Star                              |11 06 07.2131769888 -84 52 13.615492476|300.4717149347487 -22.5097397378884|   -7.037 2.525   |10.78    |A0                   |    ~     ~    |    1|  445.157   pc  |  -2.4572     +2.4572    |paral   |2020yCat.1350....0G
5687|CPD-84 316                                                                                                                                  |Star                              |11 07 50.3735414640 -84 42 59.901776388|300.4394137784123 -22.3538970263197| -20.526 13.475   |10.43    |A5                   |    ~     ~    |    1|  558.909   pc  |  -4.3421     +4.3421    |paral   |2020yCat.1350....0G
5688|HD 97437                                                                                                                                    |Star                              |11 06 13.2568236024 -85 44 55.853076804|300.8822081515575 -23.3025928457247|  -18.133 9.766   |7.27     |B9.5IV               |    ~     ~    |    1|  209.000   pc  |  -1.2624     +1.2624    |paral   |2020yCat.1350....0G
5689|HD 97709                                                                                                                                    |Star                              |11 08 00.1990911480 -85 55 03.650224440|300.9925116165799 -23.4415176039235|  -6.779 -9.376   |8.90     |G8III                |    ~     ~    |    1|  344.175   pc  |  -1.3859     +1.3859    |paral   |2020yCat.1350....0G
5690|HD 97903                                                                                                                                    |Variable Star                     |11 08 41.0756719128 -86 13 51.357727092|301.1483628981107 -23.7205521718742|  -29.253 4.457   |6.86     |M2III                |    ~     ~    |    1|  355.847   pc  |  -2.6465     +2.6465    |paral   |2020yCat.1350....0G
5691|CD-85 102                                                                                                                                   |Star                              |11 14 04.1435123496 -85 58 01.566306156|301.1212670145889 -23.4424030516092| -17.500 -8.441   |9.27     |K5                   |    ~     ~    |    1|  397.093   pc  |  -1.9395     +1.9395    |paral   |2020yCat.1350....0G
5692|HD 97475                                                                                                                                    |High Proper Motion Star           |11 05 05.7243334704 -86 25 00.296147244|301.1785866506979 -23.9130902546357|-52.081 -12.593   |9.42     |G6II/III             |    ~     ~    |    1|   80.407   pc  |  -0.0750     +0.0750    |paral   |2020yCat.1350....0G
5693|CPD-85 275                                                                                                                                  |High Proper Motion Star           |11 08 08.0398436928 -86 23 23.481884832|301.2130034588110 -23.8683250221783| 31.753 -46.572   |10.04    |~                    |    ~     ~    |    1|  154.371   pc  |  -0.2621     +0.2621    |paral   |2020yCat.1350....0G
5694|CPD-85 272                                                                                                                                  |High Proper Motion Star           |11 06 00.5625562968 -86 15 37.355111604|301.1188131500254 -23.7658626417053| -55.787 47.310   |10.41    |~                    |    ~     ~    |    1|  190.516   pc  |  -0.4573     +0.4573    |paral   |2020yCat.1350....0G
5695|CPD-85 280                                                                                                                                  |Star                              |11 11 34.9052695728 -85 58 38.477431596|301.0822513748651 -23.4694538863866| -15.810 14.080   |10.59    |~                    |    ~     ~    |    1|  945.180   pc  | -10.3630    +10.3630    |paral   |2020yCat.1350....0G
5696|CPD-84 321                                                                                                                                  |High Proper Motion Star           |11 12 38.1358361352 -85 28 37.414462152|300.8802982656926 -23.0044344436206| 68.354 -10.104   |10.62    |~                    |    ~     ~    |    1|   68.798   pc  |  -0.0663     +0.0663    |paral   |2020yCat.1350....0G
5697|TYC 9511-284-1                                                                                                                              |Star                              |11 07 53.3566939728 -86 08 15.662802624|301.0922212177435 -23.6416413437419|  -20.536 1.920   |10.63    |~                    |    ~     ~    |    1|  572.574   pc  |  -3.6390     +3.6390    |paral   |2020yCat.1350....0G
