C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:56:44

dec >=0&rah >=11.25&rah< 11.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2263

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1639|HD 97815                                                                                                                                    |Spectroscopic Binary                |11 15 17.9056161576 +02 03 48.376740600|256.2743793305704 +55.9669823506021|21.779 -117.721   |8.32     |K0/1III             |    ~     ~    |    1|  220.022   pc  |  -2.4495     +2.4495  |paral   |2020yCat.1350....0G
1640|BD+02 2404                                                                                                                                  |Variable Star                       |11 15 16.5199288584 +02 11 06.926621208|256.1252065775549 +56.0559717769648|  3.787 -15.136   |9.76     |F2                  |    ~     ~    |    1|  324.013   pc  |  -2.2887     +2.2887  |paral   |2020yCat.1350....0G
1641|BD+02 2405                                                                                                                                  |High Proper Motion Star             |11 15 21.6064346496 +02 04 20.634054816|256.2849931143476 +55.9837896823778|20.840 -117.246   |10.21    |F7V                 |    ~     ~    |    1|  269.136   pc  | -13.9797    +13.9797  |paral   |2020yCat.1350....0G
1642|* 75 Leo                                                                                                                                    |High Proper Motion Star             |11 17 17.4004068 +02 00 38.003295      |257.0182857749 +56.2468002715      |  55.24 -142.61   |5.18     |M0III               |    ~     ~    |    1|  107.6936  pc  |  -4.2286     +4.2286  |paral   |2018yCat.1345....0G
1643|HD 97975                                                                                                                                    |Double or Multiple Star             |11 16 07.3492 +01 35 12.114            |257.1014791 +55.7343550            |   4.365 -2.191   |9.10     |F6V                 |    ~     ~    |    0|                |                       |        |                   
1644|HD 97892                                                                                                                                    |Star                                |11 15 36.5861353968 +00 34 24.301852032|258.0545709711682 +54.8689971670264| 16.556 -12.679   |8.45     |K0III               |    ~     ~    |    1|  444.247   pc  |  -6.8482     +6.8482  |paral   |2020yCat.1350....0G
1645|BD+01 2542                                                                                                                                  |Star                                |11 15 37.0742011416 +00 36 31.448224656|258.0187516100480 +54.8977542260748| -45.880 -7.174   |9.95     |F8                  |    ~     ~    |    1|  154.314   pc  |  -2.0003     +2.0003  |paral   |2020yCat.1350....0G
1646|BD+01 2543                                                                                                                                  |High Proper Motion Star             |11 16 11.7439527312 +00 20 57.727705776|258.4962759251633 +54.7858329953454|-52.510 -58.633   |10.21    |~                   |    ~     ~    |    1|  195.179   pc  |  -0.7086     +0.7086  |paral   |2020yCat.1350....0G
1647|BD+03 2484                                                                                                                                  |High Proper Motion Star             |11 19 16.7017652674 +02 29 44.377791838|257.1491128477211 +56.9373448022894| 57.214 -65.141   |10.278   |K0                  |    ~     ~    |    1|  115.132   pc  |  -0.3631     +0.3631  |paral   |2020yCat.1350....0G
1648|BD+03 2486                                                                                                                                  |Star                                |11 20 00.732720 +02 44 15.56124        |257.124217275 +57.240605457        |      1.3 -28.8   |10.510   |F8                  |    ~     ~    |    0|                |                       |        |                   
1649|TYC 266-27-1                                                                                                                                |Variable Star                       |11 17 50.9664134472 +02 36 43.549681680|256.5117218168825 +56.7975312753342| -16.414 -1.837   |10.32    |K0                  |    ~     ~    |    1| 1057.194   pc  | -22.6885    +22.6885  |paral   |2020yCat.1350....0G
1650|HD 98632                                                                                                                                    |High Proper Motion Star             |11 20 56.0025982872 +02 25 20.972349156|257.8215809654582 +57.1432139842900|-66.828 -34.868   |7.57     |F2V                 |    ~     ~    |    1|   69.442   pc  |  -0.0989     +0.0989  |paral   |2020yCat.1350....0G
1651|BD+03 2492                                                                                                                                  |High Proper Motion Star             |11 22 18.4776306120 +02 15 27.935149068|258.5057265897633 +57.2303087511556|-95.064 -38.069   |10.43    |F5                  |    ~     ~    |    1|  169.791   pc  |  -0.6314     +0.6314  |paral   |2020yCat.1350....0G
1652|BD+03 2494                                                                                                                                  |Variable Star                       |11 24 07.2418580304 +02 17 01.998047796|259.1348014275068 +57.5315529861462|  -14.644 0.821   |9.81     |K0                  |    ~     ~    |    1|  632.511   pc  |  -7.2013     +7.2013  |paral   |2020yCat.1350....0G
1653|BD+03 2499                                                                                                                                  |Variable Star                       |11 25 21.6252035928 +02 17 32.632779192|259.5816277167143 +57.7284001361992|  -23.850 1.726   |9.51     |M0                  |    ~     ~    |    1| 1184.834   pc  | -32.5689    +32.5689  |paral   |2020yCat.1350....0G
1654|HD 99360                                                                                                                                    |Star                                |11 26 02.7131192520 +02 27 30.018286692|259.6454959129981 +57.9642811660170|  -4.439 -8.740   |8.75     |K0III               |    ~     ~    |    1|  445.673   pc  |  -4.1910     +4.1910  |paral   |2020yCat.1350....0G
1655|BD+02 2410                                                                                                                                  |Star                                |11 18 48.5731715352 +01 56 58.341955956|257.6167737142844 +56.4413546851180|  -31.466 1.610   |9.77     |F8                  |    ~     ~    |    1|  194.530   pc  |  -0.8779     +0.8779  |paral   |2020yCat.1350....0G
1656|TYC 263-395-1                                                                                                                               |Variable Star                       |11 19 54.4910445144 +01 46 05.712059172|258.2092971116296 +56.4734512003330| -12.063 11.735   |10.95    |F8                  |    ~     ~    |    1|  265.562   pc  |  -1.2483     +1.2483  |paral   |2020yCat.1350....0G
1657|BD+02 2416                                                                                                                                  |Star                                |11 22 44.4389754072 +02 00 26.569604448|258.9487383979358 +57.1011715377536| -5.462 -31.519   |9.70     |F8                  |    ~     ~    |    1|  213.211   pc  |  -0.8183     +0.8183  |paral   |2020yCat.1350....0G
1658|BD+02 2417                                                                                                                                  |Star                                |11 23 11.8960837824 +02 12 04.263347592|258.8931361825004 +57.3241605156774| -22.010 29.995   |9.79     |K0                  |    ~     ~    |    1|  391.435   pc  |  -4.3209     +4.3209  |paral   |2020yCat.1350....0G
1659|AG+02 1484                                                                                                                                  |Star                                |11 23 08.2423017360 +02 12 27.167262192|258.8637158512527 +57.3197346533711|-24.163 -17.962   |10.96    |G5                  |    ~     ~    |    1|  158.120   pc  |  -1.7451     +1.7451  |paral   |2020yCat.1350....0G
1660|HD 99074                                                                                                                                    |Variable Star                       |11 24 11.2443919848 +01 50 39.156107496|259.6593023576705 +57.1945348015845|   -7.337 2.159   |9.73     |F3V                 |    ~     ~    |    1|  249.395   pc  |  -1.2191     +1.2191  |paral   |2020yCat.1350....0G
1661|HD 99125                                                                                                                                    |Double or Multiple Star             |11 24 25.7187 +01 55 03.922            |259.6645832 +57.2895832            | -9.740 -16.983   |9.09     |K2III               |    ~     ~    |    0|                |                       |        |                   
1662|HD 99166                                                                                                                                    |Star                                |11 24 45.1120942344 +02 05 47.553046440|259.5805865002356 +57.4804665643797|   -9.128 5.694   |7.63     |G8III               |    ~     ~    |    1|  240.211   pc  |  -1.6445     +1.6445  |paral   |2020yCat.1350....0G
1663|BD+02 2423                                                                                                                                  |High Proper Motion Star             |11 25 32.8045509576 +01 58 02.433345240|260.0200777329128 +57.4988868386754| -30.358 44.410   |10.48    |K0                  |    ~     ~    |    1|  164.761   pc  |  -4.1045     +4.1045  |paral   |2020yCat.1350....0G
1664|HD 99330                                                                                                                                    |Spectroscopic Binary                |11 25 48.9964506336 +01 52 20.372912760|260.2268947081054 +57.4640443982643| -4.138 -28.098   |9.07     |K1III               |    ~     ~    |    1|  209.657   pc  |  -3.8022     +3.8022  |paral   |2020yCat.1350....0G
1665|* 76 Leo                                                                                                                                    |High Proper Motion Star             |11 18 54.9596389944 +01 39 01.423590264|257.9945060229737 +56.2260696722145|-37.527 -55.805   |5.904    |K0III               |    ~     ~    |    1|   86.252   pc  |  -0.2812     +0.2812  |paral   |2020yCat.1350....0G
1666|BD+02 2412                                                                                                                                  |Star                                |11 19 06.2673024600 +01 42 06.520068936|258.0022200159472 +56.2956625267690| -14.302 -6.683   |9.29     |K0                  |    ~     ~    |    1|  302.234   pc  |  -1.6442     +1.6442  |paral   |2020yCat.1350....0G
1667|BD+02 2413                                                                                                                                  |Star                                |11 20 14.7529550880 +01 38 49.064005644|258.4656871373605 +56.4315327035242| 32.079 -17.693   |9.12     |G0                  |    ~     ~    |    1|   87.932   pc  |  -0.1570     +0.1570  |paral   |2020yCat.1350....0G
1668|* 79 Leo                                                                                                                                    |Star                                |11 24 02.3275509000 +01 24 27.945092772|260.0923787140557 +56.8253973690700| -16.268 -0.088   |5.386    |G8III-IIIb          |    ~     ~    |    1|  114.106   pc  |  -0.7213     +0.7213  |paral   |2020yCat.1350....0G
1669|HD 99179                                                                                                                                    |Star                                |11 24 50.7450662760 +01 14 45.220393464|260.5647349533681 +56.8177590018004| -14.776 -2.236   |8.49     |K0III               |    ~     ~    |    1|  310.733   pc  |  -2.2111     +2.2111  |paral   |2020yCat.1350....0G
1670|HD 98198                                                                                                                                    |High Proper Motion Star             |11 17 47.0498019384 +00 47 28.693604328|258.5582160198115 +55.3788993554152|-102.137 -76.233  |8.84     |K1V                 |    ~     ~    |    1|   37.449   pc  |  -0.0370     +0.0370  |paral   |2020yCat.1350....0G
1671|** BAL 1158B                                                                                                                                |Star                                |11 18 28.6474804008 +00 24 57.073237128|259.2052540469534 +55.1912249144784| -25.680 25.742   |10.614   |F8                  |    ~     ~    |    1|  280.838   pc  |  -4.6940     +4.6940  |ST-L    |2020AJ....160...83S
1672|BD+01 2548                                                                                                                                  |Horizontal Branch Star              |11 18 30.0757961448 +00 33 29.520604620|259.0596427191456 +55.3070221041487| -26.009 -2.054   |10.07    |K0                  |    ~     ~    |    1|  633.152   pc  |  -7.7370     +7.7370  |paral   |2020yCat.1350....0G
1673|HD 98399                                                                                                                                    |High Proper Motion Star             |11 19 15.5487601440 +00 43 24.014440380|259.1431840856902 +55.5538378179200| -61.547 -2.673   |7.37     |K0III               |    ~     ~    |    1|  236.150   pc  |  -1.2046     +1.2046  |paral   |2020yCat.1350....0G
1674|BD+01 2551                                                                                                                                  |Red Giant Branch star               |11 19 56.0628123264 +01 00 58.510811772|259.0585790665873 +55.8885297424868| 40.464 -24.686   |9.85     |K0                  |    ~     ~    |    1|  306.354   pc  |  -1.5204     +1.5204  |paral   |2020yCat.1350....0G
1675|HD 98539                                                                                                                                    |Star                                |11 20 15.8119760088 +00 16 26.834723832|259.9777915653287 +55.3517542588913|  27.820 -2.998   |7.68     |G8/K0III/IV         |    ~     ~    |    1|  248.515   pc  |  -1.6181     +1.6181  |paral   |2020yCat.1350....0G
1676|HD 98902                                                                                                                                    |Star                                |11 22 54.1878875304 +00 55 38.976637548|260.2089852251089 +56.2712304930849| -40.557 15.659   |9.33     |F6V                 |    ~     ~    |    1|  125.373   pc  |  -0.2389     +0.2389  |paral   |2020yCat.1350....0G
1677|BD+01 2557                                                                                                                                  |Star                                |11 23 30.7653961200 +00 27 36.072994644|260.9308545295019 +55.9885489145571| 15.934 -18.477   |9.18     |K0                  |    ~     ~    |    1|  415.455   pc  |  -3.7110     +3.7110  |paral   |2020yCat.1350....0G
1678|BD+01 2559                                                                                                                                  |High Proper Motion Star             |11 24 19.6453876320 +00 19 17.576097384|261.3708807989098 +55.9978229696904|-84.692 -94.815   |10.38    |G5                  |    ~     ~    |    1|  321.440   pc  |  -1.9218     +1.9218  |paral   |2020yCat.1350....0G
1679|BD+01 2560                                                                                                                                  |Red Giant Branch star Candidate     |11 24 48.7362587808 +00 22 44.973874200|261.4853338190786 +56.1158341706259| -4.545 -21.261   |9.61     |K0                  |    ~     ~    |    1|  538.677   pc  |  -6.4709     +6.4709  |paral   |2020yCat.1350....0G
1680|HD 99306                                                                                                                                    |Star                                |11 25 39.0316198584 +01 01 26.039997660|261.1012962322498 +56.7596724643269|  -5.549 -1.149   |8.67     |G6/8III/IV          |    ~     ~    |    1|  417.990   pc  |  -4.5950     +4.5950  |paral   |2020yCat.1350....0G
1681|HD 99319                                                                                                                                    |Star                                |11 25 43.0019286336 +01 06 01.290992544|261.0426607145561 +56.8310054992489| -0.127 -23.535   |9.25     |F7V                 |    ~     ~    |    1|  134.802   pc  |  -1.2066     +1.2066  |paral   |2020yCat.1350....0G
1682|HD 99361                                                                                                                                    |Star                                |11 26 03.1392273624 +01 02 22.122072132|261.2321141073110 +56.8317634795908| -11.032 -6.395   |8.20     |K0III               |    ~     ~    |    1|  534.817   pc  | -19.6788    +19.6788  |paral   |2020yCat.1350....0G
1683|BD+00 2767                                                                                                                                  |Variable Star                       |11 19 04.6234471800 +00 08 48.515448336|259.7007264758096 +55.0703285951178|  -45.747 4.785   |9.53     |F5                  |    ~     ~    |    1|  236.446   pc  |  -1.3418     +1.3418  |paral   |2020yCat.1350....0G
1684|BD+00 2773                                                                                                                                  |High Proper Motion Star             |11 21 12.9745181592 +00 09 42.340976388|260.4313652153875 +55.4060218824911|-72.651 -27.663   |10.117   |F8                  |    ~     ~    |    1|  190.975   pc  |  -2.3400     +2.3400  |ST-L    |2020AJ....160...83S
1685|HD 98737                                                                                                                                    |High Proper Motion Star             |11 21 47.7040091808 +00 01 02.168992020|260.7877824071312 +55.3770569371183| 78.303 -69.496   |9.00     |G5                  |    ~     ~    |    1|   87.958   pc  |  -0.1586     +0.1586  |paral   |2020yCat.1350....0G
1686|HD 98759                                                                                                                                    |High Proper Motion Star             |11 21 57.0660035352 +00 03 08.669082168|260.8059423360905 +55.4285357542009| -69.813 25.681   |8.84     |F6V                 |    ~     ~    |    1|  133.481   pc  |  -0.4134     +0.4134  |paral   |2020yCat.1350....0G
1687|BD+00 2780                                                                                                                                  |High Proper Motion Star             |11 22 08.8219092648 +00 07 26.249961396|260.7999083622495 +55.5151790614801|-45.021 -139.446  |9.39     |K2                  |    ~     ~    |    1|   39.568   pc  |  -0.0282     +0.0282  |paral   |2020yCat.1350....0G
1688|HD 98960                                                                                                                                    |Star                                |11 23 17.9507431872 +00 07 55.363718892|261.2013030387764 +55.6929838793110| -40.109 -9.457   |6.029    |K3III               |    ~     ~    |    1|  239.894   pc  |  -3.7983     +3.7983  |paral   |2020yCat.1350....0G
1689|BD+00 2786                                                                                                                                  |Variable Star                       |11 25 03.1442110080 +00 06 57.093824448|261.8488896335649 +55.9379055317680|-13.102 -27.843   |9.72     |F5                  |    ~     ~    |    1|  219.423   pc  |  -0.8618     +0.8618  |paral   |2020yCat.1350....0G
1690|TYC 263-665-1                                                                                                                               |Variable Star                       |11 19 37.6558631328 +00 13 30.971647128|259.8081367634070 +55.2163791256278| -20.024 -0.499   |10.51    |~                   |    ~     ~    |    1|  276.880   pc  |  -4.6870     +4.6870  |ST-L    |2020AJ....160...83S
1691|BD+01 2554                                                                                                                                  |Horizontal Branch Star              |11 21 55.2165932280 +00 17 28.143841200|260.5426305179101 +55.6151886038832|-11.860 -16.303   |10.16    |~                   |    ~     ~    |    1|  801.925   pc  | -13.3761    +13.3761  |paral   |2020yCat.1350....0G
1692|TYC 263-37-1                                                                                                                                |Star                                |11 19 00.6298452696 +01 12 42.221547864|258.5193178935421 +55.8987445648929|  -2.437 -2.810   |10.97    |~                   |    ~     ~    |    1|  779.727   pc  | -10.8827    +10.8827  |paral   |2020yCat.1350....0G
1693|TYC 263-112-1                                                                                                                               |Star                                |11 17 36.5439298992 +02 26 59.114757336|256.6188413483801 +56.6347316767809| 28.921 -29.034   |10.69    |~                   |    ~     ~    |    1|  239.664   pc  |  -1.1430     +1.1430  |paral   |2020yCat.1350....0G
1694|TYC 263-185-1                                                                                                                               |Star                                |11 17 46.4881854288 +02 15 28.416407328|256.9002430606106 +56.5143313927205|-22.902 -19.669   |10.47    |~                   |    ~     ~    |    1| 1925.669   pc  | -71.5683    +71.5683  |paral   |2020yCat.1350....0G
1695|TYC 263-186-1                                                                                                                               |Variable Star                       |11 15 32.2968175008 +01 16 53.055299712|257.2469632547990 +55.4060925566442| 19.705 -12.695   |10.58    |~                   |    ~     ~    |    1|  328.623   pc  |  -1.7819     +1.7819  |paral   |2020yCat.1350....0G
1696|TYC 263-230-1                                                                                                                               |Star                                |11 18 00.6884591184 +02 24 30.834011196|256.8070365473115 +56.6678343638635|  -0.513 -1.225   |10.27    |~                   |    ~     ~    |    1| 2047.083   pc  | -88.0015    +88.0015  |paral   |2020yCat.1350....0G
1697|TYC 263-242-1                                                                                                                               |High Proper Motion Star             |11 16 00.4809770304 +01 28 57.430506324|257.1802314461272 +55.6359690929823|-56.048 -43.240   |9.95     |~                   |    ~     ~    |    1|  144.373   pc  |  -0.3668     +0.3668  |paral   |2020yCat.1350....0G
1698|TYC 263-342-1                                                                                                                               |Star                                |11 19 23.4202249920 +02 21 08.601246756|257.3557290508600 +56.8447628167702|-43.556 -22.981   |10.46    |~                   |    ~     ~    |    1|  230.197   pc  |  -1.4202     +1.4202  |paral   |2020yCat.1350....0G
1699|TYC 263-751-1                                                                                                                               |High Proper Motion Star             |11 19 18.1571571096 +00 23 04.934018436|259.5245374987060 +55.2931586189982|-48.159 -20.984   |10.86    |~                   |    ~     ~    |    1|  155.137   pc  |  -0.5800     +0.5800  |paral   |2020yCat.1350....0G
1700|TYC 263-793-1                                                                                                                               |Star                                |11 19 38.4828741696 +00 25 53.705989164|259.5920078414386 +55.3820262793447| -47.323 -0.392   |10.374   |~                   |    ~     ~    |    1|  185.953   pc  |  -2.0700     +2.0700  |ST-L    |2020AJ....160...83S
1701|TYC 263-895-1                                                                                                                               |Horizontal Branch Star              |11 16 37.6631960400 +00 36 07.749735876|258.3687642463119 +55.0507694862312|   -9.653 2.745   |10.420   |~                   |    ~     ~    |    1|  862.803   pc  | -35.6200    +35.6200  |ST-L    |2020AJ....160...83S
1702|TYC 263-953-1                                                                                                                               |Star                                |11 17 36.7915154592 +00 44 14.966320596|258.5582974548935 +55.3101790665387| -45.201 10.847   |10.20    |~                   |    ~     ~    |    1|   92.224   pc  |  -0.2262     +0.2262  |paral   |2020yCat.1350....0G
1703|TYC 263-1027-1                                                                                                                              |Variable Star                       |11 19 41.7663229464 +00 52 43.044952800|259.1261381349233 +55.7434487639698|  -3.235 -7.387   |10.272   |~                   |    ~     ~    |    1|  353.677   pc  |  -9.1420     +9.1420  |ST-L    |2020AJ....160...83S
1704|TYC 264-93-1                                                                                                                                |Variable Star                       |11 24 16.2109415616 +00 55 32.194465068|260.7041892667216 +56.4751201155978|-46.633 -15.235   |10.38    |~                   |    ~     ~    |    1|  228.436   pc  |  -1.3411     +1.3411  |paral   |2020yCat.1350....0G
1705|TYC 264-168-1                                                                                                                               |Variable Star                       |11 22 25.1301842736 +01 16 51.915688896|259.6476095684514 +56.4787073605411|  -24.576 2.738   |10.97    |~                   |    ~     ~    |    1|  244.942   pc  |  -3.3058     +3.3058  |paral   |2020yCat.1350....0G
1706|TYC 264-190-1                                                                                                                               |High Proper Motion Star             |11 21 36.3873545520 +00 56 40.876062684|259.7272944848023 +56.0882711367788|-27.071 -60.791   |10.66    |~                   |    ~     ~    |    1|  315.706   pc  |  -4.4453     +4.4453  |paral   |2020yCat.1350....0G
1707|TYC 264-492-1                                                                                                                               |Star                                |11 23 03.3291451800 +00 08 30.817661496|261.1039392781410 +55.6647885198322|  -35.891 3.947   |10.361   |~                   |    ~     ~    |    1|  267.423   pc  |  -6.5970     +6.5970  |ST-L    |2020AJ....160...83S
1708|TYC 264-654-1                                                                                                                               |High Proper Motion Star             |11 21 42.6024858624 +01 57 17.211718404|258.6377337549774 +56.9002189927839|118.813 -71.433   |10.77    |~                   |    ~     ~    |    1|  108.135   pc  |  -0.1789     +0.1789  |paral   |2020yCat.1350....0G
1709|TYC 264-847-1                                                                                                                               |Variable Star                       |11 26 07.6079818776 +01 25 41.854655604|260.8352682714912 +57.1554808527839|-11.338 -12.920   |10.88    |~                   |    ~     ~    |    1|  368.487   pc  |  -2.6613     +2.6613  |paral   |2020yCat.1350....0G
1710|TYC 264-888-1                                                                                                                               |Variable Star                       |11 20 19.5902637144 +01 27 47.868154668|258.7005284143893 +56.3003099818305|-14.273 -11.024   |10.82    |~                   |    ~     ~    |    1|  341.565   pc  |  -2.1700     +2.1700  |paral   |2020yCat.1350....0G
1711|TYC 264-1088-1                                                                                                                              |Variable Star                       |11 20 49.1836165944 +01 41 52.804943124|258.6113273306784 +56.5607830012939| -11.278 14.526   |10.52    |~                   |    ~     ~    |    1|  264.564   pc  |  -1.9248     +1.9248  |paral   |2020yCat.1350....0G
1712|TYC 264-1097-1                                                                                                                              |High Proper Motion Star             |11 25 52.6379448792 +02 10 10.744112676|259.9133832989944 +57.7097932272760|  -71.505 0.898   |10.37    |~                   |    ~     ~    |    1|  111.972   pc  |  -0.7510     +0.7510  |paral   |2020yCat.1350....0G
1713|TYC 266-26-1                                                                                                                                |High Proper Motion Star             |11 18 44.9311812480 +02 36 22.973142312|256.8329632679211 +56.9377375145899|-97.019 -11.632   |10.99    |~                   |    ~     ~    |    1|  252.016   pc  |  -0.9908     +0.9908  |paral   |2020yCat.1350....0G
1714|TYC 267-121-1                                                                                                                               |High Proper Motion Star             |11 24 36.4020204816 +02 34 23.683488924|258.9792583022365 +57.8341234827848|-41.596 -59.708   |10.92    |~                   |    ~     ~    |    1|  108.840   pc  |  -0.1658     +0.1658  |paral   |2020yCat.1350....0G
1715|HD 99607                                                                                                                                    |High Proper Motion Star             |11 27 56.0166493320 +44 33 56.983694616|161.2729464118916 +65.8418954998133|-137.742 -6.399   |6.89     |F0                  |    ~     ~    |    1|   82.755   pc  |  -0.1733     +0.1733  |paral   |2020yCat.1350....0G
1716|HD 99914                                                                                                                                    |Star                                |11 29 59.2150679712 +44 39 31.893582672|160.5242427287083 +66.0635084401268|    2.384 1.682   |9.52     |kA4hA9mF1(III)      |    ~     ~    |    1|  441.131   pc  |  -4.0476     +4.0476  |paral   |2020yCat.1350....0G
1717|BD+44 2089                                                                                                                                  |Star                                |11 26 43.0297300296 +43 59 10.561717680|162.7183185708235 +66.0316217714677|-39.348 -11.964   |10.11    |F8                  |    ~     ~    |    1|  147.488   pc  |  -0.3393     +0.3393  |paral   |2020yCat.1350....0G
1718|BD+44 2090                                                                                                                                  |Star                                |11 26 50.1848851608 +43 52 16.438924164|162.9107858208692 +66.1188094309023|-11.657 -18.723   |9.69     |K0                  |    ~     ~    |    1|  586.270   pc  |  -5.0182     +5.0182  |paral   |2020yCat.1350....0G
1719|HD 99560                                                                                                                                    |Double or Multiple Star             |11 27 40.3679 +44 09 48.558            |162.1140754 +66.0576469            |    -15.6 -19.0   |9.33     |F8                  |    ~     ~    |    0|                |                       |        |                   
1720|BD+44 2093                                                                                                                                  |Star                                |11 28 02.3751913608 +43 53 30.362676036|162.5414106885393 +66.2775669148489|-25.645 -11.461   |9.52     |K0                  |    ~     ~    |    1|  576.136   pc  |  -5.5433     +5.5433  |paral   |2020yCat.1350....0G
1721|HD 99660                                                                                                                                    |Star                                |11 28 21.8333036616 +43 51 53.354392092|162.5044270109931 +66.3401813671533|  -1.575 10.352   |8.34     |F0                  |    ~     ~    |    1|  135.759   pc  |  -0.5953     +0.5953  |paral   |2020yCat.1350....0G
1722|HD 99706                                                                                                                                    |High Proper Motion Star             |11 28 30.2135705208 +43 57 59.685949260|162.2667354289642 +66.2969009319732| 45.510 -87.526   |7.64     |K0                  |    ~     ~    |    1|  142.666   pc  |  -0.5597     +0.5597  |paral   |2020yCat.1350....0G
1723|BD+44 2088                                                                                                                                  |Star                                |11 26 15.7157607504 +43 13 07.537482300|164.3641951918588 +66.4263118898200|   7.623 16.486   |10.82    |F8                  |    ~     ~    |    1|  226.249   pc  |  -1.1620     +1.1620  |paral   |2020yCat.1350....0G
1724|HD 99633                                                                                                                                    |Star                                |11 28 06.7524627792 +43 41 44.133795780|162.9070416296978 +66.4084611432703|  -17.457 1.902   |8.87     |K0                  |    ~     ~    |    1|  616.713   pc  |  -8.2533     +8.2533  |paral   |2020yCat.1350....0G
1725|BD+43 2115                                                                                                                                  |Star                                |11 27 34.1245666824 +42 17 13.853135040|165.9363082875499 +67.1623553269886|  -7.208 -0.852   |10.89    |F5                  |    ~     ~    |    1|  318.512   pc  |  -2.4044     +2.4044  |paral   |2020yCat.1350....0G
1726|HD 99578                                                                                                                                    |Star                                |11 27 41.6428236168 +43 05 39.921627696|164.2277404643821 +66.7104408907026|-14.176 -33.524   |9.10     |K0                  |    ~     ~    |    1|  509.139   pc  |  -4.2253     +4.2253  |paral   |2020yCat.1350....0G
1727|HD 99707                                                                                                                                    |High Proper Motion Star             |11 28 29.0744935512 +42 48 48.082630572|164.5854105019010 +66.9935532274863| -63.685 26.205   |8.97     |G0                  |    ~     ~    |    1|  112.627   pc  |  -0.2080     +0.2080  |paral   |2020yCat.1350....0G
1728|HD 99761                                                                                                                                    |High Proper Motion Star             |11 28 51.0446223624 +42 47 35.917928808|164.5248721085755 +67.0595417412366|-36.219 -51.782   |7.15     |K0                  |    ~     ~    |    1|  177.107   pc  |  -0.6148     +0.6148  |paral   |2020yCat.1350....0G
1729|BD+42 2204                                                                                                                                  |Star                                |11 27 16.8725583840 +42 06 37.608352776|166.3895038544065 +67.2189655440414| -19.552 -7.277   |10.27    |F8                  |    ~     ~    |    1|  303.141   pc  |  -5.4034     +5.4034  |paral   |2020yCat.1350....0G
1730|HD 99829                                                                                                                                    |High Proper Motion Star             |11 29 25.5795771144 +44 21 18.604310328|161.2584042779565 +66.1814321081163| -56.540 -5.640   |9.23     |G                   |    ~     ~    |    1|  144.244   pc  |  -0.4016     +0.4016  |paral   |2020yCat.1350....0G
1731|BD+44 2100                                                                                                                                  |Star                                |11 29 26.3279105328 +43 48 03.421086552|162.3290777192510 +66.5318668038829|-26.337 -32.226   |9.70     |F8                  |    ~     ~    |    1|  127.462   pc  |  -0.3233     +0.3233  |paral   |2020yCat.1350....0G
1732|HD 99830                                                                                                                                    |High Proper Motion Star             |11 29 25.1679138384 +43 26 59.112054024|163.0308152058280 +66.7461752612495|-77.335 -22.524   |9.22     |K                   |    ~     ~    |    1|   79.383   pc  |  -0.1166     +0.1166  |paral   |2020yCat.1350....0G
1733|HD 99860                                                                                                                                    |Star                                |11 29 33.1486464480 +43 37 35.220387000|162.6414158365504 +66.6562775800943|  0.753 -49.620   |8.95     |K                   |    ~     ~    |    1|   84.571   pc  |  -0.1295     +0.1295  |paral   |2020yCat.1350....0G
1734|HD 99831                                                                                                                                    |Double or Multiple Star             |11 29 22.6484513208 +42 05 30.435668412|165.8519942138192 +67.5488430310594|   5.092 -7.935   |8.90     |kA4hA7VmF5          |    ~     ~    |    1|  187.283   pc  |  -0.5577     +0.5577  |paral   |2020yCat.1350....0G
1735|TYC 3015-555-1                                                                                                                              |Star                                |11 26 32.9618443296 +44 36 02.209383720|161.5840458531820 +65.6283175570494| 10.229 -31.912   |10.62    |~                   |    ~     ~    |    1|  301.232   pc  |  -2.1506     +2.1506  |paral   |2020yCat.1350....0G
1736|TYC 3015-785-1                                                                                                                              |Star                                |11 27 48.7116514968 +44 06 37.835524044|162.1783286448683 +66.1100943968889|-36.099 -12.643   |10.33    |~                   |    ~     ~    |    1|  238.231   pc  |  -1.0102     +1.0102  |paral   |2020yCat.1350....0G
1737|TYC 3015-846-1                                                                                                                              |Star                                |11 27 19.1031382848 +44 16 35.205763692|161.9934738742491 +65.9377097008057| 34.726 -28.337   |10.83    |~                   |    ~     ~    |    1|  310.241   pc  |  -1.7517     +1.7517  |paral   |2020yCat.1350....0G
1738|TYC 3015-1066-1                                                                                                                             |Spectroscopic Binary                |11 29 40.3689366840 +44 43 57.421294644|160.4744388069608 +65.9732515036402|   4.358 -4.674   |9.85     |~                   |    ~     ~    |    1| 1588.815   pc  | -53.2634    +53.2634  |paral   |2020yCat.1350....0G
