C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:56:44

dec >=0&rah >=11.25&rah< 11.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2263

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
377 |BD+59 1378                                                                                                                                  |Star                                |11 26 20.9447754408 +58 18 07.918937532|142.5789111108411 +55.4608055816887| -4.753 -18.650   |9.86     |G0                  |    ~     ~    |    1|  244.343   pc  |  -0.9135     +0.9135  |paral   |2020yCat.1350....0G
378 |BD+58 1317                                                                                                                                  |Star                                |11 25 48.0 +58 16 00                   |142.7192 +55.4488                  |            ~ ~   |10.33    |~                   |    ~     ~    |    0|                |                       |        |                   
379 |HD 238002                                                                                                                                   |Star                                |11 27 40.4030473632 +57 44 31.406185752|142.8893438084108 +56.0211294667833|   5.006 -9.068   |9.04     |K0                  |    ~     ~    |    1|  448.833   pc  |  -2.6390     +2.6390  |paral   |2020yCat.1350....0G
380 |HD 238003                                                                                                                                   |Star                                |11 28 19.5953840736 +57 52 05.352340764|142.6334060661026 +55.9665307414400|  -0.018 -3.651   |10.39    |G5                  |    ~     ~    |    1|  391.037   pc  |  -2.0643     +2.0643  |paral   |2020yCat.1350....0G
381 |HD 238004                                                                                                                                   |Pulsating Variable                  |11 28 42.1048529208 +57 53 47.837684292|142.5311296204484 +55.9710713248087|  -46.528 3.636   |10.01    |F5                  |    ~     ~    |    1|  374.742   pc  |  -2.2329     +2.2329  |paral   |2020yCat.1350....0G
382 |HD 99859                                                                                                                                    |High Proper Motion Star             |11 29 43.5634989960 +56 44 15.266509872|143.5130434062769 +57.0048378019302|-89.303 -33.538   |6.278    |A5V                 |    ~     ~    |    1|   69.436   pc  |  -0.1147     +0.1147  |paral   |2020yCat.1350....0G
383 |NGC 3683A                          UGC 6484                                                                                                 |Galaxy towards a Group of Galaxies  |11 29 11.7662038440 +57 07 56.355222468|143.2108974596518 +56.6391724074114|            ~ ~   |     ~   |~                   |1.123 0.854    |    1|   41.30    Mpc |                       |        |2016AJ....152...50T
384 |TYC 3828-204-1                                                                                                                              |Star                                |11 29 26.4757015848 +57 01 33.169160064|143.2711597880462 +56.7456808469424| -36.626 24.673   |10.61    |~                   |    ~     ~    |    1|  224.019   pc  |  -0.6273     +0.6273  |paral   |2020yCat.1350....0G
385 |TYC 3828-393-1                                                                                                                              |Star                                |11 26 55.6115678952 +56 28 19.772078952|144.3718329900632 +56.9977976038790| -41.579 21.130   |10.37    |~                   |    ~     ~    |    1|  125.395   pc  |  -0.2264     +0.2264  |paral   |2020yCat.1350....0G
386 |TYC 3828-402-1                                                                                                                              |Spectroscopic Binary                |11 27 51.9328157448 +56 45 20.678209056|143.8761158302436 +56.8432270611305|-59.537 -25.059   |10.91    |~                   |    ~     ~    |    1|  355.657   pc  | -14.4454    +14.4454  |paral   |2020yCat.1350....0G
387 |TYC 3828-512-1                                                                                                                              |Star                                |11 25 52.6139240232 +57 17 04.132788900|143.7166688048929 +56.2557972110906| 15.153 -30.979   |10.84    |~                   |    ~     ~    |    1|  388.606   pc  |  -2.0689     +2.0689  |paral   |2020yCat.1350....0G
388 |TYC 3828-558-1                                                                                                                              |Star                                |11 25 00.6029250864 +57 17 21.085956312|143.8822921150546 +56.1832805462809| -39.665 -4.485   |10.95    |~                   |    ~     ~    |    1|  388.954   pc  |  -2.2693     +2.2693  |paral   |2020yCat.1350....0G
389 |TYC 3828-559-1                                                                                                                              |Star                                |11 25 25.5956074008 +57 10 51.619898316|143.9148529537801 +56.3039156956997| 15.299 -25.143   |10.28    |~                   |    ~     ~    |    1|  340.159   pc  |  -5.3573     +5.3573  |paral   |2020yCat.1350....0G
390 |TYC 3831-32-1                                                                                                                               |Spectroscopic Binary                |11 28 38.4422615520 +57 35 37.524821208|142.8492590050797 +56.2166329248750|-34.671 -17.649   |10.38    |~                   |    ~     ~    |    1|  341.845   pc  | -10.0615    +10.0615  |paral   |2020yCat.1350....0G
391 |TYC 3831-331-1                                                                                                                              |Star                                |11 29 38.8471236336 +58 03 34.781960016|142.1829242374199 +55.9057750119691| -23.417 -3.616   |10.70    |~                   |    ~     ~    |    1|  225.251   pc  |  -0.6545     +0.6545  |paral   |2020yCat.1350....0G
392 |TYC 3831-339-1                                                                                                                              |High Proper Motion Star             |11 25 27.1483395168 +58 40 57.733616208|142.3674638142560 +55.0813384021322|-68.486 -58.495   |10.97    |~                   |    ~     ~    |    1|  139.819   pc  |  -0.2229     +0.2229  |paral   |2020yCat.1350....0G
393 |TYC 3831-512-1                                                                                                                              |High Proper Motion Star             |11 25 53.5884643824 +58 10 55.858213200|142.7868765053273 +55.5250170760849| -56.334 69.507   |10.37    |~                   |    ~     ~    |    1|  161.473   pc  |  -0.4354     +0.4354  |paral   |2020yCat.1350....0G
394 |TYC 3831-641-1                                                                                                                              |Star                                |11 29 10.925232 +58 15 40.90212        |142.074701126 +55.703907851        |       0.2 -7.9   |10.869   |~                   |    ~     ~    |    0|                |                       |        |                   
395 |NGC 3690A                          Mrk 171D                                                                                                 |Active Galaxy Nucleus               |11 28 33.389 +58 33 46.41              |141.899491 +55.407577              |            ~ ~   |     ~   |~                   |    ~     ~    |    0|                |                       |        |                   
396 |NGC 3690                           NGC 3690                                                                                                 |Interacting Galaxies                |11 28 31.326 +58 33 41.80              |141.907314 +55.406157              |            ~ ~   |12.86    |~                   |    ~     ~    |    1|   44.00    Mpc |                       |redshift|2010ApJ...725.2270P
397 |NGC 3690B                          NGC 3690SW                         NAME NGC 3690 West                 NAME NGC 3690 West                 |Galaxy in Pair of Galaxies          |11 28 30.69 +58 33 33.4                |141.91162 +55.40733                |            ~ ~   |     ~   |~                   | 2.9   2.1     |    1|   49.8     Mpc |                       |        |2000ApJ...529..786M
398 |HD 237980                                                                                                                                   |Star                                |11 15 22.8828020088 +58 24 06.086653776|144.4868769869330 +54.5218983198036|   19.723 2.036   |10.04    |F0                  |    ~     ~    |    1|  398.486   pc  |  -2.3977     +2.3977  |paral   |2020yCat.1350....0G
399 |TYC 3831-798-1                                                                                                                              |Star                                |11 17 01.5434506008 +58 22 11.479530756|144.2291504050377 +54.6805220075949|  -0.067 -1.616   |10.79    |~                   |    ~     ~    |    1| 1009.184   pc  | -42.4694    +42.4694  |paral   |2020yCat.1350....0G
400 |HD 98618                                                                                                                                    |High Proper Motion Star             |11 21 29.0692801008 +58 29 03.702495840|143.3023045937134 +54.9421715497215|  41.431 28.537   |7.651    |G5V                 |    ~     ~    |    1|   41.010   pc  |  -0.0335     +0.0335  |paral   |2020yCat.1350....0G
401 |HD 98662                                                                                                                                    |Star                                |11 21 42.7382207832 +58 25 18.824680992|143.3249578353299 +55.0101487804271|   -5.187 1.395   |9.59     |A5                  |    ~     ~    |    1|  377.743   pc  |  -2.3116     +2.3116  |paral   |2020yCat.1350....0G
402 |TYC 3831-310-1                                                                                                                              |Star                                |11 21 32.0139741384 +58 41 35.474681616|143.0788206393177 +54.7775422885280| 16.469 -30.461   |10.22    |~                   |    ~     ~    |    1|  150.618   pc  |  -0.2995     +0.2995  |paral   |2020yCat.1350....0G
403 |HD 97763                                                                                                                                    |Star                                |11 15 35.6510881656 +58 12 53.656415172|144.6506283921851 +54.6852194285184|-10.846 -22.021   |8.03     |K2                  |    ~     ~    |    1|  250.319   pc  |  -1.1279     +1.1279  |paral   |2020yCat.1350....0G
404 |HD 237982                                                                                                                                   |High Proper Motion Star             |11 15 44.9223631296 +58 07 47.527471740|144.7151874890391 +54.7643148475170|-74.120 -43.801   |10.17    |G5                  |    ~     ~    |    1|  464.792   pc  |  -3.1757     +3.1757  |paral   |2020yCat.1350....0G
405 |BD+58 1312                                                                                                                                  |Star                                |11 18 20.1551824416 +58 06 50.282261604|144.2661324906113 +54.9883309978414|    3.021 0.293   |9.89     |~                   |    ~     ~    |    1|  303.003   pc  |  -7.5285     +7.5285  |paral   |2020yCat.1350....0G
406 |BD+58 1313                                                                                                                                  |Star                                |11 18 47.6889345456 +57 55 04.925464356|144.3920919860506 +55.1803842187769|  -29.954 5.907   |10.30    |F8                  |    ~     ~    |    1|  134.873   pc  |  -0.2492     +0.2492  |paral   |2020yCat.1350....0G
407 |BD+58 1314                                                                                                                                  |High Proper Motion Star             |11 19 53.8274278392 +58 09 48.295481364|143.9284168089409 +55.0745211972910| -60.491 -0.384   |10.01    |~                   |    ~     ~    |    1|  198.173   pc  |  -1.8458     +1.8458  |paral   |2020yCat.1350....0G
408 |TYC 3831-92-1                                                                                                                               |Star                                |11 19 57.7139951856 +57 54 09.163433160|144.1933165843981 +55.2872392505493|    4.946 2.313   |10.74    |F8                  |    ~     ~    |    1|  309.463   pc  |  -1.2354     +1.2354  |paral   |2020yCat.1350....0G
409 |CSI+58-11171                                                                                                                                |Star                                |11 20 00.0 +57 55 00                   |144.1712 +55.2791                  |            ~ ~   |10.7     |~                   |    ~     ~    |    0|                |                       |        |                   
410 |HD 237984                                                                                                                                   |Star                                |11 17 01.6469996136 +56 30 31.305897000|146.2872736184895 +56.1293297092751|  -17.103 6.025   |10.16    |F8                  |    ~     ~    |    1|  223.989   pc  |  -0.7375     +0.7375  |paral   |2020yCat.1350....0G
411 |BD+58 1311                                                                                                                                  |Star                                |11 17 56.8216155504 +57 29 50.478245880|145.0051640712856 +55.4412544870415| -5.554 -11.584   |10.51    |K                   |    ~     ~    |    1| 1612.383   pc  | -75.9136    +75.9136  |paral   |2020yCat.1350....0G
412 |HD 237996                                                                                                                                   |High Proper Motion Star             |11 23 51.8815657224 +57 21 01.169041212|144.0410237632040 +56.0425374583518| 89.919 -28.363   |9.42     |F8                  |    ~     ~    |    1|  124.239   pc  |  -0.2068     +0.2068  |paral   |2020yCat.1350....0G
413 |BD+58 1316                                                                                                                                  |High Proper Motion Star             |11 23 53.3842461096 +57 39 46.832533272|143.7057922611790 +55.7925527888751|-66.226 -40.145   |9.95     |G5                  |    ~     ~    |    1|  102.910   pc  |  -0.1896     +0.1896  |paral   |2020yCat.1350....0G
414 |HD 237989                                                                                                                                   |Star                                |11 19 10.3806926880 +56 17 05.652642876|146.1304621646395 +56.4907728181959|  -8.935 -0.016   |9.58     |G5                  |    ~     ~    |    1|  543.301   pc  |  -4.0144     +4.0144  |paral   |2020yCat.1350....0G
415 |HD 98449                                                                                                                                    |Star                                |11 20 15.9432638352 +56 36 24.128030304|145.5531834894140 +56.3346753381885|   -8.110 4.036   |8.61     |G5                  |    ~     ~    |    1|  292.800   pc  |  -1.4832     +1.4832  |paral   |2020yCat.1350....0G
416 |HD 98673                                                                                                                                    |High Proper Motion Star             |11 21 49.2888601392 +57 04 29.481890016|144.7337079548539 +56.0963936417294|  -58.198 5.265   |6.440    |A7Vn                |    ~     ~    |    1|   85.172   pc  |  -0.1756     +0.1756  |paral   |2020yCat.1350....0G
417 |BD+57 1318                                                                                                                                  |Star                                |11 22 46.9773616464 +56 30 29.972621736|145.1683123223297 +56.6258539542104|   8.780 -4.679   |9.95     |F8w                 |    ~     ~    |    1|  266.219   pc  |  -0.9143     +0.9143  |paral   |2020yCat.1350....0G
418 |BD+57 1319                                                                                                                                  |Star                                |11 25 10.8037221048 +56 52 01.615175220|144.2989921587461 +56.5373937578340| -13.269 -1.295   |9.72     |F5                  |    ~     ~    |    1|  315.617   pc  |  -1.3249     +1.3249  |paral   |2020yCat.1350....0G
419 |BD+57 1320                                                                                                                                  |Star                                |11 25 19.9157809248 +56 18 01.256309028|144.8852759995349 +57.0047788653852|  -5.297 -5.003   |9.88     |K5                  |    ~     ~    |    1| 1377.980   pc  | -25.2544    +25.2544  |paral   |2020yCat.1350....0G
420 |HD 98214                                                                                                                                    |Star                                |11 18 31.7997949968 +56 11 41.126079444|146.3591570494081 +56.5038809355965|-27.205 -11.297   |7.357    |K0III               |    ~     ~    |    1|  276.174   pc  |  -1.4263     +1.4263  |paral   |2020yCat.1350....0G
421 |HD 98316                                                                                                                                    |Star                                |11 19 11.8381177128 +55 54 03.758550084|146.5683007338576 +56.7897596741581|    8.484 0.250   |8.52     |G8III               |    ~     ~    |    1|  355.935   pc  |  -2.0397     +2.0397  |paral   |2020yCat.1350....0G
422 |HD 237990                                                                                                                                   |Star                                |11 19 34.9166776656 +56 06 44.008994484|146.2484494376329 +56.6605630631676|-19.783 -13.886   |10.19    |F5                  |    ~     ~    |    1|  225.098   pc  |  -0.8158     +0.8158  |paral   |2020yCat.1350....0G
423 |HD 237991                                                                                                                                   |Star                                |11 19 43.7431560168 +56 12 37.015778052|146.1071108732149 +56.5973928424501|  -18.428 1.465   |10.01    |G5                  |    ~     ~    |    1| 1063.377   pc  | -56.5386    +56.5386  |paral   |2020yCat.1350....0G
424 |NGC 3625                           NGC 3625                                                                                                 |Galaxy in Pair of Galaxies          |11 20 31.3717167648 +57 46 53.046196500|144.2182236355759 +55.4288267588678|            ~ ~   |     ~   |~                   |0.877 0.333    |    1|   37.67    Mpc |  -3.73       +3.73    |T-F     |2020ApJ...902..145K
425 |NGC 3619                           NGC 3619                                                                                                 |Galaxy towards a Group of Galaxies  |11 19 21.5781353400 +57 45 28.018459368|144.4601217257467 +55.3530925803658|            ~ ~   |     ~   |~                   |1.230 1.132    |    1|   31.9700  Mpc |                       |redshift|2019A&A...631A..38L
426 |NGC 3613                           NGC 3613                                                                                                 |Galaxy towards a Group of Galaxies  |11 18 36.130 +57 59 59.73              |144.339581 +55.100022              |            ~ ~   |     ~   |~                   |1.917 0.997    |    1|   28.8403  Mpc |                       |redshift|2019A&A...631A..38L
427 |TYC 3827-955-1                                                                                                                              |Star                                |11 15 13.0579446144 +57 21 58.694355144|145.6525260677642 +55.3116408070856|   -4.279 3.329   |10.61    |~                   |    ~     ~    |    1|  846.597   pc  | -10.6792    +10.6792  |paral   |2020yCat.1350....0G
428 |TYC 3828-42-1                                                                                                                               |Star                                |11 17 20.6677819296 +56 03 35.923925412|146.7454357947792 +56.5017740810398|  -22.394 4.210   |10.53    |~                   |    ~     ~    |    1|  195.084   pc  |  -0.9552     +0.9552  |paral   |2020yCat.1350....0G
429 |TYC 3828-118-1                                                                                                                              |Star                                |11 23 21.2565066456 +56 16 29.609946084|145.3139268039568 +56.8590164919063|-23.263 -14.999   |10.97    |~                   |    ~     ~    |    1|  307.022   pc  |  -1.2066     +1.2066  |paral   |2020yCat.1350....0G
430 |TYC 3828-132-1                                                                                                                              |Star                                |11 18 31.1692928448 +56 27 23.228680500|146.0612042755263 +56.3006493719268|  -25.079 0.342   |10.80    |~                   |    ~     ~    |    1|  279.150   pc  | -23.9775    +23.9775  |paral   |2020yCat.1350....0G
431 |TYC 3828-139-1                                                                                                                              |Star                                |11 19 26.6866577688 +56 27 28.275203124|145.8805811634908 +56.3801317344793|   8.141 -3.311   |10.95    |~                   |    ~     ~    |    1|  295.456   pc  |  -1.2483     +1.2483  |paral   |2020yCat.1350....0G
432 |TYC 3828-141-1                                                                                                                              |Spectroscopic Binary                |11 22 19.4952844824 +56 59 53.304546624|144.7196770747146 +56.1989309252716|-26.696 -10.323   |10.74    |~                   |    ~     ~    |    1|  292.116   pc  |  -2.2613     +2.2613  |paral   |2020yCat.1350....0G
433 |TYC 3828-223-1                                                                                                                              |Star                                |11 16 23.1994320240 +56 19 21.443625120|146.6239338100486 +56.2150636698489| -12.920 -3.639   |10.35    |~                   |    ~     ~    |    1|  897.827   pc  | -11.2047    +11.2047  |paral   |2020yCat.1350....0G
434 |TYC 3828-372-1                                                                                                                              |High Proper Motion Star             |11 16 10.1781303216 +56 47 21.651568296|146.1283365740933 +55.8381943412521|-32.827 -40.991   |10.83    |~                   |    ~     ~    |    1|  256.997   pc  |  -0.8454     +0.8454  |paral   |2020yCat.1350....0G
435 |TYC 3828-400-1                                                                                                                              |Star                                |11 22 05.3946087888 +56 14 27.982041864|145.6050659838952 +56.7779055881830|   -5.082 3.739   |10.53    |~                   |    ~     ~    |    1|  883.704   pc  | -11.7140    +11.7140  |paral   |2020yCat.1350....0G
436 |GSC 03828-00446                                                                                                                             |Double or Multiple Star             |11 20 47.1289937136 +56 31 52.711007664|145.5364301922845 +56.4382276426049|  8.132 -11.834   |10.865   |~                   |    ~     ~    |    1|  323.415   pc  |  -1.3493     +1.3493  |paral   |2020yCat.1350....0G
437 |TYC 3828-486-1                                                                                                                              |High Proper Motion Star             |11 20 21.1184766096 +57 28 38.579489652|144.5771711988618 +55.6562144227411|-100.192 -102.684 |10.43    |~                   |    ~     ~    |    1|  147.005   pc  |  -0.4819     +0.4819  |paral   |2020yCat.1350....0G
438 |TYC 3828-582-1                                                                                                                              |Star                                |11 24 01.6888136688 +57 19 55.415337456|144.0286716329772 +56.0703277618848| -27.998 11.593   |10.87    |~                   |    ~     ~    |    1|  364.950   pc  |  -1.6382     +1.6382  |paral   |2020yCat.1350....0G
439 |TYC 3828-672-1                                                                                                                              |Star                                |11 18 06.4644301944 +55 53 15.590837472|146.7980849817867 +56.7024075083194| -25.365 -9.542   |10.60    |~                   |    ~     ~    |    1|  621.002   pc  |  -4.8977     +4.8977  |paral   |2020yCat.1350....0G
440 |TYC 3831-128-1                                                                                                                              |High Proper Motion Star             |11 16 03.9737695080 +57 40 57.190418976|145.1467553574635 +55.1390810171576| 31.595 -55.873   |10.03    |~                   |    ~     ~    |    1|  189.022   pc  |  -0.4716     +0.4716  |paral   |2020yCat.1350....0G
441 |HD 99620                                                                                                                                    |Star                                |11 28 11.4815649980 +55 40 05.360544417|144.9887672500619 +57.7507460861400|   2.707 -1.894   |7.700    |A0                  |    ~     ~    |    1|  125.493   pc  |  -0.3370     +0.3370  |paral   |2020yCat.1350....0G
442 |HD 99807                                                                                                                                    |Star                                |11 29 31.7376127992 +54 48 07.328555532|145.6745658718334 +58.5604442896953|  0.911 -29.361   |8.23     |K0III-IV            |    ~     ~    |    1|  297.672   pc  |  -1.5329     +1.5329  |paral   |2020yCat.1350....0G
443 |BD+54 1444                                                                                                                                  |High Proper Motion Star             |11 29 16.5813193320 +54 00 41.258518380|146.6534304611735 +59.1688980080595| 64.233 -21.697   |10.45    |G0                  |    ~     ~    |    1|  157.714   pc  |  -0.3209     +0.3209  |paral   |2020yCat.1350....0G
444 |HD 233837                                                                                                                                   |Star                                |11 29 47.8769381976 +54 08 58.045952508|146.3716512266755 +59.1056452684363|  -4.136 -3.415   |9.20     |G0                  |    ~     ~    |    1|  769.764   pc  |  -7.6437     +7.6437  |paral   |2020yCat.1350....0G
445 |TYC 3828-936-1                                                                                                                              |Spectroscopic Binary                |11 27 36.5165767104 +55 47 04.936075044|144.9829248716638 +57.6082507732513|   -3.691 1.044   |9.74     |~                   |    ~     ~    |    1|  900.820   pc  | -35.1369    +35.1369  |paral   |2020yCat.1350....0G
446 |HD 237994                                                                                                                                   |Star                                |11 22 43.2802205112 +55 43 47.035636608|146.0590713963319 +57.2341747697941| -15.814 -5.115   |10.54    |G5                  |    ~     ~    |    1|  306.072   pc  | -17.0686    +17.0686  |paral   |2020yCat.1350....0G
447 |HD 99283                                                                                                                                    |High Proper Motion Star             |11 25 57.1097721312 +55 51 01.648051416|145.2568626426158 +57.4163478545200| -71.604 48.196   |5.700    |K0III               |    ~     ~    |    1|  108.893   pc  |  -0.3949     +0.3949  |paral   |2020yCat.1350....0G
448 |NGC 3594                           NGC 3594                                                                                                 |Galaxy                              |11 16 13.9864862880 +55 42 15.452209404|147.3797968048146 +56.6713911731166|    0.029 0.050   |     ~   |~                   |0.650 0.624    |    0|                |                       |        |                   
449 |HD 237985                                                                                                                                   |Star                                |11 17 13.2203350056 +55 06 36.756681084|147.8993387917618 +57.2119952029011| -13.736 -8.011   |9.28     |F8                  |    ~     ~    |    1|  282.159   pc  |  -8.5903     +8.5903  |paral   |2020yCat.1350....0G
450 |HD 237986                                                                                                                                   |Star                                |11 18 28.5190807752 +55 16 30.678653820|147.4499923269851 +57.2038558537248|   -4.533 4.749   |9.04     |K5                  |    ~     ~    |    1|  671.051   pc  |  -6.7997     +6.7997  |paral   |2020yCat.1350....0G
451 |HD 237999                                                                                                                                   |Double or Multiple Star             |11 25 46.352064 +55 26 24.53820        |145.757660986 +57.727597759        |    -59.9 -67.3   |9.57     |G5                  |    ~     ~    |    0|                |                       |        |                   
452 |HD 99489                                                                                                                                    |Star                                |11 27 13.6377307530 +55 13 10.801500791|145.6995885591919 +58.0283635925308| -43.749 11.182   |7.75     |K0III               |    ~     ~    |    1|  266.61    pc  |  -1.2581     +1.2581  |paral   |2020yCat.1350....0G
453 |HD 237987                                                                                                                                   |Star                                |11 18 34.7935579464 +54 37 02.817181380|148.2267545723220 +57.7120606573572|   2.046 -2.063   |10.31    |G5                  |    ~     ~    |    1|  792.393   pc  | -10.1718    +10.1718  |paral   |2020yCat.1350....0G
454 |HD 237988                                                                                                                                   |High Proper Motion Star             |11 19 03.4883155488 +54 39 02.606482260|148.0880396582239 +57.7322757576954| -59.122 12.478   |9.35     |K2                  |    ~     ~    |    1|  231.836   pc  |  -0.7525     +0.7525  |paral   |2020yCat.1350....0G
455 |HD 237992                                                                                                                                   |Star                                |11 20 32.1617642016 +54 22 53.356872612|148.1124111310806 +58.0762477688259|-16.921 -20.287   |9.59     |F8                  |    ~     ~    |    1|  239.837   pc  |  -0.7996     +0.7996  |paral   |2020yCat.1350....0G
456 |AG+55 780                                                                                                                                   |Long-Period Variable Candidate      |11 20 56.7256355640 +54 49 58.276023096|147.4780893502807 +57.7700231291407| -2.990 -10.023   |9.88     |M8                  |    ~     ~    |    1|  931.532   pc  | -25.5119    +25.5119  |paral   |2020yCat.1350....0G
457 |HD 237993                                                                                                                                   |Spectroscopic Binary                |11 22 01.7341311696 +54 39 00.021279816|147.4724553357415 +58.0105933720566|-119.574 -2.156   |9.44     |F8                  |    ~     ~    |    1|  116.720   pc  |  -0.3515     +0.3515  |paral   |2020yCat.1350....0G
458 |HD 99222                                                                                                                                    |Pulsating Variable                  |11 25 34.9990963608 +54 24 30.691068408|147.0019932056144 +58.5234009706936|-21.967 -13.109   |8.54     |F0                  |    ~     ~    |    1|  256.193   pc  |  -1.2339     +1.2339  |paral   |2020yCat.1350....0G
459 |HD 238000                                                                                                                                   |High Proper Motion Star             |11 25 50.3501347968 +54 20 02.263453296|147.0352820062916 +58.6049275005097|-21.122 -110.733  |9.95     |G5                  |    ~     ~    |    1|   95.249   pc  |  -0.1116     +0.1116  |paral   |2020yCat.1350....0G
460 |HD 238001                                                                                                                                   |Star                                |11 26 54.1705521048 +54 59 22.534361988|146.0334195081833 +58.1832104419154| -22.675 -7.795   |10.16    |G5                  |    ~     ~    |    1|  133.275   pc  |  -0.3002     +0.3002  |paral   |2020yCat.1350....0G
461 |HD 99472                                                                                                                                    |Double or Multiple Star             |11 27 13.7292361032 +54 57 46.907073936|145.9935859174990 +58.2327353323605|   4.743 -8.970   |8.50     |K2                  |    ~     ~    |    1|  323.060   pc  |  -1.8160     +1.8160  |paral   |2020yCat.1350....0G
462 |HD 99072                                                                                                                                    |High Proper Motion Star             |11 24 37.2958732800 +53 58 04.600945920|147.7450826491838 +58.7772640936959|-35.078 -35.498   |9.31     |G                   |    ~     ~    |    1|  113.033   pc  |  -0.1801     +0.1801  |paral   |2020yCat.1350....0G
463 |BD+54 1435                                                                                                                                  |Star                                |11 19 09.0052615008 +53 18 33.419520072|149.7587270582399 +58.7454353795421|   4.425 -8.707   |9.67     |K5                  |    ~     ~    |    1| 1194.172   pc  | -21.9611    +21.9611  |paral   |2020yCat.1350....0G
464 |HD 98352                                                                                                                                    |Star                                |11 19 23.9975614584 +53 39 41.980600584|149.2527816251773 +58.5084251291883|   -9.548 3.490   |9.19     |F8                  |    ~     ~    |    1|  149.160   pc  |  -2.7967     +2.7967  |paral   |2020yCat.1350....0G
465 |HD 233831                                                                                                                                   |High Proper Motion Star             |11 26 11.5327434672 +53 32 38.658020064|147.9181226152975 +59.2522621456094| -1.845 -80.477   |10.49    |G5                  |    ~     ~    |    1|  183.234   pc  |  -0.5372     +0.5372  |paral   |2020yCat.1350....0G
466 |NGC 3656                           NGC 3656                                                                                                 |Galaxy in Pair of Galaxies          |11 23 38.6139450288 +53 50 31.100522064|148.1141411173140 +58.7822692211371|            ~ ~   |12.75    |~                   |0.983 0.806    |    1|   37.0     Mpc |                       |T-F     |2011PASP..123.1011A
467 |NGC 3631                           NGC 3631                                                                                                 |Interacting Galaxies                |11 21 02.8871865144 +53 10 10.415331660|149.5307235937970 +59.0391882439248|            ~ ~   |     ~   |~                   |    ~     ~    |    1|    8.7498  Mpc |                       |redshift|2019A&A...631A..38L
468 |TYC 3825-7-1                                                                                                                                |Star                                |11 15 56.2768847592 +54 04 26.753088000|149.4446861944925 +57.8601126449777|  -4.417 -6.947   |10.60    |~                   |    ~     ~    |    1|  211.640   pc  |  -0.6674     +0.6674  |paral   |2020yCat.1350....0G
469 |TYC 3825-19-1                                                                                                                               |High Proper Motion Star             |11 16 05.2994389848 +54 59 27.210582276|148.2695661902148 +57.1945484419747|-50.114 -22.700   |10.58    |~                   |    ~     ~    |    1|  314.911   pc  |  -1.3983     +1.3983  |paral   |2020yCat.1350....0G
470 |TYC 3825-27-1                                                                                                                               |Star                                |11 16 13.0961453808 +54 54 07.277888196|148.3528529147941 +57.2733788520073| -21.476 -0.505   |10.26    |~                   |    ~     ~    |    1|  348.420   pc  |  -1.8574     +1.8574  |paral   |2020yCat.1350....0G
471 |TYC 3825-44-1                                                                                                                               |Red Giant Branch star Candidate     |11 15 41.3641141152 +54 41 44.946513420|148.7128239126062 +57.3761443901997| -15.880 -5.116   |10.44    |~                   |    ~     ~    |    1| 1440.715   pc  | -38.3997    +38.3997  |paral   |2020yCat.1350....0G
472 |TYC 3825-187-1                                                                                                                              |Star                                |11 28 23.4092005416 +53 18 25.812708552|147.7099935449185 +59.6423024234152| -14.428 34.120   |10.93    |~                   |    ~     ~    |    1|  283.070   pc  |  -1.2099     +1.2099  |paral   |2020yCat.1350....0G
473 |GSC 03825-00331                                                                                                                             |Double or Multiple Star             |11 22 16.958976 +54 38 41.34228        |147.425352205 +58.038015593        |    -10.3 -26.9   |10.472   |~                   |    ~     ~    |    0|                |                       |        |                   
474 |TYC 3825-503-1                                                                                                                              |Star                                |11 24 08.0035676136 +53 33 09.316783260|148.3667399976138 +59.0505827680514| -18.290 -6.328   |10.07    |~                   |    ~     ~    |    1| 1218.621   pc  | -20.1965    +20.1965  |paral   |2020yCat.1350....0G
475 |TYC 3825-533-1                                                                                                                              |Star                                |11 16 44.9503488960 +53 12 29.703373740|150.3975192566382 +58.5758837476871|   9.023 -6.370   |10.42    |~                   |    ~     ~    |    1|  824.198   pc  | -14.2654    +14.2654  |paral   |2020yCat.1350....0G
476 |TYC 3825-644-1                                                                                                                              |Star                                |11 24 09.9808537992 +54 14 18.670034616|147.5143959601230 +58.5257470364338| 13.786 -19.288   |10.84    |~                   |    ~     ~    |    1|  187.579   pc  |  -0.4328     +0.4328  |paral   |2020yCat.1350....0G
477 |TYC 3825-1074-1                                                                                                                             |Spectroscopic Binary                |11 26 09.9508135992 +53 35 13.148776788|147.8709939631255 +59.2165442349980|   5.124 -5.252   |10.86    |~                   |    ~     ~    |    1|  359.299   pc  |  -1.8848     +1.8848  |paral   |2020yCat.1350....0G
