C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST03:43:58

Vmag< 11&dec >=0&rah >=0.75&rah< 1.0
------------------------------------

Number of objects : 4837

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------
1127|TYC 3672-2366-1                                                       |Star                           |00 58 59.6795636016 +56 05 15.525358764|123.9932141684707 -06.7685290332448|  -0.547 -3.464   |10.85    |~                   |    ~     ~    
1128|TYC 3672-2480-1                                                       |Star                           |00 58 19.7125383312 +55 46 14.346675408|123.9082947619225 -07.0880321385504|  -0.572 -0.512   |10.15    |~                   |    ~     ~    
1129|GSC 03672-02508                                                       |Double or Multiple Star        |00 53 40.694544 +56 13 43.53528        |123.245363226 -06.641624341        |       7.9 -2.0   |10.254   |~                   |    ~     ~    
1130|TYC 3676-108-1                                                        |Star                           |00 54 59.4105254904 +56 18 07.075486620|123.4278782000536 -06.5663614164635|    6.787 1.707   |10.85    |~                   |    ~     ~    
1131|TYC 3676-199-1                                                        |Star                           |00 57 32.8128951696 +57 39 22.254663204|123.7523130216614 -05.2058343866234|   7.566 -0.208   |10.87    |~                   |    ~     ~    
1132|TYC 3676-208-1                                                        |Star                           |00 56 30.3430615992 +57 53 29.791059576|123.6078443077638 -04.9734878175460| -2.330 -15.881   |10.69    |~                   |    ~     ~    
1133|TYC 3676-276-1                                                        |Star                           |00 53 33.3367115304 +56 19 52.995347472|123.2273515552237 -06.5391452382659|  -7.590 -2.591   |10.78    |~                   |    ~     ~    
1134|TYC 3676-466-1                                                        |Star                           |00 58 14.2455069408 +56 22 45.161476572|123.8790932517814 -06.4800307700916|   1.166 -1.713   |10.16    |~                   |    ~     ~    
1135|TYC 3676-551-1                                                        |Star                           |00 55 01.0268813304 +57 50 19.718445840|123.4100575686291 -05.0296140541426|  -5.054 -1.719   |10.81    |~                   |    ~     ~    
1136|TYC 3676-619-1                                                        |High Proper Motion Star        |00 56 48.7470170640 +57 44 53.454066360|123.6517651852161 -05.1160538280293| 55.598 -22.782   |10.00    |~                   |    ~     ~    
1137|TYC 3676-643-1                                                        |Star                           |00 58 07.8854796432 +57 38 17.195071668|123.8312682817407 -05.2219490906924|   4.437 -1.466   |10.63    |~                   |    ~     ~    
1138|TYC 3676-662-1                                                        |High Proper Motion Star        |00 58 48.5878484352 +56 22 41.201232132|123.9588335636484 -06.4789366381427|  77.485 -9.819   |10.71    |~                   |    ~     ~    
1139|TYC 3676-689-1                                                        |Star                           |00 57 34.3885222032 +57 39 31.850793792|123.7557748636605 -05.2030857196561|   -9.844 7.689   |10.87    |~                   |    ~     ~    
1140|TYC 3676-841-1                                                        |Star                           |00 58 56.1219061920 +57 39 54.523871712|123.9384617775910 -05.1919487348176|   1.230 -3.272   |10.69    |~                   |    ~     ~    
1141|TYC 3676-848-1                                                        |Star                           |00 59 21.9069083904 +57 06 43.590346560|124.0133142561562 -05.7429936342410|   -4.045 0.539   |10.78    |~                   |    ~     ~    
1142|TYC 3676-861-1                                                        |Star                           |00 56 46.2132831960 +57 54 13.093771248|123.6428663653927 -04.9607495173019|  -2.860 -5.427   |10.48    |~                   |    ~     ~    
1143|TYC 3676-883-1                                                        |Star                           |00 55 02.6212530144 +57 40 24.312405828|123.4159413862306 -05.1949387566119|   6.639 -1.404   |10.60    |~                   |    ~     ~    
1144|TYC 3676-905-1                                                        |Star                           |00 57 29.3674693416 +57 47 04.349554836|123.7415624420113 -05.0776924972599|   1.259 -6.880   |10.62    |~                   |    ~     ~    
1145|TYC 3676-1059-1                                                       |Star                           |00 59 52.7706749736 +57 53 56.861292840|124.0574393371362 -04.9541703773259|  -1.360 -1.023   |10.69    |~                   |    ~     ~    
1146|TYC 3676-1060-1                                                       |Star                           |00 56 21.0420907248 +56 24 23.571305316|123.6157868497962 -06.4586765536641|   -0.194 0.013   |10.42    |~                   |    ~     ~    
1147|TYC 3676-1088-1                                                       |Star                           |00 55 58.8562282656 +56 45 57.373526520|123.5579048590534 -06.1002886422870|   15.109 2.355   |10.81    |~                   |    ~     ~    
1148|TYC 3676-1213-1                                                       |Star                           |00 56 11.6907037608 +56 28 21.699273576|123.5928569971949 -06.3929486494319|   2.923 -1.824   |10.82    |~                   |    ~     ~    
1149|TYC 3676-1279-1                                                       |Star                           |00 57 55.1518373880 +56 21 22.949847828|123.8353568458045 -06.5040030615396| 29.269 -30.270   |10.44    |~                   |    ~     ~    
1150|TYC 3676-1329-1                                                       |Star                           |00 57 13.2226191528 +56 32 06.161117136|123.7339041874890 -06.3276983173789|  16.270 -2.977   |10.38    |~                   |    ~     ~    
1151|TYC 3676-1486-1                                                       |Star                           |00 53 21.6119139360 +56 42 51.863178384|123.1971967906239 -06.1563510400061|  11.190 -2.481   |10.05    |~                   |    ~     ~    
1152|GSC 03676-01640                                                       |Double or Multiple Star        |00 56 00.2583702048 +57 22 00.752612088|123.5503588967380 -05.4993885082339|  -2.456 -5.733   |10.558   |~                   |    ~     ~    
1153|TYC 3676-1681-1                                                       |Star                           |00 58 22.7827234800 +56 22 45.483295944|123.8989061424894 -06.4794126072001|  -8.416 -2.556   |10.38    |~                   |    ~     ~    
1154|GSC 03676-01683                                                       |Double or Multiple Star        |00 55 08.260176 +57 13 30.92700        |123.435052593 -05.642875753        |      -8.2 -3.7   |9.806    |~                   |    ~     ~    
1155|TYC 3676-1712-1                                                       |Star                           |00 53 23.4573518904 +56 56 11.505655032|123.1997376305661 -05.9342026524129|   6.156 -3.567   |10.49    |~                   |    ~     ~    
1156|TYC 3676-1780-1                                                       |Star                           |00 58 58.3546143912 +56 42 41.631296292|123.9716276599996 -06.1449720447497|   0.637 -0.417   |10.89    |~                   |    ~     ~    
1157|GSC 03676-01847                                                       |Spectroscopic Binary           |00 56 47.2342005216 +56 48 54.782102124|123.6679530640933 -06.0488853670307|   6.242 -5.211   |10.524   |~                   |    ~     ~    
1158|TYC 3676-1976-1                                                       |Star                           |00 54 18.2136780624 +57 28 02.573021424|123.3189090375067 -05.4022129592518| 24.065 -13.546   |10.00    |~                   |    ~     ~    
1159|TYC 3676-1988-1                                                       |Star                           |00 58 44.1618693096 +57 10 01.872183216|123.9259471410303 -05.6904745091000|   4.274 -2.135   |10.69    |~                   |    ~     ~    
1160|TYC 3676-2104-1                                                       |Star                           |00 55 25.4896598136 +57 30 17.719188120|123.4697299343795 -05.3626622728775|  -9.744 -5.432   |10.96    |~                   |    ~     ~    
1161|TYC 3676-2108-1                                                       |Star                           |00 56 41.7715623408 +56 36 41.622420312|123.6596344525919 -06.2527558889877|-11.975 -11.901   |9.93     |~                   |    ~     ~    
1162|TYC 3676-2126-1                                                       |Star                           |00 56 52.6985281056 +57 06 19.683505332|123.6742848929795 -05.7584379276225|   -1.198 6.913   |10.76    |~                   |    ~     ~    
1163|TYC 3676-2198-1                                                       |Star                           |00 54 08.0411201808 +57 10 48.807424092|123.2990493019711 -05.6896014290312|  -3.293 -1.233   |10.81    |~                   |    ~     ~    
1164|TYC 3676-2213-1                                                       |Star                           |00 55 38.8635292512 +57 14 22.623922896|123.5041714680980 -05.6274522171349|   2.451 -1.296   |10.34    |~                   |    ~     ~    
1165|TYC 3676-2217-1                                                       |Star                           |00 59 07.5843517728 +57 26 25.060093764|123.9708710018172 -05.4159425270208|  12.514 -2.122   |9.55     |~                   |    ~     ~    
1166|TYC 3676-2249-1                                                       |Star                           |00 59 30.6344418648 +57 05 52.680282288|124.0335978420248 -05.7565119008982|    1.224 0.694   |10.39    |~                   |    ~     ~    
1167|TYC 3676-2282-1                                                       |Star                           |00 58 38.0655344592 +57 29 51.934374024|123.9027888675245 -05.3604214153550|   -7.411 2.752   |10.15    |~                   |    ~     ~    
1168|TYC 3676-2286-1                                                       |Star                           |00 57 31.7320477560 +57 17 08.921393736|123.7587317374634 -05.5761575243208| -11.136 -8.303   |10.55    |~                   |    ~     ~    
1169|TYC 3676-2387-1                                                       |Star                           |00 54 36.6585277776 +57 34 22.476972612|123.3591091232999 -05.2962054165602|  15.120 -1.649   |9.45     |~                   |    ~     ~    
1170|TYC 3676-2423-1                                                       |Star                           |00 53 51.0744065952 +57 24 47.008159344|123.2583423468196 -05.4571602147102|  -5.758 -9.539   |10.48    |~                   |    ~     ~    
1171|TYC 3676-2460-1                                                       |Star                           |00 58 45.5412318048 +57 34 04.693923120|123.9175797708132 -05.2897652617444|  36.611 -1.563   |10.74    |~                   |    ~     ~    
1172|TYC 3676-2522-1                                                       |Star                           |00 59 13.5773758368 +56 35 59.346814164|124.0100448813061 -06.2556244876275|  -8.316 -4.147   |10.32    |~                   |    ~     ~    
1173|TYC 3676-2542-1                                                       |Star                           |00 54 08.9684730336 +56 49 09.770889468|123.3049935235590 -06.0504025973042| 29.694 -36.548   |10.49    |~                   |    ~     ~    
1174|TYC 3676-2549-1                                                       |Star                           |00 53 32.0396623680 +57 10 21.688711392|123.2174092082805 -05.6978943904655|  -2.177 -0.016   |10.46    |~                   |    ~     ~    
1175|TYC 3676-2581-1                                                       |Star                           |00 59 27.2779618608 +57 34 26.211263772|124.0110128931835 -05.2810023216190|    4.281 0.075   |10.86    |~                   |    ~     ~    
1176|GSC 03676-02632                                                       |Double or Multiple Star        |00 56 47.418432 +57 12 09.46332        |123.660239163 -05.661549697        |       0.0 -1.3   |10.167   |~                   |    ~     ~    
1177|TYC 3676-2727-1                                                       |Star                           |00 58 48.5090839344 +58 03 50.032865016|123.9099346653172 -04.7938525121401|   6.456 -1.477   |9.96     |~                   |    ~     ~    
1178|TYC 3676-2759-1                                                       |Spectroscopic Binary           |00 56 01.4860320576 +57 57 28.055035008|123.5425174414076 -04.9085164353444|   25.411 3.208   |10.54    |~                   |    ~     ~    
1179|TYC 3676-2818-1                                                       |Star                           |00 58 48.6939722664 +58 04 14.807214552|123.9101450279660 -04.7869618840006|  -7.574 -0.791   |10.54    |~                   |    ~     ~    
1180|TYC 3676-2857-1                                                       |Star                           |00 55 55.3856999784 +58 04 26.268639636|123.5269467034709 -04.7926021371697|  28.103 -3.666   |10.54    |~                   |    ~     ~    
1181|TYC 3676-2864-1                                                       |Eclipsing Binary               |00 55 29.3083168056 +57 59 35.300286780|123.4705736175093 -04.8743722032070|  -4.699 -0.667   |10.46    |~                   |    ~     ~    
1182|TYC 3676-2948-1                                                       |Star                           |00 58 57.9301335480 +57 58 18.597336780|123.9334733344375 -04.8852756667711|  -1.936 -0.914   |10.79    |~                   |    ~     ~    
1183|TYC 3680-430-1                                                        |Star                           |00 56 26.5168455312 +58 10 01.084704384|123.5939513631248 -04.6983471573550|  -0.699 -0.967   |10.26    |~                   |    ~     ~    
1184|HD 236531                                                             |Star                           |00 48 37.4616110736 +58 33 37.208940120|122.5640043901170 -04.3094018244446|-23.732 -15.926   |8.94     |F5                  |    ~     ~    
1185|HD 4711                                                               |Star                           |00 49 59.3157807648 +58 46 26.462245728|122.7436082479649 -04.0972003566541| 38.896 -13.107   |8.64     |A0                  |    ~     ~    
1186|HD 4797                                                               |Pulsating Variable             |00 50 46.4385262512 +58 44 39.935421528|122.8455795422801 -04.1272097676139|  17.664 -4.749   |8.31     |A0                  |    ~     ~    
1187|HD 236549                                                             |Star                           |00 50 47.5651380048 +58 45 15.230688408|122.8480461815768 -04.1174117647215|  -2.599 -0.341   |9.01     |A0                  |    ~     ~    
1188|HD 236562                                                             |Star                           |00 52 25.3887727320 +58 33 07.437687408|123.0607960308148 -04.3194350326196|  14.188 -3.773   |9.52     |K2                  |    ~     ~    
1189|HD 236563                                                             |Star                           |00 52 26.5647646824 +58 35 08.306439900|123.0632279690834 -04.2858507300009|  -3.815 -5.929   |9.78     |K2                  |    ~     ~    
1190|BD+57 166                                                             |Star                           |00 55 02.4565336080 +58 23 31.274496960|123.4054467972784 -04.4764141748709|  16.939 -6.446   |10.77    |OB                  |    ~     ~    
1191|BD+57 139                                                             |Star                           |00 46 17.4703871064 +58 45 58.704465672|122.2630709995952 -04.0987566514419|   8.070 -9.403   |10.26    |M3                  |    ~     ~    
1192|BD+60 97                                                              |Variable Star                  |00 45 32.4318686688 +61 00 06.422239980|122.2168715673422 -01.8617755306712|   -3.576 1.167   |8.70     |K0III               |    ~     ~    
1193|BD+60 98                                                              |Star                           |00 45 44.2265126928 +60 58 51.812075208|122.2402431655277 -01.8830322341547|  -2.509 -1.244   |10.03    |G8III               |    ~     ~    
1194|HD 4296                                                               |Star                           |00 46 08.2784115168 +61 08 58.687054620|122.2923457443636 -01.7155304417692|  13.136 -2.984   |8.80     |A0                  |    ~     ~    
1195|HD 4488                                                               |Star                           |00 47 46.9015614936 +61 20 34.196381448|122.4934330309462 -01.5258023152743|   7.746 -8.758   |8.68     |G8III               |    ~     ~    
1196|HD 236518                                                             |Star                           |00 45 14.0835660576 +60 19 53.362924680|122.1636314438315 -02.5310039000273|  -0.341 -0.168   |9.72     |A0                  |    ~     ~    
1197|HD 236520                                                             |Star                           |00 46 18.4743315864 +60 19 48.064487592|122.2965004687314 -02.5354002519517|  8.962 -28.477   |9.35     |F8                  |    ~     ~    
1198|HD 4562                                                               |Star                           |00 48 23.2679103120 +60 57 42.118127244|122.5616015443717 -01.9078549330167|  0.392 -26.028   |8.42     |G8V                 |    ~     ~    
1199|BD+60 109                                                             |Star                           |00 48 39.0955088616 +61 06 33.712923384|122.5952275332367 -01.7605613142807|   0.234 -1.980   |9.34     |A0                  |    ~     ~    
1200|BD+60 111                                                             |High Proper Motion Star        |00 48 44.9523376656 +61 01 47.887407084|122.6061929229141 -01.8400783529382| -79.016 -2.367   |9.57     |~                   |    ~     ~    
1201|BD+60 112                                                             |Star                           |00 49 14.5528977192 +61 10 05.295569844|122.6671379767673 -01.7024812305095|  20.587 15.435   |9.03     |K0V                 |    ~     ~    
1202|EM* MWC 678                                                           |Be Star                        |00 49 48.2027589360 +60 59 10.012681104|122.7336233812281 -01.8850036001338|  -2.607 -0.970   |9.89     |B2:V:nnep           |    ~     ~    
1203|BD+60 114                                                             |Be Star                        |00 50 15.2229532968 +60 54 09.206027532|122.7878731829472 -01.9688591360188|  -2.233 -0.671   |9.94     |B2III:pe            |    ~     ~    
1204|HD 4854                                                               |Star                           |00 51 29.6671707648 +61 08 14.794220688|122.9387516434338 -01.7343039962793|  -4.992 -0.233   |9.26     |B9V                 |    ~     ~    
1205|BD+60 120                                                             |Star                           |00 51 44.1169624488 +60 57 39.760063632|122.9680316181842 -01.9106822751565|   1.207 -0.970   |9.34     |G8III:              |    ~     ~    
1206|TYC 4017-881-1                                                        |Spectroscopic Binary           |00 52 32.3032229016 +61 08 38.877852372|123.0647597644740 -01.7273310147293|  30.920 -8.433   |10.5     |F2p                 |    ~     ~    
1207|GSC 04017-00325                                                       |Double or Multiple Star        |00 52 53.285736 +60 53 30.02712        |123.108394654 -01.979576489        |       -4.7 0.9   |9.943    |B8                  |    ~     ~    
1208|TYC 4017-1807-1                                                       |Star                           |00 52 55.8878823216 +60 19 26.238164232|123.1169699510692 -02.5472559155835|   -2.897 0.139   |10.4     |B8                  |    ~     ~    
1209|HD 5015                                                               |High Proper Motion Star        |00 53 04.1964421920 +61 07 26.299289856|123.1290488864608 -01.7471509062774|-68.298 169.435   |4.80     |F9V                 |    ~     ~    
1210|2MASS J00530519+6106472                                               |Star                           |00 53 05.1968201712 +61 06 47.170977624|123.1311323447871 -01.7580068307478|  -1.369 -1.701   |9.5      |~                   |    ~     ~    
1211|TYC 4017-2254-1                                                       |Star                           |00 53 04.8062124744 +60 37 05.220894972|123.1335062146159 -02.2529879136432|   2.725 -1.207   |10.0     |B6                  |    ~     ~    
1212|BD+60 125                                                             |Spectroscopic Binary           |00 53 07.6571254272 +61 05 05.220628044|123.1362727782517 -01.7862936468750|  -2.269 -1.020   |9.74     |F5                  |    ~     ~    
1213|LS I +60 128                                                          |beta Cep Variable              |00 53 35.5712781312 +60 47 08.666509128|123.1950409604734 -02.0849059673014|  -2.970 -0.762   |10.32    |A0                  |    ~     ~    
1214|EM* MWC 681                                                           |Emission-line Star             |00 53 46.2311978904 +60 50 08.446887744|123.2162801437270 -02.0347800112633|  -2.290 -0.722   |10.54    |Be                  |    ~     ~    
1215|EM* VES 698                                                           |Emission-line Star             |00 55 25.4044382856 +60 50 37.282555896|123.4176370102062 -02.0242992763219|  -3.035 -1.501   |10.69    |F5p                 |    ~     ~    
1216|TYC 4017-1506-1                                                       |Star                           |00 56 19.6838869104 +60 53 16.713231432|123.5270332470699 -01.9781210265776|  -2.585 -1.918   |10.8     |B5                  |    ~     ~    
1217|TYC 4017-1895-1                                                       |Star                           |00 58 17.9819745456 +60 17 26.022770196|123.7828638099388 -02.5698479908484|   6.782 -2.150   |10.8     |G5                  |    ~     ~    
1218|TYC 4017-843-1                                                        |Star                           |00 59 33.2734521672 +60 32 26.951300952|123.9305307461798 -02.3151891120937|   1.190 -0.846   |10.1     |G6III:              |    ~     ~    
1219|TYC 4017-2217-1                                                       |Star                           |00 59 39.4186413408 +60 32 07.650203640|123.9432986503860 -02.3201481358428|  -2.757 -0.770   |10.4     |B6                  |    ~     ~    
1220|HD 4513                                                               |Star                           |00 48 02.3462240472 +60 19 27.491079288|122.5108425699036 -02.5446656253718|  37.787 -9.469   |8.78     |F2                  |    ~     ~    
1221|HD 4601                                                               |Star                           |00 48 47.3962814664 +60 45 59.266643364|122.6084146504481 -02.1036213057047|  6.087 -18.572   |8.21     |K0III               |    ~     ~    
1222|HD 4674                                                               |Star                           |00 49 39.5365061592 +60 45 32.693797800|122.7145301492510 -02.1119150586440| 20.150 -21.599   |8.047    |F5                  |    ~     ~    
1223|HD 236540                                                             |Star                           |00 49 50.5842810960 +60 46 17.023104264|122.7371073546968 -02.0997489984917|   9.398 -3.578   |9.53     |F8                  |    ~     ~    
1224|BD+59 127                                                             |Star                           |00 49 57.6771383688 +60 19 47.528892588|122.7490117195702 -02.5413540164701|  -1.013 -0.664   |10.10    |B8                  |    ~     ~    
1225|HD 236550                                                             |Star                           |00 50 59.8233577512 +60 20 17.567304072|122.8773293444883 -02.5334877112825|  9.002 -10.577   |10.17    |G5                  |    ~     ~    
1226|HD 236553                                                             |Double or Multiple Star        |00 51 10.7026 +60 18 54.047            |122.8997608 -02.5567183            |     -4.2 -17.0   |9.48     |F5                  |    ~     ~    
1227|BD+59 133                                                             |Star                           |00 52 37.8102942336 +60 35 38.807826936|123.0783883338326 -02.2772952436673|   6.902 -1.508   |9.8      |B9                  |    ~     ~    
1228|HD 5071                                                               |Star                           |00 53 28.0538608128 +60 39 56.184245892|123.1806916986555 -02.2051604872391|  27.631 -8.170   |7.8      |B8k                 |    ~     ~    
1229|HD 236570                                                             |Star                           |00 54 11.1399281472 +60 34 32.088366948|123.2696655953868 -02.2943655637357|    3.102 1.848   |9.4      |B7                  |    ~     ~    
1230|HD 5149                                                               |Star                           |00 54 17.1197903448 +60 20 06.679205340|123.2845781096176 -02.5346091914327|  -1.002 -0.325   |8.45     |A4II                |    ~     ~    
1231|BD+59 140                                                             |High Proper Motion Star        |00 54 28.9678246992 +60 38 36.943596384|123.3053804308073 -02.2259442146435| 33.226 -37.637   |10.37    |F8p                 |    ~     ~    
1232|HD 5408                                                               |Double or Multiple Star        |00 56 46.97166 +60 21 46.2192          |123.59328752 -02.50204510          |    26.13 -3.79   |5.566    |B7Vn+B9VHgMn+A1V    |0.0033  0.0    
1233|BD+59 148                                                             |Star                           |00 57 14.0513178816 +60 31 51.134951208|123.6453351443582 -02.3328475517126|   -2.266 0.405   |9.76     |A5                  |    ~     ~    
1234|BD+59 149                                                             |Star                           |00 57 16.1277277848 +60 20 00.799052388|123.6540692471812 -02.5300162514734|   9.742 -2.253   |9.28     |G2V                 |    ~     ~    
1235|HD 236582                                                             |Star                           |00 57 17.1047106768 +60 20 20.214820392|123.6559628301266 -02.5245786503160|    1.316 0.086   |8.38     |G5                  |    ~     ~    
1236|BD+59 158                                                             |Star                           |00 58 17.2784516520 +60 38 55.620951000|123.7718658473299 -02.2117919315974|   -3.195 4.500   |9.81     |F3                  |    ~     ~    
1237|TYC 4017-1206-1                                                       |Star                           |00 51 50.527861 +61 00 28.96980        |122.980931112 -01.863661956        |       -8.9 2.6   |10.15    |~                   |    ~     ~    
1238|HD 4404                                                               |Star                           |00 47 09.4954957320 +60 16 02.296544304|122.4007736177890 -02.6000292583694|    8.618 1.252   |7.52     |G9.5II-IIIFe2       |    ~     ~    
1239|BD+59 117                                                             |Star                           |00 47 22.8401855376 +60 01 24.651300000|122.4245253680563 -02.8442361038137|  -1.477 -0.474   |10.05    |B2                  |    ~     ~    
1240|HD 4362                                                               |Star                           |00 46 42.4584874152 +59 34 28.347458772|122.3320949418252 -03.2916973470891|  -6.417 -0.375   |6.410    |G0Ibe               |    ~     ~    
1241|HD 236527                                                             |Star                           |00 47 31.2832458408 +59 18 07.714100916|122.4311167418978 -03.5657963135624|   -0.728 5.097   |9.19     |G8III               |    ~     ~    
1242|HD 4474                                                               |Star                           |00 47 37.7128902000 +59 18 13.414571964|122.4448419160561 -03.5644185752686| 10.938 -13.213   |9.25     |A                   |    ~     ~    
1243|LS I +59 54                                                           |Star                           |00 50 21.4933148952 +59 44 02.581251180|122.7956766218341 -03.1374116076957|  -2.805 -1.211   |10.72    |OB-                 |    ~     ~    
1244|HD 236547                                                             |Star                           |00 50 16.4516863032 +60 07 55.731590796|122.7868768747277 -02.7392721785338|  -1.225 -1.428   |8.94     |K7III               |    ~     ~    
1245|HD 236554                                                             |Star                           |00 51 11.4421065720 +59 50 16.229143068|122.9008290947816 -03.0338912301330|    3.146 0.665   |9.25     |M0                  |    ~     ~    
1246|HD 236556                                                             |Star                           |00 51 27.4070222448 +60 10 26.388071796|122.9342744554897 -02.6977508120921|   5.474 -0.482   |9.13     |K7III               |    ~     ~    
1247|HD 4931                                                               |Be Star                        |00 52 15.4524361752 +60 05 23.814099888|123.0342205383309 -02.7816364273168|  -1.924 -1.238   |8.7      |A0Ibe               |    ~     ~    
1248|TYC 3667-523-1                                                        |Star                           |00 52 30.3119782176 +59 41 09.998671776|123.0668082059483 -03.1853573240227|  -2.495 -1.920   |9.8      |B7                  |    ~     ~    
1249|BSD 8-298                                                             |Double or Multiple Star        |00 52 49.2283086168 +59 39 07.688736936|123.1068346604495 -03.2191422878384|  -0.501 -5.813   |10.52    |K0                  |    ~     ~    
1250|Case 36                                                               |Carbon Star                    |00 52 56.2804063728 +60 11 44.382004944|123.1185293758047 -02.6755424005452|  -1.123 -0.513   |10.4     |C5:,4               |    ~     ~    
1251|BD+59 136                                                             |Star                           |00 53 59.2587182808 +60 00 48.516829380|123.2509035786448 -02.8566915133209|  -2.671 -0.688   |10.1     |B5                  |    ~     ~    
1252|TYC 4017-1383-1                                                       |Star                           |00 54 02.6382039048 +60 10 12.117333864|123.2563616467652 -02.7000733141996|  -1.515 -1.506   |10.1     |B9                  |    ~     ~    
1253|HD 5211                                                               |High Proper Motion Star        |00 54 52.6861479456 +60 04 37.937452152|123.3614427402293 -02.7916736773584|  59.692 -5.684   |9.0      |F7                  |    ~     ~    
1254|HD 236578                                                             |Star                           |00 56 25.2703773480 +60 00 22.589918820|123.5554543241244 -02.8594393532135|   3.405 -0.462   |8.99     |G4                  |    ~     ~    
1255|HD 236580                                                             |Star                           |00 56 43.0741199472 +60 05 52.873744380|123.5906917365875 -02.7669733177110|  -0.707 -5.821   |8.56     |G5                  |    ~     ~    
1256|HD 5409                                                               |Star                           |00 56 45.6668260152 +60 01 59.376923076|123.5974261856342 -02.8317086620299|  20.685 -3.206   |7.8      |A0                  |    ~     ~    
1257|HD 236584                                                             |Star                           |00 57 23.0137498944 +60 06 10.987846200|123.6736131623253 -02.7601327991886|   12.125 4.776   |9.59     |K2                  |    ~     ~    
1258|HD 5501                                                               |Eclipsing Binary               |00 57 40.6004333784 +60 14 16.825043724|123.7068936617207 -02.6243527118146|  -3.387 -0.655   |8.8      |A0Ib                |    ~     ~    
1259|V* V1010 Cas                                                          |Spectroscopic Binary           |00 57 56.9812018320 +60 06 14.980888548|123.7441911747295 -02.7573158651644| -11.323 -6.332   |9.1      |B9                  |    ~     ~    
1260|BD+59 157                                                             |Star                           |00 58 09.3789552744 +59 52 50.509901676|123.7758036683088 -02.9800417122210|  -1.636 -2.967   |10.5     |B9Si                |    ~     ~    
1261|BD+59 159                                                             |Star                           |00 58 27.4948448904 +59 59 44.052437760|123.8105795345327 -02.8641999490003|   33.523 6.591   |9.87     |G6                  |    ~     ~    
1262|BD+59 160                                                             |Double or Multiple Star        |00 59 10.0491252552 +60 10 10.165133460|123.8940887267567 -02.6878162019826|    2.621 8.619   |9.918    |G8                  |    ~     ~    
1263|HD 4602                                                               |High Proper Motion Star        |00 48 43.3949219112 +59 36 19.905288264|122.5880018893384 -03.2644055291888|-11.690 -108.416  |9.04     |G0V                 |    ~     ~    
1264|HD 236539                                                             |Star                           |00 49 14.4091383168 +59 29 58.412833188|122.6525796500856 -03.3709964118975|   0.350 -0.891   |9.34     |K0III               |    ~     ~    
1265|HD 236544                                                             |High Proper Motion Star        |00 50 02.5751173368 +59 42 11.775468852|122.7557208561738 -03.1679993545691| 137.925 -5.363   |9.54     |G8V                 |    ~     ~    
1266|HD 236546                                                             |Star                           |00 50 07.4141695704 +59 23 18.157907688|122.7642953004689 -03.4829425965796|  11.058 -4.521   |9.40     |B9                  |    ~     ~    
1267|HD 4768                                                               |Emission-line Star             |00 50 27.9210761040 +59 40 18.304588416|122.8089594539465 -03.1997641045541|  -2.710 -0.990   |7.57     |B6Iae               |    ~     ~    
1268|HD 236551                                                             |Star                           |00 50 59.5957245072 +59 41 36.154532940|122.8757432785789 -03.1783228206383|-20.752 -10.611   |9.78     |F0                  |    ~     ~    
1269|HD 4911                                                               |Double or Multiple Star        |00 52 00.3070 +59 34 23.263            |123.0038580 -03.2985398            |   1.465 -2.873   |9.52     |A                   |    ~     ~    
1270|HD 236566                                                             |Star                           |00 53 20.4897776016 +59 45 39.933515016|123.1719411558810 -03.1097678159519| -3.779 -17.446   |9.40     |A8                  |    ~     ~    
1271|BD+58 130                                                             |Star                           |00 53 20.8811405880 +58 59 29.752871532|123.1784926207689 -03.8792351014433|   1.675 -1.508   |10.7     |B9                  |    ~     ~    
1272|HD 236567                                                             |Star                           |00 53 24.9603392568 +59 09 36.114237072|123.1859690321091 -03.7107401246859|  -2.354 -0.608   |10.0     |B9:                 |    ~     ~    
1273|HD 236568                                                             |Star                           |00 53 33.9055796400 +59 12 27.774126252|123.2047201495507 -03.6629058346979|  13.732 -5.260   |8.76     |F2                  |    ~     ~    
1274|HD 236569                                                             |Star                           |00 54 06.8468215080 +59 12 54.054715032|123.2750493494182 -03.6549494144242|  19.937 -8.994   |9.56     |G8                  |    ~     ~    
1275|TYC 3680-795-1                                                        |Star                           |00 54 15.5336985000 +59 03 07.165524168|123.2954049152667 -03.8177662346557|  -3.693 -0.029   |10.7     |B9                  |    ~     ~    
1276|* ups01 Cas                                                           |High Proper Motion Star        |00 55 00.1557027792 +58 58 21.717145956|123.3923264347381 -03.8958617312247|-31.200 -44.986   |4.820    |G8III               |    ~     ~    
1277|HD 236577                                                             |Star                           |00 56 08.7245144952 +58 59 56.019143364|123.5394318394289 -03.8673004615658|   1.224 -3.709   |9.5      |G8                  |    ~     ~    
1278|HD 236579                                                             |Double or Multiple Star        |00 56 22.9607253840 +59 03 00.995434992|123.5690569131499 -03.8153538277136| -13.925 -0.507   |8.127    |G5III               |0.0033  0.0    
