C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST03:43:58

Vmag< 11&dec >=0&rah >=0.75&rah< 1.0
------------------------------------

Number of objects : 4837

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------
3486|BD+34 120                                                             |Variable Star                  |00 49 29.4244171056 +35 26 28.557269844|122.4850241227956 -27.4287917685312| -1.905 -13.364   |9.48     |F8                  |    ~     ~    
3487|HD 4755                                                               |Star                           |00 49 58.4833340304 +35 20 09.063887532|122.5953982045739 -27.5349404277572|  -12.116 1.039   |8.41     |A0                  |    ~     ~    
3488|HD 4756                                                               |High Proper Motion Star        |00 49 58.5304135728 +34 58 27.041077452|122.5929578459856 -27.8966070138916|-63.639 -16.743   |7.26     |F5                  |    ~     ~    
3489|BD+34 123                                                             |Star                           |00 50 01.8076615536 +34 51 20.557888200|122.6047879794183 -28.0151428526006|   8.090 -5.680   |8.89     |K5                  |    ~     ~    
3490|BD+34 126                                                             |Star                           |00 50 24.1133334168 +35 33 16.598359584|122.6947605927545 -27.3166598493062|-47.335 -13.226   |10.16    |F8                  |    ~     ~    
3491|HD 4819                                                               |Star                           |00 50 39.5626278576 +35 26 25.130878584|122.7532658240886 -27.4311633823123| 19.762 -10.610   |9.00     |A2                  |    ~     ~    
3492|HD 4864                                                               |Star                           |00 51 04.5939861384 +35 27 42.449110524|122.8490412171602 -27.4098980131824|   5.921 -4.325   |9.36     |F8                  |    ~     ~    
3493|BD+34 132                                                             |Star                           |00 51 17.2609792872 +35 32 59.613506808|122.8975315155372 -27.3218449116334|  -0.056 -4.118   |10.01    |K0                  |    ~     ~    
3494|BD+34 136                                                             |Star                           |00 52 50.7700730064 +35 14 27.492418932|123.2564786541665 -27.6298900258911| -13.485 -7.176   |10.25    |F5                  |    ~     ~    
3495|HD 5151                                                               |Star                           |00 53 45.0158087904 +35 43 56.066960388|123.4592377033527 -27.1371392314899|  14.918 -9.816   |9.02     |K0                  |    ~     ~    
3496|HD 5152                                                               |Star                           |00 53 47.0952198912 +35 06 04.472295984|123.4744437165068 -27.7680329697231| 32.097 -13.776   |9.27     |F0                  |    ~     ~    
3497|BD+34 140                                                             |Star                           |00 54 07.8658538400 +35 03 45.347376780|123.5549750834441 -27.8058929969967|  -9.141 -8.518   |9.30     |K0                  |    ~     ~    
3498|BD+34 144                                                             |Star                           |00 55 17.7611211336 +35 05 06.046224360|123.8240110913570 -27.7800519434888|  3.515 -47.188   |9.67     |G5                  |    ~     ~    
3499|BD+34 146                                                             |Star                           |00 55 46.1735601384 +35 44 20.993878464|123.9195145950205 -27.1242762988419|  7.554 -23.286   |9.07     |K0                  |    ~     ~    
3500|BD+34 147                                                             |Star                           |00 56 14.0686741824 +35 10 37.783950708|124.0387732045734 -27.6842767848890|   9.812 -1.290   |9.88     |G5                  |    ~     ~    
3501|HD 5397                                                               |Star                           |00 56 14.8193034672 +35 13 43.038627600|124.0404346098510 -27.6327747505922|  26.656 -3.740   |6.93     |A0                  |    ~     ~    
3502|BD+33 109                                                             |Star                           |00 47 47.8981487472 +34 35 06.325702116|122.0812867623269 -28.2806456961505|   34.182 7.831   |9.11     |G0                  |    ~     ~    
3503|AG+34 53                                                              |Long-Period Variable Candidate |00 49 39.4356981528 +34 40 27.822404568|122.5165332206453 -28.1959162900774| -18.144 -0.818   |10.25    |M5                  |    ~     ~    
3504|BD+33 116                                                             |Star                           |00 51 10.6927730376 +34 16 27.350817420|122.8708200966361 -28.5974526568803|    2.982 7.537   |9.38     |G0                  |    ~     ~    
3505|HD 4986                                                               |Star                           |00 52 18.8814330456 +34 16 31.885017204|123.1382185391307 -28.5958727748877| 18.931 -23.973   |8.72     |K0                  |    ~     ~    
3506|HD 5018                                                               |Spectroscopic Binary           |00 52 34.6604453208 +34 38 21.781071276|123.1980122246748 -28.2317750965634| -25.683 -4.050   |8.43     |G5                  |    ~     ~    
3507|BD+33 126                                                             |Spectroscopic Binary           |00 53 48.4138686768 +34 41 25.933396488|123.4843676331936 -28.1786694206768|   18.940 4.260   |9.68     |B8                  |    ~     ~    
3508|BD+33 128                                                             |High Proper Motion Star        |00 54 33.4707538704 +34 40 43.526476200|123.6596568289687 -28.1885817163402|128.619 -68.011   |9.12     |F5                  |    ~     ~    
3509|BD+33 130C                                                            |Star                           |00 55 33.2655845664 +34 32 52.027781460|123.8947772975585 -28.3162660421202|   20.196 1.119   |8.74     |G0                  |    ~     ~    
3510|BD+33 132                                                             |Star                           |00 55 38.5234447080 +34 33 07.716977172|123.9151790293516 -28.3115775539426|-13.849 -30.735   |9.19     |K0                  |    ~     ~    
3511|V* RR And                                                             |S Star                         |00 51 23.2811466504 +34 22 36.287226912|122.9202116592518 -28.4949999981229|  -3.808 -1.385   |8.40     |S6-7/3-3.5e         |    ~     ~    
3512|V* NS And                                                             |Long-Period Variable           |00 49 03.6824544984 +35 13 11.417090628|122.3839779019463 -27.6493810368063|   6.631 -0.230   |9.72     |M3                  |    ~     ~    
3513|BD+33 110                                                             |Star                           |00 48 08.9699956704 +34 10 59.018232828|122.1567138494001 -28.6837372248381|  -8.669 -4.519   |9.22     |K5                  |    ~     ~    
3514|BD+33 114                                                             |Double or Multiple Star        |00 50 42.201 +33 56 48.13              |122.757873 -28.924797              |      0.8 -14.3   |10.63    |F8                  |    ~     ~    
3515|HD 4961                                                               |Star                           |00 51 57.0926367648 +33 53 23.934281136|123.0537769410167 -28.9816443178311|  0.001 -21.036   |6.87     |K2                  |    ~     ~    
3516|HD 5102                                                               |Star                           |00 53 19.3475493864 +33 55 27.020185140|123.3786724390913 -28.9459405964367| -10.366 -3.543   |7.83     |G5                  |    ~     ~    
3517|BD+33 131                                                             |Star                           |00 55 33.2522793000 +34 07 17.907877632|123.9035499234219 -28.7423407579685| 15.134 -20.209   |9.69     |A5                  |    ~     ~    
3518|BD+33 133                                                             |Star                           |00 56 04.1447044488 +34 06 01.565993304|124.0255554232527 -28.7614783344945|  -1.752 22.865   |9.19     |G0                  |    ~     ~    
3519|HD 5398                                                               |Double or Multiple Star        |00 56 08.4362 +33 52 26.770            |124.0478320 -28.9874553            |       4.9 -4.0   |8.84     |A2                  |    ~     ~    
3520|BD+32 139                                                             |Star                           |00 49 09.2897097888 +33 46 32.470843512|122.3889847240778 -29.0936543966381|  -7.729 -4.219   |9.82     |K0                  |    ~     ~    
3521|BD+32 144                                                             |Star                           |00 50 03.1341498072 +33 42 31.378799988|122.6019199168516 -29.1621433700776|   -4.628 2.859   |9.95     |F8                  |    ~     ~    
3522|HD 4870                                                               |Star                           |00 51 10.4910077904 +33 33 28.877460048|122.8690731738035 -29.3136939648934|  26.320 30.637   |8.04     |F5                  |    ~     ~    
3523|BD+32 151                                                             |Star                           |00 51 39.4939160184 +33 27 05.866837884|122.9846852542521 -29.4200953376241|-12.469 -40.986   |9.22     |K0                  |    ~     ~    
3524|BD+32 157                                                             |Star                           |00 53 31.2579883848 +33 30 38.912790456|123.4301124061356 -29.3589235154624|   5.615 -2.317   |8.24     |K2                  |    ~     ~    
3525|BD+32 163                                                             |Star                           |00 55 15.9619279632 +33 21 08.134435908|123.8505270435506 -29.5126600650650|  6.679 -28.923   |9.18     |F5                  |    ~     ~    
3526|BD+34 113                                                             |Star                           |00 46 34.4428211952 +34 49 43.774887684|121.8011343276396 -28.0322418723524| -4.534 -10.529   |9.90     |B2III:e             |    ~     ~    
3527|TYC 2280-21-1                                                         |Star                           |00 46 29.1032435592 +33 31 10.079705388|121.7477255433564 -29.3408926029503|   3.299 -1.523   |10.73    |~                   |    ~     ~    
3528|IRAS 00435+3258                                                       |Long-Period Variable Candidate |00 46 16.8340169544 +33 15 20.357871876|121.6918758585980 -29.6036747286381|  -7.836 -3.883   |10.23    |~                   |    ~     ~    
3529|TYC 2280-138-1                                                        |Star                           |00 47 28.7789777232 +33 41 05.413834716|121.9888269418253 -29.1796620512135|-16.013 -22.119   |10.39    |~                   |    ~     ~    
3530|TYC 2280-346-1                                                        |Spectroscopic Binary           |00 52 10.1296874040 +33 33 42.133565736|123.1065456996592 -29.3097959974852| -3.893 -94.246   |10.67    |~                   |    ~     ~    
3531|TYC 2280-529-1                                                        |Star                           |00 52 45.6157622472 +33 23 47.258396052|123.2489589639889 -29.4744729189854|   1.302 -0.327   |10.37    |~                   |    ~     ~    
3532|TYC 2280-631-1                                                        |Star                           |00 51 14.0515024272 +33 24 58.343124852|122.8831036149856 -29.4555218496546|-10.146 -17.046   |10.73    |~                   |    ~     ~    
3533|TYC 2280-663-1                                                        |Star                           |00 52 20.6765697768 +33 22 58.768914648|123.1493696583927 -29.4883734100571|  15.426 -2.562   |10.70    |~                   |    ~     ~    
3534|TYC 2280-715-1                                                        |Star                           |00 53 12.0392876808 +33 13 51.719891988|123.3560367265951 -29.6392626982280| 14.693 -24.319   |10.36    |~                   |    ~     ~    
3535|TYC 2280-819-1                                                        |Star                           |00 49 16.0321901304 +33 25 18.282181440|122.4117864812260 -29.4478102632971| -3.633 -16.033   |9.80     |~                   |    ~     ~    
3536|TYC 2280-829-1                                                        |Star                           |00 50 11.4957509448 +33 14 55.917616452|122.6321768637115 -29.6221562142803|  -4.751 -2.045   |10.43    |~                   |    ~     ~    
3537|TYC 2281-323-1                                                        |Star                           |00 55 05.3067681432 +33 05 23.741153592|123.8128419960548 -29.7755754059059|   1.648 -8.813   |10.48    |~                   |    ~     ~    
3538|TYC 2281-920-1                                                        |Star                           |00 55 49.5447261048 +33 23 06.357426684|123.9840746736809 -29.4776841886636| -17.822 -1.968   |10.33    |~                   |    ~     ~    
3539|TYC 2284-12-1                                                         |Star                           |00 50 54.0681141960 +33 53 55.039526772|122.8046065523884 -28.9729927981894|   33.181 0.138   |9.96     |~                   |    ~     ~    
3540|TYC 2284-18-1                                                         |High Proper Motion Star        |00 52 21.0330552672 +33 54 41.411043576|123.1483352081018 -28.9598610321724| 48.794 -35.141   |10.49    |~                   |    ~     ~    
3541|TYC 2284-48-1                                                         |Star                           |00 51 03.0917466216 +34 03 21.224207808|122.8405864754754 -28.8157834472610|  -13.119 0.022   |10.77    |~                   |    ~     ~    
3542|TYC 2284-66-1                                                         |Star                           |00 52 43.1988077256 +34 05 11.177004012|123.2347993412213 -28.7845555727987|  -3.544 -4.551   |9.92     |~                   |    ~     ~    
3543|TYC 2284-105-1                                                        |Star                           |00 51 58.8222572568 +35 20 33.895755996|123.0566710720963 -27.5288673728934| 21.513 -34.831   |10.36    |~                   |    ~     ~    
3544|TYC 2284-112-1                                                        |Star                           |00 53 38.1713272416 +34 05 51.766842768|123.4511100678772 -28.7718185308396|   3.110 -6.555   |10.73    |~                   |    ~     ~    
3545|TYC 2284-123-1                                                        |Star                           |00 50 42.7865538600 +34 56 14.680696416|122.7637912087285 -27.9340996626285| -17.171 -9.581   |10.13    |~                   |    ~     ~    
3546|TYC 2284-132-1                                                        |Star                           |00 50 50.5283542176 +34 18 02.677884084|122.7918241229183 -28.5708416614290|  0.213 -19.470   |10.37    |~                   |    ~     ~    
3547|TYC 2284-287-1                                                        |Star                           |00 53 58.9032378168 +35 16 55.433882676|123.5176545353016 -27.5867895694319|  11.927 -0.072   |10.28    |~                   |    ~     ~    
3548|TYC 2284-320-1                                                        |Star                           |00 53 33.5889553272 +34 08 56.227664436|123.4325240147221 -28.7207329793378|   1.149 -5.666   |10.03    |~                   |    ~     ~    
3549|TYC 2284-322-1                                                        |Star                           |00 51 23.1369101520 +33 48 27.776971980|122.9194968399520 -29.0640304972345| -11.122 -4.786   |10.54    |~                   |    ~     ~    
3550|TYC 2284-369-1                                                        |Star                           |00 51 09.4833011112 +35 20 56.277611340|122.8675770100826 -27.5227466158075| -22.921 -9.431   |10.21    |~                   |    ~     ~    
3551|TYC 2284-419-1                                                        |Star                           |00 52 58.9256711424 +34 44 28.618504980|123.2916392669561 -28.1293861456374| -16.668 -7.368   |10.26    |~                   |    ~     ~    
3552|TYC 2284-455-1                                                        |High Proper Motion Star        |00 51 46.1807763240 +34 48 59.119773912|123.0090863117535 -28.0552757198806|116.023 -79.005   |10.60    |~                   |    ~     ~    
3553|TYC 2284-473-1                                                        |Star                           |00 52 20.0752770024 +34 45 57.298018536|123.1406953051547 -28.1054679924628|    5.220 9.219   |10.14    |~                   |    ~     ~    
3554|TYC 2284-478-1                                                        |Spectroscopic Binary           |00 52 54.5573569440 +34 12 26.110161036|123.2786229824854 -28.6635042779120|  -5.862 -6.757   |9.59     |~                   |    ~     ~    
3555|TYC 2284-505-1                                                        |Star                           |00 50 17.6926092768 +34 46 48.891797400|122.6658788042935 -28.0909094052909|   12.019 3.074   |10.02    |~                   |    ~     ~    
3556|TYC 2284-553-1                                                        |Star                           |00 50 13.9550941680 +34 54 02.836671516|122.6521043966692 -27.9703047475853| 26.620 -28.679   |9.56     |~                   |    ~     ~    
3557|TYC 2284-571-1                                                        |Star                           |00 49 56.4111119400 +34 42 22.215349116|122.5827703014046 -28.1645612871787|-24.596 -15.437   |10.64    |~                   |    ~     ~    
3558|TYC 2284-600-1                                                        |Star                           |00 45 05.0394377592 +33 49 17.156551908|121.4226289447007 -29.0316941383776| 30.339 -39.070   |10.37    |~                   |    ~     ~    
3559|TYC 2284-716-1                                                        |Star                           |00 45 07.9133674944 +35 36 10.565487000|121.4901108446739 -27.2511583480601|   2.512 -4.764   |10.85    |~                   |    ~     ~    
3560|TYC 2284-808-1                                                        |Star                           |00 45 30.5893443888 +34 05 26.911279464|121.5318348750235 -28.7648229095965|  -7.976 -4.961   |9.99     |~                   |    ~     ~    
3561|TYC 2284-842-1                                                        |High Proper Motion Star        |00 46 42.9744470640 +34 51 30.350694204|121.8348822393356 -28.0032591051977|   58.643 4.732   |10.29    |~                   |    ~     ~    
3562|TYC 2284-905-1                                                        |Star                           |00 45 17.9355019440 +34 48 20.078339616|121.5040647932179 -28.0491498821668|   3.128 -7.962   |10.51    |~                   |    ~     ~    
3563|TYC 2284-1057-1                                                       |Star                           |00 45 21.4403204256 +34 30 01.315155564|121.5083682818409 -28.3545746486134|  -4.038 -7.001   |10.35    |~                   |    ~     ~    
3564|TYC 2284-1118-1                                                       |Star                           |00 47 59.0631726120 +34 22 50.594865168|122.1212318495241 -28.4855905846826|   1.598 -7.892   |10.58    |~                   |    ~     ~    
3565|TYC 2284-1151-1                                                       |High Proper Motion Star        |00 46 13.9900060752 +34 20 43.705472676|121.7093087185990 -28.5139179981976|-46.962 -30.610   |10.32    |~                   |    ~     ~    
3566|TYC 2285-26-1                                                         |Star                           |00 55 29.0354411328 +35 14 41.163632268|123.8642511605024 -27.6196554903400|    9.241 9.104   |10.91    |~                   |    ~     ~    
3567|TYC 2285-113-1                                                        |Star                           |00 56 10.3010191896 +34 15 22.687920144|124.0460575008529 -28.6052047968149|-16.255 -30.691   |10.57    |~                   |    ~     ~    
3568|TYC 2285-226-1                                                        |Star                           |00 54 01.4280653520 +35 18 36.653431464|123.5269839411214 -27.5585783275419|   2.203 -5.725   |10.52    |~                   |    ~     ~    
3569|NSVS 6370210                                                          |Variable Star                  |00 54 45.4475466576 +33 57 21.874553712|123.7182858945867 -28.9106028509043| -6.822 -11.476   |10.79    |~                   |    ~     ~    
3570|TYC 2285-653-1                                                        |Star                           |00 54 15.1964178648 +33 48 40.789290348|123.6009283253230 -29.0567601231018| -1.018 -21.015   |9.69     |~                   |    ~     ~    
3571|TYC 2285-802-1                                                        |Star                           |00 54 50.4768145752 +34 58 38.872236072|123.7206943320218 -27.8890707057431|   19.027 1.776   |10.39    |~                   |    ~     ~    
3572|TYC 2285-966-1                                                        |Star                           |00 54 35.5089427176 +34 27 43.109779464|123.6710041521204 -28.4052466419549|   6.214 -8.613   |10.38    |~                   |    ~     ~    
3573|TYC 2285-1230-1                                                       |High Proper Motion Star        |00 54 55.2404579424 +34 47 55.409263260|123.7421922202050 -28.0675434457692| 93.291 -40.555   |10.66    |~                   |    ~     ~    
3574|TYC 2288-10-1                                                         |Star                           |00 48 37.2631093248 +35 45 29.095148628|122.2899283222020 -27.1101542586280| 18.855 -16.969   |10.90    |~                   |    ~     ~    
3575|TYC 2288-1077-1                                                       |Star                           |00 47 48.1666361208 +35 56 18.393768528|122.1066610426250 -26.9274799462540|  38.863 -2.844   |10.14    |~                   |    ~     ~    
3576|TYC 2289-293-1                                                        |Star                           |00 55 39.8419743120 +35 40 32.399605704|123.8967753514161 -27.1881636645010|  10.491 -6.916   |10.64    |~                   |    ~     ~    
3577|TYC 2289-411-1                                                        |Star                           |00 54 27.8750111736 +35 45 48.069270828|123.6216589871939 -27.1043415852522| -14.886 -5.530   |10.67    |~                   |    ~     ~    
3578|TYC 2284-551-1                                                        |Star                           |00 49 22.3989 +35 07 53.894            |122.4549957 -27.7381985            |   -12.90 -7.90   |10.72    |~                   |    ~     ~    
3579|BD+34 131                                                             |Double or Multiple Star        |00 51 14.719 +35 43 52.91              |122.888004 -27.140367              |      5.4 -12.0   |9.72     |~                   |    ~     ~    
3580|BD+32 166                                                             |Star                           |00 56 34.9435566072 +33 06 22.071289392|124.1728394369436 -29.7532211147120|   1.422 -5.458   |9.17     |F5                  |    ~     ~    
3581|BD+32 171                                                             |Variable Star                  |00 59 30.4542996744 +32 52 39.675492336|124.8875759862001 -29.9634159361469|  21.887 27.722   |7.99     |K0                  |    ~     ~    
3582|HD 5478                                                               |Spectroscopic Binary           |00 56 54.9174781512 +35 23 30.899975568|124.1900231695748 -27.4664504664078|   2.815 -4.219   |8.53     |A5                  |    ~     ~    
3583|BD+34 150                                                             |Star                           |00 57 06.2951441472 +35 04 56.468104284|124.2422429889097 -27.7749770013873|  5.021 -20.526   |10.07    |K0                  |    ~     ~    
3584|HD 5494                                                               |High Proper Motion Star        |00 57 09.7882320672 +34 51 50.603372892|124.2619115007978 -27.9929059777069| -51.969 26.590   |7.96     |F7V                 |    ~     ~    
3585|HD 5574                                                               |Star                           |00 57 52.1695427016 +35 22 06.203718948|124.4098635083373 -27.4849006113068|  -5.446 -4.330   |8.88     |G5                  |    ~     ~    
3586|HD 5583                                                               |High Proper Motion Star        |00 57 56.7154492099 +34 59 07.902043586|124.4396018548434 -27.8671689799056|120.179 -45.941   |7.60     |K0                  |    ~     ~    
3587|HD 5607                                                               |Star                           |00 58 10.2917788032 +35 09 26.918069400|124.4862618213978 -27.6939475444223|  -5.720 -0.838   |8.55     |F0                  |    ~     ~    
3588|BD+33 139                                                             |Star                           |00 58 13.6264266720 +34 21 59.915464344|124.5258711569180 -28.4840916730459|  2.644 -44.668   |9.47     |G5                  |    ~     ~    
3589|HD 5540                                                               |High Proper Motion Star        |00 57 36.3948289728 +34 10 11.503655940|124.3863532851890 -28.6844645427594|123.551 -25.043   |8.65     |F8                  |    ~     ~    
3590|HD 5608                                                               |Spectroscopic Binary           |00 58 14.2189353000 +33 57 03.184089156|124.5424519239709 -28.8996009156139| 36.459 -71.320   |5.980    |K0III               |    ~     ~    
3591|BD+32 169                                                             |High Proper Motion Star        |00 58 16.6411931232 +33 47 10.482890316|124.5577239890062 -29.0639110551600| 36.239 -37.428   |9.25     |G0                  |    ~     ~    
3592|BD+33 141                                                             |Star                           |00 59 03.1772690208 +34 36 39.574722960|124.7103322553729 -28.2344580525769|-23.320 -19.341   |9.23     |K5                  |    ~     ~    
3593|BD+33 143                                                             |Star                           |00 59 20.0309806032 +34 02 19.764979728|124.7986145878596 -28.8043037481196| -5.393 -13.120   |9.73     |K0                  |    ~     ~    
3594|TYC 2281-40-1                                                         |Star                           |00 57 10.0927302624 +33 41 15.953265348|124.2970328254473 -29.1687937771095|  -6.590 -3.148   |10.33    |~                   |    ~     ~    
3595|TYC 2281-131-1                                                        |Star                           |00 58 19.4339194632 +33 43 26.665154976|124.5709602448579 -29.1257587162791|   4.835 -9.957   |10.71    |~                   |    ~     ~    
3596|TYC 2281-633-1                                                        |Star                           |00 59 56.7732837576 +33 25 41.817516024|124.9697091033093 -29.4097980318837|  17.039 -6.597   |10.49    |~                   |    ~     ~    
3597|TYC 2281-861-1                                                        |Star                           |00 57 11.5036639656 +33 25 24.101919984|124.3104006402968 -29.4329852419895|   0.987 -1.960   |10.03    |~                   |    ~     ~    
3598|TYC 2285-139-1                                                        |Star                           |00 59 16.8429508848 +34 10 29.393494140|124.7806739110437 -28.6687616636934|-40.978 -25.786   |10.94    |~                   |    ~     ~    
3599|TYC 2285-157-1                                                        |Star                           |00 59 59.5928405976 +34 13 24.065443668|124.9464244220661 -28.6149300421822|   2.544 -4.786   |10.80    |~                   |    ~     ~    
3600|TYC 2285-160-1                                                        |Star                           |00 58 22.0065214992 +35 33 16.058652120|124.5177384863176 -27.2959512414146|-35.906 -18.478   |10.85    |~                   |    ~     ~    
3601|TYC 2285-216-1                                                        |Star                           |00 59 41.4395826408 +35 23 30.249436632|124.8271762422190 -27.4496402566462|   8.842 -4.024   |10.44    |~                   |    ~     ~    
3602|TYC 2285-289-1                                                        |Star                           |00 58 32.1905133672 +34 01 45.695501184|124.6105490134044 -28.8192501236875| -10.021 -5.441   |10.28    |~                   |    ~     ~    
3603|TYC 2285-382-1                                                        |Star                           |00 57 05.2205265312 +34 41 44.344144212|124.2489770349403 -28.1616498046316|  3.386 -18.186   |10.54    |~                   |    ~     ~    
3604|TYC 2285-383-1                                                        |Star                           |00 59 24.6756637704 +34 13 46.247310012|124.8092307705248 -28.6131692285288|   30.389 3.010   |10.21    |~                   |    ~     ~    
3605|TYC 2285-473-1                                                        |Spectroscopic Binary           |00 56 50.4168610776 +34 01 24.979532808|124.2097234817983 -28.8347382890050| 71.095 -43.818   |10.50    |~                   |    ~     ~    
3606|TYC 2285-481-1                                                        |Chemically Peculiar Star       |00 59 22.8829822032 +33 57 31.507712100|124.8130638377707 -28.8839800242611| -10.052 -5.570   |10.50    |A6mF3               |    ~     ~    
3607|TYC 2285-564-1                                                        |Star                           |00 57 11.5351207896 +35 14 59.235550008|124.2576584206417 -27.6071471488811|    1.775 1.026   |10.76    |~                   |    ~     ~    
3608|TYC 2285-646-1                                                        |Star                           |00 59 08.7122432520 +35 08 16.978711920|124.7116444708574 -27.7070631684483|   3.190 -5.306   |10.67    |~                   |    ~     ~    
3609|TYC 2285-692-1                                                        |Star                           |00 59 51.4148795184 +35 32 52.129723848|124.8588636410236 -27.2924324594879| -20.948 -7.857   |10.84    |~                   |    ~     ~    
3610|TYC 2285-755-1                                                        |Star                           |00 58 51.2236588344 +34 33 31.121278704|124.6657720780114 -28.2881359329157|  10.809 -2.850   |10.38    |~                   |    ~     ~    
3611|TYC 2285-862-1                                                        |Star                           |00 59 39.2282833392 +34 44 29.340319812|124.8452134942329 -28.0997406620969|   4.538 -8.731   |9.79     |~                   |    ~     ~    
3612|TYC 2285-880-1                                                        |Star                           |00 59 19.7397821592 +35 04 51.799977192|124.7562895813499 -27.7627379585660|  16.560 -2.360   |10.69    |~                   |    ~     ~    
3613|TYC 2285-1239-1                                                       |Star                           |00 56 52.3348501200 +34 16 31.444405860|124.2103753193371 -28.5828562976872| -12.388 -1.136   |10.40    |~                   |    ~     ~    
3614|HD 4564                                                               |Star                           |00 48 00.5523964080 +36 12 15.891099984|122.1579648908200 -26.6621808060964| 21.626 -20.550   |8.04     |A5                  |    ~     ~    
3615|BD+35 149                                                             |Star                           |00 49 00.9945366624 +35 56 06.341988300|122.3821652484622 -26.9340679358140|   7.588 -1.466   |9.84     |G0                  |    ~     ~    
3616|HD 4743                                                               |Star                           |00 49 55.4628175872 +36 05 56.641856208|122.5894859974001 -26.7716740562550|-13.366 -45.980   |9.09     |F5                  |    ~     ~    
3617|BD+35 158                                                             |Star                           |00 52 28.5878106864 +36 01 35.580982044|123.1672679604823 -26.8447227412564|  -5.040 -3.059   |9.79     |G5                  |    ~     ~    
3618|BD+35 167                                                             |Star                           |00 55 17.1118276584 +36 03 06.649510716|123.8032176525009 -26.8133917747189|  -2.567 -2.405   |8.890    |K5                  |    ~     ~    
3619|BD+37 130                                                             |Star                           |00 46 20.8891160424 +38 43 12.399926268|121.8440313178156 -24.1408850843659| -10.555 -2.275   |9.05     |G5                  |    ~     ~    
3620|HD 4480                                                               |Star                           |00 47 17.3303686224 +38 37 06.404176164|122.0430952376022 -24.2461414048193|  -0.349 -8.125   |9.36     |A                   |    ~     ~    
3621|BD+37 127                                                             |Star                           |00 46 04.0768016712 +38 16 18.311901816|121.7728873581382 -24.5879091339206|  -3.227 -6.022   |8.66     |M0                  |    ~     ~    
3622|BD+37 131                                                             |Star                           |00 46 22.5320798352 +38 07 14.056656852|121.8356632231376 -24.7404004695017|   -0.005 2.897   |10.21    |F8                  |    ~     ~    
3623|HD 4231                                                               |Star                           |00 45 10.4090418504 +37 22 58.116774540|121.5535507594492 -25.4721711322394|  21.217 -3.830   |7.99     |K0                  |    ~     ~    
3624|BD+36 118                                                             |Star                           |00 45 22.0483890624 +37 46 07.759702020|121.6073489210395 -25.0873125650554| -20.649 -5.671   |9.14     |G5                  |    ~     ~    
3625|BD+36 120                                                             |Star                           |00 45 56.0707721544 +37 08 03.211743084|121.7144236146778 -25.7245118984579|   11.832 1.074   |9.89     |G5                  |    ~     ~    
3626|HD 4311                                                               |Star                           |00 46 00.8237793744 +36 52 57.729759060|121.7254029320139 -25.9763375875290|  -2.087 -6.029   |9.80     |A                   |    ~     ~    
3627|BD+36 122                                                             |Star                           |00 46 30.4531483344 +37 45 52.657845912|121.8559606365844 -25.0968199216840|  -3.293 -8.456   |9.88     |M2                  |    ~     ~    
3628|BD+36 123                                                             |Star                           |00 46 50.9745519648 +37 01 35.665438800|121.9144546269794 -25.8361090784479|   6.426 -0.136   |9.85     |K0                  |    ~     ~    
3629|HD 4481                                                               |Star                           |00 47 15.8810828376 +37 16 31.477055124|122.0114586396875 -25.5888786720884|   1.433 -4.892   |9.41     |A2                  |    ~     ~    
3630|HD 4524                                                               |Star                           |00 47 41.0253772008 +37 37 51.964787316|122.1102349347700 -25.2346566594824| -4.993 -10.136   |9.23     |A5                  |    ~     ~    
3631|BD+35 140                                                             |Star                           |00 45 33.9397708344 +36 44 56.506596252|121.6219907092044 -26.1077818037462| 11.288 -11.816   |9.66     |F2                  |    ~     ~    
3632|BD+35 143                                                             |Variable Star                  |00 47 11.3481826176 +36 39 41.943731004|121.9822851145086 -26.2022622240071|   -2.189 0.887   |9.24     |K0                  |    ~     ~    
3633|TYC 2797-1140-1                                                       |High Proper Motion Star        |00 47 14.1808052160 +38 12 17.102499192|122.0237065059907 -24.6595875430194|117.661 -54.141   |10.95    |K7e                 |    ~     ~    
3634|BD+37 150                                                             |Spectroscopic Binary           |00 50 47.3953383768 +38 27 28.251793872|122.7926141743834 -24.4137245871528| 21.618 -21.839   |9.89     |F8                  |    ~     ~    
3635|BD+37 156                                                             |Star                           |00 51 43.9557082512 +38 25 17.244358536|122.9953295388397 -24.4502545402931|  -3.253 -7.316   |10.97    |F0                  |    ~     ~    
3636|V* V357 And                                                           |Ellipsoidal Variable           |00 52 53.3788392216 +38 32 55.796086284|123.2434132949963 -24.3220373248262|  24.987 -9.574   |6.688    |A2V                 |    ~     ~    
3637|BD+37 166                                                             |Double or Multiple Star        |00 54 51.4488 +38 27 20.805            |123.6670964 -24.4110871            |    -26.2 -24.1   |9.52     |F5                  |    ~     ~    
3638|BD+37 168                                                             |Star                           |00 55 04.0505738184 +38 26 04.268651964|123.7126072312013 -24.4317266570748|  -9.379 -1.506   |9.60     |A5                  |    ~     ~    
