C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:09:08

dec >=0&rah >=19.0&rah< 19.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7376

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
5471|TYC 2648-117-1                                                                                           |Star                                  |19 08 05.6752988136 +35 05 17.858127840|066.3597720311130 +12.0775542527371|    5.688 3.499   |9.80     |~                    |    ~     ~    |    1|  305.502   pc  |  -2.5293     +2.5293  |paral   |2020yCat.1350....0G
5472|TYC 2648-131-1                                                                                           |High Proper Motion Star               |19 10 35.0504386104 +34 56 09.501505008|066.4386150726960 +11.5511495311822| -22.140 66.482   |9.99     |~                    |    ~     ~    |    1|  131.759   pc  |  -0.1996     +0.1996  |paral   |2020yCat.1350....0G
5473|TYC 2648-172-1                                                                                           |Star                                  |19 09 34.2239267376 +35 16 19.683563556|066.6599647741391 +11.8813327673419|  14.027 -6.416   |10.53    |~                    |    ~     ~    |    1|  291.732   pc  |  -0.9532     +0.9532  |paral   |2020yCat.1350....0G
5474|TYC 2648-225-1                                                                                           |High Proper Motion Star               |19 09 03.2596863168 +35 03 13.946204664|066.4122736977187 +11.8849168673889| 91.556 -54.152   |10.45    |~                    |    ~     ~    |    1|   54.024   pc  |  -0.0359     +0.0359  |paral   |2020yCat.1350....0G
5475|TYC 2648-299-1                                                                                           |Star                                  |19 09 08.6019792960 +35 03 55.205148420|066.4307439913834 +11.8732272610449|   -0.210 0.988   |10.11    |~                    |    ~     ~    |    1|  632.551   pc  |  -4.8415     +4.8415  |paral   |2020yCat.1350....0G
5476|TYC 2648-471-1                                                                                           |Star                                  |19 09 20.5660856448 +34 52 48.345309300|066.2768067366824 +11.7579930547262|  -3.337 -6.725   |10.77    |~                    |    ~     ~    |    1|  602.265   pc  | -20.4938    +20.4938  |paral   |2020yCat.1350....0G
5477|TYC 2648-493-1                                                                                           |Star                                  |19 11 08.0025764520 +34 29 52.140627816|066.0833034922465 +11.2623429798505|   10.534 4.928   |10.25    |~                    |    ~     ~    |    1|  393.051   pc  |  -1.8539     +1.8539  |paral   |2020yCat.1350....0G
5478|TYC 2648-509-1                                                                                           |Star                                  |19 08 18.2234218776 +35 07 04.008721764|066.4054984288518 +12.0511056369986|  -2.142 -2.600   |10.55    |~                    |    ~     ~    |    1|  582.072   pc  | -23.0389    +23.0389  |paral   |2020yCat.1350....0G
5479|TYC 2648-680-1                                                                                           |Star                                  |19 08 01.2234914448 +35 12 26.783608608|066.4638960827075 +12.1412810534878|  -1.803 -7.156   |10.51    |~                    |    ~     ~    |    1|  232.455   pc  |  -0.7025     +0.7025  |paral   |2020yCat.1350....0G
5480|TYC 2648-758-1                                                                                           |Star                                  |19 10 00.6923298264 +35 10 37.668065844|066.6108812223873 +11.7595370786900| -1.593 -17.956   |10.28    |~                    |    ~     ~    |    1| 1615.770   pc  | -31.8507    +31.8507  |paral   |2020yCat.1350....0G
5481|TYC 2648-806-1                                                                                           |Star                                  |19 10 14.0894147544 +35 10 42.251141964|066.6317863620365 +11.7187392602391|    0.431 2.090   |10.02    |~                    |    ~     ~    |    1|  522.057   pc  |  -2.7527     +2.7527  |paral   |2020yCat.1350....0G
5482|TYC 2648-1102-1                                                                                          |Star                                  |19 07 33.4543041408 +34 30 51.571909692|065.7798785387874 +11.9365947648161|   0.715 -0.258   |10.16    |~                    |    ~     ~    |    1|  990.099   pc  | -12.5478    +12.5478  |paral   |2020yCat.1350....0G
5483|TYC 2648-1174-1                                                                                          |Star                                  |19 07 55.4290283736 +35 00 54.630537156|066.2769021939454 +12.0786071303024| -1.186 -11.243   |10.93    |~                    |    ~     ~    |    0|                |                       |        |                   
5484|TYC 2648-1221-1                                                                                          |Star                                  |19 09 25.6802740536 +34 47 54.872637648|066.2089107151481 +11.7076722978816| -12.084 -4.326   |10.67    |~                    |    ~     ~    |    1|  410.610   pc  |  -1.9052     +1.9052  |paral   |2020yCat.1350....0G
5485|TYC 2648-1266-1                                                                                          |Star                                  |19 10 02.1201293496 +35 00 08.414247420|066.4512604499463 +11.6811230631853|    8.827 1.487   |9.62     |~                    |    ~     ~    |    1|  559.848   pc  |  -4.5761     +4.5761  |paral   |2020yCat.1350....0G
5486|TYC 2648-1282-1                                                                                          |Star                                  |19 10 15.1893020280 +34 01 13.803506436|065.5640702870865 +11.2229274842526|  -1.054 -9.852   |10.05    |~                    |    ~     ~    |    1| 1210.068   pc  | -14.3498    +14.3498  |paral   |2020yCat.1350....0G
5487|TYC 2648-1338-1                                                                                          |Star                                  |19 08 51.4806409320 +34 11 42.903489804|065.6001028451765 +11.5586189188975|    1.214 0.976   |10.02    |~                    |    ~     ~    |    1|  418.866   pc  |  -5.1757     +5.1757  |paral   |2020yCat.1350....0G
5488|TYC 2648-1365-1                                                                                          |Star                                  |19 07 39.4030119984 +34 34 44.662320084|065.8486996649575 +11.9452794577068|    -3.80 -8.60   |10.96    |~                    |    ~     ~    |    0|                |                       |        |                   
5489|TYC 2648-1402-1                                                                                          |Star                                  |19 09 21.7926773688 +34 31 43.479651396|065.9535516563517 +11.6054949713494|    2.969 0.694   |10.39    |~                    |    ~     ~    |    1|  720.098   pc  |  -6.1188     +6.1188  |paral   |2020yCat.1350....0G
5490|TYC 2648-1580-1                                                                                          |Star                                  |19 08 01.9333507488 +34 10 28.039265940|065.5071162180279 +11.7045740104345|  -4.547 -9.960   |10.60    |~                    |    ~     ~    |    1|  459.939   pc  |  -2.4328     +2.4328  |paral   |2020yCat.1350....0G
5491|TYC 2648-1675-1                                                                                          |High Proper Motion Star               |19 10 15.6524518488 +34 06 11.668611312|065.6410541476073 +11.2567972805326|-17.360 -44.865   |10.65    |~                    |    ~     ~    |    1|  246.883   pc  |  -0.8533     +0.8533  |paral   |2020yCat.1350....0G
5492|TYC 2648-1709-1                                                                                          |Star                                  |19 10 23.4741826296 +34 00 12.861609552|065.5609246348627 +11.1898239891789| -4.883 -12.722   |9.91     |~                    |    ~     ~    |    1| 1057.530   pc  | -11.9665    +11.9665  |paral   |2020yCat.1350....0G
5493|TYC 2648-1764-1                                                                                          |Star                                  |19 10 59.3434124736 +33 59 36.209528772|065.6055743439810 +11.0734749709388|   0.452 -1.100   |10.34    |~                    |    ~     ~    |    1| 1027.538   pc  | -14.6761    +14.6761  |paral   |2020yCat.1350....0G
5494|TYC 2648-1770-1                                                                                          |Star                                  |19 08 36.8248257072 +34 00 29.810083284|065.4053852271342 +11.5251870114891|    3.339 0.349   |10.62    |~                    |    ~     ~    |    1|  893.096   pc  |  -8.4548     +8.4548  |paral   |2020yCat.1350....0G
5495|TYC 2648-1783-1                                                                                          |Star                                  |19 11 39.7307250168 +34 13 30.778883040|065.8798428609265 +11.0469976928182|   3.133 -0.985   |10.98    |~                    |    ~     ~    |    1| 1046.353   pc  | -12.7003    +12.7003  |paral   |2020yCat.1350....0G
5496|TYC 2648-1815-1                                                                                          |Star                                  |19 08 52.6885670064 +34 00 56.358401652|065.4359109792335 +11.4786935669445|   5.875 -4.985   |10.34    |~                    |    ~     ~    |    1|  458.526   pc  |  -2.3548     +2.3548  |paral   |2020yCat.1350....0G
5497|TYC 2648-1885-1                                                                                          |Star                                  |19 08 25.5173461104 +33 50 53.302176852|065.2404549952636 +11.4927170913558|    3.548 1.223   |9.92     |~                    |    ~     ~    |    1| 1044.605   pc  | -11.5667    +11.5667  |paral   |2020yCat.1350....0G
5498|TYC 2648-1920-1                                                                                          |Star                                  |19 09 34.5446886960 +33 49 52.133523024|065.3283415731835 +11.2692562201822|  -2.909 -4.066   |10.13    |~                    |    ~     ~    |    1| 1221.747   pc  | -18.8076    +18.8076  |paral   |2020yCat.1350....0G
5499|TYC 2648-1970-1                                                                                          |Star                                  |19 08 39.9679703880 +34 57 29.392594020|066.2893398040261 +11.9166843529801|  15.144 19.016   |10.12    |~                    |    ~     ~    |    1|   59.554   pc  |  -0.0404     +0.0404  |paral   |2020yCat.1350....0G
5500|TYC 2648-1986-1                                                                                          |Star                                  |19 11 09.9786345384 +34 27 35.101683684|066.0511718890857 +11.2399381109058| -5.283 -14.647   |9.68     |~                    |    ~     ~    |    1|  367.836   pc  |  -1.5695     +1.5695  |paral   |2020yCat.1350....0G
5501|TYC 2648-2014-1                                                                                          |Star                                  |19 08 30.4702909896 +33 49 30.178064100|065.2265335582772 +11.4674017721191|    1.601 6.437   |9.85     |~                    |    ~     ~    |    1|  236.278   pc  |  -0.6867     +0.6867  |paral   |2020yCat.1350....0G
5502|TYC 2648-2022-1                                                                                          |Star                                  |19 08 34.0746650352 +34 19 42.577676652|065.6974454118088 +11.6693207482360|    3.732 4.924   |9.49     |~                    |    ~     ~    |    1|  742.335   pc  |  -6.6678     +6.6678  |paral   |2020yCat.1350....0G
5503|TYC 2648-2029-1                                                                                          |Star                                  |19 07 58.1259179184 +33 52 41.788153092|065.2273615905169 +11.5913328883880|  -6.434 -2.883   |10.19    |~                    |    ~     ~    |    1| 1120.448   pc  | -15.4415    +15.4415  |paral   |2020yCat.1350....0G
5504|TYC 2648-2065-1                                                                                          |Star                                  |19 11 34.9866820536 +34 27 33.124783428|066.0881407419935 +11.1620490493550|   1.330 -4.119   |9.15     |~                    |    ~     ~    |    1| 1028.383   pc  | -13.7484    +13.7484  |paral   |2020yCat.1350....0G
5505|TYC 2648-2135-1                                                                                          |Star                                  |19 11 44.2608499464 +33 48 31.395162276|065.5036398423818 +10.8538870055125|  1.522 -47.049   |10.81    |~                    |    ~     ~    |    1|  177.689   pc  |  -0.3442     +0.3442  |paral   |2020yCat.1350....0G
5506|TYC 2657-187-1                                                                                           |Star                                  |19 12 07.0304532792 +33 28 28.496377164|065.2314446249960 +10.6385437113984|-10.102 -13.478   |10.51    |~                    |    ~     ~    |    1|  502.361   pc  |  -5.3502     +5.3502  |paral   |2020yCat.1350....0G
5507|TYC 2657-321-1                                                                                           |Star                                  |19 13 34.1801735160 +33 29 38.433509160|065.3827379280917 +10.3740211815758|   -0.106 8.887   |10.45    |~                    |    ~     ~    |    1|  203.157   pc  |  -0.7223     +0.7223  |paral   |2020yCat.1350....0G
5508|TYC 2657-338-1                                                                                           |Star                                  |19 14 03.8904011760 +33 20 07.268507340|065.2832992095974 +10.2119198118230|-15.250 -18.946   |10.32    |~                    |    ~     ~    |    1|  298.739   pc  |  -1.3119     +1.3119  |paral   |2020yCat.1350....0G
5509|TYC 2657-384-1                                                                                           |Star                                  |19 14 30.5422213224 +33 32 20.957662896|065.5107175425596 +10.2174397578063|  -0.636 -1.775   |10.43    |~                    |    ~     ~    |    1|  810.833   pc  |  -8.0209     +8.0209  |paral   |2020yCat.1350....0G
5510|TYC 2657-464-1                                                                                           |Star                                  |19 12 04.1923013256 +33 28 41.978373312|065.2305459529694 +10.6490575908765| -5.477 -19.470   |9.87     |~                    |    ~     ~    |    1|  646.078   pc  | -19.2012    +19.2012  |paral   |2020yCat.1350....0G
5511|TYC 2657-710-1                                                                                           |Star                                  |19 12 29.3519451216 +33 26 25.833935760|065.2343234466602 +10.5538449912728|    7.237 0.961   |10.87    |~                    |    ~     ~    |    1|  799.552   pc  |  -7.5435     +7.5435  |paral   |2020yCat.1350....0G
5512|TYC 2657-744-1                                                                                           |Star                                  |19 14 56.5777308312 +33 09 08.663967216|065.1976955020232 +09.9668155469830|    0.015 1.072   |10.95    |~                    |    ~     ~    |    1| 1715.560   pc  | -41.7927    +41.7927  |paral   |2020yCat.1350....0G
5513|TYC 2657-816-1                                                                                           |Star                                  |19 12 34.2536835000 +33 16 01.480754460|065.0828511305282 +10.4633527669207|   0.138 -1.445   |10.56    |~                    |    ~     ~    |    1|  933.097   pc  |  -9.9256     +9.9256  |paral   |2020yCat.1350....0G
5514|TYC 2657-854-1                                                                                           |Star                                  |19 14 58.2956829600 +33 35 00.114461304|065.5938875785336 +10.1500668021139| -8.707 -23.279   |10.72    |~                    |    ~     ~    |    1|  704.523   pc  |  -6.1548     +6.1548  |paral   |2020yCat.1350....0G
5515|TYC 2657-932-1                                                                                           |Star                                  |19 12 23.3833060032 +33 32 58.600044024|065.3252665617797 +10.6197375250690|  4.775 -14.004   |10.40    |~                    |    ~     ~    |    1| 1382.935   pc  | -25.2451    +25.2451  |paral   |2020yCat.1350....0G
5516|TYC 2657-956-1                                                                                           |Star                                  |19 13 39.3799336584 +33 14 18.704879592|065.1569404019972 +10.2465604288009|  -3.169 27.646   |10.62    |~                    |    ~     ~    |    1|  326.851   pc  |  -1.2606     +1.2606  |paral   |2020yCat.1350....0G
5517|2MASS J19141082+3309395                                                                                  |Long-Period Variable                  |19 14 10.8090489072 +33 09 39.748701024|065.1346517566487 +10.1141575251729|   -0.782 3.296   |10.30    |~                    |    ~     ~    |    1| 1560.062   pc  | -32.1261    +32.1261  |paral   |2020yCat.1350....0G
5518|TYC 2657-1156-1                                                                                          |Star                                  |19 12 48.5591084568 +32 37 31.533713364|064.5175439978052 +10.1395200362759|  14.050 13.895   |9.50     |~                    |    ~     ~    |    1|  492.368   pc  |  -2.6424     +2.6424  |paral   |2020yCat.1350....0G
5519|TYC 2657-1272-1                                                                                          |Star                                  |19 14 04.1608992312 +32 27 30.377164176|064.4828288503312 +09.8276979038120|   1.151 -3.748   |9.97     |~                    |    ~     ~    |    1|  375.502   pc  |  -2.0304     +2.0304  |paral   |2020yCat.1350....0G
5520|TYC 2657-1285-1                                                                                          |Star                                  |19 13 54.4452179328 +32 52 05.832999660|064.8418162865272 +10.0376980349459|  -7.627 24.431   |10.78    |~                    |    ~     ~    |    1|  242.972   pc  |  -0.6258     +0.6258  |paral   |2020yCat.1350....0G
5521|TYC 2657-1325-1                                                                                          |Star                                  |19 13 45.6734112504 +32 32 22.515413244|064.5280052939336 +09.9216405320278| -2.366 -14.537   |10.79    |~                    |    ~     ~    |    1|  956.114   pc  |  -8.4102     +8.4102  |paral   |2020yCat.1350....0G
5522|TYC 2657-1342-1                                                                                          |Star                                  |19 13 39.6340574256 +32 30 38.310929496|064.4921582345786 +09.9280578742846| -5.796 -25.928   |10.83    |~                    |    ~     ~    |    1|  383.171   pc  |  -1.5857     +1.5857  |paral   |2020yCat.1350....0G
5523|TYC 2657-1346-1                                                                                          |Star                                  |19 12 28.3414535280 +32 33 21.611714544|064.4226614567956 +10.1731995512775| -7.275 -14.913   |10.61    |~                    |    ~     ~    |    1|  871.460   pc  |  -8.3539     +8.3539  |paral   |2020yCat.1350....0G
5524|TYC 2657-1770-1                                                                                          |Star                                  |19 14 50.5204999584 +32 44 50.814663468|064.8188513351444 +09.8082319984826|    8.913 7.813   |10.37    |~                    |    ~     ~    |    1|  230.224   pc  |  -0.6996     +0.6996  |paral   |2020yCat.1350....0G
5525|TYC 2657-1795-1                                                                                          |Star                                  |19 14 33.7936141056 +32 52 32.871444348|064.9098514001596 +09.9171658347407|   7.424 -3.676   |10.29    |~                    |    ~     ~    |    1|  201.666   pc  |  -0.6344     +0.6344  |paral   |2020yCat.1350....0G
5526|TYC 2657-2098-1                                                                                          |Star                                  |19 12 22.4915485968 +32 55 06.229511652|064.7453088158498 +10.3491307783349|  -0.164 -3.678   |10.58    |~                    |    ~     ~    |    1|  472.903   pc  |  -3.1086     +3.1086  |paral   |2020yCat.1350....0G
5527|TYC 2657-2177-1                                                                                          |Star                                  |19 14 30.3725530272 +32 32 12.095927880|064.5951963360539 +09.7792374638525|   0.027 -2.206   |10.40    |~                    |    ~     ~    |    1| 1021.764   pc  | -24.1164    +24.1164  |paral   |2020yCat.1350....0G
5528|TYC 2657-2405-1                                                                                          |Star                                  |19 12 04.3823164560 +33 01 50.729011356|064.8203527958946 +10.4548847124052|   0.623 18.729   |10.11    |~                    |    ~     ~    |    1|  336.961   pc  |  -1.2944     +1.2944  |paral   |2020yCat.1350....0G
5529|TYC 2657-2692-1                                                                                          |Star                                  |19 14 18.5390996496 +32 33 01.658792700|064.5892476066023 +09.8226282362232|   1.893 -4.178   |10.89    |~                    |    ~     ~    |    1|  724.743   pc  |  -5.1475     +5.1475  |paral   |2020yCat.1350....0G
5530|TYC 2661-411-1                                                                                           |Star                                  |19 12 53.0272 +34 27 24.664            |066.2033207 +10.9189210            |  -3.515 -2.185   |10.48    |~                    |    ~     ~    |    0|                |                       |        |                   
5531|TYC 2661-545-1                                                                                           |Star                                  |19 14 21.0457983312 +34 25 39.905887692|066.3097100058019 +10.6336120287917|    1.650 5.142   |10.01    |~                    |    ~     ~    |    1| 1598.465   pc  | -28.3615    +28.3615  |paral   |2020yCat.1350....0G
5532|TYC 2661-623-1                                                                                           |High Proper Motion Star               |19 12 16.3711170096 +34 34 29.249285088|066.2566531269276 +11.0832586249438|  2.747 -51.267   |10.49    |~                    |    ~     ~    |    1|  153.991   pc  |  -4.4083     +4.4083  |paral   |2020yCat.1350....0G
5533|TYC 2661-1101-1                                                                                          |Star                                  |19 13 03.0662666064 +34 17 58.702295364|066.0740437563172 +10.8199812444026|   -9.60 -10.00   |10.99    |~                    |    ~     ~    |    0|                |                       |        |                   
5534|TYC 2661-1114-1                                                                                          |Star                                  |19 12 05.6195852328 +34 51 44.620191936|066.5054015834023 +11.2398287534998|  -4.467 -9.416   |10.60    |~                    |    ~     ~    |    1|  995.718   pc  | -10.6086    +10.6086  |paral   |2020yCat.1350....0G
5535|TYC 2661-1219-1                                                                                          |Star                                  |19 12 16.3324689960 +34 01 13.416801276|065.7467818907778 +10.8449460473146|  -3.103 -7.177   |10.26    |~                    |    ~     ~    |    1|  782.963   pc  |  -7.9694     +7.9694  |paral   |2020yCat.1350....0G
5536|TYC 2661-1229-1                                                                                          |Star                                  |19 14 49.3675624920 +34 09 06.370633980|066.0999970887151 +10.4258595638428|   0.033 -2.954   |10.84    |~                    |    ~     ~    |    1| 1398.797   pc  | -22.1100    +22.1100  |paral   |2020yCat.1350....0G
5537|TYC 2661-1263-1                                                                                          |Star                                  |19 12 21.4117374888 +34 19 58.141278516|066.0416349791103 +10.9636379088121|    2.489 0.702   |10.60    |~                    |    ~     ~    |    1|  376.634   pc  |  -1.8015     +1.8015  |paral   |2020yCat.1350....0G
5538|TYC 2661-1305-1                                                                                          |Star                                  |19 14 14.9166636072 +34 35 51.361040580|066.4561891705346 +10.7261978968306|   1.477 -9.078   |10.71    |~                    |    ~     ~    |    1|  272.190   pc  |  -0.7705     +0.7705  |paral   |2020yCat.1350....0G
5539|TYC 2661-1323-1                                                                                          |Star                                  |19 13 14.3987134464 +34 31 08.993159652|066.2928021273361 +10.8795573815290|   2.344 -7.273   |10.17    |~                    |    ~     ~    |    1|  765.287   pc  | -17.3356    +17.3356  |paral   |2020yCat.1350....0G
5540|TYC 2661-1744-1                                                                                          |Star                                  |19 13 23.4728055912 +34 52 40.673326368|066.6362053165978 +11.0061573062159|  -4.641 -3.848   |10.57    |~                    |    ~     ~    |    1|  590.388   pc  |  -8.4003     +8.4003  |paral   |2020yCat.1350....0G
5541|TYC 2661-1887-1                                                                                          |Star                                  |19 12 49.7610289392 +34 11 54.620387808|065.9610271628329 +10.8176804537753|  4.428 -14.797   |9.84     |~                    |    ~     ~    |    1|  331.521   pc  |  -2.1761     +2.1761  |paral   |2020yCat.1350....0G
5542|TYC 2661-1912-1                                                                                          |Star                                  |19 12 25.3234935144 +35 10 40.420523784|066.8254985737094 +11.3141055483808| -6.739 -12.468   |10.36    |~                    |    ~     ~    |    1|  592.207   pc  |  -3.7877     +3.7877  |paral   |2020yCat.1350....0G
5543|TYC 2661-2058-1                                                                                          |Star                                  |19 13 32.0290375248 +34 56 06.471609792|066.7015924097118 +11.0043951302718| -7.847 -19.805   |10.13    |~                    |    ~     ~    |    1| 1107.788   pc  | -12.5174    +12.5174  |paral   |2020yCat.1350....0G
5544|TYC 2661-2121-1                                                                                          |Star                                  |19 14 50.8673230968 +33 52 30.740449476|065.8492462704206 +10.3006670794698|   9.623 -4.235   |10.98    |~                    |    ~     ~    |    1|  462.278   pc  |  -2.3507     +2.3507  |paral   |2020yCat.1350....0G
5545|TYC 2661-2190-1                                                                                          |Star                                  |19 12 48.0038285640 +34 43 13.675261404|066.4381561869417 +11.0479309233000|  7.252 -23.407   |10.87    |~                    |    ~     ~    |    1|  232.569   pc  |  -0.6058     +0.6058  |paral   |2020yCat.1350....0G
5546|TYC 2661-2236-1                                                                                          |Star                                  |19 12 26.7269552256 +34 43 32.530601856|066.4110790497016 +11.1159806238771|     -5.4 -24.7   |10.59    |~                    |    ~     ~    |    0|                |                       |        |                   
5547|TYC 2661-2299-1                                                                                          |Star                                  |19 13 36.9734253888 +34 38 20.755719744|066.4370024323585 +10.8614554327552| -15.696 -0.616   |10.77    |~                    |    ~     ~    |    1|  548.878   pc  |  -3.1633     +3.1633  |paral   |2020yCat.1350....0G
5548|TYC 2661-2319-1                                                                                          |Star                                  |19 12 48.9496693080 +34 10 20.309737872|065.9357379359091 +10.8089003689551|  -3.750 -5.529   |10.21    |~                    |    ~     ~    |    1|  188.661   pc  |  -0.6158     +0.6158  |paral   |2020yCat.1350....0G
5549|TYC 2661-2337-1                                                                                          |Star                                  |19 13 30.5789070912 +33 56 54.455715384|065.7935757887988 +10.5825303910871|    1.327 1.130   |10.43    |~                    |    ~     ~    |    1|  673.401   pc  |  -6.9381     +6.9381  |paral   |2020yCat.1350....0G
5550|TYC 2661-2353-1                                                                                          |Star                                  |19 12 06.7755505992 +34 08 50.332711848|065.8489804991115 +10.9293539231974|   0.743 -0.662   |9.45     |~                    |    ~     ~    |    1| 1017.397   pc  | -14.4914    +14.4914  |paral   |2020yCat.1350....0G
5551|TYC 2661-2458-1                                                                                          |Star                                  |19 12 43.9963829472 +34 48 58.333595364|066.5202373649289 +11.1014590899993|  6.832 -12.699   |10.45    |~                    |    ~     ~    |    1|  815.860   pc  |  -7.5882     +7.5882  |paral   |2020yCat.1350....0G
5552|TYC 2661-2483-1                                                                                          |Star                                  |19 14 34.9793915520 +34 25 27.509236860|066.3276997048621 +10.5889745743425| -1.532 -11.114   |10.82    |~                    |    ~     ~    |    1|  899.442   pc  |  -9.3035     +9.3035  |paral   |2020yCat.1350....0G
5553|TYC 2661-2582-1                                                                                          |Star                                  |19 13 30.3088673485 +34 54 00.730513518|066.6669027017042 +10.9946512136560|   0.662 -8.564   |10.38    |~                    |    ~     ~    |    0|                |                       |        |                   
5554|TYC 2657-316-1                                                                                           |Star                                  |19 12 19.8242 +33 20 54.511            |065.1353374 +10.5438946            |     -12.5 31.3   |9.97     |~                    |    ~     ~    |    0|                |                       |        |                   
5555|TYC 2661-1198-1                                                                                          |Double or Multiple Star               |19 13 42.5286 +34 54 46.317            |066.6968749 +10.9624318            |  -1.179 -1.974   |10.81    |~                    |    ~     ~    |    0|                |                       |        |                   
5556|TYC 2644-924-1                                                                                           |Star                                  |19 11 06.1379377392 +32 40 01.392498876|064.3971986765387 +10.4813318254498|   -4.295 1.490   |10.34    |~                    |    ~     ~    |    1| 1226.542   pc  | -18.5042    +18.5042  |paral   |2020yCat.1350....0G
5557|BD+38 3395                                                                                               |Spectroscopic Binary                  |19 01 23.2867555056 +38 17 05.029871244|068.7972438267761 +14.6073488237505|  -5.201 -8.245   |9.97     |F6V                  |    ~     ~    |    1|  300.210   pc  |  -1.2257     +1.2257  |paral   |2020yCat.1350....0G
5558|BD+38 3411                                                                                               |Star                                  |19 03 36.0368128152 +38 15 31.781219832|068.9507110614791 +14.1985124551398|   -0.335 2.655   |10.83    |K0II                 |    ~     ~    |    1|  952.925   pc  |  -8.2634     +8.2634  |paral   |2020yCat.1350....0G
5559|BD+37 3318                                                                                               |Eruptive Variable                     |19 02 41.4969489888 +38 08 12.365901888|068.7617449545461 +14.3136233134266|  -6.520 -1.721   |8.43     |K2III                |    ~     ~    |    1|  371.071   pc  | -11.0706    +11.0706  |paral   |2020yCat.1350....0G
5560|BD+37 3324                                                                                               |delta Sct Variable                    |19 03 36.7086752592 +38 12 08.155307916|068.8981360378982 +14.1738940681811|    8.258 5.700   |9.34     |A5IV                 |    ~     ~    |    1|  381.272   pc  |  -1.9188     +1.9188  |paral   |2020yCat.1350....0G
5561|HD 177781                                                                                                |Star                                  |19 04 23.7783596304 +38 06 27.358837488|068.8724333898311 +13.9946622997316|  -1.779 16.852   |7.94     |G5                   |    ~     ~    |    1|  288.967   pc  |  -2.3047     +2.3047  |paral   |2020yCat.1350....0G
5562|BD+37 3306                                                                                               |Star                                  |19 00 04.3222107264 +37 22 27.694198092|067.8271483388638 +14.4865497823846|  -9.231 -2.163   |9.17     |K0                   |    ~     ~    |    1|  401.091   pc  |  -1.7535     +1.7535  |paral   |2020yCat.1350....0G
5563|HD 176799                                                                                                |Star                                  |19 00 22.1467745544 +37 59 44.776173516|068.4411458374728 +14.6776278813420|  11.073 -5.078   |7.81     |A3                   |    ~     ~    |    1|  314.228   pc  |  -5.5985     +5.5985  |paral   |2020yCat.1350....0G
5564|BD+37 3310                                                                                               |Spectroscopic Binary                  |19 01 21.6327848760 +37 19 11.630060724|067.8804180020023 +14.2298758830608|    0.557 9.886   |8.70     |F5                   |    ~     ~    |    1|  472.769   pc  | -10.3038    +10.3038  |paral   |2020yCat.1350....0G
5565|HD 177250                                                                                                |Star                                  |19 02 10.3003939032 +37 48 43.024704984|068.4121567404880 +14.2783355036812|    1.158 3.564   |7.94     |K1IV                 |    ~     ~    |    1|  235.244   pc  |  -0.8799     +0.8799  |paral   |2020yCat.1350....0G
5566|HD 177487                                                                                                |Star                                  |19 03 13.0268290656 +37 21 14.252706792|068.0648107785022 +13.9052959333364|  -1.051 -7.998   |8.63     |A0                   |    ~     ~    |    1|  353.957   pc  |  -2.2050     +2.2050  |paral   |2020yCat.1350....0G
5567|BD+37 3332                                                                                               |Spectroscopic Binary                  |19 04 42.9881291952 +37 17 19.973637960|068.1273995589840 +13.6063037177287| -18.136 -1.142   |9.44     |F5                   |    ~     ~    |    1|  207.031   pc  |  -0.4586     +0.4586  |paral   |2020yCat.1350....0G
5568|BD+37 3333                                                                                               |Star                                  |19 05 02.0686794672 +37 30 16.002854748|068.3565061428127 +13.6359386793895| -3.877 -11.855   |8.96     |M0.5III              |    ~     ~    |    1| 1019.472   pc  | -17.7724    +17.7724  |paral   |2020yCat.1350....0G
5569|BD+37 3340                                                                                               |Spectroscopic Binary                  |19 06 24.7578270048 +37 55 21.834739992|068.8636370184221 +13.5566875619982|  -9.713 -0.417   |9.62     |F2V                  |    ~     ~    |    1|  316.766   pc  |  -1.2442     +1.2442  |paral   |2020yCat.1350....0G
5570|HD 178307                                                                                                |Star                                  |19 06 28.2611524416 +37 23 18.161034864|068.3668202548599 +13.3282580105199|   1.833 13.972   |7.23     |K0                   |    ~     ~    |    1|  351.828   pc  |  -1.8196     +1.8196  |paral   |2020yCat.1350....0G
5571|AG+37 1735                                                                                               |Red Giant Branch star                 |19 07 25.2378739968 +37 46 46.057867428|068.8126406115615 +13.3165626170267|   16.396 9.408   |10.95    |K1III                |    ~     ~    |    1|    0.770   kpc |                       |        |2021A&A...645A..85M
5572|BD+37 3344                                                                                               |Horizontal Branch Star                |19 07 23.0016667488 +37 47 07.002480696|068.8149977409636 +13.3256629826954|  -3.184 -9.429   |10.55    |K2III                |    ~     ~    |    1| 1000.300   pc  | -10.8065    +10.8065  |paral   |2020yCat.1350....0G
