C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:34:18

dec >=0&rah >=8.75&rah< 9.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3764

 #  |                                                                 identifier                                                                 |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1093|TYC 2986-1238-1                                                                                                                             |Star                               |08 57 00.8094412272 +40 50 18.167624448|181.0123639019727 +40.4608951969316|   5.131 -4.603    |10.49    |~                |    ~     ~    |    1| 1147.052   pc  | -26.5777    +26.5777  |paral   |2020yCat.1350....0G
1094|TYC 2986-1507-1                                                                                                                             |Star                               |08 53 42.7819331568 +40 30 13.094794008|181.3987839574799 +39.8155815334873| 27.024 -26.546    |10.77    |~                |    ~     ~    |    1|  138.307   pc  |  -0.3214     +0.3214  |paral   |2020yCat.1350....0G
1095|TYC 2986-1827-1                                                                                                                             |Star                               |08 54 04.8214906152 +40 30 24.310035612|181.4009337527078 +39.8854553100466|-17.565 -19.493    |10.66    |~                |    ~     ~    |    1|  236.429   pc  |  -0.8049     +0.8049  |paral   |2020yCat.1350....0G
1096|2MASS J08482805+4143093                                                                                                                     |Long-Period Variable               |08 48 28.0607479656 +41 43 09.566628204|179.7443357093688 +38.9111972434158|   0.576 -0.101    |10.45    |~                |    ~     ~    |    1| 2442.599   pc  |-127.0820   +127.0820  |paral   |2020yCat.1350....0G
1097|HD 74586                                                                                                                                    |Star                               |08 46 08.0266325904 +39 31 37.146206244|182.4923532108740 +38.2863782736319|  -8.377 -0.781    |9.37     |A2               |    ~     ~    |    1|  446.090   pc  |  -4.8356     +4.8356  |paral   |2020yCat.1350....0G
1098|BD+39 2148                                                                                                                                  |Star                               |08 45 33.6339983256 +39 17 42.168800040|182.7712947764182 +38.1521141075049|  -13.370 9.659    |10.19    |K0               |    ~     ~    |    1|  485.861   pc  |  -4.3907     +4.3907  |paral   |2020yCat.1350....0G
1099|TYC 2982-1113-1                                                                                                                             |Star                               |08 45 46.0549906872 +39 19 53.643511596|182.7304940370324 +38.1957982724675|-12.583 -19.286    |10.98    |~                |    ~     ~    |    1|  281.619   pc  |  -1.4593     +1.4593  |paral   |2020yCat.1350....0G
1100|BD+39 2159                                                                                                                                  |Star                               |08 50 01.7581099920 +39 15 12.160341864|182.9362305402308 +39.0082983903625| -4.879 -11.561    |9.93     |M0               |    ~     ~    |    1| 1265.983   pc  | -37.1829    +37.1829  |paral   |2020yCat.1350....0G
1101|HD 76493                                                                                                                                    |High Proper Motion Star            |08 57 46.5649111272 +38 15 32.214412908|184.4067692191161 +40.4190223846009|-112.440 -107.321  |7.09     |F5               |    ~     ~    |    1|   44.366   pc  |  -1.2845     +1.2845  |paral   |2020yCat.1350....0G
1102|HD 76132                                                                                                                                    |Star                               |08 55 36.7551221280 +40 02 41.386952508|182.0289580960962 +40.1451383707567| -4.467 -24.066    |8.49     |F8               |    ~     ~    |    1|  204.228   pc  |  -1.0094     +1.0094  |paral   |2020yCat.1350....0G
1103|HD 76292                                                                                                                                    |High Proper Motion Star            |08 56 30.5155379784 +40 12 05.303194920|181.8395064579368 +40.3266851456348|-82.006 -38.738    |5.880    |F3III            |    ~     ~    |    1|   71.837   pc  |  -0.1976     +0.1976  |paral   |2020yCat.1350....0G
1104|BD+40 2127                                                                                                                                  |High Proper Motion Star            |08 58 14.0874187848 +40 09 56.158661448|181.9142016754250 +40.6534250992095|-98.113 -96.177    |9.33     |G0               |    ~     ~    |    1|   84.885   pc  |  -0.1311     +0.1311  |paral   |2020yCat.1350....0G
1105|HD 75681                                                                                                                                    |Star                               |08 52 46.0731856464 +39 23 29.305871088|182.8211913704341 +39.5483487704765| 14.454 -42.154    |9.03     |G5               |    ~     ~    |    1|  147.462   pc  |  -0.4175     +0.4175  |paral   |2020yCat.1350....0G
1106|NGC 2691                           NGC 2691                                                                                                 |Active Galaxy Nucleus              |08 54 46.3029605232 +39 32 19.662419904|182.6722589657371 +39.9460447767170|   -0.068 0.284    |14.10    |~                |0.733 0.484    |    0|                |                       |        |                   
1107|HD 75895                                                                                                                                    |Spectroscopic Binary               |08 54 09.2943738000 +39 15 17.130986640|183.0282480535595 +39.8037875065615| -31.821 15.438    |7.59     |F2               |    ~     ~    |    1|   89.123   pc  |  -0.3709     +0.3709  |paral   |2020yCat.1350....0G
1108|BD+39 2166                                                                                                                                  |Star                               |08 54 58.7254649544 +38 56 52.105398828|183.4447467058366 +39.9363846739102| -7.092 -10.430    |10.19    |K2               |    ~     ~    |    1|  765.638   pc  | -12.0758    +12.0758  |paral   |2020yCat.1350....0G
1109|BD+39 2170                                                                                                                                  |Star                               |08 55 35.6429239872 +39 26 06.073564920|182.8238341013390 +40.0959417227948| 31.532 -18.879    |10.85    |G0               |    ~     ~    |    1|  258.853   pc  |  -1.1793     +1.1793  |paral   |2020yCat.1350....0G
1110|BD+39 2171                                                                                                                                  |High Proper Motion Star            |08 55 39.8940786168 +39 23 48.171529680|182.8751775548987 +40.1065367521776|-39.652 -66.833    |9.79     |G0               |    ~     ~    |    1|  179.501   pc  |  -0.5478     +0.5478  |paral   |2020yCat.1350....0G
1111|HD 76260                                                                                                                                    |High Proper Motion Star            |08 56 22.4723157408 +38 48 41.981167188|183.6529246462264 +40.1951161454377|-12.321 -54.214    |7.365    |K0               |    ~     ~    |    1|  186.850   pc  |  -0.8763     +0.8763  |paral   |2020yCat.1350....0G
1112|BD+39 2175                                                                                                                                  |Star                               |08 56 31.9574663904 +38 42 33.817609764|183.7898344249946 +40.2169156273698|  -20.252 0.172    |9.91     |F8               |    ~     ~    |    1|  182.552   pc  |  -0.5832     +0.5832  |paral   |2020yCat.1350....0G
1113|BD+39 2179                                                                                                                                  |Star                               |08 58 50.9570715552 +38 36 15.451121880|183.9782279701322 +40.6585425506151|-20.241 -14.198    |9.44     |K0               |    ~     ~    |    1|  518.618   pc  |  -4.6262     +4.6262  |paral   |2020yCat.1350....0G
1114|BD+38 1984                                                                                                                                  |Star                               |08 59 44.2903256664 +38 26 12.637734936|184.2176283086595 +40.8178021276389|  -0.223 -7.478    |9.34     |K5               |    ~     ~    |    1| 1266.945   pc  | -34.8318    +34.8318  |paral   |2020yCat.1350....0G
1115|NGC 2704                           NGC 2704                                                                                                 |LINER-type Active Galaxy Nucleus   |08 56 47.6988954600 +39 22 55.951936536|182.9165261735133 +40.3230736893077|            ~ ~    |     ~   |~                |0.687 0.508    |    0|                |                       |        |                   
1116|TYC 2983-1001-1                                                                                                                             |Star                               |08 58 25.0050019440 +38 24 40.529294856|184.2220483211599 +40.5577509664808|-15.481 -28.212    |10.69    |~                |    ~     ~    |    1|  233.133   pc  |  -1.4131     +1.4131  |paral   |2020yCat.1350....0G
1117|TYC 2982-1121-1                                                                                                                             |Star                               |08 50 58.6671475680 +39 07 45.716839320|183.1179220236216 +39.1793791950306|   11.198 0.607    |10.55    |~                |    ~     ~    |    1|  335.942   pc  |  -3.0697     +3.0697  |paral   |2020yCat.1350....0G
1118|TYC 2983-45-1                                                                                                                               |Star                               |08 55 05.8334571840 +39 00 35.710943436|183.3666566975677 +39.9647464825015| -34.594 -3.704    |9.89     |~                |    ~     ~    |    1|  230.553   pc  |  -1.0578     +1.0578  |paral   |2020yCat.1350....0G
1119|TYC 2983-77-1                                                                                                                               |Star                               |08 57 26.0110070184 +39 09 01.240666632|183.2326050158467 +40.4282132402807|-29.785 -16.521    |10.47    |~                |    ~     ~    |    1|  231.830   pc  |  -1.0642     +1.0642  |paral   |2020yCat.1350....0G
1120|TYC 2983-142-1                                                                                                                              |Star                               |08 56 50.4491253336 +39 04 50.549071260|183.3116207616061 +40.3080387452540|  4.656 -13.837    |10.88    |~                |    ~     ~    |    1|  398.153   pc  |  -2.6315     +2.6315  |paral   |2020yCat.1350....0G
1121|TYC 2983-221-1                                                                                                                              |High Proper Motion Star            |08 55 08.6240391480 +39 09 12.111008112|183.1811678222607 +39.9860276971849|-31.558 -118.459   |9.77     |~                |    ~     ~    |    1|  113.973   pc  |  -0.2065     +0.2065  |paral   |2020yCat.1350....0G
1122|TYC 2983-458-1                                                                                                                              |Star                               |08 55 55.2377141664 +39 19 08.226789132|182.9817236262583 +40.1495932481684|-19.831 -19.238    |10.02    |~                |    ~     ~    |    1|  321.678   pc  |  -3.7252     +3.7252  |paral   |2020yCat.1350....0G
1123|TYC 2983-569-1                                                                                                                              |Spectroscopic Binary               |08 54 29.7793602648 +38 47 54.166624476|183.6277237883061 +39.8294691962272|  -10.524 0.958    |10.50    |~                |    ~     ~    |    1|  767.931   pc  | -37.5651    +37.5651  |paral   |2020yCat.1350....0G
1124|TYC 2983-572-1                                                                                                                              |Star                               |08 59 20.5781402040 +38 56 20.839496136|183.5480690967435 +40.7813485265686|  16.164 -4.178    |10.68    |~                |    ~     ~    |    1|  324.791   pc  |  -1.7828     +1.7828  |paral   |2020yCat.1350....0G
1125|TYC 2983-608-1                                                                                                                              |Star                               |08 57 37.2765142128 +38 18 43.097824296|184.3337959957178 +40.3935933540651| -13.123 -9.137    |10.62    |~                |    ~     ~    |    1|  884.643   pc  | -16.7475    +16.7475  |paral   |2020yCat.1350....0G
1126|GSC 02983-00721                                                                                                                             |Double or Multiple Star            |08 55 34.6102598640 +38 43 24.971093040|183.7497059131355 +40.0324716131449|  -13.754 9.706    |10.552   |~                |    ~     ~    |    1|  278.987   pc  |  -2.3272     +2.3272  |paral   |2020yCat.1350....0G
1127|TYC 2983-740-1                                                                                                                              |Star                               |08 58 19.5250076928 +39 33 01.751405652|182.7245867387855 +40.6300683679917|    3.342 2.506    |10.63    |~                |    ~     ~    |    1|  962.557   pc  | -18.3450    +18.3450  |paral   |2020yCat.1350....0G
1128|TYC 2983-755-1                                                                                                                              |Star                               |08 54 03.9014390856 +38 58 12.386050032|183.3952382944263 +39.7614428267671|   6.897 -2.413    |10.46    |~                |    ~     ~    |    1|  846.955   pc  | -14.7771    +14.7771  |paral   |2020yCat.1350....0G
1129|TYC 2983-1311-1                                                                                                                             |Star                               |08 58 01.4309436384 +39 39 32.109190848|182.5767439630965 +40.5797407856476|  -7.478 -5.720    |10.94    |~                |    ~     ~    |    0|                |                       |        |                   
1130|TYC 2983-1396-1                                                                                                                             |Star                               |08 53 58.6315814160 +39 49 10.768057464|182.2916815070728 +39.8158048414488|-29.984 -20.660    |10.94    |~                |    ~     ~    |    1|  290.318   pc  |  -4.7789     +4.7789  |paral   |2020yCat.1350....0G
1131|BD+39 2151                                                                                                                                  |Star                               |08 46 12.7212691704 +38 35 56.689696428|183.6690007990422 +38.2012219863232| -10.446 -6.722    |9.24     |K0               |    ~     ~    |    1|  466.179   pc  |  -4.0857     +4.0857  |paral   |2020yCat.1350....0G
1132|HD 74779                                                                                                                                    |Star                               |08 47 22.7621114184 +38 38 35.740497048|183.6457553757875 +38.4327548006385|  3.725 -19.102    |9.87     |A5               |    ~     ~    |    1|  339.847   pc  | -11.8845    +11.8845  |paral   |2020yCat.1350....0G
1133|HD 74907                                                                                                                                    |Star                               |08 48 11.2132714368 +38 36 21.905039304|183.7151718389637 +38.5854204559346|  -4.691 -1.693    |9.30     |G5               |    ~     ~    |    1|  272.628   pc  |  -1.3453     +1.3453  |paral   |2020yCat.1350....0G
1134|HD 74440                                                                                                                                    |Star                               |08 45 30.0061827624 +38 21 09.309539664|183.9594870124478 +38.0340575967264|  -22.571 3.016    |8.26     |K0               |    ~     ~    |    1|  309.148   pc  |  -2.5327     +2.5327  |paral   |2020yCat.1350....0G
1135|BD+38 1955                                                                                                                                  |Star                               |08 45 54.9511818275 +38 20 27.766757843|183.9863500573792 +38.1136230781619| -1.531 -10.401    |10.161   |A0               |    ~     ~    |    0|                |                       |        |                   
1136|HD 74654B                                                                                                                                   |High Proper Motion Star            |08 46 35.4428667024 +38 29 13.301190456|183.8215087681701 +38.2619458424363|-48.271 -59.484    |9.89     |~                |    ~     ~    |    1|  199.732   pc  |  -0.9415     +0.9415  |paral   |2020yCat.1350....0G
1137|HD 75330                                                                                                                                    |Star                               |08 50 47.7343206504 +38 27 48.345131628|183.9674784686217 +39.0773256047729|-38.501 -31.562    |8.56     |K0               |    ~     ~    |    1|  154.622   pc  |  -0.6336     +0.6336  |paral   |2020yCat.1350....0G
1138|HD 75524                                                                                                                                    |High Proper Motion Star            |08 51 51.6733633344 +38 54 18.701389728|183.4273138724753 +39.3287156774114|-65.463 -43.383    |8.860    |G0               |    ~     ~    |    1|   75.612   pc  |  -0.1035     +0.1035  |paral   |2020yCat.1350....0G
1139|HD 74700                                                                                                                                    |Star                               |08 46 49.1536466400 +38 02 31.912548468|184.3907930482725 +38.2541712286391|-24.838 -22.992    |7.39     |K5               |    ~     ~    |    1|  271.592   pc  |  -1.6080     +1.6080  |paral   |2020yCat.1350....0G
1140|HD 74736                                                                                                                                    |Star                               |08 47 08.0290334544 +38 15 06.739099740|184.1348549237918 +38.3404459782778|  5.891 -15.131    |9.05     |K2               |    ~     ~    |    1|  731.475   pc  | -12.0388    +12.0388  |paral   |2020yCat.1350....0G
1141|BD+38 1963                                                                                                                                  |Star                               |08 49 52.3204703424 +37 54 43.030826892|184.6466738085166 +38.8362588992955|-11.255 -31.888    |9.22     |K0               |    ~     ~    |    1|  497.389   pc  |  -3.9088     +3.9088  |paral   |2020yCat.1350....0G
1142|HD 75352                                                                                                                                    |Star                               |08 50 50.3916299304 +37 48 50.390406756|184.7998808503270 +39.0148081750255|  -5.539 11.182    |8.54     |K0               |    ~     ~    |    1|  471.542   pc  |  -5.8479     +5.8479  |paral   |2020yCat.1350....0G
1143|BD+38 1968                                                                                                                                  |Star                               |08 51 04.1617635624 +38 03 38.923862868|184.4905933702189 +39.0874383937038| -14.160 -4.114    |9.23     |K5               |    ~     ~    |    1|  894.134   pc  | -19.0275    +19.0275  |paral   |2020yCat.1350....0G
1144|HD 75525                                                                                                                                    |Star                               |08 51 50.5119718416 +37 53 44.730320460|184.7238020703772 +39.2205283973643|-26.443 -24.402    |8.83     |K                |    ~     ~    |    1|  326.691   pc  |  -7.1507     +7.1507  |paral   |2020yCat.1350....0G
1145|BD+38 1972                                                                                                                                  |Star                               |08 52 16.9546554480 +38 14 52.032297912|184.2836978956723 +39.3446314431756| -8.995 -16.852    |9.59     |G0               |    ~     ~    |    1|  409.517   pc  | -16.8543    +16.8543  |paral   |2020yCat.1350....0G
1146|HD 75592                                                                                                                                    |Star                               |08 52 14.7836554296 +37 56 32.258369220|184.6753730561178 +39.3049357510729|-12.867 -27.051    |9.27     |kA4hA9mF2(IV)Eu  |    ~     ~    |    1|  222.901   pc  |  -3.3637     +3.3637  |paral   |2020yCat.1350....0G
1147|BD+38 1978                                                                                                                                  |Star                               |08 55 48.7302563040 +37 59 43.826028000|184.7018943519737 +40.0094143386078|   9.734 -6.452    |10.28    |F0               |    ~     ~    |    1|  360.920   pc  |  -4.1163     +4.1163  |paral   |2020yCat.1350....0G
1148|HD 74519                                                                                                                                    |Pulsating Variable                 |08 45 47.9141704296 +37 43 41.004590484|184.7554488782538 +38.0154796717400|  -10.303 2.764    |9.12     |A3               |    ~     ~    |    1|  405.745   pc  |  -3.3420     +3.3420  |paral   |2020yCat.1350....0G
1149|BD+38 1966                                                                                                                                  |Star                               |08 50 49.0518721824 +37 35 59.475870564|185.0729281001133 +38.9856666372250|   2.735 -1.799    |9.93     |F2               |    ~     ~    |    1|  322.872   pc  |  -1.5741     +1.5741  |paral   |2020yCat.1350....0G
1150|HD 75617                                                                                                                                    |Star                               |08 52 20.0134665000 +37 41 22.570842408|185.0023687797433 +39.2940838077059| -11.329 -9.040    |9.72     |A2               |    ~     ~    |    1|  463.929   pc  | -10.3741    +10.3741  |paral   |2020yCat.1350....0G
1151|BD+38 1979                                                                                                                                  |Star                               |08 57 02.3615867424 +37 35 55.598534772|185.2500329258593 +40.2104588284084|   8.720 -2.593    |10.44    |K0               |    ~     ~    |    1|  767.460   pc  | -11.7799    +11.7799  |paral   |2020yCat.1350....0G
1152|BD+38 1980                                                                                                                                  |Star                               |08 57 22.6486169664 +37 48 22.770518760|184.9882898294255 +40.2978973577198|  -4.868 -1.582    |10.81    |F5               |    ~     ~    |    1|  340.901   pc  |  -2.6845     +2.6845  |paral   |2020yCat.1350....0G
1153|HD 74483                                                                                                                                    |High Proper Motion Star            |08 45 37.8325493448 +37 17 29.737404600|185.2989033893421 +37.9256605552235|-52.930 -53.436    |6.960    |F0               |    ~     ~    |    1|   98.787   pc  |  -0.3621     +0.3621  |paral   |2020yCat.1350....0G
1154|TYC 2490-1-1                                                                                                                                |Star                               |08 46 17.4055387200 +37 23 46.085155188|185.1893170135054 +38.0693787162632|   -2.010 0.266    |10.56    |K2               |    ~     ~    |    1|  768.462   pc  | -10.3934    +10.3934  |paral   |2020yCat.1350....0G
1155|BD+37 1904                                                                                                                                  |Star                               |08 46 11.7413651232 +37 22 37.521555420|185.2101894992891 +38.0483008489203|  -2.808 -7.072    |8.74     |K2               |    ~     ~    |    1|  544.722   pc  |  -6.5872     +6.5872  |paral   |2020yCat.1350....0G
1156|BD+37 1908                                                                                                                                  |Star                               |08 46 52.8988939368 +37 19 48.569882844|185.2919066782414 +38.1773409298940| -5.832 -22.585    |10.14    |K0               |    ~     ~    |    1|  720.150   pc  |  -8.3497     +8.3497  |paral   |2020yCat.1350....0G
1157|BD+37 1910                                                                                                                                  |Star                               |08 48 24.8064231504 +36 55 48.992483172|185.8479932404922 +38.4277138007427|-12.560 -15.511    |9.25     |K0               |    ~     ~    |    1|  441.443   pc  |  -3.5856     +3.5856  |paral   |2020yCat.1350....0G
1158|BD+37 1913                                                                                                                                  |Star                               |08 49 32.9838727944 +36 49 45.603411708|186.0140392545646 +38.6397305737824|  6.821 -21.925    |9.42     |K2               |    ~     ~    |    1|  730.353   pc  | -14.1355    +14.1355  |paral   |2020yCat.1350....0G
1159|HD 75331                                                                                                                                    |High Proper Motion Star            |08 50 38.3641204296 +36 52 37.519803984|185.9894045627675 +38.8620533186605|-39.956 -35.094    |7.46     |K2               |    ~     ~    |    1|  212.766   pc  |  -0.9371     +0.9371  |paral   |2020yCat.1350....0G
1160|BD+37 1918                                                                                                                                  |High Proper Motion Star            |08 53 10.0481970960 +37 11 26.642578632|185.6677961459678 +39.4012033698347|-41.578 -42.208    |9.87     |G5               |    ~     ~    |    1|  261.486   pc  |  -1.0461     +1.0461  |paral   |2020yCat.1350....0G
1161|BD+37 1920                                                                                                                                  |Spectroscopic Binary               |08 53 45.4869838248 +37 24 50.331199860|185.3980425307209 +39.5435943252109| -9.063 -74.421    |9.63     |F8               |    ~     ~    |    1|  138.614   pc  |  -2.6092     +2.6092  |paral   |2020yCat.1350....0G
1162|NGC 2668                           NGC 2668                                                                                                 |LINER-type Active Galaxy Nucleus   |08 49 22.5553691136 +36 42 37.216710936|186.1591420106220 +38.5895591139631|            ~ ~    |     ~   |~                |0.800 0.400    |    0|                |                       |        |                   
1163|IRAS 08468+3659                                                                                                                             |Long-Period Variable Candidate     |08 50 00.9163548936 +36 48 40.775181876|186.0524590093079 +38.7297597837796| -1.100 -17.963    |9.77     |~                |    ~     ~    |    1| 1603.33    pc  | -66.8378    +66.8378  |paral   |2020yCat.1350....0G
1164|TYC 2982-388-1                                                                                                                              |Spectroscopic Binary               |08 51 21.1584830832 +38 03 24.533522856|184.5036040225526 +39.1424244026652|   -4.438 0.227    |10.30    |~                |    ~     ~    |    1|  398.391   pc  | -14.2843    +14.2843  |paral   |2020yCat.1350....0G
1165|BPS BS 17448-0013                                                                                                                           |Star                               |08 50 27.8503313928 +38 11 27.319260120|184.3072649947210 +38.9834385858236| -2.681 -13.984    |10.43    |~                |    ~     ~    |    1|  926.526   pc  | -26.8695    +26.8695  |paral   |2020yCat.1350....0G
1166|BD+37 1906                                                                                                                                  |Star                               |08 46 14.0515130712 +36 51 52.993900116|185.8559803575458 +37.9871627860019|-10.192 -11.798    |9.97     |K0               |    ~     ~    |    1|  379.737   pc  | -12.5310    +12.5310  |paral   |2020yCat.1350....0G
1167|IRAS 08430+3705                                                                                                                             |Long-Period Variable               |08 46 12.5834043192 +36 54 42.517933308|185.7959455407456 +37.9887805340219|  -4.319 -2.086    |10.51    |~                |    ~     ~    |    1| 1206.418   pc  | -54.2881    +54.2881  |paral   |2020yCat.1350....0G
1168|TYC 2491-30-1                                                                                                                               |Star                               |08 50 31.0735124832 +37 01 33.281368716|185.7958751625905 +38.8568235351305|-23.316 -37.987    |10.20    |~                |    ~     ~    |    1|  125.447   pc  |  -0.2754     +0.2754  |paral   |2020yCat.1350....0G
1169|TYC 2491-57-1                                                                                                                               |Star                               |08 55 40.3815418968 +37 28 46.799864580|185.3676274025749 +39.9285886118218|  9.466 -46.727    |10.95    |~                |    ~     ~    |    1|  235.866   pc  |  -1.0125     +1.0125  |paral   |2020yCat.1350....0G
1170|TYC 2491-117-1                                                                                                                              |Star                               |08 54 18.3943729152 +37 23 49.140101904|185.4358510841429 +39.6499107506373|  -5.095 -0.991    |10.98    |~                |    ~     ~    |    0|                |                       |        |                   
1171|TYC 2491-193-1                                                                                                                              |Star                               |08 48 32.0893694328 +37 11 45.119141700|185.5157175676287 +38.4862154532210| -10.360 -0.103    |10.07    |~                |    ~     ~    |    1|  279.533   pc  |  -1.5862     +1.5862  |paral   |2020yCat.1350....0G
1172|TYC 2491-296-1                                                                                                                              |Star                               |08 51 24.6742916520 +36 58 21.192569904|185.8926353961908 +39.0271108730697|    3.239 2.969    |10.33    |~                |    ~     ~    |    1|  253.872   pc  |  -8.3850     +8.3850  |paral   |2020yCat.1350....0G
1173|TYC 2491-758-1                                                                                                                              |Spectroscopic Binary               |08 51 09.0610531248 +36 52 28.225731900|186.0093956056732 +38.9632121201295| 34.098 -14.926    |10.66    |~                |    ~     ~    |    1|  349.369   pc  |  -2.0384     +2.0384  |paral   |2020yCat.1350....0G
1174|TYC 2982-169-1                                                                                                                              |Star                               |08 47 45.6848479176 +38 31 12.597483936|183.8125935540209 +38.4932633432980|    3.423 4.357    |10.03    |~                |    ~     ~    |    1|  685.918   pc  |  -7.1514     +7.1514  |paral   |2020yCat.1350....0G
1175|TYC 2982-236-1                                                                                                                              |Star                               |08 51 32.5443600504 +38 20 54.341467728|184.1347498384813 +39.2107506569608| 20.327 -13.710    |9.58     |~                |    ~     ~    |    0|                |                       |        |                   
1176|TYC 2982-243-1                                                                                                                              |Star                               |08 46 13.2994137864 +38 12 45.837732564|184.1574031011755 +38.1579496642220|  7.641 -15.418    |9.77     |~                |    ~     ~    |    1|  287.101   pc  |  -1.4095     +1.4095  |paral   |2020yCat.1350....0G
1177|TYC 2982-283-1                                                                                                                              |Star                               |08 46 14.0514275880 +37 43 37.745011164|184.7704257003010 +38.1008097126874|   -2.021 2.820    |9.89     |~                |    ~     ~    |    1|  370.370   pc  |  -3.4568     +3.4568  |paral   |2020yCat.1350....0G
1178|TYC 2982-310-1                                                                                                                              |Star                               |08 50 08.8135859688 +37 31 39.222851484|185.1449639548841 +38.8451425978686|   11.513 2.337    |10.84    |~                |    ~     ~    |    1|  409.920   pc  |  -3.4279     +3.4279  |paral   |2020yCat.1350....0G
1179|TYC 2982-336-1                                                                                                                              |Star                               |08 51 27.8677994448 +37 52 24.080364480|184.7418433719521 +39.1440330289917| -14.924 -8.955    |10.76    |~                |    ~     ~    |    1|  450.674   pc  |  -3.0060     +3.0060  |paral   |2020yCat.1350....0G
1180|TYC 2982-375-1                                                                                                                              |Star                               |08 51 11.7647370624 +38 18 32.352200856|184.1760897322855 +39.1390445462915|  -0.434 -4.006    |10.56    |~                |    ~     ~    |    1|  675.174   pc  |  -6.7923     +6.7923  |paral   |2020yCat.1350....0G
1181|TYC 2982-378-1                                                                                                                              |Star                               |08 45 27.4674585120 +37 36 20.897404776|184.8982885130473 +37.9329268591960|   0.944 -5.855    |9.87     |~                |    ~     ~    |    1| 1124.859   pc  | -22.0164    +22.0164  |paral   |2020yCat.1350....0G
1182|TYC 2982-379-1                                                                                                                              |Spectroscopic Binary               |08 48 59.8113804408 +37 42 52.192227456|184.8720606129968 +38.6414324834442|   2.771 -3.155    |9.71     |~                |    ~     ~    |    1|  861.772   pc  | -13.4420    +13.4420  |paral   |2020yCat.1350....0G
1183|TYC 2982-1109-1                                                                                                                             |Star                               |08 45 46.6523680944 +38 46 12.617640912|183.4405371538845 +38.1364206581797|-38.708 -13.178    |10.27    |~                |    ~     ~    |    1|  275.512   pc  |  -4.3115     +4.3115  |paral   |2020yCat.1350....0G
1184|TYC 2982-1721-1                                                                                                                             |Star                               |08 49 42.2470414992 +39 00 54.564283260|183.2331933954432 +38.9222027307169| -1.245 -32.191    |10.98    |~                |    ~     ~    |    1|  284.349   pc  |  -1.2371     +1.2371  |paral   |2020yCat.1350....0G
1185|TYC 2982-1826-1                                                                                                                             |Star                               |08 48 26.5416112008 +38 35 12.135247260|183.7468027175876 +38.6329215254267|  -3.215 10.193    |10.94    |~                |    ~     ~    |    1|   98.7186  pc  |  -9.3497     +9.3497  |paral   |2018yCat.1345....0G
1186|TYC 2982-1846-1                                                                                                                             |Spectroscopic Binary               |08 46 47.0343622488 +38 44 11.284745568|183.5111472152847 +38.3276150069841|   -8.510 2.143    |10.13    |~                |    ~     ~    |    1|  744.158   pc  | -24.4213    +24.4213  |paral   |2020yCat.1350....0G
1187|TYC 2982-1861-1                                                                                                                             |High Proper Motion Star            |08 47 59.0663511072 +38 42 40.876419888|183.5758213678850 +38.5576002363325|-93.271 -77.757    |10.53    |~                |    ~     ~    |    1|  121.763   pc  |  -0.2698     +0.2698  |paral   |2020yCat.1350....0G
1188|TYC 2983-50-1                                                                                                                               |Star                               |08 54 03.2518395672 +38 28 46.876055628|184.0299440668015 +39.7135103401658|  10.694 -6.882    |10.79    |~                |    ~     ~    |    1|  934.842   pc  | -13.6333    +13.6333  |paral   |2020yCat.1350....0G
1189|TYC 2983-1650-1                                                                                                                             |Star                               |08 55 40.9922563632 +37 55 44.457257604|184.7849152728402 +39.9774484519964|   3.481 -1.957    |10.95    |~                |    ~     ~    |    1| 1155.268   pc  | -23.6232    +23.6232  |paral   |2020yCat.1350....0G
1190|TYC 2983-1717-1                                                                                                                             |Star                               |08 58 25.7313617448 +37 49 20.353716156|184.9939465111813 +40.5061157256290|   4.389 -3.855    |10.75    |~                |    ~     ~    |    1|  390.793   pc  |  -4.5052     +4.5052  |paral   |2020yCat.1350....0G
1191|TYC 2983-1729-1                                                                                                                             |Star                               |08 58 39.1425795096 +37 49 31.861437528|184.9953207603457 +40.5503586121545|  -5.239 -1.115    |10.98    |~                |    ~     ~    |    1|  359.492   pc  |  -3.0758     +3.0758  |paral   |2020yCat.1350....0G
1192|TYC 2983-1762-1                                                                                                                             |Star                               |08 56 46.4785113048 +37 44 58.836790284|185.0465352997199 +40.1737150851641| 16.651 -21.511    |10.97    |~                |    ~     ~    |    1|  252.806   pc  |  -1.6681     +1.6681  |paral   |2020yCat.1350....0G
1193|TYC 2983-1907-1                                                                                                                             |Star                               |08 58 34.6951754064 +37 50 49.524458388|184.9652239609686 +40.5378481732328|  -9.588 -3.477    |10.74    |~                |    ~     ~    |    1|  704.970   pc  |  -9.2936     +9.2936  |paral   |2020yCat.1350....0G
1194|TYC 2983-1913-1                                                                                                                             |Star                               |08 54 02.8663612152 +37 48 24.757246008|184.8994286273060 +39.6437476195786|   3.549 -2.948    |10.19    |~                |    ~     ~    |    1|  825.287   pc  | -10.8295    +10.8295  |paral   |2020yCat.1350....0G
