C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:34:18

dec >=0&rah >=8.75&rah< 9.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3764

 #  |                                                                 identifier                                                                 |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1442|HD 74607                                                                                                                                    |High Proper Motion Star            |08 45 29.5865030040 +18 49 02.962011576|207.3675030715457 +33.3139002567562| -100.350 1.562    |6.76     |F2               |    ~     ~    |    1|   65.430   pc  |  -0.1314     +0.1314  |paral   |2020yCat.1350....0G
1443|HD 74656                                                                                                                                    |Star                               |08 45 46.5355239288 +19 02 58.072363368|207.1354891102870 +33.4579290818155|-38.835 -12.721    |8.00     |Am               |    ~     ~    |    1|  178.002   pc  |  -1.1026     +1.1026  |paral   |2020yCat.1350....0G
1444|BD+19 2099                                                                                                                                  |Star                               |08 46 05.7851427655 +19 17 15.673419327|206.8993376218020 +33.6120137963843| -22.630 -6.818    |9.815    |K0               |    ~     ~    |    1|  358.346   pc  |  -5.1364     +5.1364  |paral   |2018yCat.1345....0G
1445|HD 74719                                                                                                                                    |Star                               |08 46 13.1962105368 +19 15 08.960927976|206.9511379168560 +33.6271096300372|   -5.068 0.686    |9.77     |B9.5VSrCr        |    ~     ~    |    1|  669.031   pc  | -18.9336    +18.9336  |paral   |2020yCat.1350....0G
1446|BDS 4761 B                                                                                                                                  |Star                               |08 46 12.5 +19 15 15                   |206.9481 +33.6251                  |            ~ ~    |10.1     |~                |    ~     ~    |    0|                |                       |        |                   
1447|HD 74780                                                                                                                                    |Star                               |08 46 33.2725871112 +18 45 39.498259608|207.5369869635630 +33.5290610466653|-36.151 -13.688    |9.14     |A5               |    ~     ~    |    1|  185.816   pc  |  -2.3310     +2.3310  |ST-L    |2020AJ....160...83S
1448|BD+19 2103                                                                                                                                  |Spectroscopic Binary               |08 47 47.7277447464 +18 33 25.042242024|207.8909593387908 +33.7319155144924|-18.460 -33.816    |10.00    |F5               |    ~     ~    |    1|  186.376   pc  |  -1.4693     +1.4693  |paral   |2020yCat.1350....0G
1449|HD 75034                                                                                                                                    |Double or Multiple Star            |08 48 06.9729910704 +18 36 15.587477244|207.8700166170630 +33.8197708659692|    -13.5 -21.7    |9.58     |F2               |    ~     ~    |    0|                |                       |        |                   
1450|HD 74548                                                                                                                                    |High Proper Motion Star            |08 45 09.3664709208 +18 21 31.366289088|207.8462047746820 +33.0764404619854|-24.044 -61.858    |8.98     |F2               |    ~     ~    |    1|  171.568   pc  |  -0.5563     +0.5563  |paral   |2020yCat.1350....0G
1451|BD+18 2032                                                                                                                                  |Star                               |08 45 14.4603538872 +18 10 39.922915620|208.0563954500061 +33.0304594715101|  -4.573 -1.769    |9.60     |K0               |    ~     ~    |    1|  523.670   pc  |  -4.6893     +4.6893  |paral   |2020yCat.1350....0G
1452|HD 74720                                                                                                                                    |Double or Multiple Star            |08 46 11.7286031376 +18 10 47.031363192|208.1513320803127 +33.2427812770525| -37.854 -8.389    |8.28     |A2               |0.0050  0.0    |    1|  187.378   pc  |  -3.7077     +3.7077  |paral   |2020yCat.1350....0G
1453|BD+18 2039                                                                                                                                  |Star                               |08 46 49.3712801112 +18 06 51.473177748|208.2883921827136 +33.3584206027031|  -0.939 -9.566    |10.78    |F8               |    ~     ~    |    1|  444.603   pc  |  -3.3209     +3.3209  |paral   |2020yCat.1350....0G
1454|BD+18 2040                                                                                                                                  |Star                               |08 46 55.0784898936 +18 07 22.434640896|208.2884951633034 +33.3826024229939|  -7.365 -7.602    |10.53    |F0               |    ~     ~    |    1|  294.603   pc  |  -1.8313     +1.8313  |paral   |2020yCat.1350....0G
1455|BD+18 2042                                                                                                                                  |Star                               |08 47 32.8861071888 +18 23 44.224042236|208.0471732442974 +33.6197977452532| -16.832 -4.867    |10.04    |F2               |    ~     ~    |    1|  268.377   pc  |  -1.8151     +1.8151  |paral   |2020yCat.1350....0G
1456|HD 74987                                                                                                                                    |Star                               |08 47 49.3350729816 +18 03 20.126781216|208.4563112231571 +33.5589944382874| -2.086 -16.057    |9.19     |F8               |    ~     ~    |    1|  121.841   pc  |  -0.3786     +0.3786  |paral   |2020yCat.1350....0G
1457|BD+18 2036                                                                                                                                  |High Proper Motion Star            |08 46 20.4213026016 +18 02 10.285883844|208.3262674486682 +33.2233349525174|-57.612 -81.808    |9.85     |~                |    ~     ~    |    1|   82.423   pc  |  -0.1148     +0.1148  |paral   |2020yCat.1350....0G
1458|HD 74781                                                                                                                                    |Star                               |08 46 29.4878630472 +17 29 45.183324048|208.9432084403434 +33.0609267942438|-26.411 -22.664    |7.870    |F5               |    ~     ~    |    1|  168.489   pc  |  -0.6700     +0.6700  |paral   |2020yCat.1350....0G
1459|HD 75091                                                                                                                                    |Pulsating Variable                 |08 48 22.6099116984 +17 39 21.469054788|208.9606361204237 +33.5377056324175|  -5.655 -8.584    |8.44     |A0               |    ~     ~    |    1|  330.327   pc  |  -3.0007     +3.0007  |paral   |2020yCat.1350....0G
1460|BD+17 1936                                                                                                                                  |High Proper Motion Star            |08 47 21.1881602880 +17 16 48.641300868|209.2727457717710 +33.1732233927144|  71.609 11.854    |9.24     |G0               |    ~     ~    |    1|   88.587   pc  |  -0.1201     +0.1201  |paral   |2020yCat.1350....0G
1461|HD 75035                                                                                                                                    |Star                               |08 48 06.3650410440 +17 23 41.182425024|209.2239799300895 +33.3824036842769|  4.569 -29.342    |7.220    |K2               |    ~     ~    |    1|  340.344   pc  |  -2.6294     +2.6294  |paral   |2020yCat.1350....0G
1462|NGC 2667                           NGC 2667                                                                                                 |Galaxy towards a Group of Galaxies |08 48 27.2534368152 +19 01 10.156738368|207.4354419857982 +34.0405440483310|            ~ ~    |     ~   |~                |0.603 0.229    |    1|   58.11    Mpc |                       |redshift|2007ApJ...655..790C
1463|V* FV Cnc                                                                                                                                   |Cataclysmic Binary                 |08 48 01.7386823727 +18 40 37.643532001|207.7792560011602 +33.8261514487229|-38.073 -11.920    |10.60    |G                |    ~     ~    |    1|  182.588   pc  |  -0.6067     +0.6067  |paral   |2020yCat.1350....0G
1464|2E 0845.1+1851                                                                                                                              |Star                               |08 48 01.4 +18 40 25                   |207.7826 +33.8237                  |            ~ ~    |10.47    |G5V              |    ~     ~    |    0|                |                       |        |                   
1465|BD+19 2106                                                                                                                                  |High Proper Motion Star            |08 48 17.7240770880 +18 44 53.301673428|207.7259961445189 +33.9102189981023|-65.834 -112.863   |10.24    |~                |    ~     ~    |    1|  133.486   pc  |  -0.3225     +0.3225  |paral   |2020yCat.1350....0G
1466|TYC 1393-690-1                                                                                                                              |Star                               |08 46 57.8007525720 +17 24 01.104910344|209.0985186652397 +33.1307234835366|   1.348 -4.727    |9.90     |~                |    ~     ~    |    1|  736.269   pc  |  -8.2940     +8.2940  |paral   |2020yCat.1350....0G
1467|TYC 1393-707-1                                                                                                                              |Star                               |08 48 35.4907384920 +17 19 42.032953524|209.3488533385281 +33.4658726854118|   -7.456 1.043    |9.60     |~                |    ~     ~    |    1| 1265.663   pc  | -27.2323    +27.2323  |paral   |2020yCat.1350....0G
1468|TYC 1393-914-1                                                                                                                              |Star                               |08 48 18.9491260728 +17 13 31.823190516|209.4345353941854 +33.3669188495323| 10.982 -14.297    |10.75    |~                |    ~     ~    |    1|  638.529   pc  |  -7.2574     +7.2574  |paral   |2020yCat.1350....0G
1469|TYC 1396-377-1                                                                                                                              |Star                               |08 45 26.0598308664 +17 45 55.356019020|208.5346151298746 +32.9244755268768| -13.414 -7.700    |9.69     |~                |    ~     ~    |    1|  153.846   pc  |  -0.4118     +0.4118  |paral   |2020yCat.1350....0G
1470|TYC 1396-563-1                                                                                                                              |High Proper Motion Star            |08 45 08.8223895000 +17 35 04.669286784|208.7053908600709 +32.7949619107366|-127.790 -6.006    |9.91     |~                |    ~     ~    |    1|  137.321   pc  |  -0.3375     +0.3375  |paral   |2020yCat.1350....0G
1471|TYC 1396-671-1                                                                                                                              |Star                               |08 46 21.2260761048 +18 25 00.909802956|207.9023487486478 +33.3626406296631|  2.741 -11.406    |10.54    |~                |    ~     ~    |    1|  703.878   pc  |  -8.2739     +8.2739  |paral   |2020yCat.1350....0G
1472|TYC 1396-685-1                                                                                                                              |Star                               |08 45 41.0023910448 +19 10 33.837269340|206.9841625565948 +33.4817549248532| -19.175 -3.552    |10.95    |~                |    ~     ~    |    1|  339.778   pc  |  -3.3596     +3.3596  |paral   |2020yCat.1350....0G
1473|TYC 1396-1189-1                                                                                                                             |Star                               |08 45 56.7456764136 +18 45 20.777963688|207.4818802555035 +33.3923805897697|   0.116 -4.661    |10.33    |~                |    ~     ~    |    1| 1181.056   pc  | -25.1081    +25.1081  |paral   |2020yCat.1350....0G
1474|TYC 1396-1554-1                                                                                                                             |Star                               |08 47 07.8801958176 +17 59 47.288578020|208.4516176254122 +33.3844715072173|  -13.444 4.687    |10.26    |F3               |    ~     ~    |    1|  211.918   pc  |  -0.8353     +0.8353  |paral   |2020yCat.1350....0G
1475|TYC 1396-2209-1                                                                                                                             |Star                               |08 46 49.1742553848 +17 43 27.028161732|208.7232838060320 +33.2168643889955|   0.289 10.080    |10.79    |~                |    ~     ~    |    1|  347.862   pc  |  -2.2145     +2.2145  |paral   |2020yCat.1350....0G
1476|BD+17 1926                                                                                                                                  |Star                               |08 45 02.5426552464 +16 48 23.958514656|209.5532746360843 +32.4849553999066| -1.659 -13.307    |9.10     |K0               |    ~     ~    |    1|  502.185   pc  |  -4.7159     +4.7159  |paral   |2020yCat.1350....0G
1477|BD+17 1928                                                                                                                                  |High Proper Motion Star            |08 45 28.6517493552 +16 56 44.503208772|209.4460280094595 +32.6332759475243|-80.475 -10.150    |9.36     |K0               |    ~     ~    |    1|   58.288   pc  |  -0.0629     +0.0629  |paral   |2020yCat.1350....0G
1478|BD+17 1931                                                                                                                                  |Star                               |08 46 05.9329024776 +17 05 20.056059348|209.3532409605325 +32.8242714916114|  -3.932 -3.763    |10.14    |G5               |    ~     ~    |    1|  731.689   pc  |  -7.5487     +7.5487  |paral   |2020yCat.1350....0G
1479|BD+17 1938                                                                                                                                  |Star                               |08 47 28.5530008776 +16 59 05.569496952|209.6134569346334 +33.0916372508672|  -9.329 -4.501    |9.25     |A2               |    ~     ~    |    1|  433.614   pc  |  -4.4937     +4.4937  |paral   |2020yCat.1350....0G
1480|BD+17 1939                                                                                                                                  |Star                               |08 47 48.9226188648 +16 30 29.632055688|210.1772749942041 +32.9895969964113|   4.036 -5.168    |9.71     |A5               |    ~     ~    |    1|  794.534   pc  | -12.7519    +12.7519  |paral   |2020yCat.1350....0G
1481|BD+17 1943                                                                                                                                  |Star                               |08 48 32.1024396960 +16 52 01.331816376|209.8563928242961 +33.2832701689682|  -2.888 -5.951    |9.95     |K0               |    ~     ~    |    1| 1061.909   pc  | -19.6211    +19.6211  |paral   |2020yCat.1350....0G
1482|BD+16 1815                                                                                                                                  |High Proper Motion Star            |08 46 19.6088226192 +16 02 12.012336492|210.5363769852426 +32.4809319534314| -62.296 -1.410    |8.72     |F2               |    ~     ~    |    1|  238.390   pc  |  -1.8015     +1.8015  |paral   |2020yCat.1350....0G
1483|BD+16 1816                                                                                                                                  |Star                               |08 46 51.4919294616 +15 50 28.246234632|210.8083618977123 +32.5247210504716| -16.712 -2.615    |9.84     |F5               |    ~     ~    |    1|  171.633   pc  |  -0.5067     +0.5067  |paral   |2020yCat.1350....0G
1484|BD+16 1810                                                                                                                                  |Star                               |08 45 08.4489531072 +15 28 41.767673520|211.0175312867386 +32.0038303351280|-25.478 -22.718    |10.86    |F8               |    ~     ~    |    1|  155.654   pc  |  -8.6180     +8.6180  |paral   |2020yCat.1350....0G
1485|BD+16 1821                                                                                                                                  |Star                               |08 48 15.0695684208 +15 43 39.082934820|211.0850531212990 +32.7910872289557| 22.020 -25.200    |8.57     |F8               |    ~     ~    |    1|  164.758   pc  |  -0.5592     +0.5592  |paral   |2020yCat.1350....0G
1486|TYC 1393-351-1                                                                                                                              |Star                               |08 45 00.3392089344 +15 23 21.346896084|211.0995572086192 +31.9394788360677|  -1.009 -5.981    |10.70    |K2               |    ~     ~    |    1| 1266.143   pc  | -33.6655    +33.6655  |paral   |2020yCat.1350....0G
1487|HD 74567                                                                                                                                    |Star                               |08 45 12.0162415008 +15 20 31.019818236|211.1723377283687 +31.9644996430827|  -14.392 0.110    |8.12     |G5               |    ~     ~    |    1|  116.473   pc  |  -0.3405     +0.3405  |paral   |2020yCat.1350....0G
1488|BD+15 1890                                                                                                                                  |Double or Multiple Star            |08 45 13.737 +15 23 17.58              |211.125166 +31.988733              |      -3.6 -0.5    |9.43     |A2               |    ~     ~    |    0|                |                       |        |                   
1489|HD 74590                                                                                                                                    |Star                               |08 45 19.6914405840 +15 02 48.934067748|211.5068596719891 +31.8786299431994|-25.573 -36.225    |7.78     |F8               |    ~     ~    |    1|  104.047   pc  |  -0.3280     +0.3280  |paral   |2020yCat.1350....0G
1490|BD+15 1892                                                                                                                                  |Star                               |08 45 21.3458288496 +15 23 16.425456324|211.1394170821768 +32.0168110771343|  -3.750 -1.002    |10.94    |F8               |    ~     ~    |    1|  855.652   pc  | -24.5999    +24.5999  |paral   |2020yCat.1350....0G
1491|BD+15 1894                                                                                                                                  |Star                               |08 45 54.1705503264 +15 11 45.577822956|211.4083673091051 +32.0643036886007|  7.589 -11.468    |9.77     |A0               |    ~     ~    |    1|  742.501   pc  | -22.6587    +22.6587  |paral   |2020yCat.1350....0G
1492|HD 74909                                                                                                                                    |Star                               |08 47 18.1562663136 +15 19 45.133515624|211.4174775259665 +32.4271504382222| -25.371 -9.742    |7.82     |A0               |    ~     ~    |    1|  140.103   pc  |  -1.1071     +1.1071  |paral   |2020yCat.1350....0G
1493|BD+15 1904                                                                                                                                  |High Proper Motion Star            |08 47 55.3256471472 +15 14 21.956877348|211.5840562872907 +32.5302548528960| -53.753 -2.797    |9.43     |G0               |    ~     ~    |    1|  133.083   pc  |  -0.3064     +0.3064  |paral   |2020yCat.1350....0G
1494|BD+15 1905                                                                                                                                  |Star                               |08 48 07.0717294824 +15 04 47.405847612|211.7802538952444 +32.5119530575496|  -1.828 -8.499    |9.42     |K2               |    ~     ~    |    1|  851.716   pc  | -12.2596    +12.2596  |paral   |2020yCat.1350....0G
1495|BD+15 1906                                                                                                                                  |Star                               |08 48 10.5048095040 +15 06 38.417212944|211.7529061409044 +32.5366498211539|  -8.056 -2.721    |8.34     |G5               |    ~     ~    |    1|  311.614   pc  |  -2.5344     +2.5344  |paral   |2020yCat.1350....0G
1496|BD+16 1814                                                                                                                                  |Star                               |08 46 18.1649774112 +15 48 28.365515064|210.7844531461717 +32.3885198748633|  -7.423 -2.022    |10.86    |~                |    ~     ~    |    1|  281.579   pc  |  -4.7572     +4.7572  |paral   |2020yCat.1350....0G
1497|TYC 816-442-1                                                                                                                               |High Proper Motion Star            |08 48 22.3748924064 +14 53 46.240556820|212.0092810733767 +32.4972248575388|-27.670 -45.033    |9.74     |~                |    ~     ~    |    1|  122.463   pc  |  -0.2745     +0.2745  |paral   |2020yCat.1350....0G
1498|BD+16 1811                                                                                                                                  |Double or Multiple Star            |08 45 24.9959 +16 23 14.521            |210.0537803 +32.4111418            | -58.009 -9.300    |10.02    |~                |    ~     ~    |    0|                |                       |        |                   
1499|TYC 1393-748-1                                                                                                                              |Star                               |08 46 15.6889784856 +16 59 06.125598636|209.4851851872228 +32.8219647835584|  -9.957 -8.953    |10.07    |~                |    ~     ~    |    1|  334.750   pc  |  -2.1851     +2.1851  |paral   |2020yCat.1350....0G
1500|TYC 1393-816-1                                                                                                                              |Star                               |08 46 46.7341113720 +17 08 33.692819028|209.3651112665563 +32.9951288331394|  -2.262 -0.277    |10.59    |~                |    ~     ~    |    1| 1082.368   pc  | -36.6686    +36.6686  |paral   |2020yCat.1350....0G
1501|TYC 1393-823-1                                                                                                                              |High Proper Motion Star            |08 47 52.8395202480 +16 59 32.199378144|209.6480067482794 +33.1842856841988|-68.820 -13.410    |10.16    |~                |    ~     ~    |    1|  111.903   pc  |  -1.1020     +1.1020  |paral   |2020yCat.1350....0G
1502|TYC 1393-958-1                                                                                                                              |Star                               |08 46 51.2977060824 +17 03 38.200023036|209.4640575673358 +32.9817271436671|   -7.566 1.837    |10.02    |~                |    ~     ~    |    1|  420.911   pc  |  -3.2599     +3.2599  |paral   |2020yCat.1350....0G
1503|TYC 1393-1101-1                                                                                                                             |Star                               |08 47 25.2650102112 +16 46 57.129578400|209.8318224714971 +33.0043870548716|  -6.641 -4.226    |10.38    |~                |    ~     ~    |    1| 1048.768   pc  | -19.3585    +19.3585  |paral   |2020yCat.1350....0G
1504|TYC 1393-1146-1                                                                                                                             |Star                               |08 45 49.9002212328 +17 03 23.325517116|209.3610076905160 +32.7529501361623|   -9.949 1.725    |10.28    |~                |    ~     ~    |    1|  539.345   pc  | -10.5885    +10.5885  |paral   |2020yCat.1350....0G
1505|TYC 1393-1234-1                                                                                                                             |Star                               |08 46 38.1561990624 +16 45 24.525140112|209.7769269509036 +32.8203789533019|  -10.566 2.613    |9.85     |~                |    ~     ~    |    1| 1131.990   pc  | -21.6557    +21.6557  |paral   |2020yCat.1350....0G
1506|TYC 1393-1387-1                                                                                                                             |Rotating Variable                  |08 47 14.1206969712 +16 23 47.328719100|210.2385005119822 +32.8187561588682|-37.488 -10.710    |10.59    |F5.7             |    ~     ~    |    1|  183.608   pc  |  -0.6641     +0.6641  |paral   |2020yCat.1350....0G
1507|TYC 1393-1826-1                                                                                                                             |Star                               |08 46 52.9764869664 +15 47 02.951304144|210.8735681300500 +32.5084679648301| -1.401 -23.781    |10.51    |~                |    ~     ~    |    1|  338.880   pc  |  -2.9169     +2.9169  |paral   |2020yCat.1350....0G
1508|TYC 1393-1838-1                                                                                                                             |Star                               |08 48 26.1038762904 +15 52 12.442873836|210.9482423383472 +32.8863696810469| -25.860 -9.104    |10.40    |~                |    ~     ~    |    1|  180.008   pc  |  -0.8619     +0.8619  |paral   |2020yCat.1350....0G
1509|TYC 1393-1926-1                                                                                                                             |Star                               |08 48 25.8780071736 +15 40 44.089778280|211.1582094147463 +32.8125639318872| -7.707 -19.831    |10.96    |~                |    ~     ~    |    1|  356.430   pc  |  -3.5191     +3.5191  |paral   |2020yCat.1350....0G
1510|TYC 1393-1958-1                                                                                                                             |Star                               |08 46 54.5627337888 +15 16 44.875472664|211.4287969883415 +32.3203484754051|  -3.196 13.388    |10.98    |~                |    ~     ~    |    1|  471.542   pc  |  -9.2499     +9.2499  |paral   |2020yCat.1350....0G
1511|TYC 1393-1982-1                                                                                                                             |Star                               |08 48 11.9366430264 +15 52 20.410110228|210.9200722812371 +32.8347080346828| -18.793 -9.977    |10.92    |~                |    ~     ~    |    1|  424.701   pc  |  -3.0483     +3.0483  |paral   |2020yCat.1350....0G
1512|TYC 1393-1984-1                                                                                                                             |Star                               |08 47 06.0558906240 +15 52 22.955949552|210.7997993260575 +32.5908325831741|  -1.430 -5.365    |9.86     |~                |    ~     ~    |    1|  783.576   pc  | -10.6221    +10.6221  |paral   |2020yCat.1350....0G
1513|TYC 1393-2030-1                                                                                                                             |Star                               |08 47 29.5769908176 +15 48 19.865297232|210.9165876916052 +32.6522602227576| -1.589 -38.336    |10.62    |~                |    ~     ~    |    1|  246.755   pc  |  -1.3334     +1.3334  |paral   |2020yCat.1350....0G
1514|TYC 1393-2113-1                                                                                                                             |Star                               |08 45 47.6211985272 +16 01 55.604415144|210.4837815753637 +32.3606890004473|  -3.648 -7.017    |10.70    |~                |    ~     ~    |    1|  289.948   pc  |  -1.9252     +1.9252  |paral   |2020yCat.1350....0G
1515|TYC 1393-2184-1                                                                                                                             |Star                               |08 48 41.8701155784 +15 50 39.821171424|211.0052436181339 +32.9350040060479|  -9.953 36.776    |10.05    |~                |    ~     ~    |    1|  168.090   pc  |  -0.5114     +0.5114  |paral   |2020yCat.1350....0G
1516|TYC 1393-2216-1                                                                                                                             |Star                               |08 46 42.7375434456 +15 01 14.956301604|211.6885242504838 +32.1763525670478|  6.372 -13.260    |9.96     |~                |    ~     ~    |    1|  277.6544  pc  | -11.2400    +11.2400  |paral   |2018yCat.1345....0G
1517|TYC 1393-2355-1                                                                                                                             |High Proper Motion Star            |08 47 54.0683493576 +16 11 48.291544932|210.5303933254347 +32.8915031221310|-96.313 -50.281    |10.55    |~                |    ~     ~    |    1|  149.020   pc  |  -1.1681     +1.1681  |paral   |2020yCat.1350....0G
1518|TYC 1393-2404-1                                                                                                                             |Star                               |08 46 00.0052526616 +15 43 33.660533028|210.8410690820157 +32.2899507569245|  4.842 -14.491    |10.78    |~                |    ~     ~    |    1|  255.226   pc  |  -1.1204     +1.1204  |paral   |2020yCat.1350....0G
1519|TYC 1393-2489-1                                                                                                                             |Star                               |08 48 34.7475325008 +15 00 58.042072800|211.9012348641360 +32.5898081417680|  -2.629 -0.199    |10.53    |~                |    ~     ~    |    1|  934.230   pc  | -18.6776    +18.6776  |paral   |2020yCat.1350....0G
1520|TYC 1393-2521-1                                                                                                                             |Star                               |08 45 38.7729043632 +15 02 36.053983104|211.5459154463666 +31.9479769024774|  -3.973 -5.288    |10.88    |~                |    ~     ~    |    1|  948.227   pc  | -18.5222    +18.5222  |paral   |2020yCat.1350....0G
1521|TYC 1393-2529-1                                                                                                                             |Star                               |08 45 57.2941118136 +15 05 12.595418844|211.5328221639313 +32.0335377429992|   2.399 -1.307    |10.40    |~                |    ~     ~    |    1|  379.276   pc  |  -2.6756     +2.6756  |paral   |2020yCat.1350....0G
1522|TYC 1393-2602-1                                                                                                                             |Star                               |08 48 43.0468683456 +15 15 29.324080008|211.6516356762552 +32.7144077171573| -21.782 11.544    |10.80    |~                |    ~     ~    |    1|  630.915   pc  |  -7.0854     +7.0854  |paral   |2020yCat.1350....0G
1523|TYC 1393-2704-1                                                                                                                             |Star                               |08 48 04.5210920712 +15 35 14.466828552|211.2197549887679 +32.6983349511967|    2.000 4.574    |10.93    |~                |    ~     ~    |    1| 1006.644   pc  | -21.5840    +21.5840  |paral   |2020yCat.1350....0G
1524|BD+15 1899                                                                                                                                  |High Proper Motion Star            |08 46 49.2556462680 +14 41 20.495289048|212.0612981430072 +32.0709554555157|-62.866 -10.088    |9.63     |G5               |    ~     ~    |    1|  156.448   pc  |  -0.3916     +0.3916  |paral   |2020yCat.1350....0G
1525|BD+15 1902                                                                                                                                  |Star                               |08 47 39.4361546088 +14 47 24.773528364|212.0448270081745 +32.2966356692071|  -21.833 0.815    |9.45     |F5               |    ~     ~    |    1|  285.120   pc  |  -1.4551     +1.4551  |paral   |2020yCat.1350....0G
1526|BD+14 1968                                                                                                                                  |Star                               |08 45 07.1641798320 +14 02 58.785114084|212.5606588201307 +31.4398443608310|  -2.093 -7.638    |10.49    |K2               |    ~     ~    |    1|  750.188   pc  |  -9.1171     +9.1171  |paral   |2020yCat.1350....0G
1527|BD+14 1969                                                                                                                                  |Star                               |08 45 26.2161803736 +14 26 19.743060192|212.1771288778834 +31.6646647905136| -1.042 -10.974    |9.79     |K2               |    ~     ~    |    1|  911.993   pc  | -15.9692    +15.9692  |paral   |2020yCat.1350....0G
1528|BD+14 1970                                                                                                                                  |Spectroscopic Binary               |08 46 03.1908837696 +14 21 37.058208912|212.3311896403244 +31.7707707991022|-18.168 -14.274    |9.85     |F8               |    ~     ~    |    1|  221.823   pc  |  -3.9315     +3.9315  |paral   |2020yCat.1350....0G
1529|HD 74743                                                                                                                                    |Star                               |08 46 11.4959216760 +14 03 43.497074736|212.6687007811085 +31.6833425154017|-44.593 -15.880    |7.99     |A2               |    ~     ~    |    1|  111.859   pc  |  -0.3478     +0.3478  |paral   |2020yCat.1350....0G
1530|BD+14 1974                                                                                                                                  |Star                               |08 47 33.3152342760 +14 09 39.339909756|212.7165730305605 +32.0260238927403|-24.310 -14.012    |9.080    |F5               |    ~     ~    |    1|  199.952   pc  |  -0.7077     +0.7077  |paral   |2020yCat.1350....0G
1531|BD+14 1977                                                                                                                                  |Star                               |08 48 42.8362409472 +13 49 50.339068032|213.2063059286663 +32.1522471693002|  -4.743 -0.359    |9.31     |K5               |    ~     ~    |    1| 1600.768   pc  | -48.6867    +48.6867  |paral   |2020yCat.1350....0G
1532|BD+14 1973                                                                                                                                  |Star                               |08 47 01.8760805016 +13 44 53.916142236|213.1025073693529 +31.7449023310138|-12.393 -15.545    |10.45    |F5               |    ~     ~    |    1|  284.803   pc  |  -1.9954     +1.9954  |paral   |2020yCat.1350....0G
1533|TYC 816-1634-1                                                                                                                              |Star                               |08 45 17.1970420824 +13 15 34.849496772|213.4265120164574 +31.1599009365080|-13.194 -27.311    |10.20    |G5               |    ~     ~    |    1|  136.956   pc  |  -0.3433     +0.3433  |paral   |2020yCat.1350....0G
1534|BD+13 1979                                                                                                                                  |Star                               |08 45 18.8985725328 +13 15 41.087556324|213.4279262564964 +31.1669121735921|   8.332 -1.711    |9.57     |K0               |    ~     ~    |    1|  599.592   pc  |  -6.7948     +6.7948  |paral   |2020yCat.1350....0G
1535|BD+13 1980                                                                                                                                  |Star                               |08 45 41.9995095480 +12 50 29.243505192|213.9206340572472 +31.0817258838030|-15.252 -18.434    |9.08     |G5               |    ~     ~    |    1|  540.921   pc  |  -9.3045     +9.3045  |paral   |2020yCat.1350....0G
1536|HD 74721                                                                                                                                    |Horizontal Branch Star             |08 45 59.2614567408 +13 15 48.591616392|213.5032295757186 +31.3174268124299|-40.459 -115.599   |8.72     |A0V              |    ~     ~    |    1|  376.011   pc  |  -3.9729     +3.9729  |paral   |2020yCat.1350....0G
1537|AG+13 886                                                                                                                                   |Long-Period Variable Candidate     |08 47 04.2463131744 +13 14 50.218948032|213.6457233712622 +31.5518260004504|  -2.092 -0.437    |9.67     |M2               |    ~     ~    |    1|  287.8775  pc  | -23.8924    +23.8924  |paral   |2018yCat.1345....0G
1538|BD+13 1990                                                                                                                                  |Star                               |08 47 45.8195323992 +13 27 07.258665132|213.5057541207146 +31.7887456991079|  -9.498 -8.851    |9.53     |A5               |    ~     ~    |    1|  493.535   pc  |  -6.3330     +6.3330  |paral   |2020yCat.1350....0G
1539|HD 75003                                                                                                                                    |Spectroscopic Binary               |08 47 44.9483732424 +12 53 14.523918108|214.1104232516935 +31.5563301659829|-95.974 -47.260    |8.99     |G                |    ~     ~    |    1|   96.270   pc  |  -0.5552     +0.5552  |paral   |2020yCat.1350....0G
1540|BD+13 1992                                                                                                                                  |Star                               |08 48 30.7057297128 +13 17 29.123281968|213.7652206436865 +31.8902894209892|  -15.493 0.904    |9.53     |F0               |    ~     ~    |    1|  379.766   pc  |  -3.2450     +3.2450  |paral   |2020yCat.1350....0G
1541|TYC 816-363-1                                                                                                                               |Star                               |08 46 18.9032194752 +14 35 02.731382736|212.1184619224882 +31.9172223437037|  -8.228 -6.220    |10.67    |~                |    ~     ~    |    1|  325.945   pc  |  -2.1567     +2.1567  |paral   |2020yCat.1350....0G
1542|TYC 816-440-1                                                                                                                               |Star                               |08 46 28.2889036680 +14 32 31.233195744|212.1815873694234 +31.9354761828300|  -0.953 -5.071    |10.65    |~                |    ~     ~    |    1|  948.857   pc  | -17.9165    +17.9165  |paral   |2020yCat.1350....0G
