C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:31:36

dec >=0&rah >=8.5&rah< 8.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3892

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |    ang. size    |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|-----------------|-----|----------------|-----------------------|--------|-------------------
828 |BD+45 1602                                                                                               |Star                               |08 35 33.4096101360 +44 35 08.552251356|175.9323921144927 +36.7444355455859|  -18.237 4.516   |10.17    |K0                   |    ~     ~      |    1|  797.130   pc  | -10.4208    +10.4208  |paral   |2020yCat.1350....0G
829 |BD+45 1603                                                                                               |Star                               |08 35 54.0818801736 +45 28 46.903833192|174.8220421101145 +36.8559984691225|   3.998 -7.095   |9.87     |G5III                |    ~     ~      |    1|  754.888   pc  |  -8.4909     +8.4909  |paral   |2020yCat.1350....0G
830 |BD+45 1604                                                                                               |Star                               |08 36 38.8372478520 +44 56 07.450577952|175.5104836628525 +36.9583901643338| -6.318 -21.593   |10.01    |F2                   |    ~     ~      |    1|  238.271   pc  |  -6.5232     +6.5232  |paral   |2020yCat.1350....0G
831 |BD+45 1606                                                                                               |Star                               |08 36 44.1582702504 +45 02 33.274484088|175.3776127776772 +36.9798929730957|   -5.346 2.150   |9.23     |G8III                |    ~     ~      |    1|  791.703   pc  | -11.9091    +11.9091  |paral   |2020yCat.1350....0G
832 |BD+45 1610                                                                                               |Star                               |08 38 38.6829051192 +45 20 59.018483760|175.0133006754114 +37.3307599240904| -6.718 -12.639   |10.15    |K3III                |    ~     ~      |    1|  686.295   pc  |  -8.7606     +8.7606  |paral   |2020yCat.1350....0G
833 |V* CW Lyn                                                                                                |Eclipsing Binary                   |08 40 26.2906413216 +44 54 18.282706740|175.5907039134127 +37.6271060238298|  0.044 -52.646   |9.54     |F2                   |    ~     ~      |    1|  336.950   pc  |  -2.1345     +2.1345  |paral   |2020yCat.1350....0G
834 |BD+44 1753                                                                                               |Star                               |08 32 32.3253012960 +44 00 31.664648520|176.6000328325065 +36.1647079737212|   6.733 -2.020   |10.88    |G5                   |    ~     ~      |    1| 1295.672   pc  | -21.9918    +21.9918  |paral   |2020yCat.1350....0G
835 |BD+44 1755                                                                                               |Star                               |08 33 09.2814737280 +44 22 24.516485112|176.1596320442848 +36.3025195580962|  -4.331 -0.184   |9.97     |K2III                |    ~     ~      |    1|  962.371   pc  | -14.6333    +14.6333  |paral   |2020yCat.1350....0G
836 |BD+44 1765                                                                                               |Spectroscopic Binary               |08 37 45.7334530632 +44 27 19.105569756|176.1251234260124 +37.1288955426590|  -8.996 -4.388   |9.62     |K0                   |    ~     ~      |    1|  687.002   pc  | -11.7049    +11.7049  |paral   |2020yCat.1350....0G
837 |BD+44 1767                                                                                               |Star                               |08 38 17.1338052408 +44 07 03.262499976|176.5552144621388 +37.2021626826895|   -8.782 2.106   |10.25    |K0                   |    ~     ~      |    1|  892.937   pc  | -12.0398    +12.0398  |paral   |2020yCat.1350....0G
838 |HD 73225                                                                                                 |Star                               |08 39 00.6081202152 +44 19 51.624720480|176.2970712518898 +37.3443161838175|-15.411 -24.762   |9.47     |G                    |    ~     ~      |    1|  247.838   pc  |  -1.1425     +1.1425  |paral   |2020yCat.1350....0G
839 |HD 73277                                                                                                 |Star                               |08 39 15.9905322216 +44 14 38.804382096|176.4094953235004 +37.3852026503606|  -25.947 1.898   |8.36     |G8III                |    ~     ~      |    1|  335.661   pc  |  -2.6815     +2.6815  |paral   |2020yCat.1350....0G
840 |HD 73310                                                                                                 |Star                               |08 39 29.7474865032 +44 17 30.541250328|176.3524376504559 +37.4288643879921|   -7.172 4.300   |8.34     |K3III                |    ~     ~      |    1|  773.515   pc  | -15.0778    +15.0778  |paral   |2020yCat.1350....0G
841 |BD+45 1613                                                                                               |Star                               |08 40 58.6095214320 +45 08 59.189309196|175.2868634506496 +37.7325012509292|   2.268 10.754   |8.89     |G5III                |    ~     ~      |    1|  499.575   pc  |  -4.2178     +4.2178  |paral   |2020yCat.1350....0G
842 |BD+45 1614                                                                                               |Star                               |08 40 58.6771066272 +44 53 35.797087248|175.6108943078073 +37.7220840592578| -0.384 -14.427   |8.58     |K3III                |    ~     ~      |    1|  748.391   pc  | -15.5705    +15.5705  |paral   |2020yCat.1350....0G
843 |BD+45 1615                                                                                               |Star                               |08 41 02.3632136616 +44 47 29.451673032|175.7400313307991 +37.7285157531266|-15.355 -10.998   |9.57     |K2III                |    ~     ~      |    1|  560.915   pc  |  -4.9711     +4.9711  |paral   |2020yCat.1350....0G
844 |BD+45 1616                                                                                               |Star                               |08 41 12.9504928392 +44 47 10.817811348|175.7483158537536 +37.7595649478098|   0.917 -4.476   |9.28     |G8III                |    ~     ~      |    1|  492.756   pc  |  -3.7393     +3.7393  |paral   |2020yCat.1350....0G
845 |BD+45 1618                                                                                               |Star                               |08 41 26.8564516296 +44 56 43.524121056|175.5494130116146 +37.8073449515925|   2.671 -2.531   |10.55    |K0                   |    ~     ~      |    1| 2334.812   pc  | -92.1278    +92.1278  |paral   |2020yCat.1350....0G
846 |HD 73759                                                                                                 |Star                               |08 41 45.6644106768 +44 51 47.459651760|175.6563417248868 +37.8594237374813|-19.567 -26.010   |7.87     |F4V                  |    ~     ~      |    1|  195.274   pc  |  -1.5177     +1.5177  |paral   |2020yCat.1350....0G
847 |BD+45 1622                                                                                               |Star                               |08 42 24.9409326840 +44 52 57.633693744|175.6375454650049 +37.9760877896496| -8.690 -13.382   |9.87     |A5                   |    ~     ~      |    1|  409.031   pc  |  -6.8596     +6.8596  |paral   |2020yCat.1350....0G
848 |BD+45 1623                                                                                               |Star                               |08 42 51.8559637200 +45 18 14.345479872|175.1066246300842 +38.0701369527735|  6.021 -39.466   |9.55     |G0                   |    ~     ~      |    1|  115.698   pc  |  -0.2517     +0.2517  |paral   |2020yCat.1350....0G
849 |HD 74132                                                                                                 |High Proper Motion Star            |08 43 54.7477636392 +45 27 13.311404352|174.9231438076493 +38.2585080708730|-26.047 -47.791   |8.250    |F5                   |    ~     ~      |    1|  105.123   pc  |  -0.2984     +0.2984  |paral   |2020yCat.1350....0G
850 |BD+45 1626                                                                                               |Star                               |08 44 17.8831989672 +45 10 12.284009616|175.2867653506235 +38.3183252542712|-11.101 -18.822   |10.28    |F8                   |    ~     ~      |    1|  318.695   pc  |  -3.4533     +3.4533  |paral   |2020yCat.1350....0G
851 |BD+44 1763                                                                                               |Star                               |08 37 34.5943722936 +43 48 42.301146492|176.9276980839023 +37.0551605366059| -11.666 -0.283   |8.93     |K0III                |    ~     ~      |    1|  487.686   pc  |  -4.4476     +4.4476  |paral   |2020yCat.1350....0G
852 |BD+43 1835                                                                                               |High Proper Motion Star            |08 37 04.9245152640 +43 27 46.350496260|177.3555576375712 +36.9413533473638|-70.714 -36.315   |10.13    |~                    |    ~     ~      |    1|  171.913   pc  |  -0.8275     +0.8275  |paral   |2020yCat.1350....0G
853 |TYC 2981-204-1                                                                                           |Star                               |08 38 58.0093373832 +44 15 40.571335584|176.3840859681674 +37.3326069545366|-13.179 -10.975   |10.72    |~                    |    ~     ~      |    1|  561.167   pc  |  -5.2905     +5.2905  |paral   |2020yCat.1350....0G
854 |TYC 2981-244-1                                                                                           |Star                               |08 34 07.8919724088 +44 04 10.549875792|176.5519970168998 +36.4547702096219|  -4.041 -0.457   |10.17    |~                    |    ~     ~      |    1|  895.095   pc  | -11.5372    +11.5372  |paral   |2020yCat.1350....0G
855 |TYC 2981-299-1                                                                                           |Star                               |08 37 06.4714880400 +44 21 03.530634588|176.2468381919600 +37.0059660863141|   5.311 -4.656   |10.65    |~                    |    ~     ~      |    1| 1123.091   pc  | -36.3264    +36.3264  |paral   |2020yCat.1350....0G
856 |TYC 2981-301-1                                                                                           |Star                               |08 32 19.0427223888 +44 31 05.434358556|175.9671785843637 +36.1640546458600|    4.271 0.098   |10.59    |~                    |    ~     ~      |    1|  788.644   pc  |  -9.6404     +9.6404  |paral   |2020yCat.1350....0G
857 |TYC 2981-333-1                                                                                           |High Proper Motion Star            |08 38 09.2655244392 +44 04 24.778039332|176.6085423745137 +37.1759405881122| 45.813 -17.196   |10.69    |~                    |    ~     ~      |    1|  165.429   pc  |  -0.4789     +0.4789  |paral   |2020yCat.1350....0G
858 |TYC 2981-340-1                                                                                           |Star                               |08 31 56.6263679856 +43 54 28.749823524|176.7137091002123 +36.0498488616831|   -0.354 0.386   |10.32    |~                    |    ~     ~      |    1| 1271.294   pc  | -25.0509    +25.0509  |paral   |2020yCat.1350....0G
859 |TYC 2981-444-1                                                                                           |Star                               |08 37 37.5664019040 +44 01 45.534711720|176.6563672725252 +37.0784008568857| -29.983 11.206   |10.32    |~                    |    ~     ~      |    1|  248.651   pc  |  -1.6384     +1.6384  |paral   |2020yCat.1350....0G
860 |TYC 2981-579-1                                                                                           |Star                               |08 39 06.3782673432 +44 05 20.440654332|176.6022174869236 +37.3475109640378|  8.137 -19.152   |10.74    |~                    |    ~     ~      |    1|  268.984   pc  |  -1.1504     +1.1504  |paral   |2020yCat.1350....0G
861 |TYC 2981-755-1                                                                                           |Star                               |08 35 06.3954566933 +43 48 31.103353348|176.8920768093839 +36.6104560841429|   8.042 12.981   |10.53    |~                    |    ~     ~      |    1|  207.4258  pc  | -20.1101    +20.1101  |paral   |2018yCat.1345....0G
862 |TYC 2981-756-1                                                                                           |Star                               |08 37 44.5910459256 +43 53 09.381148404|176.8374321905004 +37.0900796720553| -1.199 -14.636   |10.87    |~                    |    ~     ~      |    1|  354.899   pc  |  -7.8721     +7.8721  |paral   |2020yCat.1350....0G
863 |TYC 2981-923-1                                                                                           |Star                               |08 35 44.7656488837 +43 55 54.956864933|176.7492226095891 +36.7343790811766|  1.487 -12.072   |10.55    |~                    |    ~     ~      |    1|  124.8050  pc  | -10.7679    +10.7679  |paral   |2018yCat.1345....0G
864 |TYC 2981-973-1                                                                                           |Star                               |08 38 51.0982418760 +44 20 32.974379700|176.2806326725897 +37.3166702526551|  -4.328 -5.436   |10.67    |~                    |    ~     ~      |    1| 1015.125   pc  | -18.3425    +18.3425  |paral   |2020yCat.1350....0G
865 |TYC 2981-1179-1                                                                                          |Star                               |08 34 01.2358849128 +43 59 24.658220688|176.6485915023150 +36.4289641068407|  -13.955 5.287   |10.81    |~                    |    ~     ~      |    1|  180.832   pc  |  -0.5036     +0.5036  |paral   |2020yCat.1350....0G
866 |TYC 2981-1255-1                                                                                          |Spectroscopic Binary               |08 36 30.0083891808 +43 29 57.555698280|177.3003511484955 +36.8387747188659|-18.022 -14.215   |10.67    |~                    |    ~     ~      |    1|  391.589   pc  |  -2.6375     +2.6375  |paral   |2020yCat.1350....0G
867 |TYC 2981-1339-1                                                                                          |Star                               |08 36 59.3945079312 +44 37 15.835191924|175.9076677616018 +37.0011963210474|  1.590 -11.247   |10.54    |~                    |    ~     ~      |    1|  691.085   pc  |  -8.4535     +8.4535  |paral   |2020yCat.1350....0G
868 |TYC 2981-1350-1                                                                                          |Star                               |08 35 58.9693289712 +43 43 09.396644160|177.0177708102694 +36.7616308212125|   5.497 -3.955   |10.67    |~                    |    ~     ~      |    1|  940.115   pc  | -13.2572    +13.2572  |paral   |2020yCat.1350....0G
869 |TYC 2988-459-1                                                                                           |Spectroscopic Binary               |08 41 06.8421029040 +44 07 11.619370380|176.5888992698421 +37.7091007404745|    1.841 7.291   |10.75    |~                    |    ~     ~      |    1|  249.806   pc  | -10.6460    +10.6460  |paral   |2020yCat.1350....0G
870 |TYC 2988-906-1                                                                                           |Star                               |08 44 23.5088109312 +44 34 33.057564312|176.0444228925429 +38.3151134967901|-22.355 -13.629   |10.51    |~                    |    ~     ~      |    1|  281.873   pc  |  -1.4301     +1.4301  |paral   |2020yCat.1350....0G
871 |TYC 2988-1333-1                                                                                          |Star                               |08 44 11.8800211632 +44 54 02.841325020|175.6290559428617 +38.2922032335034|    8.303 0.381   |10.87    |~                    |    ~     ~      |    1|  520.589   pc  |  -4.4446     +4.4446  |paral   |2020yCat.1350....0G
872 |TYC 2988-1452-1                                                                                          |Star                               |08 44 09.6045608976 +44 57 18.218563272|175.5596653091075 +38.2872898568030|-38.831 -22.443   |10.71    |~                    |    ~     ~      |    0|                |                       |        |                   
873 |TYC 3416-426-1                                                                                           |Star                               |08 36 39.7202308344 +45 12 33.724571508|175.1682572095687 +36.9756591722973| 11.295 -11.446   |10.61    |~                    |    ~     ~      |    1|  392.003   pc  |  -3.2116     +3.2116  |paral   |2020yCat.1350....0G
874 |TYC 3416-884-1                                                                                           |Star                               |08 37 32.5735417296 +46 10 38.320286088|173.9647466650938 +37.1719819019211|-23.029 -22.634   |10.55    |~                    |    ~     ~      |    1|  275.893   pc  |  -1.2864     +1.2864  |paral   |2020yCat.1350....0G
875 |TYC 3416-917-1                                                                                           |Star                               |08 34 08.3535073728 +46 06 20.430138204|174.0232586321807 +36.5799128921697|   8.434 -5.630   |10.61    |~                    |    ~     ~      |    1| 1006.847   pc  | -16.2198    +16.2198  |paral   |2020yCat.1350....0G
876 |TYC 3416-1628-1                                                                                          |Star                               |08 33 02.5306754232 +45 39 29.168542584|174.5666942074065 +36.3658868472986|  5.350 -17.495   |10.98    |~                    |    ~     ~      |    1| 1379.310   pc  | -28.1570    +28.1570  |paral   |2020yCat.1350....0G
877 |TYC 3416-1798-1                                                                                          |Star                               |08 31 22.3040061792 +45 33 24.168184668|174.6704638355666 +36.0681935470965|-23.904 -27.682   |10.17    |~                    |    ~     ~      |    1|  416.788   pc  |  -3.4048     +3.4048  |paral   |2020yCat.1350....0G
878 |TYC 3416-1870-1                                                                                          |Star                               |08 36 50.1228528696 +46 08 02.592845736|174.0131563919466 +37.0479140844272|   0.546 -3.009   |10.88    |~                    |    ~     ~      |    1|  913.910   pc  | -13.1966    +13.1966  |paral   |2020yCat.1350....0G
879 |TYC 3416-1967-1                                                                                          |Star                               |08 35 20.5687023792 +46 02 28.308434892|174.1156124457974 +36.7854500041457|  8.100 -44.412   |10.66    |~                    |    ~     ~      |    1|  275.969   pc  |  -1.0662     +1.0662  |paral   |2020yCat.1350....0G
880 |TYC 3416-2162-1                                                                                          |Star                               |08 44 23.7956332200 +45 24 53.477542440|174.9754564066016 +38.3423937800639|  -2.978 -9.383   |10.80    |~                    |    ~     ~      |    1|  812.810   pc  | -17.1111    +17.1111  |paral   |2020yCat.1350....0G
881 |TYC 3416-2178-1                                                                                          |Star                               |08 37 45.6502665408 +45 25 28.170063660|174.9107283320848 +37.1790759344504|  13.326 -7.138   |10.00    |~                    |    ~     ~      |    1|  688.089   pc  |  -8.2383     +8.2383  |paral   |2020yCat.1350....0G
882 |TYC 3416-2227-1                                                                                          |Star                               |08 44 56.1316158672 +45 22 02.911680048|175.0389294678483 +38.4357867524658|   -9.534 3.425   |10.61    |~                    |    ~     ~      |    1|  833.403   pc  | -10.5573    +10.5573  |paral   |2020yCat.1350....0G
883 |BD+44 1754                                                                                               |Star                               |08 32 44.8200624096 +43 37 29.659299312|177.0777711624435 +36.1709190278193|  -3.255 -3.128   |9.10     |G5III                |    ~     ~      |    1|  492.126   pc  |  -4.1414     +4.1414  |paral   |2020yCat.1350....0G
884 |BD+43 1824                                                                                               |Star                               |08 30 39.2436796992 +43 05 35.066269968|177.6899658727335 +35.7442968612811|  23.052 -7.773   |10.07    |F5                   |    ~     ~      |    1|  242.960   pc  |  -1.1688     +1.1688  |paral   |2020yCat.1350....0G
885 |TYC 2981-203-1                                                                                           |Star                               |08 30 26.7467312040 +43 33 41.565095028|177.1109096864315 +35.7503175704538|   -7.243 1.258   |10.82    |~                    |    ~     ~      |    1|  477.259   pc  |  -3.3939     +3.3939  |paral   |2020yCat.1350....0G
886 |TYC 2981-302-1                                                                                           |Star                               |08 33 04.9787583696 +43 21 40.003769304|177.4098473656435 +36.2092936942507|  -1.049 -7.288   |10.63    |~                    |    ~     ~      |    1|  957.121   pc  | -18.6880    +18.6880  |paral   |2020yCat.1350....0G
887 |TYC 2981-815-1                                                                                           |High Proper Motion Star            |08 32 00.8512161360 +43 44 10.739636124|176.9266073175340 +36.0482301322993|-57.656 -24.275   |10.64    |~                    |    ~     ~      |    1|  215.708   pc  |  -0.7119     +0.7119  |paral   |2020yCat.1350....0G
888 |TYC 2981-1106-1                                                                                          |Double or Multiple Star            |08 32 33.948504 +43 26 41.42004        |177.296504992 +36.122913780        |    -22.8 -17.3   |10.833   |~                    |    ~     ~      |    0|                |                       |        |                   
889 |TYC 2981-1138-1                                                                                          |Star                               |08 34 43.0225090560 +43 08 22.411294908|177.7153381310530 +36.4869262884127|  8.126 -11.091   |10.55    |~                    |    ~     ~      |    1| 1471.021   pc  | -34.8388    +34.8388  |paral   |2020yCat.1350....0G
890 |TYC 2981-1384-1                                                                                          |Star                               |08 34 12.1699199832 +43 29 20.397362676|177.2727613459534 +36.4225938859585|  -3.818 -4.869   |10.83    |~                    |    ~     ~      |    1|  528.877   pc  |  -5.1467     +5.1467  |paral   |2020yCat.1350....0G
891 |TYC 2981-1397-1                                                                                          |Star                               |08 31 12.3851644560 +43 00 50.576314464|177.7988476356361 +35.8371737566860|  -13.923 5.010   |10.88    |~                    |    ~     ~      |    1|  437.006   pc  |  -2.6163     +2.6163  |paral   |2020yCat.1350....0G
892 |HD 73972                                                                                                 |Star                               |08 42 53.6255481288 +42 50 41.777724840|178.2245398063248 +37.9559150087286|    4.373 3.651   |9.36     |G0                   |    ~     ~      |    1|  162.906   pc  |  -0.5334     +0.5334  |paral   |2020yCat.1350....0G
893 |HD 74119                                                                                                 |High Proper Motion Star            |08 43 39.5528835408 +42 40 54.168179736|178.4429390306804 +38.0854468504371|-42.292 -32.751   |7.73     |F0                   |    ~     ~      |    1|  153.048   pc  |  -0.8034     +0.8034  |paral   |2020yCat.1350....0G
894 |BD+44 1773                                                                                               |Star                               |08 40 53.5734280464 +43 59 34.882928268|176.7462538836081 +37.6625381712062|  4.793 -12.510   |10.57    |G8III                |    ~     ~      |    1|  618.812   pc  |  -5.7822     +5.7822  |paral   |2020yCat.1350....0G
895 |BD+44 1776                                                                                               |Double or Multiple Star            |08 41 07.2731 +43 51 59.345            |176.9087949 +37.6964979            |     -18.4 -1.6   |10.35    |F5                   |    ~     ~      |    0|                |                       |        |                   
896 |BD+44 1778                                                                                               |Star                               |08 42 43.7208670104 +44 06 20.517846948|176.6255279597927 +37.9978201436027|  -5.261 -2.146   |8.96     |K2III                |    ~     ~      |    1| 1171.509   pc  | -34.5853    +34.5853  |paral   |2020yCat.1350....0G
897 |HD 74133                                                                                                 |Double or Multiple Star            |08 43 53.4232976736 +44 03 13.634161380|176.7039585497987 +38.2037666343994| -7.984 -26.563   |9.23     |G5                   |    ~     ~      |    0|                |                       |        |                   
898 |BD+44 1782                                                                                               |Star                               |08 44 23.2140228144 +44 22 07.756839768|176.3080256305756 +38.3062196714309|  1.668 -11.022   |9.88     |G8III                |    ~     ~      |    1|  903.996   pc  | -55.2433    +55.2433  |paral   |2020yCat.1350....0G
899 |HD 73594                                                                                                 |Spectroscopic Binary               |08 40 51.5590856184 +43 30 26.398267560|177.3581383140635 +37.6279351743102| -55.009 -7.442   |9.28     |G5                   |    ~     ~      |    1|  125.526   pc  |  -1.4717     +1.4717  |paral   |2020yCat.1350....0G
900 |BD+43 1837                                                                                               |Star                               |08 38 19.6431546696 +43 23 03.678273852|177.4741226747815 +37.1612147000211|-12.705 -17.904   |9.89     |F8                   |    ~     ~      |    1|  258.525   pc  |  -3.1747     +3.1747  |paral   |2020yCat.1350....0G
901 |HD 73484                                                                                                 |Star                               |08 40 20.7667544112 +43 27 26.779731120|177.4135517698522 +37.5318764074772|-21.159 -24.153   |9.14     |K0                   |    ~     ~      |    1|  218.536   pc  |  -0.9361     +0.9361  |paral   |2020yCat.1350....0G
902 |HD 73485                                                                                                 |Star                               |08 40 21.5358177336 +43 20 10.404956976|177.5662673686143 +37.5263201195292|   7.768 -3.197   |9.19     |K0                   |    ~     ~      |    1|  421.443   pc  |  -3.0727     +3.0727  |paral   |2020yCat.1350....0G
903 |HD 74151                                                                                                 |Star                               |08 43 52.0852486248 +43 28 48.553001184|177.4326162270078 +38.1711173615357|-16.501 -30.387   |9.29     |F8                   |    ~     ~      |    1|  173.747   pc  |  -0.5313     +0.5313  |paral   |2020yCat.1350....0G
904 |BD+44 1779                                                                                               |Star                               |08 43 37.4275851240 +44 10 07.184191476|176.5551944735094 +38.1611954275894|  -19.010 0.926   |10.79    |~                    |    ~     ~      |    1|  389.302   pc  |  -4.0011     +4.0011  |paral   |2020yCat.1350....0G
905 |TYC 2988-324-1                                                                                           |Star                               |08 43 22.6458686184 +43 29 39.182883756|177.4086018704321 +38.0830193144349|  -0.570 -4.178   |10.69    |~                    |    ~     ~      |    1| 1264.382   pc  | -24.1398    +24.1398  |paral   |2020yCat.1350....0G
906 |TYC 2988-359-1                                                                                           |High Proper Motion Star            |08 44 47.1964001400 +43 26 02.111755416|177.5026305297355 +38.3351260768658|-37.630 -47.647   |10.72    |~                    |    ~     ~      |    1|  220.051   pc  |  -1.0459     +1.0459  |paral   |2020yCat.1350....0G
907 |TYC 2988-368-1                                                                                           |Star                               |08 44 03.1541961984 +43 11 42.434724696|177.7970305211542 +38.1887760101448|    4.845 3.769   |10.21    |~                    |    ~     ~      |    1|  797.894   pc  | -10.0588    +10.0588  |paral   |2020yCat.1350....0G
908 |TYC 2988-503-1                                                                                           |Star                               |08 42 24.8284181808 +42 48 44.885462652|178.2582249983069 +37.8659614972914| -0.243 -29.564   |10.79    |~                    |    ~     ~      |    1|  161.629   pc  |  -1.3767     +1.3767  |paral   |2020yCat.1350....0G
909 |TYC 2988-854-1                                                                                           |Star                               |08 42 33.4092647328 +43 53 51.909658656|176.8870286824397 +37.9564966748206|   5.089 -5.138   |10.22    |~                    |    ~     ~      |    1|  277.932   pc  |  -1.9389     +1.9389  |paral   |2020yCat.1350....0G
910 |TYC 2988-1085-1                                                                                          |Star                               |08 44 23.4010838640 +43 12 22.141506744|177.7874510649337 +38.2507989726288|  -4.157 -0.970   |10.01    |~                    |    ~     ~      |    1|  441.891   pc  |  -9.5681     +9.5681  |paral   |2020yCat.1350....0G
911 |BD+43 1826                                                                                               |Star                               |08 33 41.8284223464 +42 50 03.496063416|178.0727575074438 +36.2744055426209| -0.723 -20.269   |9.33     |K0                   |    ~     ~      |    1|  974.469   pc  | -21.6506    +21.6506  |paral   |2020yCat.1350....0G
912 |BD+43 1830                                                                                               |Star                               |08 35 04.5439624632 +42 51 04.466122776|178.0797050086405 +36.5276142256756|  -9.970 -3.265   |10.07    |G5V                  |    ~     ~      |    1|  403.047   pc  |  -5.2470     +5.2470  |paral   |2020yCat.1350....0G
913 |HD 72743                                                                                                 |Star                               |08 36 08.6288458008 +43 03 55.048029840|177.8343697343868 +36.7403282954473|-16.267 -15.665   |8.78     |F0                   |    ~     ~      |    1|  210.726   pc  |  -0.9103     +0.9103  |paral   |2020yCat.1350....0G
914 |HD 73093                                                                                                 |Star                               |08 38 17.1655466592 +43 10 10.510858560|177.7421849043954 +37.1381764092713|  16.830 -0.933   |9.59     |A5                   |    ~     ~      |    1|  509.217   pc  | -14.5209    +14.5209  |paral   |2020yCat.1350....0G
915 |BD+42 1880                                                                                               |Star                               |08 30 40.4819574792 +41 58 01.795982700|179.0693341255208 +35.6321712952696|  -2.769 -2.777   |10.39    |K2                   |    ~     ~      |    1| 1905.851   pc  | -60.2956    +60.2956  |paral   |2020yCat.1350....0G
916 |BD+42 1883                                                                                               |Spectroscopic Binary               |08 31 34.2846425328 +41 55 31.010308896|179.1429886543617 +35.7933517661143|  2.135 -31.883   |9.99     |G0                   |    ~     ~      |    1|  136.047   pc  |  -2.3192     +2.3192  |paral   |2020yCat.1350....0G
917 |HD 72132                                                                                                 |Star                               |08 32 43.7206615872 +42 08 24.012764988|178.9072456598884 +36.0296344024727| 13.035 -10.852   |8.16     |G5III                |    ~     ~      |    1|  295.194   pc  |  -2.1175     +2.1175  |paral   |2020yCat.1350....0G
918 |BD+42 1895                                                                                               |Star                               |08 34 08.2375716696 +42 24 13.738730904|178.6139031756582 +36.3149850585898|   2.663 -1.735   |9.84     |F5                   |    ~     ~      |    1|  259.397   pc  |  -6.9574     +6.9574  |paral   |2020yCat.1350....0G
919 |HD 72778                                                                                                 |Star                               |08 36 15.5658150768 +42 34 47.505079488|178.4401304250847 +36.7206039478189|  10.767 -6.629   |6.97     |A2                   |    ~     ~      |    1|   77.908   pc  |  -0.2009     +0.2009  |paral   |2020yCat.1350....0G
920 |BD+43 1836                                                                                               |Star                               |08 38 12.4239688008 +42 48 42.739451460|178.1880950000146 +37.0964749784262|  -21.698 5.427   |9.48     |G2V                  |    ~     ~      |    1|   71.761   pc  |  -0.1087     +0.1087  |paral   |2020yCat.1350....0G
921 |BD+43 1841                                                                                               |Star                               |08 40 08.7841529256 +42 46 27.279428196|178.2693618401391 +37.4483425573201|   0.811 -5.861   |9.93     |G8III                |    ~     ~      |    1| 1148.897   pc  | -18.6115    +18.6115  |paral   |2020yCat.1350....0G
922 |BD+42 1882                                                                                               |Star                               |08 31 21.4648988544 +41 50 06.303021216|179.2481546988128 +35.7439973018405|-11.484 -32.561   |9.52     |M0                   |    ~     ~      |    1| 1137.915   pc  | -31.7239    +31.7239  |paral   |2020yCat.1350....0G
923 |BD+42 1890                                                                                               |Star                               |08 33 00.2730079080 +41 52 41.968784928|179.2356923928298 +36.0535072113107|  3.196 -14.951   |10.19    |F8                   |    ~     ~      |    1|  285.567   pc  |  -2.2752     +2.2752  |paral   |2020yCat.1350....0G
924 |HD 72206                                                                                                 |High Proper Motion Star            |08 33 14.0371329360 +41 59 41.499792492|179.0977554005278 +36.1080345930593|-72.544 -63.475   |8.83     |G                    |    ~     ~      |    1|   82.525   pc  |  -0.2016     +0.2016  |paral   |2020yCat.1350....0G
925 |BD+42 1897                                                                                               |High Proper Motion Star            |08 35 17.6700615600 +42 21 03.275194968|178.7043048810506 +36.5227845093579|-36.276 -35.918   |9.71     |G5                   |    ~     ~      |    1|  188.320   pc  |  -0.5178     +0.5178  |paral   |2020yCat.1350....0G
926 |BD+42 1904                                                                                               |Spectroscopic Binary               |08 37 50.9410025064 +42 17 16.429978140|178.8354687936145 +36.9874379730077|  11.422 -7.017   |9.91     |F5                   |    ~     ~      |    1|  384.971   pc  |  -2.9789     +2.9789  |paral   |2020yCat.1350....0G
927 |BD+42 1908                                                                                               |Star                               |08 40 10.0736162784 +42 12 46.845701244|178.9743618952734 +37.4087538365730| -7.960 -28.606   |10.00    |G5III                |    ~     ~      |    1|  744.990   pc  |  -8.3252     +8.3252  |paral   |2020yCat.1350....0G
928 |BD+43 1845                                                                                               |Star                               |08 42 11.3311900272 +42 33 56.769419412|178.5662382156448 +37.8076919313568|  -8.893 -6.250   |10.40    |G8III                |    ~     ~      |    1|  626.488   pc  |  -7.1040     +7.1040  |paral   |2020yCat.1350....0G
929 |BD+42 1910                                                                                               |Double or Multiple Star            |08 40 53.9917705251 +42 25 42.058698341|178.7172790154331 +37.5606122621626|  -7.434 -1.148   |9.36     |K2                   |0.0133  0.0      |    1|  947.8673  pc  | -46.7195    +46.7195  |paral   |2018yCat.1345....0G
930 |BD+42 1911                                                                                               |Star                               |08 42 01.8948352848 +42 17 17.708268480|178.9137530135303 +37.7584624900399| -5.636 -10.836   |9.32     |K0III                |    ~     ~      |    1|  851.861   pc  | -11.6833    +11.6833  |paral   |2020yCat.1350....0G
