C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:58:05

dec >=0&rah >=23.75&rah< 24.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5410

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
4480|TYC 3237-426-1                                                                                           |Star                                  |23 55 12.8897782944 +40 59 32.089692048|111.6350779196904 -20.6429421218246|   0.548 -2.193  |10.31    |~                |    ~     ~    |    1|  714.235   pc  |  -9.7945     +9.7945  |paral   |2020yCat.1350....0G
4481|TYC 3237-459-1                                                                                           |Star                                  |23 59 23.7374686296 +40 19 04.884614436|112.3021171778837 -21.4770979609083| -10.404 40.747  |10.59    |~                |    ~     ~    |    1|  142.920   pc  |  -0.3227     +0.3227  |paral   |2020yCat.1350....0G
4482|TYC 3237-463-1                                                                                           |Star                                  |23 51 34.4536000608 +40 14 43.299480372|110.7259324641592 -21.2032734168737|  -0.336 -3.346  |9.26     |~                |    ~     ~    |    1|  480.515   pc  |  -3.6250     +3.6250  |paral   |2020yCat.1350....0G
4483|TYC 3237-516-1                                                                                           |Star                                  |23 59 50.7354501672 +40 51 37.495855260|112.5161656860360 -20.9655580160805|  -5.290 -4.379  |10.32    |~                |    ~     ~    |    1|  956.663   pc  | -30.9339    +30.9339  |paral   |2020yCat.1350....0G
4484|TYC 3237-537-1                                                                                           |Star                                  |23 52 45.0520208592 +39 33 16.600211172|110.7794145681388 -21.9282466395889|  -4.347 -7.076  |10.21    |~                |    ~     ~    |    1| 1275.998   pc  | -23.9341    +23.9341  |paral   |2020yCat.1350....0G
4485|TYC 3237-542-1                                                                                           |Star                                  |23 58 03.2466150120 +40 51 54.423496944|112.1632065031981 -20.8876971163159|   0.300 -5.053  |10.25    |~                |    ~     ~    |    1|  320.626   pc  |  -1.9224     +1.9224  |paral   |2020yCat.1350....0G
4486|TYC 3237-584-1                                                                                           |Star                                  |23 57 18.2694340272 +40 39 08.583627996|111.9644845556926 -21.0636972142393| -11.407 -6.976  |9.90     |~                |    ~     ~    |    1|  478.904   pc  |  -4.3118     +4.3118  |paral   |2020yCat.1350....0G
4487|TYC 3237-647-1                                                                                           |Star                                  |23 54 07.7533506672 +39 38 29.008238784|111.0797087969333 -21.9077815550293|  10.407 -7.552  |10.38    |~                |    ~     ~    |    1|  585.926   pc  |  -5.9393     +5.9393  |paral   |2020yCat.1350....0G
4488|TYC 3237-662-1                                                                                           |Star                                  |23 56 13.4359392168 +40 58 29.885414340|111.8289890274500 -20.7033715853541|-12.459 -12.552  |10.28    |~                |    ~     ~    |    1|  334.493   pc  |  -8.1565     +8.1565  |paral   |2020yCat.1350....0G
4489|TYC 3237-708-1                                                                                           |Star                                  |23 59 17.9120417184 +41 01 24.601282212|112.4454586896328 -20.7841620119164| -4.108 -23.890  |10.88    |~                |    ~     ~    |    1|  263.290   pc  |  -1.1577     +1.1577  |paral   |2020yCat.1350....0G
4490|TYC 3237-736-1                                                                                           |Star                                  |23 53 31.7913070776 +40 44 03.224385996|111.2392510069274 -20.8190568682526|  22.429 -6.364  |10.29    |~                |    ~     ~    |    1|  211.618   pc  |  -1.1106     +1.1106  |paral   |2020yCat.1350....0G
4491|TYC 3237-771-1                                                                                           |Star                                  |23 59 12.9729767976 +39 59 16.296625284|112.1894179469057 -21.7920716391326|  -2.469 -1.866  |10.61    |~                |    ~     ~    |    1| 1265.502   pc  | -31.2292    +31.2292  |paral   |2020yCat.1350....0G
4492|TYC 3237-813-1                                                                                           |Star                                  |23 55 03.0966146400 +39 57 16.506966348|111.3444910915931 -21.6450671309298|    6.047 4.171  |10.62    |~                |    ~     ~    |    1|  208.951   pc  |  -0.8339     +0.8339  |paral   |2020yCat.1350....0G
4493|TYC 3237-873-1                                                                                           |Star                                  |23 51 38.2046897784 +39 46 01.628647788|110.6115989358946 -21.6696773102945|  -5.106 -0.467  |10.92    |~                |    ~     ~    |    0|                |                       |        |                   
4494|TYC 3237-878-1                                                                                           |Star                                  |23 53 41.0926592424 +40 34 14.137658256|111.2281595051301 -20.9849895321057|   5.919 -5.125  |10.97    |~                |    ~     ~    |    1|  583.635   pc  |  -7.4257     +7.4257  |paral   |2020yCat.1350....0G
4495|TYC 3237-923-1                                                                                           |Star                                  |23 55 55.4455797408 +39 50 50.637300360|111.4929963628236 -21.7880862881467|  -4.685 -4.468  |10.89    |~                |    ~     ~    |    1|  299.940   pc  | -16.5894    +16.5894  |paral   |2020yCat.1350....0G
4496|TYC 3237-929-1                                                                                           |Star                                  |23 58 51.7526842104 +39 55 20.671189860|112.1028387172674 -21.8412335488461|   19.578 1.460  |10.09    |~                |    ~     ~    |    1|  480.192   pc  |  -3.7355     +3.7355  |paral   |2020yCat.1350....0G
4497|TYC 3237-947-1                                                                                           |Star                                  |23 52 26.8175751264 +40 19 13.795041396|110.9187360023647 -21.1711563372135|   9.887 11.535  |10.65    |~                |    ~     ~    |    1|  362.818   pc  |  -1.8692     +1.8692  |paral   |2020yCat.1350....0G
4498|TYC 3237-950-1                                                                                           |Star                                  |23 53 24.1332905736 +40 35 39.784940376|111.1784103523159 -20.9490993678549|  -2.569 -1.632  |10.67    |~                |    ~     ~    |    1| 1064.963   pc  | -26.0853    +26.0853  |paral   |2020yCat.1350....0G
4499|TYC 3237-974-1                                                                                           |Star                                  |23 51 40.2209454312 +40 31 41.695954536|110.8195522608938 -20.9335910298985|    2.851 2.204  |10.28    |~                |    ~     ~    |    1|  734.430   pc  |  -7.4435     +7.4435  |paral   |2020yCat.1350....0G
4500|TYC 3237-977-1                                                                                           |High Proper Motion Star               |23 55 29.8851452184 +39 40 46.808256468|111.3654440146687 -21.9323834091007|-35.626 -64.031  |10.40    |~                |    ~     ~    |    1|  105.635   pc  |  -0.2120     +0.2120  |paral   |2020yCat.1350....0G
4501|GSC 03237-00981                                                                                          |Double or Multiple Star               |23 58 36.7846974192 +39 49 07.697329032|112.0280944972266 -21.9318675766723|   2.966 -7.197  |10.758   |~                |    ~     ~    |    1|  435.275   pc  |  -3.0504     +3.0504  |paral   |2020yCat.1350....0G
4502|TYC 3237-1053-1                                                                                          |Star                                  |23 59 44.0508131712 +39 40 33.996436068|112.2216044528595 -22.1179321591562|  -0.591 -6.133  |10.57    |~                |    ~     ~    |    1|  497.909   pc  |  -7.1647     +7.1647  |paral   |2020yCat.1350....0G
4503|TYC 3237-1068-1                                                                                          |Star                                  |23 58 24.2192865936 +40 43 23.764824768|112.1990169259152 -21.0406016136491|  7.088 -14.292  |10.65    |~                |    ~     ~    |    1|  234.577   pc  |  -1.1996     +1.1996  |paral   |2020yCat.1350....0G
4504|TYC 3237-1078-1                                                                                          |Star                                  |23 58 46.2122882136 +40 50 29.333453136|112.2991379969940 -20.9403464015647|  3.208 -20.196  |10.32    |~                |    ~     ~    |    1| 1226.091   pc  | -27.0594    +27.0594  |paral   |2020yCat.1350....0G
4505|TYC 3237-1136-1                                                                                          |Star                                  |23 54 16.3535567160 +40 51 38.736716328|111.4173235176138 -20.7293523230382|  -0.291 -5.704  |10.41    |~                |    ~     ~    |    1|  940.380   pc  | -15.6524    +15.6524  |paral   |2020yCat.1350....0G
4506|TYC 3237-1188-1                                                                                          |Star                                  |23 59 42.7524160368 +40 30 53.517273768|112.4107446469059 -21.2977801618401| 21.545 -15.992  |10.41    |~                |    ~     ~    |    1|  316.116   pc  |  -1.5989     +1.5989  |paral   |2020yCat.1350....0G
4507|TYC 3237-1201-1                                                                                          |Star                                  |23 51 07.4397362280 +39 40 17.946241104|110.4832974988242 -21.7376906070944|  -2.131 -2.105  |9.55     |~                |    ~     ~    |    1| 1239.618   pc  | -27.6598    +27.6598  |paral   |2020yCat.1350....0G
4508|TYC 3237-1229-1                                                                                          |Star                                  |23 53 00.0174416784 +40 00 32.593161636|110.9478979146468 -21.4989295015645| -9.131 -17.464  |10.58    |~                |    ~     ~    |    1|  233.193   pc  |  -1.5389     +1.5389  |paral   |2020yCat.1350....0G
4509|TYC 3237-1250-1                                                                                          |Star                                  |23 57 32.7293632368 +40 28 19.442311464|111.9692459721461 -21.2496798971192|  -7.066 -2.829  |10.52    |~                |    ~     ~    |    1|  822.098   pc  | -12.5707    +12.5707  |paral   |2020yCat.1350....0G
4510|TYC 3237-1425-1                                                                                          |Star                                  |23 55 02.1035641584 +40 25 50.235793572|111.4602635083865 -21.1813824913679|   7.338 -7.525  |10.84    |~                |    ~     ~    |    1|  908.183   pc  | -10.4749    +10.4749  |paral   |2020yCat.1350....0G
4511|TYC 3237-1436-1                                                                                          |Star                                  |23 53 07.1816366640 +39 30 10.820164032|110.8403307307024 -21.9955471352167|   -5.623 1.572  |10.20    |~                |    ~     ~    |    1|  718.752   pc  |  -7.7491     +7.7491  |paral   |2020yCat.1350....0G
4512|TYC 3237-1458-1                                                                                          |Star                                  |23 50 20.6483849808 +39 39 47.910291300|110.3246599018518 -21.7081289825718| 31.550 -12.099  |10.82    |~                |    ~     ~    |    1|  146.460   pc  |  -0.3260     +0.3260  |paral   |2020yCat.1350....0G
4513|TYC 3237-1506-1                                                                                          |Star                                  |23 50 19.8392398392 +39 50 20.240264364|110.3696170695199 -21.5375066917075|  0.543 -33.870  |10.52    |~                |    ~     ~    |    1|  221.803   pc  |  -1.3480     +1.3480  |paral   |2020yCat.1350....0G
4514|GSC 03237-01729                                                                                          |Double or Multiple Star               |23 59 25.672104 +39 33 31.30020        |112.132068511 -22.219868177        |    -38.3 -26.5  |10.361   |~                |    ~     ~    |    0|                |                       |        |                   
4515|TYC 3237-1823-1                                                                                          |High Proper Motion Star               |23 57 00.5041710648 +39 26 01.227800868|111.6104530637568 -22.2385138444358| 52.858 -28.746  |10.23    |~                |    ~     ~    |    1|  180.252   pc  |  -0.6921     +0.6921  |paral   |2020yCat.1350....0G
4516|TYC 3237-1846-1                                                                                          |Star                                  |23 56 41.4367741560 +39 33 08.435038176|111.5750290914386 -22.1090339948911| -3.975 -12.561  |9.59     |~                |    ~     ~    |    1|  743.716   pc  |  -9.5135     +9.5135  |paral   |2020yCat.1350....0G
4517|TYC 3237-1898-1                                                                                          |High Proper Motion Star               |23 52 30.8771083608 +39 25 59.208531852|110.6998310711161 -22.0349840140406|  98.163 18.839  |10.20    |~                |    ~     ~    |    1|   96.988   pc  |  -0.5042     +0.5042  |paral   |2020yCat.1350....0G
4518|TYC 3240-749-1                                                                                           |High Proper Motion Star               |23 49 42.8370 +41 59 15.458            |110.8263063 -19.4286296            |    102.4 -61.6  |10.60    |~                |    ~     ~    |    0|                |                       |        |                   
4519|TYC 3240-959-1                                                                                           |Star                                  |23 49 46.9229377752 +41 33 50.343533028|110.7263231789340 -19.8418688746243|  1.080 -30.857  |10.76    |~                |    ~     ~    |    1|  179.859   pc  |  -0.4432     +0.4432  |paral   |2020yCat.1350....0G
4520|TYC 3240-1081-1                                                                                          |High Proper Motion Star               |23 49 46.7136575160 +41 18 43.403097132|110.6581907228166 -20.0855227192405|-42.476 -36.470  |10.97    |~                |    ~     ~    |    1|  212.590   pc  |  -0.6553     +0.6553  |paral   |2020yCat.1350....0G
4521|TYC 3241-228-1                                                                                           |Spectroscopic Binary                  |23 50 55.1782984872 +41 23 01.122312804|110.8980103308892 -20.0696521879582| 32.290 -55.417  |10.33    |~                |    ~     ~    |    1|  148.452   pc  |  -0.3151     +0.3151  |paral   |2020yCat.1350....0G
4522|TYC 3241-276-1                                                                                           |Star                                  |23 56 53.0075497440 +41 23 11.729819364|112.0571436980562 -20.3303120825604|  -3.703 -3.724  |10.23    |~                |    ~     ~    |    1|  382.453   pc  |  -2.2672     +2.2672  |paral   |2020yCat.1350....0G
4523|TYC 3241-340-1                                                                                           |Star                                  |23 57 11.2166211072 +41 20 15.397418112|112.1046880397910 -20.3907691598650|   4.678 -2.977  |10.75    |~                |    ~     ~    |    1|  995.322   pc  | -12.1852    +12.1852  |paral   |2020yCat.1350....0G
4524|TYC 3241-482-1                                                                                           |Star                                  |23 58 58.5996778776 +41 15 31.334591916|112.4363008311021 -20.5414282319849| 26.797 -10.205  |10.96    |~                |    ~     ~    |    1|  297.247   pc  |  -1.0426     +1.0426  |paral   |2020yCat.1350....0G
4525|TYC 3241-520-1                                                                                           |Spectroscopic Binary                  |23 52 25.5872384232 +41 25 44.792485968|111.2015523621208 -20.0945962057086|  -8.622 -7.086  |10.81    |~                |    ~     ~    |    1|  547.106   pc  | -18.8874    +18.8874  |paral   |2020yCat.1350....0G
4526|TYC 3241-602-1                                                                                           |Star                                  |23 57 35.1657785640 +41 23 37.575231792|112.1958754172705 -20.3526213252692|  0.554 -10.661  |10.10    |~                |    ~     ~    |    1|  943.485   pc  | -13.2634    +13.2634  |paral   |2020yCat.1350....0G
4527|TYC 3241-648-1                                                                                           |Star                                  |23 54 31.5652819392 +41 27 45.533574108|111.6171140288693 -20.1553318796240|  1.243 -15.087  |9.99     |~                |    ~     ~    |    1|  148.172   pc  |  -0.3096     +0.3096  |paral   |2020yCat.1350....0G
4528|TYC 3241-662-1                                                                                           |Star                                  |23 51 55.5043733832 +41 18 49.112492976|111.0745387612356 -20.1838183059791|  -4.479 -9.207  |10.55    |~                |    ~     ~    |    1|  590.075   pc  |  -8.5654     +8.5654  |paral   |2020yCat.1350....0G
4529|TYC 3241-664-1                                                                                           |Star                                  |23 54 46.5377520024 +41 16 25.673703600|111.6188162766862 -20.3498922794765|  -9.867 -7.594  |10.92    |~                |    ~     ~    |    1|  298.294   pc  |  -1.2546     +1.2546  |paral   |2020yCat.1350....0G
4530|TYC 3241-710-1                                                                                           |High Proper Motion Star               |23 59 23.3084564448 +41 22 22.712943108|112.5431250875415 -20.4464296579726| 53.962 -14.247  |10.11    |~                |    ~     ~    |    1|  231.524   pc  |  -0.8148     +0.8148  |paral   |2020yCat.1350....0G
4531|TYC 3241-1279-1                                                                                          |Star                                  |23 54 39.8750960112 +41 57 21.273932988|111.7657738756445 -19.6815807505851|    3.436 3.367  |10.88    |~                |    ~     ~    |    1|  864.678   pc  | -11.2150    +11.2150  |paral   |2020yCat.1350....0G
4532|TYC 3241-1630-1                                                                                          |Spectroscopic Binary                  |23 59 38.2948387560 +42 09 15.293586420|112.7686198584030 -19.6929731418501|-29.905 -15.669  |10.05    |~                |    ~     ~    |    1|  377.458   pc  |  -4.2457     +4.2457  |paral   |2020yCat.1350....0G
4533|TYC 3241-1682-1                                                                                          |Star                                  |23 52 59.2476992592 +41 45 09.370587528|111.3924729311058 -19.8057291709856|  39.158 21.684  |10.38    |~                |    ~     ~    |    1|  161.447   pc  |  -0.3884     +0.3884  |paral   |2020yCat.1350....0G
4534|TYC 3241-1754-1                                                                                          |Spectroscopic Binary                  |23 59 46.4189915856 +41 43 08.536924884|112.6967336047278 -20.1236395595230|  15.260 -6.943  |9.98     |~                |    ~     ~    |    1|  860.882   pc  | -17.6386    +17.6386  |paral   |2020yCat.1350....0G
4535|TYC 3241-1796-1                                                                                          |Star                                  |23 56 30.3375054240 +41 43 29.269714224|112.0645783521746 -19.9848696134234|  12.093 -3.346  |10.11    |~                |    ~     ~    |    1|  350.717   pc  |  -2.0664     +2.0664  |paral   |2020yCat.1350....0G
4536|GSC 03241-01850                                                                                          |Double or Multiple Star               |23 57 37.8597824064 +41 39 07.352543700|112.2653670431935 -20.1025753476387|   21.160 4.002  |10.101   |~                |    ~     ~    |    1|  652.869   pc  |  -6.2231     +6.2231  |paral   |2020yCat.1350....0G
4537|TYC 3241-1886-1                                                                                          |Star                                  |23 59 50.2464865224 +42 02 11.082737868|112.7805113152434 -19.8159593306074|-37.198 -18.551  |10.03    |~                |    ~     ~    |    1|  275.520   pc  |  -1.5865     +1.5865  |paral   |2020yCat.1350....0G
4538|TYC 3241-1895-1                                                                                          |Star                                  |23 52 16.9645588728 +41 44 07.282887180|111.2524470049681 -19.7909175453105|-29.913 -29.082  |10.99    |~                |    ~     ~    |    1|  226.260   pc  |  -0.7884     +0.7884  |paral   |2020yCat.1350....0G
4539|TYC 3241-2014-1                                                                                          |Star                                  |23 58 42.7741552248 +42 01 09.033044412|112.5597588796392 -19.7882248389306|   0.101 -8.162  |10.56    |~                |    ~     ~    |    1| 1150.748   pc  | -20.6578    +20.6578  |paral   |2020yCat.1350....0G
4540|TYC 3241-2070-1                                                                                          |Star                                  |23 55 17.0277266712 +41 36 06.293886156|111.7982959672391 -20.0528229428411|  32.566 31.274  |9.95     |~                |    ~     ~    |    1|  155.277   pc  |  -0.3810     +0.3810  |paral   |2020yCat.1350....0G
4541|TYC 3241-2123-1                                                                                          |Star                                  |23 50 47.8805431392 +41 44 05.926816860|110.9669571244989 -19.7236021820068|  -9.102 -4.154  |10.84    |~                |    ~     ~    |    1|  517.491   pc  |  -4.7936     +4.7936  |paral   |2020yCat.1350....0G
4542|TYC 3241-2259-1                                                                                          |Star                                  |23 52 38.6809464960 +41 32 43.705406112|111.2736042235362 -19.9914975435582|    1.934 2.223  |10.33    |~                |    ~     ~    |    1| 1209.336   pc  | -24.1311    +24.1311  |paral   |2020yCat.1350....0G
4543|TYC 3241-2311-1                                                                                          |Star                                  |23 50 07.3276602288 +41 51 35.281836216|110.8703287415589 -19.5713957218348|   2.571 -1.571  |10.07    |~                |    ~     ~    |    1|  697.496   pc  |  -6.5191     +6.5191  |paral   |2020yCat.1350....0G
4544|BD+41 4858                                                                                               |Star                                  |23 45 00.5239550040 +42 15 05.111793900|110.0068775339017 -18.9470311445878|  -8.196 -2.877  |9.78     |A0               |    ~     ~    |    1|  684.650   pc  |  -8.6249     +8.6249  |paral   |2020yCat.1350....0G
4545|HD 223000                                                                                                |Star                                  |23 45 39.1531548048 +42 14 05.408920968|110.1235823425605 -18.9949089421838|   5.041 -4.871  |8.91     |A0               |    ~     ~    |    1|  418.953   pc  |  -3.1067     +3.1067  |paral   |2020yCat.1350....0G
4546|HD 223330                                                                                                |Star                                  |23 48 33.5391312000 +42 11 36.613301892|110.6619039891792 -19.1752090853569| -19.918 -8.915  |7.98     |K2               |    ~     ~    |    1|  673.718   pc  |  -8.5786     +8.5786  |paral   |2020yCat.1350....0G
4547|BD+44 4483                                                                                               |Star                                  |23 45 07.3804999200 +44 48 23.986396944|110.7437036984356 -16.4899662155551|  -5.875 -7.796  |9.32     |K2               |    ~     ~    |    1|  596.410   pc  |  -4.5174     +4.5174  |paral   |2020yCat.1350....0G
4548|BD+44 4491                                                                                               |Star                                  |23 47 22.0936610256 +44 56 58.011687312|111.1829388369373 -16.4557040801196| -15.796 -9.343  |9.52     |A5               |    ~     ~    |    1|  379.248   pc  |  -2.7184     +2.7184  |paral   |2020yCat.1350....0G
4549|HD 222959                                                                                                |Star                                  |23 45 16.2288955872 +44 17 52.639848240|110.6294430499418 -16.9874609036979|   5.994 -4.869  |8.79     |G                |    ~     ~    |    1|  148.265   pc  |  -4.0887     +4.0887  |paral   |2020yCat.1350....0G
4550|HD 223015                                                                                                |Star                                  |23 45 46.4610315480 +44 39 56.592421236|110.8213420449103 -16.6564214451494|  -15.583 3.067  |8.91     |F5               |    ~     ~    |    1|  236.922   pc  |  -0.8083     +0.8083  |paral   |2020yCat.1350....0G
4551|V* KT And                                                                                                |Long-Period Variable Candidate        |23 48 08.9342931888 +44 43 36.988455036|111.2634425107936 -16.7061218439990|  -2.612 -5.352  |9.82     |M5               |    ~     ~    |    1| 1147.58    pc  | -44.9075    +44.9075  |paral   |2020yCat.1350....0G
4552|HD 223072                                                                                                |Star                                  |23 46 16.3682580840 +44 13 00.947012952|110.7882520998952 -17.1128485987512| 15.844 -11.203  |8.20     |F8               |    ~     ~    |    1|  188.445   pc  |  -0.9055     +0.9055  |paral   |2020yCat.1350....0G
4553|HD 223129                                                                                                |Star                                  |23 46 48.8863361256 +43 53 58.137727380|110.8001346722727 -17.4446987524850|-25.800 -13.573  |8.70     |K5               |    ~     ~    |    1|  390.198   pc  |  -2.5731     +2.5731  |paral   |2020yCat.1350....0G
4554|BD+42 4753                                                                                               |Star                                  |23 46 07.7961922656 +43 23 55.726247976|110.5373581333330 -17.8956177917658|   1.144 -3.492  |10.12    |A0               |    ~     ~    |    1|  527.565   pc  |  -5.9840     +5.9840  |paral   |2020yCat.1350....0G
4555|BD+42 4754                                                                                               |Variable Star                         |23 46 09.4844762616 +42 56 35.306522304|110.4163831652154 -18.3365753411374|  10.822 -6.418  |10.14    |F5               |    ~     ~    |    1|  434.235   pc  |  -3.2432     +3.2432  |paral   |2020yCat.1350....0G
4556|BD+42 4757                                                                                               |Star                                  |23 46 23.4353086152 +43 40 19.656355332|110.6604873223115 -17.6442545987676|  -8.308 -7.188  |9.30     |K0               |    ~     ~    |    1|  561.167   pc  |  -4.5032     +4.5032  |paral   |2020yCat.1350....0G
4557|HD 223174                                                                                                |Star                                  |23 47 12.2655475512 +43 33 40.441740696|110.7795285060069 -17.7896356011907|  -7.769 -5.349  |9.44     |A0               |    ~     ~    |    1|  693.963   pc  |  -9.9206     +9.9206  |paral   |2020yCat.1350....0G
4558|BD+42 4762                                                                                               |Variable Star                         |23 48 00.0083617368 +43 43 14.339223768|110.9685929296578 -17.6725543395874|   -2.755 4.163  |9.16     |K0               |    ~     ~    |    1|  765.873   pc  | -19.9431    +19.9431  |paral   |2020yCat.1350....0G
4559|BD+42 4764                                                                                               |Star                                  |23 48 10.4042008536 +43 06 51.193053576|110.8377807841530 -18.2669142643648| 13.873 -22.467  |8.87     |K2               |    ~     ~    |    1|  337.655   pc  |  -2.1776     +2.1776  |paral   |2020yCat.1350....0G
4560|HD 223310                                                                                                |Eclipsing Binary                      |23 48 26.3073130488 +43 35 23.558690148|111.0141487540881 -17.8191979847363|   2.265 -2.131  |9.39     |A0               |    ~     ~    |    0|                |                       |        |                   
4561|AG+43 2289                                                                                               |Long-Period Variable Candidate        |23 48 32.5419828168 +43 36 20.692824264|111.0374900092867 -17.8086157940435|  -8.500 -8.050  |9.93     |M8               |    ~     ~    |    1| 1146       pc  | -46.4914    +46.4914  |paral   |2020yCat.1350....0G
4562|BD+41 4860                                                                                               |High Proper Motion Star               |23 45 15.7736568288 +42 23 05.467020792|110.0925573473236 -18.8311007915255|  70.364 20.839  |10.12    |K0               |    ~     ~    |    1|  342.724   pc  |  -1.7736     +1.7736  |paral   |2020yCat.1350....0G
4563|BD+41 4867                                                                                               |Spectroscopic Binary                  |23 47 53.2766987400 +42 28 40.060884396|110.6122114141221 -18.8686266426074|   -1.789 0.126  |9.82     |A2               |    ~     ~    |    1|  378.229   pc  |  -2.3748     +2.3748  |paral   |2020yCat.1350....0G
4564|TYC 3244-1265-1                                                                                          |Star                                  |23 45 01.5362273352 +43 32 32.996616900|110.3744238888296 -17.7039842818438|-15.749 -13.359  |10.83    |~                |    ~     ~    |    1|  268.644   pc  |  -1.4434     +1.4434  |paral   |2020yCat.1350....0G
4565|TYC 3240-14-1                                                                                            |Star                                  |23 45 04.8493160352 +42 40 23.534426496|110.1399848575046 -18.5443018130034|  -1.552 -6.851  |10.46    |~                |    ~     ~    |    1|  498.803   pc  |  -6.5187     +6.5187  |paral   |2020yCat.1350....0G
4566|TYC 3240-48-1                                                                                            |Star                                  |23 47 33.2148741576 +42 36 39.175733232|110.5856322065696 -18.7241552394778|   4.199 -7.319  |10.76    |~                |    ~     ~    |    1|  419.252   pc  |  -2.4432     +2.4432  |paral   |2020yCat.1350....0G
4567|TYC 3240-131-1                                                                                           |Star                                  |23 46 04.2046584576 +42 54 03.169326060|110.3882707537829 -18.3730926967527|   4.103 -0.268  |10.94    |~                |    ~     ~    |    1|  966.184   pc  | -40.5144    +40.5144  |paral   |2020yCat.1350....0G
4568|TYC 3240-166-1                                                                                           |Star                                  |23 48 35.6926983264 +42 36 57.189200904|110.7825320353014 -18.7684689861414|   1.277 -3.918  |10.33    |~                |    ~     ~    |    1|  621.891   pc  |  -9.8621     +9.8621  |paral   |2020yCat.1350....0G
4569|TYC 3240-273-1                                                                                           |Star                                  |23 46 13.5868572768 +43 01 10.821774504|110.4503123198007 -18.2660356400454|-11.243 -35.773  |10.56    |~                |    ~     ~    |    1|  348.809   pc  |  -2.6524     +2.6524  |paral   |2020yCat.1350....0G
4570|GSC 03240-00503                                                                                          |Long-Period Variable Candidate        |23 46 23.9346462792 +42 21 47.921590908|110.3002761980586 -18.9075889864077|   -0.458 2.024  |10.52    |~                |    ~     ~    |    1| 2415.46    pc  |-102.686    +102.686   |paral   |2020yCat.1350....0G
4571|TYC 3240-559-1                                                                                           |Star                                  |23 45 15.5386772976 +42 38 51.003291192|110.1660162845416 -18.5778346441757|  -6.326 -7.797  |10.34    |~                |    ~     ~    |    1|  961.076   pc  | -12.1000    +12.1000  |paral   |2020yCat.1350....0G
4572|TYC 3244-210-1                                                                                           |Star                                  |23 46 35.1403161072 +44 40 20.504504928|110.9685119762122 -16.6876549292150|   -5.098 0.890  |10.77    |~                |    ~     ~    |    1|  799.105   pc  |  -8.5568     +8.5568  |paral   |2020yCat.1350....0G
4573|TYC 3244-228-1                                                                                           |Star                                  |23 46 42.5732134963 +44 52 07.590288931|111.0437645160537 -16.5036429717748|  26.868 -3.251  |10.71    |~                |    ~     ~    |    0|                |                       |        |                   
4574|TYC 3244-229-1                                                                                           |Star                                  |23 46 35.0065616352 +44 26 11.310574668|110.9041495691917 -16.9153532841184|   -1.774 2.086  |10.67    |~                |    ~     ~    |    1|  598.802   pc  |  -4.5896     +4.5896  |paral   |2020yCat.1350....0G
4575|TYC 3244-232-1                                                                                           |Star                                  |23 47 07.1579305392 +44 31 03.565624944|111.0225906125888 -16.8616585515896|  -9.664 -9.019  |10.57    |~                |    ~     ~    |    1|  530.588   pc  |  -3.9976     +3.9976  |paral   |2020yCat.1350....0G
4576|TYC 3244-245-1                                                                                           |Star                                  |23 48 22.1326083624 +44 44 50.337020148|111.3082808922566 -16.6962895765822|  9.959 -31.321  |10.66    |~                |    ~     ~    |    1|  199.374   pc  |  -0.5366     +0.5366  |paral   |2020yCat.1350....0G
4577|TYC 3244-304-1                                                                                           |Star                                  |23 48 38.2135471560 +44 40 01.940701548|111.3353211496980 -16.7858150785280|  -5.592 -7.191  |10.87    |~                |    ~     ~    |    1|  997.307   pc  | -12.0349    +12.0349  |paral   |2020yCat.1350....0G
4578|TYC 3244-329-1                                                                                           |Star                                  |23 48 23.7564463320 +44 02 02.363009208|111.1244923402714 -17.3876512954737|   -1.584 0.134  |10.90    |~                |    ~     ~    |    1| 1126.634   pc  | -20.3089    +20.3089  |paral   |2020yCat.1350....0G
4579|TYC 3244-386-1                                                                                           |Star                                  |23 48 24.1095576864 +44 11 24.939399156|111.1670074424193 -17.2367396018057|   2.832 -5.835  |9.63     |~                |    ~     ~    |    1|  769.941   pc  |  -8.8329     +8.8329  |paral   |2020yCat.1350....0G
4580|TYC 3244-427-1                                                                                           |Star                                  |23 46 37.7451265032 +44 27 00.571713408|110.9160856985571 -16.9042541205830|  -7.012 -2.409  |9.62     |~                |    ~     ~    |    1| 1181.614   pc  | -17.3130    +17.3130  |paral   |2020yCat.1350....0G
4581|TYC 3244-448-1                                                                                           |Star                                  |23 46 14.4227495352 +44 05 41.917484832|110.7490147655770 -17.2290419210318|-24.728 -21.885  |10.62    |~                |    ~     ~    |    1|  675.767   pc  |  -7.9916     +7.9916  |paral   |2020yCat.1350....0G
