C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:22:58

dec< 0&rah >=1.25&rah< 1.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2350

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1814|TYC 8477-120-1                                                                                           |Star                                |01 15 05.6763722880 -57 28 14.993677236|296.6887569813612 -59.3697446952811| -8.933 -19.463   |10.58    |~                 |    ~     ~    |    1|  272.859   pc  |  -0.7817     +0.7817  |paral   |2020yCat.1350....0G
1815|TYC 8477-1000-1                                                                                          |Star                                |01 23 43.0704865008 -56 15 33.564282408|293.8778883059384 -60.2978790387393|   -5.873 5.448   |10.96    |~                 |    ~     ~    |    1|  603.938   pc  | -16.9969    +16.9969  |paral   |2020yCat.1350....0G
1816|HD 8363                                                                                                  |High Proper Motion Star             |01 21 44.5278593400 -54 27 30.399230700|293.5017803212344 -62.1114823301087|   50.329 9.288   |9.39     |K2III             |    ~     ~    |    1|  539.316   pc  |  -3.6649     +3.6649  |paral   |2020yCat.1350....0G
1817|HD 7887                                                                                                  |Star                                |01 17 35.4738610152 -53 08 26.906263080|294.1148518342945 -63.5374337983880|-18.322 -26.471   |9.36     |F7V               |    ~     ~    |    1|  206.487   pc  |  -2.1310     +2.1310  |ST-L    |2020AJ....160...83S
1818|CD-54 274                                                                                                |Star                                |01 15 40.9689647664 -53 36 56.181354660|294.9642119108544 -63.1359765703265|-13.937 -16.663   |10.89    |~                 |    ~     ~    |    1|  243.909   pc  |  -2.9590     +2.9590  |ST-L    |2020AJ....160...83S
1819|HD 7678                                                                                                  |High Proper Motion Star             |01 15 45.0626141160 -53 42 56.431738980|294.9883345359523 -63.0359924672126| 114.823 26.013   |8.25     |G3V               |    ~     ~    |    1|   49.031   pc  |  -0.0394     +0.0394  |paral   |2020yCat.1350....0G
1820|CD-54 281                                                                                                |Star                                |01 17 56.7244764456 -53 43 55.516149696|294.2983866480259 -62.9495832652095| 14.304 -13.959   |10.26    |~                 |    ~     ~    |    1|  229.697   pc  |  -2.5680     +2.5680  |ST-L    |2020AJ....160...83S
1821|HD 8094                                                                                                  |High Proper Motion Star             |01 19 20.4284507784 -53 38 10.919821884|293.8073877235519 -62.9947853912549|  64.941 32.595   |7.31     |K4III             |    ~     ~    |    1|  271.880   pc  |  -1.2714     +1.2714  |paral   |2020yCat.1350....0G
1822|HD 7620                                                                                                  |Star                                |01 15 10.1390927568 -54 05 47.663777004|295.3427336636245 -62.6806136440457| -14.017 -0.938   |9.30     |K0III             |    ~     ~    |    1|  538.764   pc  |  -3.4251     +3.4251  |paral   |2020yCat.1350....0G
1823|CD-54 276                                                                                                |Star                                |01 16 08.0594518776 -53 44 48.472836252|294.8805358601341 -62.9936944841570|  -3.134 -0.019   |10.58    |~                 |    ~     ~    |    1|  872.372   pc  |  -9.5129     +9.5129  |paral   |2020yCat.1350....0G
1824|CD-54 277                                                                                                |Star                                |01 16 24.0925093584 -54 08 59.240257404|294.9819938007430 -62.5914562015611|    6.624 2.843   |10.849   |~                 |    ~     ~    |    1|  389.530   pc  |  -7.9500     +7.9500  |ST-L    |2020AJ....160...83S
1825|CD-54 279                                                                                                |Star                                |01 17 00.0677442744 -54 00 49.636684260|294.7319187402148 -62.7055942936926|  25.694 10.223   |10.47    |~                 |    ~     ~    |    1|  377.549   pc  |  -7.5350     +7.5350  |ST-L    |2020AJ....160...83S
1826|HD 7935                                                                                                  |Star                                |01 17 57.2835939168 -54 13 27.372374040|294.5359965871230 -62.4696069367042|   2.049 -2.032   |10.15    |F5V               |    ~     ~    |    1|  299.189   pc  |  -5.2730     +5.2730  |ST-L    |2020AJ....160...83S
1827|HD 8077                                                                                                  |High Proper Motion Star             |01 19 05.6059876824 -53 51 01.911373308|293.9963062048304 -62.7953071809690| 50.450 -15.783   |8.86     |F6V               |    ~     ~    |    1|   86.988   pc  |  -0.0893     +0.0893  |paral   |2020yCat.1350....0G
1828|CPD-54 306                                                                                               |Star                                |01 19 22.1768325576 -53 45 55.651474404|293.8655995123634 -62.8683667022582|  11.025 -1.524   |10.420   |~                 |    ~     ~    |    1|  424.673   pc  |  -9.6090     +9.6090  |ST-L    |2020AJ....160...83S
1829|CD-55 298                                                                                                |Star                                |01 15 03.1159403544 -54 35 58.619539968|295.5944574498828 -62.1909442843651|  30.202 34.568   |10.78    |~                 |    ~     ~    |    1|  111.224   pc  |  -0.5919     +0.5919  |ST-L    |2020AJ....160...83S
1830|CD-55 300                                                                                                |Star                                |01 15 30.2034920448 -54 23 27.276696204|295.3671357452274 -62.3824627018163| 14.959 -40.651   |10.980   |~                 |    ~     ~    |    1|  256.019   pc  |  -3.2150     +3.2150  |ST-L    |2020AJ....160...83S
1831|CD-55 302                                                                                                |Star                                |01 15 49.6328406456 -54 32 43.526334048|295.3351636289056 -62.2216300314194|   10.824 2.668   |10.458   |~                 |    ~     ~    |    1|  286.458   pc  |  -3.9880     +3.9880  |ST-L    |2020AJ....160...83S
1832|CPD-55 276                                                                                               |Spectroscopic Binary                |01 18 43.0059564144 -54 22 46.470313344|294.3776456963931 -62.2932876942130|  10.531 13.986   |10.91    |~                 |    ~     ~    |    1|  409.495   pc  | -11.0300    +11.0300  |ST-L    |2020AJ....160...83S
1833|CD-55 313                                                                                                |High Proper Motion Star             |01 18 59.1980322024 -54 26 11.431345236|294.3234182922794 -62.2288963961751|130.585 -11.446   |10.67    |~                 |    ~     ~    |    1|  145.022   pc  |  -0.2482     +0.2482  |paral   |2020yCat.1350....0G
1834|CD-54 283                                                                                                |Star                                |01 18 23.3024832936 -53 46 55.788217428|294.1833681072646 -62.8859274931630|   7.879 -0.636   |10.48    |~                 |    ~     ~    |    1|  948.947   pc  | -12.4269    +12.4269  |paral   |2020yCat.1350....0G
