C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:31:21

dec >=0&rah >=15.75&rah< 16.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2872

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
1292|HD 141041                                                                                                |Star                              |15 46 39.2659557864 +08 22 11.425197360|016.9578493897219 +44.5753292955861|   -4.714 4.458   |8.51     |K0             |    ~     ~    |    1|  367.363   pc  |  -3.3874     +3.3874  |paral   |2020yCat.1350....0G
1293|BD+08 3082                                                                                               |Star                              |15 46 54.7982423040 +07 52 55.788613212|016.4137663155569 +44.2737516038460|  -28.689 0.835   |10.01    |F8             |    ~     ~    |    1|  153.057   pc  |  -0.3116     +0.3116  |paral   |2020yCat.1350....0G
1294|HD 140749                                                                                                |Spectroscopic Binary              |15 45 07.2228563232 +07 30 10.700718804|015.6401277135182 +44.4614628915672| -86.810 45.821   |8.42     |F8             |    ~     ~    |    1|   94.193   pc  |  -2.3938     +2.3938  |paral   |2020yCat.1350....0G
1295|BD+07 3020                                                                                               |Spectroscopic Binary              |15 45 11.6660461344 +07 30 51.554033712|015.6669991934569 +44.4515743888527|  -13.025 7.280   |9.05     |F5             |    ~     ~    |    1|  287.158   pc  |  -5.5578     +5.5578  |paral   |2020yCat.1350....0G
1296|HD 140794                                                                                                |Star                              |15 45 25.1695152288 +07 10 28.568097300|015.3007020262099 +44.2282127045799|   -2.353 2.388   |9.67     |A2             |    ~     ~    |    1|  326.851   pc  |  -1.7520     +1.7520  |paral   |2020yCat.1350....0G
1297|BD+07 3027                                                                                               |Star                              |15 47 12.4234432392 +07 14 04.287171768|015.6911408050059 +43.8797522340084| -16.005 15.843   |10.36    |F2             |    ~     ~    |    1|  337.064   pc  |  -8.6118     +8.6118  |paral   |2020yCat.1350....0G
1298|BD+07 3028                                                                                               |Star                              |15 47 24.7390105104 +07 24 14.006503008|015.9290481091872 +43.9232340117058| -7.631 -12.179   |9.46     |M0             |    ~     ~    |    1| 1216.693   pc  | -26.0540    +26.0540  |paral   |2020yCat.1350....0G
1299|HD 142638                                                                                                |Star                              |15 55 22.8516127656 +09 37 16.547558160|019.9370767747112 +43.3071669609785| -24.673 41.495   |9.20     |G0             |    ~     ~    |    1|  168.330   pc  |  -0.4732     +0.4732  |paral   |2020yCat.1350....0G
1300|HD 141734                                                                                                |High Proper Motion Star           |15 50 17.4535773048 +09 20 38.899826808|018.7651565719888 +44.2748883627127|-95.315 -40.733   |9.92     |F5             |    ~     ~    |    1|  251.357   pc  |  -0.9288     +0.9288  |paral   |2020yCat.1350....0G
1301|HD 142358                                                                                                |Star                              |15 53 53.7454159776 +09 26 03.015836484|019.4699199356501 +43.5394447033071|  -20.417 1.173   |9.36     |F0             |    ~     ~    |    1|  193.930   pc  |  -1.0230     +1.0230  |paral   |2020yCat.1350....0G
1302|BD+09 3100                                                                                               |Star                              |15 47 48.7940394792 +08 54 54.607912128|017.8221401022956 +44.5983925229080| -16.925 20.727   |10.77    |G0             |    ~     ~    |    1|  423.191   pc  |  -3.1520     +3.1520  |paral   |2020yCat.1350....0G
1303|BD+09 3102                                                                                               |Star                              |15 49 59.0797220424 +09 06 40.840966980|018.4298970160495 +44.2276084481126|   15.526 7.089   |9.75     |K0             |    ~     ~    |    1|  169.693   pc  |  -0.6277     +0.6277  |paral   |2020yCat.1350....0G
1304|HD 141957                                                                                                |High Proper Motion Star           |15 51 29.8697551440 +09 13 57.382302792|018.8304670295488 +43.9603843412477|-0.297 -141.660   |9.22     |G0             |    ~     ~    |    1|   83.231   pc  |  -0.1205     +0.1205  |paral   |2020yCat.1350....0G
1305|HD 142094                                                                                                |Star                              |15 52 17.9918178864 +08 41 35.367624924|018.3125109668476 +43.5242547523854|  7.378 -15.507   |9.01     |F8             |    ~     ~    |    1|  270.827   pc  |  -1.3496     +1.3496  |paral   |2020yCat.1350....0G
1306|BD+09 3109                                                                                               |Star                              |15 52 24.3931323072 +09 19 04.227458340|019.0845019524467 +43.8054307130381|  10.946 -5.895   |9.65     |K0             |    ~     ~    |    1|  568.117   pc  |  -4.4218     +4.4218  |paral   |2020yCat.1350....0G
1307|BD+09 3111                                                                                               |Eclipsing Binary                  |15 53 23.6549538523 +08 47 22.236818757|018.6105448103327 +43.3356671747114|  1.182 -10.253   |9.993    |F0             |    ~     ~    |    0|                |                       |        |                   
1308|BD+09 3114                                                                                               |High Proper Motion Star           |15 53 59.1016621848 +08 44 00.775577508|018.6414048298349 +43.1809604885837| -40.953 66.711   |10.16    |F8             |    ~     ~    |    1|  109.031   pc  |  -0.1914     +0.1914  |paral   |2020yCat.1350....0G
1309|HD 142477                                                                                                |Star                              |15 54 27.9284590704 +09 18 50.000557896|019.4175452110983 +43.3584200632407|  -0.658 11.332   |8.27     |K2             |    ~     ~    |    1|  287.026   pc  |  -1.9031     +1.9031  |paral   |2020yCat.1350....0G
1310|* 40 Ser                                                                                                 |delta Sct Variable                |15 54 40.2746137440 +08 34 49.215329328|018.5720086916485 +42.9580982005898|   0.982 -0.500   |6.266    |A7Vn           |    ~     ~    |    1|   80.024   pc  |  -0.1896     +0.1896  |paral   |2020yCat.1350....0G
1311|HD 142535                                                                                                |High Proper Motion Star           |15 54 44.3391125712 +09 15 00.492241644|019.3853266192168 +43.2685942470673| -70.885 15.027   |7.96     |F8             |    ~     ~    |    1|   58.150   pc  |  -0.0707     +0.0707  |paral   |2020yCat.1350....0G
1312|HD 142536                                                                                                |Star                              |15 54 49.6750373136 +08 35 04.840074312|018.6030762485520 +42.9264500433821|    7.307 5.405   |8.08     |K5             |    ~     ~    |    1|  716.846   pc  | -11.1509    +11.1509  |paral   |2020yCat.1350....0G
1313|BD+09 3119                                                                                               |High Proper Motion Star           |15 55 01.4548905888 +08 40 06.756331548|018.7353889043706 +42.9251026004396| -79.133 33.852   |9.86     |F8             |    ~     ~    |    1|  181.679   pc  |  -0.5743     +0.5743  |paral   |2020yCat.1350....0G
1314|HD 142639                                                                                                |Star                              |15 55 21.5920738920 +09 13 24.348247932|019.4542930067946 +43.1214276174138| -2.739 -17.223   |6.88     |K0             |    ~     ~    |    1|  184.853   pc  |  -1.0046     +1.0046  |paral   |2020yCat.1350....0G
1315|HD 141491                                                                                                |Star                              |15 49 07.7977562376 +08 19 51.496367628|017.3392449886184 +44.0258352584329|   -5.914 7.665   |8.85     |K0             |    ~     ~    |    1|  425.677   pc  |  -3.5697     +3.5697  |paral   |2020yCat.1350....0G
1316|HD 141568                                                                                                |Star                              |15 49 32.6177395200 +07 54 49.790325240|016.9099308362958 +43.7279736665120|   1.984 -0.079   |9.35     |K2             |    ~     ~    |    1|  509.165   pc  | -27.5063    +27.5063  |paral   |2020yCat.1350....0G
1317|HD 141895                                                                                                |Long-Period Variable              |15 51 11.9479008336 +07 52 17.804192088|017.1442503980672 +43.3524809681569|  10.892 -2.473   |8.65     |K5             |    ~     ~    |    1| 1050.089   pc  | -23.7078    +23.7078  |paral   |2020yCat.1350....0G
1318|BD+08 3098                                                                                               |Star                              |15 51 35.5670697360 +08 07 06.468431916|017.5053321190353 +43.3917368768139| -33.468 23.419   |9.91     |F8             |    ~     ~    |    1|   94.985   pc  |  -0.1263     +0.1263  |paral   |2020yCat.1350....0G
1319|BD+08 3100                                                                                               |Star                              |15 52 19.8069501120 +08 33 01.061204436|018.1461379829547 +43.4474784435840|    8.000 1.692   |9.94     |F5             |    ~     ~    |    1|  324.307   pc  |  -2.2402     +2.2402  |paral   |2020yCat.1350....0G
1320|HD 142228                                                                                                |Star                              |15 53 07.9460565216 +08 21 34.297259040|018.0526381456888 +43.1807827856168|   -7.889 5.700   |9.08     |K0             |    ~     ~    |    1|  534.817   pc  | -44.7921    +44.7921  |paral   |2020yCat.1350....0G
1321|HD 142614                                                                                                |Star                              |15 55 15.3831500928 +08 13 27.843694248|018.2464203902241 +42.6571370336487|  -33.455 0.563   |9.16     |K0             |    ~     ~    |    1| 1743.071   pc  | -46.7898    +46.7898  |paral   |2020yCat.1350....0G
1322|HD 142781                                                                                                |Star                              |15 56 05.9931128376 +07 56 11.355418428|018.0470695323156 +42.3332877896278|    8.071 4.592   |7.66     |K2             |    ~     ~    |    1|  564.175   pc  |  -6.2704     +6.2704  |paral   |2020yCat.1350....0G
1323|HD 142799                                                                                                |Star                              |15 56 12.9576603144 +08 19 08.796637272|018.5170521901465 +42.4970947735278|  -11.178 6.659   |9.55     |F5             |    ~     ~    |    1|  353.095   pc  |  -2.3688     +2.3688  |paral   |2020yCat.1350....0G
1324|BD+08 3106                                                                                               |High Proper Motion Star           |15 55 44.5921732680 +08 09 57.091995504|018.2579811100026 +42.5234743798163|  -5.589 62.948   |9.98     |~              |    ~     ~    |    1|  151.488   pc  |  -0.3419     +0.3419  |paral   |2020yCat.1350....0G
1325|BD+08 3091                                                                                               |Star                              |15 50 11.6328205176 +07 49 00.389653716|016.9063343736615 +43.5399714524466|   20.067 3.818   |10.02    |F8             |    ~     ~    |    1|  252.519   pc  |  -3.0863     +3.0863  |paral   |2020yCat.1350....0G
1326|BD+08 3093                                                                                               |Star                              |15 50 17.3430176304 +07 41 26.232020952|016.7726667654792 +43.4558932609171|   -8.262 1.888   |9.78     |K0             |    ~     ~    |    1|  648.466   pc  |  -7.2748     +7.2748  |paral   |2020yCat.1350....0G
1327|HD 142009                                                                                                |Star                              |15 51 50.0398653840 +07 50 51.560580480|017.2242683647077 +43.2044941716161|   -6.991 9.835   |8.95     |K0             |    ~     ~    |    1|  468.779   pc  |  -3.1645     +3.1645  |paral   |2020yCat.1350....0G
1328|TYC 943-970-1                                                                                            |Star                              |15 51 52.9045766400 +07 50 16.330685496|017.2208024347084 +43.1893546346040|  12.934 -0.210   |10.10    |F8             |    ~     ~    |    1|  296.428   pc  |  -1.7047     +1.7047  |paral   |2020yCat.1350....0G
1329|BD+08 3104                                                                                               |Star                              |15 54 40.7148014520 +07 41 35.797977528|017.5238254145587 +42.5173964106947|   14.864 3.133   |9.71     |K0             |    ~     ~    |    1|  187.829   pc  |  -0.5539     +0.5539  |paral   |2020yCat.1350....0G
1330|BD+07 3030                                                                                               |Star                              |15 47 28.3238816856 +07 10 11.872825176|015.6614704181319 +43.7901409331155|   -5.800 7.791   |9.86     |F8             |    ~     ~    |    1|  264.501   pc  |  -6.0516     +6.0516  |paral   |2020yCat.1350....0G
1331|TYC 364-562-1                                                                                            |Star                              |15 48 29.8798806600 +07 10 06.197704896|015.8409460853190 +43.5712471595699|   -3.893 1.174   |10.44    |M2             |    ~     ~    |    1| 1965.795   pc  | -80.3785    +80.3785  |paral   |2020yCat.1350....0G
1332|BD+07 3035                                                                                               |Double or Multiple Star           |15 49 14.946576 +07 20 01.50432        |016.168573057 +43.496224928        |     -5.8 -11.2   |9.97     |F8             |    ~     ~    |    0|                |                       |        |                   
1333|HD 141551                                                                                                |Star                              |15 49 29.0157999840 +07 29 09.945957768|016.3901132204409 +43.5240214951461| -17.909 -3.619   |8.38     |K0             |    ~     ~    |    1|  314.604   pc  |  -2.3259     +2.3259  |paral   |2020yCat.1350....0G
1334|BD+07 3038                                                                                               |Star                              |15 49 39.3321069432 +07 25 29.132903316|016.3473221531364 +43.4560875492561|-16.067 -22.255   |9.41     |K0             |    ~     ~    |    1|  473.530   pc  |  -4.3052     +4.3052  |paral   |2020yCat.1350....0G
1335|BD+07 3041                                                                                               |Star                              |15 50 36.9348424680 +07 10 36.681701232|016.2216298853135 +43.1247859263595|    1.872 1.045   |10.57    |F8             |    ~     ~    |    1|  222.035   pc  |  -0.9318     +0.9318  |paral   |2020yCat.1350....0G
1336|HD 142010                                                                                                |High Proper Motion Star           |15 51 54.3903897984 +07 14 14.141495148|016.5161734533281 +42.8803163173646|-35.435 -84.487   |9.57     |G0             |    ~     ~    |    1|   97.981   pc  |  -0.1574     +0.1574  |paral   |2020yCat.1350....0G
1337|TYC 943-1021-1                                                                                           |Star                              |15 54 27.8216752344 +07 41 39.129743616|017.4887469633941 +42.5639486785092|  3.031 -13.074   |10.22    |K5             |    ~     ~    |    1| 1222.942   pc  | -26.7710    +26.7710  |paral   |2020yCat.1350....0G
1338|BD+07 3053                                                                                               |Star                              |15 54 53.3657704368 +07 16 12.675218700|017.0642426523965 +42.2594910672066| -12.878 -7.228   |10.63    |A2             |    ~     ~    |    1|  491.618   pc  |  -9.5709     +9.5709  |paral   |2020yCat.1350....0G
1339|HD 142659                                                                                                |Star                              |15 55 32.8520849664 +07 30 34.541237952|017.4546560801354 +42.2390167415832|   19.124 7.393   |9.45     |F5             |    ~     ~    |    1|  190.592   pc  |  -0.6284     +0.6284  |paral   |2020yCat.1350....0G
1340|NGC 5997                           NGC 5997                                                              |Galaxy towards a Group of Galaxies|15 47 27.6727904208 +08 19 16.313040336|017.0392405116083 +44.3783083044239|            ~ ~   |     ~   |~              |0.463 0.324    |    0|                |                       |        |                   
1341|TYC 364-7-1                                                                                              |Star                              |15 50 11.6321011536 +07 29 26.413793916|016.5189664657004 +43.3748065808277|  -34.007 8.733   |10.45    |~              |    ~     ~    |    1|  796.305   pc  | -12.1113    +12.1113  |paral   |2020yCat.1350....0G
1342|TYC 364-158-1                                                                                            |Star                              |15 49 27.4524163632 +07 13 22.438840980|016.0739016796645 +43.3950551087113|  -36.645 2.193   |10.39    |~              |    ~     ~    |    1|  100.143   pc  |  -0.1524     +0.1524  |paral   |2020yCat.1350....0G
1343|TYC 364-223-1                                                                                            |Star                              |15 45 49.8361042728 +07 18 39.438038232|015.5371316151788 +44.2115715772306|   -8.317 7.319   |10.18    |~              |    ~     ~    |    1|  574.812   pc  |  -8.1941     +8.1941  |paral   |2020yCat.1350....0G
1344|TYC 364-256-1                                                                                            |Star                              |15 49 30.2685561792 +07 13 36.173035452|016.0866216666718 +43.3870163560410|  -35.990 2.654   |10.06    |~              |    ~     ~    |    1|  100.328   pc  |  -0.1409     +0.1409  |paral   |2020yCat.1350....0G
1345|TYC 364-635-1                                                                                            |Star                              |15 45 11.8460447472 +07 04 43.267654128|015.1463938909469 +44.2254419047216|    -26.9 -12.4   |10.90    |~              |    ~     ~    |    0|                |                       |        |                   
1346|TYC 930-443-1                                                                                            |Star                              |15 49 00.2978428608 +09 03 13.223583684|018.1941903740889 +44.4103108377258|-28.548 -17.353   |9.64     |~              |    ~     ~    |    1| 1150.483   pc  | -19.4571    +19.4571  |paral   |2020yCat.1350....0G
1347|TYC 930-461-1                                                                                            |Star                              |15 45 58.4244652128 +08 27 07.201310580|016.9389453706033 +44.7621681096772|   -9.307 6.171   |10.87    |~              |    ~     ~    |    1|  213.853   pc  |  -0.7134     +0.7134  |paral   |2020yCat.1350....0G
1348|TYC 930-697-1                                                                                            |Star                              |15 48 52.2903551184 +07 53 08.729751948|016.7599865486737 +43.8574874700410|   -5.521 7.016   |10.62    |~              |    ~     ~    |    1|  423.496   pc  |  -3.4973     +3.4973  |paral   |2020yCat.1350....0G
1349|TYC 930-719-1                                                                                            |Star                              |15 45 53.4249041232 +08 21 07.663841352|016.8027946259563 +44.7297904259633|  -34.118 6.234   |10.65    |~              |    ~     ~    |    1|  219.125   pc  |  -0.7298     +0.7298  |paral   |2020yCat.1350....0G
1350|TYC 930-860-1                                                                                            |Star                              |15 45 33.2987435376 +07 30 01.352304288|015.7146553415434 +44.3677808149962| -14.513 -0.570   |10.2     |~              |    ~     ~    |    1|  758.208   pc  |  -8.5657     +8.5657  |paral   |2020yCat.1350....0G
1351|TYC 930-997-1                                                                                            |High Proper Motion Star           |15 46 26.3585180136 +07 33 24.976202148|015.9397134218498 +44.2087744451578| -47.581 34.801   |10.4     |~              |    ~     ~    |    1|  121.965   pc  |  -0.2380     +0.2380  |paral   |2020yCat.1350....0G
1352|TYC 930-1008-1                                                                                           |High Proper Motion Star           |15 49 31.3683020496 +08 25 42.963835512|017.5242602743017 +43.9902791925981| -65.520 -0.937   |9.83     |~              |    ~     ~    |    1|   94.080   pc  |  -0.1398     +0.1398  |paral   |2020yCat.1350....0G
1353|TYC 930-1117-1                                                                                           |Star                              |15 48 54.8803229040 +08 05 43.691660232|017.0188649295344 +43.9539477002438|  -9.813 -9.838   |9.74     |~              |    ~     ~    |    1|  586.270   pc  |  -4.7432     +4.7432  |paral   |2020yCat.1350....0G
1354|TYC 943-22-1                                                                                             |Star                              |15 53 44.4563175336 +08 58 00.909699636|018.8809388521888 +43.3473094539257|   8.283 -4.680   |10.33    |~              |    ~     ~    |    1|  862.366   pc  | -15.4685    +15.4685  |paral   |2020yCat.1350....0G
1355|TYC 943-96-1                                                                                             |Star                              |15 55 13.2091608960 +09 12 49.336777476|019.4198852590634 +43.1469779974082|   -4.317 7.935   |10.9     |~              |    ~     ~    |    1|  406.752   pc  | -25.2638    +25.2638  |paral   |2020yCat.1350....0G
1356|TYC 943-198-1                                                                                            |Star                              |15 54 54.7638043032 +09 01 00.663341556|019.1334425869506 +43.1184619699898|   -5.495 5.205   |9.73     |~              |    ~     ~    |    1|  373.204   pc  |  -2.0056     +2.0056  |paral   |2020yCat.1350....0G
1357|TYC 943-382-1                                                                                            |High Proper Motion Star           |15 51 33.2512735008 +08 36 48.673114992|018.0916344845092 +43.6455388668745| -99.240 16.890   |10.51    |~              |    ~     ~    |    1|  129.132   pc  |  -0.4269     +0.4269  |paral   |2020yCat.1350....0G
1358|TYC 943-441-1                                                                                            |Star                              |15 52 42.9025253904 +08 34 26.193365652|018.2389669116493 +43.3762946188783| -4.731 -11.420   |10.47    |~              |    ~     ~    |    1|  308.356   pc  | -25.4064    +25.4064  |paral   |2020yCat.1350....0G
1359|TYC 943-454-1                                                                                            |Star                              |15 54 24.6594413856 +08 33 10.410821856|018.4962200088410 +43.0007385633228| -3.454 -39.806   |10.69    |~              |    ~     ~    |    1|  479.846   pc  |  -3.4998     +3.4998  |paral   |2020yCat.1350....0G
1360|TYC 943-556-1                                                                                            |High Proper Motion Star           |15 55 48.0733016496 +08 34 02.883196272|018.7429846441212 +42.7081496730362| -50.902 18.143   |10.55    |~              |    ~     ~    |    1|  347.536   pc  |  -1.8480     +1.8480  |paral   |2020yCat.1350....0G
1361|TYC 943-720-1                                                                                            |Star                              |15 54 47.3089025928 +08 16 12.260930196|018.2227658604067 +42.7803672847081|   -1.047 0.616   |10.61    |~              |    ~     ~    |    1| 1623.640   pc  | -62.7417    +62.7417  |paral   |2020yCat.1350....0G
1362|TYC 943-789-1                                                                                            |Star                              |15 50 21.0699430152 +08 01 04.018555488|017.1731549534218 +43.6074472348355|   -0.761 6.104   |9.93     |~              |    ~     ~    |    1| 1004.823   pc  | -15.7508    +15.7508  |paral   |2020yCat.1350....0G
1363|TYC 943-794-1                                                                                            |Star                              |15 51 29.1225561216 +08 03 24.760559880|017.4136431632236 +43.3840108289020|   0.149 24.093   |10.64    |~              |    ~     ~    |    1|  200.381   pc  |  -0.9998     +0.9998  |paral   |2020yCat.1350....0G
1364|TYC 943-829-1                                                                                            |Star                              |15 50 35.3539774368 +07 52 12.477081432|017.0379136816856 +43.4822840035037|  -5.137 -5.219   |10.79    |~              |    ~     ~    |    1|  547.076   pc  |  -4.5193     +4.5193  |paral   |2020yCat.1350....0G
1365|TYC 943-936-1                                                                                            |Star                              |15 49 50.0816014992 +08 03 32.827054968|017.1338784795293 +43.7387753898895|  -9.878 18.238   |10.91    |~              |    ~     ~    |    1|  297.779   pc  |  -1.2237     +1.2237  |paral   |2020yCat.1350....0G
1366|TYC 943-1064-1                                                                                           |Star                              |15 50 04.5341465328 +08 13 05.470294404|017.3658191835927 +43.7668333960259| -0.748 -23.313   |9.65     |~              |    ~     ~    |    1|  272.487   pc  |  -1.2177     +1.2177  |paral   |2020yCat.1350....0G
1367|TYC 943-1099-1                                                                                           |Spectroscopic Binary              |15 50 12.9879016512 +08 04 26.221075680|017.2171907467028 +43.6644634700022| -61.827 20.147   |10.11    |~              |    ~     ~    |    1|  107.422   pc  |  -0.2250     +0.2250  |paral   |2020yCat.1350....0G
1368|TYC 943-1154-1                                                                                           |Star                              |15 55 34.0050515400 +08 56 46.282411752|019.1557826925896 +42.9429378109110|   3.576 -3.243   |10.51    |~              |    ~     ~    |    1|  333.979   pc  |  -3.7701     +3.7701  |paral   |2020yCat.1350....0G
1369|GSC 00947-00142                                                                                          |Long-Period Variable Candidate    |15 52 06.7346484504 +09 27 29.061253512|019.2063681653270 +43.9366412519142| -11.191 -2.293   |10.47    |~              |    ~     ~    |    1| 3297.07    pc  |-168.495    +168.495   |paral   |2020yCat.1350....0G
1370|TYC 947-446-1                                                                                            |Star                              |15 54 23.2758724104 +09 23 14.566409376|019.4936022196059 +43.4104910591563|   3.687 27.213   |10.40    |~              |    ~     ~    |    1|  282.374   pc  |  -1.5150     +1.5150  |paral   |2020yCat.1350....0G
1371|TYC 947-508-1                                                                                            |Star                              |15 54 15.5249992272 +09 37 28.885822212|019.7598091943736 +43.5519847030997| -11.217 -2.224   |10.03    |~              |    ~     ~    |    1|  339.478   pc  |  -4.4024     +4.4024  |paral   |2020yCat.1350....0G
1372|TYC 947-738-1                                                                                            |Star                              |15 52 37.4420743776 +09 29 45.871405548|019.3368160351655 +43.8442657998291|    0.176 6.671   |10.06    |~              |    ~     ~    |    1|  677.553   pc  |  -7.8961     +7.8961  |paral   |2020yCat.1350....0G
1373|TYC 947-758-1                                                                                            |Star                              |15 51 05.3050316760 +09 32 12.209218872|019.1331405753299 +44.1957702400407|    1.104 0.248   |10.83    |~              |    ~     ~    |    1|  321.854   pc  |  -1.6782     +1.6782  |paral   |2020yCat.1350....0G
1374|TYC 947-1079-1                                                                                           |Star                              |15 56 14.1298417008 +09 38 38.586462900|020.1019481610607 +43.1326499099902|    7.490 7.045   |9.78     |~              |    ~     ~    |    1|  741.455   pc  | -10.2804    +10.2804  |paral   |2020yCat.1350....0G
1375|* lam Ser                                                                                                |High Proper Motion Star           |15 46 26.6142121632 +07 21 11.047378824|015.6967087315352 +44.1030940450932|-223.952 -69.763  |4.42     |G0-V           |    ~     ~    |    1|   11.916   pc  |  -0.0213     +0.0213  |paral   |2020yCat.1350....0G
1376|HD 142962                                                                                                |Star                              |15 57 19.7264450664 +08 57 37.653275376|019.4590486207851 +42.5688173906527| 20.300 -32.403   |9.21     |F8             |    ~     ~    |    1|  140.420   pc  |  -0.5915     +0.5915  |paral   |2020yCat.1350....0G
1377|HD 143176                                                                                                |Star                              |15 58 32.2906350288 +08 54 21.415678164|019.5892253005043 +42.2808077557476|-29.144 -12.760   |8.60     |K2             |    ~     ~    |    1|  566.348   pc  |  -7.5376     +7.5376  |paral   |2020yCat.1350....0G
1378|BD+08 3110                                                                                               |High Proper Motion Star           |15 56 25.9068432504 +08 08 03.818476140|018.3347854347803 +42.3597194468532|-24.633 -57.666   |10.53    |K0             |    ~     ~    |    1|  227.123   pc  |  -0.7428     +0.7428  |paral   |2020yCat.1350....0G
1379|BD+08 3114                                                                                               |Star                              |15 57 47.1754632576 +07 51 57.950966232|018.2434791238228 +41.9356415655461| -19.932 -7.319   |10.52    |K0             |    ~     ~    |    1|  627.353   pc  |  -6.3365     +6.3365  |paral   |2020yCat.1350....0G
1380|BD+08 3111                                                                                               |Star                              |15 56 59.8266237168 +07 47 20.237895636|018.0229728068392 +42.0671695139476|   8.378 -5.416   |9.89     |M2             |    ~     ~    |    1|  939.850   pc  | -21.7296    +21.7296  |paral   |2020yCat.1350....0G
1381|BD+07 3058                                                                                               |High Proper Motion Star           |15 57 14.2837421208 +07 19 59.566252332|017.5321924933664 +41.7879852175467| -7.487 -74.439   |10.48    |G0             |    ~     ~    |    1|  210.080   pc  |  -0.7988     +0.7988  |paral   |2020yCat.1350....0G
1382|IRAS 15547+0830                                                                                          |Long-Period Variable Candidate    |15 57 12.9796357104 +08 21 27.793016784|018.7268927099225 +42.3003504567443|  -1.892 -0.989   |10.54    |~              |    ~     ~    |    1| 1948.18    pc  |-132.459    +132.459   |paral   |2020yCat.1350....0G
1383|HD 143258                                                                                                |Star                              |15 59 05.2474369368 +09 30 47.866531428|020.3991222417989 +42.4516056259795|    2.529 3.433   |9.71     |F8             |    ~     ~    |    1|  186.456   pc  |  -0.5806     +0.5806  |paral   |2020yCat.1350....0G
1384|HD 143316                                                                                                |Star                              |15 59 20.3376474552 +08 54 51.110108388|019.7273620538185 +42.1113621666091|   10.535 1.858   |9.00     |G5             |    ~     ~    |    1|  449.600   pc  |  -4.5482     +4.5482  |paral   |2020yCat.1350....0G
1385|BD+09 3127                                                                                               |High Proper Motion Star           |15 59 26.6257502688 +08 53 54.726609300|019.7256098034324 +42.0811360397233| -39.040 30.692   |10.52    |F8             |    ~     ~    |    1|  167.188   pc  |  -0.4584     +0.4584  |paral   |2020yCat.1350....0G
1386|BD+08 3116                                                                                               |Star                              |15 58 55.2743220936 +08 14 54.370058100|018.8764482202476 +41.8790344359464| -22.819 14.292   |10.96    |F8             |    ~     ~    |    1|  297.133   pc  |  -8.0077     +8.0077  |paral   |2020yCat.1350....0G
1387|HD 143224                                                                                                |High Proper Motion Star           |15 58 54.6030635976 +08 33 55.831998780|019.2470456643455 +42.0358537520578| -94.841 50.932   |8.95     |K1V            |    ~     ~    |    1|   48.452   pc  |  -0.0383     +0.0383  |paral   |2020yCat.1350....0G
1388|BD+08 3118                                                                                               |Star                              |15 59 07.6961821896 +08 06 01.448944560|018.7369058394007 +41.7618837426830| -17.772 -4.627   |9.56     |K5             |    ~     ~    |    1|  714.796   pc  |  -8.5326     +8.5326  |paral   |2020yCat.1350....0G
1389|HD 143420                                                                                                |Star                              |15 59 56.7215074320 +08 25 02.796936960|019.2400655258662 +41.7401732876361|-36.790 -33.862   |9.68     |F5             |    ~     ~    |    1|  178.536   pc  |  -0.6662     +0.6662  |paral   |2020yCat.1350....0G
1390|TYC 365-17-1                                                                                             |Star                              |15 56 22.5756693624 +07 29 02.227909164|017.5635769053899 +42.0484156380466| -6.198 -26.267   |10.17    |~              |    ~     ~    |    1|  655.781   pc  |  -7.0528     +7.0528  |paral   |2020yCat.1350....0G
1391|TYC 365-83-1                                                                                             |Star                              |15 58 45.9415873992 +07 23 25.752610788|017.8521207463509 +41.4887011218417| -28.075 13.190   |10.72    |~              |    ~     ~    |    1|  179.112   pc  |  -0.6352     +0.6352  |paral   |2020yCat.1350....0G
1392|TYC 944-88-1                                                                                             |Star                              |15 59 32.9030867328 +08 23 09.618967464|019.1392283932396 +41.8106874304668|  -12.281 7.884   |10.15    |~              |    ~     ~    |    1|  642.137   pc  |  -7.2572     +7.2572  |paral   |2020yCat.1350....0G
1393|TYC 944-394-1                                                                                            |Star                              |15 59 41.0543854344 +08 01 21.794582136|018.7366544946386 +41.6038539881748|  10.234 -3.271   |10.11    |~              |    ~     ~    |    1|  347.814   pc  |  -1.7420     +1.7420  |paral   |2020yCat.1350....0G
1394|TYC 944-684-1                                                                                            |Star                              |15 57 32.4843294216 +07 55 52.166402292|018.2792243361022 +42.0205116747029|   2.157 -2.992   |10.94    |~              |    ~     ~    |    1|  273.172   pc  |  -1.2387     +1.2387  |paral   |2020yCat.1350....0G
1395|TYC 944-951-1                                                                                            |High Proper Motion Star           |15 59 23.7498761088 +09 04 31.465586028|019.9272510978668 +42.1763202672124| -69.558 50.157   |10.22    |~              |    ~     ~    |    1|  171.759   pc  |  -0.5310     +0.5310  |paral   |2020yCat.1350....0G
