C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:50:27

dec >=0&rah >=10.5&rah< 10.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2377

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1746|TYC 259-1244-1                                                                                           |High Proper Motion Star            |10 34 05.0022611928 +05 03 25.573744656|240.7596679756555 +50.5530278354835| 33.072 -58.853   |10.72    |~                |    ~     ~    |    1|  102.845   pc  |  -0.3533     +0.3533  |paral   |2020yCat.1350....0G
1747|BD+03 2377                                                                                               |Star                               |10 31 34.3460349024 +02 24 03.953177496|243.3409787072686 +48.3999979574543|  0.716 -23.144   |10.14    |K0               |    ~     ~    |    1| 2653.224   pc  |-184.4374   +184.4374  |paral   |2020yCat.1350....0G
1748|BD+03 2380                                                                                               |Star                               |10 31 39.951 +02 35 08.41              |243.149394 +48.535920              |      7.5 -27.0   |10.0     |F0               |    ~     ~    |    0|                |                       |        |                   
1749|BD+03 2378                                                                                               |Star                               |10 31 36.4584278328 +02 18 21.067723476|243.4595413951522 +48.3457192753969| -18.672 -6.964   |10.36    |G0               |    ~     ~    |    1|  104.230   pc  |  -0.1793     +0.1793  |paral   |2020yCat.1350....0G
1750|* 31 Sex                                                                                                 |High Proper Motion Star            |10 30 30.9955213800 +02 09 00.727932744|243.3766693077152 +48.0367509065093| 59.409 -37.483   |6.972    |K0III            |    ~     ~    |    1|  142.735   pc  |  -0.5175     +0.5175  |paral   |2020yCat.1350....0G
1751|BD+02 2326                                                                                               |Star                               |10 30 55.8250123512 +02 12 44.684665704|243.4043460703129 +48.1559822160077| -3.207 -16.566   |10.04    |K0               |    ~     ~    |    1|   67.553   pc  |  -0.0844     +0.0844  |paral   |2020yCat.1350....0G
1752|BD+01 2451                                                                                               |Star                               |10 30 54.4236458040 +00 48 03.654879516|244.9945450295647 +47.2358347859018| -3.127 -10.724   |9.90     |A2               |    ~     ~    |    1|  369.522   pc  | -11.9342    +11.9342  |paral   |2020yCat.1350....0G
1753|BD+01 2453                                                                                               |Star                               |10 31 55.9894992720 +00 28 31.557953280|245.6040254985110 +47.2139656905281|-20.573 -10.473   |9.86     |F5               |    ~     ~    |    1|  184.284   pc  |  -0.7573     +0.7573  |paral   |2020yCat.1350....0G
1754|BD+00 2664                                                                                               |Star                               |10 30 37.0563399528 +00 13 39.910534716|245.5568637597901 +46.8035094740783|  -2.971 -1.765   |10.13    |K0               |    ~     ~    |    1|  786.535   pc  | -10.1456    +10.1456  |paral   |2020yCat.1350....0G
1755|HD 91754                                                                                                 |Star                               |10 35 48.1686004128 +02 33 16.952842944|244.1968493678539 +49.3071403819879| -34.241 -5.806   |9.58     |F/G              |    ~     ~    |    1|  209.714   pc  |  -0.9280     +0.9280  |paral   |2020yCat.1350....0G
1756|CCDM J10358+0233BC                                                                                       |Double or Multiple Star            |10 35 47.763 +02 33 24.72              |244.192651 +49.307253              |    -45.0 -20.0   |9.67     |~                |    ~     ~    |    0|                |                       |        |                   
1757|BD+03 2398                                                                                               |High Proper Motion Star            |10 38 35.3154757392 +02 35 35.623946796|244.8506452317595 +49.8602006215132|-71.428 -32.197   |10.11    |F8               |    ~     ~    |    1|  139.454   pc  |  -4.3193     +4.3193  |paral   |2020yCat.1350....0G
1758|BD+03 2402                                                                                               |Star                               |10 39 55.7124362712 +02 30 17.767389096|245.2956582514455 +50.0546796236922|   8.641 -0.537   |9.72     |G0               |    ~     ~    |    1|   91.620   pc  |  -0.1511     +0.1511  |paral   |2020yCat.1350....0G
1759|BD+03 2401                                                                                               |Star                               |10 39 44.8136139417 +02 18 23.892199532|245.4808724192889 +49.8897828958369|  18.436 -4.785   |10.87    |G0               |    ~     ~    |    1|  220.3662  pc  | -13.9274    +13.9274  |paral   |2018yCat.1345....0G
1760|BD+02 2328                                                                                               |Star                               |10 32 50.3541449904 +02 03 14.290998156|244.0480481620072 +48.4187763502535| -21.504 12.431   |10.36    |K2               |    ~     ~    |    1|  478.194   pc  | -11.6164    +11.6164  |paral   |2020yCat.1350....0G
1761|BD+02 2332                                                                                               |Star                               |10 34 29.7619835376 +01 56 17.865234492|244.5870231479376 +48.6583235307590|       -7.3 1.9   |10.25    |F8               |    ~     ~    |    0|                |                       |        |                   
1762|HD 91580                                                                                                 |High Proper Motion Star            |10 34 32.8194876864 +01 45 39.680944848|244.8025731775944 +48.5521494138225|-102.451 -92.590  |7.59     |F5V              |    ~     ~    |    1|   90.669   pc  |  -0.2006     +0.2006  |paral   |2020yCat.1350....0G
1763|HD 91657                                                                                                 |Star                               |10 35 06.0970610496 +02 12 16.331207292|244.4299734296848 +48.9465503732468|  -20.601 1.988   |6.630    |K0/1IV           |    ~     ~    |    1|  245.749   pc  |  -1.8420     +1.8420  |paral   |2020yCat.1350....0G
1764|BD+02 2335                                                                                               |Star                               |10 35 21.3743175552 +02 07 48.447417000|244.5790291767555 +48.9463499064474| -18.873 -7.432   |9.72     |K5               |    ~     ~    |    1|  743.273   pc  |  -8.1211     +8.1211  |paral   |2020yCat.1350....0G
1765|BD+02 2336                                                                                               |Star                               |10 35 48.1976571960 +01 46 13.853135424|245.1034859535765 +48.7953696446073| -11.858 -4.357   |10.39    |K2               |    ~     ~    |    1| 2056.344   pc  | -65.9654    +65.9654  |paral   |2020yCat.1350....0G
1766|BD+02 2338                                                                                               |Star                               |10 36 32.3417133552 +01 55 52.282798428|245.1030427162926 +49.0395265290636|  -14.699 6.149   |10.21    |F0               |    ~     ~    |    1|  489.788   pc  |  -3.7423     +3.7423  |paral   |2020yCat.1350....0G
1767|BD+02 2339                                                                                               |Star                               |10 36 42.6304860456 +02 04 09.387916104|244.9869249832856 +49.1625026558868|  -46.763 5.071   |9.52     |F8               |    ~     ~    |    1|  128.667   pc  |  -0.3675     +0.3675  |paral   |2020yCat.1350....0G
1768|BD+02 2341                                                                                               |Star                               |10 37 35.8170993744 +01 52 20.839325016|245.4366164039072 +49.1997147126698|  -39.932 4.867   |9.82     |F0               |    ~     ~    |    1|  250.891   pc  |  -2.8452     +2.8452  |paral   |2020yCat.1350....0G
1769|BD+02 2349                                                                                               |Star                               |10 41 08.4687426264 +01 57 45.074921688|246.2395171247155 +49.9215924157600|-35.982 -20.354   |10.39    |F8               |    ~     ~    |    1|  281.310   pc  |  -1.5510     +1.5510  |paral   |2020yCat.1350....0G
1770|BD+02 2329                                                                                               |Star                               |10 33 16.1409086832 +01 39 00.824443776|244.6145624625598 +48.2380203958262| -15.292 -1.754   |10.00    |A2               |    ~     ~    |    1|  414.336   pc  |  -3.7768     +3.7768  |paral   |2020yCat.1350....0G
1771|BD+02 2330                                                                                               |Star                               |10 33 59.1409874448 +01 19 40.133159508|245.1560418093644 +48.1620454555362| -23.751 12.868   |9.42     |K0               |    ~     ~    |    1|  629.247   pc  |  -7.9982     +7.9982  |paral   |2020yCat.1350....0G
1772|BD+02 2331                                                                                               |Star                               |10 33 59.1549341400 +01 26 47.348333124|245.0219098073238 +48.2400849683456| 38.138 -20.221   |9.32     |K0               |    ~     ~    |    1|  492.587   pc  |  -5.3624     +5.3624  |paral   |2020yCat.1350....0G
1773|HD 91831                                                                                                 |Star                               |10 36 17.6674779960 +01 44 12.942639672|245.2645842338098 +48.8656911671374| -21.745 -6.083   |8.86     |G8/K0IV          |    ~     ~    |    1|  434.839   pc  |  -4.5948     +4.5948  |paral   |2020yCat.1350....0G
1774|BD+02 2342                                                                                               |Star                               |10 38 03.2310887904 +01 29 42.563874336|245.9838147019565 +49.0350282537780| -31.160 20.513   |9.42     |K0               |    ~     ~    |    1|  428.449   pc  |  -6.7370     +6.7370  |paral   |2020yCat.1350....0G
1775|HD 92129                                                                                                 |Star                               |10 38 17.3263393944 +01 14 38.429355372|246.3284434932761 +48.9111413051863| -6.877 -15.140   |8.18     |F5V              |    ~     ~    |    1|   85.018   pc  |  -0.1829     +0.1829  |paral   |2020yCat.1350....0G
1776|BD+02 2343B                                                                                              |Star                               |10 38 17.9729726064 +01 14 48.119770752|246.3281416913950 +48.9149442251775| -7.710 -13.053   |9.67     |F5               |    ~     ~    |    1|   84.967   pc  |  -0.1162     +0.1162  |paral   |2020yCat.1350....0G
1777|BD+02 2345                                                                                               |Star                               |10 39 38.8100667024 +01 38 12.197491116|246.2287853201193 +49.4260933599435|  -3.893 -6.068   |9.54     |K5               |    ~     ~    |    1|  726.269   pc  | -10.9186    +10.9186  |paral   |2020yCat.1350....0G
1778|HD 92372                                                                                                 |Star                               |10 39 58.4351496408 +01 17 16.474440156|246.7101390712680 +49.2529353797169| 13.320 -31.445   |8.45     |K2/3(III)        |    ~     ~    |    1|  457.959   pc  |  -6.4596     +6.4596  |paral   |2020yCat.1350....0G
1779|BD+01 2454                                                                                               |Star                               |10 33 08.6463543072 +01 14 27.290229504|245.0471368605640 +47.9464157143797| -8.946 -25.113   |10.36    |G0               |    ~     ~    |    1|  200.965   pc  |  -0.8804     +0.8804  |paral   |2020yCat.1350....0G
1780|BD+01 2455                                                                                               |High Proper Motion Star            |10 33 41.3652038448 +00 58 45.691251708|245.4746524148991 +47.8765830173709|  -50.176 8.857   |10.09    |K2               |    ~     ~    |    1|   88.331   pc  |  -0.9956     +0.9956  |paral   |2020yCat.1350....0G
1781|BD+01 2456                                                                                               |High Proper Motion Star            |10 34 21.6830043000 +01 09 50.290047936|245.4334485692955 +48.1246395443522|-126.463 -77.252  |9.61     |G0               |    ~     ~    |    1|  116.991   pc  |  -0.2792     +0.2792  |paral   |2020yCat.1350....0G
1782|BD+01 2457                                                                                               |Star                               |10 35 01.2422319312 +01 13 04.945865412|245.5360309249238 +48.2840341639312|-29.521 -25.816   |9.80     |F5               |    ~     ~    |    1|  268.226   pc  |  -2.9713     +2.9713  |paral   |2020yCat.1350....0G
1783|BD+01 2458                                                                                               |Star                               |10 35 08.8181020608 +00 22 12.294556932|246.5127112717097 +47.7425787458228|-10.878 -21.099   |10.08    |F0               |    ~     ~    |    1|  247.696   pc  |  -1.1473     +1.1473  |paral   |2020yCat.1350....0G
1784|BD+01 2459                                                                                               |Star                               |10 35 39.2210521272 +00 38 36.989671020|246.3365677154083 +48.0199006509584| -16.675 -1.697   |10.05    |F0               |    ~     ~    |    1|  410.341   pc  |  -3.7212     +3.7212  |paral   |2020yCat.1350....0G
1785|HD 91814                                                                                                 |Double or Multiple Star            |10 36 09.16611 +00 41 09.8260          |246.41442654 +48.14098908          |   -42.57 35.03   |8.70     |F3/5V            |    ~     ~    |    0|                |                       |        |                   
1786|BD+01 2464                                                                                               |Star                               |10 38 11.7136307304 +00 34 08.953951152|247.0608973720242 +48.4399084791096| -25.030 -6.129   |10.28    |G0               |    ~     ~    |    1|  312.246   pc  |  -1.8330     +1.8330  |paral   |2020yCat.1350....0G
1787|HD 92494                                                                                                 |Star                               |10 40 47.6963385384 +00 30 36.376212636|247.7951769782322 +48.8764984679384|   10.348 0.425   |9.11     |F2               |    ~     ~    |    1|  176.663   pc  |  -2.5623     +2.5623  |paral   |2020yCat.1350....0G
1788|HD 91501                                                                                                 |Star                               |10 33 59.4201531384 +00 04 48.041220144|246.5437773021386 +47.3335409414245|  -4.061 -6.491   |9.66     |K1(III)          |    ~     ~    |    1|  615.688   pc  |  -5.4965     +5.4965  |paral   |2020yCat.1350....0G
1789|HD 91513                                                                                                 |High Proper Motion Star            |10 34 00.3428555304 +00 10 13.182966912|246.4486970709247 +47.3969808189743|-28.793 -68.200   |9.37     |G8V              |    ~     ~    |    1|   75.696   pc  |  -0.0808     +0.0808  |paral   |2020yCat.1350....0G
1790|BD+00 2685                                                                                               |High Proper Motion Star            |10 38 00.1656888768 +00 11 36.006240912|247.4271350526330 +48.1497588564102| -59.260 11.434   |9.77     |K0               |    ~     ~    |    1|  260.518   pc  |  -1.3913     +1.3913  |paral   |2020yCat.1350....0G
1791|BD+00 2688                                                                                               |Star                               |10 40 14.1503032392 +00 07 57.009451008|248.0673144716560 +48.5161441415457|   -9.338 3.467   |9.34     |K2               |    ~     ~    |    1|  632.271   pc  |  -6.6761     +6.6761  |paral   |2020yCat.1350....0G
1792|TYC 254-403-1                                                                                            |Star                               |10 40 55.9158646608 +00 30 41.557281336|247.8291690448589 +48.9024863897823|  -10.060 2.573   |10.41    |F0               |    ~     ~    |    1|  371.650   pc  |  -2.9420     +2.9420  |paral   |2020yCat.1350....0G
1793|TYC 253-51-1                                                                                             |Star                               |10 35 42.7291692888 +02 22 50.655081936|244.3770495446323 +49.1769934858886| -13.592 -3.852   |10.68    |~                |    ~     ~    |    1|  296.156   pc  |  -1.7717     +1.7717  |paral   |2020yCat.1350....0G
1794|TYC 253-108-1                                                                                            |Star                               |10 31 49.7974400064 +02 16 31.144311048|243.5484188908600 +48.3687115441463|  -13.166 1.104   |10.72    |~                |    ~     ~    |    1|  902.853   pc  | -15.9768    +15.9768  |paral   |2020yCat.1350....0G
1795|TYC 253-134-1                                                                                            |Star                               |10 32 45.1002707592 +01 24 31.241540124|244.7619081315205 +47.9823183053948|-11.046 -11.906   |10.57    |~                |    ~     ~    |    1|  443.086   pc  |  -5.4971     +5.4971  |paral   |2020yCat.1350....0G
1796|TYC 253-158-1                                                                                            |Star                               |10 36 19.7838781296 +01 13 49.061515368|245.8490180156853 +48.5370868966445|-33.348 -20.468   |10.11    |~                |    ~     ~    |    1|  118.857   pc  |  -0.2303     +0.2303  |paral   |2020yCat.1350....0G
1797|TYC 253-348-1                                                                                            |Star                               |10 32 36.3099740760 +01 35 13.043594004|244.5242647409996 +48.0709992375533|  -9.735 -1.913   |10.64    |~                |    ~     ~    |    1|  646.078   pc  |  -6.8039     +6.8039  |paral   |2020yCat.1350....0G
1798|TYC 253-464-1                                                                                            |Star                               |10 38 34.7150891352 +00 49 46.619815440|246.8683756413649 +48.6864679146975|  -24.520 5.376   |10.54    |~                |    ~     ~    |    1|  246.105   pc  |  -1.1447     +1.1447  |paral   |2020yCat.1350....0G
1799|TYC 253-508-1                                                                                            |High Proper Motion Star            |10 31 43.2806369712 +01 12 27.475179264|244.7375611193303 +47.6560269434351| -75.861 28.900   |10.64    |~                |    ~     ~    |    1|   87.563   pc  |  -0.1250     +0.1250  |paral   |2020yCat.1350....0G
1800|TYC 253-513-1                                                                                            |High Proper Motion Star            |10 34 04.3797579960 +01 42 42.090524784|244.7419760474638 +48.4302896730331|  -65.745 4.225   |10.52    |~                |    ~     ~    |    1|  217.547   pc  |  -0.9844     +0.9844  |paral   |2020yCat.1350....0G
1801|TYC 253-578-1                                                                                            |Star                               |10 38 53.7390864840 +00 18 06.505785360|247.5357810878870 +48.3871688160509| 10.553 -36.231   |10.61    |~                |    ~     ~    |    1|  725.953   pc  | -10.8037    +10.8037  |paral   |2020yCat.1350....0G
1802|TYC 253-595-1                                                                                            |Star                               |10 39 19.4634567744 +01 57 37.488475260|245.7742504701722 +49.5814672111543|-11.743 -12.340   |10.88    |~                |    ~     ~    |    1|  348.129   pc  |  -9.5743     +9.5743  |paral   |2020yCat.1350....0G
1803|TYC 253-605-1                                                                                            |Star                               |10 37 58.0295478744 +01 32 52.210520088|245.9018229027768 +49.0539009671570|  1.724 -11.113   |10.74    |~                |    ~     ~    |    1|  270.621   pc  |  -2.0872     +2.0872  |paral   |2020yCat.1350....0G
1804|TYC 253-755-1                                                                                            |Star                               |10 36 15.9372258144 +01 50 38.046375060|245.1348557821908 +48.9306677296376|    0.823 0.619   |10.66    |~                |    ~     ~    |    1| 1855.976   pc  | -66.4817    +66.4817  |paral   |2020yCat.1350....0G
1805|TYC 253-789-1                                                                                            |Star                               |10 30 33.3294326664 +01 01 50.594968164|244.6538415392018 +47.3198491708604|-22.413 -10.105   |10.19    |~                |    ~     ~    |    1|  150.295   pc  |  -0.9984     +0.9984  |paral   |2020yCat.1350....0G
1806|TYC 253-859-1                                                                                            |Star                               |10 38 33.9003435864 +01 26 16.608380316|246.1788691125627 +49.0921105723614|   5.852 -6.293   |10.79    |~                |    ~     ~    |    1|  288.659   pc  |  -1.5665     +1.5665  |paral   |2020yCat.1350....0G
1807|TYC 253-956-1                                                                                            |High Proper Motion Star            |10 38 24.2472547680 +01 26 22.632595692|246.1360010062639 +49.0632829280163|-66.900 -26.965   |10.87    |~                |    ~     ~    |    1|  233.307   pc  |  -2.7162     +2.7162  |paral   |2020yCat.1350....0G
1808|TYC 253-1007-1                                                                                           |Star                               |10 31 50.6249111448 +00 47 34.904967828|245.2305756411387 +47.4069758075998| -1.515 -15.473   |10.48    |~                |    ~     ~    |    1|  923.191   pc  | -21.0513    +21.0513  |paral   |2020yCat.1350....0G
1809|TYC 253-1034-1                                                                                           |Star                               |10 36 02.5081136064 +00 48 51.128945064|246.2438065061980 +48.2061259451248|   -2.827 1.268   |10.48    |~                |    ~     ~    |    1|  437.637   pc  | -19.5165    +19.5165  |paral   |2020yCat.1350....0G
1810|TYC 253-1059-1                                                                                           |Star                               |10 37 18.7389284352 +00 35 21.317461980|246.8143306343228 +48.2906268589421|  -5.248 -6.377   |10.64    |~                |    ~     ~    |    1|  394.680   pc  |  -2.9752     +2.9752  |paral   |2020yCat.1350....0G
1811|TYC 253-1061-1                                                                                           |High Proper Motion Star            |10 38 46.7779960704 +01 26 45.684038868|246.2244093929008 +49.1374309905188|-55.921 -27.624   |10.92    |~                |    ~     ~    |    1|  179.038   pc  |  -1.3014     +1.3014  |paral   |2020yCat.1350....0G
1812|TYC 253-1094-1                                                                                           |Star                               |10 30 07.5690506424 +00 20 39.102925200|245.3106123389599 +46.7882285799725|  0.041 -13.175   |10.78    |~                |    ~     ~    |    1|  849.690   pc  | -13.3565    +13.3565  |paral   |2020yCat.1350....0G
1813|TYC 254-43-1                                                                                             |Star                               |10 40 01.6592878608 +00 52 11.752652496|247.1951452743648 +48.9806933456463|  -40.493 1.412   |10.02    |~                |    ~     ~    |    1|  510.908   pc  |  -4.5419     +4.5419  |paral   |2020yCat.1350....0G
1814|TYC 254-219-1                                                                                            |Star                               |10 40 15.5849871408 +00 20 40.799534532|247.8397124637203 +48.6657642806842| -34.052 10.174   |10.78    |~                |    ~     ~    |    1|  586.682   pc  |  -6.6774     +6.6774  |paral   |2020yCat.1350....0G
1815|TYC 254-264-1                                                                                            |Star                               |10 40 58.5519190272 +01 36 06.039656100|246.6116793528125 +49.6492394356055|     -22.3 -4.5   |10.43    |~                |    ~     ~    |    0|                |                       |        |                   
1816|TYC 254-1250-1                                                                                           |Star                               |10 41 03.0438474408 +02 14 07.771414092|245.8993825368142 +50.0866105962008| -9.648 -15.423   |10.90    |~                |    ~     ~    |    1|  521.105   pc  |  -4.2633     +4.2633  |paral   |2020yCat.1350....0G
1817|TYC 256-71-1                                                                                             |Spectroscopic Binary               |10 36 05.8662635280 +02 31 32.297675268|244.3041160012131 +49.3443478528358|  2.559 -15.873   |9.97     |~                |    ~     ~    |    1| 1586.546   pc  | -62.9282    +62.9282  |paral   |2020yCat.1350....0G
1818|TYC 256-77-1                                                                                             |Star                               |10 32 00.9076897296 +02 30 40.350659832|243.3201124026209 +48.5554299472145|-40.037 -24.258   |10.51    |~                |    ~     ~    |    1|  248.318   pc  |  -1.0914     +1.0914  |paral   |2020yCat.1350....0G
1819|TYC 256-131-1                                                                                            |Star                               |10 33 24.9198313008 +02 35 54.520564344|243.5583388837595 +48.8797820212600|  -5.310 -3.653   |10.55    |~                |    ~     ~    |    1|  380.575   pc  |  -2.8678     +2.8678  |paral   |2020yCat.1350....0G
1820|TYC 257-35-1                                                                                             |Star                               |10 40 28.1924107344 +02 34 30.440156160|245.3522561886138 +50.2026284463401|  -0.424 -0.873   |10.53    |~                |    ~     ~    |    1|  232.661   pc  |  -0.9256     +0.9256  |paral   |2020yCat.1350....0G
1821|TYC 253-475-1                                                                                            |Star                               |10 38 38.4438045336 +00 10 25.324694220|247.6115702229658 +48.2532557212841|  -14.715 0.258   |10.95    |~                |    ~     ~    |    1| 1288.328   pc  | -54.4411    +54.4411  |paral   |2020yCat.1350....0G
1822|BD+43 2039                                                                                               |Double or Multiple Star            |10 42 35.7704878416 +43 02 45.923466444|173.0459668658133 +59.4917096283034| -35.754 -2.984   |10.56    |G5               |    ~     ~    |    1|  253.145   pc  |  -1.2048     +1.2048  |paral   |2020yCat.1350....0G
1823|HD 92822                                                                                                 |Star                               |10 43 48.0212029344 +42 22 27.515984772|174.1402040216372 +59.9340783707409| -35.840 -2.000   |7.93     |K0               |    ~     ~    |    1|  281.619   pc  |  -1.8876     +1.8876  |paral   |2020yCat.1350....0G
1824|HD 92867                                                                                                 |Star                               |10 44 03.8714321928 +42 28 37.597819908|173.9139847308962 +59.9442566542693|   4.353 -7.735   |8.68     |K0               |    ~     ~    |    1|  379.046   pc  |  -3.4339     +3.4339  |paral   |2020yCat.1350....0G
1825|HD 92705                                                                                                 |Star                               |10 43 01.3645302504 +41 54 41.643172872|175.1071170293330 +59.9538061718617| -11.607 -5.319   |8.62     |K0               |    ~     ~    |    1|  540.950   pc  |  -6.7304     +6.7304  |paral   |2020yCat.1350....0G
1826|BD+41 2116                                                                                               |Horizontal Branch Star             |10 42 20.2067817624 +40 33 53.631064620|177.7570757806259 +60.2461222094829|   -6.940 2.664   |9.51     |K0               |    ~     ~    |    1|  563.571   pc  |  -5.5900     +5.5900  |paral   |2020yCat.1350....0G
1827|BD+41 2117                                                                                               |Star                               |10 42 48.4636570488 +40 58 53.675744088|176.9023031893444 +60.2084517391107|  -9.793 -2.399   |10.02    |K0               |    ~     ~    |    1|  992.359   pc  | -17.3321    +17.3321  |paral   |2020yCat.1350....0G
1828|HD 92954                                                                                                 |Star                               |10 44 43.8515955600 +41 42 52.618206204|175.2701523494202 +60.3191802729527| -15.413 -1.393   |7.48     |K5               |    ~     ~    |    1|  445.335   pc  |  -3.8475     +3.8475  |paral   |2020yCat.1350....0G
1829|TYC 3009-1252-1                                                                                          |High Proper Motion Star            |10 41 58.7481683208 +41 11 14.641607184|176.6035699252967 +59.9973348761590| -51.802 16.175   |10.24    |~                |    ~     ~    |    1|  210.859   pc  |  -0.7647     +0.7647  |paral   |2020yCat.1350....0G
1830|TYC 3011-1358-1                                                                                          |Star                               |10 44 06.5148614448 +41 54 34.975212300|174.9768930140150 +60.1450844233468|   6.083 -7.544   |10.21    |~                |    ~     ~    |    1| 1334.935   pc  | -32.2551    +32.2551  |paral   |2020yCat.1350....0G
1831|TYC 3011-1374-1                                                                                          |Star                               |10 42 08.3159516856 +41 58 20.887252212|175.0995271597892 +59.7785194491751|-35.901 -12.245   |10.76    |~                |    ~     ~    |    1|  163.934   pc  |  -3.1524     +3.1524  |paral   |2020yCat.1350....0G
1832|TYC 3011-1777-1                                                                                          |Star                               |10 44 03.1510683672 +41 37 33.549036132|175.5227400693711 +60.2285393258469|  -14.112 6.921   |9.22     |~                |    ~     ~    |    1|  551.390   pc  |  -6.0806     +6.0806  |paral   |2020yCat.1350....0G
1833|BD+41 2118                                                                                               |Star                               |10 43 02.5154504640 +40 30 44.908950960|177.7802871118300 +60.3895252849644| -2.144 -16.022   |10.41    |F8               |    ~     ~    |    1|  259.983   pc  |  -2.1697     +2.1697  |paral   |2020yCat.1350....0G
1834|HD 92765                                                                                                 |Star                               |10 43 19.6598694048 +40 11 55.533798816|178.3585003611239 +60.5313519314498|  -11.660 6.817   |8.92     |G5               |    ~     ~    |    1|  453.823   pc  |  -4.1603     +4.1603  |paral   |2020yCat.1350....0G
1835|BD+40 2358                                                                                               |Spectroscopic Binary               |10 41 26.7299666208 +39 35 58.671321000|179.7251454283027 +60.3451521451671|-78.643 -33.539   |9.94     |G0               |    ~     ~    |    1|  193.394   pc  |  -0.7817     +0.7817  |paral   |2020yCat.1350....0G
1836|BD+40 2360                                                                                               |Star                               |10 42 18.6441881400 +39 19 06.864797280|180.1901678836568 +60.5782317726420| -7.220 -16.819   |10.16    |G0               |    ~     ~    |    1|  299.904   pc  |  -1.5740     +1.5740  |paral   |2020yCat.1350....0G
1837|BD+40 2362                                                                                               |Star                               |10 43 42.6036163824 +39 15 35.186679828|180.1655646997143 +60.8550363695013| -15.942 -2.769   |10.24    |F8               |    ~     ~    |    1|  233.149   pc  |  -1.0219     +1.0219  |paral   |2020yCat.1350....0G
1838|BD+39 2373                                                                                               |Double or Multiple Star            |10 43 02.7943358136 +38 23 44.089284048|181.9538125275105 +60.9391879933146|-30.113 -18.860   |9.81     |G0               |    ~     ~    |    1|  166.215   pc  |  -5.3791     +5.3791  |paral   |2020yCat.1350....0G
1839|BD+39 2374                                                                                               |Star                               |10 43 28.8853588656 +39 02 53.666741004|180.6088768981809 +60.8656594503547|   -5.273 4.227   |10.75    |F5               |    ~     ~    |    1|  300.237   pc  |  -1.8479     +1.8479  |paral   |2020yCat.1350....0G
1840|BD+38 2170                                                                                               |Star                               |10 41 30.2674285176 +37 51 12.396959964|183.1754851688656 +60.7608831630524|  -6.462 -6.676   |10.48    |K                |    ~     ~    |    1| 1391.595   pc  | -44.7340    +44.7340  |paral   |2020yCat.1350....0G
1841|HD 92619                                                                                                 |Spectroscopic Binary               |10 42 18.6096337800 +38 02 40.861143420|182.7234781482608 +60.8759068657815|-29.134 -14.630   |8.90     |G0               |    ~     ~    |    1|  218.302   pc  |  -0.9769     +0.9769  |paral   |2020yCat.1350....0G
1842|HD 92990                                                                                                 |Star                               |10 44 57.2741987496 +40 22 54.285800880|177.8185754844457 +60.7757206968509|   -4.267 3.209   |7.92     |G5               |    ~     ~    |    1|  276.228   pc  |  -1.9152     +1.9152  |paral   |2020yCat.1350....0G
1843|HD 92903                                                                                                 |High Proper Motion Star            |10 44 12.1990659696 +39 55 09.343290900|178.8102956005901 +60.7704301488177| -153.283 8.158   |8.32     |G0               |    ~     ~    |    1|   58.386   pc  |  -0.3501     +0.3501  |paral   |2020yCat.1350....0G
1844|HD 92939                                                                                                 |Star                               |10 44 29.8074481344 +38 21 24.088389480|181.8965038404635 +61.2247198250123|-42.578 -20.625   |9.00     |A0               |    ~     ~    |    1|  342.208   pc  |  -5.8202     +5.8202  |paral   |2020yCat.1350....0G
1845|TYC 3009-967-1                                                                                           |Horizontal Branch Star             |10 41 33.4267223544 +40 09 16.664831208|178.6341754716757 +60.2186893705602|  0.501 -12.143   |10.92    |~                |    ~     ~    |    1|  978.378   pc  | -15.8899    +15.8899  |paral   |2020yCat.1350....0G
1846|TYC 3009-1154-1                                                                                          |Horizontal Branch Star             |10 44 41.5434998640 +39 26 37.966259436|179.6978044902906 +60.9902403392637|   1.989 -2.764   |10.45    |~                |    ~     ~    |    1|  641.272   pc  | -10.8154    +10.8154  |paral   |2020yCat.1350....0G
1847|TYC 3009-1300-1                                                                                          |Star                               |10 41 40.5441671112 +40 12 31.710830760|178.5167552030118 +60.2256231486529| -30.806 -9.236   |10.82    |~                |    ~     ~    |    1|  267.580   pc  |  -1.3747     +1.3747  |paral   |2020yCat.1350....0G
1848|TYC 3009-1425-1                                                                                          |Star                               |10 41 25.3119993336 +38 48 01.277499384|181.2981425574470 +60.5368191493502|  -20.489 7.996   |10.66    |~                |    ~     ~    |    1|  231.782   pc  |  -0.8058     +0.8058  |paral   |2020yCat.1350....0G
1849|TYC 3009-1778-1                                                                                          |Star                               |10 43 14.2534087680 +38 37 04.320799104|181.4909355795054 +60.9239641370848|-23.222 -11.929   |10.92    |~                |    ~     ~    |    1|  259.383   pc  |  -0.9621     +0.9621  |paral   |2020yCat.1350....0G
