C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:50:27

dec >=0&rah >=10.5&rah< 10.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2377

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
635 |HD 92167                                                                                                 |Star                               |10 39 24.0078599400 +48 48 17.827603092|163.5845105065258 +56.5808774042249| -5.141 -23.082   |9.17     |G0               |    ~     ~    |    1|  223.095   pc  |  -0.8859     +0.8859  |paral   |2020yCat.1350....0G
636 |HD 92400                                                                                                 |Star                               |10 41 03.4781457024 +48 34 22.095949944|163.7194314925945 +56.9319910061023|    2.607 0.269   |8.68     |A5V              |    ~     ~    |    1|  202.319   pc  |  -1.0029     +1.0029  |paral   |2020yCat.1350....0G
637 |HD 92609                                                                                                 |Star                               |10 42 30.2062087152 +47 59 56.979516768|164.4400923379464 +57.4160117424703| -3.656 -19.364   |8.39     |K5               |    ~     ~    |    1|  268.651   pc  |  -1.6167     +1.6167  |paral   |2020yCat.1350....0G
638 |HD 92840                                                                                                 |Variable Star                      |10 44 00.3799233960 +47 10 21.732810708|165.5870078388936 +58.0260359184117| -42.575 14.585   |8.60     |A7V              |    ~     ~    |    1|  225.871   pc  |  -3.1682     +3.1682  |paral   |2020yCat.1350....0G
639 |BD+47 1807                                                                                               |High Proper Motion Star            |10 44 09.5517905424 +47 12 52.129133820|165.4943739605907 +58.0297437447334|-44.463 -42.848   |9.26     |G0               |    ~     ~    |    1|  118.107   pc  |  -0.1827     +0.1827  |paral   |2020yCat.1350....0G
640 |BD+49 1985                                                                                               |Star                               |10 44 06.3482855688 +48 34 08.595247404|163.2749713271001 +57.3748216528481|  12.894 -8.117   |9.77     |F2               |    ~     ~    |    1|  247.072   pc  |  -1.2941     +1.2941  |paral   |2020yCat.1350....0G
641 |HD 92953                                                                                                 |Star                               |10 44 54.4315438752 +48 32 45.440577996|163.1907035819312 +57.5015504733644|  -15.338 4.467   |7.95     |K0               |    ~     ~    |    1|  360.036   pc  |  -3.2277     +3.2277  |paral   |2020yCat.1350....0G
642 |TYC 3442-11-1                                                                                            |Star                               |10 43 21.1830166704 +47 29 17.621471112|165.1573636931227 +57.7817117714765| 16.869 -34.230   |10.99    |~                |    ~     ~    |    1|  266.021   pc  |  -1.1040     +1.1040  |paral   |2020yCat.1350....0G
643 |TYC 3442-61-1                                                                                            |Star                               |10 44 47.6442478320 +47 17 30.050667780|165.2704168690364 +58.0891415941012|  -8.909 -8.459   |10.11    |~                |    ~     ~    |    1|  319.908   pc  |  -1.7296     +1.7296  |paral   |2020yCat.1350....0G
644 |TYC 3445-365-1                                                                                           |Star                               |10 42 25.1510391840 +48 22 39.080974332|163.8362326804841 +57.2235409840493|  23.079 16.368   |10.87    |~                |    ~     ~    |    1|  280.505   pc  |  -1.4163     +1.4163  |paral   |2020yCat.1350....0G
645 |TYC 3445-530-1                                                                                           |Star                               |10 42 41.4901940568 +48 10 33.020674608|164.1238852930033 +57.3598079817521| -26.067 -3.455   |9.89     |~                |    ~     ~    |    1|  652.955   pc  |  -6.3100     +6.3100  |paral   |2020yCat.1350....0G
646 |TYC 3445-625-1                                                                                           |Star                               |10 41 16.9187486688 +48 39 11.250108972|163.5577181337323 +56.9260406997469|   7.493 -5.453   |10.01    |~                |    ~     ~    |    1|  638.203   pc  |  -9.0014     +9.0014  |paral   |2020yCat.1350....0G
647 |HD 91029                                                                                                 |Star                               |10 31 31.9796756256 +46 52 27.117200604|167.7655472484181 +56.2342751333831| -4.220 -12.295   |7.310    |K2               |    ~     ~    |    1|  335.582   pc  |  -2.3311     +2.3311  |paral   |2020yCat.1350....0G
648 |BD+47 1783                                                                                               |Star                               |10 31 38.9797327464 +46 26 27.152487312|168.4703148967072 +56.4226650819932|  18.475 -1.606   |10.98    |G0               |    ~     ~    |    1|  171.491   pc  |  -0.6646     +0.6646  |paral   |2020yCat.1350....0G
649 |HD 91160                                                                                                 |Double or Multiple Star            |10 32 24.86050 +46 31 34.4972          |168.23500958 +56.51052211          |    13.67 17.20   |9.07     |G0               |    ~     ~    |    0|                |                       |        |                   
650 |HD 91330                                                                                                 |Star                               |10 33 36.5770736304 +45 54 52.286080320|169.1156280860878 +56.9389114416792|  -3.637 -5.734   |8.37     |K2               |    ~     ~    |    1|  655.566   pc  | -11.0880    +11.0880  |paral   |2020yCat.1350....0G
651 |BD+46 1639                                                                                               |Double or Multiple Star            |10 33 58.0850722608 +46 12 19.013501340|168.5806669154439 +56.8831427873646|-16.451 -20.210   |9.60     |F8               |    ~     ~    |    1|  222.306   pc  |  -2.5303     +2.5303  |paral   |2020yCat.1350....0G
652 |BD+49 1967                                                                                               |Star                               |10 34 10.6197467856 +48 24 56.200492116|164.9207371284334 +55.9918721999061|  -3.725 -6.737   |9.90     |K2               |    ~     ~    |    1| 1661.406   pc  | -62.9341    +62.9341  |paral   |2020yCat.1350....0G
653 |BD+49 1970                                                                                               |Star                               |10 35 20.6551867776 +48 39 03.041931420|164.3896049084027 +56.0595489514273|  14.275 -0.357   |9.49     |K0               |    ~     ~    |    1|  497.587   pc  |  -3.6149     +3.6149  |paral   |2020yCat.1350....0G
654 |BD+49 1971                                                                                               |Star                               |10 35 51.4450502592 +48 31 53.726747448|164.5115922197018 +56.1891586754525| -25.155 -7.933   |9.76     |K0               |    ~     ~    |    1|  579.206   pc  |  -5.6025     +5.6025  |paral   |2020yCat.1350....0G
655 |BD+49 1975                                                                                               |Star                               |10 36 57.5567343264 +48 24 43.519762044|164.5542846223826 +56.4061223958650|   28.063 6.782   |9.12     |K0               |    ~     ~    |    1|   50.381   pc  |  -0.0429     +0.0429  |paral   |2020yCat.1350....0G
656 |BD+49 1976                                                                                               |Star                               |10 37 03.5191239312 +48 40 52.448835900|164.1088483960511 +56.2975199033898|-36.162 -34.269   |9.83     |F8               |    ~     ~    |    1|  145.427   pc  |  -0.3299     +0.3299  |paral   |2020yCat.1350....0G
657 |HD 91799                                                                                                 |Spectroscopic Binary               |10 36 56.8365277560 +48 17 45.298886460|164.7431687298474 +56.4570369122524|  7.457 -62.876   |9.11     |K0               |    ~     ~    |    1|   50.919   pc  |  -0.2741     +0.2741  |paral   |2020yCat.1350....0G
658 |BD+48 1875                                                                                               |Star                               |10 33 35.5380458760 +48 04 42.490613244|165.5394419149486 +56.0516738969609|  -2.611 11.123   |10.24    |F5               |    ~     ~    |    1|  212.260   pc  |  -0.9011     +0.9011  |paral   |2020yCat.1350....0G
659 |HD 91701                                                                                                 |High Proper Motion Star            |10 36 09.1007686128 +47 45 13.132448856|165.7308047564301 +56.5790657560535|-49.038 -28.334   |7.99     |K0               |    ~     ~    |    1|  249.383   pc  |  -1.3807     +1.3807  |paral   |2020yCat.1350....0G
660 |HD 92193                                                                                                 |High Proper Motion Star            |10 39 35.1305770440 +47 46 30.385505604|165.2258828681015 +57.0861444933593|-58.890 -25.373   |8.04     |F2               |    ~     ~    |    1|  105.729   pc  |  -0.2470     +0.2470  |paral   |2020yCat.1350....0G
661 |BD+48 1870                                                                                               |Star                               |10 30 01.0998075240 +47 43 49.890816372|166.5504136204702 +55.6544249496810| -10.001 -0.207   |10.54    |K0               |    ~     ~    |    1| 1493.652   pc  | -29.8953    +29.8953  |paral   |2020yCat.1350....0G
662 |HD 91115                                                                                                 |Double or Multiple Star            |10 32 08.839 +47 23 18.85              |166.844324 +56.122153              |      -6.2 17.8   |10.01    |K0               |    ~     ~    |    0|                |                       |        |                   
663 |HD 91159                                                                                                 |Star                               |10 32 29.3562347160 +47 32 19.833820080|166.5560226315207 +56.1126894765992|  -2.626 -9.289   |8.74     |K2               |    ~     ~    |    1|  612.595   pc  |  -7.6180     +7.6180  |paral   |2020yCat.1350....0G
664 |HD 91147                                                                                                 |Star                               |10 32 17.3675019240 +47 13 24.487533876|167.0971577807257 +56.2117201263785| -13.443 -9.847   |9.00     |K0               |    ~     ~    |    1|  507.537   pc  | -15.4041    +15.4041  |paral   |2020yCat.1350....0G
665 |HD 91737                                                                                                 |Star                               |10 36 35.9331027912 +47 31 18.128398800|166.0509778202695 +56.7479287916739|  6.038 -20.629   |8.90     |K2               |    ~     ~    |    1|  214.496   pc  |  -0.8512     +0.8512  |paral   |2020yCat.1350....0G
666 |HD 91782                                                                                                 |Double or Multiple Star            |10 36 47.8397764080 +47 43 12.469691460|165.6990738372424 +56.6913298683269|-69.905 -82.752   |8.07     |G0+M9V           |    ~     ~    |    1|   57.387   pc  |  -0.0754     +0.0754  |paral   |2020yCat.1350....0G
667 |BD+48 1880                                                                                               |Star                               |10 37 18.7317310704 +47 32 02.480361108|165.9348465669877 +56.8509202016985|   4.802 10.331   |9.34     |K0               |    ~     ~    |    1|  638.407   pc  |  -6.8063     +6.8063  |paral   |2020yCat.1350....0G
668 |BD+48 1881                                                                                               |High Proper Motion Star            |10 38 48.7393723273 +47 43 53.466900757|165.4051873678096 +56.9898543842666|-67.897 -15.275   |9.38     |G0               |    ~     ~    |    1|  272.8364  pc  | -26.6048    +26.6048  |paral   |2018yCat.1345....0G
669 |BD+48 1885                                                                                               |Star                               |10 40 51.3953189736 +47 21 37.011379968|165.7309511563974 +57.4649601494297| 11.127 -21.173   |10.84    |F8               |    ~     ~    |    1|  298.873   pc  |  -1.7865     +1.7865  |paral   |2020yCat.1350....0G
670 |BD+47 1789                                                                                               |Star                               |10 35 14.8142619858 +46 24 18.557055253|168.0833093307717 +57.0061592108065| -12.505 -1.501   |9.605    |F8               |    ~     ~    |    1|  718.133   pc  | -13.6149    +13.6149  |paral   |2020yCat.1350....0G
671 |HD 91634                                                                                                 |Star                               |10 35 50.2529793792 +47 01 29.487098352|166.9720674981705 +56.8433394432275| -34.670 17.699   |9.34     |G                |    ~     ~    |    1|  117.858   pc  |  -0.2334     +0.2334  |paral   |2020yCat.1350....0G
672 |HD 91840                                                                                                 |Star                               |10 37 10.6946346216 +46 32 53.044077336|167.5922610233245 +57.2510092591340| 29.705 -31.327   |7.189    |K3II             |    ~     ~    |    1|  192.730   pc  |  -0.9955     +0.9955  |paral   |2020yCat.1350....0G
673 |HD 92278                                                                                                 |High Proper Motion Star            |10 40 07.5565503000 +46 50 26.757684852|166.7009031191915 +57.5837943675893|-46.976 -29.250   |7.28     |A3IV             |    ~     ~    |    1|  105.822   pc  |  -0.2856     +0.2856  |paral   |2020yCat.1350....0G
674 |BD+47 1798                                                                                               |Double or Multiple Star            |10 40 33.2254934856 +47 00 09.027713448|166.3700090039019 +57.5784992192992|-32.833 -18.839   |9.76     |F5               |0.0033  0.0    |    1|  164.669   pc  |  -9.1516     +9.1516  |paral   |2020yCat.1350....0G
675 |HD 92539                                                                                                 |Star                               |10 41 59.30880 +46 38 59.7330          |166.76047838 +57.95422235          |   -15.20 -2.02   |8.57     |A5V              |    ~     ~    |    0|                |                       |        |                   
676 |BD+47 1799B                                                                                              |Star                               |10 41 59.9120008560 +46 38 53.053859868|166.7621859759153 +57.9565883517022| -16.757 -3.114   |10.30    |~                |    ~     ~    |    1|  292.560   pc  |  -1.5749     +1.5749  |paral   |2020yCat.1350....0G
677 |HD 92684                                                                                                 |High Proper Motion Star            |10 42 54.2322481776 +46 41 25.293534108|166.5607153638783 +58.0770987885190| 43.385 -43.311   |9.21     |G5               |    ~     ~    |    1|   91.003   pc  |  -0.4853     +0.4853  |paral   |2020yCat.1350....0G
678 |BD+47 1803B                                                                                              |High Proper Motion Star            |10 42 53.4908883072 +46 41 23.628915996|166.5632835919899 +58.0754078864149| 34.322 -43.172   |10.29    |~                |    ~     ~    |    1|  104.693   pc  |  -4.2725     +4.2725  |paral   |2020yCat.1350....0G
679 |BD+46 1641                                                                                               |Spectroscopic Binary               |10 35 29.5793001648 +46 09 51.670939500|168.4577275790753 +57.1417097335566|-13.042 -16.319   |9.84     |F8               |    ~     ~    |    1|  265.400   pc  |  -1.4862     +1.4862  |paral   |2020yCat.1350....0G
680 |BD+46 1646                                                                                               |Double or Multiple Star            |10 38 13.0867278891 +45 57 36.093445187|168.4512211642094 +57.6566894560997|       -7.8 6.4   |9.90     |G5               |    ~     ~    |    0|                |                       |        |                   
681 |BD+46 1651                                                                                               |Star                               |10 40 37.6589068608 +46 13 12.930651012|167.6813833459427 +57.9285313975806| -9.925 -12.491   |10.37    |K2               |    ~     ~    |    1| 2119.992   pc  | -77.3031    +77.3031  |paral   |2020yCat.1350....0G
682 |BD+44 2010                                                                                               |Double or Multiple Star            |10 41 21.601704 +44 00 48.03120        |171.447087727 +58.929559313        |     -20.1 71.0   |10.31    |~                |    ~     ~    |    0|                |                       |        |                   
683 |BD+47 1790                                                                                               |Star                               |10 35 21.3975936168 +47 13 15.939113988|166.7101053659684 +56.6865346068570| -18.300 -0.471   |9.83     |F0               |    ~     ~    |    1|  308.299   pc  |  -1.5778     +1.5778  |paral   |2020yCat.1350....0G
684 |NGC 3320                           NGC 3320                                                              |Galaxy towards a Group of Galaxies |10 39 36.4699831920 +47 23 52.608689268|165.8441863927060 +57.2591017658881|            ~ ~   |     ~   |~                |1.097 0.526    |    1|   36.81    Mpc |  -3.31       +3.31    |T-F     |2020ApJ...902..145K
685 |TYC 3442-39-1                                                                                            |Star                               |10 42 48.4672091734 +47 10 17.977666052|165.7647589286926 +57.8455165822097|  -15.444 3.425   |10.70    |~                |    ~     ~    |    0|                |                       |        |                   
686 |TYC 3442-70-1                                                                                            |High Proper Motion Star            |10 36 33.2937667512 +46 27 57.147659172|167.8123484398348 +57.1872873111167|-1.037 -104.981   |10.89    |~                |    ~     ~    |    1|  186.832   pc  |  -0.5690     +0.5690  |paral   |2020yCat.1350....0G
687 |TYC 3442-78-1                                                                                            |High Proper Motion Star            |10 35 46.3414021824 +47 29 36.436241904|166.2071718138797 +56.6342500630490|  0.410 -67.931   |10.94    |~                |    ~     ~    |    1|  252.449   pc  |  -1.1217     +1.1217  |paral   |2020yCat.1350....0G
688 |TYC 3442-142-1                                                                                           |High Proper Motion Star            |10 40 54.9590472264 +46 04 59.685229812|167.8756361500092 +58.0317692827940| 40.606 -24.176   |10.32    |~                |    ~     ~    |    1|  106.937   pc  |  -2.0321     +2.0321  |paral   |2020yCat.1350....0G
689 |TYC 3442-157-1                                                                                           |Star                               |10 37 07.1559666144 +46 38 48.350935032|167.4342951260120 +57.2006962303945|  -15.566 1.949   |10.00    |~                |    ~     ~    |    1|  729.820   pc  |  -9.2146     +9.2146  |paral   |2020yCat.1350....0G
690 |TYC 3442-179-1                                                                                           |Star                               |10 44 32.4524678664 +46 27 41.454106200|166.7108432245320 +58.4310316909270|-21.263 -12.300   |10.50    |~                |    ~     ~    |    1|  308.309   pc  |  -2.3764     +2.3764  |paral   |2020yCat.1350....0G
691 |TYC 3442-200-1                                                                                           |Spectroscopic Binary               |10 44 41.2010405184 +46 28 21.815755608|166.6701747669681 +58.4484385237952|  0.015 -15.060   |10.62    |~                |    ~     ~    |    1|  197.200   pc  |  -0.8400     +0.8400  |paral   |2020yCat.1350....0G
692 |TYC 3442-218-1                                                                                           |Star                               |10 42 11.4478875672 +46 27 14.065768692|167.0642208630151 +58.0714575811359|   2.954 -2.122   |10.42    |~                |    ~     ~    |    1|  925.155   pc  | -20.6275    +20.6275  |paral   |2020yCat.1350....0G
693 |TYC 3442-470-1                                                                                           |Star                               |10 37 50.9277881064 +47 08 08.348078112|166.5206397533093 +57.1059848804866| -16.850 23.218   |10.54    |~                |    ~     ~    |    1|  197.761   pc  |  -0.8839     +0.8839  |paral   |2020yCat.1350....0G
694 |TYC 3442-556-1                                                                                           |Star                               |10 42 04.5126829584 +46 49 19.700662548|166.4572877174403 +57.8913483444244|  0.054 -27.240   |10.40    |~                |    ~     ~    |    1|  319.530   pc  |  -1.7561     +1.7561  |paral   |2020yCat.1350....0G
695 |TYC 3442-621-1                                                                                           |Spectroscopic Binary               |10 43 40.3370632344 +46 47 48.050363076|166.2690420298559 +58.1470518488329|  -15.003 6.188   |10.41    |~                |    ~     ~    |    1|  172.084   pc  |  -4.1281     +4.1281  |paral   |2020yCat.1350....0G
696 |TYC 3442-716-1                                                                                           |Star                               |10 36 26.7904149480 +46 37 13.103262408|167.5671486966373 +57.1066458299439|  -5.293 16.572   |10.61    |~                |    ~     ~    |    1|  149.381   pc  |  -0.3593     +0.3593  |paral   |2020yCat.1350....0G
697 |TYC 3442-880-1                                                                                           |Star                               |10 33 59.3420416872 +47 04 43.515306552|167.1214463910471 +56.5346082812023|   -8.001 7.170   |9.93     |~                |    ~     ~    |    1|  758.553   pc  |  -8.5160     +8.5160  |paral   |2020yCat.1350....0G
698 |TYC 3442-1020-1                                                                                          |Star                               |10 31 39.6618085968 +47 17 52.136978928|167.0532106816150 +56.0840618972662| -14.574 -1.478   |10.85    |~                |    ~     ~    |    1|  405.219   pc  |  -2.8900     +2.8900  |paral   |2020yCat.1350....0G
699 |TYC 3442-1223-1                                                                                          |Star                               |10 33 06.2549822280 +46 16 45.676672896|168.5630863711108 +56.7167027264135| -20.904 -5.327   |10.95    |~                |    ~     ~    |    1|  322.497   pc  |  -1.5601     +1.5601  |paral   |2020yCat.1350....0G
700 |LSPM J1039+4732                                                                                          |High Proper Motion Star            |10 39 44.0504435376 +47 32 41.795822400|165.5836288817963 +57.2124096383078|-20.777 -158.333  |10.23    |~                |    ~     ~    |    1|   66.935   pc  |  -0.0784     +0.0784  |paral   |2020yCat.1350....0G
701 |TYC 3445-467-1                                                                                           |Star                               |10 39 11.8928846448 +48 16 50.588144328|164.4563601162004 +56.7969492756593|-25.743 -10.460   |10.86    |~                |    ~     ~    |    1|  326.243   pc  |  -1.6178     +1.6178  |paral   |2020yCat.1350....0G
702 |TYC 3445-474-1                                                                                           |Star                               |10 39 44.4281722560 +48 13 00.862835340|164.4833246735457 +56.9065101359719| 12.207 -30.445   |10.95    |~                |    ~     ~    |    1|  159.462   pc  |  -0.4424     +0.4424  |paral   |2020yCat.1350....0G
703 |TYC 3445-492-1                                                                                           |High Proper Motion Star            |10 38 32.1460605552 +48 03 44.274050604|164.9033143209114 +56.7989983297282|-55.419 -72.145   |10.97    |~                |    ~     ~    |    1|  211.501   pc  |  -0.7381     +0.7381  |paral   |2020yCat.1350....0G
704 |TYC 3445-610-1                                                                                           |Star                               |10 39 38.6692219800 +47 56 57.935604012|164.9323004570539 +57.0155176240831|   7.212 -5.963   |10.39    |~                |    ~     ~    |    1|  793.210   pc  |  -9.6265     +9.6265  |paral   |2020yCat.1350....0G
705 |TYC 3442-901-1                                                                                           |Star                               |10 33 31.6449994104 +45 44 57.238762488|169.4057976585377 +56.9889295233796| -32.205 14.009   |10.24    |~                |    ~     ~    |    1|  205.330   pc  |  -0.7209     +0.7209  |paral   |2020yCat.1350....0G
706 |HD 91603                                                                                                 |Star                               |10 35 31.2596059032 +45 39 13.295240028|169.3219721113378 +57.3470069834871| 28.298 -20.806   |7.221    |K2III            |    ~     ~    |    1|  210.455   pc  |  -0.8105     +0.8105  |paral   |2020yCat.1350....0G
707 |HD 91635                                                                                                 |Star                               |10 35 44.4738808248 +45 15 24.143422392|169.9757802068810 +57.5348555253549| -27.812 10.949   |8.70     |K2V              |    ~     ~    |    1|  565.227   pc  |  -6.9008     +6.9008  |paral   |2020yCat.1350....0G
708 |BD+45 1846                                                                                               |Star                               |10 36 58.6451420208 +44 44 37.683534012|170.7121590774465 +57.9301768182962|-14.421 -10.958   |10.90    |K                |    ~     ~    |    1| 1020.512   pc  | -16.2465    +16.2465  |paral   |2020yCat.1350....0G
709 |BD+44 2008                                                                                               |Star                               |10 40 15.0785435328 +44 02 33.586365552|171.5380451902422 +58.7336995710046|  5.752 -30.543   |9.99     |G0               |    ~     ~    |    1|  131.012   pc  |  -0.2763     +0.2763  |paral   |2020yCat.1350....0G
710 |BD+44 2009                                                                                               |Star                               |10 41 17.4107864184 +43 40 41.024888184|172.0605319959034 +59.0421079635271|-23.355 -28.940   |10.21    |F8               |    ~     ~    |    1|  166.005   pc  |  -0.4547     +0.4547  |paral   |2020yCat.1350....0G
711 |HD 92573                                                                                                 |Star                               |10 42 07.6698490776 +45 50 54.164267088|168.1105859192251 +58.3218726904114|   -2.317 1.814   |10.09    |A0V              |    ~     ~    |    1|  685.354   pc  | -29.4978    +29.4978  |paral   |2020yCat.1350....0G
712 |BD+46 1656                                                                                               |Star                               |10 43 06.5250178128 +45 59 13.999382232|167.7323599909822 +58.4169393692303| -18.659 -4.447   |9.36     |K5               |    ~     ~    |    1|  767.872   pc  |  -8.7855     +8.7855  |paral   |2020yCat.1350....0G
713 |BD+46 1648                                                                                               |Double or Multiple Star            |10 39 08.87546 +45 29 00.0878          |169.14727357 +57.99755012          |    37.47 -5.35   |10.11    |F8               |    ~     ~    |    0|                |                       |        |                   
714 |BD+46 1650                                                                                               |Star                               |10 39 36.1200410544 +45 22 21.834604920|169.2786864417024 +58.1148141292442|   -4.689 3.282   |9.29     |K0               |    ~     ~    |    1|  849.834   pc  | -10.6166    +10.6166  |paral   |2020yCat.1350....0G
715 |HD 92409                                                                                                 |Star                               |10 41 01.2432676368 +45 30 46.442997288|168.8443341978038 +58.2856562815136| -28.677 -3.983   |9.01     |G8III            |    ~     ~    |    1|  462.963   pc  |  -3.8795     +3.8795  |paral   |2020yCat.1350....0G
716 |HD 92124                                                                                                 |Star                               |10 38 58.8661571208 +44 50 52.236367332|170.2756180858548 +58.2198150608974| -20.735 -0.727   |8.25     |K5III            |    ~     ~    |    1|  834.864   pc  | -13.3127    +13.3127  |paral   |2020yCat.1350....0G
717 |BD+45 1851                                                                                               |Star                               |10 39 33.1856478888 +45 00 46.574068500|169.9119912089701 +58.2491390375782|-21.572 -33.762   |10.82    |G0               |    ~     ~    |    1|  171.827   pc  |  -0.4163     +0.4163  |paral   |2020yCat.1350....0G
718 |BD+45 1855                                                                                               |Double or Multiple Star            |10 43 13.392 +44 37 43.40              |170.096369 +58.998776              |      -2.1 21.0   |9.1      |K2               |    ~     ~    |    0|                |                       |        |                   
719 |HD 92764                                                                                                 |Star                               |10 43 25.5277710216 +44 57 01.854192888|169.4973756565871 +58.9018764885986|    9.636 1.910   |9.01     |A7V              |    ~     ~    |    1|  221.288   pc  |  -0.9353     +0.9353  |paral   |2020yCat.1350....0G
720 |BD+45 1859                                                                                               |Double or Multiple Star            |10 44 11.2784070960 +44 40 44.127842880|169.8728559334309 +59.1357382926106|  -0.988 -3.249   |9.89     |F3V              |0.0067  0.0    |    1|  675.630   pc  | -27.9363    +27.9363  |paral   |2020yCat.1350....0G
721 |LSPM J1039+4439                                                                                          |High Proper Motion Star            |10 39 47.9071792248 +44 39 42.457115736|170.4966423262201 +58.4252375311179|-101.042 -131.445 |10.77    |K2               |    ~     ~    |    1|   63.468   pc  |  -0.0685     +0.0685  |paral   |2020yCat.1350....0G
722 |BD+45 1856                                                                                               |Star                               |10 43 19.4357 +45 11 06.892            |169.0977797 +58.7892534            | -15.224 -2.833   |10.04    |K2               |    ~     ~    |    0|                |                       |        |                   
723 |BD+45 1845                                                                                               |Star                               |10 36 55.927 +45 04 24.40              |170.143714 +57.798638              |      21.4 -9.0   |10.74    |~                |    ~     ~    |    0|                |                       |        |                   
724 |TYC 3008-983-1                                                                                           |Star                               |10 38 05.2877210352 +44 53 01.334734260|170.3275758886361 +58.0599107836786| -10.494 -2.677   |10.64    |~                |    ~     ~    |    1|  893.575   pc  | -11.3384    +11.3384  |paral   |2020yCat.1350....0G
725 |BD+44 2010A                                                                                              |High Proper Motion Star            |10 41 21.5880622566 +44 00 47.974136097|171.4471458971432 +58.9295273597066| -18.633 73.509   |10.39    |~                |    ~     ~    |    1|   68.4289  pc  |  -3.1733     +3.1733  |paral   |2018yCat.1345....0G
726 |TYC 3011-1202-1                                                                                          |High Proper Motion Star            |10 41 42.9381385560 +43 57 09.278468532|171.5098312386061 +59.0116465211282|-64.709 -30.426   |10.77    |~                |    ~     ~    |    1|  218.632   pc  |  -0.7935     +0.7935  |paral   |2020yCat.1350....0G
727 |TYC 3011-1999-1                                                                                          |Star                               |10 41 55.6944036216 +43 50 45.437673156|171.6742176676422 +59.0870618507789|  -7.666 -8.222   |10.94    |~                |    ~     ~    |    1|  426.276   pc  |  -4.1248     +4.1248  |paral   |2020yCat.1350....0G
728 |TYC 3011-2265-1                                                                                          |Horizontal Branch Star             |10 40 57.3593416680 +44 45 11.148550380|170.1830265558480 +58.5794704221398|  -10.891 1.709   |10.44    |~                |    ~     ~    |    1|  796.495   pc  | -10.9118    +10.9118  |paral   |2020yCat.1350....0G
729 |TYC 3011-2483-1                                                                                          |Star                               |10 42 41.0553716760 +44 59 36.285257040|169.5245611907766 +58.7646635296635|  -3.034 -4.325   |10.71    |~                |    ~     ~    |    1|  259.417   pc  |  -2.2612     +2.2612  |paral   |2020yCat.1350....0G
730 |TYC 3442-403-1                                                                                           |Star                               |10 41 19.7954118840 +46 02 20.077712880|167.8941903381100 +58.1155883158487|   9.142 11.884   |10.78    |~                |    ~     ~    |    1|  277.239   pc  |  -1.6141     +1.6141  |paral   |2020yCat.1350....0G
731 |TYC 3442-413-1                                                                                           |Star                               |10 44 16.3569723312 +45 33 55.487632860|168.2970262779178 +58.7810164278130|   10.616 7.084   |10.84    |~                |    ~     ~    |    1|  292.637   pc  |  -1.2332     +1.2332  |paral   |2020yCat.1350....0G
732 |TYC 3442-425-1                                                                                           |Star                               |10 38 12.8293817568 +45 26 30.404579388|169.3417675623238 +57.8637898654097| -2.011 -14.643   |10.70    |~                |    ~     ~    |    1|  246.700   pc  |  -2.1667     +2.1667  |paral   |2020yCat.1350....0G
733 |TYC 3442-608-1                                                                                           |High Proper Motion Star            |10 39 10.1116360920 +45 30 35.009097336|169.0989620243605 +57.9902967876708|-56.564 -92.921   |10.25    |~                |    ~     ~    |    1|  104.210   pc  |  -0.6516     +0.6516  |paral   |2020yCat.1350....0G
734 |TYC 3442-644-1                                                                                           |High Proper Motion Star            |10 42 49.2880945560 +45 03 47.048533236|169.3828364230790 +58.7585183865277|  6.593 -99.219   |10.85    |~                |    ~     ~    |    1|   77.651   pc  |  -0.0929     +0.0929  |paral   |2020yCat.1350....0G
735 |TYC 3442-726-1                                                                                           |Star                               |10 41 04.8419385120 +45 05 46.990017420|169.5625175511134 +58.4639265526813| -12.768 -9.889   |10.51    |~                |    ~     ~    |    1|  312.198   pc  |  -2.7388     +2.7388  |paral   |2020yCat.1350....0G
736 |BD+46 1634                                                                                               |Double or Multiple Star            |10 30 14.1068433937 +45 32 20.101155562|170.1513499413965 +56.5324843572246| -18.762 -3.070   |10.18    |F8               |    ~     ~    |    0|                |                       |        |                   
737 |BD+46 1635                                                                                               |High Proper Motion Star            |10 31 24.2170430039 +45 31 33.779033076|170.0379539643895 +56.7278069831862|-566.217 -594.759 |8.864    |K7V              |    ~     ~    |    1|   15.9948  pc  |  -0.0053     +0.0053  |paral   |2020yCat.1350....0G
738 |BD+46 1637                                                                                               |Pulsating Variable                 |10 33 34.0884023448 +45 32 25.194634188|169.7562165818573 +57.0745342823227|   9.846 -1.979   |9.81     |F2               |    ~     ~    |    1|  426.858   pc  |  -3.9357     +3.9357  |paral   |2020yCat.1350....0G
739 |BD+45 1835                                                                                               |Double or Multiple Star            |10 30 10.205 +44 18 47.83              |172.255019 +56.946381              |     -46.2 -1.0   |10.0     |F8               |    ~     ~    |    0|                |                       |        |                   
