C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:44:25

dec >=0&rah >=22.0&rah< 22.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7006

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
6746|TYC 4267-1129-1                                                                                          |Star                               |22 11 50.8643278008 +63 41 54.099677112|106.3236252636953 +06.0982908795473|  -0.915 -2.448   |10.26    |~                   |    ~     ~    |    1|  246.494   pc  |  -2.3635     +2.3635  |paral   |2020yCat.1350....0G
6747|TYC 4267-1168-1                                                                                          |Star                               |22 06 48.4313923944 +63 29 32.470449504|105.7446161672423 +06.2567069700746|  -8.576 -7.991   |10.93    |~                   |    ~     ~    |    1|  365.057   pc  |  -1.5859     +1.5859  |paral   |2020yCat.1350....0G
6748|GSC 04267-01179                                                                                          |Double or Multiple Star            |22 07 55.729632 +63 36 36.64512        |105.915932409 +06.278658447        |        1.6 4.0   |10.753   |~                   |    ~     ~    |    0|                |                       |        |                   
6749|TYC 4267-1233-1                                                                                          |Star                               |22 00 33.3155096496 +62 55 47.610548688|104.8383109527094 +06.2275719624891|   -8.755 0.770   |10.83    |~                   |    ~     ~    |    1|  757.461   pc  |  -6.5981     +6.5981  |paral   |2020yCat.1350....0G
6750|BD+62 2021                                                                                               |Star                               |22 02 36.9883948536 +62 56 53.494070064|105.0372989833563 +06.1004776000693|  -5.923 -3.946   |10.58    |~                   |    ~     ~    |    1|  897.022   pc  | -10.3800    +10.3800  |paral   |2020yCat.1350....0G
6751|TYC 4267-1273-1                                                                                          |Star                               |22 06 59.5901651664 +62 36 16.217595900|105.2364016794029 +05.5265281895810|    5.101 3.558   |10.35    |~                   |    ~     ~    |    1| 1526.718   pc  | -35.1961    +35.1961  |paral   |2020yCat.1350....0G
6752|TYC 4267-1483-1                                                                                          |Star                               |22 08 10.0853897424 +63 08 43.526892048|105.6641828060289 +05.8861669061210| -12.859 -3.617   |10.81    |~                   |    ~     ~    |    1|  849.185   pc  |  -7.6438     +7.6438  |paral   |2020yCat.1350....0G
6753|TYC 4267-1672-1                                                                                          |Star                               |22 04 51.3126133680 +62 42 15.913741536|105.0967687540270 +05.7522582525626|  -1.176 -2.659   |10.90    |~                   |    ~     ~    |    0|                |                       |        |                   
6754|BD+62 2016A                                                                                              |High Proper Motion Star            |22 00 51.6726088248 +62 50 17.661808824|104.8102342084834 +06.1335698348724|  83.057 37.812   |9.10     |~                   |    ~     ~    |    1|  112.510   pc  |  -0.1962     +0.1962  |paral   |2020yCat.1350....0G
6755|TYC 4267-2029-1                                                                                          |Star                               |22 14 29.2865551896 +62 19 24.590144640|105.7844336700745 +04.7975835638695|  37.414 30.876   |10.93    |~                   |    ~     ~    |    1|  329.707   pc  |  -1.5110     +1.5110  |paral   |2020yCat.1350....0G
6756|TYC 4267-2068-1                                                                                          |Star                               |22 05 31.3139225400 +62 24 33.517168020|104.9829711662297 +05.4691255400983|   5.114 -1.522   |10.82    |~                   |    ~     ~    |    1|  645.161   pc  |  -4.3288     +4.3288  |paral   |2020yCat.1350....0G
6757|TYC 4267-2123-1                                                                                          |Star                               |22 03 11.3048688168 +62 19 14.215146492|104.7115325497419 +05.5590491723352|  -1.461 -2.812   |10.52    |~                   |    ~     ~    |    1|  916.338   pc  | -12.5951    +12.5951  |paral   |2020yCat.1350....0G
6758|TYC 4267-2132-1                                                                                          |Star                               |22 04 49.5084450888 +62 18 50.383272672|104.8608258968580 +05.4403218227815|  -9.313 -8.861   |10.74    |~                   |    ~     ~    |    0|                |                       |        |                   
6759|TYC 4267-2134-1                                                                                          |Star                               |22 13 39.9428081448 +62 30 23.155874676|105.8096422482538 +05.0022744400690|  -4.210 -0.742   |10.39    |~                   |    ~     ~    |    1|  884.956   pc  | -11.5123    +11.5123  |paral   |2020yCat.1350....0G
6760|TYC 4267-2190-1                                                                                          |Star                               |22 04 17.7308130720 +62 46 33.824086032|105.0878730996199 +05.8479744232981|   1.710 -6.676   |10.82    |~                   |    ~     ~    |    1|  320.184   pc  |  -1.5173     +1.5173  |paral   |2020yCat.1350....0G
6761|BD+63 1805                                                                                               |Star                               |22 05 36.4177073688 +63 53 47.571070092|105.8771909753182 +06.6613060643775| -3.485 -20.426   |10.35    |~                   |    ~     ~    |    1|  196.363   pc  |  -0.4241     +0.4241  |paral   |2020yCat.1350....0G
6762|TYC 4271-186-1                                                                                           |Star                               |22 13 59.6720557656 +65 31 22.454410224|107.5641351389535 +07.4637625408845|    2.975 0.501   |10.94    |~                   |    ~     ~    |    1| 1467.567   pc  | -32.0909    +32.0909  |paral   |2020yCat.1350....0G
6763|TYC 4271-331-1                                                                                           |Star                               |22 09 46.0962841176 +64 44 23.505175824|106.7436053492270 +07.0789910873051|   -3.340 1.035   |10.95    |~                   |    ~     ~    |    1|  370.165   pc  |  -1.2743     +1.2743  |paral   |2020yCat.1350....0G
6764|TYC 4271-460-1                                                                                           |Star                               |22 08 42.5276291712 +65 17 07.524599676|106.9728670455288 +07.5873703499061|   3.065 -1.153   |10.99    |~                   |    ~     ~    |    1|  925.412   pc  |  -8.5639     +8.5639  |paral   |2020yCat.1350....0G
6765|TYC 4271-629-1                                                                                           |Star                               |22 09 55.2281602800 +64 02 53.407510116|106.3524522028012 +06.5064078010445|-12.301 -18.663   |10.99    |~                   |    ~     ~    |    1|  999.700   pc  | -30.9814    +30.9814  |paral   |2020yCat.1350....0G
6766|TYC 4271-777-1                                                                                           |Star                               |22 07 42.6809382960 +64 42 45.847558116|106.5481091810496 +07.1853251633943|    5.219 9.793   |10.88    |~                   |    ~     ~    |    1|  494.903   pc  |  -3.9923     +3.9923  |paral   |2020yCat.1350....0G
6767|BD+64 1624                                                                                               |Star                               |22 05 50.1748424904 +65 18 31.455232488|106.7421528954563 +07.7831684318708|   10.025 6.798   |9.63     |~                   |    ~     ~    |    1|  389.909   pc  |  -2.4325     +2.4325  |paral   |2020yCat.1350....0G
6768|TYC 4271-1686-1                                                                                          |Star                               |22 07 37.7227338480 +63 59 21.798926304|106.1127878622289 +06.6052053529731|  -2.731 -4.552   |10.90    |~                   |    ~     ~    |    1|  993.542   pc  | -10.6610    +10.6610  |paral   |2020yCat.1350....0G
6769|BD+64 1616                                                                                               |Star                               |22 02 21.6630004728 +65 05 26.826137412|106.3158527800758 +07.8270176270850|    5.901 1.363   |9.77     |~                   |    ~     ~    |    1|  537.461   pc  |  -3.3797     +3.3797  |paral   |2020yCat.1350....0G
6770|TYC 4271-2226-1                                                                                          |Star                               |22 05 29.7519689952 +63 55 39.131264460|105.8858082232204 +06.6934966426356|  38.061 11.823   |10.40    |~                   |    ~     ~    |    1|  159.711   pc  |  -0.3852     +0.3852  |paral   |2020yCat.1350....0G
6771|TYC 4271-2454-1                                                                                          |Star                               |22 00 18.8439869976 +65 26 06.951241932|106.3554199402934 +08.2307319455402|  -4.055 -2.415   |10.50    |~                   |    ~     ~    |    1| 1408.054   pc  | -30.9288    +30.9288  |paral   |2020yCat.1350....0G
6772|TYC 4275-239-1                                                                                           |Star                               |22 10 34.2751122960 +67 21 02.747189664|108.3447749451352 +09.1553075112761| -6.517 -12.419   |10.64    |~                   |    ~     ~    |    1|  671.366   pc  |  -4.5975     +4.5975  |paral   |2020yCat.1350....0G
6773|TYC 4275-333-1                                                                                           |Star                               |22 14 21.5181613728 +67 11 18.577183920|108.5528962803744 +08.8119126850998|   -2.970 1.917   |10.82    |~                   |    ~     ~    |    1|  803.213   pc  |  -8.1934     +8.1934  |paral   |2020yCat.1350....0G
6774|TYC 4275-1894-1                                                                                          |Star                               |22 00 38.2960909896 +66 26 35.178774576|107.0046290158564 +09.0084443018637|   -2.602 0.495   |10.99    |~                   |    ~     ~    |    1|  916.590   pc  | -10.8378    +10.8378  |paral   |2020yCat.1350....0G
6775|TYC 4275-2266-1                                                                                          |Star                               |22 01 27.4975755624 +66 31 14.459914380|107.1181754075921 +09.0200280286507|  -4.277 -6.033   |10.99    |~                   |    ~     ~    |    1|  393.840   pc  | -20.3349    +20.3349  |paral   |2020yCat.1350....0G
6776|TYC 4275-2553-1                                                                                          |Star                               |22 01 55.1117935704 +66 13 43.100511816|106.9755560247419 +08.7601021133872|-20.595 -34.446   |10.74    |~                   |    ~     ~    |    1|  186.787   pc  |  -0.4466     +0.4466  |paral   |2020yCat.1350....0G
6777|TYC 4463-443-1                                                                                           |Star                               |22 02 24.0132639840 +68 48 14.663287584|108.6017649844974 +10.7767431606366|  0.710 -17.725   |10.94    |~                   |    ~     ~    |    1|  937.734   pc  | -12.5746    +12.5746  |paral   |2020yCat.1350....0G
6778|TYC 4463-469-1                                                                                           |Star                               |22 10 40.8610749600 +69 19 12.934585128|109.5194938529503 +10.7491608710578|  -1.455 -4.165   |10.94    |~                   |    ~     ~    |    1| 1607.976   pc  | -33.8712    +33.8712  |paral   |2020yCat.1350....0G
6779|TYC 4463-529-1                                                                                           |Star                               |22 12 57.2386768344 +68 41 47.843145528|109.3198816870094 +10.1232109782357|  -4.300 -7.165   |10.85    |~                   |    ~     ~    |    1| 2122.241   pc  |-104.9410   +104.9410  |paral   |2020yCat.1350....0G
6780|TYC 4463-725-1                                                                                           |Star                               |22 10 02.8241140008 +68 53 13.704515556|109.2149954530037 +10.4310409327579|   -9.687 4.122   |9.81     |~                   |    ~     ~    |    1|  573.132   pc  |  -3.0877     +3.0877  |paral   |2020yCat.1350....0G
6781|TYC 4463-1442-1                                                                                          |High Proper Motion Star            |22 03 15.8289009984 +67 59 57.161801148|108.1689428584638 +10.0890469072411| -50.975 99.366   |10.53    |~                   |    ~     ~    |    1|  137.453   pc  |  -0.2192     +0.2192  |paral   |2020yCat.1350....0G
6782|TYC 4463-2966-1                                                                                          |Star                               |22 02 32.0659181928 +68 05 19.489319124|108.1690482902932 +10.2015849748795|  -0.693 -3.024   |10.15    |~                   |    ~     ~    |    1| 1252.191   pc  | -16.7774    +16.7774  |paral   |2020yCat.1350....0G
6783|TYC 4467-665-1                                                                                           |High Proper Motion Star            |22 05 04.8830424192 +70 25 34.992600708|109.7946716189778 +11.9249943081715|  25.980 45.651   |10.69    |~                   |    ~     ~    |    1|  172.426   pc  |  -0.3122     +0.3122  |paral   |2020yCat.1350....0G
6784|TYC 4467-992-1                                                                                           |Star                               |22 08 42.5708531304 +71 06 30.325307688|110.4570857643842 +12.2923253924246|  21.107 21.420   |10.97    |~                   |    ~     ~    |    1|  199.916   pc  |  -0.6475     +0.6475  |paral   |2020yCat.1350....0G
6785|TYC 4467-2035-1                                                                                          |Star                               |22 01 45.7734772200 +70 27 34.627858488|109.5901322173722 +12.1204574277607|-16.980 -17.247   |10.89    |~                   |    ~     ~    |    0|                |                       |        |                   
6786|TYC 4471-80-1                                                                                            |Star                               |22 00 47.4569094240 +72 56 01.400487180|111.0983114376338 +14.1128883321442|   -1.664 2.043   |10.36    |~                   |    ~     ~    |    1|  800.769   pc  |  -8.9772     +8.9772  |paral   |2020yCat.1350....0G
6787|TYC 4471-523-1                                                                                           |Star                               |22 12 31.4115397416 +71 28 19.451366328|110.9292390227729 +12.4065464585254|   -4.180 2.184   |10.88    |~                   |    ~     ~    |    1| 1117.943   pc  | -57.6156    +57.6156  |paral   |2020yCat.1350....0G
6788|TYC 4475-15-1                                                                                            |Star                               |22 12 51.5467406376 +74 49 40.461286620|112.9716089270307 +15.1135422677772|   0.598 10.882   |10.96    |~                   |    ~     ~    |    1|  724.061   pc  |  -4.9281     +4.9281  |paral   |2020yCat.1350....0G
6789|TYC 4475-79-1                                                                                            |Star                               |22 02 37.9008121464 +74 38 23.817849900|112.2979770534980 +15.3705591280308|  -3.469 -2.016   |10.72    |~                   |    ~     ~    |    1| 1470.805   pc  | -28.3388    +28.3388  |paral   |2020yCat.1350....0G
6790|TYC 4475-90-1                                                                                            |Star                               |22 04 53.4822321816 +73 40 29.690397768|111.8091088638994 +14.5150130379141|  -1.975 -4.797   |10.62    |~                   |    ~     ~    |    1|  874.508   pc  |  -9.1772     +9.1772  |paral   |2020yCat.1350....0G
6791|TYC 4475-309-1                                                                                           |Star                               |22 04 47.8256245992 +74 32 04.843323060|112.3481263709682 +15.1989740082833|    1.929 1.599   |10.56    |~                   |    ~     ~    |    1| 1138.304   pc  | -15.1601    +15.1601  |paral   |2020yCat.1350....0G
6792|TYC 4475-396-1                                                                                           |Star                               |22 05 27.9716250096 +74 00 20.466799308|112.0504842702538 +14.7526383868198|  16.898 16.626   |10.81    |~                   |    ~     ~    |    1|  668.717   pc  |  -5.4556     +5.4556  |paral   |2020yCat.1350....0G
6793|TYC 4475-660-1                                                                                           |Star                               |22 00 38.2928909784 +74 08 41.623098324|111.8698459008024 +15.0666063252774| -13.868 -7.193   |10.27    |~                   |    ~     ~    |    1| 1136.235   pc  | -15.2341    +15.2341  |paral   |2020yCat.1350....0G
6794|GSC 04475-00737                                                                                          |Double or Multiple Star            |22 08 40.583664 +73 30 11.10600        |111.921644943 +14.216502422        |        2.5 8.2   |10.733   |~                   |    ~     ~    |    0|                |                       |        |                   
6795|TYC 4604-1521-1                                                                                          |Star                               |22 05 39.5216848152 +78 26 00.188274552|114.8994324621800 +18.2376815451408| -19.205 -2.883   |10.78    |~                   |    ~     ~    |    1|  779.666   pc  |  -6.5651     +6.5651  |paral   |2020yCat.1350....0G
6796|TYC 4604-2272-1                                                                                          |High Proper Motion Star            |22 03 52.8580768896 +76 55 51.224657124|113.8421440218252 +17.1188860022371|-24.199 -62.352   |10.89    |~                   |    ~     ~    |    1|   65.843   pc  |  -0.0520     +0.0520  |paral   |2020yCat.1350....0G
6797|TYC 4608-436-1                                                                                           |Star                               |22 13 13.4743158936 +79 01 50.022468120|115.5914236698415 +18.4862366591276|    3.327 1.705   |10.96    |~                   |    ~     ~    |    1| 1298.196   pc  | -33.3692    +33.3692  |paral   |2020yCat.1350....0G
6798|TYC 4608-1881-1                                                                                          |High Proper Motion Star            |22 01 11.5517069112 +79 19 47.208209304|115.3173988611548 +19.0701393701358|  92.771 59.210   |10.97    |~                   |    ~     ~    |    1|  211.923   pc  |  -0.5524     +0.5524  |paral   |2020yCat.1350....0G
6799|TYC 4612-580-1                                                                                           |Double or Multiple Star            |22 07 12.165336 +81 40 56.45100        |117.100527143 +20.738776662        |      20.4 -2.7   |10.937   |~                   |    ~     ~    |    0|                |                       |        |                   
6800|TYC 4612-730-1                                                                                           |Star                               |22 08 41.5583734752 +81 12 25.056276480|116.8311509506291 +20.3320494280406|   -3.993 2.856   |10.98    |~                   |    ~     ~    |    1|  212.893   pc  |  -0.4442     +0.4442  |paral   |2020yCat.1350....0G
6801|TYC 4612-1127-1                                                                                          |Star                               |22 05 55.0452732384 +81 13 17.115757824|116.7523641267413 +20.4094052070552|    7.046 8.391   |10.83    |~                   |    ~     ~    |    1|  828.020   pc  |  -7.5418     +7.5418  |paral   |2020yCat.1350....0G
6802|TYC 4650-2507-1                                                                                          |Star                               |22 06 22.4809454160 +82 40 51.204182988|117.7494063481949 +21.5335009811589|   -3.572 0.255   |10.93    |~                   |    ~     ~    |    1|  757.461   pc  |  -6.0243     +6.0243  |paral   |2020yCat.1350....0G
6803|TYC 3210-2003-1                                                                                          |Star                               |22 02 56.6607940128 +44 38 59.500574304|094.0788659008141 -08.5780350038214|-20.890 -32.274   |5.715    |~                   |    ~     ~    |    1|  162.114   pc  |  -1.3850     +1.3850  |paral   |2020yCat.1350....0G
6804|TYC 3210-2003-2                                                                                          |Hot Subdwarf Candidate             |22 02 56.6614736741 +44 39 00.534135154|094.0790428065599 -08.5778073391644|-13.964 -34.108   |7.742    |~                   |    ~     ~    |    1|  117.034   pc  |  -8.8154     +8.8154  |paral   |2018yCat.1345....0G
6805|HD 210432A                                                                                               |Star                               |22 08 34.118497 +59 17 37.47597        |103.451763230 +02.728347020        |        9.5 0.7   |7.97     |~                   |    ~     ~    |    0|                |                       |        |                   
6806|NGC 7215                           NGC 7215                                                              |Quasar                             |22 08 34.4773268304 +00 30 42.238686960|061.3905099434128 -42.1034105044020|            ~ ~   |     ~   |~                   |0.580 0.244    |    1|   58       Mpc |                       |        |2007ApJS..173..185G
6807|AG+18 2248                                                                                               |Spectroscopic Binary               |22 08 58.176648 +18 29 17.73816        |077.609301284 -29.742675587        |    -49.7 -45.1   |10.462   |G5                  |    ~     ~    |    0|                |                       |        |                   
6808|BD+19 4853A                                                                                              |Star                               |22 05 58.8374210238 +20 36 20.636270607|078.6175295592932 -27.6938184532102|  -9.708 -6.718   |9.94     |~                   |    ~     ~    |    1|  111.046   pc  |  -0.1874     +0.1874  |paral   |2020yCat.1350....0G
6809|TYC 2204-1881-2                                                                                          |Star                               |22 09 10.0339685112 +23 45 58.940713260|081.5557311368187 -25.7834332477840|  16.310 -0.271   |10.80    |~                   |    ~     ~    |    1|  215.026   pc  |  -1.0958     +1.0958  |paral   |2020yCat.1350....0G
6810|TYC 3605-2677-1                                                                                          |Star                               |22 05 12.9218682936 +46 27 43.195729068|095.4971080310605 -07.3659333355488|    2.294 0.179   |10.84    |~                   |    ~     ~    |    1| 1215.362   pc  | -18.1684    +18.1684  |paral   |2020yCat.1350....0G
6811|V* V447 Cep A                                                                                            |Star                               |22 10 59.5572091968 +63 23 58.485774444|106.0724752927615 +05.9086817468072|  -1.039 -2.209   |7.99     |~                   |    ~     ~    |    1|  880.127   pc  | -65.7655    +65.7655  |paral   |2020yCat.1350....0G
6812|V* V447 Cep B                                                                                            |Star                               |22 10 59.4634698576 +63 23 58.022897424|106.0722571079127 +05.9086775002862|  -0.200 -2.477   |8.26     |~                   |    ~     ~    |    1|  839.349   pc  | -52.3448    +52.3448  |paral   |2020yCat.1350....0G
6813|HD 210087B                                                                                               |Star                               |22 07 02.1323040516 +36 05 38.165358605|089.4122226748223 -15.8607540189536|  1.608 -13.927   |9.45     |~                   |    ~     ~    |    1|  163.562   pc  |  -2.3649     +2.3649  |paral   |2020yCat.1350....0G
6814|HD 210842B                                                                                               |Star                               |22 12 37.807896 +30 12 34.43124        |086.612917571 -21.242055401        |      31.0 -0.2   |9.33     |~                   |    ~     ~    |    0|                |                       |        |                   
6815|BD+52 3122A                                                                                              |Star                               |22 08 46.9406126664 +52 58 27.600394152|099.8066619149136 -02.4348048831464|  -3.407 -3.460   |9.420    |B1V:                |    ~     ~    |    1| 3309.067   pc  |-182.8637   +182.8637  |paral   |2020yCat.1350....0G
6816|HD 209601B                                                                                               |Star                               |22 04 22.5863293645 +13 38 53.577739514|072.7955343493345 -32.5125773932626| -7.074 -35.671   |7.85     |~                   |    ~     ~    |    1|   72.1277  pc  |  -0.1571     +0.1571  |paral   |2020yCat.1350....0G
6817|HD 209483B                                                                                               |Star                               |22 02 54.3823535952 +39 33 35.430694020|090.9265842121645 -12.6168501357426|   1.880 -4.748   |10.75    |~                   |    ~     ~    |    1|  572.902   pc  |  -6.8269     +6.8269  |paral   |2020yCat.1350....0G
6818|HD 209965B                                                                                               |High Proper Motion Star            |22 07 06.8260740258 +00 34 12.726857424|061.1469242177189 -41.7809816005423|  87.493 48.380   |8.34     |~                   |    ~     ~    |    1|   74.2881  pc  |  -0.1754     +0.1754  |paral   |2020yCat.1350....0G
6819|HD 210352B                                                                                               |Star                               |22 07 59.6868997200 +61 07 22.064359836|104.4611692942521 +04.2565650414321|  -2.318 -3.558   |9.63     |~                   |    ~     ~    |    1|  891.107   pc  | -11.1964    +11.1964  |paral   |2020yCat.1350....0G
6820|HD 210884B                                                                                               |High Proper Motion Star            |22 10 36.0591473496 +70 07 52.781189376|109.9975501860839 +11.4108145820468| -64.637 23.362   |8.47     |K0V                 |    ~     ~    |    1|   32.590   pc  |  -0.0175     +0.0175  |paral   |2020yCat.1350....0G
6821|TYC 3618-4082-1                                                                                          |High Proper Motion Star            |22 11 02.1503516088 +50 49 25.805522496|098.8464179266171 -04.3909990366204| 138.107 41.858   |9.86     |A0                  |    ~     ~    |    1|   55.705   pc  |  -0.0338     +0.0338  |paral   |2020yCat.1350....0G
6822|HD 211283B                                                                                               |Star                               |22 14 16.1996609328 +61 55 08.318987616|105.5339720050839 +04.4782630235719|   21.519 8.105   |10.26    |~                   |    ~     ~    |    1|  376.648   pc  |  -1.5321     +1.5321  |paral   |2020yCat.1350....0G
6823|HD 209339B                                                                                               |Star                               |22 00 39.166909 +62 29 15.34218        |104.577253015 +05.869302462        |      -1.7 -2.9   |9.98     |~                   |    ~     ~    |    0|                |                       |        |                   
6824|TYC 3969-744-2                                                                                           |Spectroscopic Binary               |22 12 41.0956095768 +52 54 03.466318896|100.2461265142257 -02.8328099569407|  1.819 -17.784   |10.51    |~                   |    ~     ~    |    1|  248.379   pc  |  -1.3819     +1.3819  |paral   |2020yCat.1350....0G
6825|TYC 2733-1036-2                                                                                          |Star                               |22 14 06.272 +31 24 06.18              |087.655646 -20.485679              |            ~ ~   |9.79     |~                   |    ~     ~    |    0|                |                       |        |                   
6826|BD+44 4018B                                                                                              |Star                               |22 01 18.3698162561 +45 15 00.075303428|094.2130347531700 -07.9249129168305|   2.601 -1.925   |9.90     |~                   |    ~     ~    |    1|  552.395   pc  | -10.4968    +10.4968  |paral   |2020yCat.1350....0G
6827|BD+44 4019B                                                                                              |Star                               |22 01 24.6692696900 +45 14 55.141972365|094.2270172844541 -07.9372239878576|  30.299 12.161   |10.94    |~                   |    ~     ~    |    1|  241.371   pc  |  -1.6138     +1.6138  |paral   |2020yCat.1350....0G
6828|TYC 2211-1407-2                                                                                          |Star                               |22 02 00.716 +26 50 46.48              |082.380739 -22.387448              |     -6.3 -19.5   |10.18    |~                   |    ~     ~    |    0|                |                       |        |                   
6829|TYC 2207-93-2                                                                                            |High Proper Motion Star            |22 02 29.871 +26 12 07.50              |082.017243 -22.948031              |      79.5 -5.0   |9.67     |~                   |    ~     ~    |    0|                |                       |        |                   
6830|TYC 3202-33-2                                                                                            |Star                               |22 02 41.409895 +40 48 11.72712        |091.670147302 -11.607266557        |       0.3 -4.0   |10.99    |~                   |    ~     ~    |    0|                |                       |        |                   
6831|TYC 564-1342-2                                                                                           |Star                               |22 03 40.210 +05 15 01.40              |065.135362 -38.133023              |       3.0 -9.0   |10.85    |~                   |    ~     ~    |    0|                |                       |        |                   
6832|TYC 4475-497-2                                                                                           |Star                               |22 04 16.690 +73 10 47.54              |111.461087 +14.149936              |      28.6 24.6   |9.98     |~                   |    ~     ~    |    0|                |                       |        |                   
6833|TYC 4267-1210-2                                                                                          |Star                               |22 04 28.577562 +63 19 12.50507        |105.430566255 +06.272605345        |    -13.7 -17.4   |10.63    |~                   |    ~     ~    |    0|                |                       |        |                   
6834|BD+15 4559B                                                                                              |Star                               |22 04 38.756043 +16 14 57.10798        |074.975054516 -30.689369793        |      -7.8 -8.8   |10.68    |~                   |    ~     ~    |    0|                |                       |        |                   
6835|TYC 4275-2322-2                                                                                          |Star                               |22 04 45.807 +65 38 40.26              |106.853903 +08.119160              |      -1.6 -7.1   |9.04     |~                   |    ~     ~    |    0|                |                       |        |                   
6836|TYC 3202-1347-2                                                                                          |Star                               |22 04 57.073 +40 09 36.11              |091.619627 -12.379372              |     -0.1 -14.3   |10.96    |~                   |    ~     ~    |    0|                |                       |        |                   
6837|BD+62 2030B                                                                                              |Star                               |22 05 09.118 +63 04 47.89              |105.348415 +06.034254              |      -4.1 -0.9   |9.64     |A0                  |    ~     ~    |    0|                |                       |        |                   
6838|TYC 3210-568-2                                                                                           |Star                               |22 05 18.916 +43 07 31.77              |093.495582 -10.052775              |      0.4 -12.4   |10.59    |~                   |    ~     ~    |    0|                |                       |        |                   
6839|TYC 3198-2228-2                                                                                          |Star                               |22 05 22.797 +38 57 40.90              |090.942199 -13.383138              |     -0.6 -16.9   |9.93     |~                   |    ~     ~    |    0|                |                       |        |                   
6840|TYC 3973-1556-2                                                                                          |Star                               |22 05 28.779 +54 22 37.05              |100.230833 -01.011169              |       -8.2 5.1   |10.39    |~                   |    ~     ~    |    0|                |                       |        |                   
6841|TYC 3206-1502-2                                                                                          |Star                               |22 05 43.093 +41 21 08.55              |092.473083 -11.515877              |      -1.8 -3.6   |10.03    |~                   |    ~     ~    |    0|                |                       |        |                   
6842|TYC 561-713-2                                                                                            |Star                               |22 05 50.416 +04 51 52.95              |065.215157 -38.794000              |       11.4 5.1   |9.06     |~                   |    ~     ~    |    0|                |                       |        |                   
6843|TYC 3605-1126-2                                                                                          |Star                               |22 05 51.792 +45 22 16.87              |094.933469 -08.309559              |       0.6 -5.0   |10.16    |~                   |    ~     ~    |    0|                |                       |        |                   
6844|TYC 3206-1384-2                                                                                          |Star                               |22 06 04.287 +41 58 37.46              |092.909110 -11.055700              |      -1.9 -6.7   |10.04    |~                   |    ~     ~    |    0|                |                       |        |                   
6845|TYC 3206-1567-2                                                                                          |Star                               |22 06 13.480940 +42 29 20.93551        |093.244249287 -10.662387186        |      -4.0 -4.2   |10.98    |~                   |    ~     ~    |    0|                |                       |        |                   
6846|TYC 4271-37-2                                                                                            |High Proper Motion Star            |22 06 36.5652523560 +63 45 16.480979028|105.8823494586675 +06.4814457559015|  80.524 28.826   |10.64    |~                   |    ~     ~    |    1|   41.968   pc  |  -0.0213     +0.0213  |paral   |2020yCat.1350....0G
6847|TYC 2208-1638-2                                                                                          |Star                               |22 06 55.163653 +24 33 44.16278        |081.688747980 -24.844357440        |      3.3 -26.4   |10.88    |~                   |    ~     ~    |    0|                |                       |        |                   
6848|HD 235726B                                                                                               |Star                               |22 07 05.829000 +54 10 39.51408        |100.304856797 -01.311155695        |            ~ ~   |9.93     |~                   |    ~     ~    |    0|                |                       |        |                   
6849|HD 209965A                                                                                               |High Proper Motion Star            |22 07 06.6593997999 +00 34 13.010044401|061.1464291900317 -41.7803881607616|  88.084 46.491   |7.98     |~                   |    ~     ~    |    1|   74.6904  pc  |  -0.1612     +0.1612  |paral   |2020yCat.1350....0G
6850|TYC 2724-1834-2                                                                                          |Star                               |22 07 18.160955 +32 59 28.74530        |087.471531991 -18.348624983        |      17.7 35.5   |10.90    |~                   |    ~     ~    |    0|                |                       |        |                   
6851|HD 239857B                                                                                               |Star                               |22 07 30.046858 +56 30 30.66622        |101.713514650 +00.546858219        |       5.0 -2.5   |9.57     |~                   |    ~     ~    |    0|                |                       |        |                   
6852|TYC 3206-1460-2                                                                                          |Star                               |22 07 37.9712137895 +41 20 48.916351517|092.7636743499191 -11.7352632044462|   -1.847 1.715   |10.88    |~                   |    ~     ~    |    1|  474.992   pc  | -13.4017    +13.4017  |paral   |2020yCat.1350....0G
6853|BD+49 3742B                                                                                              |Star                               |22 07 39.297030 +50 20 18.27021        |098.125513550 -04.475135459        |       31.4 7.5   |10.15    |~                   |    ~     ~    |    0|                |                       |        |                   
6854|TYC 3969-2169-2                                                                                          |Star                               |22 07 50.240 +53 33 04.78              |100.027540 -01.883286              |      25.4 15.3   |10.60    |~                   |    ~     ~    |    0|                |                       |        |                   
6855|TYC 3618-1464-2                                                                                          |Star                               |22 08 34.439 +51 32 24.80              |098.946217 -03.583453              |       10.5 3.3   |10.24    |~                   |    ~     ~    |    0|                |                       |        |                   
6856|HD 210432B                                                                                               |Star                               |22 08 34.023169 +59 17 37.92993        |103.451671371 +02.728567520        |        9.5 0.7   |8.00     |~                   |    ~     ~    |    0|                |                       |        |                   
6857|TYC 3618-3030-2                                                                                          |Star                               |22 09 05.897 +50 46 33.29              |098.568063 -04.253224              |       1.0 -2.9   |10.41    |~                   |    ~     ~    |    0|                |                       |        |                   
