C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:22:18

dec >=0&rah >=7.75&rah< 8.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 5021

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
911 |BD+46 1328                                                                                               |Star                               |07 54 15.8194637304 +46 11 42.183203748|173.0472725692620 +29.7261461751780| -0.162 -14.155   |10.09    |K0               |    ~     ~    |    1|  782.411   pc  |  -9.3049     +9.3049  |paral   |2020yCat.1350....0G
912 |BD+46 1331                                                                                               |Star                               |07 55 58.5307377072 +45 52 16.506176664|173.4712594675524 +29.9667278397889|   5.967 -8.203   |9.06     |K2               |    ~     ~    |    1|  692.761   pc  |  -7.2468     +7.2468  |paral   |2020yCat.1350....0G
913 |BD+46 1334                                                                                               |Star                               |07 57 25.9424671872 +46 20 19.039138404|172.9835052366135 +30.2895850755433|-23.635 -39.343   |9.897    |F8               |    ~     ~    |    1|  160.387   pc  |  -0.4785     +0.4785  |paral   |2020yCat.1350....0G
914 |HD 64867                                                                                                 |Star                               |07 58 01.7061600792 +46 26 15.128704500|172.8882504460542 +30.4061686608803|-19.924 -17.892   |8.71     |G5               |    ~     ~    |    1|  410.492   pc  |  -4.1283     +4.1283  |paral   |2020yCat.1350....0G
915 |BD+46 1337                                                                                               |Star                               |07 58 20.0212861080 +46 26 25.838186496|172.8939684674478 +30.4586107912629|  -6.201 -5.347   |9.48     |G5               |    ~     ~    |    1|  643.045   pc  |  -7.8153     +7.8153  |paral   |2020yCat.1350....0G
916 |BD+46 1305                                                                                               |Star                               |07 45 07.8862604880 +45 40 10.683178932|173.3140241063058 +28.0700507485055|   0.337 -5.440   |9.44     |K5               |    ~     ~    |    1|  864.006   pc  | -12.1680    +12.1680  |paral   |2020yCat.1350....0G
917 |BD+46 1319                                                                                               |Star                               |07 50 13.0480633536 +45 41 26.024645544|173.4791687911101 +28.9467144007536|  14.268 -2.754   |9.02     |K0               |    ~     ~    |    1|  402.026   pc  |  -3.0224     +3.0224  |paral   |2020yCat.1350....0G
918 |HD 63312                                                                                                 |Star                               |07 50 22.8347360256 +45 47 30.752811420|173.3710412934728 +28.9928176384809|   -3.713 8.020   |7.06     |A3V              |    ~     ~    |    1|  106.928   pc  |  -0.3041     +0.3041  |paral   |2020yCat.1350....0G
919 |HD 63903                                                                                                 |Double or Multiple Star            |07 53 22.89217 +45 44 28.8811          |173.53244524 +29.49939124          |     17.92 6.47   |7.41     |G5               |    ~     ~    |    0|                |                       |        |                   
920 |HD 62379                                                                                                 |High Proper Motion Star            |07 45 50.6714700816 +45 33 46.712583468|173.4599859116617 +28.1717991722028|-22.190 -43.199   |8.71     |F5               |    ~     ~    |    1|  168.796   pc  |  -1.1995     +1.1995  |paral   |2020yCat.1350....0G
921 |BD+45 1482                                                                                               |Double or Multiple Star            |07 46 41.1887719872 +45 12 12.811313268|173.8925649397580 +28.2474574466720|  1.182 -81.852   |9.77     |K0               |    ~     ~    |    1|   94.165   pc  |  -2.7647     +2.7647  |paral   |2020yCat.1350....0G
922 |HD 62614                                                                                                 |Star                               |07 46 54.9886722024 +44 48 23.685336828|174.3434788635664 +28.2099067521606| -8.352 -16.631   |9.82     |A3               |    ~     ~    |    1|  354.283   pc  |  -3.8032     +3.8032  |paral   |2020yCat.1350....0G
923 |HD 62627                                                                                                 |Star                               |07 47 02.6127626904 +45 16 43.795366644|173.8224441633032 +28.3236411976293|-10.379 -10.172   |8.48     |K2               |    ~     ~    |    1|  301.686   pc  |  -1.8749     +1.8749  |paral   |2020yCat.1350....0G
924 |BD+45 1485                                                                                               |Star                               |07 47 19.5902068224 +45 03 38.322840708|174.0765829827673 +28.3305782397769|  1.274 -28.607   |9.27     |K0               |    ~     ~    |    1|  242.830   pc  |  -2.0343     +2.0343  |paral   |2020yCat.1350....0G
925 |HD 62693                                                                                                 |Star                               |07 47 29.2330252968 +45 35 50.665894440|173.4836909386138 +28.4605349631621| -8.521 -14.559   |9.14     |K                |    ~     ~    |    1|  499.401   pc  | -25.9876    +25.9876  |paral   |2020yCat.1350....0G
926 |BD+45 1488                                                                                               |Star                               |07 47 26.8401570936 +44 46 48.382191768|174.3938972272184 +28.2970763039470| -3.577 -35.221   |9.46     |K0               |    ~     ~    |    1|  404.613   pc  |  -2.7995     +2.7995  |paral   |2020yCat.1350....0G
927 |BD+45 1489                                                                                               |Star                               |07 48 16.2732251208 +44 39 37.852245900|174.5595831312140 +28.4173361012877| 15.070 -20.978   |10.46    |F8               |    ~     ~    |    1|  333.901   pc  |  -1.5163     +1.5163  |paral   |2020yCat.1350....0G
928 |HD 63159                                                                                                 |Star                               |07 49 33.1116133704 +44 50 30.705450432|174.4065647972379 +28.6752422654279| -15.122 -0.305   |8.33     |K0               |    ~     ~    |    1|  424.430   pc  |  -5.0620     +5.0620  |paral   |2020yCat.1350....0G
929 |BD+45 1495                                                                                               |Star                               |07 50 31.3316754816 +45 16 17.959057032|173.9609713597256 +28.9234621350064| -7.816 -16.907   |9.84     |K0               |    ~     ~    |    1|  271.422   pc  |  -1.1124     +1.1124  |paral   |2020yCat.1350....0G
930 |HD 63349                                                                                                 |Star                               |07 50 33.0381118776 +45 20 26.442943152|173.8844637885907 +28.9409473555470|   7.267 -6.368   |8.06     |K2               |    ~     ~    |    1|  311.993   pc  |  -2.4432     +2.4432  |paral   |2020yCat.1350....0G
931 |BD+45 1499                                                                                               |Star                               |07 52 44.6463410064 +45 07 18.630563016|174.2103103384099 +29.2815104522218|  1.715 -16.805   |9.78     |K0               |    ~     ~    |    1|  544.811   pc  |  -4.7788     +4.7788  |paral   |2020yCat.1350....0G
932 |IRAS 07437+4546                                                                                          |Long-Period Variable Candidate     |07 47 20.7031682232 +45 39 34.428949164|173.4089447000584 +28.4477893112606|  -4.636 -9.368   |10.11    |~                |    ~     ~    |    1| 1575.05    pc  | -67.9735    +67.9735  |paral   |2020yCat.1350....0G
933 |IRAS 07513+4655                                                                                          |Long-Period Variable Candidate     |07 54 55.7454282624 +46 47 15.899816904|172.3938309480355 +29.9336924001219|  -0.896 -5.217   |10.44    |~                |    ~     ~    |    1| 1564.7     pc  | -59.0037    +59.0037  |paral   |2020yCat.1350....0G
934 |TYC 2971-1286-1                                                                                          |High Proper Motion Star            |07 45 03.7324908024 +44 47 37.702155948|174.2834700909387 +27.8850148459947| -8.727 -58.732   |9.80     |~                |    ~     ~    |    1|  218.551   pc  |  -0.6591     +0.6591  |paral   |2020yCat.1350....0G
935 |TYC 3407-88-1                                                                                            |Star                               |07 48 29.2505863536 +46 32 07.946868228|172.4687208260658 +28.8019607381912|-23.594 -39.213   |9.71     |~                |    ~     ~    |    1|  165.804   pc  |  -0.4124     +0.4124  |paral   |2020yCat.1350....0G
936 |TYC 3407-191-1                                                                                           |Star                               |07 45 11.6929391352 +45 26 46.546835136|173.5647466060678 +28.0374903666973|   0.068 -3.824   |10.06    |~                |    ~     ~    |    1|  773.096   pc  | -35.2032    +35.2032  |paral   |2020yCat.1350....0G
937 |TYC 3407-323-1                                                                                           |Star                               |07 45 13.2371380392 +45 06 18.321673248|173.9446140223193 +27.9747396116749|   23.402 3.466   |10.66    |~                |    ~     ~    |    1|  224.195   pc  |  -0.7389     +0.7389  |paral   |2020yCat.1350....0G
938 |TYC 3407-335-1                                                                                           |Star                               |07 49 56.9965822992 +45 27 43.046600832|173.7263275841800 +28.8593370715251|  -8.291 -3.499   |10.24    |~                |    ~     ~    |    1|  725.584   pc  |  -7.2127     +7.2127  |paral   |2020yCat.1350....0G
939 |TYC 3407-431-1                                                                                           |Star                               |07 45 07.4573252352 +45 15 09.473833872|173.7770415704522 +27.9872978038906|    5.710 9.155   |10.92    |~                |    ~     ~    |    1|  143.916   pc  |  -4.6539     +4.6539  |paral   |2020yCat.1350....0G
940 |TYC 3407-467-1                                                                                           |Star                               |07 48 41.8330135512 +45 17 14.390491128|173.8756897115915 +28.6108584965805|-19.116 -25.001   |10.16    |~                |    ~     ~    |    1|  376.336   pc  | -14.6444    +14.6444  |paral   |2020yCat.1350....0G
941 |TYC 3407-472-1                                                                                           |Star                               |07 50 30.2612305560 +46 31 15.357434916|172.5539844162078 +29.1410557053008|  -0.402 -1.454   |10.24    |~                |    ~     ~    |    1|  974.089   pc  | -12.0504    +12.0504  |paral   |2020yCat.1350....0G
942 |TYC 3407-504-1                                                                                           |High Proper Motion Star            |07 47 48.2886969720 +45 58 34.124598696|173.0718205023671 +28.5852396106669| 47.982 -29.456   |9.52     |~                |    ~     ~    |    1|  128.246   pc  |  -7.9489     +7.9489  |paral   |2020yCat.1350....0G
943 |TYC 3407-569-1                                                                                           |Star                               |07 49 52.5496575936 +45 17 44.038784112|173.9103413119834 +28.8160722110111| -11.786 16.468   |10.85    |~                |    ~     ~    |    1|  206.186   pc  |  -6.9720     +6.9720  |paral   |2020yCat.1350....0G
944 |TYC 3407-593-1                                                                                           |Star                               |07 49 12.0407726544 +45 29 07.763616312|173.6724732504940 +28.7345172083486|   5.609 -3.746   |10.34    |~                |    ~     ~    |    1|  905.059   pc  | -68.3156    +68.3156  |paral   |2020yCat.1350....0G
945 |TYC 3407-618-1                                                                                           |Star                               |07 47 26.6739 +47 14 52.430            |171.6329912 +28.7508385            |  -10.50 -18.50   |10.63    |~                |    ~     ~    |    0|                |                       |        |                   
946 |TYC 3407-629-1                                                                                           |Star                               |07 45 13.2365542224 +45 04 25.182535728|173.9794896012094 +27.9684975767870| -9.638 -17.508   |10.25    |~                |    ~     ~    |    1|  352.249   pc  |  -2.1342     +2.1342  |paral   |2020yCat.1350....0G
947 |TYC 3407-677-1                                                                                           |Star                               |07 48 56.8045471944 +45 29 36.633206328|173.6541286748580 +28.6922542727772|  -14.583 2.685   |9.46     |~                |    ~     ~    |    1|  563.761   pc  |  -4.9581     +4.9581  |paral   |2020yCat.1350....0G
948 |TYC 3407-861-1                                                                                           |Star                               |07 45 25.3631206584 +46 17 58.304888880|172.6235878161162 +28.2396500752086|  -4.130 -5.215   |9.89     |~                |    ~     ~    |    1|  681.477   pc  |  -7.1519     +7.1519  |paral   |2020yCat.1350....0G
949 |TYC 3407-870-1                                                                                           |Star                               |07 50 25.2158875512 +46 50 30.616297836|172.1890137342804 +29.1811944348384| -4.393 -13.128   |10.08    |~                |    ~     ~    |    1|  774.473   pc  | -13.4957    +13.4957  |paral   |2020yCat.1350....0G
950 |TYC 3407-875-1                                                                                           |Star                               |07 46 41.0838940536 +45 48 55.035165564|173.2104541586548 +28.3638696920652|  10.062 -8.780   |9.46     |~                |    ~     ~    |    1|  530.026   pc  |  -5.0005     +5.0005  |paral   |2020yCat.1350....0G
951 |TYC 3407-947-1                                                                                           |Spectroscopic Binary               |07 48 04.6418192784 +47 14 29.544417168|171.6611969135750 +28.8555456053476|  3.944 -23.419   |10.45    |~                |    ~     ~    |    1|  388.742   pc  |  -2.6295     +2.6295  |paral   |2020yCat.1350....0G
952 |TYC 3407-1013-1                                                                                          |Star                               |07 49 59.4569582112 +46 17 51.391171284|172.7882109108845 +29.0153502353876|-32.556 -24.890   |10.91    |~                |    ~     ~    |    1|  181.755   pc  |  -1.4007     +1.4007  |paral   |2020yCat.1350....0G
953 |TYC 3407-1371-1                                                                                          |Star                               |07 49 33.7286124576 +45 36 51.605148492|173.5411680780039 +28.8203092019311|   0.276 -0.166   |10.36    |~                |    ~     ~    |    1|  278.118   pc  |  -1.3227     +1.3227  |paral   |2020yCat.1350....0G
954 |TYC 3407-1374-1                                                                                          |Spectroscopic Binary               |07 51 19.3106602824 +45 39 08.887328964|173.5613269926959 +29.1297775942944|    5.208 0.225   |10.00    |~                |    ~     ~    |    1|  433.839   pc  |  -3.3126     +3.3126  |paral   |2020yCat.1350....0G
955 |TYC 3407-1716-1                                                                                          |High Proper Motion Star            |07 54 40.4042486256 +46 29 33.336096684|172.7220596949601 +29.8439031922188|  9.920 -57.959   |10.04    |~                |    ~     ~    |    1|  220.970   pc  |  -0.7373     +0.7373  |paral   |2020yCat.1350....0G
956 |TYC 3407-1935-1                                                                                          |Star                               |07 53 40.9072621992 +46 55 49.026357948|172.1930309527458 +29.7454292321701|  1.230 -11.852   |10.61    |~                |    ~     ~    |    1|  485.555   pc  |  -5.5876     +5.5876  |paral   |2020yCat.1350....0G
957 |TYC 3407-1953-1                                                                                          |Star                               |07 53 12.2400757728 +46 53 46.859501400|172.2167053352868 +29.6594851557915|  -4.930 -1.963   |10.30    |~                |    ~     ~    |    1| 1454.545   pc  | -30.8893    +30.8893  |paral   |2020yCat.1350....0G
958 |TYC 3407-1974-1                                                                                          |Star                               |07 51 37.5553988472 +46 15 15.570166068|172.8927439795308 +29.2861917090293|  1.409 -28.628   |10.38    |~                |    ~     ~    |    1|  242.142   pc  |  -1.0144     +1.0144  |paral   |2020yCat.1350....0G
959 |TYC 3407-2182-1                                                                                          |Spectroscopic Binary               |07 52 49.5174048960 +46 16 25.739411916|172.9107414372515 +29.4938058370290|  -10.305 0.631   |9.84     |~                |    ~     ~    |    1|  210.575   pc  |  -0.7538     +0.7538  |paral   |2020yCat.1350....0G
960 |TYC 3407-2220-1                                                                                          |Star                               |07 54 31.1550208008 +45 48 28.854809532|173.4952442133090 +29.7061599612157|  3.051 -40.364   |10.90    |~                |    ~     ~    |    1|  278.064   pc  |  -5.7216     +5.7216  |paral   |2020yCat.1350....0G
961 |TYC 3407-2286-1                                                                                          |Star                               |07 51 33.5561186400 +45 53 25.722585024|173.3012702005327 +29.2122425205408|  -0.620 -1.099   |10.75    |~                |    ~     ~    |    1|  529.465   pc  | -17.3246    +17.3246  |paral   |2020yCat.1350....0G
962 |TYC 3407-2485-1                                                                                          |Star                               |07 54 29.7746323776 +45 24 37.773430092|173.9454547159191 +29.6353210441317|-19.425 -36.134   |10.28    |~                |    ~     ~    |    1|  137.440   pc  |  -0.3702     +0.3702  |paral   |2020yCat.1350....0G
963 |TYC 3407-2512-1                                                                                          |Star                               |07 53 09.5202911736 +46 28 03.655570836|172.7018895889935 +29.5825391701166|  -5.540 -0.707   |10.90    |~                |    ~     ~    |    1|  267.974   pc  |  -1.8814     +1.8814  |paral   |2020yCat.1350....0G
964 |TYC 3407-2625-1                                                                                          |Star                               |07 56 58.8074479752 +46 37 48.036525384|172.6363242465267 +30.2569374050835|   4.189 -5.101   |10.47    |~                |    ~     ~    |    1|  553.495   pc  |  -7.9346     +7.9346  |paral   |2020yCat.1350....0G
965 |TYC 3407-2809-1                                                                                          |Star                               |07 53 24.0738758568 +45 23 03.193613088|173.9372412026678 +29.4414401349536|-13.813 -10.674   |10.51    |~                |    ~     ~    |    1|  289.176   pc  |  -9.3574     +9.3574  |paral   |2020yCat.1350....0G
966 |TYC 3407-2886-1                                                                                          |Star                               |07 52 15.2417384568 +45 21 03.717151488|173.9342281392170 +29.2372489992798|  -0.331 -6.102   |9.76     |~                |    ~     ~    |    1| 1202.646   pc  | -35.4357    +35.4357  |paral   |2020yCat.1350....0G
967 |TYC 3407-2955-1                                                                                          |Star                               |07 51 50.5565440056 +45 06 47.200112748|174.1875312586269 +29.1234805482646|    0.405 0.141   |10.61    |~                |    ~     ~    |    1| 1309.758   pc  | -28.6483    +28.6483  |paral   |2020yCat.1350....0G
968 |TYC 3407-2961-1                                                                                          |Star                               |07 56 55.3638687168 +46 26 32.177698152|172.8493565990914 +30.2186020242659|  -0.285 -2.457   |10.10    |~                |    ~     ~    |    1| 1505.571   pc  | -36.0412    +36.0412  |paral   |2020yCat.1350....0G
969 |TYC 3407-3323-1                                                                                          |Star                               |07 52 52.7340981960 +45 01 02.346713760|174.3330918293842 +29.2863171734779| -14.981 -7.333   |10.79    |~                |    ~     ~    |    1|  425.622   pc  |  -2.9347     +2.9347  |paral   |2020yCat.1350....0G
970 |HD 62300                                                                                                 |Star                               |07 45 19.1013298272 +44 34 29.133811236|174.5365888398808 +27.8853030949991| -5.777 -42.050   |9.06     |K0               |    ~     ~    |    1|  373.511   pc  |  -2.1066     +2.1066  |paral   |2020yCat.1350....0G
971 |BD+44 1668                                                                                               |Star                               |07 45 28.4359179840 +44 07 47.624703708|175.0355352626538 +27.8214936394247|  2.521 -16.695   |9.93     |F2               |    ~     ~    |    1|  374.546   pc  |  -2.9460     +2.9460  |paral   |2020yCat.1350....0G
972 |HD 62380                                                                                                 |Double or Multiple Star            |07 45 46.3937549160 +44 17 05.344853352|174.8764851541023 +27.9057934633792|  4.009 -16.566   |8.72     |G5               |0.0050  0.0    |    0|                |                       |        |                   
973 |HD 62809                                                                                                 |Star                               |07 47 49.0077278016 +44 16 13.599744600|174.9760156270746 +28.2611675557875|-11.830 -29.691   |9.09     |K5               |    ~     ~    |    1|  430.756   pc  |  -2.6534     +2.6534  |paral   |2020yCat.1350....0G
974 |BD+44 1676                                                                                               |Star                               |07 49 04.4689604160 +44 09 57.522488544|175.1430221428954 +28.4614047093041|  -2.089 -2.492   |9.45     |K5               |    ~     ~    |    1| 1395.479   pc  | -34.6630    +34.6630  |paral   |2020yCat.1350....0G
975 |HD 63206                                                                                                 |Star                               |07 49 44.3825998728 +44 22 19.895418660|174.9391707198028 +28.6183648316384|  -3.932 -0.460   |8.12     |K5               |    ~     ~    |    1| 1115.822   pc  | -25.0257    +25.0257  |paral   |2020yCat.1350....0G
976 |BD+44 1672                                                                                               |Star                               |07 46 18.7497 +43 40 13.190            |175.5794182 +27.8739942            |    -12.6 -21.3   |9.93     |F5               |    ~     ~    |    0|                |                       |        |                   
977 |BD+43 1734                                                                                               |Star                               |07 46 02.8005574008 +43 27 07.446686328|175.8093312654571 +27.7811706758257|-28.706 -21.787   |9.87     |F8               |    ~     ~    |    1|  159.271   pc  |  -0.3754     +0.3754  |paral   |2020yCat.1350....0G
978 |TYC 2971-542-1                                                                                           |Star                               |07 45 07.8119657904 +43 13 33.391161624|176.0187246267182 +27.5701846874274| -11.439 -2.053   |10.97    |~                |    ~     ~    |    1| 1141.944   pc  | -16.8221    +16.8221  |paral   |2020yCat.1350....0G
979 |TYC 2971-736-1                                                                                           |Star                               |07 45 41.5423324752 +43 43 15.460457592|175.4969628010482 +27.7749484973383|  -2.704 -2.477   |10.81    |~                |    ~     ~    |    1|  296.033   pc  |  -1.6738     +1.6738  |paral   |2020yCat.1350....0G
980 |TYC 2971-761-1                                                                                           |Star                               |07 47 46.1036336280 +44 06 20.986999344|175.1571395365376 +28.2197863285316|    6.120 0.634   |9.87     |~                |    ~     ~    |    1|  625.234   pc  |  -4.7301     +4.7301  |paral   |2020yCat.1350....0G
981 |TYC 2971-782-1                                                                                           |Star                               |07 47 20.7876791784 +43 50 07.530084420|175.4400733293632 +28.0907351030294|-11.423 -31.549   |10.86    |~                |    ~     ~    |    1|  238.396   pc  |  -5.0467     +5.0467  |paral   |2020yCat.1350....0G
982 |TYC 2971-905-1                                                                                           |High Proper Motion Star            |07 47 26.6876403672 +43 49 14.503881252|175.4605210276914 +28.1050919579966|-31.774 -37.413   |10.81    |~                |    ~     ~    |    1|  266.446   pc  |  -1.1288     +1.1288  |paral   |2020yCat.1350....0G
983 |TYC 2971-1034-1                                                                                          |Star                               |07 45 33.1240508808 +44 37 40.573878960|174.4871802007556 +27.9368030511963|   6.980 10.449   |10.78    |~                |    ~     ~    |    1|  464.943   pc  |  -4.6261     +4.6261  |paral   |2020yCat.1350....0G
984 |BD+46 1340                                                                                               |Star                               |07 59 02.8425762456 +46 00 03.438050760|173.4197871084797 +30.5145368599365|  -1.251 -2.574   |9.82     |K0               |    ~     ~    |    1| 1021.138   pc  | -19.3946    +19.3946  |paral   |2020yCat.1350....0G
985 |BD+45 1501                                                                                               |Star                               |07 52 55.3494409536 +44 39 05.336792424|174.7471613863953 +29.2280478152920| -14.492 -6.492   |10.11    |G0               |    ~     ~    |    1|  175.356   pc  |  -0.5350     +0.5350  |paral   |2020yCat.1350....0G
986 |HD 64445                                                                                                 |Star                               |07 56 00.5747529096 +45 31 51.421523448|173.8598319575694 +29.9170638738685| -0.976 -35.609   |8.99     |G0               |    ~     ~    |    1|  157.272   pc  |  -0.4032     +0.4032  |paral   |2020yCat.1350....0G
987 |BD+44 1683                                                                                               |Star                               |07 52 29.7782809056 +44 20 38.235493356|175.0773422314400 +29.0968366569072|   1.853 -6.151   |9.85     |K5               |    ~     ~    |    1| 1310.788   pc  | -32.6451    +32.6451  |paral   |2020yCat.1350....0G
988 |BD+46 1336                                                                                               |Star                               |07 58 04.7906356440 +45 49 28.006861836|173.5920054235828 +30.3210922032166|   2.860 -5.459   |9.94     |A2               |    ~     ~    |    1|  425.224   pc  |  -4.5566     +4.5566  |paral   |2020yCat.1350....0G
989 |BD+46 1338                                                                                               |Star                               |07 58 20.3252223528 +45 48 13.150240344|173.6239515297717 +30.3624146856051|-16.709 -32.792   |10.42    |F5               |    ~     ~    |    1|  243.843   pc  |  -1.2605     +1.2605  |paral   |2020yCat.1350....0G
990 |BD+45 1508                                                                                               |Star                               |07 56 48.0986835768 +45 08 48.864151680|174.3235630094920 +29.9907401975480|   0.219 -7.498   |10.10    |K0               |    ~     ~    |    1| 1144.034   pc  | -27.2233    +27.2233  |paral   |2020yCat.1350....0G
991 |HD 64645                                                                                                 |Star                               |07 56 54.9525043248 +45 27 00.932201424|173.9817988197011 +30.0605210741826|  -19.864 1.702   |8.670    |A3               |    ~     ~    |    1|  186.137   pc  |  -0.6895     +0.6895  |paral   |2020yCat.1350....0G
992 |IRAS 07501+4435                                                                                          |Long-Period Variable Candidate     |07 53 39.4133542248 +44 27 54.372542472|174.9845149683393 +29.3228444693302|  -7.133 -7.570   |10.20    |~                |    ~     ~    |    1|  925.497   pc  | -32.977     +32.977   |paral   |2020yCat.1350....0G
993 |HD 64786                                                                                                 |High Proper Motion Star            |07 57 32.1740137488 +44 38 49.218152964|174.9178993219984 +30.0351014675598| -83.978 -6.866   |9.23     |G0               |    ~     ~    |    1|   98.370   pc  |  -0.2177     +0.2177  |paral   |2020yCat.1350....0G
994 |HD 64957                                                                                                 |Star                               |07 58 26.9303367072 +44 52 37.845179508|174.6867446479732 +30.2332349679314|   1.746 -0.675   |10.18    |A0               |    ~     ~    |    1|  426.185   pc  |  -4.8133     +4.8133  |paral   |2020yCat.1350....0G
995 |HD 65137                                                                                                 |High Proper Motion Star            |07 59 16.7915891736 +44 51 06.407922780|174.7436490735192 +30.3743542267741| -15.773 82.483   |8.44     |F8               |    ~     ~    |    1|   58.368   pc  |  -0.0821     +0.0821  |paral   |2020yCat.1350....0G
996 |HD 64557                                                                                                 |Star                               |07 56 21.7014198936 +44 10 32.465692596|175.4114390958990 +29.7469131525435|  -19.748 8.365   |9.16     |K0               |    ~     ~    |    1|  478.011   pc  |  -5.2097     +5.2097  |paral   |2020yCat.1350....0G
997 |HD 64958                                                                                                 |Star                               |07 58 16.5654274056 +43 58 38.555017824|175.7062155368584 +30.0506290786774|   40.488 6.068   |6.360    |K0               |    ~     ~    |    1|  138.290   pc  |  -0.5986     +0.5986  |paral   |2020yCat.1350....0G
998 |HD 65274                                                                                                 |Star                               |07 59 56.1917273472 +44 19 10.480139940|175.3744941947001 +30.4022936464741|   0.230 -4.535   |10.04    |F5               |    ~     ~    |    1|  619.003   pc  |  -6.2073     +6.2073  |paral   |2020yCat.1350....0G
999 |TYC 2972-1157-1                                                                                          |Star                               |07 59 55.0492462248 +44 18 26.569707768|175.3877836654235 +30.3969093618103|  -7.791 -7.426   |9.95     |A2               |    ~     ~    |    1|  588.547   pc  | -15.4835    +15.4835  |paral   |2020yCat.1350....0G
1000|TYC 2972-35-1                                                                                            |High Proper Motion Star            |07 54 51.6112260120 +44 45 06.949773468|174.7043107066860 +29.5847702529635|  38.782 65.549   |9.95     |~                |    ~     ~    |    1|   56.117   pc  |  -0.0422     +0.0422  |paral   |2020yCat.1350....0G
1001|TYC 2972-46-1                                                                                            |Star                               |07 56 55.4732016792 +44 37 21.795656052|174.9241438487587 +29.9237383454895|  -3.219 -7.900   |10.37    |~                |    ~     ~    |    1|  566.155   pc  |  -6.3465     +6.3465  |paral   |2020yCat.1350....0G
1002|TYC 2972-70-1                                                                                            |Star                               |07 53 00.8707206312 +44 50 02.441889996|174.5447829772915 +29.2771088496598|-22.804 -27.498   |10.51    |~                |    ~     ~    |    1|  240.778   pc  | -11.6354    +11.6354  |paral   |2020yCat.1350....0G
1003|TYC 2972-367-1                                                                                           |Star                               |07 55 59.8026544416 +44 04 48.083546640|175.5063982718905 +29.6654403185489|  -3.732 -5.895   |10.81    |~                |    ~     ~    |    1| 1634.788   pc  | -71.3566    +71.3566  |paral   |2020yCat.1350....0G
1004|TYC 2972-755-1                                                                                           |Star                               |07 58 53.0007229584 +44 57 03.282384384|174.6170814876932 +30.3211822975529|  -5.194 -4.130   |10.30    |~                |    ~     ~    |    1|  673.900   pc  | -22.6616    +22.6616  |paral   |2020yCat.1350....0G
1005|TYC 2972-851-1                                                                                           |Star                               |07 59 18.8673885768 +44 37 22.081804464|175.0066074907628 +30.3429658816570|  -8.960 -6.743   |10.88    |~                |    ~     ~    |    1|  478.813   pc  |  -3.3701     +3.3701  |paral   |2020yCat.1350....0G
1006|TYC 2972-1045-1                                                                                          |Star                               |07 58 17.5383059976 +44 10 09.320556504|175.4884177769091 +30.0866640868654|   4.694 -1.492   |10.76    |~                |    ~     ~    |    0|                |                       |        |                   
1007|TYC 2972-1221-1                                                                                          |Star                               |07 58 08.7612691080 +44 03 51.800519628|175.6025319176948 +30.0427031501861|-10.951 -10.874   |10.80    |~                |    ~     ~    |    1|  386.041   pc  |  -2.1013     +2.1013  |paral   |2020yCat.1350....0G
1008|TYC 2972-1391-1                                                                                          |Star                               |07 58 01.1478853032 +43 57 02.373691644|175.7272935856873 +30.0004421067766|  -0.063 -0.895   |10.67    |~                |    ~     ~    |    1|  628.733   pc  |  -7.0364     +7.0364  |paral   |2020yCat.1350....0G
1009|TYC 3407-1420-1                                                                                          |Star                               |07 59 51.9500787648 +46 28 12.905031072|172.9048193212036 +30.7239981905669|  4.830 -12.817   |10.80    |~                |    ~     ~    |    1|  434.084   pc  |  -2.2988     +2.2988  |paral   |2020yCat.1350....0G
1010|TYC 3407-2376-1                                                                                          |High Proper Motion Star            |07 59 34.6638875856 +45 34 20.241600024|173.9279974713075 +30.5403146524378| 57.334 -34.550   |10.55    |~                |    ~     ~    |    1|  154.062   pc  |  -0.5364     +0.5364  |paral   |2020yCat.1350....0G
1011|TYC 3407-2697-1                                                                                          |Star                               |07 58 44.3292522312 +45 45 56.531727396|173.6799649348185 +30.4254265651261|  3.597 -14.424   |10.22    |~                |    ~     ~    |    1|  719.891   pc  |  -7.2554     +7.2554  |paral   |2020yCat.1350....0G
1012|TYC 3407-2813-1                                                                                          |Star                               |07 54 51.2449023024 +45 11 23.989029648|174.2078016763713 +29.6596738530090| -10.145 -6.432   |10.38    |~                |    ~     ~    |    1|  910.415   pc  | -17.1573    +17.1573  |paral   |2020yCat.1350....0G
1013|TYC 3407-2852-1                                                                                          |Spectroscopic Binary               |07 58 25.5998197536 +45 14 28.874683284|174.2699996305472 +30.2886271137274| 24.356 -28.309   |10.47    |~                |    ~     ~    |    1|  163.942   pc  |  -2.8355     +2.8355  |paral   |2020yCat.1350....0G
