C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:22:18

dec >=0&rah >=7.75&rah< 8.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 5021

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
11  |BD+86 104                                                                                                |High Proper Motion Star            |07 50 05.2979804664 +86 13 31.051358076|127.0693045557427 +28.0229725078356| 19.037 -81.741   |10.09    |G2               |    ~     ~    |    1|  111.433   pc  |  -0.1403     +0.1403  |paral   |2020yCat.1350....0G
12  |BD+85 109                                                                                                |Star                               |07 51 09.9860890296 +85 30 44.619679404|127.8529412799660 +28.1986019381892| 13.496 -12.637   |10.48    |G8               |    ~     ~    |    1|  236.776   pc  |  -0.8353     +0.8353  |paral   |2020yCat.1350....0G
13  |BD+85 110                                                                                                |Star                               |07 52 46.3620337320 +85 07 41.816309592|128.2700611397138 +28.3153129504441|-21.453 -22.413   |9.93     |K0               |    ~     ~    |    1|  337.416   pc  |  -1.3320     +1.3320  |paral   |2020yCat.1350....0G
14  |BD+85 111                                                                                                |Star                               |07 56 47.2713140112 +85 13 13.094519592|128.1461435973992 +28.3761725892080| -2.376 -10.293   |8.96     |K0               |    ~     ~    |    1|  381.592   pc  |  -3.5966     +3.5966  |paral   |2020yCat.1350....0G
15  |BD+85 113                                                                                                |Star                               |07 56 37.6291245648 +85 06 01.128800124|128.2794901924471 +28.4016179504397|  -1.912 -1.485   |10.53    |F8               |    ~     ~    |    1|  384.202   pc  |  -2.1846     +2.1846  |paral   |2020yCat.1350....0G
16  |BD+84 155                                                                                                |Star                               |07 54 14.6272862520 +84 34 12.370010880|128.8802155371162 +28.4719905947398| 11.156 -13.469   |9.84     |K2               |    ~     ~    |    1|  878.812   pc  |  -8.6499     +8.6499  |paral   |2020yCat.1350....0G
17  |BD+84 156                                                                                                |Star                               |07 54 05.1533435904 +84 28 38.915913324|128.9838983652344 +28.4889666734333|  10.854 25.383   |9.32     |G5               |    ~     ~    |    1|  245.489   pc  |  -0.6689     +0.6689  |paral   |2020yCat.1350....0G
18  |BD+84 157                                                                                                |Star                               |07 53 10.3114609776 +84 10 45.449800968|129.3206321117805 +28.5321934372472|    9.865 7.887   |9.92     |G5               |    ~     ~    |    1|  648.803   pc  |  -4.6304     +4.6304  |paral   |2020yCat.1350....0G
19  |BD+84 159                                                                                                |Star                               |07 56 24.9448988952 +84 27 15.089615172|128.9951912994491 +28.5489587141541|   3.099 -1.793   |10.65    |~                |    ~     ~    |    1|  821.153   pc  |  -7.7544     +7.7544  |paral   |2020yCat.1350....0G
20  |TYC 4622-105-1                                                                                           |Star                               |07 47 00.2296140312 +85 30 29.432597796|127.8770219891140 +28.1198428139002|  26.108 14.129   |10.79    |~                |    ~     ~    |    1|  364.471   pc  | -13.4433    +13.4433  |paral   |2020yCat.1350....0G
21  |TYC 4622-893-1                                                                                           |Star                               |07 45 58.8032000256 +84 41 52.522717920|128.7834567820136 +28.2565701864898|    1.965 3.777   |10.82    |~                |    ~     ~    |    1| 1148.106   pc  | -13.0497    +13.0497  |paral   |2020yCat.1350....0G
22  |BD+83 197                                                                                                |Spectroscopic Binary               |07 56 13.7904447408 +83 35 09.637747548|129.9597469365517 +28.7418558099961|-46.538 -43.755   |10.26    |F8               |    ~     ~    |    1|  296.112   pc  |  -4.6735     +4.6735  |paral   |2020yCat.1350....0G
23  |BD+84 154                                                                                                |Star                               |07 47 45.8550842736 +83 48 05.129411040|129.7742659097019 +28.4699954331969|  6.124 -48.839   |9.76     |F8               |    ~     ~    |    1|  261.445   pc  |  -0.9296     +0.9296  |paral   |2020yCat.1350....0G
24  |BD+84 158                                                                                                |High Proper Motion Star            |07 52 52.8285680040 +83 46 50.409011172|129.7659532037753 +28.6096860299288|-9.476 -135.410   |9.93     |G0               |    ~     ~    |    1|  145.003   pc  |  -0.3091     +0.3091  |paral   |2020yCat.1350....0G
25  |BD+84 160                                                                                                |Star                               |07 56 06.0381625392 +83 49 41.577988476|129.6915126494822 +28.6841247531918|   -3.298 6.792   |10.40    |A                |    ~     ~    |    1|  431.611   pc  |  -2.9061     +2.9061  |paral   |2020yCat.1350....0G
26  |BD+83 189                                                                                                |Star                               |07 45 59.1558669336 +83 29 54.012602472|130.1234678853604 +28.4773251322370|    6.187 8.058   |9.90     |A5               |    ~     ~    |    1|  340.878   pc  |  -1.6035     +1.6035  |paral   |2020yCat.1350....0G
27  |HD 59664                                                                                                 |Star                               |07 48 02.5192402056 +83 04 08.437067544|130.5917591446767 +28.6141153853312|    7.721 9.444   |7.870    |K0               |    ~     ~    |    1|  566.476   pc  |  -5.6157     +5.6157  |paral   |2020yCat.1350....0G
28  |BD+83 192                                                                                                |Star                               |07 50 25.3081852608 +83 14 36.787233768|130.3812074102718 +28.6506901064505|   2.486 -8.249   |10.38    |K0               |    ~     ~    |    1|  786.720   pc  |  -7.1796     +7.1796  |paral   |2020yCat.1350....0G
29  |BD+83 194                                                                                                |High Proper Motion Star            |07 52 26.0275986696 +83 33 27.843724332|130.0172696063832 +28.6441736328829|  81.596 47.067   |9.33     |F8               |    ~     ~    |    1|  124.967   pc  |  -0.2124     +0.2124  |paral   |2020yCat.1350....0G
30  |BD+83 190                                                                                                |Star                               |07 46 17.8322247384 +82 49 39.910924092|130.8730416382405 +28.6044884396052|-21.639 -27.517   |9.80     |K0               |    ~     ~    |    1|  865.052   pc  | -23.2726    +23.2726  |paral   |2020yCat.1350....0G
31  |BD+83 193                                                                                                |Star                               |07 49 40.5181790616 +82 58 04.523934900|130.6943844310697 +28.6817216193478|   -5.318 2.376   |9.95     |A5               |    ~     ~    |    1|  342.407   pc  |  -1.5593     +1.5593  |paral   |2020yCat.1350....0G
32  |HD 60576                                                                                                 |Star                               |07 51 15.4858998816 +82 43 03.506223396|130.9637280114977 +28.7780929382180|  -1.447 10.271   |9.05     |F                |    ~     ~    |    1|  177.914   pc  |  -0.7913     +0.7913  |paral   |2020yCat.1350....0G
33  |BD+83 196                                                                                                |High Proper Motion Star            |07 53 27.6241189440 +82 53 14.941331916|130.7581152597589 +28.8118042763085|-16.827 -54.702   |10.33    |G5               |    ~     ~    |    1|  239.217   pc  |  -0.6409     +0.6409  |paral   |2020yCat.1350....0G
34  |BD+83 198                                                                                                |Star                               |07 53 43.7374460928 +82 53 55.269116880|130.7436537836779 +28.8176296292430|    0.436 5.422   |10.21    |K0               |    ~     ~    |    1|  783.576   pc  |  -8.4731     +8.4731  |paral   |2020yCat.1350....0G
35  |BD+83 199                                                                                                |Spectroscopic Binary               |07 54 47.6450547624 +83 01 37.837535952|130.5924535912475 +28.8226571770684|  -1.886 -3.555   |9.13     |K2               |    ~     ~    |    1|  861.920   pc  | -25.7046    +25.7046  |paral   |2020yCat.1350....0G
36  |BD+83 200                                                                                                |Star                               |07 57 19.5075150696 +82 59 31.945388856|130.6123225809956 +28.9054233106557|    2.133 0.738   |10.27    |K2               |    ~     ~    |    1| 1370.990   pc  | -24.4350    +24.4350  |paral   |2020yCat.1350....0G
37  |BD+82 210                                                                                                |High Proper Motion Star            |07 46 19.6103136072 +82 33 46.364384916|131.1700999415994 +28.6510953825977|-26.074 -43.994   |10.34    |G0               |    ~     ~    |    1|  192.415   pc  |  -1.5587     +1.5587  |paral   |2020yCat.1350....0G
38  |BD+82 211                                                                                                |Star                               |07 46 43.9117582584 +82 40 06.394180296|131.0490561907602 +28.6456874785255|-17.894 -29.907   |10.43    |F8               |    ~     ~    |    1|  217.047   pc  |  -0.6030     +0.6030  |paral   |2020yCat.1350....0G
39  |BD+82 212                                                                                                |Pulsating Variable                 |07 47 37.1192526264 +82 06 54.729404172|131.6644783535171 +28.7705101294184|   22.050 5.208   |10.32    |F0               |    ~     ~    |    1|  266.802   pc  |  -1.0108     +1.0108  |paral   |2020yCat.1350....0G
40  |BD+82 214                                                                                                |Star                               |07 52 22.0688961600 +82 07 19.516230624|131.6227388094954 +28.9293024375055|   0.546 10.578   |10.08    |F0               |    ~     ~    |    1|  273.935   pc  |  -6.3484     +6.3484  |paral   |2020yCat.1350....0G
41  |HD 60062                                                                                                 |Be Star                            |07 46 52.8417479472 +81 40 56.785656108|132.1562034964167 +28.8180696633181| -4.730 -13.815   |7.90     |B9               |    ~     ~    |    1|  321.833   pc  |  -2.3615     +2.3615  |paral   |2020yCat.1350....0G
42  |BD+82 215                                                                                                |Spectroscopic Binary               |07 57 22.7890148568 +81 43 58.299731184|132.0180739415004 +29.1803209654380|    5.681 3.089   |10.66    |F5               |    ~     ~    |    1|  258.505   pc  |  -0.9422     +0.9422  |paral   |2020yCat.1350....0G
43  |BD+82 216                                                                                                |Star                               |07 57 58.6554741408 +81 49 22.115404704|131.9122000188961 +29.1820564432635|    0.394 6.483   |10.04    |F0               |    ~     ~    |    1|  155.707   pc  |  -0.8364     +0.8364  |paral   |2020yCat.1350....0G
44  |BD+81 253                                                                                                |Star                               |07 45 18.5340961752 +81 15 22.273428924|132.6471065859809 +28.8287812347542| -8.353 -18.887   |9.70     |F2               |    ~     ~    |    1|  324.580   pc  |  -1.6540     +1.6540  |paral   |2020yCat.1350....0G
45  |BD+81 256                                                                                                |Spectroscopic Binary               |07 55 41.8649536824 +81 04 14.414804472|132.7754885425605 +29.2541697644052|    3.354 6.702   |10.64    |F0               |    ~     ~    |    1|  838.926   pc  |  -9.1494     +9.1494  |paral   |2020yCat.1350....0G
46  |HD 62434                                                                                                 |Star                               |07 57 15.9387423144 +81 21 07.975434528|132.4455711206648 +29.2558251406559|-25.911 -34.033   |7.17     |K2               |    ~     ~    |    1|  249.669   pc  |  -1.0161     +1.0161  |paral   |2020yCat.1350....0G
47  |BD+80 235                                                                                                |Double or Multiple Star            |07 49 01.882872 +80 38 21.23232        |133.316329880 +29.071940655        |    -17.3 -89.3   |10.474   |G5               |    ~     ~    |    0|                |                       |        |                   
48  |HD 62014                                                                                                 |Variable Star                      |07 54 04.9448702568 +80 30 55.078915680|133.4145708776947 +29.2971931071427| -5.697 -16.105   |8.34     |K0               |    ~     ~    |    1|  519.832   pc  |  -4.4587     +4.4587  |paral   |2020yCat.1350....0G
49  |TYC 4535-1532-1                                                                                          |Star                               |07 54 05.5765507800 +80 30 05.200001424|133.4300903386163 +29.3001900009974| -6.586 -27.515   |10.22    |~                |    ~     ~    |    1|  304.748   pc  |  -2.4797     +2.4797  |paral   |2020yCat.1350....0G
50  |TYC 4539-167-1                                                                                           |Spectroscopic Binary               |07 49 18.4105798296 +80 42 26.671806036|133.2372869944721 +29.0716362709377|   5.620 -4.863   |10.82    |~                |    ~     ~    |    1| 1082.134   pc  | -37.2382    +37.2382  |paral   |2020yCat.1350....0G
51  |TYC 4539-219-1                                                                                           |Star                               |07 56 08.2110784080 +82 00 18.259180200|131.7239347022776 +29.0802492163943|    2.443 2.058   |10.74    |~                |    ~     ~    |    1| 2224.694   pc  | -57.9064    +57.9064  |paral   |2020yCat.1350....0G
52  |TYC 4539-299-1                                                                                           |Star                               |07 46 34.1300059224 +81 45 27.697591692|132.0736189077823 +28.7945659674736|    7.905 4.730   |10.90    |~                |    ~     ~    |    1| 1038.314   pc  | -15.5246    +15.5246  |paral   |2020yCat.1350....0G
53  |TYC 4539-528-1                                                                                           |High Proper Motion Star            |07 54 01.4621792736 +81 01 25.955044500|132.8425576558004 +29.1993777741625|  78.593 25.643   |10.84    |~                |    ~     ~    |    1|  266.454   pc  |  -4.8207     +4.8207  |paral   |2020yCat.1350....0G
54  |TYC 4539-543-1                                                                                           |Star                               |07 49 58.1049883488 +81 48 17.032645908|131.9968064768204 +28.9061316043500|  0.911 -10.421   |10.51    |~                |    ~     ~    |    1|  615.877   pc  |  -4.9689     +4.9689  |paral   |2020yCat.1350....0G
55  |TYC 4539-813-1                                                                                           |Star                               |07 54 05.5012615752 +81 19 23.073253968|132.5056803185809 +29.1445688147328| -1.763 -11.175   |10.61    |~                |    ~     ~    |    1|  529.017   pc  |  -5.2893     +5.2893  |paral   |2020yCat.1350....0G
56  |TYC 4539-1158-1                                                                                          |High Proper Motion Star            |07 46 13.7620327152 +81 57 12.459961224|131.8556036591481 +28.7503992426752|-38.334 -43.075   |10.96    |~                |    ~     ~    |    1|  293.902   pc  |  -1.0452     +1.0452  |paral   |2020yCat.1350....0G
57  |TYC 4618-1479-1                                                                                          |Star                               |07 51 07.6281938088 +82 39 22.063345524|131.0335048729598 +28.7859011106159| -6.729 -13.393   |10.86    |~                |    ~     ~    |    1|  238.567   pc  |  -0.7626     +0.7626  |paral   |2020yCat.1350....0G
58  |TYC 4618-1490-1                                                                                          |Star                               |07 48 05.6793008328 +83 30 07.695083880|130.1067882004190 +28.5352979843748|   0.783 -0.870   |10.46    |~                |    ~     ~    |    1| 1210.800   pc  | -20.3779    +20.3779  |paral   |2020yCat.1350....0G
59  |TYC 4618-1562-1                                                                                          |Star                               |07 52 18.4023036720 +83 25 53.844401964|130.1587480089463 +28.6666163954582|  6.632 -16.475   |10.87    |~                |    ~     ~    |    1|  896.539   pc  |  -8.5201     +8.5201  |paral   |2020yCat.1350....0G
60  |TYC 4618-1795-1                                                                                          |Star                               |07 50 34.3859712552 +82 36 55.838331864|131.0828687526550 +28.7762529892521|  -5.856 -9.640   |10.51    |~                |    ~     ~    |    1|  251.111   pc  |  -3.8969     +3.8969  |paral   |2020yCat.1350....0G
61  |TYC 4618-2785-1                                                                                          |Star                               |07 51 36.8961167976 +82 58 56.358174648|130.6651809357014 +28.7371134377892|   0.900 -0.477   |10.84    |~                |    ~     ~    |    1|  305.661   pc  |  -1.0838     +1.0838  |paral   |2020yCat.1350....0G
62  |BD+80 234                                                                                                |Spectroscopic Binary               |07 47 42.5612992968 +80 17 13.180615836|133.7241764357291 +29.0744129816589|  -0.383 -0.362   |9.84     |K0               |    ~     ~    |    1|  492.102   pc  | -17.5569    +17.5569  |paral   |2020yCat.1350....0G
63  |HD 63331                                                                                                 |Star                               |07 59 36.7492045800 +79 51 41.374974780|134.0986219779131 +29.6553527024384| -10.143 -7.854   |6.84     |K2               |    ~     ~    |    1|  393.577   pc  |  -3.2839     +3.2839  |paral   |2020yCat.1350....0G
64  |HD 60612                                                                                                 |Star                               |07 46 11.5157242248 +79 14 03.320201256|134.9274027846725 +29.1631874807687|   3.511 -2.974   |8.40     |K0               |    ~     ~    |    1|  689.227   pc  |  -7.4105     +7.4105  |paral   |2020yCat.1350....0G
65  |BD+79 250                                                                                                |Star                               |07 46 02.9848431960 +79 05 51.682663464|135.0833562462590 +29.1754767334830|-25.994 -27.890   |10.17    |F8               |    ~     ~    |    1|  297.177   pc  |  -1.1216     +1.1216  |paral   |2020yCat.1350....0G
66  |BD+79 251                                                                                                |Star                               |07 46 33.2862921984 +79 02 17.276332272|135.1471298660250 +29.2074263747089|-12.667 -30.114   |10.36    |K0               |    ~     ~    |    1|  745.212   pc  |  -6.5530     +6.5530  |paral   |2020yCat.1350....0G
67  |BD+79 252                                                                                                |Star                               |07 47 42.9246222000 +79 02 47.516698464|135.1286493175183 +29.2608353351316|    6.123 3.678   |10.52    |F5               |    ~     ~    |    1|  714.439   pc  |  -7.6053     +7.6053  |paral   |2020yCat.1350....0G
68  |BD+79 253                                                                                                |Star                               |07 48 16.0093528512 +79 24 15.419240424|134.7187433523066 +29.2337144647442|   7.855 -5.397   |10.66    |K0               |    ~     ~    |    1| 1171.372   pc  | -15.2304    +15.2304  |paral   |2020yCat.1350....0G
69  |BD+79 254                                                                                                |Star                               |07 49 39.9647063688 +79 23 29.707643220|134.7218460889319 +29.2992602367240| 10.368 -10.987   |8.79     |K5               |    ~     ~    |    1|  913.492   pc  | -13.6018    +13.6018  |paral   |2020yCat.1350....0G
70  |HIP 38245                                                                                                |Red Giant Branch star              |07 50 05.4615130272 +79 01 20.055338220|135.1368744270816 +29.3761671049511| -11.533 -9.646   |10.61    |K0               |    ~     ~    |    1|  549.874   pc  |  -4.8378     +4.8378  |paral   |2020yCat.1350....0G
71  |BD+79 255                                                                                                |Star                               |07 54 11.0931602352 +78 44 06.018234720|135.4258826731031 +29.6173959079987|  -0.410 -5.294   |9.78     |K0               |    ~     ~    |    1|  620.617   pc  |  -4.8916     +4.8916  |paral   |2020yCat.1350....0G
72  |BD+79 256                                                                                                |Star                               |07 55 29.5733602440 +79 34 22.758621744|134.4649453538168 +29.5306161863842|    2.318 3.750   |9.93     |K                |    ~     ~    |    1| 2532.287   pc  | -87.2097    +87.2097  |paral   |2020yCat.1350....0G
73  |BD+79 257                                                                                                |Star                               |07 54 50.8979772936 +78 59 22.817160204|135.1309823257754 +29.6052429684843|-10.626 -33.231   |10.31    |F8               |    ~     ~    |    1|  246.597   pc  |  -0.8027     +0.8027  |paral   |2020yCat.1350....0G
74  |HD 62692                                                                                                 |High Proper Motion Star            |07 55 22.3334565504 +78 44 15.459197964|135.4114644081389 +29.6740652990225|-43.852 -55.880   |8.920    |F5               |    ~     ~    |    1|  149.701   pc  |  -0.3675     +0.3675  |paral   |2020yCat.1350....0G
75  |HD 62807                                                                                                 |Star                               |07 56 35.4712099752 +79 31 08.279598540|134.5153985649737 +29.5895605847493|  -6.190 -4.024   |7.71     |K0               |    ~     ~    |    1|  373.357   pc  |  -2.1049     +2.1049  |paral   |2020yCat.1350....0G
76  |BD+79 260                                                                                                |Star                               |07 57 10.1229324768 +79 20 42.665838900|134.7060590481294 +29.6481183051969|    5.688 5.490   |9.13     |K2               |    ~     ~    |    1|  986.096   pc  | -17.1140    +17.1140  |paral   |2020yCat.1350....0G
77  |BD+79 261                                                                                                |Star                               |07 59 59.2379536920 +78 58 27.565560912|135.0959618549542 +29.8493682912201| 10.990 -13.786   |9.56     |G5               |    ~     ~    |    1|  619.924   pc  |  -4.7654     +4.7654  |paral   |2020yCat.1350....0G
78  |BD+78 262                                                                                                |Star                               |07 46 45.4853860536 +78 14 47.329305504|136.0446616915200 +29.3247929677220|   8.752 39.914   |9.37     |K0               |    ~     ~    |    1|  270.307   pc  |  -0.7964     +0.7964  |paral   |2020yCat.1350....0G
79  |BD+78 265                                                                                                |Star                               |07 50 40.0190775288 +78 20 51.079069140|135.8976896127502 +29.5067496148387| -12.226 -0.370   |9.74     |F5               |    ~     ~    |    1|  301.250   pc  |  -1.1072     +1.1072  |paral   |2020yCat.1350....0G
80  |BD+78 266                                                                                                |Spectroscopic Binary               |07 50 50.5728873264 +78 08 04.188926148|136.1382208100251 +29.5474558758305|   11.177 9.132   |10.84    |F8               |    ~     ~    |    1|  452.919   pc  | -16.3698    +16.3698  |paral   |2020yCat.1350....0G
81  |BD+78 267                                                                                                |Horizontal Branch Star             |07 50 49.3635369024 +78 07 16.354570116|136.1535019393848 +29.5484069873356|   2.381 -7.033   |10.98    |K0               |    ~     ~    |    1| 1145.475   pc  | -14.4333    +14.4333  |paral   |2020yCat.1350....0G
82  |BD+78 268                                                                                                |Star                               |07 51 19.5214719072 +78 11 37.105932048|136.0667305253022 +29.5630344267609|  -19.182 4.190   |10.43    |F8               |    ~     ~    |    1|  404.776   pc  |  -2.9492     +2.9492  |paral   |2020yCat.1350....0G
83  |BD+78 269                                                                                                |High Proper Motion Star            |07 51 45.1566536376 +78 19 01.964156772|135.9225101002865 +29.5656137091862|  77.158 47.207   |10.53    |G0               |    ~     ~    |    1|   73.644   pc  |  -0.0635     +0.0635  |paral   |2020yCat.1350....0G
84  |HD 62094                                                                                                 |Star                               |07 51 59.9857225248 +78 13 33.426501096|136.0239516158048 +29.5921318340011| -10.379 21.882   |8.15     |F6V              |    ~     ~    |    1|   89.253   pc  |  -0.2541     +0.2541  |paral   |2020yCat.1350....0G
85  |TYC 4531-306-1                                                                                           |High Proper Motion Star            |07 52 54.4198286304 +78 44 24.770290596|135.4319066774789 +29.5550047743143|-11.381 -57.632   |10.68    |F8               |    ~     ~    |    1|  248.145   pc  |  -0.7820     +0.7820  |paral   |2020yCat.1350....0G
86  |BD+78 261                                                                                                |Star                               |07 45 46.8383993904 +77 49 24.709507212|136.5332302289174 +29.3287826638760|  19.769 -7.789   |10.60    |F8               |    ~     ~    |    1|  233.378   pc  |  -0.6481     +0.6481  |paral   |2020yCat.1350....0G
87  |TYC 4531-608-1                                                                                           |High Proper Motion Star            |07 48 20.4253108680 +78 18 28.645841520|135.9622337407944 +29.3960541629753|-59.492 -77.139   |10.58    |~                |    ~     ~    |    1|  102.669   pc  |  -0.1307     +0.1307  |paral   |2020yCat.1350....0G
88  |TYC 4531-742-1                                                                                           |Horizontal Branch Star             |07 50 28.4800782600 +78 26 38.804818056|135.7896448680758 +29.4826808887583|   -8.115 9.564   |10.34    |~                |    ~     ~    |    1|  658.588   pc  |  -4.5109     +4.5109  |paral   |2020yCat.1350....0G
89  |TYC 4531-753-1                                                                                           |Star                               |07 48 41.3469221160 +78 24 54.619492932|135.8375566131926 +29.3983445317272| -16.969 -9.112   |10.79    |~                |    ~     ~    |    1|  288.667   pc  |  -2.3249     +2.3249  |paral   |2020yCat.1350....0G
90  |TYC 4531-879-1                                                                                           |Star                               |07 47 51.2848762296 +78 18 28.192431996|135.9662939211968 +29.3717037649999| -7.927 -15.250   |10.90    |~                |    ~     ~    |    1|  292.697   pc  |  -0.9167     +0.9167  |paral   |2020yCat.1350....0G
91  |TYC 4535-113-1                                                                                           |Star                               |07 47 13.8256786488 +80 19 38.273235492|133.6822030960653 +29.0482467368963| -14.807 -9.359   |10.65    |~                |    ~     ~    |    1|  276.197   pc  |  -0.9078     +0.9078  |paral   |2020yCat.1350....0G
92  |TYC 4535-992-1                                                                                           |Star                               |07 55 20.7491626824 +79 54 04.660832736|134.0955651943409 +29.4637950789885|  -0.218 -0.220   |10.47    |~                |    ~     ~    |    1| 1323.101   pc  | -19.9568    +19.9568  |paral   |2020yCat.1350....0G
93  |TYC 4535-1031-1                                                                                          |Star                               |07 54 35.9171609376 +79 24 46.556234784|134.6543168234243 +29.5193202316505|  -5.826 -3.593   |10.94    |~                |    ~     ~    |    1|  447.287   pc  |  -2.5408     +2.5408  |paral   |2020yCat.1350....0G
94  |TYC 4535-1340-1                                                                                          |Star                               |07 50 04.8737907048 +79 56 18.715719624|134.0994900033873 +29.2304769744156|  -2.223 -4.401   |10.63    |~                |    ~     ~    |    1|  586.407   pc  |  -4.6767     +4.6767  |paral   |2020yCat.1350....0G
95  |TYC 4535-1611-1                                                                                          |High Proper Motion Star            |07 56 50.8559252112 +79 15 25.173032184|134.8089555615538 +29.6499312496563|-47.446 -19.447   |10.77    |~                |    ~     ~    |    1|  225.576   pc  |  -1.0228     +1.0228  |paral   |2020yCat.1350....0G
96  |BD+78 271                                                                                                |Star                               |07 57 42.3588249288 +78 02 05.334488772|136.1849247852944 +29.9132061289288| -0.497 -32.900   |9.96     |G0               |    ~     ~    |    1|  254.046   pc  |  -1.5489     +1.5489  |paral   |2020yCat.1350....0G
97  |BD+78 272                                                                                                |Star                               |07 59 57.2523441840 +78 19 17.227171416|135.8353646089659 +29.9737811472535|  13.907 -9.182   |9.89     |G0               |    ~     ~    |    1|  196.421   pc  |  -0.5826     +0.5826  |paral   |2020yCat.1350....0G
98  |BD+77 298                                                                                                |Star                               |07 53 22.1377929240 +77 37 24.872083680|136.6961495452711 +29.7560741819783|    3.404 2.759   |10.21    |K0               |    ~     ~    |    1|  773.515   pc  |  -6.9406     +6.9406  |paral   |2020yCat.1350....0G
99  |TYC 4531-1691-1                                                                                          |Star                               |07 52 05.5269 +77 37 02.193            |136.7152941 +29.6893913            |   45.284 9.086   |10.96    |G5               |    ~     ~    |    0|                |                       |        |                   
100 |BD+77 300                                                                                                |Star                               |07 54 27.0111265488 +77 23 38.352389640|136.9469890304201 +29.8496230553831|   4.996 -0.181   |9.13     |K2               |    ~     ~    |    1| 1021.242   pc  | -16.4784    +16.4784  |paral   |2020yCat.1350....0G
101 |HD 63311                                                                                                 |Star                               |07 57 24.9393996960 +77 37 24.224953404|136.6554942922042 +29.9700229863480|   -2.557 3.414   |8.79     |A2               |    ~     ~    |    1|  354.736   pc  |  -4.7189     +4.7189  |paral   |2020yCat.1350....0G
