C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:15:33

dec >=0&rah >=7.25&rah< 7.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 6226

 #  |                                                                                  identifier                                                                                   |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------------|-----|----------------|-----------------------|--------|-------------------
3359|TYC 1355-488-1                                                                                                                                                                 |Star                              |07 25 57.1949203368 +19 03 29.839251780|199.3395413760908 +15.9680208210538|  -1.471 -3.849   |10.29    |~               |    ~     ~          |    1| 1998.801   pc  |-113.0643   +113.0643  |paral   |2020yCat.1350....0G
3360|TYC 1355-523-1                                                                                                                                                                 |Star                              |07 21 14.7427487808 +19 16 46.854871500|198.6627210497951 +15.0409875603258|  -2.388 -1.992   |10.54    |~               |    ~     ~          |    1|  471.276   pc  | -22.6321    +22.6321  |paral   |2020yCat.1350....0G
3361|TYC 1355-530-1                                                                                                                                                                 |Star                              |07 24 09.0393966624 +19 51 24.974813340|198.4014041199219 +15.9000831312125| -2.505 -14.726   |10.72    |~               |    ~     ~          |    1|  797.639   pc  | -11.8338    +11.8338  |paral   |2020yCat.1350....0G
3362|TYC 1355-534-1                                                                                                                                                                 |Star                              |07 23 25.0487458464 +19 05 44.931705180|199.0524740052323 +15.4351151568550|  -2.497 -3.212   |10.93    |~               |    ~     ~          |    1| 1074.345   pc  | -25.2773    +25.2773  |paral   |2020yCat.1350....0G
3363|TYC 1355-541-1                                                                                                                                                                 |Star                              |07 27 37.6277650200 +20 14 24.814256136|198.3744065223120 +16.8016525584881|   -4.791 0.797   |9.69     |~               |    ~     ~          |    1|  660.633   pc  |  -6.2847     +6.2847  |paral   |2020yCat.1350....0G
3364|TYC 1355-568-1                                                                                                                                                                 |High Proper Motion Star           |07 27 40.7379537864 +19 55 56.563253364|198.6745155978824 +16.6906119143515|120.907 -21.903   |10.12    |~               |    ~     ~          |    1|   86.472   pc  |  -0.0927     +0.0927  |paral   |2020yCat.1350....0G
3365|IRAS 07206+1911                                                                                                                                                                |Long-Period Variable Candidate    |07 23 37.5252911328 +19 05 07.488295080|199.0829802054547 +15.4758221240149|  -4.098 -3.817   |9.66     |~               |    ~     ~          |    1| 1740.04    pc  | -61.1602    +61.1602  |paral   |2020yCat.1350....0G
3366|TYC 1355-602-1                                                                                                                                                                 |Star                              |07 21 33.0351337320 +19 12 37.247201244|198.7586020699680 +15.0785770115072|-11.620 -21.107   |10.32    |~               |    ~     ~          |    1|  254.304   pc  |  -1.4034     +1.4034  |paral   |2020yCat.1350....0G
3367|TYC 1355-608-1                                                                                                                                                                 |Star                              |07 23 40.1094537960 +19 01 55.601333076|199.1378243531871 +15.4635427788473|  -7.520 -4.794   |10.00    |~               |    ~     ~          |    1| 1002.004   pc  | -14.8594    +14.8594  |paral   |2020yCat.1350....0G
3368|TYC 1355-609-1                                                                                                                                                                 |Star                              |07 23 01.8833735208 +20 08 29.526764568|198.0207821613475 +15.7733911949831|   5.255 -8.009   |9.78     |~               |    ~     ~          |    1|  683.247   pc  |  -8.2628     +8.2628  |paral   |2020yCat.1350....0G
3369|TYC 1355-654-1                                                                                                                                                                 |Star                              |07 25 51.0464245560 +18 47 34.740556872|199.5817788480235 +15.8387881901305|  7.076 -35.817   |10.58    |~               |    ~     ~          |    1|  286.944   pc  |  -1.3503     +1.3503  |paral   |2020yCat.1350....0G
3370|TYC 1355-659-1                                                                                                                                                                 |Star                              |07 20 33.3935155512 +19 47 00.522684096|198.1176190069256 +15.0968774739597| -13.152 -3.748   |9.57     |~               |    ~     ~          |    1|  265.710   pc  |  -1.4332     +1.4332  |paral   |2020yCat.1350....0G
3371|TYC 1355-686-1                                                                                                                                                                 |Star                              |07 26 14.2355030040 +20 05 38.032485936|198.3793095363525 +16.4441985491048|  4.916 -10.759   |10.66    |~               |    ~     ~          |    1|  633.152   pc  |  -6.4542     +6.4542  |paral   |2020yCat.1350....0G
3372|TYC 1355-723-1                                                                                                                                                                 |High Proper Motion Star           |07 26 49.3476427824 +19 16 52.854653748|199.2128646346442 +16.2456405542288| -49.835 -2.871   |10.53    |~               |    ~     ~          |    1|  101.790   pc  |  -0.2373     +0.2373  |paral   |2020yCat.1350....0G
3373|TYC 1355-739-1                                                                                                                                                                 |Star                              |07 23 49.0381750728 +18 45 42.041205756|199.4090673311195 +15.3860506314137|  -7.157 -2.053   |10.36    |~               |    ~     ~          |    1|  331.521   pc  |  -4.8688     +4.8688  |paral   |2020yCat.1350....0G
3374|TYC 1355-744-1                                                                                                                                                                 |Star                              |07 27 18.3070639056 +20 17 04.088606388|198.3007164442315 +16.7498547453031|  8.774 -27.960   |10.28    |~               |    ~     ~          |    1|  265.034   pc  |  -1.8263     +1.8263  |paral   |2020yCat.1350....0G
3375|TYC 1355-758-1                                                                                                                                                                 |High Proper Motion Star           |07 22 19.9625464176 +18 46 54.465599892|199.2419361740881 +15.0731834433328| 30.828 -40.890   |10.56    |~               |    ~     ~          |    1|  117.213   pc  |  -0.2514     +0.2514  |paral   |2020yCat.1350....0G
3376|TYC 1355-759-1                                                                                                                                                                 |Star                              |07 21 31.9178672856 +19 18 16.093304316|198.6676637669925 +15.1127785638446|  1.650 -12.174   |9.62     |~               |    ~     ~          |    1|  751.145   pc  | -11.1715    +11.1715  |paral   |2020yCat.1350....0G
3377|TYC 1355-760-1                                                                                                                                                                 |Star                              |07 26 19.2474400752 +19 36 18.605870496|198.8544612649402 +16.2670642144197|  -2.008 -8.918   |10.30    |~               |    ~     ~          |    1|  492.465   pc  |  -4.9717     +4.9717  |paral   |2020yCat.1350....0G
3378|TYC 1355-780-1                                                                                                                                                                 |Star                              |07 23 24.6986691624 +20 10 15.594379356|198.0299074750087 +15.8669597573930|  4.422 -15.037   |10.12    |~               |    ~     ~          |    1|  674.764   pc  |  -9.5159     +9.5159  |paral   |2020yCat.1350....0G
3379|TYC 1355-801-1                                                                                                                                                                 |Star                              |07 22 46.4558370624 +19 50 59.062452864|198.2731128034972 +15.6008289243174|   -2.001 0.262   |10.62    |~               |    ~     ~          |    1|  991.670   pc  | -15.7345    +15.7345  |paral   |2020yCat.1350....0G
3380|TYC 1355-871-1                                                                                                                                                                 |Star                              |07 23 58.6985644920 +19 06 53.949683664|199.0899234828742 +15.5640237708853|-11.053 -12.870   |10.14    |~               |    ~     ~          |    1|  253.646   pc  |  -0.8814     +0.8814  |paral   |2020yCat.1350....0G
3381|TYC 1355-881-1                                                                                                                                                                 |Star                              |07 20 21.2304146112 +19 34 10.179059052|198.3001313959593 +14.9665072639177|  -0.782 -4.623   |10.78    |~               |    ~     ~          |    1|  809.717   pc  | -32.2575    +32.2575  |paral   |2020yCat.1350....0G
3382|TYC 1355-885-1                                                                                                                                                                 |Star                              |07 26 42.4374362496 +20 07 33.671240652|198.3943765460336 +16.5582114362893|  -3.509 -4.607   |10.44    |~               |    ~     ~          |    1| 1051.414   pc  | -17.4665    +17.4665  |paral   |2020yCat.1350....0G
3383|TYC 1355-905-1                                                                                                                                                                 |Star                              |07 22 00.9972084984 +19 35 28.989964068|198.4437639936972 +15.3334576065467|-10.147 -32.651   |10.45    |~               |    ~     ~          |    1|  124.287   pc  |  -0.3398     +0.3398  |paral   |2020yCat.1350....0G
3384|TYC 1355-943-1                                                                                                                                                                 |Star                              |07 23 20.1847224360 +19 38 02.782050576|198.5333662112853 +15.6350676348032|  -1.341 -2.426   |9.93     |~               |    ~     ~          |    1| 1074.922   pc  | -15.8298    +15.8298  |paral   |2020yCat.1350....0G
3385|TYC 1355-945-1                                                                                                                                                                 |Star                              |07 21 48.5606040216 +18 56 47.935998240|199.0338186114874 +15.0272076906259|   -2.734 5.277   |10.10    |~               |    ~     ~          |    1| 1399.580   pc  | -43.6818    +43.6818  |paral   |2020yCat.1350....0G
3386|TYC 1355-946-1                                                                                                                                                                 |Star                              |07 20 45.0494263512 +19 29 37.812502932|198.4110150105803 +15.0212851524328|   0.144 -9.255   |10.39    |~               |    ~     ~          |    1|  828.638   pc  | -12.3595    +12.3595  |paral   |2020yCat.1350....0G
3387|TYC 1355-961-1                                                                                                                                                                 |Star                              |07 23 33.6907338120 +19 54 01.669835664|198.3021691791228 +15.7906932282018|  -0.595 -1.463   |10.72    |~               |    ~     ~          |    1| 2703.433   pc  |-180.5212   +180.5212  |paral   |2020yCat.1350....0G
3388|TYC 1355-988-1                                                                                                                                                                 |Star                              |07 27 21.3191726904 +18 53 42.617828256|199.6338472434775 +16.2057440725993|  -1.818 -2.977   |10.24    |~               |    ~     ~          |    1|  875.274   pc  | -30.9506    +30.9506  |paral   |2020yCat.1350....0G
3389|TYC 1355-990-1                                                                                                                                                                 |Double or Multiple Star           |07 24 20.095008 +19 30 57.25008        |198.744155067 +15.802756877        |      -3.5 -3.0   |10.857   |~               |    ~     ~          |    0|                |                       |        |                   
3390|TYC 1355-1000-1                                                                                                                                                                |Star                              |07 22 59.3114249856 +20 13 18.827823468|197.9400869136209 +15.7963969184252|   6.367 -3.391   |10.94    |~               |    ~     ~          |    1| 1026.483   pc  | -17.8070    +17.8070  |paral   |2020yCat.1350....0G
3391|TYC 1355-1017-1                                                                                                                                                                |Star                              |07 23 51.5842200528 +19 45 12.751559604|198.4712737752948 +15.7958944986138|  -2.920 -3.163   |10.11    |~               |    ~     ~          |    1|  740.247   pc  | -11.2881    +11.2881  |paral   |2020yCat.1350....0G
3392|TYC 1355-1030-1                                                                                                                                                                |Star                              |07 27 41.3141772960 +20 03 53.191451124|198.5485933071730 +16.7452896777511|  -2.602 -5.616   |10.66    |~               |    ~     ~          |    1|  601.938   pc  |  -7.2104     +7.2104  |paral   |2020yCat.1350....0G
3393|TYC 1355-1032-1                                                                                                                                                                |Star                              |07 20 33.2261154336 +18 51 16.414481628|198.9955335067197 +14.7184976360919| -4.426 -16.840   |10.69    |~               |    ~     ~          |    1|  375.432   pc  |  -2.0860     +2.0860  |paral   |2020yCat.1350....0G
3394|TYC 1355-1041-1                                                                                                                                                                |Star                              |07 23 44.6294243928 +19 15 30.687411996|198.9304028354788 +15.5714083550906|-10.066 -22.006   |10.06    |~               |    ~     ~          |    1|  198.192   pc  |  -0.8681     +0.8681  |paral   |2020yCat.1350....0G
3395|TYC 1355-1046-1                                                                                                                                                                |Star                              |07 22 42.1145075280 +19 09 51.842862576|198.9164211980160 +15.3083869907209|   2.005 -8.046   |9.78     |~               |    ~     ~          |    1|  936.154   pc  | -17.5277    +17.5277  |paral   |2020yCat.1350....0G
3396|TYC 1355-1085-1                                                                                                                                                                |Star                              |07 25 11.5253347656 +19 15 12.396882096|199.0784891419095 +15.8821199807611|  -6.279 -7.930   |10.54    |~               |    ~     ~          |    1|  577.968   pc  |  -5.5118     +5.5118  |paral   |2020yCat.1350....0G
3397|TYC 1355-1099-1                                                                                                                                                                |Star                              |07 26 35.3278047480 +20 13 12.621847188|198.2927101150335 +16.5701265897851|  -6.387 -8.359   |10.00    |~               |    ~     ~          |    1|  610.799   pc  |  -5.7827     +5.7827  |paral   |2020yCat.1350....0G
3398|TYC 1355-1195-1                                                                                                                                                                |Star                              |07 23 21.6755477112 +20 15 00.522318744|197.9495863099236 +15.8878236181959| -14.641 -2.599   |9.58     |~               |    ~     ~          |    1|  790.514   pc  |  -8.9987     +8.9987  |paral   |2020yCat.1350....0G
3399|TYC 1355-1202-1                                                                                                                                                                |Star                              |07 22 07.2191463312 +19 15 00.488426688|198.7774784875771 +15.2176369719590|  1.252 -23.659   |10.18    |~               |    ~     ~          |    1|  214.096   pc  |  -0.8480     +0.8480  |paral   |2020yCat.1350....0G
3400|TYC 1355-1204-1                                                                                                                                                                |Star                              |07 25 52.8600907488 +18 57 16.868229732|199.4309808608396 +15.9106221530579| -16.944 -7.256   |10.48    |~               |    ~     ~          |    1|  226.265   pc  |  -1.0444     +1.0444  |paral   |2020yCat.1350....0G
3401|TYC 1355-1208-1                                                                                                                                                                |Star                              |07 27 34.9949269368 +19 34 36.601812804|199.0054496467558 +16.5282833776088|  -3.970 -7.628   |10.56    |~               |    ~     ~          |    1|  685.636   pc  | -12.6456    +12.6456  |paral   |2020yCat.1350....0G
3402|TYC 1355-1212-1                                                                                                                                                                |Star                              |07 27 34.6786212504 +19 26 27.568143456|199.1348071155969 +16.4728639908326|   1.009 -7.725   |10.05    |~               |    ~     ~          |    1| 1416.230   pc  | -35.0999    +35.0999  |paral   |2020yCat.1350....0G
3403|TYC 1355-1213-1                                                                                                                                                                |Star                              |07 24 18.3651321120 +19 32 26.610992808|198.7176973136699 +15.8065273335810|  7.356 -20.676   |10.47    |~               |    ~     ~          |    1|  277.778   pc  |  -1.1111     +1.1111  |paral   |2020yCat.1350....0G
3404|TYC 1355-1250-1                                                                                                                                                                |Star                              |07 22 30.9890844096 +20 06 38.717928648|197.9996698326206 +15.6503345861459|   -4.398 0.954   |10.20    |~               |    ~     ~          |    1|  732.762   pc  |  -9.9871     +9.9871  |paral   |2020yCat.1350....0G
3405|TYC 1355-1255-1                                                                                                                                                                |Star                              |07 24 08.3693958312 +20 15 52.053870672|198.0118666194094 +16.0608402796440|  -2.162 -2.387   |10.78    |~               |    ~     ~          |    1| 1562.500   pc  | -39.5508    +39.5508  |paral   |2020yCat.1350....0G
3406|TYC 1355-1261-1                                                                                                                                                                |Star                              |07 26 49.303080 +18 54 22.58532        |199.570365527 +16.094687832        |      -8.3 12.4   |10.739   |~               |    ~     ~          |    0|                |                       |        |                   
3407|TYC 1358-1730-1                                                                                                                                                                |Star                              |07 19 32.7273275568 +21 12 21.725171496|196.6689148964105 +15.4527717571094|   -3.439 4.559   |10.28    |~               |    ~     ~          |    1|  246.075   pc  |  -1.0597     +1.0597  |paral   |2020yCat.1350....0G
3408|TYC 1358-1924-1                                                                                                                                                                |Star                              |07 19 27.9282409824 +20 47 20.311544688|197.0573491299722 +15.2683995963974| -5.899 -11.819   |9.82     |~               |    ~     ~          |    1|  661.945   pc  |  -7.0546     +7.0546  |paral   |2020yCat.1350....0G
3409|TYC 1358-1933-1                                                                                                                                                                |Star                              |07 19 54.8565115656 +20 50 47.197050756|197.0464506277540 +15.3875261106068|  -3.159 -5.300   |10.62    |~               |    ~     ~          |    1| 2137.666   pc  | -84.0809    +84.0809  |paral   |2020yCat.1350....0G
3410|TYC 1358-1981-1                                                                                                                                                                |Star                              |07 19 36.2207519928 +20 51 02.855739780|197.0121124097681 +15.3228102436258| 31.634 -15.589   |10.93    |~               |    ~     ~          |    1|  119.487   pc  |  -0.2499     +0.2499  |paral   |2020yCat.1350....0G
3411|TYC 1358-2172-1                                                                                                                                                                |Star                              |07 19 42.2254482480 +21 05 28.674877992|196.7933257435958 +15.4406611582102| -7.561 -38.805   |10.34    |~               |    ~     ~          |    1|  266.425   pc  |  -1.7391     +1.7391  |paral   |2020yCat.1350....0G
3412|TYC 1358-2298-1                                                                                                                                                                |Star                              |07 19 17.1736732200 +21 14 18.954859236|196.6128725695174 +15.4104441433799|  -9.092 -4.277   |10.17    |~               |    ~     ~          |    1|  763.184   pc  |  -9.0862     +9.0862  |paral   |2020yCat.1350....0G
3413|TYC 1359-1062-1                                                                                                                                                                |Star                              |07 22 19.2452618544 +20 55 33.889662084|197.2040849577373 +15.9345600571484|   1.973 -9.812   |9.85     |~               |    ~     ~          |    1| 1118.819   pc  | -19.9029    +19.9029  |paral   |2020yCat.1350....0G
3414|TYC 1359-1192-1                                                                                                                                                                |Star                              |07 21 39.9984782736 +20 54 36.444268152|197.1559563430021 +15.7881224380506|-13.148 -21.666   |10.65    |~               |    ~     ~          |    1|  259.054   pc  |  -1.1811     +1.1811  |paral   |2020yCat.1350....0G
3415|TYC 1359-2020-1                                                                                                                                                                |Star                              |07 21 17.2214376696 +20 46 14.105600508|197.2520015916296 +15.6510448198749| -13.378 -4.830   |9.71     |~               |    ~     ~          |    1|  335.188   pc  |  -3.3368     +3.3368  |paral   |2020yCat.1350....0G
3416|TYC 1359-2312-1                                                                                                                                                                |Star                              |07 23 47.2812119640 +20 41 03.982801452|197.5768236967286 +16.1528410620749| -10.878 -3.925   |10.33    |~               |    ~     ~          |    1|  200.445   pc  |  -0.6830     +0.6830  |paral   |2020yCat.1350....0G
3417|TYC 1359-2340-1                                                                                                                                                                |Star                              |07 24 26.4029509296 +20 39 25.405359192|197.6661743464732 +16.2818734528269|  3.469 -23.135   |10.47    |~               |    ~     ~          |    1|  348.931   pc  |  -1.7045     +1.7045  |paral   |2020yCat.1350....0G
3418|TYC 1359-2375-1                                                                                                                                                                |Star                              |07 26 35.0615631240 +20 40 11.417017224|197.8613672015397 +16.7474221992037|  -5.962 -1.967   |10.88    |~               |    ~     ~          |    1|  134.259   pc  |  -0.3353     +0.3353  |paral   |2020yCat.1350....0G
3419|TYC 1359-2443-1                                                                                                                                                                |Star                              |07 27 16.0243711872 +20 48 47.737716012|197.7895199157135 +16.9506928978320|  -3.693 -6.058   |10.72    |~               |    ~     ~          |    1|  795.102   pc  | -19.2817    +19.2817  |paral   |2020yCat.1350....0G
3420|TYC 1359-2465-1                                                                                                                                                                |Star                              |07 24 15.8698366656 +20 40 43.513256172|197.6284285184311 +16.2528218184623|  1.904 -16.288   |10.16    |~               |    ~     ~          |    1|  806.972   pc  |  -9.7029     +9.7029  |paral   |2020yCat.1350....0G
3421|TYC 1359-2483-1                                                                                                                                                                |Star                              |07 21 36.7662451392 +20 42 49.351963140|197.3377907420913 +15.6980809855899|  1.638 -37.727   |10.74    |~               |    ~     ~          |    1|  240.720   pc  |  -1.2574     +1.2574  |paral   |2020yCat.1350....0G
3422|TYC 1359-2508-1                                                                                                                                                                |Star                              |07 24 37.3164857376 +20 51 51.927371892|197.4854296672040 +16.4032285014058|   -4.217 1.956   |10.35    |~               |    ~     ~          |    1| 1554.243   pc  | -31.8869    +31.8869  |paral   |2020yCat.1350....0G
3423|TYC 1359-2589-1                                                                                                                                                                |Star                              |07 26 23.8207676856 +20 55 18.661077120|197.6014880121753 +16.8067282716404| 15.846 -13.648   |10.80    |~               |    ~     ~          |    1|  883.392   pc  | -16.1539    +16.1539  |paral   |2020yCat.1350....0G
3424|TYC 1364-1533-1                                                                                                                                                                |Star                              |07 29 05.4153757032 +18 20 14.920376964|200.3381219312719 +16.3572636074869|   -8.825 3.052   |10.04    |~               |    ~     ~          |    1|  690.322   pc  |  -8.6254     +8.6254  |paral   |2020yCat.1350....0G
3425|TYC 1364-1547-1                                                                                                                                                                |Star                              |07 29 59.0492241984 +18 19 34.292610192|200.4380360360854 +16.5468573005680|-20.124 -31.475   |10.75    |~               |    ~     ~          |    1|  361.651   pc  |  -2.6158     +2.6158  |paral   |2020yCat.1350....0G
3426|TYC 1364-1610-1                                                                                                                                                                |Star                              |07 29 04.4568145704 +18 27 24.304331412|200.2227590177434 +16.4018756687407|  -1.860 -3.316   |9.42     |~               |    ~     ~          |    1|  513.215   pc  |  -5.9526     +5.9526  |paral   |2020yCat.1350....0G
3427|TYC 1364-1716-1                                                                                                                                                                |Star                              |07 28 41.5814454408 +18 22 32.722720320|200.2620031375869 +16.2864629429287|  -0.355 -7.044   |10.61    |~               |    ~     ~          |    1|  552.486   pc  |  -6.1964     +6.1964  |paral   |2020yCat.1350....0G
3428|TYC 1368-1394-1                                                                                                                                                                |High Proper Motion Star           |07 28 04.7367094536 +19 07 55.486155756|199.4793375622486 +16.4575241570007| 45.378 -41.913   |10.48    |~               |    ~     ~          |    1|  189.401   pc  |  -0.6888     +0.6888  |paral   |2020yCat.1350....0G
3429|TYC 1368-1397-1                                                                                                                                                                |Star                              |07 29 45.3975440328 +19 15 20.262843972|199.5264271860178 +16.8699905348738|  -0.964 -9.405   |10.15    |~               |    ~     ~          |    1| 1460.280   pc  | -28.5744    +28.5744  |paral   |2020yCat.1350....0G
3430|TYC 1368-1398-1                                                                                                                                                                |Star                              |07 29 51.6595118256 +20 18 20.781801900|198.5279478526489 +17.3087905726528| -5.503 -14.831   |10.66    |~               |    ~     ~          |    1|  419.094   pc  |  -3.0034     +3.0034  |paral   |2020yCat.1350....0G
3431|TYC 1368-1432-1                                                                                                                                                                |Star                              |07 29 29.2118296800 +19 42 54.805339656|199.0592281418618 +16.9945273187692|   5.871 -3.754   |10.08    |~               |    ~     ~          |    1|  770.772   pc  |  -8.4955     +8.4955  |paral   |2020yCat.1350....0G
3432|TYC 1368-1434-1                                                                                                                                                                |High Proper Motion Star           |07 29 09.0547635048 +20 18 17.191721232|198.4601791559505 +17.1553964518415|  -53.973 0.484   |10.76    |~               |    ~     ~          |    1|  174.049   pc  |  -0.4665     +0.4665  |paral   |2020yCat.1350....0G
3433|GSC 01368-01444                                                                                                                                                                |Double or Multiple Star           |07 29 35.317008 +19 57 56.68920        |198.828564500 +17.115793836        |        1.8 3.1   |10.716   |~               |    ~     ~          |    0|                |                       |        |                   
3434|TYC 1368-1445-1                                                                                                                                                                |Star                              |07 28 01.1224547328 +19 32 14.743882932|199.0858669103996 +16.6066103876097|  -1.905 -2.051   |10.72    |~               |    ~     ~          |    1|  626.606   pc  |  -8.0097     +8.0097  |paral   |2020yCat.1350....0G
3435|TYC 1368-1481-1                                                                                                                                                                |Star                              |07 28 31.1718848328 +20 04 01.933958244|198.6271305432882 +16.9253757227321|   1.785 -8.072   |9.47     |~               |    ~     ~          |    1|  872.144   pc  | -17.3425    +17.3425  |paral   |2020yCat.1350....0G
3436|TYC 1368-1518-1                                                                                                                                                                |Star                              |07 28 20.5964465880 +18 52 22.046502396|199.7530936947880 +16.4107212682076|  -1.714 -4.923   |10.16    |~               |    ~     ~          |    1|  248.318   pc  |  -1.9300     +1.9300  |paral   |2020yCat.1350....0G
3437|TYC 1368-1662-1                                                                                                                                                                |Star                              |07 29 11.4392861256 +18 55 36.022190772|199.7854845164994 +16.6159251350222| -9.204 -10.287   |9.82     |~               |    ~     ~          |    1|  735.348   pc  | -10.8147    +10.8147  |paral   |2020yCat.1350....0G
3438|TYC 1368-1684-1                                                                                                                                                                |Star                              |07 29 31.4602839744 +19 17 30.847929936|199.4688278502227 +16.8341877749267|  -2.978 -9.557   |10.95    |~               |    ~     ~          |    1|  574.416   pc  |  -4.6853     +4.6853  |paral   |2020yCat.1350....0G
3439|TYC 1372-811-1                                                                                                                                                                 |Star                              |07 29 04.6821235560 +20 48 04.375912968|197.9752803824544 +17.3350698218303|   1.115 -5.845   |10.97    |~               |    ~     ~          |    1|  672.721   pc  | -10.0919    +10.0919  |paral   |2020yCat.1350....0G
3440|TYC 1372-1517-1                                                                                                                                                                |Star                              |07 29 19.4683592448 +20 38 46.376578752|198.1483134051218 +17.3272045012037|   -9.615 5.286   |9.56     |~               |    ~     ~          |    1|  916.003   pc  | -13.0893    +13.0893  |paral   |2020yCat.1350....0G
3441|TYC 1372-1583-1                                                                                                                                                                |Star                              |07 29 57.6210799176 +20 40 00.329717496|198.1897034829943 +17.4720788232006|  -8.439 -1.077   |10.16    |~               |    ~     ~          |    1|  680.272   pc  |  -6.2474     +6.2474  |paral   |2020yCat.1350....0G
3442|TYC 1372-1715-1                                                                                                                                                                |Star                              |07 29 13.8410538792 +20 49 40.593781560|197.9641832081851 +17.3783666472283|  -9.564 -5.300   |10.98    |~               |    ~     ~          |    1|  956.480   pc  | -12.6250    +12.6250  |paral   |2020yCat.1350....0G
3443|TYC 1372-1767-1                                                                                                                                                                |Star                              |07 28 01.7617062720 +20 51 15.263390016|197.8234525046430 +17.1305556787033|   0.735 -3.986   |9.91     |~               |    ~     ~          |    1|  712.352   pc  |  -7.6117     +7.6117  |paral   |2020yCat.1350....0G
3444|TYC 1372-2227-1                                                                                                                                                                |Star                              |07 29 36.5602085352 +20 53 57.251704164|197.9317558922018 +17.4876834259848|  27.210 20.471   |10.44    |~               |    ~     ~          |    1|  243.410   pc  |  -3.1283     +3.1283  |paral   |2020yCat.1350....0G
3445|HD 56713                                                                                                                                                                       |Star                              |07 18 58.1105963712 +18 34 08.876823744|199.1056116942447 +14.2591394296320|   -3.448 3.750   |8.71     |A5              |    ~     ~          |    1|  226.096   pc  |  -1.2013     +1.2013  |paral   |2020yCat.1350....0G
3446|BD+18 1571                                                                                                                                                                     |Star                              |07 19 19.5980296368 +18 14 09.945302100|199.4548228617869 +14.1995583888116|-12.191 -12.195   |8.95     |A2              |    ~     ~          |    1|  192.890   pc  |  -0.7218     +0.7218  |paral   |2020yCat.1350....0G
3447|BD+18 1576                                                                                                                                                                     |High Proper Motion Star           |07 20 23.7238425816 +18 30 52.477504992|199.3002857097683 +14.5451560865158|  2.175 -55.452   |8.84     |G5              |    ~     ~          |    1|  386.608   pc  |  -2.7203     +2.7203  |paral   |2020yCat.1350....0G
3448|BD+18 1579                                                                                                                                                                     |Star                              |07 20 44.8935776112 +17 55 25.097312532|199.8922232968328 +14.3787457568081| -2.524 -18.235   |8.86     |K5              |    ~     ~          |    1|  684.463   pc  | -11.4780    +11.4780  |paral   |2020yCat.1350....0G
3449|HD 57108                                                                                                                                                                       |Star                              |07 20 31.1979366312 +17 51 52.707984408|199.9246144026274 +14.3049565827836|  -6.524 -0.810   |7.74     |K0              |    ~     ~          |    1|  404.793   pc  |  -3.5229     +3.5229  |paral   |2020yCat.1350....0G
3450|HD 57161                                                                                                                                                                       |Star                              |07 20 41.2243079184 +17 52 33.386458116|199.9309016191070 +14.3458406497487|   -5.067 0.168   |7.96     |A0              |    ~     ~          |    1|  334.135   pc  |  -4.8678     +4.8678  |paral   |2020yCat.1350....0G
3451|BD+17 1540                                                                                                                                                                     |Star                              |07 18 49.5268239120 +17 16 23.173276296|200.3072479692198 +13.6924328520030|  6.028 -16.048   |9.16     |A5              |    ~     ~          |    1|  287.811   pc  |  -1.5987     +1.5987  |paral   |2020yCat.1350....0G
3452|BD+17 1542                                                                                                                                                                     |Star                              |07 19 34.5676637160 +17 28 38.214017724|200.1925106132763 +13.9401301726003|  -4.472 -6.107   |8.47     |K5              |    ~     ~          |    1|  665.425   pc  |  -8.9444     +8.9444  |paral   |2020yCat.1350....0G
3453|BD+17 1543                                                                                                                                                                     |Star                              |07 19 53.5121590872 +17 17 39.991827480|200.3961202586314 +13.9328732917448|  -5.212 45.051   |8.62     |F5              |    ~     ~          |    1|  110.245   pc  |  -0.2516     +0.2516  |paral   |2020yCat.1350....0G
3454|BD+17 1545                                                                                                                                                                     |Star                              |07 20 10.0747967928 +17 32 13.054021080|200.1967358120227 +14.0932705981916|   -3.405 5.807   |9.42     |F0              |    ~     ~          |    1|  220.337   pc  |  -1.0001     +1.0001  |paral   |2020yCat.1350....0G
3455|HD 57131                                                                                                                                                                       |Star                              |07 20 36.3780736680 +17 26 29.028402816|200.3310408255061 +14.1489007379857|  -1.959 -4.577   |8.65     |A0              |    ~     ~          |    1|  441.618   pc  | -16.5383    +16.5383  |paral   |2020yCat.1350....0G
3456|BD+16 1446                                                                                                                                                                     |Star                              |07 18 55.9298484024 +15 57 31.691756124|201.5457979409210 +13.1663243954279|  -0.986 -0.278   |10.49    |A2V             |    ~     ~          |    1| 1225.190   pc  | -61.0944    +61.0944  |paral   |2020yCat.1350....0G
3457|HD 56868                                                                                                                                                                       |Eclipsing Binary                  |07 19 25.0822569648 +16 06 17.273393568|201.4600065687286 +13.3335674020749|  -2.849 -1.948   |8.92     |B8III           |    ~     ~          |    1|  758.093   pc  | -18.2181    +18.2181  |paral   |2020yCat.1350....0G
