C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:15:33

dec >=0&rah >=7.25&rah< 7.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 6226

 #  |                                                                                  identifier                                                                                   |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------------|-----|----------------|-----------------------|--------|-------------------
1092|TYC 2969-1216-1                                                                                                                                                                |Star                              |07 21 25.3366990008 +44 36 49.381784064|173.3875871048647 +23.7595673761379|   1.626 -2.200   |9.93     |~               |    ~     ~          |    1|  624.649   pc  |  -7.4916     +7.4916  |paral   |2020yCat.1350....0G
1093|TYC 2969-1469-1                                                                                                                                                                |Star                              |07 21 28.4077077240 +44 49 23.615998032|173.1694200001949 +23.8238015405351|   1.154 -4.502   |10.95    |~               |    ~     ~          |    1| 2417.211   pc  | -99.9137    +99.9137  |paral   |2020yCat.1350....0G
1094|TYC 2969-1481-1                                                                                                                                                                |Star                              |07 21 50.2572423000 +44 35 53.930075604|173.4252349243421 +23.8267659191416|-12.773 -34.358   |10.57    |~               |    ~     ~          |    1|  447.668   pc  |  -3.4670     +3.4670  |paral   |2020yCat.1350....0G
1095|TYC 3392-45-1                                                                                                                                                                  |Star                              |07 17 36.2385335208 +45 53 44.424034404|171.8439007182898 +23.4528491291063|  -3.950 -3.116   |9.69     |~               |    ~     ~          |    1| 1043.079   pc  | -18.7138    +18.7138  |paral   |2020yCat.1350....0G
1096|TYC 3392-54-1                                                                                                                                                                  |Star                              |07 18 28.0970239392 +45 24 19.784195316|172.4028155783760 +23.4674606464056|  -3.373 -4.352   |10.35    |~               |    ~     ~          |    1| 1168.907   pc  | -22.1348    +22.1348  |paral   |2020yCat.1350....0G
1097|TYC 3392-141-1                                                                                                                                                                 |High Proper Motion Star           |07 16 01.1682188400 +45 49 32.717844228|171.8364460287471 +23.1683448982459| 107.178 -5.203   |9.85     |~               |    ~     ~          |    1|   91.233   pc  |  -0.1806     +0.1806  |paral   |2020yCat.1350....0G
1098|TYC 3392-361-1                                                                                                                                                                 |Spectroscopic Binary              |07 16 14.3044552248 +45 53 23.723881476|171.7804723326232 +23.2224155299072|  1.454 -18.226   |10.40    |~               |    ~     ~          |    1|  397.725   pc  |  -2.9739     +2.9739  |paral   |2020yCat.1350....0G
1099|TYC 3392-648-1                                                                                                                                                                 |Star                              |07 17 29.8975443744 +45 45 48.813146244|171.9772887115219 +23.3998113948687|  -6.176 -3.175   |10.74    |~               |    ~     ~          |    1|  865.726   pc  | -13.9404    +13.9404  |paral   |2020yCat.1350....0G
1100|TYC 3392-716-1                                                                                                                                                                 |Star                              |07 17 52.5500706552 +45 48 40.780833012|171.9462767159515 +23.4759964547519|  0.218 -16.952   |10.60    |~               |    ~     ~          |    1|  552.029   pc  | -13.9264    +13.9264  |paral   |2020yCat.1350....0G
1101|TYC 3392-755-1                                                                                                                                                                 |Star                              |07 15 25.2747207000 +45 55 51.681542808|171.6955160131086 +23.0967484464622|   4.086 -4.207   |10.31    |~               |    ~     ~          |    1|  893.495   pc  | -13.8910    +13.8910  |paral   |2020yCat.1350....0G
1102|TYC 3392-785-1                                                                                                                                                                 |Star                              |07 15 47.4471117504 +45 53 49.220237076|171.7501077498145 +23.1493590069154|    2.027 1.074   |10.53    |~               |    ~     ~          |    1|  875.964   pc  | -13.2745    +13.2745  |paral   |2020yCat.1350....0G
1103|TYC 3393-485-1                                                                                                                                                                 |Star                              |07 19 38.1110322192 +45 40 49.537614576|172.1726554243833 +23.7373697857456| -1.606 -11.653   |10.51    |~               |    ~     ~          |    1|  442.360   pc  |  -8.8253     +8.8253  |paral   |2020yCat.1350....0G
1104|TYC 3393-658-1                                                                                                                                                                 |Spectroscopic Binary              |07 22 09.5652251496 +45 39 42.166032876|172.3175673907233 +24.1583967181371|  -3.675 -0.743   |10.43    |~               |    ~     ~          |    1| 1163.603   pc  | -39.1298    +39.1298  |paral   |2020yCat.1350....0G
1105|TYC 3393-1019-1                                                                                                                                                                |Star                              |07 18 47.4873197472 +45 17 50.187781536|172.5330709089210 +23.4932000383079|   -6.091 5.680   |9.92     |~               |    ~     ~          |    1|  660.458   pc  |  -6.6739     +6.6739  |paral   |2020yCat.1350....0G
1106|TYC 3393-1129-1                                                                                                                                                                |Star                              |07 20 33.4609158336 +45 59 23.415973044|171.8917394262944 +23.9730538039060|   -4.003 3.068   |10.31    |~               |    ~     ~          |    1|  827.678   pc  | -11.0978    +11.0978  |paral   |2020yCat.1350....0G
1107|TYC 3393-1457-1                                                                                                                                                                |Star                              |07 19 52.0638114432 +45 33 21.485801772|172.3155148343714 +23.7438971026319|  6.358 -21.653   |10.12    |~               |    ~     ~          |    1|  231.696   pc  |  -1.4333     +1.4333  |paral   |2020yCat.1350....0G
1108|TYC 3393-1543-1                                                                                                                                                                |Star                              |07 24 34.5464585472 +45 14 46.738808448|172.8766540670854 +24.4625670268101|   0.061 -9.621   |10.56    |~               |    ~     ~          |    1|  731.689   pc  |  -9.6367     +9.6367  |paral   |2020yCat.1350....0G
1109|TYC 3393-1895-1                                                                                                                                                                |Star                              |07 20 52.0644086616 +45 51 24.408738648|172.0476646058944 +23.9908177450028|  -0.967 -9.638   |10.68    |~               |    ~     ~          |    1|  987.654   pc  | -19.2166    +19.2166  |paral   |2020yCat.1350....0G
1110|HD 58856                                                                                                                                                                       |High Proper Motion Star           |07 29 31.0879 +45 39 00.267            |172.6786654 +25.4018002            |    -41.2 -48.8   |9.20     |G               |    ~     ~          |    0|                |                       |        |                   
1111|HD 58450                                                                                                                                                                       |Star                              |07 27 54.5902634904 +45 55 57.844241436|172.3013374009937 +25.1965685165164|  -3.291 -7.333   |9.25     |A0              |    ~     ~          |    1|  306.354   pc  |  -1.9146     +1.9146  |paral   |2020yCat.1350....0G
1112|HD 58549                                                                                                                                                                       |High Proper Motion Star           |07 28 16.0510671216 +46 17 09.953060028|171.9379051534541 +25.3404189416403|-26.783 -75.074   |7.94     |F5              |    ~     ~          |    1|   53.363   pc  |  -0.0572     +0.0572  |paral   |2020yCat.1350....0G
1113|HD 58681                                                                                                                                                                       |High Proper Motion Star           |07 28 52.6269063000 +46 18 52.630626996|171.9344604053917 +25.4494585335244|-43.530 -64.581   |6.41     |K0              |    ~     ~          |    1|  120.086   pc  |  -0.3014     +0.3014  |paral   |2020yCat.1350....0G
1114|V* Y Lyn                                                                                                                                                                       |S Star                            |07 28 11.6165714400 +45 59 26.229456564|172.2521546666474 +25.2582379198573|  -1.278 -4.067   |6.98     |M6S             |    ~     ~          |    1|  356.278   pc  | -14.4451    +14.4451  |paral   |2020yCat.1350....0G
1115|TYC 3393-168-1                                                                                                                                                                 |High Proper Motion Star           |07 28 49.8456406440 +46 17 43.635736644|171.9530341326401 +25.4372075074544|-36.063 -90.965   |10.27    |~               |    ~     ~          |    1|  172.005   pc  |  -0.5266     +0.5266  |paral   |2020yCat.1350....0G
1116|TYC 3393-1472-1                                                                                                                                                                |Star                              |07 28 18.3141708000 +45 56 23.408145420|172.3117944666985 +25.2650296062922| -3.917 -13.908   |10.91    |~               |    ~     ~          |    1|  451.202   pc  |  -4.3160     +4.3160  |paral   |2020yCat.1350....0G
1117|BD+45 1425                                                                                                                                                                     |Star                              |07 24 14.6170085664 +44 48 16.973299224|173.3290747727306 +24.2933227626489|   0.301 -6.061   |10.01    |K0              |    ~     ~          |    1|  581.497   pc  |  -5.4102     +5.4102  |paral   |2020yCat.1350....0G
1118|BD+45 1428                                                                                                                                                                     |Star                              |07 24 43.6254173064 +45 06 26.371530504|173.0317910814364 +24.4532055652346|  3.527 -32.850   |9.62     |F5              |    ~     ~          |    1|  153.102   pc  |  -0.3657     +0.3657  |paral   |2020yCat.1350....0G
1119|BD+45 1429                                                                                                                                                                     |Star                              |07 24 50.1384122328 +45 11 40.173951300|172.9444463843667 +24.4937598081069| -1.768 -11.265   |9.41     |K2              |    ~     ~          |    1|  443.479   pc  |  -2.8714     +2.8714  |paral   |2020yCat.1350....0G
1120|HD 57790                                                                                                                                                                       |Star                              |07 24 52.2145295784 +44 51 06.849498384|173.3101977974237 +24.4128011292204| -5.777 -29.975   |7.90     |F2II            |    ~     ~          |    1|  267.023   pc  |  -1.4759     +1.4759  |paral   |2020yCat.1350....0G
1121|BD+45 1432                                                                                                                                                                     |Star                              |07 27 00.5109756984 +44 56 41.975974068|173.3159086015964 +24.8027069120223| -4.261 -15.205   |9.31     |K0              |    ~     ~          |    1|  447.447   pc  |  -4.1043     +4.1043  |paral   |2020yCat.1350....0G
1122|HD 58335                                                                                                                                                                       |Star                              |07 27 18.2182787208 +45 40 52.836701916|172.5428086857287 +25.0336164557627| -2.790 -37.554   |8.11     |K0              |    ~     ~          |    1|  371.968   pc  |  -3.2238     +3.2238  |paral   |2020yCat.1350....0G
1123|BD+45 1434                                                                                                                                                                     |Spectroscopic Binary              |07 28 11.6549612640 +45 15 19.904898960|173.0406334988126 +25.0818379278818|   -8.653 5.837   |9.49     |G0              |    ~     ~          |    1|  146.679   pc  |  -0.8455     +0.8455  |paral   |2020yCat.1350....0G
1124|BD+44 1619                                                                                                                                                                     |Star                              |07 23 11.6425123320 +44 02 51.576820620|174.0761516580797 +23.9148889039079| -10.152 -2.956   |9.91     |K0              |    ~     ~          |    1|  649.730   pc  |  -6.3322     +6.3322  |paral   |2020yCat.1350....0G
1125|BD+44 1620                                                                                                                                                                     |Star                              |07 23 29.1105601752 +44 20 52.848760308|173.7741027475675 +24.0443903071337|   2.498 -2.979   |9.79     |K0              |    ~     ~          |    1|  593.401   pc  |  -5.7396     +5.7396  |paral   |2020yCat.1350....0G
1126|BD+44 1623                                                                                                                                                                     |Star                              |07 25 15.2771412600 +44 25 53.627445660|173.7755794758166 +24.3713518351680|   9.346 -1.511   |9.41     |K0              |    ~     ~          |    1|  628.615   pc  |  -6.5596     +6.5596  |paral   |2020yCat.1350....0G
1127|HD 57179                                                                                                                                                                       |High Proper Motion Star           |07 22 10.6267551984 +43 26 04.252845012|174.6675158215048 +23.5733166931975|-42.006 -48.796   |9.03     |F8              |    ~     ~          |    1|  108.758   pc  |  -0.2283     +0.2283  |paral   |2020yCat.1350....0G
1128|HD 58205                                                                                                                                                                       |Star                              |07 26 46.1402240304 +44 28 43.085970732|173.8012174379591 +24.6446685466268| -2.319 -28.909   |7.80     |K0              |    ~     ~          |    1|  237.835   pc  |  -1.1370     +1.1370  |paral   |2020yCat.1350....0G
1129|BD+44 1628                                                                                                                                                                     |Double or Multiple Star           |07 27 11.1621301872 +44 36 46.062751572|173.6788723040478 +24.7503323293380|     -14.1 -8.8   |9.68     |A5              |    ~     ~          |    0|                |                       |        |                   
1130|HD 58682                                                                                                                                                                       |Star                              |07 28 47.5307875728 +43 58 42.097849860|174.4348861354400 +24.8694162067993| -5.522 -14.706   |9.18     |F5              |    ~     ~          |    1|  357.667   pc  |  -2.4945     +2.4945  |paral   |2020yCat.1350....0G
1131|BD+44 1632                                                                                                                                                                     |Star                              |07 29 17.5552467912 +44 27 41.600298348|173.9431882686630 +25.0764015344236| 17.070 -39.264   |9.77     |F8              |    ~     ~          |    1|  127.756   pc  |  -0.2399     +0.2399  |paral   |2020yCat.1350....0G
1132|HD 57725                                                                                                                                                                       |High Proper Motion Star           |07 24 34.9487068392 +43 53 54.650816880|174.3057888659375 +24.1165003719812|  8.035 -51.034   |9.31     |G5              |    ~     ~          |    1|  335.469   pc  |  -2.0820     +2.0820  |paral   |2020yCat.1350....0G
1133|HD 57699                                                                                                                                                                       |Star                              |07 24 22.1803811784 +43 13 26.194610388|175.0065995125832 +23.9003912230336|-10.333 -34.929   |8.49     |K2              |    ~     ~          |    1|  625.039   pc  |  -9.6887     +9.6887  |paral   |2020yCat.1350....0G
1134|BD+43 1690                                                                                                                                                                     |Star                              |07 25 38.1054824808 +43 09 20.005748964|175.1460658912074 +24.1044602687257|   5.297 -4.546   |8.88     |K2              |    ~     ~          |    1|  705.916   pc  |  -9.3185     +9.3185  |paral   |2020yCat.1350....0G
1135|HD 58295                                                                                                                                                                       |Star                              |07 26 58.5288887904 +43 15 30.305085948|175.1077441175537 +24.3671692888546| -1.262 -10.772   |6.670    |K2              |    ~     ~          |    1|  244.188   pc  |  -1.1985     +1.1985  |paral   |2020yCat.1350....0G
1136|HD 58857                                                                                                                                                                       |Star                              |07 29 24.7664049624 +43 20 30.268151412|175.1449103836155 +24.8171091156086| -39.800 -0.099   |9.37     |G0              |    ~     ~          |    1|  162.401   pc  |  -4.9451     +4.9451  |paral   |2020yCat.1350....0G
1137|BD+43 1689                                                                                                                                                                     |Star                              |07 25 21.0915843672 +42 58 03.457579116|175.3293306233577 +24.0044879812708| -2.137 -49.538   |9.39     |G0              |    ~     ~          |    1|  159.502   pc  |  -0.3180     +0.3180  |paral   |2020yCat.1350....0G
1138|BD+43 1695                                                                                                                                                                     |Star                              |07 29 10.2941784648 +42 50 57.306690024|175.6565595084434 +24.6482168578873|   14.947 2.044   |9.14     |K2              |    ~     ~          |    1|  426.785   pc  |  -2.4954     +2.4954  |paral   |2020yCat.1350....0G
1139|TYC 2956-1131-1                                                                                                                                                                |Star                              |07 19 48.8052335040 +43 16 20.112377412|174.7084550760888 +23.1155619055351|   5.214 -2.198   |10.29    |~               |    ~     ~          |    1|  822.910   pc  | -10.2254    +10.2254  |paral   |2020yCat.1350....0G
1140|TYC 2965-812-1                                                                                                                                                                 |Star                              |07 24 11.9619046056 +43 04 25.158165024|175.1557662931980 +23.8300855257516| -0.856 -14.701   |10.58    |~               |    ~     ~          |    1|  427.296   pc  |  -4.2724     +4.2724  |paral   |2020yCat.1350....0G
1141|TYC 2965-927-1                                                                                                                                                                 |Star                              |07 26 54.8643786816 +42 58 22.174564296|175.4069785486219 +24.2815098476222|   2.056 -9.762   |10.81    |~               |    ~     ~          |    1|  817.862   pc  | -12.9766    +12.9766  |paral   |2020yCat.1350....0G
1142|TYC 2965-1030-1                                                                                                                                                                |Star                              |07 28 30.7061466744 +43 00 26.701330644|175.4541288974086 +24.5725071774360| -6.278 -11.479   |10.25    |~               |    ~     ~          |    1|  253.331   pc  |  -1.4183     +1.4183  |paral   |2020yCat.1350....0G
1143|TYC 2969-6-1                                                                                                                                                                   |Star                              |07 23 35.5680562464 +43 16 30.773684856|174.9110418320773 +23.7779120265205|   4.326 -2.200   |10.23    |~               |    ~     ~          |    1| 1045.806   pc  | -20.9992    +20.9992  |paral   |2020yCat.1350....0G
1144|TYC 2969-18-1                                                                                                                                                                  |Star                              |07 24 01.9590768552 +43 16 16.806658044|174.9386690073270 +23.8539798802716|  11.390 -9.255   |9.62     |~               |    ~     ~          |    1|  293.238   pc  |  -1.4532     +1.4532  |paral   |2020yCat.1350....0G
1145|TYC 2969-86-1                                                                                                                                                                  |Star                              |07 28 27.9522697488 +43 31 37.482688992|174.8993079088808 +24.6981212124572|-10.442 -39.525   |10.43    |~               |    ~     ~          |    1|  283.318   pc  |  -1.9024     +1.9024  |paral   |2020yCat.1350....0G
1146|TYC 2969-159-1                                                                                                                                                                 |Star                              |07 27 32.9794928016 +43 28 45.771098705|174.9031004627796 +24.5253039460838| 16.033 -23.265   |10.55    |~               |    ~     ~          |    1|   88.4924  pc  |  -6.3023     +6.3023  |paral   |2018yCat.1345....0G
1147|TYC 2969-163-1                                                                                                                                                                 |Star                              |07 24 03.5075033616 +43 27 12.016739196|174.7482694883704 +23.9072373188685|   0.823 -2.674   |10.48    |~               |    ~     ~          |    1|  537.230   pc  |  -9.4377     +9.4377  |paral   |2020yCat.1350....0G
1148|TYC 2969-168-1                                                                                                                                                                 |Star                              |07 23 51.0063415344 +43 34 35.253592644|174.6074525272754 +23.9036977680679| 10.963 -19.777   |10.68    |~               |    ~     ~          |    1|  268.969   pc  |  -7.5600     +7.5600  |paral   |2020yCat.1350....0G
1149|TYC 2969-397-1                                                                                                                                                                 |High Proper Motion Star           |07 28 57.5051075184 +43 31 10.140520980|174.9324413050570 +24.7825256258570|  49.910 -6.175   |10.50    |~               |    ~     ~          |    1|  202.622   pc  |  -0.7554     +0.7554  |paral   |2020yCat.1350....0G
1150|TYC 2969-411-1                                                                                                                                                                 |Star                              |07 28 27.0916807656 +43 11 38.046888564|175.2528880259640 +24.6100952189454|  -8.929 -9.628   |9.24     |~               |    ~     ~          |    1|  520.589   pc  |  -4.6072     +4.6072  |paral   |2020yCat.1350....0G
1151|TYC 2969-437-1                                                                                                                                                                 |Star                              |07 27 18.0136545744 +43 30 45.742392936|174.8548788311282 +24.4902092282314| -6.002 -15.860   |10.48    |~               |    ~     ~          |    1|  931.706   pc  | -13.8892    +13.8892  |paral   |2020yCat.1350....0G
1152|TYC 2969-514-1                                                                                                                                                                 |Star                              |07 23 46.6174033536 +43 31 17.793841116|174.6613926410174 +23.8762778873402| -5.019 -19.579   |9.69     |~               |    ~     ~          |    1|  565.259   pc  |  -4.4413     +4.4413  |paral   |2020yCat.1350....0G
1153|TYC 2969-561-1                                                                                                                                                                 |Spectroscopic Binary              |07 22 39.3807926832 +44 31 50.879850384|173.5385269104820 +23.9496213815689|   4.863 -1.049   |10.47    |~               |    ~     ~          |    1|  388.893   pc  |  -3.0853     +3.0853  |paral   |2020yCat.1350....0G
1154|TYC 2969-563-1                                                                                                                                                                 |Star                              |07 24 43.8783488736 +44 33 08.004773592|173.6212597931676 +24.3121907057457|  -5.251 -0.106   |10.55    |~               |    ~     ~          |    1|  244.762   pc  |  -1.0604     +1.0604  |paral   |2020yCat.1350....0G
1155|TYC 2969-587-1                                                                                                                                                                 |Star                              |07 28 50.5468476024 +44 36 40.520213316|173.7612249224009 +25.0355053212826|   3.442 -6.750   |10.87    |~               |    ~     ~          |    1|  339.766   pc  |  -1.4892     +1.4892  |paral   |2020yCat.1350....0G
1156|TYC 2969-732-1                                                                                                                                                                 |Star                              |07 25 40.9548152472 +44 42 18.228287916|173.5064891191059 +24.5148809188697|   1.874 -1.861   |10.82    |~               |    ~     ~          |    1|  566.636   pc  |  -4.8162     +4.8162  |paral   |2020yCat.1350....0G
1157|TYC 2969-771-1                                                                                                                                                                 |Star                              |07 23 37.8726251832 +44 09 24.183690912|173.9837216270088 +24.0193851344534|-15.056 -19.201   |9.71     |~               |    ~     ~          |    1|  622.200   pc  |  -5.6909     +5.6909  |paral   |2020yCat.1350....0G
1158|TYC 2969-789-1                                                                                                                                                                 |Spectroscopic Binary              |07 23 00.5428453176 +43 48 27.396142200|174.3194885091718 +23.8188960565557| -4.120 -16.622   |10.98    |~               |    ~     ~          |    1|  433.501   pc  |  -9.3398     +9.3398  |paral   |2020yCat.1350....0G
1159|TYC 2969-807-1                                                                                                                                                                 |Star                              |07 27 10.7805923592 +43 50 36.674805804|174.4973495605108 +24.5542891193225|  7.646 -10.674   |10.33    |~               |    ~     ~          |    1|  507.254   pc  |  -6.2268     +6.2268  |paral   |2020yCat.1350....0G
1160|TYC 2969-920-1                                                                                                                                                                 |Spectroscopic Binary              |07 24 45.7504230312 +44 15 23.750531748|173.9361276242864 +24.2411765700008| 17.861 -32.423   |10.99    |~               |    ~     ~          |    1|  151.124   pc  |  -1.1762     +1.1762  |paral   |2020yCat.1350....0G
1161|TYC 2969-932-1                                                                                                                                                                 |Star                              |07 25 56.8911627768 +44 04 06.964547772|174.1957617520077 +24.3979617445611| -12.588 -3.128   |10.72    |~               |    ~     ~          |    1|  442.850   pc  |  -3.0986     +3.0986  |paral   |2020yCat.1350....0G
1162|TYC 2969-1079-1                                                                                                                                                                |Star                              |07 29 59.8208834616 +44 22 06.307220604|174.0770301133779 +25.1754671311936|   -3.582 0.438   |10.86    |~               |    ~     ~          |    1| 1016.880   pc  | -17.8890    +17.8890  |paral   |2020yCat.1350....0G
1163|TYC 2969-1131-1                                                                                                                                                                |Star                              |07 25 20.5749126504 +44 22 26.743568628|173.8409996889926 +24.3718232202051|   0.081 -7.943   |10.91    |~               |    ~     ~          |    1|  631.353   pc  |  -8.8491     +8.8491  |paral   |2020yCat.1350....0G
1164|TYC 2969-1149-1                                                                                                                                                                |Star                              |07 22 03.7987549008 +44 21 59.949419688|173.6810623765308 +23.8041621390671| 15.986 -39.366   |10.65    |~               |    ~     ~          |    1|  314.703   pc  |  -1.4955     +1.4955  |paral   |2020yCat.1350....0G
1165|TYC 2969-1579-1                                                                                                                                                                |Star                              |07 20 41.3526586104 +43 47 43.328930352|174.2088991087745 +23.4125810337479|  -1.818 -1.637   |9.75     |~               |    ~     ~          |    1| 1691.189   pc  | -60.9206    +60.9206  |paral   |2020yCat.1350....0G
1166|TYC 2969-1588-1                                                                                                                                                                |Star                              |07 21 50.1662433000 +43 51 56.467486692|174.1963426070363 +23.6307424814848|  -1.245 -9.796   |10.75    |~               |    ~     ~          |    1|  933.707   pc  | -14.2105    +14.2105  |paral   |2020yCat.1350....0G
1167|TYC 2969-1620-1                                                                                                                                                                |Star                              |07 22 00.5171464224 +43 27 11.167000524|174.6389234533992 +23.5489456631667|-23.346 -29.524   |10.94    |~               |    ~     ~          |    1|  319.183   pc  |  -2.1292     +2.1292  |paral   |2020yCat.1350....0G
1168|TYC 2969-1639-1                                                                                                                                                                |Star                              |07 20 30.7179074472 +43 46 53.361537384|174.2139129270625 +23.3780160892343|  -21.830 9.467   |10.72    |~               |    ~     ~          |    1|  219.399   pc  |  -0.8809     +0.8809  |paral   |2020yCat.1350....0G
1169|TYC 2969-1649-1                                                                                                                                                                |Star                              |07 22 18.5748004920 +43 09 23.978411100|174.9662839315801 +23.5207061943286|   5.495 -3.999   |9.64     |~               |    ~     ~          |    1|  962.464   pc  | -15.5625    +15.5625  |paral   |2020yCat.1350....0G
1170|TYC 2969-1652-1                                                                                                                                                                |Star                              |07 21 26.6803939416 +44 07 13.191535956|173.9079635990712 +23.6315484471830|  -6.459 -4.317   |10.25    |~               |    ~     ~          |    1| 1183.712   pc  | -21.7182    +21.7182  |paral   |2020yCat.1350....0G
1171|TYC 2969-1671-1                                                                                                                                                                |Star                              |07 21 26.7895317288 +43 50 28.114463004|174.2014015965190 +23.5564840392995| 24.973 -39.852   |10.88    |~               |    ~     ~          |    1|  435.502   pc  | -11.8918    +11.8918  |paral   |2020yCat.1350....0G
1172|TYC 2969-1759-1                                                                                                                                                                |Star                              |07 29 27.3268617432 +44 13 54.378661512|174.1969404973790 +25.0479022314413|   8.857 -1.096   |10.64    |~               |    ~     ~          |    1| 1138.952   pc  | -21.4040    +21.4040  |paral   |2020yCat.1350....0G
1173|TYC 2969-1836-1                                                                                                                                                                |Star                              |07 28 01.8967336248 +43 50 46.498087644|174.5375695760595 +24.7035073426844|  -0.023 -1.998   |10.72    |~               |    ~     ~          |    1|  989.413   pc  | -16.5441    +16.5441  |paral   |2020yCat.1350....0G
1174|TYC 3393-1585-1                                                                                                                                                                |Star                              |07 26 38.9497796328 +45 04 36.300281412|173.1579495050100 +24.7739195939357| -8.990 -20.666   |10.43    |~               |    ~     ~          |    1|  860.659   pc  | -11.7777    +11.7777  |paral   |2020yCat.1350....0G
1175|BD+43 1663                                                                                                                                                                     |Star                              |07 15 51.9890069472 +43 22 15.940231752|174.3847707386964 +22.4552334725974|    7.284 1.104   |9.93     |F0              |    ~     ~          |    1|  216.282   pc  |  -1.0104     +1.0104  |paral   |2020yCat.1350....0G
1176|BD+43 1665                                                                                                                                                                     |Star                              |07 15 51.0753587184 +43 07 34.983568776|174.6373142362389 +22.3818261289607| -8.447 -21.642   |9.29     |F8              |    ~     ~          |    1|  292.013   pc  |  -2.3364     +2.3364  |paral   |2020yCat.1350....0G
1177|BD+43 1667                                                                                                                                                                     |Star                              |07 17 02.2007573712 +43 02 36.668290164|174.7908043124118 +22.5651198415807| -0.054 -11.428   |9.68     |K5              |    ~     ~          |    1|  813.074   pc  | -15.5356    +15.5356  |paral   |2020yCat.1350....0G
1178|HD 55970                                                                                                                                                                       |Star                              |07 17 15.1744618200 +43 19 06.193744464|174.5177228746979 +22.6816002766304|   -8.356 0.566   |9.54     |A0              |    ~     ~          |    1|  338.639   pc  |  -7.5342     +7.5342  |paral   |2020yCat.1350....0G
1179|HD 56291                                                                                                                                                                       |Star                              |07 18 32.4778706496 +43 02 28.400637696|174.8783215618758 +22.8279182116947| -5.531 -18.140   |9.19     |A2              |    ~     ~          |    1|  344.661   pc  |  -3.1005     +3.1005  |paral   |2020yCat.1350....0G
1180|HD 55480                                                                                                                                                                       |Star                              |07 15 01.8297900216 +42 03 48.893626368|175.6859480567290 +21.9245494793655|  -0.500 -0.100   |8.63     |K0              |    ~     ~          |    1|  374.995   pc  |  -3.3609     +3.3609  |paral   |2020yCat.1350....0G
1181|HD 55648                                                                                                                                                                       |Star                              |07 15 40.9805905032 +42 05 39.041308212|175.6933591349365 +22.0492439153207|  8.187 -17.637   |8.09     |K5              |    ~     ~          |    1|  676.178   pc  | -10.5160    +10.5160  |paral   |2020yCat.1350....0G
1182|BD+42 1686                                                                                                                                                                     |Star                              |07 15 53.2370176968 +42 08 54.844652040|175.6494353572831 +22.1015531915782|  11.062 20.581   |9.75     |K0              |    ~     ~          |    1|  330.721   pc  |  -1.5641     +1.5641  |paral   |2020yCat.1350....0G
1183|BD+42 1686B                                                                                                                                                                    |Star                              |07 15 53.9580891072 +42 09 03.723638004|175.6476049860725 +22.1044113085931|  11.225 20.361   |10.96    |~               |    ~     ~          |    1|  328.623   pc  |  -1.8359     +1.8359  |paral   |2020yCat.1350....0G
1184|BD+42 1693                                                                                                                                                                     |High Proper Motion Star           |07 18 38.7006596904 +42 02 55.696847712|175.9147097221561 +22.5613645464854|-36.056 -41.578   |9.50     |F2              |    ~     ~          |    1|  205.415   pc  |  -0.7215     +0.7215  |paral   |2020yCat.1350....0G
1185|BD+42 1694                                                                                                                                                                     |Star                              |07 18 40.8407437344 +42 18 00.781536024|175.6561029182289 +22.6404330350232|  -1.945 -0.621   |9.43     |M2              |    ~     ~          |    1| 1424.096   pc  | -57.5966    +57.5966  |paral   |2020yCat.1350....0G
1186|HD 56170                                                                                                                                                                       |Star                              |07 17 50.1280489440 +41 48 02.064655332|176.1240171697907 +22.3448609962343|   -2.237 2.117   |8.63     |K0              |    ~     ~          |    1|  777.484   pc  | -17.4695    +17.4695  |paral   |2020yCat.1350....0G
1187|HD 56325                                                                                                                                                                       |Star                              |07 18 31.0014047064 +41 52 18.022807092|176.0906588855357 +22.4870035881417|-11.885 -19.351   |8.39     |F2              |    ~     ~          |    1|  107.939   pc  |  -4.5997     +4.5997  |paral   |2020yCat.1350....0G
1188|HD 55669                                                                                                                                                                       |Star                              |07 15 42.7403263752 +41 22 35.248958868|176.4334241405901 +21.8396081252179| 17.749 -32.826   |8.76     |G0              |    ~     ~          |    1|  131.251   pc  |  -2.1930     +2.1930  |paral   |2020yCat.1350....0G
1189|HD 55867                                                                                                                                                                       |Star                              |07 16 39.6031947792 +40 53 17.608862472|176.9929536955593 +21.8622543508918| -4.605 -18.016   |9.77     |F5              |    ~     ~          |    1|  701.066   pc  |  -9.3875     +9.3875  |paral   |2020yCat.1350....0G
1190|HD 56122                                                                                                                                                                       |Star                              |07 17 40.5847019832 +40 56 42.420054156|176.9967973098964 +22.0624799742733| -2.115 -22.006   |7.46     |K0              |    ~     ~          |    1|  204.880   pc  |  -0.8605     +0.8605  |paral   |2020yCat.1350....0G
