C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:48:17

dec >=0&rah >=10.25&rah< 10.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2565

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2198|V* UU Sex                                                                                                |Long-Period Variable               |10 21 44.0051979792 +04 18 00.452301084|238.8389200189366 +47.6440466520500| -36.082 -9.920   |8.88     |M2/3III            |    ~     ~    |    1|  981.451   pc  | -33.4246    +33.4246  |paral   |2020yCat.1350....0G
2199|BD+05 2326                                                                                               |Star                               |10 22 23.0766530976 +04 25 54.983877672|238.8254189789174 +47.8529535687841|  -11.639 3.037   |9.00     |K0                 |    ~     ~    |    1|  437.464   pc  |  -4.7652     +4.7652  |paral   |2020yCat.1350....0G
2200|BD+05 2329                                                                                               |Star                               |10 24 03.3972873120 +04 26 33.746328456|239.1848575043709 +48.1935465766682| -10.466 -1.751   |10.243   |F2                 |    ~     ~    |    1|  374.181   pc  |  -6.2165     +6.2165  |paral   |2020yCat.1350....0G
2201|HD 90194                                                                                                 |Double or Multiple Star            |10 24 52.0220082792 +04 31 06.482280828|239.2757563663669 +48.4006218609861| -26.131 -5.514   |9.26     |F5                 |0.0100  0.0    |    1|  214.850   pc  |  -5.3962     +5.3962  |paral   |2020yCat.1350....0G
2202|HD 90293                                                                                                 |High Proper Motion Star            |10 25 33.6946500648 +04 34 19.130158920|239.3679589855652 +48.5711771267572| -42.716 22.118   |8.00     |F5                 |    ~     ~    |    1|  124.367   pc  |  -0.4826     +0.4826  |paral   |2020yCat.1350....0G
2203|HD 90571                                                                                                 |Star                               |10 27 35.5351940064 +04 18 45.019327608|240.1446327844850 +48.8175283280831|  19.695 -7.944   |9.36     |K0III              |    ~     ~    |    1|  221.322   pc  |  -1.6214     +1.6214  |paral   |2020yCat.1350....0G
2204|HD 90593                                                                                                 |Star                               |10 27 44.1613871784 +04 28 19.804985076|239.9848713019626 +48.9429790515108| -10.567 -8.175   |9.47     |K0III              |    ~     ~    |    1|  618.238   pc  | -12.8808    +12.8808  |paral   |2020yCat.1350....0G
2205|BD+05 2341                                                                                               |Star                               |10 29 14.2617472776 +04 37 12.014673168|240.1526859083591 +49.3300891954652| -2.366 -15.474   |9.65     |F8                 |    ~     ~    |    1|  517.357   pc  |  -4.2022     +4.2022  |paral   |2020yCat.1350....0G
2206|BD+05 2342                                                                                               |Star                               |10 29 26.0700886633 +04 41 33.613071376|240.1098200731524 +49.4131922794049|  9.049 -15.377   |10.28    |F8                 |    ~     ~    |    0|                |                       |        |                   
2207|BD+04 2327                                                                                               |Star                               |10 25 57.0062308560 +03 46 48.503152056|240.4044534952500 +48.1683234098819| -0.286 -21.758   |10.14    |F8                 |    ~     ~    |    1|  252.277   pc  |  -3.5895     +3.5895  |paral   |2020yCat.1350....0G
2208|BD+04 2328B                                                                                              |Star                               |10 26 07.7548480 +03 54 02.560132      |240.3021319435 +48.2773512247      |    14.14 -6.61   |9.38     |G5                 |    ~     ~    |    0|                |                       |        |                   
2209|V* RX Sex                                                                                                |delta Sct Variable                 |10 26 09.2016382296 +03 55 57.106185348|240.2697571252385 +48.3015288223195|    1.606 0.440   |6.66     |A2/3V              |    ~     ~    |    1|  133.720   pc  |  -2.1243     +2.1243  |paral   |2020yCat.1350....0G
2210|HD 90539                                                                                                 |Star                               |10 27 20.4762377256 +04 02 39.052780872|240.4091332675599 +48.6043326740244| -0.940 -19.212   |9.35     |F2V                |    ~     ~    |    1|  188.608   pc  |  -1.5617     +1.5617  |paral   |2020yCat.1350....0G
2211|HD 90554                                                                                                 |Star                               |10 27 24.1266089928 +03 50 54.953228112|240.6567549531042 +48.4965610269329|  -17.823 3.264   |8.24     |K3/4(III)          |    ~     ~    |    1|  496.697   pc  | -10.3124    +10.3124  |paral   |2020yCat.1350....0G
2212|BD+04 2334                                                                                               |Double or Multiple Star            |10 27 41.4399747480 +03 53 24.348452352|240.6739794620855 +48.5788556858023| -12.830 -9.746   |10.325   |F8                 |    ~     ~    |    1|  250.163   pc  |  -1.2641     +1.2641  |paral   |2020yCat.1350....0G
2213|BD+04 2341                                                                                               |Star                               |10 29 04.1972194320 +04 04 42.300317352|240.7689678859994 +48.9659905500295|  -26.862 7.293   |9.98     |K0                 |    ~     ~    |    1|  619.579   pc  |  -6.2572     +6.2572  |paral   |2020yCat.1350....0G
2214|HD 90863                                                                                                 |High Proper Motion Star            |10 29 31.5374759616 +03 53 43.390960800|241.0951398954157 +48.9427550778377| 42.285 -71.486   |9.35     |G8V+A/F            |    ~     ~    |    1|   96.881   pc  |  -0.1192     +0.1192  |paral   |2020yCat.1350....0G
2215|BD+04 2321                                                                                               |Star                               |10 23 00.3477520704 +03 22 42.131531964|240.2103540398687 +47.3412277936620| 13.706 -20.070   |9.92     |F8                 |    ~     ~    |    0|                |                       |        |                   
2216|HD 89971                                                                                                 |Star                               |10 23 10.9492734216 +03 39 06.434554392|239.9292420082739 +47.5426059325387|   2.799 -4.145   |8.24     |F2V                |    ~     ~    |    1|  132.326   pc  |  -6.4402     +6.4402  |paral   |2020yCat.1350....0G
2217|BD+04 2324                                                                                               |Star                               |10 24 34.5600275328 +03 31 54.716822580|240.3848183771357 +47.7452429871643| -41.388 -5.338   |9.38     |K0                 |    ~     ~    |    1|  517.117   pc  |  -4.9471     +4.9471  |paral   |2020yCat.1350....0G
2218|BD+04 2325                                                                                               |Star                               |10 25 11.2786227432 +03 21 11.488502268|240.7340179289462 +47.7563198631975| -32.789 13.786   |10.30    |F8                 |    ~     ~    |    1|  466.331   pc  |  -5.3279     +5.3279  |paral   |2020yCat.1350....0G
2219|BD+04 2326                                                                                               |Star                               |10 25 14.0139506736 +03 28 56.168305860|240.5927729993086 +47.8445751159370| -0.851 -12.176   |9.76     |F8                 |    ~     ~    |    1|  243.084   pc  |  -1.0104     +1.0104  |paral   |2020yCat.1350....0G
2220|BD+04 2332                                                                                               |High Proper Motion Star            |10 27 23.2308224448 +03 40 58.708498800|240.8502533325345 +48.3918254642954|-37.050 -45.999   |9.24     |K5                 |    ~     ~    |    1|  287.737   pc  |  -1.6558     +1.6558  |paral   |2020yCat.1350....0G
2221|HD 90572                                                                                                 |Double or Multiple Star            |10 27 30.2108087472 +03 33 48.783141936|241.0187211168345 +48.3410561807915|-124.209 -24.401  |8.66     |K0III              |    ~     ~    |    1|  106.399   pc  |  -2.6479     +2.6479  |paral   |2020yCat.1350....0G
2222|HD 90651                                                                                                 |Star                               |10 28 05.5557755112 +03 18 56.495398932|241.4482895356114 +48.3029160812203|  -0.150 -6.775   |7.83     |A1V                |    ~     ~    |    1|  179.009   pc  |  -1.1888     +1.1888  |paral   |2020yCat.1350....0G
2223|BD+04 2338                                                                                               |Star                               |10 28 14.8256033400 +03 32 05.096653728|241.2256290524823 +48.4690675250022|  4.273 -33.670   |9.38     |K0                 |    ~     ~    |    1|  515.810   pc  |  -5.5340     +5.5340  |paral   |2020yCat.1350....0G
2224|BD+04 2340                                                                                               |High Proper Motion Star            |10 28 58.9695758280 +03 26 58.784052300|241.4983505394379 +48.5602170283039|  4.574 -54.508   |9.76     |G0                 |    ~     ~    |    1|  173.400   pc  |  -0.5292     +0.5292  |paral   |2020yCat.1350....0G
2225|BD+04 2342B                                                                                              |Star                               |10 29 04.8912350352 +03 42 32.753574000|241.2135135532990 +48.7405017537039|-41.909 -17.634   |10.89    |~                  |    ~     ~    |    1|  310.511   pc  | -15.2821    +15.2821  |paral   |2020yCat.1350....0G
2226|HD 89907                                                                                                 |Star                               |10 22 36.4559942640 +02 47 47.582845584|240.7963756331417 +46.9060208102500| -17.989 -3.076   |9.16     |K1III              |    ~     ~    |    1|  769.290   pc  | -10.7709    +10.7709  |paral   |2020yCat.1350....0G
2227|HD 89978                                                                                                 |Star                               |10 23 14.3737363536 +02 36 34.716323808|241.1542360938789 +46.9146588747839| -19.958 -4.175   |9.18     |F2V                |    ~     ~    |    1|  233.552   pc  |  -1.0309     +1.0309  |paral   |2020yCat.1350....0G
2228|BD+03 2357                                                                                               |Star                               |10 23 46.8664067208 +02 39 06.143733900|241.2287239161253 +47.0468615532947| -11.934 18.095   |8.43     |K2                 |    ~     ~    |    1|  691.563   pc  | -12.8173    +12.8173  |paral   |2020yCat.1350....0G
2229|HD 90361                                                                                                 |Double or Multiple Star            |10 25 58.6699804704 +02 55 45.075533916|241.4103507939294 +47.6491385230000| -31.751 -0.765   |6.98     |A1V                |0.0033  0.0    |    1|  196.603   pc  | -10.2468    +10.2468  |paral   |2020yCat.1350....0G
2230|BD+03 2367                                                                                               |Star                               |10 26 24.0249728664 +03 02 44.669610384|241.3720516226955 +47.8042250100957|   2.250 18.075   |10.07    |G                  |    ~     ~    |    1|  314.634   pc  |  -1.8611     +1.8611  |paral   |2020yCat.1350....0G
2231|BD+03 2369B                                                                                              |Star                               |10 28 24.9992601456 +03 10 13.162132848|241.6949325238470 +48.2756544155211|   3.509 -4.873   |10.32    |~                  |    ~     ~    |    1|  743.494   pc  | -28.1367    +28.1367  |paral   |2020yCat.1350....0G
2232|BD+03 2369                                                                                               |Star                               |10 28 24.7086734856 +03 10 11.057085876|241.6944854641021 +48.2743448800777|   3.955 -6.128   |10.04    |K2                 |    ~     ~    |    1|  686.530   pc  | -15.8365    +15.8365  |paral   |2020yCat.1350....0G
2233|HD 90775                                                                                                 |High Proper Motion Star            |10 28 58.6711509408 +02 38 47.857688628|242.4379939062574 +48.0559517350939| 22.728 -55.568   |7.43     |F0/2V              |    ~     ~    |    1|  161.768   pc  |  -0.8269     +0.8269  |paral   |2020yCat.1350....0G
2234|HD 90825                                                                                                 |Star                               |10 29 18.3678708720 +02 49 05.951835372|242.3158521724294 +48.2278694849141| -13.660 -0.115   |8.97     |A2/3V              |    ~     ~    |    1|  384.172   pc  |  -3.1879     +3.1879  |paral   |2020yCat.1350....0G
2235|HD 90933                                                                                                 |Star                               |10 29 57.7209304296 +03 04 01.958125872|242.1798930591916 +48.5117787574722|-26.731 -19.828   |9.02     |F0V                |    ~     ~    |    1|  160.870   pc  |  -0.5823     +0.5823  |paral   |2020yCat.1350....0G
2236|NGC 3246                           NGC 3246                                                              |Galaxy                             |10 26 41.766 +03 51 43.59              |240.478025 +48.365676              |            ~ ~   |     ~   |~                  |0.767 0.383    |    1|   35.16    Mpc |  -2.85       +2.85    |T-F     |2020ApJ...902..145K
2237|BD+04 2320                                                                                               |Double or Multiple Star            |10 22 29.535600 +04 07 32.28924        |239.214605913 +47.691316656        |     73.6 -24.5   |10.08    |~                  |    ~     ~    |    0|                |                       |        |                   
2238|StKM 1-850                                                                                               |High Proper Motion Star            |10 22 24.5650996536 +03 37 12.620035776|239.7934081419436 +47.3700770005690| -90.622 -3.263   |10.82    |K4                 |    ~     ~    |    1|   47.823   pc  |  -0.0473     +0.0473  |paral   |2020yCat.1350....0G
2239|TYC 248-590-1                                                                                            |Star                               |10 18 54.8756061240 +04 57 28.148302872|237.4382349772288 +47.4642058745823| -13.294 -9.838   |10.86    |~                  |    ~     ~    |    1|  254.985   pc  |  -1.0923     +1.0923  |paral   |2020yCat.1350....0G
2240|TYC 249-153-1                                                                                            |Star                               |10 25 24.2031211824 +02 38 50.621253036|241.6045569835013 +47.3614373709637|-24.350 -19.753   |9.83     |~                  |    ~     ~    |    1|  299.392   pc  |  -1.5597     +1.5597  |paral   |2020yCat.1350....0G
2241|TYC 249-184-1                                                                                            |Star                               |10 20 19.2212159184 +04 17 28.852065996|238.5391788376475 +47.3556593990110|    6.936 2.733   |10.14    |~                  |    ~     ~    |    1|  639.632   pc  |  -7.9780     +7.9780  |paral   |2020yCat.1350....0G
2242|TYC 249-191-1                                                                                            |Star                               |10 20 05.6385705168 +03 02 02.954914908|239.9618370212813 +46.5551212181968|  2.416 -14.321   |10.95    |~                  |    ~     ~    |    1|  285.861   pc  |  -2.5005     +2.5005  |paral   |2020yCat.1350....0G
2243|TYC 249-277-1                                                                                            |High Proper Motion Star            |10 24 11.3159905968 +03 49 50.934909504|239.9442588025085 +47.8507385828295| 8.935 -130.433   |10.03    |~                  |    ~     ~    |    1|   77.775   pc  |  -0.1004     +0.1004  |paral   |2020yCat.1350....0G
2244|TYC 249-375-1                                                                                            |High Proper Motion Star            |10 26 30.1213363656 +04 46 13.312077420|239.3407598876409 +48.8776813492295| 11.423 -67.615   |10.72    |~                  |    ~     ~    |    1|  331.554   pc  |  -1.6819     +1.6819  |paral   |2020yCat.1350....0G
2245|TYC 249-546-1                                                                                            |Star                               |10 28 36.6885633480 +04 26 27.221656560|240.2249441904418 +49.0972618152463|   -7.289 0.346   |10.35    |~                  |    ~     ~    |    1|  721.761   pc  |  -6.2513     +6.2513  |paral   |2020yCat.1350....0G
2246|TYC 249-565-1                                                                                            |Star                               |10 21 38.3110426488 +04 28 34.620006828|238.6077007843640 +47.7298576066904|  -8.428 -1.236   |10.46    |~                  |    ~     ~    |    1| 1039.393   pc  | -23.2273    +23.2273  |paral   |2020yCat.1350....0G
2247|TYC 249-628-1                                                                                            |Star                               |10 27 21.1234026408 +04 00 38.742444648|240.4516089756478 +48.5860318615947| 26.093 -29.545   |10.93    |~                  |    ~     ~    |    1|  205.233   pc  |  -0.7624     +0.7624  |paral   |2020yCat.1350....0G
2248|TYC 249-667-1                                                                                            |Star                               |10 24 23.5368451992 +03 29 51.385994664|240.3834435572905 +47.6880204109451|  6.285 -10.379   |10.35    |~                  |    ~     ~    |    1|  431.891   pc  |  -3.7866     +3.7866  |paral   |2020yCat.1350....0G
2249|TYC 249-896-1                                                                                            |Star                               |10 28 38.9851897008 +04 31 31.991372544|240.1311355803857 +49.1563350827412| -3.338 -41.119   |10.38    |~                  |    ~     ~    |    1|  268.991   pc  |  -1.3024     +1.3024  |paral   |2020yCat.1350....0G
2250|TYC 249-964-1                                                                                            |Star                               |10 26 52.1447130504 +03 56 52.332562932|240.4155611033739 +48.4522623667340| -26.973 -2.506   |10.36    |~                  |    ~     ~    |    1|  357.449   pc  |  -3.2837     +3.2837  |paral   |2020yCat.1350....0G
2251|TYC 249-969-1                                                                                            |Star                               |10 25 24.1894893840 +03 07 11.099972244|241.0563492977480 +47.6546850392269|  -31.890 5.495   |10.62    |~                  |    ~     ~    |    1|  163.026   pc  |  -0.4731     +0.4731  |paral   |2020yCat.1350....0G
2252|TYC 249-1043-1                                                                                           |High Proper Motion Star            |10 23 09.3504545856 +04 28 47.837553348|238.9390324267902 +48.0358851444620| -7.066 -55.502   |10.03    |~                  |    ~     ~    |    1|  761.267   pc  | -12.3439    +12.3439  |paral   |2020yCat.1350....0G
2253|TYC 249-1060-1                                                                                           |Star                               |10 24 23.3675712168 +03 05 29.552534016|240.8578318029639 +47.4381765900947|   1.051 -2.433   |10.07    |~                  |    ~     ~    |    1|  457.875   pc  |  -4.2559     +4.2559  |paral   |2020yCat.1350....0G
2254|TYC 249-1084-1                                                                                           |Star                               |10 24 31.3784437488 +03 10 04.877281488|240.7990743704482 +47.5115427128695| 13.696 -14.952   |10.17    |~                  |    ~     ~    |    1|  218.079   pc  |  -0.8893     +0.8893  |paral   |2020yCat.1350....0G
2255|TYC 249-1088-1                                                                                           |Star                               |10 21 08.1422093280 +04 15 31.085379036|238.7566936434672 +47.4996557942882|  5.519 -33.515   |10.27    |~                  |    ~     ~    |    1|  176.778   pc  |  -0.7094     +0.7094  |paral   |2020yCat.1350....0G
2256|TYC 249-1152-1                                                                                           |Star                               |10 20 56.0674585200 +04 40 42.834649548|238.2109919169707 +47.7081706265952|  -0.286 15.380   |10.66    |~                  |    ~     ~    |    1|  221.553   pc  |  -0.8737     +0.8737  |paral   |2020yCat.1350....0G
2257|TYC 249-1323-1                                                                                           |High Proper Motion Star            |10 25 07.5450617544 +02 58 25.933275660|241.1627332087921 +47.5100213247087|-39.920 -31.728   |10.54    |~                  |    ~     ~    |    1|  205.838   pc  |  -0.7245     +0.7245  |paral   |2020yCat.1350....0G
2258|TYC 249-1336-1                                                                                           |Star                               |10 20 37.6613241240 +04 06 59.385064176|238.8138244554557 +47.3132359031272| -6.830 -10.853   |10.18    |~                  |    ~     ~    |    1|  792.456   pc  |  -9.4826     +9.4826  |paral   |2020yCat.1350....0G
2259|TYC 249-1363-1                                                                                           |Star                               |10 27 42.6016092456 +04 16 17.539514040|240.2211358206256 +48.8158895290477|   -0.048 1.065   |9.66     |~                  |    ~     ~    |    1|  650.322   pc  |  -7.0204     +7.0204  |paral   |2020yCat.1350....0G
2260|TYC 249-1449-1                                                                                           |Star                               |10 27 34.0538255136 +02 55 43.051080324|241.7793648375816 +47.9591540005333|    6.769 9.736   |10.58    |~                  |    ~     ~    |    1|  307.135   pc  |  -1.9904     +1.9904  |paral   |2020yCat.1350....0G
2261|TYC 249-1475-1                                                                                           |Star                               |10 28 14.3362097640 +03 45 59.846164272|240.9483667073843 +48.6107377792175|-13.012 -21.487   |9.74     |~                  |    ~     ~    |    1|  282.853   pc  |  -1.2081     +1.2081  |paral   |2020yCat.1350....0G
2262|TYC 249-1498-1                                                                                           |Star                               |10 27 52.5586427592 +04 03 08.648713044|240.5227538195844 +48.7148564255126|-19.131 -10.125   |10.37    |~                  |    ~     ~    |    1|  317.380   pc  |  -1.9139     +1.9139  |paral   |2020yCat.1350....0G
2263|TYC 249-1501-1                                                                                           |Star                               |10 27 02.3951477088 +02 56 36.684596688|241.6392780784190 +47.8655564175288| -13.743 -0.281   |10.28    |~                  |    ~     ~    |    1|  736.703   pc  | -13.6225    +13.6225  |paral   |2020yCat.1350....0G
2264|TYC 249-1644-1                                                                                           |Star                               |10 27 59.3344100976 +04 08 50.646968484|240.4348833558202 +48.7952422383578|-21.612 -14.605   |10.08    |~                  |    ~     ~    |    1|  271.312   pc  |  -1.4428     +1.4428  |paral   |2020yCat.1350....0G
2265|TYC 249-1646-1                                                                                           |Star                               |10 21 44.7863978592 +04 06 32.457102840|239.0690248404983 +47.5324758810706| -26.181 -7.137   |10.48    |~                  |    ~     ~    |    1|  142.702   pc  |  -0.3706     +0.3706  |paral   |2020yCat.1350....0G
2266|TYC 252-1593-1                                                                                           |High Proper Motion Star            |10 25 26.6381877336 +05 02 58.144104672|238.7612861619636 +48.8330161578742| -57.727 18.974   |10.00    |~                  |    ~     ~    |    1|  256.713   pc  |  -1.3576     +1.3576  |paral   |2020yCat.1350....0G
2267|HD 89655                                                                                                 |Horizontal Branch Star             |10 20 48.6986025672 +02 21 03.137730804|240.9043974470193 +46.2780848073918|  16.197 -6.689   |9.48     |G8(IV)             |    ~     ~    |    1|  524.962   pc  |  -8.0195     +8.0195  |paral   |2020yCat.1350....0G
2268|* 23 Sex                                                                                                 |Pulsating Variable                 |10 21 02.0059724664 +02 17 22.997775480|241.0234975265771 +46.2838559684808|  -8.899 -0.447   |6.644    |B2IV/V             |    ~     ~    |    1|  861.104   pc  | -48.8648    +48.8648  |paral   |2020yCat.1350....0G
2269|BD+02 2312                                                                                               |Red Giant Branch star              |10 18 55.7834508600 +01 50 14.225916156|241.0668103328789 +45.5910132948978|   1.335 -6.818   |10.13    |K2                 |    ~     ~    |    1|  678.610   pc  |  -9.3023     +9.3023  |paral   |2020yCat.1350....0G
2270|BD+02 2315                                                                                               |Horizontal Branch Star             |10 20 20.1967049040 +02 10 31.566804636|240.9977276899579 +46.0763844621512|  -6.985 -1.138   |10.38    |K0                 |    ~     ~    |    1|  882.690   pc  | -17.5307    +17.5307  |paral   |2020yCat.1350....0G
2271|BD+02 2316                                                                                               |Horizontal Branch Star             |10 20 55.8494106552 +01 54 22.831082964|241.4345262589855 +46.0258445862504|  -51.144 2.112   |9.53     |K0                 |    ~     ~    |    1|  586.751   pc  |  -6.6445     +6.6445  |paral   |2020yCat.1350....0G
2272|HD 89408                                                                                                 |Spectroscopic Binary               |10 19 12.7861808808 +01 31 13.290687156|241.4840552962588 +45.4496215763740|  8.649 -14.967   |8.58     |K0III              |    ~     ~    |    1|  514.494   pc  | -32.0100    +32.0100  |ST-L    |2020AJ....160...83S
2273|HD 89563                                                                                                 |Star                               |10 20 10.1718875856 +01 27 54.929879280|241.7585589616333 +45.6018872593920|  -7.596 -0.926   |9.06     |K0III              |    ~     ~    |    1|  510.360   pc  |  -5.4177     +5.4177  |paral   |2020yCat.1350....0G
2274|HD 89377                                                                                                 |Star                               |10 18 51.0482063232 +01 05 41.408686608|241.8756132314246 +45.1129258514839| -2.409 -14.729   |8.86     |F0/2V              |    ~     ~    |    1|  140.915   pc  |  -0.4349     +0.4349  |paral   |2020yCat.1350....0G
2275|BD+01 2422                                                                                               |Star                               |10 20 16.3832010168 +00 18 24.300903960|243.0568559742638 +44.8896272076995|  -7.998 -0.109   |9.84     |K5                 |    ~     ~    |    1| 1514.005   pc  | -60.0559    +60.0559  |paral   |2020yCat.1350....0G
2276|HD 89706                                                                                                 |Star                               |10 21 10.3485384288 +00 34 43.415491404|242.9633445519039 +45.2362761321788| -19.377 11.015   |9.53     |F3/5V              |    ~     ~    |    1|  181.706   pc  |  -0.7000     +0.7000  |paral   |2020yCat.1350....0G
2277|BD+00 2639                                                                                               |Star                               |10 19 26.5676271240 +00 15 51.651708480|242.9163785365755 +44.7026968327115|   -8.645 6.664   |10.41    |F8                 |    ~     ~    |    1|  304.739   pc  |  -2.6838     +2.6838  |paral   |2020yCat.1350....0G
2278|BD+00 2640                                                                                               |Star                               |10 19 38.4983304504 +00 02 53.532422412|243.1948755085287 +44.6030003131592|       -3.4 1.1   |10.16    |~                  |    ~     ~    |    0|                |                       |        |                   
2279|BD+03 2353                                                                                               |High Proper Motion Star            |10 22 28.6387504848 +02 24 14.151255264|241.2176260409606 +46.6377517784889| 57.666 -59.560   |9.99     |G0                 |    ~     ~    |    1|  163.546   pc  |  -0.5804     +0.5804  |paral   |2020yCat.1350....0G
2280|HD 90125                                                                                                 |High Proper Motion Star            |10 24 13.1771876424 +02 22 04.863145944|241.6542906520368 +46.9560714589065| 44.891 -22.422   |6.310    |K0/1III            |    ~     ~    |    1|   88.539   pc  |  -0.2273     +0.2273  |paral   |2020yCat.1350....0G
2281|HD 90155                                                                                                 |Star                               |10 24 25.2702310728 +02 23 35.705599008|241.6714783365595 +47.0111514398979|-41.216 -19.785   |6.61     |K0III              |    ~     ~    |    1|  145.700   pc  |  -0.5435     +0.5435  |paral   |2020yCat.1350....0G
2282|HD 90404                                                                                                 |Star                               |10 26 20.2234189344 +02 32 54.489352308|241.9341444239153 +47.4815620332944|  -15.394 4.805   |9.46     |A5/7II             |    ~     ~    |    1|  336.236   pc  |  -3.9004     +3.9004  |paral   |2020yCat.1350....0G
2283|BD+02 2317                                                                                               |Star                               |10 21 46.3244258760 +02 09 11.642624748|241.3441779351954 +46.3439937995538|   -9.850 8.137   |10.17    |K0                 |    ~     ~    |    1|  709.874   pc  | -11.0359    +11.0359  |paral   |2020yCat.1350....0G
2284|HD 90011                                                                                                 |Star                               |10 23 27.3597676512 +02 15 14.045355432|241.6105663174206 +46.7358126996567|   9.492 -2.712   |8.68     |kF5hA9mF5III+      |    ~     ~    |    1|  284.552   pc  |  -1.7408     +1.7408  |paral   |2020yCat.1350....0G
2285|HD 89895                                                                                                 |Star                               |10 22 25.8549427152 +01 28 04.842727608|242.2649468446659 +46.0433441090506|   2.557 13.498   |9.06     |F6V                |    ~     ~    |    1|  110.255   pc  |  -0.5093     +0.5093  |paral   |2020yCat.1350....0G
2286|HD 90226                                                                                                 |Star                               |10 24 57.2743134264 +01 19 52.191242616|242.9961975334376 +46.4443296586109|-14.863 -16.283   |8.39     |K2III              |    ~     ~    |    1|  299.070   pc  |  -2.3881     +2.3881  |paral   |2020yCat.1350....0G
2287|HD 90540                                                                                                 |Star                               |10 27 16.1537467704 +01 30 53.449532748|243.3293558121403 +47.0066732573835|  -12.149 1.541   |8.76     |K2(III)            |    ~     ~    |    1|  904.977   pc  | -19.2461    +19.2461  |paral   |2020yCat.1350....0G
2288|BD+02 2322                                                                                               |Star                               |10 29 25.6726859280 +01 38 34.588450032|243.6951548819361 +47.5024347522294| -10.227 -2.802   |10.18    |K2                 |    ~     ~    |    1|  735.619   pc  | -10.2274    +10.2274  |paral   |2020yCat.1350....0G
2289|BD+02 2324                                                                                               |Star                               |10 29 51.4482896208 +01 21 24.938525952|244.1205764287145 +47.3996158550291| -29.489 -0.842   |9.21     |K0                 |    ~     ~    |    1|  511.274   pc  |  -5.5940     +5.5940  |paral   |2020yCat.1350....0G
2290|HD 89823                                                                                                 |Star                               |10 22 05.6492852424 +01 09 40.226372604|242.5303313568492 +45.7842252444535| -19.598 13.501   |9.14     |K0III              |    ~     ~    |    1|  722.491   pc  | -13.0498    +13.0498  |paral   |2020yCat.1350....0G
2291|HD 89896                                                                                                 |Star                               |10 22 28.4130973512 +00 33 31.291435800|243.2809852602121 +45.4736966895671| -4.736 -20.057   |9.00     |G8III/IV           |    ~     ~    |    1|  474.046   pc  | -12.3146    +12.3146  |paral   |2020yCat.1350....0G
2292|HD 89932                                                                                                 |Star                               |10 22 45.0117374904 +01 09 05.333152356|242.6903140053337 +45.9048998467240|-24.774 -34.875   |8.430    |F2V                |    ~     ~    |    1|  108.925   pc  |  -0.3370     +0.3370  |paral   |2020yCat.1350....0G
2293|BD+01 2429                                                                                               |Star                               |10 22 46.0043541648 +00 17 45.601322100|243.6349404178377 +45.3612248847960|  -15.764 1.930   |9.87     |K0                 |    ~     ~    |    1|  701.361   pc  | -10.1825    +10.1825  |paral   |2020yCat.1350....0G
2294|HD 90055                                                                                                 |Double or Multiple Star            |10 23 39.5105892960 +00 20 35.610395892|243.7883022090651 +45.5621270804157|-12.135 -19.090   |9.454    |F3V                |    ~     ~    |    1|  251.781   pc  |  -4.9170     +4.9170  |ST-L    |2020AJ....160...83S
2295|BD+01 2432                                                                                               |Star                               |10 24 16.6272382488 +00 45 24.893235720|243.4772254767946 +45.9467629977940|   3.137 -6.559   |9.85     |K0                 |    ~     ~    |    1| 1082.837   pc  | -23.5680    +23.5680  |paral   |2020yCat.1350....0G
2296|HD 90265                                                                                                 |Double or Multiple Star            |10 25 13.3463 +01 00 02.788            |243.4263036 +46.2844905            |      -32.2 2.8   |9.30     |F5V                |    ~     ~    |    0|                |                       |        |                   
2297|HD 90305                                                                                                 |Star                               |10 25 34.9028187696 +01 04 58.264164156|243.4185705045490 +46.4060341038511|  -29.892 4.658   |8.37     |K0III              |    ~     ~    |    1|  349.467   pc  |  -3.0165     +3.0165  |paral   |2020yCat.1350....0G
2298|BD+01 2435                                                                                               |High Proper Motion Star            |10 26 08.3224150272 +00 29 48.450240204|244.1962260538577 +46.1342179159015|-13.760 -51.724   |10.46    |G5                 |    ~     ~    |    1|  113.737   pc  |  -0.2341     +0.2341  |paral   |2020yCat.1350....0G
2299|BD+01 2438                                                                                               |Star                               |10 26 49.5013439784 +01 09 54.113113404|243.6173260004598 +46.6969764559588| -14.062 -2.085   |10.12    |G0                 |    ~     ~    |    1|  157.592   pc  |  -0.4843     +0.4843  |paral   |2020yCat.1350....0G
2300|HD 90513                                                                                                 |Star                               |10 27 03.5136990984 +00 47 28.818508164|244.0874874849095 +46.5002699169243|  -16.932 3.580   |9.20     |K1/2(II)           |    ~     ~    |    1|  418.883   pc  |  -5.5095     +5.5095  |paral   |2020yCat.1350....0G
