C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:48:17

dec >=0&rah >=10.25&rah< 10.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2565

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
584 |HD 89020                                                                                                 |High Proper Motion Star            |10 17 32.1437501736 +52 16 13.511651556|161.0386538005754 +51.9066015316964|   65.850 0.398   |8.61     |F8                 |    ~     ~    |    1|  105.980   pc  |  -0.1977     +0.1977  |paral   |2020yCat.1350....0G
585 |HD 233725                                                                                                |Star                               |10 20 27.1505422752 +52 53 28.671652788|159.8145713657546 +52.0203905909147|  -3.759 24.039   |10.52    |F8                 |    ~     ~    |    1|  208.520   pc  |  -0.7740     +0.7740  |paral   |2020yCat.1350....0G
586 |BD+53 1400                                                                                               |High Proper Motion Star            |10 21 48.9885495072 +52 25 37.799042556|160.3291010330341 +52.4189311151943|-79.060 -29.603   |10.54    |G5                 |    ~     ~    |    1|  130.786   pc  |  -0.4105     +0.4105  |paral   |2020yCat.1350....0G
587 |HD 233732                                                                                                |Star                               |10 23 51.0729861744 +53 02 16.265703660|159.2081970294723 +52.4016096992698|  -9.354 -8.625   |9.61     |K2                 |    ~     ~    |    1|  635.486   pc  |  -6.6634     +6.6634  |paral   |2020yCat.1350....0G
588 |HD 90204B                                                                                                |High Proper Motion Star            |10 25 59.2176771672 +52 37 18.359278788|159.5510206200485 +52.8852651783876|-130.368 -40.780  |8.38     |~                  |    ~     ~    |    1|   78.751   pc  |  -0.1408     +0.1408  |paral   |2020yCat.1350....0G
589 |HD 233723                                                                                                |High Proper Motion Star            |10 15 43.7769208824 +52 05 58.194277116|161.4825688919115 +51.7317980263651|  61.764 -7.343   |9.70     |F5                 |    ~     ~    |    1|  215.466   pc  |  -0.7103     +0.7103  |paral   |2020yCat.1350....0G
590 |HD 89109                                                                                                 |Star                               |10 18 07.1454752016 +51 48 31.024596816|161.6497731929460 +52.1895440717116|    6.378 1.504   |8.360    |K0                 |    ~     ~    |    1|  416.198   pc  |  -3.7243     +3.7243  |paral   |2020yCat.1350....0G
591 |HD 89943                                                                                                 |High Proper Motion Star            |10 24 02.0157752832 +51 55 01.066604340|160.8152434082986 +52.9565434456916|-63.070 -32.327   |8.90     |F8                 |    ~     ~    |    1|  102.052   pc  |  -0.1448     +0.1448  |paral   |2020yCat.1350....0G
592 |HD 90122                                                                                                 |High Proper Motion Star            |10 25 19.2790110192 +52 10 16.934441196|160.2877856690280 +53.0121578810352|-82.172 -75.364   |9.540    |F8                 |    ~     ~    |    1|  129.287   pc  |  -0.2106     +0.2106  |paral   |2020yCat.1350....0G
593 |HD 233736                                                                                                |Star                               |10 27 45.6678027528 +51 57 46.495734192|160.2944897298648 +53.4411469725861|-11.876 -15.818   |10.40    |K2                 |    ~     ~    |    1|  778.392   pc  |  -7.8160     +7.8160  |paral   |2020yCat.1350....0G
594 |HD 89251                                                                                                 |Star                               |10 18 59.7951155904 +51 24 19.748935800|162.1477226551149 +52.4870552612555|  25.127 -1.510   |6.82     |G0                 |    ~     ~    |    1|   54.603   pc  |  -0.0561     +0.0561  |paral   |2020yCat.1350....0G
595 |HD 89685                                                                                                 |High Proper Motion Star            |10 22 09.6185370288 +51 25 24.962265300|161.7635185837008 +52.9223325455930|-66.497 -53.605   |8.85     |G0                 |    ~     ~    |    1|   81.962   pc  |  -0.1014     +0.1014  |paral   |2020yCat.1350....0G
596 |BD+52 1480                                                                                               |Star                               |10 26 08.3282752488 +51 29 38.356757988|161.1876068388598 +53.4418538658689| -5.042 -27.565   |10.40    |G5                 |    ~     ~    |    1|  239.097   pc  |  -0.9776     +0.9776  |paral   |2020yCat.1350....0G
597 |HD 233726                                                                                                |Star                               |10 20 20.8137158184 +51 07 41.450772144|162.4094378038136 +52.7973656301796| -31.878 26.922   |9.41     |G0                 |    ~     ~    |    1|  219.063   pc  |  -0.7678     +0.7678  |paral   |2020yCat.1350....0G
598 |BD+51 1596                                                                                               |Star                               |10 22 10.9426676472 +50 56 50.069484780|162.4715671791650 +53.1358838540085|  12.932 -5.305   |10.39    |K2                 |    ~     ~    |    1|  610.762   pc  |  -4.5137     +4.5137  |paral   |2020yCat.1350....0G
599 |V* GQ UMa                                                                                                |Long-Period Variable               |10 24 48.1262240616 +51 10 40.979769168|161.8194711341436 +53.4015830694519|   1.359 -6.521   |10.38    |M4                 |    ~     ~    |    1| 1265.823   pc  | -44.7044    +44.7044  |paral   |2020yCat.1350....0G
600 |TYC 3441-13-1                                                                                            |Star                               |10 17 03.2277746880 +51 55 47.443098216|161.5881454684821 +51.9887857149145| 27.448 -24.481   |10.55    |~                  |    ~     ~    |    1|  698.959   pc  |  -6.7419     +6.7419  |paral   |2020yCat.1350....0G
601 |TYC 3441-77-1                                                                                            |High Proper Motion Star            |10 25 48.7065764928 +51 21 31.420639224|161.4285458666122 +53.4593641771399|-81.996 -27.642   |10.11    |~                  |    ~     ~    |    1|  168.084   pc  |  -5.2578     +5.2578  |paral   |2020yCat.1350....0G
602 |TYC 3441-109-1                                                                                           |Star                               |10 17 27.1646597904 +51 26 08.633087520|162.2718960570660 +52.2566293334771|   18.954 6.668   |10.34    |~                  |    ~     ~    |    1|  123.057   pc  |  -0.3195     +0.3195  |paral   |2020yCat.1350....0G
603 |TYC 3441-167-1                                                                                           |Star                               |10 21 15.8882357208 +52 05 57.337158444|160.8708090175277 +52.4943271866140|  -4.228 -4.850   |10.43    |~                  |    ~     ~    |    1|  895.095   pc  | -11.2968    +11.2968  |paral   |2020yCat.1350....0G
604 |TYC 3441-170-1                                                                                           |Star                               |10 18 42.0350676288 +51 41 04.504714944|161.7681812477900 +52.3245703115273|  -14.991 1.207   |10.20    |~                  |    ~     ~    |    1|  423.012   pc  |  -2.5230     +2.5230  |paral   |2020yCat.1350....0G
605 |TYC 3441-514-1                                                                                           |Star                               |10 18 28.2768010944 +51 57 37.080875232|161.3885485737493 +52.1720814424350|   1.568 -1.964   |10.55    |~                  |    ~     ~    |    1|  682.640   pc  |  -7.2696     +7.2696  |paral   |2020yCat.1350....0G
606 |TYC 3441-517-1                                                                                           |Star                               |10 15 02.7396057048 +51 03 17.658937584|163.0921238068032 +52.0727811297936|   9.218 -6.351   |10.04    |~                  |    ~     ~    |    1|  515.996   pc  |  -3.1151     +3.1151  |paral   |2020yCat.1350....0G
607 |TYC 3441-547-1                                                                                           |Star                               |10 15 21.9585363528 +52 03 32.570901468|161.5802108806638 +51.6986615969867|-16.271 -34.202   |10.92    |~                  |    ~     ~    |    1|  488.568   pc  |  -3.1986     +3.1986  |paral   |2020yCat.1350....0G
608 |TYC 3441-622-1                                                                                           |Star                               |10 15 08.0441071224 +51 35 21.046168104|162.2929974791976 +51.8648128335612| 41.839 -15.043   |10.40    |~                  |    ~     ~    |    1|  211.824   pc  |  -0.7403     +0.7403  |paral   |2020yCat.1350....0G
609 |TYC 3441-624-1                                                                                           |Star                               |10 28 54.3333017352 +51 42 36.291246948|160.5242765079594 +53.7178542565352|  -6.505 -7.101   |10.88    |~                  |    ~     ~    |    1|  675.950   pc  |  -9.7321     +9.7321  |paral   |2020yCat.1350....0G
610 |GSC 03441-00784                                                                                          |Double or Multiple Star            |10 19 04.5845734320 +50 58 09.715623420|162.7877286805873 +52.6849345228747|-20.578 -16.635   |10.789   |~                  |    ~     ~    |    1|  212.071   pc  |  -0.6836     +0.6836  |paral   |2020yCat.1350....0G
611 |TYC 3441-838-1                                                                                           |Star                               |10 20 29.9600393544 +51 31 16.735913400|161.8083045501294 +52.6471692781683| -11.178 16.452   |10.95    |~                  |    ~     ~    |    1|  308.176   pc  |  -5.3944     +5.3944  |paral   |2020yCat.1350....0G
612 |TYC 3441-1286-1                                                                                          |Star                               |10 23 52.4009190192 +51 06 33.317430048|162.0323587790359 +53.3025640667990|  -10.433 0.059   |10.53    |~                  |    ~     ~    |    1|  227.221   pc  |  -0.7331     +0.7331  |paral   |2020yCat.1350....0G
613 |TYC 3441-1302-1                                                                                          |Star                               |10 16 57.1321790328 +52 10 44.941267488|161.2350601001033 +51.8663535916512| -12.801 -5.149   |10.42    |~                  |    ~     ~    |    1|  470.345   pc  |  -4.0926     +4.0926  |paral   |2020yCat.1350....0G
614 |TYC 3815-559-1                                                                                           |Star                               |10 19 00.8601637392 +53 08 30.576207084|159.6176594462046 +51.7125537901506|-22.809 -14.252   |10.74    |~                  |    ~     ~    |    1|  227.097   pc  |  -0.9593     +0.9593  |paral   |2020yCat.1350....0G
615 |TYC 3815-587-1                                                                                           |High Proper Motion Star            |10 22 11.4471416064 +53 37 26.041094472|158.5679920312683 +51.9010039517745|-31.587 -50.609   |10.93    |~                  |    ~     ~    |    1|  219.717   pc  |  -0.7000     +0.7000  |paral   |2020yCat.1350....0G
616 |TYC 3815-685-1                                                                                           |Star                               |10 17 39.2405890200 +53 04 05.130682104|159.8742760943590 +51.5650493074657|   0.006 -7.615   |10.29    |~                  |    ~     ~    |    1|  773.216   pc  |  -9.3267     +9.3267  |paral   |2020yCat.1350....0G
617 |TYC 3815-1051-1                                                                                          |Star                               |10 16 32.9568093888 +52 59 42.830259648|160.0994114150256 +51.4499030445253|  4.580 -12.425   |10.65    |~                  |    ~     ~    |    1| 2732.240   pc  |-104.5119   +104.5119  |paral   |2020yCat.1350....0G
618 |TYC 3815-1306-1                                                                                          |Star                               |10 17 26.8702482936 +53 20 14.968189068|159.5122172485164 +51.4143602204987|-27.071 -27.642   |10.86    |~                  |    ~     ~    |    1|  353.394   pc  |  -1.5736     +1.5736  |paral   |2020yCat.1350....0G
619 |TYC 3815-1318-1                                                                                          |Star                               |10 17 54.3516424104 +52 37 45.452137800|160.4777250648095 +51.7974219471761|  -13.600 6.425   |9.85     |~                  |    ~     ~    |    1|  253.338   pc  |  -2.4838     +2.4838  |paral   |2020yCat.1350....0G
620 |TYC 3816-1039-1                                                                                          |Star                               |10 24 00.2753586168 +52 53 29.887224432|159.4001577283831 +52.4922945689771|  5.332 -11.901   |10.04    |~                  |    ~     ~    |    1|  697.204   pc  |  -5.5901     +5.5901  |paral   |2020yCat.1350....0G
621 |TYC 3816-1517-1                                                                                          |Star                               |10 22 25.4219702712 +53 10 42.956665356|159.1748250441183 +52.1460907379803|    0.649 3.139   |10.01    |~                  |    ~     ~    |    1|  844.452   pc  |  -8.5572     +8.5572  |paral   |2020yCat.1350....0G
622 |HD 233724                                                                                                |Red Giant Branch star Candidate    |10 15 55.8809569872 +50 46 44.361560460|163.4105715909525 +52.3125918055623| -2.163 -13.536   |9.52     |K0                 |    ~     ~    |    1|  518.753   pc  |  -3.2562     +3.2562  |paral   |2020yCat.1350....0G
623 |TYC 3441-922-1                                                                                           |Star                               |10 15 29.2468901784 +50 29 53.443873140|163.8776221079484 +52.3612642964680|-40.261 -18.074   |10.68    |~                  |    ~     ~    |    1|  383.995   pc  |  -2.1823     +2.1823  |paral   |2020yCat.1350....0G
624 |HD 89944                                                                                                 |High Proper Motion Star            |10 23 54.0305009376 +49 05 49.300592532|165.1028986481714 +54.1693094794017|-85.509 -17.505   |8.50     |F5                 |    ~     ~    |    1|   96.277   pc  |  -0.1817     +0.1817  |paral   |2020yCat.1350....0G
625 |HD 233727                                                                                                |Star                               |10 21 06.6362892624 +50 31 37.952386572|163.2254232487107 +53.1639036866852|  13.963 -9.824   |9.59     |G5                 |    ~     ~    |    1|  642.467   pc  |  -6.5629     +6.5629  |paral   |2020yCat.1350....0G
626 |HD 233728                                                                                                |Double or Multiple Star            |10 21 19.7793095880 +50 22 32.831619420|163.4297952315028 +53.2596393469431|   -0.052 3.847   |9.39     |F8                 |0.0000  0.0    |    1|  186.825   pc  |  -0.9145     +0.9145  |paral   |2020yCat.1350....0G
627 |HD 89743                                                                                                 |Double or Multiple Star            |10 22 28.7129178936 +50 29 38.408390952|163.1202134842916 +53.3747152549776|-57.001 -69.013   |8.61     |G5                 |0.0033  0.0    |    1|  144.184   pc  |  -0.4885     +0.4885  |paral   |2020yCat.1350....0G
628 |HD 233735                                                                                                |Star                               |10 26 30.4114746888 +51 03 00.966198456|161.8054393078456 +53.6979621491439|-14.445 -15.338   |9.53     |K0                 |    ~     ~    |    1|  419.393   pc  |  -2.5328     +2.5328  |paral   |2020yCat.1350....0G
629 |BD+51 1603                                                                                               |Star                               |10 27 04.0434190728 +50 31 10.440159888|162.5383242450505 +54.0183715386155|  -22.583 6.164   |10.86    |F0                 |    ~     ~    |    1|  355.492   pc  |  -1.8072     +1.8072  |paral   |2020yCat.1350....0G
630 |HD 233731                                                                                                |High Proper Motion Star            |10 22 43.5923328528 +50 07 42.062425248|163.6472420944646 +53.5667017109604| -26.110 83.806   |9.76     |G5                 |    ~     ~    |    1|   81.479   pc  |  -0.1029     +0.1029  |paral   |2020yCat.1350....0G
631 |BD+50 1739                                                                                               |Red Giant Branch star Candidate    |10 25 48.0817659696 +49 59 57.815027592|163.4851674238851 +54.0676740138346|-10.478 -12.213   |9.58     |K2                 |    ~     ~    |    1|  467.312   pc  |  -3.1883     +3.1883  |paral   |2020yCat.1350....0G
632 |BD+50 1741                                                                                               |High Proper Motion Star            |10 27 46.2019041432 +50 07 30.417543372|163.0541690974633 +54.2957346756436|-15.715 -54.877   |9.96     |K0                 |    ~     ~    |    1|  222.578   pc  |  -0.7382     +0.7382  |paral   |2020yCat.1350....0G
633 |HD 233733                                                                                                |Double or Multiple Star            |10 23 46.5983514984 +49 35 27.922221312|164.3508134817247 +53.9465317734115|  8.641 -27.553   |8.58     |A0                 |0.0050  0.0    |    1|  315.577   pc  |  -1.7727     +1.7727  |paral   |2020yCat.1350....0G
634 |HD 233734                                                                                                |Star                               |10 25 28.6710317568 +49 24 38.862141696|164.4317800368212 +54.2729407663165|   -8.629 3.537   |9.29     |G5                 |    ~     ~    |    1|  584.112   pc  |  -4.4354     +4.4354  |paral   |2020yCat.1350....0G
635 |BD+49 1957                                                                                               |Star                               |10 24 56.8738805976 +49 11 21.941709000|164.8380623352354 +54.2872599889004|  18.438 14.882   |9.44     |G0                 |    ~     ~    |    1|  107.016   pc  |  -0.6047     +0.6047  |paral   |2020yCat.1350....0G
636 |BD+49 1958                                                                                               |Star                               |10 27 25.7524744968 +48 22 29.573493852|165.8283494446193 +54.9959022134615| -24.201 -1.421   |8.91     |K0                 |    ~     ~    |    1|  744.657   pc  | -11.8112    +11.8112  |paral   |2020yCat.1350....0G
637 |BD+49 1959                                                                                               |Star                               |10 27 50.0435387448 +48 42 56.259692244|165.2399613728179 +54.9155864671442|    8.727 2.392   |9.61     |F0                 |    ~     ~    |    1|  237.383   pc  |  -0.8058     +0.8058  |paral   |2020yCat.1350....0G
638 |HD 90507                                                                                                 |Star                               |10 28 03.2761175496 +48 57 50.279904900|164.8220046955406 +54.8436584668692|  -11.608 4.180   |6.75     |G5                 |    ~     ~    |    1|  121.083   pc  |  -0.3504     +0.3504  |paral   |2020yCat.1350....0G
639 |TYC 3438-96-1                                                                                            |Star                               |10 29 38.1740110800 +48 35 02.622829380|165.2290104316242 +55.2409612456679|  -2.879 -2.120   |10.43    |~                  |    ~     ~    |    1|  837.521   pc  | -16.2734    +16.2734  |paral   |2020yCat.1350....0G
640 |TYC 3438-148-1                                                                                           |Star                               |10 21 29.7681671088 +49 52 58.597809240|164.1614619205626 +53.4900314317728|-17.576 -34.029   |10.38    |~                  |    ~     ~    |    1|  375.474   pc  |  -6.0058     +6.0058  |paral   |2020yCat.1350....0G
641 |TYC 3438-160-1                                                                                           |Star                               |10 29 36.0969235704 +49 17 25.977328548|164.1198580436104 +54.9308406598151| -34.175 -9.135   |10.78    |~                  |    ~     ~    |    1|  375.799   pc  |  -3.0363     +3.0363  |paral   |2020yCat.1350....0G
642 |TYC 3438-187-1                                                                                           |Star                               |10 26 37.4370462600 +49 00 57.463977384|164.9120701272467 +54.6089669529749| -36.268 -3.752   |10.25    |~                  |    ~     ~    |    1|  605.290   pc  |  -4.8362     +4.8362  |paral   |2020yCat.1350....0G
643 |TYC 3438-200-1                                                                                           |Star                               |10 22 13.2249405480 +49 25 44.666875272|164.7780457193841 +53.7834529458124| -22.461 -4.101   |9.93     |~                  |    ~     ~    |    1|  363.201   pc  |  -2.3877     +2.3877  |paral   |2020yCat.1350....0G
644 |TYC 3438-251-1                                                                                           |High Proper Motion Star            |10 27 43.8859284024 +49 50 10.294216404|163.5031550070149 +54.4184575183881| -85.088 10.858   |10.77    |~                  |    ~     ~    |    1|  112.432   pc  |  -0.2806     +0.2806  |paral   |2020yCat.1350....0G
645 |TYC 3438-312-1                                                                                           |High Proper Motion Star            |10 24 28.5527348856 +48 41 44.565796572|165.6653791731247 +54.4187720717908| -103.499 2.180   |10.53    |~                  |    ~     ~    |    1|  234.841   pc  |  -0.7831     +0.7831  |paral   |2020yCat.1350....0G
646 |TYC 3438-355-1                                                                                           |High Proper Motion Star            |10 28 22.7196197280 +49 10 34.495846716|164.4495590511251 +54.8007651785886|-45.016 -60.448   |10.31    |~                  |    ~     ~    |    1|  149.914   pc  |  -0.3663     +0.3663  |paral   |2020yCat.1350....0G
647 |TYC 3438-387-1                                                                                           |Spectroscopic Binary               |10 28 20.4966765336 +48 56 25.489737024|164.8241985832334 +54.8963209333328|   6.481 -1.646   |10.8     |~                  |    ~     ~    |    1|  307.721   pc  |  -6.8841     +6.8841  |paral   |2020yCat.1350....0G
648 |TYC 3438-530-1                                                                                           |Star                               |10 21 45.4642542768 +49 27 21.304546596|164.7884055362052 +53.7038317670014|   9.092 -7.915   |9.90     |~                  |    ~     ~    |    1|  699.447   pc  |  -7.1427     +7.1427  |paral   |2020yCat.1350....0G
649 |TYC 3438-734-1                                                                                           |Star                               |10 26 38.0859656808 +49 24 55.306053216|164.2874088043707 +54.4413212353030| -8.406 -24.291   |10.41    |~                  |    ~     ~    |    1|  233.204   pc  |  -0.7831     +0.7831  |paral   |2020yCat.1350....0G
650 |TYC 3438-736-1                                                                                           |Star                               |10 28 25.1723102664 +49 40 20.395288848|163.6720127281079 +54.5904741521997| -21.593 -6.133   |10.28    |~                  |    ~     ~    |    1|  654.193   pc  |  -7.1043     +7.1043  |paral   |2020yCat.1350....0G
651 |TYC 3438-841-1                                                                                           |Star                               |10 26 46.9167203448 +49 52 38.725213368|163.5549499406968 +54.2628698781660|-25.587 -29.027   |9.95     |~                  |    ~     ~    |    1|  161.914   pc  |  -0.6266     +0.6266  |paral   |2020yCat.1350....0G
652 |TYC 3438-893-1                                                                                           |Star                               |10 28 32.8504773120 +48 42 40.067304228|165.1608261774641 +55.0242481668661|   -0.415 1.350   |10.68    |~                  |    ~     ~    |    1|  308.547   pc  |  -1.5423     +1.5423  |paral   |2020yCat.1350....0G
653 |TYC 3441-539-1                                                                                           |Star                               |10 22 17.4486372912 +50 37 29.431122240|162.9440156892457 +53.2914261211015|-23.203 -22.379   |10.89    |~                  |    ~     ~    |    1|  272.480   pc  |  -1.1656     +1.1656  |paral   |2020yCat.1350....0G
654 |TYC 3441-552-1                                                                                           |Star                               |10 20 20.9439780000 +50 19 54.159985344|163.6062480004133 +53.1362095785743|  -2.222 -4.138   |10.62    |~                  |    ~     ~    |    1|  602.373   pc  |  -5.4428     +5.4428  |paral   |2020yCat.1350....0G
655 |TYC 3441-554-1                                                                                           |High Proper Motion Star            |10 29 26.0624206752 +50 04 40.921680360|162.9198745490846 +54.5552390324512|-87.024 -45.002   |10.96    |~                  |    ~     ~    |    1|  175.482   pc  |  -0.7391     +0.7391  |paral   |2020yCat.1350....0G
656 |TYC 3441-997-1                                                                                           |Star                               |10 21 58.7037772632 +50 28 10.129027548|163.2144618953985 +53.3133484091217|  11.724 -6.815   |10.47    |~                  |    ~     ~    |    1|  267.337   pc  |  -1.2078     +1.2078  |paral   |2020yCat.1350....0G
657 |TYC 3441-1196-1                                                                                          |Star                               |10 29 05.9394138960 +50 51 43.174242144|161.7679035703961 +54.1469490877043| 12.553 -25.108   |10.59    |~                  |    ~     ~    |    1|  313.725   pc  |  -1.4370     +1.4370  |paral   |2020yCat.1350....0G
658 |TYC 3441-1255-1                                                                                          |Star                               |10 25 29.9233404432 +50 13 37.194334788|163.1729885241368 +53.9245585324634| -3.823 -23.026   |10.69    |~                  |    ~     ~    |    1| 1046.792   pc  | -16.5462    +16.5462  |paral   |2020yCat.1350....0G
659 |TYC 3441-1256-1                                                                                          |Pulsating Variable                 |10 21 40.9075459272 +50 17 32.566805988|163.5165415818167 +53.3458202934348|    7.157 7.883   |10.85    |~                  |    ~     ~    |    1|  548.938   pc  |  -4.5501     +4.5501  |paral   |2020yCat.1350....0G
660 |HD 88817                                                                                                 |Star                               |10 15 57.5351175456 +50 19 46.808854752|164.0819981953129 +52.4973076185788|  18.927 -3.979   |8.41     |K5                 |    ~     ~    |    1|  500.877   pc  |  -4.4907     +4.4907  |paral   |2020yCat.1350....0G
661 |BD+50 1730                                                                                               |Star                               |10 16 09.5088384936 +49 52 12.146169180|164.7568233378378 +52.7078047313162|-10.838 -23.496   |10.51    |G0                 |    ~     ~    |    1|  332.912   pc  |  -2.0282     +2.0282  |paral   |2020yCat.1350....0G
662 |HD 89110                                                                                                 |High Proper Motion Star            |10 17 54.5598510000 +49 34 33.845391084|165.0219488126149 +53.0831868958398| -58.189 73.531   |7.68     |F8                 |    ~     ~    |    1|   73.312   pc  |  -0.1489     +0.1489  |paral   |2020yCat.1350....0G
663 |BD+49 1933                                                                                               |Double or Multiple Star            |10 16 09.4341601512 +48 44 28.876709400|166.4895222902641 +53.1352448352795|-92.415 -46.132   |8.76     |G0                 |    ~     ~    |    1|  121.362   pc  | -10.0907    +10.0907  |paral   |2020yCat.1350....0G
664 |BD+49 1936                                                                                               |High Proper Motion Star            |10 17 42.2568176688 +49 03 59.653297188|165.8273441949249 +53.2492660144470| -16.572 55.425   |9.17     |K0                 |    ~     ~    |    1|   48.706   pc  |  -0.0342     +0.0342  |paral   |2020yCat.1350....0G
665 |BD+49 1937                                                                                               |High Proper Motion Star            |10 18 50.3472771312 +49 13 46.654076064|165.4559408604687 +53.3577453394182| 34.898 -44.364   |9.80     |K0                 |    ~     ~    |    1|  159.967   pc  |  -0.3429     +0.3429  |paral   |2020yCat.1350....0G
666 |BD+49 1938                                                                                               |Star                               |10 18 47.4646215144 +48 39 16.327377360|166.3532537664412 +53.5709055774500| -11.073 -5.361   |10.68    |G0                 |    ~     ~    |    1|  241.406   pc  |  -0.9499     +0.9499  |paral   |2020yCat.1350....0G
667 |BD+49 1939                                                                                               |Star                               |10 18 56.3699372544 +48 37 05.375796060|166.3944150309236 +53.6073405004982| -42.342 -6.994   |8.94     |K0                 |    ~     ~    |    1|  527.287   pc  |  -4.5875     +4.5875  |paral   |2020yCat.1350....0G
668 |BD+49 1942                                                                                               |Star                               |10 20 13.6770227232 +49 15 53.851223340|165.2519202927632 +53.5523282306814|-31.036 -26.815   |9.68     |F8                 |    ~     ~    |    1|  262.529   pc  |  -4.3007     +4.3007  |paral   |2020yCat.1350....0G
669 |BD+49 1946                                                                                               |Star                               |10 20 32.7372567096 +48 36 44.607036312|166.2325455487694 +53.8549911336796| -26.884 -5.975   |9.43     |K0                 |    ~     ~    |    1|  529.717   pc  |  -5.1911     +5.1911  |paral   |2020yCat.1350....0G
670 |BD+49 1947                                                                                               |Long-Period Variable Candidate     |10 20 41.2838517192 +49 06 02.570986944|165.4561310557280 +53.6863348338042|  1.908 -11.066   |10.14    |M8                 |    ~     ~    |    1|  876.271   pc  | -32.3265    +32.3265  |paral   |2020yCat.1350....0G
671 |BD+49 1951                                                                                               |Star                               |10 22 03.2975584800 +48 17 31.302747564|166.5723150097640 +54.2091682422219| -15.386 -3.958   |9.02     |K0                 |    ~     ~    |    1|  492.756   pc  |  -9.1782     +9.1782  |paral   |2020yCat.1350....0G
672 |BD+49 1954                                                                                               |Double or Multiple Star            |10 23 17.89154 +48 42 39.3542          |165.77509405 +54.23467223          |   10.12 -17.01   |10.34    |F8                 |    ~     ~    |    0|                |                       |        |                   
673 |BD+48 1851                                                                                               |Star                               |10 17 32.0569662624 +48 09 51.432660936|167.2500541986184 +53.5583485222862|  8.456 -10.289   |10.83    |K0                 |    ~     ~    |    1|  459.686   pc  |  -3.1274     +3.1274  |paral   |2020yCat.1350....0G
674 |BD+48 1852                                                                                               |Star                               |10 17 33.6150352344 +47 46 59.858344776|167.8473063937663 +53.6988174153873|-23.586 -34.648   |10.35    |F8                 |    ~     ~    |    1|  271.924   pc  |  -1.0870     +1.0870  |paral   |2020yCat.1350....0G
675 |TYC 3438-43-1                                                                                            |Spectroscopic Binary               |10 22 41.6061952056 +49 01 18.743331000|165.3567988587261 +54.0190485565954| -22.375 10.166   |9.83     |G3                 |    ~     ~    |    1|  116.137   pc  |  -2.8217     +2.8217  |paral   |2020yCat.1350....0G
676 |TYC 3438-137-1                                                                                           |Star                               |10 19 50.6582297760 +48 46 52.212140832|166.0442104128155 +53.6832704884941|   -9.481 6.008   |10.55    |~                  |    ~     ~    |    1|  268.507   pc  |  -1.5573     +1.5573  |paral   |2020yCat.1350....0G
677 |TYC 3438-178-1                                                                                           |Star                               |10 21 26.5925435376 +48 15 20.785723596|166.6960771238184 +54.1290009777135| -22.282 -4.983   |10.42    |~                  |    ~     ~    |    1|  277.385   pc  |  -1.2465     +1.2465  |paral   |2020yCat.1350....0G
678 |TYC 3438-240-1                                                                                           |Star                               |10 22 35.6598936000 +48 58 06.509512668|165.4511576595816 +54.0255929481286|   2.511 -2.850   |10.67    |~                  |    ~     ~    |    1| 1033.271   pc  | -15.5877    +15.5877  |paral   |2020yCat.1350....0G
679 |TYC 3438-280-1                                                                                           |Star                               |10 15 49.5113869200 +49 16 58.981353132|165.6876461894294 +52.8830198419733|-21.528 -41.728   |10.55    |~                  |    ~     ~    |    1|  255.748   pc  |  -1.0203     +1.0203  |paral   |2020yCat.1350....0G
680 |TYC 3438-423-1                                                                                           |Star                               |10 20 19.2690357168 +49 06 39.061485828|165.4803451986409 +53.6271487878336|-16.781 -16.758   |10.65    |~                  |    ~     ~    |    1|  285.714   pc  |  -2.5388     +2.5388  |paral   |2020yCat.1350....0G
681 |TYC 3438-503-1                                                                                           |Star                               |10 17 29.7949326912 +49 27 57.164608440|165.2343161892068 +53.0644715424677|-33.727 -34.193   |10.53    |~                  |    ~     ~    |    1|   85.642   pc  |  -0.1232     +0.1232  |paral   |2020yCat.1350....0G
682 |TYC 3438-682-1                                                                                           |High Proper Motion Star            |10 22 02.1362621448 +48 23 48.346145916|166.4092735749773 +54.1658296660891|-55.651 -30.600   |10.73    |~                  |    ~     ~    |    1|  100.423   pc  |  -0.2945     +0.2945  |paral   |2020yCat.1350....0G
683 |TYC 3438-718-1                                                                                           |Star                               |10 17 38.8456210800 +49 09 34.572317004|165.6896394227227 +53.2051523954099|   4.798 -1.419   |10.63    |~                  |    ~     ~    |    1|  852.006   pc  |  -9.8724     +9.8724  |paral   |2020yCat.1350....0G
684 |HD 90333                                                                                                 |High Proper Motion Star            |10 26 41.5761998016 +48 04 54.385337100|166.3821473717010 +55.0026732567357| 42.772 -29.522   |8.35     |G5                 |    ~     ~    |    1|   48.186   pc  |  -0.0564     +0.0564  |paral   |2020yCat.1350....0G
