C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:59:55

dec< 0&rah >=11.5&rah< 11.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5947

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-------------------------|--------|-------------------
4124|HD 308726                                                                                                |Star                                  |11 36 30.2450501928 -63 54 19.788650316|294.8046682049095 -02.2224861008818|  -47.769 2.090   |10.79    |G0                  |    ~     ~    |    1|  223.904   pc  |  -0.6216     +0.6216    |paral   |2020yCat.1350....0G
4125|HD 308687                                                                                                |Star                                  |11 35 13.6488984768 -63 12 13.721835132|294.4660609172299 -01.5915871499106|  -13.707 7.105   |10.50    |K0                  |    ~     ~    |    1|  699.937   pc  | -10.6801    +10.6801    |paral   |2020yCat.1350....0G
4126|HD 308680                                                                                                |Star                                  |11 32 46.3261160952 -63 08 58.645811508|294.1853061808403 -01.6215653838667|   5.594 -4.478   |10.48    |K3                  |    ~     ~    |    1|  680.318   pc  |  -6.1094     +6.1094    |paral   |2020yCat.1350....0G
4127|HD 308620                                                                                                |Pulsating Variable                    |11 32 10.7016446352 -63 57 04.813639380|294.3635157976590 -02.4060368111692|   -7.042 2.909   |10.76    |A                   |    ~     ~    |    0|                |                         |        |                   
4128|IRAS 11290-6409                                                                                          |Long-Period Variable Candidate        |11 31 18.7381515816 -64 25 41.285339544|294.4185097564889 -02.8889488768577| -26.727 13.470   |10.81    |M6.5:               |    ~     ~    |    1|  404.547   pc  |  -7.2828     +7.2828    |paral   |2020yCat.1350....0G
4129|TYC 8976-2892-1                                                                                          |Star                                  |11 31 21.3836989032 -62 39 41.531914368|293.8840535127941 -01.2050145626018|   -5.537 5.802   |10.63    |~                   |    ~     ~    |    1| 1408.252   pc  | -34.3089    +34.3089    |paral   |2020yCat.1350....0G
4130|HD 308690                                                                                                |Carbon Star                           |11 36 03.8067831744 -63 13 37.557842772|294.5629881972924 -01.5866532451859|  -5.439 -0.219   |10.7     |C                   |    ~     ~    |    1| 1251.564   pc  | -19.7368    +19.7368    |paral   |2020yCat.1350....0G
4131|HD 308691                                                                                                |Star                                  |11 36 03.6761329728 -63 15 51.134694912|294.5734277994614 -01.6222610753403|  -19.870 4.236   |9.77     |B2V                 |    ~     ~    |    1|  663.130   pc  |  -5.0131     +5.0131    |paral   |2020yCat.1350....0G
4132|Cl* IC 2944 THA 15                                                                                       |Star                                  |11 37 29.2934922432 -63 28 58.755089136|294.7891194085217 -01.7864125037943|  -5.257 -0.817   |10.69    |~                   |    ~     ~    |    1| 1269.519   pc  | -18.0508    +18.0508    |paral   |2020yCat.1350....0G
4133|HD 308800                                                                                                |Star                                  |11 37 40.6148505528 -63 06 48.746646252|294.7052477766119 -01.4259803884653|   -7.465 0.449   |10.91    |B9                  |    ~     ~    |    1| 2187.705   pc  | -69.3978    +69.3978    |paral   |2020yCat.1350....0G
4134|HD 308604                                                                                                |Star                                  |11 32 48.6745500384 -63 27 20.197537884|294.2812171181518 -01.9121802097793|   -6.561 0.350   |10.15    |OB                  |    ~     ~    |    1| 2109.260   pc  | -90.3142    +90.3142    |paral   |2020yCat.1350....0G
4135|HD 308606                                                                                                |Star                                  |11 31 44.4716796720 -63 29 43.871711280|294.1792852991255 -01.9862520195305|   -6.520 1.278   |10.95    |B3                  |    ~     ~    |    1| 2332.090   pc  | -67.4392    +67.4392    |paral   |2020yCat.1350....0G
4136|HD 308624                                                                                                |Star                                  |11 31 03.4099451184 -64 02 34.381527612|294.2741593590344 -02.5306213134584|  -19.332 2.441   |9.24     |K2                  |    ~     ~    |    1|  637.064   pc  |  -4.5455     +4.5455    |paral   |2020yCat.1350....0G
4137|HD 308581                                                                                                |Star                                  |11 31 10.8915512064 -62 58 15.857150988|293.9594927809568 -01.5058845820988| 18.307 -25.723   |8.98     |K0                  |    ~     ~    |    1|  337.052   pc  |  -1.8290     +1.8290    |paral   |2020yCat.1350....0G
4138|HD 308616                                                                                                |Star                                  |11 33 14.7956122632 -63 45 08.005604688|294.4160991772728 -02.1807890736545|  -34.625 2.018   |9.84     |F0                  |    ~     ~    |    1|  162.586   pc  |  -0.3146     +0.3146    |paral   |2020yCat.1350....0G
4139|HD 310579                                                                                                |High Proper Motion Star               |11 33 18.0094048128 -64 26 41.110161072|294.6282432649890 -02.8401163194746| -80.418 68.077   |9.84     |G0                  |    ~     ~    |    1|  150.333   pc  |  -0.2396     +0.2396    |paral   |2020yCat.1350....0G
4140|HD 308695                                                                                                |Star                                  |11 34 57.6448904592 -63 16 40.979990964|294.4589482129226 -01.6713505258809|  -10.555 1.005   |10.04    |M0                  |    ~     ~    |    1| 1309.929   pc  | -31.9160    +31.9160    |paral   |2020yCat.1350....0G
4141|HD 308731                                                                                                |Star                                  |11 35 01.9117704912 -64 08 33.514812204|294.7187420058114 -02.4960811706734| -24.941 -0.999   |10.09    |F5                  |    ~     ~    |    1|  425.297   pc  |  -2.3333     +2.3333    |paral   |2020yCat.1350....0G
4142|HD 308758                                                                                                |Star                                  |11 36 17.3582839080 -62 28 50.449002996|294.3733196135355 -00.8642628656846|   -3.217 5.134   |9.57     |K0                  |    ~     ~    |    1|  478.286   pc  | -11.4836    +11.4836    |paral   |2020yCat.1350....0G
4143|HD 308765                                                                                                |Star                                  |11 37 42.0558133464 -62 36 37.838235348|294.5662255528016 -00.9425261641880|   -5.948 0.995   |9.78     |K0                  |    ~     ~    |    1| 1677.852   pc  | -28.4334    +28.4334    |paral   |2020yCat.1350....0G
4144|HD 308588                                                                                                |Eclipsing Binary                      |11 30 19.0049878800 -63 16 33.330731880|293.9600803767531 -01.8260208561967|   -5.948 1.185   |10.767   |B4                  |    ~     ~    |    1| 1695.490   pc  |-159.8326   +159.8326    |paral   |2020yCat.1350....0G
4145|ASAS J113131-6233.2                                                                                      |Eclipsing Binary                      |11 31 30.6156941880 -62 33 11.834828460|293.8679490598574 -01.0965163878643|  -13.551 3.112   |10.16    |~                   |    ~     ~    |    1| 1058.089   pc  | -12.7629    +12.7629    |paral   |2020yCat.1350....0G
4146|HD 308640                                                                                                |Star                                  |11 32 05.5255909440 -61 52 25.286656296|293.7265716689538 -00.4283357535655|   -8.625 2.022   |10.29    |B9                  |    ~     ~    |    1| 1404.889   pc  | -27.2372    +27.2372    |paral   |2020yCat.1350....0G
4147|HD 308639                                                                                                |Pulsating Variable                    |11 31 55.8663139320 -61 51 46.729082124|293.7052447039712 -00.4238631761478|   -7.649 1.934   |10.36    |B9                  |    ~     ~    |    1| 1336.898   pc  | -26.8095    +26.8095    |paral   |2020yCat.1350....0G
4148|HD 308641                                                                                                |Star                                  |11 32 45.5572619280 -61 48 42.724415052|293.7830429312279 -00.3457002618064|   -6.298 2.382   |10.71    |A0                  |    ~     ~    |    1| 2058.037   pc  | -60.9914    +60.9914    |paral   |2020yCat.1350....0G
4149|HD 308633                                                                                                |Star                                  |11 31 33.6878724408 -61 41 45.730912344|293.6129736051260 -00.2780341235616|   -6.299 0.870   |10.81    |B5                  |    ~     ~    |    1| 2281.542   pc  |-110.8758   +110.8758    |paral   |2020yCat.1350....0G
4150|HD 308743                                                                                                |Star                                  |11 36 04.8350714136 -61 50 34.584031896|294.1669214984728 -00.2603500922053|   -6.919 1.193   |10.74    |B8                  |    ~     ~    |    1| 2125.850   pc  | -79.0867    +79.0867    |paral   |2020yCat.1350....0G
4151|HD 308634                                                                                                |Star                                  |11 31 50.7485 -61 44 58.631            |293.6613213 -00.3188730            |     -12.8 -1.6   |9.80     |B8                  |    ~     ~    |    0|                |                         |        |                   
4152|HD 308756                                                                                                |Star                                  |11 36 29.9500671600 -62 15 46.005165000|294.3342510909572 -00.6485159327693|   -6.492 0.965   |10.94    |B9                  |    ~     ~    |    1| 1847.404   pc  | -75.0839    +75.0839    |paral   |2020yCat.1350....0G
4153|HD 308644                                                                                                |Star                                  |11 32 29.3026623888 -61 56 32.761976424|293.7917689921063 -00.4798289009732|-27.696 -16.015   |9.75     |G0                  |    ~     ~    |    1|  141.477   pc  | -11.1147    +11.1147    |paral   |2020yCat.1350....0G
4154|HD 308665                                                                                                |Star                                  |11 32 00.1297478160 -62 47 19.302656280|293.9931738078291 -01.3037116844730|   -7.338 1.825   |10.13    |K0                  |    ~     ~    |    1| 1486.105   pc  | -33.5693    +33.5693    |paral   |2020yCat.1350....0G
4155|HD 308643                                                                                                |Double or Multiple Star               |11 32 12.6494619648 -61 56 22.057656144|293.7597480890287 -00.4868202342548|  -14.328 5.712   |10.453   |A0                  |    ~     ~    |    1|  642.963   pc  |  -5.2502     +5.2502    |paral   |2020yCat.1350....0G
4156|HD 308744                                                                                                |Double or Multiple Star               |11 35 56.800248 -61 57 22.93308        |294.184446529 -00.373522401        |       1.4 -2.0   |10.804   |A0                  |    ~     ~    |    0|                |                         |        |                   
4157|HD 308717                                                                                                |Star                                  |11 35 42.5073907968 -63 42 18.505857888|294.6628725376813 -02.0558315018433|  -10.149 1.017   |10.78    |A0                  |    ~     ~    |    1|  956.480   pc  | -15.0951    +15.0951    |paral   |2020yCat.1350....0G
4158|HD 308642                                                                                                |Star                                  |11 32 29.9868359568 -61 54 03.107508516|293.7805544579786 -00.4397768775354|  -33.384 6.155   |9.35     |K2                  |    ~     ~    |    1|  578.938   pc  |  -3.9550     +3.9550    |paral   |2020yCat.1350....0G
4159|TYC 8976-593-1                                                                                           |Star                                  |11 34 16.1331882312 -62 18 31.999054896|294.0994409397825 -00.7678344691801| -19.458 12.802   |10.88    |~                   |    ~     ~    |    1|  213.648   pc  |  -0.4610     +0.4610    |paral   |2020yCat.1350....0G
4160|TYC 8976-713-1                                                                                           |Star                                  |11 34 54.6768761400 -62 21 02.401524720|294.1829936149135 -00.7859373117285|   -8.596 0.638   |10.98    |~                   |    ~     ~    |    1| 1320.655   pc  | -22.3249    +22.3249    |paral   |2020yCat.1350....0G
4161|HD 308707                                                                                                |Star                                  |11 33 31.9904 -63 35 15.171            |294.3974413 -02.0141144            | -19.049 -0.016   |10.11    |K0                  |    ~     ~    |    0|                |                         |        |                   
4162|TYC 8976-1065-1                                                                                          |Star                                  |11 32 48.2669674584 -62 07 49.896309756|293.8835458876829 -00.6481429106202|  -20.681 7.028   |10.64    |~                   |    ~     ~    |    1|  450.755   pc  |  -2.5194     +2.5194    |paral   |2020yCat.1350....0G
4163|HD 308664                                                                                                |Star                                  |11 31 44.1506600760 -62 45 02.391534360|293.9526105238059 -01.2766950518411| -34.577 -0.977   |10.19    |F0                  |    ~     ~    |    1|  252.870   pc  |  -0.7609     +0.7609    |paral   |2020yCat.1350....0G
4164|HD 308589                                                                                                |Star                                  |11 31 05.2743769128 -63 14 43.612587816|294.0332997360883 -01.7703680949223|   -6.238 1.997   |10.801   |B7                  |    ~     ~    |    1| 1887.149   pc  | -49.1463    +49.1463    |paral   |2020yCat.1350....0G
4165|HD 308663                                                                                                |Star                                  |11 32 13.6968355056 -62 45 23.363405964|294.0081076290145 -01.2651993235685|   -9.619 8.933   |10.13    |F8                  |    ~     ~    |    1|  405.663   pc  |  -2.3697     +2.3697    |paral   |2020yCat.1350....0G
4166|LLNS 5413                                                                                                |Star                                  |11 32 03.9169570680 -62 21 27.397160748|293.8697733640838 -00.8905955210193|  -13.003 2.446   |10.34    |M0/2                |    ~     ~    |    1|  870.246   pc  | -12.7989    +12.7989    |paral   |2020yCat.1350....0G
4167|HD 308609                                                                                                |Star                                  |11 30 10.5961 -63 32 07.618            |294.0253717 -02.0776969            | -10.086 -1.932   |10.60    |A2                  |    ~     ~    |    0|                |                         |        |                   
4168|HD 308682                                                                                                |Star                                  |11 34 31.1750 -63 13 25.913            |294.3956060 -01.6340504            |  -27.050 4.699   |10.87    |F4                  |    ~     ~    |    0|                |                         |        |                   
4169|HD 308655                                                                                                |Spectroscopic Binary                  |11 31 40.0989227520 -62 38 22.135136928|293.9114783522594 -01.1731073912533|  -13.590 5.970   |10.34    |A0                  |    ~     ~    |    1|  513.822   pc  |  -3.8810     +3.8810    |paral   |2020yCat.1350....0G
4170|HD 308662                                                                                                |Star                                  |11 32 32.9496047040 -62 44 22.692492240|294.0380716741496 -01.2380714434597|  -0.525 -3.751   |10.53    |A0                  |    ~     ~    |    1|  628.970   pc  |  -5.9341     +5.9341    |paral   |2020yCat.1350....0G
4171|HD 308711                                                                                                |Star                                  |11 35 43.8196903488 -63 28 01.777318464|294.5964143661268 -01.8272951692733|  -8.779 -6.612   |9.527    |K5                  |    ~     ~    |    1|  456.288   pc  |  -3.0189     +3.0189    |paral   |2020yCat.1350....0G
4172|HD 100162                                                                                                |Star                                  |11 30 56.7598658736 -63 07 35.200788888|293.9816180050371 -01.6619739556327|  -12.590 0.844   |10.21    |B8                  |    ~     ~    |    1| 1073.422   pc  | -18.4358    +18.4358    |paral   |2020yCat.1350....0G
4173|HD 308759                                                                                                |Star                                  |11 35 57.7628456808 -62 35 30.413246856|294.3691663205000 -00.9814981493565|   -5.645 0.241   |9.37     |K3                  |    ~     ~    |    1| 2137.666   pc  | -54.3784    +54.3784    |paral   |2020yCat.1350....0G
4174|TYC 8976-3119-1                                                                                          |Star                                  |11 33 15.9944120928 -63 25 50.751783732|294.3223872747443 -01.8732664478155|  -10.528 3.796   |10.98    |K2                  |    ~     ~    |    1|  790.826   pc  |  -6.6293     +6.6293    |paral   |2020yCat.1350....0G
4175|HD 308778                                                                                                |Star                                  |11 36 57.2726360112 -62 43 54.482035476|294.5183568784173 -01.0830934624321|   -9.497 0.745   |10.33    |A0                  |    ~     ~    |    1| 1144.034   pc  | -19.2396    +19.2396    |paral   |2020yCat.1350....0G
4176|HD 308656                                                                                                |Star                                  |11 31 54.4259141472 -62 37 23.302505388|293.9326794087285 -01.1492140168448|  -17.498 1.057   |10.66    |A2                  |    ~     ~    |    1|  343.607   pc  |  -2.0307     +2.0307    |paral   |2020yCat.1350....0G
4177|HD 308652                                                                                                |Star                                  |11 31 56.2116918000 -62 28 42.745537164|293.8921738537030 -01.0103595462280|  -14.690 4.250   |10.27    |K0                  |    ~     ~    |    0|                |                         |        |                   
4178|HD 308672                                                                                                |Star                                  |11 33 49.6734145992 -62 52 01.414767180|294.2155645370083 -01.3161508113979|   -7.383 1.922   |10.87    |A2                  |    ~     ~    |    1| 1798.561   pc  | -47.8754    +47.8754    |paral   |2020yCat.1350....0G
4179|HD 308763                                                                                                |Star                                  |11 37 09.2654159760 -62 34 56.826489612|294.4979684536282 -00.9333727889025|   -6.573 1.815   |10.11    |B8                  |    ~     ~    |    1| 1578.781   pc  | -44.1181    +44.1181    |paral   |2020yCat.1350....0G
4180|HD 308653                                                                                                |Star                                  |11 32 09.8637601104 -62 30 34.490167812|293.9266026137669 -01.0320090998692|   -6.889 2.766   |10.96    |B9                  |    ~     ~    |    1| 1903.312   pc  | -93.4630    +93.4630    |paral   |2020yCat.1350....0G
4181|HD 308762                                                                                                |Star                                  |11 36 53.0942290704 -62 36 22.982852052|294.4750242559198 -00.9651271003530|   -5.687 1.095   |9.87     |B3                  |    ~     ~    |    1| 2267.574   pc  | -80.2135    +80.2135    |paral   |2020yCat.1350....0G
4182|TYC 8976-3916-1                                                                                          |Star                                  |11 37 42.0418511760 -62 27 58.820443560|294.5256162861576 -00.8041906123023|   -6.399 1.525   |10.7     |~                   |    ~     ~    |    1| 1933.488   pc  | -94.5809    +94.5809    |paral   |2020yCat.1350....0G
4183|HD 308651                                                                                                |Star                                  |11 32 52.4666326896 -62 28 07.330769328|293.9925356620768 -00.9683818136683|   -6.741 1.162   |10.08    |B5                  |    ~     ~    |    1| 2997.602   pc  |-170.7267   +170.7267    |paral   |2020yCat.1350....0G
4184|HD 308757                                                                                                |Star                                  |11 37 41.5009355328 -62 25 55.751761668|294.5149926102640 -00.7716804484778|   -7.334 1.260   |10.55    |B5                  |    ~     ~    |    1| 2146.844   pc  | -69.1341    +69.1341    |paral   |2020yCat.1350....0G
4185|HD 308647                                                                                                |Star                                  |11 32 23.5174472232 -62 08 18.500615952|293.8399514238952 -00.6701904306485|   -7.730 1.676   |10.60    |B8                  |    ~     ~    |    1| 1960.784   pc  | -58.4391    +58.4391    |paral   |2020yCat.1350....0G
4186|HD 308628                                                                                                |Star                                  |11 34 23.5524176136 -64 11 43.167374700|294.6675207056003 -02.5668391776170|   -6.208 0.601   |10.81    |B9                  |    ~     ~    |    1| 1801.477   pc  | -58.0912    +58.0912    |paral   |2020yCat.1350....0G
4187|HD 308734                                                                                                |High Proper Motion Star               |11 36 31.6543073232 -64 16 21.895874904|294.9122706462708 -02.5736593367771| -49.274 16.496   |9.28     |K2                  |    ~     ~    |    1|  405.959   pc  |  -2.2248     +2.2248    |paral   |2020yCat.1350....0G
4188|HD 308723                                                                                                |Star                                  |11 36 52.0029935208 -63 48 01.104754068|294.8129456271026 -02.1102694132572|   -6.627 1.667   |10.47    |B8                  |    ~     ~    |    1| 1670.007   pc  | -44.9016    +44.9016    |paral   |2020yCat.1350....0G
4189|TYC 8980-1323-1                                                                                          |Star                                  |11 34 52.8610547088 -64 11 00.162948084|294.7149051911658 -02.5398396741875|  -13.164 2.649   |10.80    |~                   |    ~     ~    |    1| 1066.439   pc  | -14.7848    +14.7848    |paral   |2020yCat.1350....0G
4190|HD 308622                                                                                                |Star                                  |11 32 09.8481201624 -63 59 51.650836044|294.3760346755407 -02.4506880074997|   2.894 13.270   |9.90     |F0                  |    ~     ~    |    1|  240.246   pc  |  -7.1801     +7.1801    |paral   |2020yCat.1350....0G
4191|HD 308629                                                                                                |Star                                  |11 34 31.2337 -64 10 24.408            |294.6744265 -02.5418334            |      -11.2 1.7   |10.91    |A3                  |    ~     ~    |    0|                |                         |        |                   
4192|HD 308619                                                                                                |Star                                  |11 33 04.5738659904 -63 59 16.127412180|294.4685229544043 -02.4112459081439|  -10.767 0.898   |10.95    |A0                  |    ~     ~    |    1|  865.052   pc  | -11.2247    +11.2247    |paral   |2020yCat.1350....0G
4193|HD 308545                                                                                                |Star                                  |11 31 08.8808449512 -64 17 13.944077376|294.3584558351890 -02.7601896552033|   -6.374 1.000   |10.09    |B5                  |    ~     ~    |    1| 2315.887   pc  | -71.8687    +71.8687    |paral   |2020yCat.1350....0G
4194|HD 308627                                                                                                |Star                                  |11 33 46.3093611936 -64 12 45.771646212|294.6080673630650 -02.6033779554734|  -15.277 4.974   |10.74    |B9                  |    ~     ~    |    1|  825.832   pc  | -13.7082    +13.7082    |paral   |2020yCat.1350....0G
4195|HD 308815                                                                                                |Star                                  |11 37 24.1531119456 -63 16 32.886600096|294.7213553289452 -01.5903767055915|   -6.086 0.927   |9.66     |B2V                 |    ~     ~    |    1| 1973.165   pc  | -74.3636    +74.3636    |paral   |2020yCat.1350....0G
4196|HD 308541                                                                                                |Star                                  |11 30 35.2312563744 -64 01 23.426839884|294.2191288124364 -02.5276424741998|   -7.317 2.320   |10.77    |B8                  |    ~     ~    |    1| 2290.951   pc  | -62.9815    +62.9815    |paral   |2020yCat.1350....0G
4197|HD 308575                                                                                                |Star                                  |11 30 10.3741002840 -62 51 20.441449656|293.8147271017186 -01.4313533088407|  -14.494 2.277   |10.92    |A0                  |    ~     ~    |    1|  700.280   pc  | -15.8397    +15.8397    |paral   |2020yCat.1350....0G
4198|HD 308583                                                                                                |Star                                  |11 31 02.7488141976 -63 04 45.858063324|293.9779631139413 -01.6137368319785|   -6.524 0.967   |10.93    |B3                  |    ~     ~    |    1| 2994.909   pc  |-244.8667   +244.8667    |paral   |2020yCat.1350....0G
4199|HD 308601                                                                                                |Star                                  |11 31 53.5979308992 -63 25 35.836719960|294.1745841080411 -01.9154451620030|   -6.500 0.890   |10.38    |B1                  |    ~     ~    |    1| 2324.500   pc  | -76.7269    +76.7269    |paral   |2020yCat.1350....0G
4200|HD 308607                                                                                                |Double or Multiple Star               |11 32 42.3172000344 -63 35 12.807010212|294.3093175809882 -02.0409642813926|   -6.398 0.572   |10.56    |B4                  |    ~     ~    |    1| 1896.454   pc  |-131.2736   +131.2736    |paral   |2020yCat.1350....0G
4201|HD 308610                                                                                                |Double or Multiple Star               |11 30 04.083408 -63 33 25.88832        |294.020599963 -02.102112010        |       -7.3 2.2   |10.369   |B3                  |    ~     ~    |    0|                |                         |        |                   
4202|HD 308621                                                                                                |Star                                  |11 32 10.1449922880 -63 56 44.934717048|294.3608749341339 -02.4010802671445|   -7.970 1.196   |10.87    |A                   |    ~     ~    |    1| 2035.831   pc  | -62.9980    +62.9980    |paral   |2020yCat.1350....0G
4203|HD 308636                                                                                                |Star                                  |11 30 35.6433951816 -61 57 03.234237840|293.5821557510938 -00.5556063749554|   -6.527 1.104   |10.35    |B3                  |    ~     ~    |    1| 1711.743   pc  | -41.3139    +41.3139    |paral   |2020yCat.1350....0G
4204|HD 308645                                                                                                |Star                                  |11 33 16.7691232944 -62 01 03.898434180|293.9029591526005 -00.5239042912595|  -8.000 -2.230   |9.48     |M3                  |    ~     ~    |    1| 1246.417   pc  | -36.1978    +36.1978    |paral   |2020yCat.1350....0G
4205|HD 308650                                                                                                |Star                                  |11 32 43.2886683950 -62 22 53.295175891|293.9495171452753 -00.8904542440537|   -8.713 0.307   |10.59    |A0                  |    ~     ~    |    0|                |                         |        |                   
4206|HD 308654                                                                                                |Star                                  |11 31 55.9257083520 -62 34 13.811734956|293.9194854232537 -01.0981763765159| -17.792 -7.457   |9.96     |K0                  |    ~     ~    |    1|  489.404   pc  |  -3.0179     +3.0179    |paral   |2020yCat.1350....0G
4207|HD 308673                                                                                                |High Proper Motion Star               |11 33 55.0969994760 -62 51 44.206968312|294.2240003840204 -01.3085380273219| -69.529 -5.423   |10.73    |F2                  |    ~     ~    |    1|  193.087   pc  |  -0.3616     +0.3616    |paral   |2020yCat.1350....0G
4208|HD 308679                                                                                                |Star                                  |11 34 14.1705600816 -63 04 41.386343232|294.3221905968046 -01.5041765867721|  -9.830 -5.419   |10.81    |F1                  |    ~     ~    |    1|  682.175   pc  |  -6.1893     +6.1893    |paral   |2020yCat.1350....0G
4209|HD 308683                                                                                                |Star                                  |11 34 56.0111815752 -63 08 11.936820120|294.4147538593825 -01.5369927395084|  -20.195 5.303   |10.28    |G8                  |    ~     ~    |    1|  644.288   pc  |  -5.1888     +5.1888    |paral   |2020yCat.1350....0G
4210|HD 308698                                                                                                |Double or Multiple Star               |11 34 26.1389621928 -63 18 36.016397676|294.4118627710454 -01.7191686519996|   -6.800 2.255   |10.658   |A0                  |    ~     ~    |    0|                |                         |        |                   
4211|HD 308730                                                                                                |Star                                  |11 35 26.4891130320 -64 03 01.234990368|294.7347237019070 -02.3947614441811|   -5.883 1.047   |10.27    |B8                  |    ~     ~    |    1| 2236.136   pc  | -83.0050    +83.0050    |paral   |2020yCat.1350....0G
4212|HD 308745                                                                                                |Star                                  |11 36 24.5530311480 -61 58 26.793848892|294.2416024705751 -00.3749144306136|  -8.557 -2.558   |10.34    |G5                  |    ~     ~    |    1|  617.436   pc  |  -8.6539     +8.6539    |paral   |2020yCat.1350....0G
4213|HD 308747                                                                                                |Star                                  |11 36 54.3262393272 -61 57 24.441875316|294.2925459415649 -00.3416807764820|   -6.002 0.653   |10.32    |A2                  |    ~     ~    |    1| 2223.210   pc  | -68.2088    +68.2088    |paral   |2020yCat.1350....0G
4214|HD 308751                                                                                                |Star                                  |11 35 01.9244547192 -62 08 45.602877156|294.1367842093046 -00.5860598153741|   2.274 -2.132   |10.54    |K0                  |    ~     ~    |    1|  724.953   pc  |  -6.4643     +6.4643    |paral   |2020yCat.1350....0G
4215|HD 308755                                                                                                |Eclipsing Binary                      |11 34 19.8930826248 -62 11 34.765408752|294.0723427159027 -00.6549123471424|   -6.337 1.560   |10.26    |B8                  |    ~     ~    |    1| 2135.839   pc  | -74.8137    +74.8137    |paral   |2020yCat.1350....0G
4216|HD 308761                                                                                                |Star                                  |11 36 21.8431517856 -62 35 34.061668836|294.4137049237331 -00.9692076377235|   -9.130 2.826   |9.79     |K0                  |    ~     ~    |    1|  471.476   pc  |  -3.8678     +3.8678    |paral   |2020yCat.1350....0G
4217|HD 308764                                                                                                |Star                                  |11 37 38.8416529440 -62 37 44.827214340|294.5655550029190 -00.9621155424116|   -9.826 2.981   |10.42    |B9                  |    ~     ~    |    1| 1007.354   pc  | -15.0185    +15.0185    |paral   |2020yCat.1350....0G
4218|HD 308766                                                                                                |Star                                  |11 37 58.9733931168 -62 36 07.346739312|294.5949761097464 -00.9252856215038|   -5.642 1.940   |10.62    |B8                  |    ~     ~    |    1| 2536.140   pc  |-110.6305   +110.6305    |paral   |2020yCat.1350....0G
4219|HD 308791                                                                                                |Star                                  |11 36 16.1184845928 -62 56 03.423253164|294.5011278192702 -01.2995020253188|   -6.056 0.311   |10.80    |A0                  |    ~     ~    |    1| 2164.034   pc  |-202.7757   +202.7757    |paral   |2020yCat.1350....0G
4220|HD 308864                                                                                                |Star                                  |11 37 43.8405851760 -61 56 16.531314576|294.3802737499601 -00.2961445209791|   -5.616 1.127   |10.94    |A                   |    ~     ~    |    1| 2283.626   pc  |-103.7775   +103.7775    |paral   |2020yCat.1350....0G
4221|HD 100356                                                                                                |Star                                  |11 32 14.0136653064 -64 44 23.356129812|294.6075812369023 -03.1559140581742|  -0.683 -3.183   |8.89     |M1(III)             |    ~     ~    |    1|  635.890   pc  |  -7.3593     +7.3593    |paral   |2020yCat.1350....0G
4222|HD 310581                                                                                                |High Proper Motion Star               |11 31 06.2293397904 -64 41 59.119051416|294.4803042452288 -03.1544123388602|-124.633 -6.685   |10.73    |K0                  |    ~     ~    |    1|  102.209   pc  |  -0.1066     +0.1066    |paral   |2020yCat.1350....0G
4223|HD 100264                                                                                                |Star                                  |11 31 38.9037931752 -65 24 10.175438772|294.7500551642371 -03.8064167109858| -16.423 -0.992   |8.55     |B9V                 |    ~     ~    |    1|  368.080   pc  |  -7.0316     +7.0316    |paral   |2020yCat.1350....0G
4224|HD 100280                                                                                                |Star                                  |11 31 43.0982594784 -65 41 20.025678732|294.8441973063182 -04.0767262690060|   2.561 -5.289   |10.01    |A0V                 |    ~     ~    |    1|  545.019   pc  |  -4.9904     +4.9904    |paral   |2020yCat.1350....0G
4225|HD 100413                                                                                                |Star                                  |11 32 37.3922628624 -64 48 16.384750560|294.6667614344870 -03.2051303797041|   -6.217 1.807   |8.81     |G5II                |    ~     ~    |    1|  582.140   pc  |  -5.8627     +5.8627    |paral   |2020yCat.1350....0G
4226|HD 100445                                                                                                |Star                                  |11 32 45.4637878416 -65 37 18.513038460|294.9262351472756 -03.9804032132491|  -3.378 -9.089   |9.02     |G8III/IV            |    ~     ~    |    1|  264.229   pc  |  -0.8587     +0.8587    |paral   |2020yCat.1350....0G
4227|HD 100593                                                                                                |Star                                  |11 33 57.7756208568 -65 29 16.186886880|295.0055021072724 -03.8153506358198|  -9.612 17.145   |9.77     |G1/3V               |    ~     ~    |    1|  103.924   pc  |  -0.1220     +0.1220    |paral   |2020yCat.1350....0G
4228|HD 100638                                                                                                |Star                                  |11 34 12.7197837240 -65 24 34.991942220|295.0071546505115 -03.7330840474467|  -11.701 2.289   |7.172    |B5/6II/III          |    ~     ~    |    1|  500.902   pc  | -39.0404    +39.0404    |paral   |2020yCat.1350....0G
4229|HD 100431                                                                                                |Double or Multiple Star               |11 32 42.47488 -65 51 48.3312          |294.99411762 -04.21239466          |    -10.45 3.15   |9.265    |B7/8III/IV          |    ~     ~    |    0|                |                         |        |                   
