C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:59:55

dec< 0&rah >=11.5&rah< 11.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5947

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-------------------------|--------|-------------------
1555|BD-18 3227                                                                                               |Star                                  |11 44 13.5461665824 -19 00 13.657928328|281.6729170338318 +41.0768701633253|  -24.860 3.041   |10.38    |~                   |    ~     ~    |    1|  316.726   pc  |  -1.6351     +1.6351    |paral   |2020yCat.1350....0G
1556|TYC 6086-85-1                                                                                            |Star                                  |11 41 10.3203719112 -17 24 37.164950568|280.0121385240514 +42.3127677841019|  -38.123 1.155   |10.84    |~                   |    ~     ~    |    1|  391.957   pc  |  -3.3338     +3.3338    |paral   |2020yCat.1350....0G
1557|TYC 6086-144-1                                                                                           |Star                                  |11 41 20.8980424056 -17 22 42.780109548|280.0495550531517 +42.3576390091562|  -8.821 -5.678   |10.931   |~                   |    ~     ~    |    1| 1727.850   pc  |-151.4000   +151.4000    |ST-L    |2020AJ....160...83S
1558|TYC 6086-260-1                                                                                           |Star                                  |11 41 48.8313331704 -17 08 00.477116520|280.0696620990371 +42.6263409040581|-25.826 -16.072   |10.908   |~                   |    ~     ~    |    1| 1036.970   pc  | -47.9800    +47.9800    |ST-L    |2020AJ....160...83S
1559|TYC 6086-966-1                                                                                           |Star                                  |11 38 06.8732203344 -16 50 57.739032024|278.8107832954339 +42.5620714063149| -9.716 -11.418   |10.89    |~                   |    ~     ~    |    1|  240.310   pc  |  -1.1030     +1.1030    |paral   |2020yCat.1350....0G
1560|TYC 6086-1275-1                                                                                          |Star                                  |11 37 37.5429126984 -16 52 19.873871184|278.6758470834587 +42.4964118092048| -9.667 -11.893   |10.60    |~                   |    ~     ~    |    1|  675.447   pc  |  -7.9840     +7.9840    |paral   |2020yCat.1350....0G
1561|TYC 6089-47-1                                                                                            |Star                                  |11 42 12.8440395672 -18 01 10.324874712|280.6190073749270 +41.8333923998760|  -15.712 6.884   |10.806   |~                   |    ~     ~    |    1|  516.527   pc  | -14.7800    +14.7800    |ST-L    |2020AJ....160...83S
1562|TYC 6089-144-1                                                                                           |Star                                  |11 40 12.5211224976 -17 37 37.597143036|279.8303373932708 +42.0271375764477|  -19.530 0.547   |10.86    |~                   |    ~     ~    |    1| 1222.643   pc  | -30.0466    +30.0466    |paral   |2020yCat.1350....0G
1563|TYC 6089-1117-1                                                                                          |Star                                  |11 38 21.2703097704 -18 33 05.911263900|279.7376321070625 +41.0053288090089|  1.747 -12.184   |10.99    |~                   |    ~     ~    |    1|  511.430   pc  | -28.6933    +28.6933    |paral   |2020yCat.1350....0G
1564|TYC 6089-1633-1                                                                                          |Star                                  |11 38 46.8526208040 -19 02 04.974618588|280.0961544760145 +40.5931587676876| -0.248 -15.683   |10.53    |~                   |    ~     ~    |    1|  596.232   pc  |  -5.4035     +5.4035    |paral   |2020yCat.1350....0G
1565|HD 101138                                                                                                |Star                                  |11 38 08.9504622576 -19 45 33.116829660|280.2607979082669 +39.8642786543235|  -32.562 8.156   |9.32     |K2(III)             |    ~     ~    |    1|  740.521   pc  | -10.4191    +10.4191    |paral   |2020yCat.1350....0G
1566|HD 101139                                                                                                |Star                                  |11 38 08.6457953952 -20 42 42.186279204|280.7059611755924 +38.9759998391294| -10.978 28.618   |9.288    |F5V                 |    ~     ~    |    1|  176.064   pc  |  -1.9110     +1.9110    |ST-L    |2020AJ....160...83S
1567|HD 101212                                                                                                |Star                                  |11 38 41.4075583248 -20 29 52.836894096|280.7606916323942 +39.2213435468197|  -4.168 -2.696   |9.40     |G8III/IV            |    ~     ~    |    1|  571.363   pc  |  -5.6803     +5.6803    |paral   |2020yCat.1350....0G
1568|HD 101385                                                                                                |High Proper Motion Star               |11 39 53.3328358968 -20 45 08.879647608|281.2153792482899 +39.0831675563207|-11.990 -215.167  |9.908    |G8/K0V              |    ~     ~    |    1|   59.677   pc  |  -0.2137     +0.2137    |ST-L    |2020AJ....160...83S
1569|HD 101045                                                                                                |Star                                  |11 37 34.3614857472 -21 11 44.593283400|280.7697687951329 +38.4764234521912| -10.296 -6.167   |9.48     |K1III               |    ~     ~    |    1|  625.602   pc  | -23.6200    +23.6200    |ST-L    |2020AJ....160...83S
1570|HD 101182                                                                                                |Star                                  |11 38 30.8959809000 -21 46 41.291603076|281.2950345903718 +38.0105177229003| -10.761 11.465   |10.477   |F7V                 |    ~     ~    |    1|  301.177   pc  | -33.4700    +33.4700    |ST-L    |2020AJ....160...83S
1571|HD 101229                                                                                                |Star                                  |11 38 48.1645916544 -21 03 22.386228336|281.0486196295068 +38.7093164504920|-23.512 -12.888   |10.339   |F6V                 |    ~     ~    |    1|  214.151   pc  |  -2.8680     +2.8680    |ST-L    |2020AJ....160...83S
1572|HD 101245                                                                                                |High Proper Motion Star               |11 38 54.1197206496 -21 10 25.744371060|281.1297879701394 +38.6075912285566| -52.462 -5.064   |7.88     |A3mA4-A9            |    ~     ~    |    1|  165.429   pc  |  -0.7526     +0.7526    |paral   |2020yCat.1350....0G
1573|HD 101258                                                                                                |Star                                  |11 38 59.5254363648 -20 59 25.152578988|281.0715686732696 +38.7866121529907|  -22.480 6.588   |9.82     |G1V                 |    ~     ~    |    1|  152.796   pc  |  -1.4130     +1.4130    |ST-L    |2020AJ....160...83S
1574|HD 101282                                                                                                |Star                                  |11 39 13.3657319592 -21 29 06.019546056|281.3594014384876 +38.3428188501523|  -0.355 -1.508   |10.16    |G6V                 |    ~     ~    |    1|  768.156   pc  | -39.5400    +39.5400    |ST-L    |2020AJ....160...83S
1575|HD 101352                                                                                                |Star                                  |11 39 43.1889790671 -21 06 44.958842954|281.3306011674494 +38.7322612616908| 14.173 -32.759   |9.850    |G5V                 |    ~     ~    |    1|  159.309   pc  |  -0.4314     +0.4314    |paral   |2020yCat.1350....0G
1576|HD 101123                                                                                                |High Proper Motion Star               |11 38 04.1696996064 -21 59 50.547504012|281.2708681323713 +37.7689002846803|11.734 -115.147   |9.93     |G3V                 |    ~     ~    |    1|  100.637   pc  |  -0.6167     +0.6167    |ST-L    |2020AJ....160...83S
1577|HD 101213                                                                                                |Star                                  |11 38 37.0975446792 -21 52 14.731164156|281.3649747815964 +37.9323231422334|  -15.911 4.706   |10.252   |G8                  |    ~     ~    |    1|  819.005   pc  | -42.2600    +42.2600    |ST-L    |2020AJ....160...83S
1578|HD 101230                                                                                                |Star                                  |11 38 45.3574049760 -22 16 33.952844280|281.5828381049562 +37.5640274298565| -18.005 10.015   |10.297   |K0/1(III)           |    ~     ~    |    1| 1049.390   pc  | -65.7600    +65.7600    |ST-L    |2020AJ....160...83S
1579|BD-20 3466                                                                                               |Star                                  |11 37 57.2685932832 -21 11 46.486827456|280.8761153955086 +38.5079036995986|  -20.075 2.895   |10.74    |~                   |    ~     ~    |    1|  366.454   pc  |  -8.0480     +8.0480    |ST-L    |2020AJ....160...83S
1580|BD-19 3314                                                                                               |Star                                  |11 38 32.3149647648 -20 08 48.019947828|280.5542948299046 +39.5363807390208| -12.159 14.128   |10.757   |~                   |    ~     ~    |    1|  227.351   pc  |  -3.0710     +3.0710    |ST-L    |2020AJ....160...83S
1581|BD-21 3346                                                                                               |Star                                  |11 38 37.9223036160 -22 15 26.395669728|281.5406651405311 +37.5715564782781|  -12.346 1.836   |10.698   |~                   |    ~     ~    |    1| 1080.490   pc  | -68.6000    +68.6000    |ST-L    |2020AJ....160...83S
1582|BD-19 3317                                                                                               |Star                                  |11 39 26.2866612696 -20 21 56.219428512|280.9111023221227 +39.4076026471681| -25.063 -9.461   |10.438   |~                   |    ~     ~    |    1|  503.011   pc  | -15.0400    +15.0400    |ST-L    |2020AJ....160...83S
1583|HD 101875                                                                                                |Star                                  |11 43 22.9764008016 -19 49 23.861912088|281.7952787674637 +40.2387426898462|-21.569 -19.610   |7.03     |M0III               |    ~     ~    |    1|  278.870   pc  |  -1.6876     +1.6876    |paral   |2020yCat.1350....0G
1584|BD-18 3220                                                                                               |Star                                  |11 40 25.6172181696 -19 37 39.409058064|280.8521735306607 +40.1799780356091| -24.464 -4.017   |10.574   |~                   |    ~     ~    |    1|  773.031   pc  | -26.8000    +26.8000    |ST-L    |2020AJ....160...83S
1585|HD 101647                                                                                                |Star                                  |11 41 40.7839537464 -20 02 16.191119256|281.4007503125010 +39.8994643546590|    4.244 1.331   |9.905    |F6V                 |    ~     ~    |    1|  446.019   pc  | -11.5700    +11.5700    |ST-L    |2020AJ....160...83S
1586|HD 101648                                                                                                |Star                                  |11 41 43.0210178712 -20 04 24.724206948|281.4276191574683 +39.8690286808861| -16.856 14.626   |9.972    |G6/8                |    ~     ~    |    1|  715.912   pc  | -21.9100    +21.9100    |ST-L    |2020AJ....160...83S
1587|HD 101419                                                                                                |Star                                  |11 40 04.5462598560 -20 43 45.586274556|281.2575963218379 +39.1201974766097|   15.079 2.235   |9.88     |F2/3IV/V            |    ~     ~    |    1|  331.697   pc  |  -2.4865     +2.4865    |paral   |2020yCat.1350....0G
1588|HD 101447                                                                                                |Star                                  |11 40 19.0445598264 -20 31 00.787903536|281.2295497378098 +39.3389600032425|  -3.496 -7.218   |10.50    |A7/8II              |    ~     ~    |    1|  520.093   pc  | -20.1100    +20.1100    |ST-L    |2020AJ....160...83S
1589|HD 101695                                                                                                |High Proper Motion Star               |11 42 03.5281173672 -20 17 39.006878352|281.6248807240205 +39.6897821382203| -8.644 -54.312   |6.200    |G8IV                |    ~     ~    |    1|   75.606   pc  |  -0.1778     +0.1778    |paral   |2020yCat.1350....0G
1590|HD 101861                                                                                                |High Proper Motion Star               |11 43 18.4000460832 -20 47 36.594435660|282.2014270624806 +39.3199415353866|-122.579 75.816   |8.54     |F5V                 |    ~     ~    |    1|   90.267   pc  |  -0.7472     +0.7472    |paral   |2020yCat.1350....0G
1591|HD 102036                                                                                                |Star                                  |11 44 23.7710629920 -20 41 44.753498736|282.4697306939856 +39.4973126681269| -44.321 -7.521   |6.84     |A2/3V               |    ~     ~    |    1|   93.932   pc  |  -0.2753     +0.2753    |paral   |2020yCat.1350....0G
1592|HD 102060                                                                                                |Star                                  |11 44 37.1275566264 -20 24 54.957592584|282.4123458388044 +39.7791673631074|   0.448 -7.522   |9.08     |G8IV                |    ~     ~    |    1|  500.175   pc  |  -4.0278     +4.0278    |paral   |2020yCat.1350....0G
1593|HD 101401                                                                                                |Star                                  |11 40 02.1506783952 -21 41 54.722339556|281.6800304448415 +38.2087954369235| -45.111 18.340   |9.96     |G0V                 |    ~     ~    |    1|  208.273   pc  |  -0.8372     +0.8372    |paral   |2020yCat.1350....0G
1594|HD 101536                                                                                                |Star                                  |11 40 55.6927646520 -21 12 31.761203544|281.7121745575364 +38.7401106143280|-25.021 -18.925   |9.70     |K0IV                |    ~     ~    |    1|  181.523   pc  |  -1.9210     +1.9210    |ST-L    |2020AJ....160...83S
1595|HD 101561                                                                                                |Star                                  |11 41 04.1275317144 -21 22 41.226631608|281.8263109127309 +38.5924912069838|  -10.751 3.931   |9.76     |K0/1(III)           |    ~     ~    |    1|  872.084   pc  | -38.3100    +38.3100    |ST-L    |2020AJ....160...83S
1596|HD 101624                                                                                                |High Proper Motion Star               |11 41 30.3766771344 -20 51 17.302471488|281.7178828588208 +39.1189281683344| -67.644 24.801   |9.57     |F2V                 |    ~     ~    |    1|  181.481   pc  |  -2.0610     +2.0610    |ST-L    |2020AJ....160...83S
1597|HD 101820                                                                                                |Star                                  |11 43 01.5545575032 -21 47 23.128073340|282.5512998405997 +38.3594473361676| 14.817 -22.681   |10.00    |G8/K0V              |    ~     ~    |    1|   87.483   pc  |  -0.4754     +0.4754    |ST-L    |2020AJ....160...83S
1598|HD 101876                                                                                                |Star                                  |11 43 21.9815294256 -21 20 06.730545012|282.4524971212709 +38.8143333670422|    4.163 1.478   |9.77     |K0III               |    ~     ~    |    1|  622.549   pc  |  -6.0073     +6.0073    |paral   |2020yCat.1350....0G
1599|HD 101936                                                                                                |High Proper Motion Star               |11 43 47.0361669264 -21 02 17.918022516|282.4429487493044 +39.1266867419257|-118.404 21.493   |7.31     |F2V                 |    ~     ~    |    1|   98.078   pc  |  -0.2616     +0.2616    |paral   |2020yCat.1350....0G
1600|HD 101448                                                                                                |High Proper Motion Star               |11 40 15.9520580928 -22 06 07.132842180|281.9207028734467 +37.8486883746903| -52.522 -4.073   |9.36     |K2III               |    ~     ~    |    1|  457.143   pc  |  -4.3468     +4.3468    |paral   |2020yCat.1350....0G
1601|HD 101625                                                                                                |Star                                  |11 41 28.8970469904 -22 15 10.235493936|282.3208267887108 +37.8029996610649|   -4.595 2.318   |10.522   |G2/3V               |    ~     ~    |    1|  234.027   pc  |  -4.1170     +4.1170    |ST-L    |2020AJ....160...83S
1602|HD 101733                                                                                                |Star                                  |11 42 19.1313023280 -21 51 09.984909384|282.3812056135707 +38.2450716252416| -11.767 -0.130   |9.76     |F3/5V               |    ~     ~    |    1|  165.177   pc  |  -0.4665     +0.4665    |paral   |2020yCat.1350....0G
1603|HD 101477                                                                                                |Spectroscopic Binary                  |11 40 31.5066668568 -22 20 05.952961212|282.0931505491730 +37.6504480152113|-73.159 -54.363   |9.26     |F0V                 |    ~     ~    |    1|  162.261   pc  |  -5.4948     +5.4948    |paral   |2020yCat.1350....0G
1604|BD-19 3331                                                                                               |Star                                  |11 43 46.8710818368 -19 57 39.412565856|281.9717889190496 +40.1411107967152|  -31.434 9.304   |10.940   |~                   |    ~     ~    |    1|  207.303   pc  | -10.7600    +10.7600    |ST-L    |2020AJ....160...83S
1605|BD-20 3484                                                                                               |Star                                  |11 41 06.7924738440 -21 10 06.828021948|281.7462551774934 +38.7927813761690| -16.787 13.013   |10.300   |~                   |    ~     ~    |    1|  306.323   pc  |  -6.5860     +6.5860    |ST-L    |2020AJ....160...83S
1606|BD-20 3486                                                                                               |Spectroscopic Binary                  |11 41 33.5312520600 -21 07 13.807798140|281.8502792263160 +38.8736584239492|  -5.272 18.122   |10.373   |~                   |    ~     ~    |    1|  230.206   pc  |  -3.3500     +3.3500    |ST-L    |2020AJ....160...83S
1607|BD-21 3366                                                                                               |High Proper Motion Star               |11 42 43.1683182696 -22 07 17.688008460|282.6069829941147 +38.0229370051147|-53.276 -19.283   |10.71    |~                   |    ~     ~    |    1|  139.332   pc  |  -0.3727     +0.3727    |paral   |2020yCat.1350....0G
1608|BD-20 3490                                                                                               |Star                                  |11 43 30.8861801688 -20 50 20.507260380|282.2804078103861 +39.2934239143338|   -6.845 3.972   |10.306   |~                   |    ~     ~    |    1|  406.934   pc  | -13.0100    +13.0100    |ST-L    |2020AJ....160...83S
1609|BD-20 3491                                                                                               |High Proper Motion Star               |11 43 33.2714142072 -21 00 44.158820508|282.3666818047940 +39.1333337748370| -121.608 1.336   |10.46    |~                   |    ~     ~    |    1|  129.572   pc  |  -3.1127     +3.1127    |paral   |2020yCat.1350....0G
1610|BD-19 3322                                                                                               |Star                                  |11 40 42.5176902864 -20 39 01.050162444|281.4007351339901 +39.2460701488245| -10.436 -3.350   |10.19    |~                   |    ~     ~    |    1| 1621.008   pc  | -52.0278    +52.0278    |paral   |2020yCat.1350....0G
1611|BD-21 3363                                                                                               |Star                                  |11 42 25.6259122968 -21 53 29.661176976|282.4279234707739 +38.2169774188676| -4.427 -11.155   |10.05    |~                   |    ~     ~    |    1| 1029.480   pc  | -61.0700    +61.0700    |ST-L    |2020AJ....160...83S
1612|CPD-20 5269                                                                                              |High Proper Motion Star               |11 43 25.3878580776 -21 32 13.950358800|282.5548652572355 +38.6283172951520| -21.425 46.592   |10.386   |~                   |    ~     ~    |    1|  242.044   pc  |  -3.4330     +3.4330    |ST-L    |2020AJ....160...83S
1613|BD-20 3489                                                                                               |Spectroscopic Binary                  |11 43 29.4156124560 -21 33 10.545193008|282.5804053055430 +38.6186911412929|-33.996 -41.703   |10.928   |~                   |    ~     ~    |    1|  199.575   pc  |  -3.4120     +3.4120    |ST-L    |2020AJ....160...83S
1614|BD-19 3330                                                                                               |High Proper Motion Star               |11 43 36.4014606576 -20 25 06.143127744|282.1231598500461 +39.6967726447726| -90.861 58.905   |10.302   |~                   |    ~     ~    |    1|  193.850   pc  |  -2.0960     +2.0960    |ST-L    |2020AJ....160...83S
1615|BD-20 3496                                                                                               |Star                                  |11 44 52.3325070408 -21 34 25.880172240|282.9777185517786 +38.7048697811498|   -0.934 1.886   |10.055   |~                   |    ~     ~    |    1|  437.429   pc  | -11.7000    +11.7000    |ST-L    |2020AJ....160...83S
1616|BD-20 3468                                                                                               |Star                                  |11 38 25.3911088992 -21 06 57.129173892|280.9698702628846 +38.6220464458942|  -15.974 6.789   |10.418   |~                   |    ~     ~    |    1| 1698.440   pc  |-164.6000   +164.6000    |ST-L    |2020AJ....160...83S
1617|TYC 6089-1694-1                                                                                          |Star                                  |11 42 04.5936934584 -19 41 54.957847092|281.3609739658457 +40.2499737396874|   1.850 -2.890   |10.942   |~                   |    ~     ~    |    1| 1018.470   pc  | -47.7100    +47.7100    |ST-L    |2020AJ....160...83S
1618|TYC 6092-270-1                                                                                           |Star                                  |11 41 50.5881957312 -20 20 46.498220412|281.5865914690648 +39.6234506632707|-26.871 -20.932   |10.892   |~                   |    ~     ~    |    1|  288.179   pc  |  -4.5640     +4.5640    |ST-L    |2020AJ....160...83S
1619|TYC 6092-336-1                                                                                           |Star                                  |11 42 39.5136508440 -20 23 14.656381440|281.8380086173675 +39.6504687058624|   -7.612 6.013   |10.991   |~                   |    ~     ~    |    1|  532.778   pc  | -25.4800    +25.4800    |ST-L    |2020AJ....160...83S
1620|TYC 6092-355-1                                                                                           |Star                                  |11 39 58.5883730256 -21 15 03.957315984|281.4645870409074 +38.6233967000958|  -30.125 0.245   |10.75    |~                   |    ~     ~    |    1|  338.501   pc  |  -2.5781     +2.5781    |paral   |2020yCat.1350....0G
1621|TYC 6092-682-1                                                                                           |Spectroscopic Binary                  |11 40 42.9951601056 -21 05 10.998654972|281.5983951236687 +38.8378839777484| -33.937 -2.100   |10.641   |~                   |    ~     ~    |    1|  287.490   pc  |  -5.1670     +5.1670    |ST-L    |2020AJ....160...83S
1622|TYC 6092-834-1                                                                                           |Star                                  |11 39 24.4729518912 -20 38 24.382164732|281.0285654687374 +39.1485135842985| -19.049 -4.551   |10.597   |~                   |    ~     ~    |    1|  380.280   pc  |  -8.8470     +8.8470    |ST-L    |2020AJ....160...83S
1623|TYC 6092-992-1                                                                                           |Star                                  |11 42 53.7288005376 -20 42 48.754941120|282.0495005217832 +39.3626916018975| -19.849 13.177   |10.914   |~                   |    ~     ~    |    1|  975.364   pc  | -46.0400    +46.0400    |ST-L    |2020AJ....160...83S
1624|TYC 6092-1760-1                                                                                          |Double or Multiple Star               |11 43 38.022072 -21 50 36.58704        |282.743744931 +38.355645553        |     -11.4 10.6   |10.839   |~                   |    ~     ~    |    1|  309.000   pc  | -25.2000    +25.2000    |ST-L    |2020AJ....160...83S
1625|TYC 6092-1944-1                                                                                          |Star                                  |11 40 36.8396480616 -22 23 35.434244040|282.1426568102571 +37.6027940443154|  -13.023 1.531   |10.783   |~                   |    ~     ~    |    1|  941.619   pc  | -41.5100    +41.5100    |ST-L    |2020AJ....160...83S
1626|TYC 6099-353-1                                                                                           |Star                                  |11 44 05.5160664432 -21 02 33.308057472|282.5321471677914 +39.1465927760906|   -5.822 4.535   |10.512   |~                   |    ~     ~    |    1| 1377.060   pc  |-113.7000   +113.7000    |ST-L    |2020AJ....160...83S
1627|HD 101246                                                                                                |Star                                  |11 38 51.4917491856 -22 27 55.534913028|281.6941265460437 +37.3948993418048|  -5.262 -3.799   |10.430   |F5/7V               |    ~     ~    |    1|  532.130   pc  | -15.6100    +15.6100    |ST-L    |2020AJ....160...83S
1628|HD 101322                                                                                                |Star                                  |11 39 29.8571177088 -22 35 46.982374764|281.9255401515895 +37.3233568005349|  -1.809 -1.777   |9.51     |G8IV                |    ~     ~    |    1|  771.808   pc  | -33.8900    +33.8900    |ST-L    |2020AJ....160...83S
1629|HD 101046                                                                                                |Star                                  |11 37 40.6454420328 -23 40 14.947167324|281.9012575479256 +36.1704773866386|  -14.226 2.837   |9.423    |K5/M0(III)          |    ~     ~    |    1|  881.594   pc  | -51.3300    +51.3300    |ST-L    |2020AJ....160...83S
1630|HD 101183                                                                                                |Star                                  |11 38 25.6082501208 -23 40 39.576183168|282.1035944832557 +36.2236223188363|  -6.857 -1.650   |9.984    |K(1)(III)           |    ~     ~    |    1|  659.803   pc  | -18.4800    +18.4800    |ST-L    |2020AJ....160...83S
1631|HD 101345                                                                                                |Star                                  |11 39 33.5992307352 -22 59 41.364195288|282.1146922098471 +36.9542714750977| -42.852 -8.653   |10.09    |G5V                 |    ~     ~    |    1|  205.075   pc  |  -3.9750     +3.9750    |ST-L    |2020AJ....160...83S
1632|BD-21 3350                                                                                               |High Proper Motion Star               |11 39 37.7642872488 -22 43 45.120091296|282.0189734898655 +37.2091838872567|-52.395 -16.329   |10.024   |K                   |    ~     ~    |    1|  499.678   pc  | -15.3400    +15.3400    |ST-L    |2020AJ....160...83S
1633|HD 101214                                                                                                |Star                                  |11 38 38.6610734280 -23 50 33.759335724|282.2319345969717 +36.0858494646518| 10.850 -15.133   |9.52     |G6V                 |    ~     ~    |    1|  222.673   pc  |  -0.9817     +0.9817    |paral   |2020yCat.1350....0G
1634|HD 101353                                                                                                |Star                                  |11 39 42.7178047920 -24 09 42.572273616|282.6496516636032 +35.8690187558485|-33.360 -33.776   |10.139   |F7/8V               |    ~     ~    |    1|  157.784   pc  |  -2.0930     +2.0930    |ST-L    |2020AJ....160...83S
1635|HD 101273                                                                                                |Star                                  |11 39 03.4515693384 -24 18 20.510629632|282.5368210559831 +35.6830681442398|  -9.758 -7.525   |8.24     |K2/3III             |    ~     ~    |    1|  405.992   pc  |  -3.8076     +3.8076    |paral   |2020yCat.1350....0G
1636|HD 101115                                                                                                |Star                                  |11 38 03.8986483968 -24 47 44.763472140|282.4818271416755 +35.1453861773989| -21.919 12.635   |9.38     |F0V                 |    ~     ~    |    1|  182.360   pc  |  -1.9060     +1.9060    |ST-L    |2020AJ....160...83S
1637|HD 101259                                                                                                |High Proper Motion Star               |11 39 00.4423127832 -24 43 15.940160256|282.6968900251260 +35.2884833617127|31.385 -240.685   |6.42     |G6/8V               |    ~     ~    |    1|   67.614   pc  |  -0.2739     +0.2739    |ST-L    |2020AJ....160...83S
1638|HD 101307                                                                                                |Star                                  |11 39 22.2969733008 -24 53 47.133897396|282.8646142079058 +35.1513754405122|  -9.300 -0.397   |7.61     |K0III               |    ~     ~    |    1|  266.227   pc  |  -1.3537     +1.3537    |paral   |2020yCat.1350....0G
1639|BD-22 3184                                                                                               |Star                                  |11 38 21.6367742880 -23 16 38.306589312|281.9135272674678 +36.5939114576993|  -9.524 -9.168   |10.66    |~                   |    ~     ~    |    1|  230.190   pc  |  -3.2640     +3.2640    |ST-L    |2020AJ....160...83S
1640|BD-22 3187                                                                                               |High Proper Motion Star               |11 38 33.9952675512 -23 11 51.250068780|281.9343213256032 +36.6851177199304|  -68.842 4.906   |10.60    |~                   |    ~     ~    |    1|  221.426   pc  |  -3.0330     +3.0330    |ST-L    |2020AJ....160...83S
1641|HD 101660                                                                                                |Star                                  |11 41 49.2544253448 -22 39 09.971595720|282.5841534263221 +37.4528669657120|    0.925 3.501   |8.25     |M0/1III             |    ~     ~    |    1|  444.998   pc  |  -4.9902     +4.9902    |paral   |2020yCat.1350....0G
1642|HD 101734                                                                                                |Star                                  |11 42 17.2317518664 -22 38 21.775240212|282.7062767470370 +37.5014556222418|   0.608 -7.219   |9.67     |A9V                 |    ~     ~    |    1|  383.380   pc  | -11.8600    +11.8600    |ST-L    |2020AJ....160...83S
1643|HD 101757                                                                                                |Star                                  |11 42 29.6248111992 -22 32 01.572493164|282.7186003259919 +37.6169179099356|-23.407 -36.036   |9.34     |G0V                 |    ~     ~    |    1|   97.639   pc  |  -0.5766     +0.5766    |ST-L    |2020AJ....160...83S
1644|HD 101986                                                                                                |Star                                  |11 44 03.7839666408 -22 32 37.230446508|283.1549655473599 +37.7269615023956| 22.470 -18.557   |8.82     |G8III/IV            |    ~     ~    |    1|  495.099   pc  |  -4.5103     +4.5103    |paral   |2020yCat.1350....0G
1645|HD 101519                                                                                                |Double or Multiple Star               |11 40 48.2667555336 -23 03 05.648664096|282.4758595174832 +36.9985098219197| -35.559 12.480   |9.80     |F3/5(V)             |    ~     ~    |    1|  212.714   pc  | -13.3800    +13.3800    |ST-L    |2020AJ....160...83S
1646|HD 101520                                                                                                |Star                                  |11 40 50.2325245272 -23 04 54.205518324|282.4974946306959 +36.9726751194557| -19.966 15.919   |9.29     |F3IV/V              |    ~     ~    |    1|  221.356   pc  |  -2.8790     +2.8790    |ST-L    |2020AJ....160...83S
1647|HD 101610                                                                                                |Double or Multiple Star               |11 41 26.0501528280 -23 25 20.173323792|282.8017405515543 +36.6979422935480|  -7.098 -5.614   |8.99     |F3V                 |    ~     ~    |    1|  147.476   pc  |  -5.1090     +5.1090    |ST-L    |2020AJ....160...83S
1648|CSI-22-11392                                                                                             |Star                                  |11 41 42.0 -23 11 00                   |282.7740 +36.9436                  |            ~ ~   |9.2      |K7V                 |    ~     ~    |    0|                |                         |        |                   
1649|HD 101650                                                                                                |High Proper Motion Star               |11 41 40.2284541072 -23 11 56.790284352|282.7725913480626 +36.9264157890828|-170.965 -36.552  |10.51    |K3/5(V)             |    ~     ~    |    1|   42.074   pc  |  -0.1095     +0.1095    |ST-L    |2020AJ....160...83S
1650|HD 101649                                                                                                |Star                                  |11 41 40.7370763968 -22 45 29.261277180|282.5898140032330 +37.3426310686182|  -7.787 -1.908   |10.06    |F3V                 |    ~     ~    |    1|  478.319   pc  |-107.9000   +107.9000    |ST-L    |2020AJ....160...83S
1651|HD 101661                                                                                                |Star                                  |11 41 44.2547366352 -22 42 27.457499664|282.5845201037312 +37.3947405631464| -15.039 -6.995   |9.59     |K0III               |    ~     ~    |    1|  575.573   pc  |  -6.8907     +6.8907    |paral   |2020yCat.1350....0G
1652|HD 101662                                                                                                |Spectroscopic Binary                  |11 41 47.1568620576 -23 06 13.155548112|282.7640473756360 +37.0252563433056|-141.109 -23.336  |10.31    |F8/G0V              |    ~     ~    |    1|  208.344   pc  |  -3.8220     +3.8220    |ST-L    |2020AJ....160...83S
1653|HD 101663                                                                                                |Star                                  |11 41 50.1887532552 -23 14 54.692250324|282.8381583597543 +36.8925325540356|    5.536 1.023   |9.50     |K0III               |    ~     ~    |    1|  476.349   pc  |  -3.6078     +3.6078    |paral   |2020yCat.1350....0G
1654|HD 101735                                                                                                |Star                                  |11 42 19.6624403592 -23 23 24.683273268|283.0297865622204 +36.7962535741691| -28.075 -2.501   |10.015   |F6V                 |    ~     ~    |    1|  154.094   pc  |  -1.9600     +1.9600    |ST-L    |2020AJ....160...83S
1655|HD 101745                                                                                                |High Proper Motion Star               |11 42 21.9489318288 -23 35 06.739760544|283.1202540576460 +36.6150162239602| -53.254 -7.076   |10.528   |G5/6V               |    ~     ~    |    1|  225.260   pc  |  -2.9310     +2.9310    |ST-L    |2020AJ....160...83S
1656|BD-21 3367                                                                                               |Star                                  |11 42 43.3055323128 -22 47 24.800472420|282.8884402278993 +37.3924599762797| -32.643 -9.442   |10.421   |G5                  |    ~     ~    |    1|  152.841   pc  |  -1.6870     +1.6870    |ST-L    |2020AJ....160...83S
