C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:23:08

dec >=0&rah >=14.75&rah< 15.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2507

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
1044|HD 130638                                                                                                |Star                               |14 48 24.2067934200 +32 06 45.854688420|051.1403190302502 +64.1788660322421|  -9.983 19.231   |8.76     |F2             |    ~     ~    |    1|  125.444   pc  |  -0.2880     +0.2880  |paral   |2020yCat.1350....0G
1045|BD+34 2560                                                                                               |High Proper Motion Star            |14 45 36.6797539704 +33 26 08.167278372|054.3126027034594 +64.6455473185065|-57.959 -32.558   |10.52    |~              |    ~     ~    |    1|  166.409   pc  |  -0.4735     +0.4735  |paral   |2020yCat.1350....0G
1046|BD+32 2514                                                                                               |Double or Multiple Star            |14 46 15.7628138832 +31 45 44.983876320|050.3912519541086 +64.6524800796547|  -25.947 0.864   |8.98     |G5             |0.0033  0.0    |    1|  645.120   pc  |  -9.6970     +9.6970  |paral   |2020yCat.1350....0G
1047|TYC 2554-447-1                                                                                           |Star                               |14 46 06.6174092712 +31 35 46.249978884|050.0068771314404 +64.6934096585630|   4.253 -6.042   |10.51    |~              |    ~     ~    |    1|  582.038   pc  |  -5.4542     +5.4542  |paral   |2020yCat.1350....0G
1048|LSPM J1448+3205                                                                                          |High Proper Motion Star            |14 48 25.4667311976 +32 05 15.966622680|051.0824832147241 +64.1759398504640|-150.264 -36.974  |10.99    |~              |    ~     ~    |    1|  127.473   pc  |  -0.2892     +0.2892  |paral   |2020yCat.1350....0G
1049|TYC 2555-988-1                                                                                           |High Proper Motion Star            |14 48 35.4924551136 +32 26 42.841151700|051.8950553864568 +64.1169989244559|-49.034 -43.325   |9.59     |~              |    ~     ~    |    1|  176.106   pc  |  -0.4497     +0.4497  |paral   |2020yCat.1350....0G
1050|BD+34 2567                                                                                               |Double or Multiple Star            |14 47 37.7298094512 +33 53 56.484296484|055.2585215146066 +64.1722151735796| -14.764 16.902   |10.62    |~              |    ~     ~    |    1|  312.003   pc  |  -1.3239     +1.3239  |paral   |2020yCat.1350....0G
1051|TYC 2557-255-1                                                                                           |Star                               |14 46 23.8091985168 +33 19 27.339061476|054.0114391548816 +64.4953390779823| -3.498 -35.174   |10.79    |~              |    ~     ~    |    1|  294.490   pc  |  -2.2201     +2.2201  |paral   |2020yCat.1350....0G
1052|TYC 2557-274-1                                                                                           |High Proper Motion Star            |14 47 40.9454464776 +33 51 03.043007748|055.1456069605785 +64.1672678201724|-50.120 -10.639   |10.51    |~              |    ~     ~    |    1|  229.991   pc  |  -1.1002     +1.1002  |paral   |2020yCat.1350....0G
1053|GSC 02557-00707                                                                                          |Double or Multiple Star            |14 47 37.6952540136 +33 23 24.475230348|054.0973981940695 +64.2325128069213| -0.104 -27.293   |10.853   |~              |    ~     ~    |    1|  267.974   pc  |  -3.3751     +3.3751  |paral   |2020yCat.1350....0G
1054|TYC 2557-983-1                                                                                           |Star                               |14 46 22.5353904240 +33 56 36.985555608|055.4385103271629 +64.4241822622119|  -35.382 8.969   |9.91     |~              |    ~     ~    |    1|  160.341   pc  |  -0.3368     +0.3368  |paral   |2020yCat.1350....0G
1055|TYC 2557-1316-1                                                                                          |Star                               |14 46 40.4885773224 +32 44 42.365792256|052.6595747207682 +64.4952027096770|   0.712 13.435   |10.80    |~              |    ~     ~    |    1|  254.965   pc  |  -0.9556     +0.9556  |paral   |2020yCat.1350....0G
1056|TYC 2558-173-1                                                                                           |Star                               |14 48 01.7554917360 +33 09 13.157734500|053.5368687752970 +64.1738235271855|   5.149 18.017   |10.82    |~              |    ~     ~    |    1|  395.930   pc  |  -3.0098     +3.0098  |paral   |2020yCat.1350....0G
1057|HD 130023                                                                                                |Star                               |14 45 04.7846630832 +30 32 03.523111188|047.5277106759604 +64.9460319020235|    4.904 4.214   |9.26     |A2             |    ~     ~    |    1|  313.617   pc  |  -1.8393     +1.8393  |paral   |2020yCat.1350....0G
1058|BD+31 2653                                                                                               |High Proper Motion Star            |14 45 30.0557028864 +30 46 48.322239672|048.1036363263834 +64.8515840942983| -48.889 27.600   |9.96     |G5             |    ~     ~    |    1|  135.969   pc  |  -1.0057     +1.0057  |paral   |2020yCat.1350....0G
1059|HD 130305                                                                                                |Star                               |14 46 32.8712314056 +30 38 15.514227780|047.7614282742953 +64.6288610495608|  4.419 -18.649   |9.22     |K              |    ~     ~    |    1|  504.007   pc  |  -3.3531     +3.3531  |paral   |2020yCat.1350....0G
1060|BD+31 2657                                                                                               |Star                               |14 46 32.3344314120 +31 09 24.034606668|048.9723871349077 +64.6195230993760|    5.909 4.406   |9.87     |K0             |    ~     ~    |    1|  709.622   pc  |  -6.2946     +6.2946  |paral   |2020yCat.1350....0G
1061|HD 130354                                                                                                |Star                               |14 46 47.5804688712 +30 46 46.936330896|048.0908326312964 +64.5741186986823|  -46.268 5.347   |9.26     |G0             |    ~     ~    |    1|  183.066   pc  |  -0.5932     +0.5932  |paral   |2020yCat.1350....0G
1062|BD+30 2569                                                                                               |High Proper Motion Star            |14 46 14.4055013352 +30 20 53.314162656|047.0860540380585 +64.6972279106297|-89.692 -39.176   |10.05    |G0             |    ~     ~    |    1|  154.902   pc  |  -0.4271     +0.4271  |paral   |2020yCat.1350....0G
1063|HD 130237                                                                                                |Star                               |14 46 13.8801842544 +29 31 22.453780872|045.1555746848820 +64.6883442707791| -18.989 -0.894   |9.64     |F              |    ~     ~    |    1|  268.341   pc  |  -1.4473     +1.4473  |paral   |2020yCat.1350....0G
1064|HD 130066                                                                                                |Star                               |14 45 23.1519268613 +29 10 53.854604843|044.3406310509299 +64.8609390779974|   7.401 -3.560   |9.687    |G5             |    ~     ~    |    1|  234.489   pc  |  -5.9768     +5.9768  |paral   |2020yCat.1350....0G
1065|TYC 2022-523-1                                                                                           |Star                               |14 45 38.9925298296 +29 45 34.617084264|045.7035230619166 +64.8201760341015|  13.253 15.455   |10.73    |~              |    ~     ~    |    1|  199.876   pc  |  -0.8949     +0.8949  |paral   |2020yCat.1350....0G
1066|TYC 2554-1203-1                                                                                          |Star                               |14 46 25.8848980512 +30 39 11.730793896|047.7986205542104 +64.6537072515528|  -9.663 -4.173   |10.17    |~              |    ~     ~    |    1|  225.566   pc  |  -0.7428     +0.7428  |paral   |2020yCat.1350....0G
1067|BD+29 2577                                                                                               |High Proper Motion Star            |14 46 32.9763063744 +28 53 48.467139504|043.7013296823087 +64.5938496779733|-63.012 -60.682   |10.81    |K2             |    ~     ~    |    1|  117.804   pc  |  -0.2581     +0.2581  |paral   |2020yCat.1350....0G
1068|BD+28 2367                                                                                               |High Proper Motion Star            |14 47 18.9237185760 +28 04 07.091904900|041.8096397078646 +64.3699953307812| 21.378 -51.515   |9.70     |F5             |    ~     ~    |    1|  228.587   pc  |  -0.8465     +0.8465  |paral   |2020yCat.1350....0G
1069|V* HO Boo                                                                                                |BY Dra Variable                    |14 46 03.0717865416 +27 30 44.450918676|040.4637552385098 +64.5969707897677| 17.311 -40.992   |7.96     |K2V            |    ~     ~    |    1|   26.484   pc  |  -0.0142     +0.0142  |paral   |2020yCat.1350....0G
1070|BD+28 2369                                                                                               |Star                               |14 47 51.1445193504 +27 37 00.388895880|040.7974940099514 +64.2103589160768| -5.730 -19.658   |10.76    |K2             |    ~     ~    |    1|  801.989   pc  | -10.1623    +10.1623  |paral   |2020yCat.1350....0G
1071|HD 130537                                                                                                |Star                               |14 47 56.7839119344 +27 32 45.998308104|040.6408466088447 +64.1824705701707| -14.709 -8.862   |9.08     |F2             |    ~     ~    |    1|  241.493   pc  |  -0.9856     +0.9856  |paral   |2020yCat.1350....0G
1072|BD+27 2421                                                                                               |High Proper Motion Star            |14 47 27.7376793744 +27 03 52.866762120|039.5137192367120 +64.2358665733637| -61.797 -7.649   |9.53     |G5             |    ~     ~    |    1|   61.195   pc  |  -0.0547     +0.0547  |paral   |2020yCat.1350....0G
1073|TYC 2019-278-1                                                                                           |Star                               |14 47 25.4655276504 +26 38 32.679203460|038.5483983917963 +64.1906580247025|   6.872 -3.278   |10.80    |~              |    ~     ~    |    1| 1824.152   pc  |-127.1116   +127.1116  |paral   |2020yCat.1350....0G
1074|TYC 2019-195-1                                                                                           |Star                               |14 45 48.5431835064 +27 11 15.850454856|039.6977004549922 +64.6155323708770|  0.808 -32.421   |9.99     |~              |    ~     ~    |    1|  176.454   pc  |  -0.4141     +0.4141  |paral   |2020yCat.1350....0G
1075|TYC 2019-298-1                                                                                           |High Proper Motion Star            |14 47 10.5161957784 +27 16 57.873392328|039.9958666162301 +64.3244319410527| -90.185 66.498   |9.99     |~              |    ~     ~    |    1|  151.213   pc  |  -0.3247     +0.3247  |paral   |2020yCat.1350....0G
1076|TYC 2019-489-1                                                                                           |Star                               |14 47 32.6569475592 +27 18 46.831097088|040.0861575171421 +64.2463175226296| -41.871 14.319   |10.23    |~              |    ~     ~    |    1|  488.687   pc  |  -3.6061     +3.6061  |paral   |2020yCat.1350....0G
1077|TYC 2022-464-1                                                                                           |Star                               |14 47 30.6317180856 +28 51 42.059270016|043.6459614754591 +64.3819210254987|  11.890 -3.958   |10.58    |~              |    ~     ~    |    1|  238.567   pc  |  -1.0871     +1.0871  |paral   |2020yCat.1350....0G
1078|TYC 2022-772-1                                                                                           |Star                               |14 45 01.2735652920 +28 53 25.426287960|043.6465658649915 +64.9276259866759|   4.166 -9.592   |10.75    |~              |    ~     ~    |    1|  437.082   pc  |  -2.6937     +2.6937  |paral   |2020yCat.1350....0G
1079|TYC 2022-994-1                                                                                           |High Proper Motion Star            |14 47 40.5950647512 +27 53 15.432582048|041.4094106017976 +64.2748579486580|-61.205 -10.766   |10.72    |~              |    ~     ~    |    1|   97.032   pc  |  -0.1582     +0.1582  |paral   |2020yCat.1350....0G
1080|TYC 2022-1281-1                                                                                          |Star                               |14 47 36.0516400392 +28 14 43.705723344|042.2284370456391 +64.3214592086023|  15.570 -5.272   |10.91    |~              |    ~     ~    |    1|  334.180   pc  |  -1.8538     +1.8538  |paral   |2020yCat.1350....0G
1081|HD 130269                                                                                                |Star                               |14 46 27.2989701768 +25 56 54.606385932|036.8952927988765 +64.3040831020239| 14.147 -19.702   |8.10     |K5             |    ~     ~    |    1|  435.787   pc  |  -4.2160     +4.2160  |paral   |2020yCat.1350....0G
1082|BD+26 2599                                                                                               |Star                               |14 46 50.0944789152 +26 20 27.670489836|037.8194853848500 +64.2792348593567| 16.627 -15.053   |10.85    |F8             |    ~     ~    |    1|  284.868   pc  |  -1.5743     +1.5743  |paral   |2020yCat.1350....0G
1083|BD+26 2602                                                                                               |Star                               |14 47 47.4171889176 +26 11 55.617358164|037.5691440642040 +64.0464264152229| -19.357 40.823   |10.48    |F5             |    ~     ~    |    1|  213.602   pc  |  -0.7346     +0.7346  |paral   |2020yCat.1350....0G
1084|BD+26 2605                                                                                               |Star                               |14 48 08.1089726280 +25 58 18.209021448|037.0848274126480 +63.9348657740002| -40.539 26.916   |10.88    |G5             |    ~     ~    |    1|  167.782   pc  |  -0.4166     +0.4166  |paral   |2020yCat.1350....0G
1085|BD+26 2597                                                                                               |Star                               |14 45 32.4484229160 +25 25 35.112558180|035.6260523260276 +64.4198386852132|  -27.320 3.856   |10.63    |G0             |    ~     ~    |    1|  231.230   pc  |  -0.8074     +0.8074  |paral   |2020yCat.1350....0G
1086|HD 130500                                                                                                |Star                               |14 47 50.1787249584 +25 28 17.419907928|035.9371392511144 +63.9176595441442|  -9.300 -7.468   |8.28     |G8II-III       |    ~     ~    |    1|  393.840   pc  |  -2.9626     +2.9626  |paral   |2020yCat.1350....0G
1087|BD+25 2829                                                                                               |High Proper Motion Star            |14 45 05.2649848224 +24 42 24.702449544|033.9456709480841 +64.3847280393914| -62.323 -5.281   |8.25     |K0             |    ~     ~    |    1|  221.371   pc  |  -1.2055     +1.2055  |paral   |2020yCat.1350....0G
1088|BD+25 2831                                                                                               |Star                               |14 46 43.7387690782 +24 34 56.117010397|033.8399068705406 +63.9942339697508| -22.789 22.580   |9.36     |G5             |    ~     ~    |    1|  179.4688  pc  |  -1.5170     +1.5170  |paral   |2018yCat.1345....0G
1089|HD 130501                                                                                                |Star                               |14 47 57.0723372768 +24 26 01.678349256|033.6420599656092 +63.6913626305344|  1.504 -18.077   |8.64     |K2             |    ~     ~    |    1|  269.302   pc  |  -1.4287     +1.4287  |paral   |2020yCat.1350....0G
1090|BD+25 2837                                                                                               |Star                               |14 48 31.3792819104 +24 35 58.461050256|034.0683284700454 +63.5986995086802|    3.485 4.019   |10.72    |G0             |    ~     ~    |    1|  550.812   pc  |  -4.3385     +4.3385  |paral   |2020yCat.1350....0G
1091|HD 130446                                                                                                |Double or Multiple Star            |14 47 39.2287677552 +24 05 51.196810308|032.8683709466098 +63.6846440605834| -37.128 26.618   |7.47     |K0             |    ~     ~    |    1|  329.837   pc  |  -2.1541     +2.1541  |paral   |2020yCat.1350....0G
1092|BD+24 2777                                                                                               |Star                               |14 47 58.3580465328 +24 09 52.406567892|033.0518934219446 +63.6285341465567|  3.002 -13.363   |10.13    |K2             |    ~     ~    |    1|  773.036   pc  |  -8.6052     +8.6052  |paral   |2020yCat.1350....0G
1093|HD 130603                                                                                                |Double or Multiple Star            |14 48 23.34425 +24 22 00.7479          |033.54243824 +63.57973968          |  -101.63 56.68   |6.51     |F4V            |    ~     ~    |    0|                |                       |        |                   
1094|V* EM Boo                                                                                                |Eclipsing Binary                   |14 48 32.2217330400 +24 45 03.754193940|034.4034981673328 +63.6263331085927|  13.425 -0.686   |9.06     |G5(N)          |0.0083  0.0    |    1|  251.896   pc  | -11.4974    +11.4974  |paral   |2020yCat.1350....0G
1095|TYC 2016-25-1                                                                                            |Star                               |14 46 54.5921578584 +24 46 54.618963456|034.3046475684476 +63.9944127528484| 17.739 -17.581   |9.37     |~              |    ~     ~    |    1|  444.227   pc  |  -2.7233     +2.7233  |paral   |2020yCat.1350....0G
1096|TYC 2016-55-1                                                                                            |Star                               |14 45 02.6628925248 +24 58 48.576351936|034.5617335927310 +64.4481000785905| -7.872 -17.537   |10.51    |~              |    ~     ~    |    1|  870.246   pc  | -11.3599    +11.3599  |paral   |2020yCat.1350....0G
1097|TYC 2016-417-1                                                                                           |Star                               |14 46 56.7601363176 +24 58 11.319083220|034.7289347006932 +64.0231952786422|-17.060 -45.879   |10.43    |~              |    ~     ~    |    1|  229.611   pc  |  -0.8752     +0.8752  |paral   |2020yCat.1350....0G
1098|TYC 2016-519-1                                                                                           |High Proper Motion Star            |14 46 33.6375587568 +24 47 03.146804268|034.2739168300430 +64.0725680069755|-31.008 -45.388   |10.73    |~              |    ~     ~    |    1|  204.003   pc  |  -0.5244     +0.5244  |paral   |2020yCat.1350....0G
1099|TYC 2016-551-1                                                                                           |Star                               |14 45 37.1133637872 +24 19 31.574289072|033.1436770843179 +64.1872858264934| 16.717 -14.229   |10.92    |~              |    ~     ~    |    1|  410.105   pc  |  -3.7337     +3.7337  |paral   |2020yCat.1350....0G
1100|TYC 2016-997-1                                                                                           |High Proper Motion Star            |14 48 36.0886050816 +23 58 44.800139352|032.7181457741156 +63.4472158730342| 28.257 -44.971   |10.07    |~              |    ~     ~    |    1|  248.059   pc  |  -0.7384     +0.7384  |paral   |2020yCat.1350....0G
1101|TYC 2019-587-1                                                                                           |Star                               |14 46 28.7430851496 +26 24 07.210856340|037.9324013501621 +64.3668604831931|  10.395 -0.672   |10.41    |~              |    ~     ~    |    1|  186.376   pc  |  -6.4331     +6.4331  |paral   |2020yCat.1350....0G
1102|TYC 2019-703-1                                                                                           |Star                               |14 46 41.4004618872 +25 36 39.843487692|036.1491293395649 +64.1964705657566|  1.425 -18.189   |10.34    |~              |    ~     ~    |    1|  772.141   pc  |  -9.3604     +9.3604  |paral   |2020yCat.1350....0G
1103|TYC 2019-736-1                                                                                           |Star                               |14 47 58.2183147384 +25 50 29.829276132|036.7789302210816 +63.9505491719841|   -6.891 3.298   |10.93    |~              |    ~     ~    |    1|  605.070   pc  |  -4.6862     +4.6862  |paral   |2020yCat.1350....0G
1104|TYC 2019-794-1                                                                                           |Star                               |14 47 19.8038113992 +25 23 20.697571536|035.7062218480333 +64.0155697041696|  -3.333 -4.308   |10.58    |~              |    ~     ~    |    1| 1259.763   pc  | -23.3289    +23.3289  |paral   |2020yCat.1350....0G
1105|TYC 2019-1072-1                                                                                          |Star                               |14 46 56.9549791224 +25 49 07.047170040|036.6414425176686 +64.1734891573627|  -10.131 4.416   |10.71    |~              |    ~     ~    |    1|  461.318   pc  | -12.6838    +12.6838  |paral   |2020yCat.1350....0G
1106|BD+24 2768                                                                                               |Star                               |14 45 20.5013681616 +23 57 40.124708352|032.2959610897283 +64.1684141006657|-29.504 -18.181   |10.21    |K0             |    ~     ~    |    1|  300.969   pc  |  -4.3117     +4.3117  |paral   |2020yCat.1350....0G
1107|BD+24 2773                                                                                               |Star                               |14 46 57.7022525328 +23 57 27.505405404|032.4798659181089 +63.8071858321706| -32.900 -7.143   |10.08    |G0             |    ~     ~    |    1|  203.600   pc  |  -0.7503     +0.7503  |paral   |2020yCat.1350....0G
1108|BD+24 2770                                                                                               |Double or Multiple Star            |14 45 53.0453056680 +23 43 38.295861924|031.8410292284045 +63.9937048273856| -78.972 50.141   |9.11     |G0             |    ~     ~    |    1|  106.319   pc  |  -1.8877     +1.8877  |paral   |2020yCat.1350....0G
1109|BD+24 2771                                                                                               |Star                               |14 46 30.1330623240 +23 37 24.121541712|031.6875749577366 +63.8315965500159| -9.825 -30.307   |9.18     |F5             |    ~     ~    |    1|  190.425   pc  |  -0.6600     +0.6600  |paral   |2020yCat.1350....0G
1110|HD 130384                                                                                                |Star                               |14 47 18.8753012904 +23 46 43.008037212|032.1279639382008 +63.6874760679251| -45.964 -9.968   |8.53     |A2             |    ~     ~    |    1|  171.177   pc  |  -4.3542     +4.3542  |paral   |2020yCat.1350....0G
1111|HD 130525                                                                                                |Star                               |14 48 06.0318044448 +23 29 43.479974184|031.6061516613833 +63.4453058951885|  -9.752 -8.754   |8.21     |K0             |    ~     ~    |    1|  317.571   pc  |  -2.0069     +2.0069  |paral   |2020yCat.1350....0G
1112|HD 130526                                                                                                |Spectroscopic Binary               |14 48 08.7757349568 +22 57 22.384184508|030.4475353431329 +63.2997061144699| -31.266 29.526   |8.32     |K2             |    ~     ~    |    1|  432.302   pc  |  -9.2508     +9.2508  |paral   |2020yCat.1350....0G
1113|HD 130583                                                                                                |Star                               |14 48 25.4676230832 +22 23 55.338048492|029.2950342584514 +63.0880158402741| 11.671 -14.146   |7.67     |K5             |    ~     ~    |    1|  522.111   pc  |  -6.2698     +6.2698  |paral   |2020yCat.1350....0G
1114|BD+22 2745                                                                                               |Star                               |14 46 03.4087617072 +22 04 37.387481016|028.2626317477631 +63.5222387857960|-27.098 -33.321   |8.79     |K7V            |    ~     ~    |    1|  390.564   pc  |  -2.8678     +2.8678  |paral   |2020yCat.1350....0G
1115|BD+22 2749                                                                                               |Star                               |14 47 37.5355423656 +22 13 12.564636744|028.8007381556613 +63.2152287763646|   -5.970 9.963   |9.85     |K0             |    ~     ~    |    1|  697.399   pc  |  -7.9764     +7.9764  |paral   |2020yCat.1350....0G
1116|HD 130483                                                                                                |Star                               |14 47 59.5730113656 +21 42 24.431776236|027.7703442142716 +62.9839842306139| -33.157 -4.309   |8.10     |F0             |    ~     ~    |    1|  122.696   pc  |  -0.3944     +0.3944  |paral   |2020yCat.1350....0G
1117|NGC 5748                           NGC 5748                                                              |Seyfert 2 Galaxy                   |14 45 05.1082469616 +21 54 58.438770624|027.7685585429316 +63.6906313681397|    0.217 1.437   |     ~   |~              |0.567 0.363    |    0|                |                       |        |                   
1118|TYC 1484-326-1                                                                                           |High Proper Motion Star            |14 47 11.3499541008 +22 25 22.929015000|029.1709627627094 +63.3690472769242|-29.250 -64.146   |10.21    |~              |    ~     ~    |    1|  197.930   pc  |  -0.6621     +0.6621  |paral   |2020yCat.1350....0G
1119|TYC 1484-466-1                                                                                           |High Proper Motion Star            |14 46 00.0115707168 +22 04 03.449663148|028.2338696290482 +63.5320649475338|-34.520 -44.775   |10.85    |~              |    ~     ~    |    1|  166.845   pc  |  -0.4816     +0.4816  |paral   |2020yCat.1350....0G
1120|IRAS 14439+2356                                                                                          |Star                               |14 46 10.6922859864 +23 43 45.900386508|031.8817370705715 +63.9287725884736|  -14.884 2.268   |10.44    |~              |    ~     ~    |    1| 1932.741   pc  | -91.8930    +91.8930  |paral   |2020yCat.1350....0G
1121|TYC 2016-426-1                                                                                           |Star                               |14 46 35.8598929512 +23 29 36.315209472|031.4137613953315 +63.7791030940586|  -9.289 -7.612   |10.31    |~              |    ~     ~    |    1|  812.084   pc  | -11.2112    +11.2112  |paral   |2020yCat.1350....0G
1122|TYC 2016-737-1                                                                                           |Star                               |14 47 08.7893642808 +23 48 41.318935020|032.1799385691104 +63.7325172021997|  2.264 -16.950   |10.25    |~              |    ~     ~    |    1|  252.576   pc  |  -2.5582     +2.5582  |paral   |2020yCat.1350....0G
1123|TYC 2016-739-1                                                                                           |Star                               |14 48 30.4906810406 +23 22 31.877154261|031.3976286764867 +63.3253464356097|     -10.2 18.9   |10.44    |~              |    ~     ~    |    0|                |                       |        |                   
1124|TYC 2016-807-1                                                                                           |Star                               |14 46 07.9115194176 +22 53 46.434781212|030.0459174720326 +63.7317379960208|-10.768 -43.936   |10.19    |~              |    ~     ~    |    1|  204.952   pc  |  -1.9364     +1.9364  |paral   |2020yCat.1350....0G
1125|TYC 2016-1034-1                                                                                          |High Proper Motion Star            |14 45 14.6588791008 +23 43 57.712600776|031.7743417360725 +64.1372926182049|-104.475 63.899   |10.29    |~              |    ~     ~    |    1|  118.597   pc  |  -0.2321     +0.2321  |paral   |2020yCat.1350....0G
1126|TYC 2016-1056-1                                                                                          |Star                               |14 46 25.3291567272 +22 58 07.926505428|030.2436547136629 +63.6862142944163|-11.726 -12.331   |10.31    |~              |    ~     ~    |    1|  206.462   pc  |  -0.6863     +0.6863  |paral   |2020yCat.1350....0G
1127|TYC 2016-300-1                                                                                           |Star                               |14 47 10.7738382864 +22 41 13.185823488|029.7368023197772 +63.4433233313776|-20.848 -16.912   |10.96    |~              |    ~     ~    |    1|  199.485   pc  |  -0.6208     +0.6208  |paral   |2020yCat.1350....0G
1128|HD 130003                                                                                                |Star                               |14 45 16.4524280928 +21 05 09.798325152|026.0264579522439 +63.3927742233018|    3.404 5.504   |8.18     |K0             |    ~     ~    |    1|  701.311   pc  | -13.1813    +13.1813  |paral   |2020yCat.1350....0G
1129|HD 130123                                                                                                |Star                               |14 45 54.8857361904 +21 22 09.373374732|026.7311844469517 +63.3408732719289|   -6.691 0.048   |8.73     |K5             |    ~     ~    |    1|  660.939   pc  | -10.3094    +10.3094  |paral   |2020yCat.1350....0G
1130|HD 130190                                                                                                |Star                               |14 46 14.0982707352 +20 53 21.987651516|025.7745748814448 +63.1169134331011|-30.302 -18.134   |9.01     |F5             |    ~     ~    |    1|  191.983   pc  |  -0.5971     +0.5971  |paral   |2020yCat.1350....0G
1131|BD+21 2687                                                                                               |High Proper Motion Star            |14 47 31.9127625120 +20 40 46.611951564|025.5583171890402 +62.7616191031849|-44.350 -42.441   |8.86     |G5             |    ~     ~    |    1|  115.233   pc  |  -0.2284     +0.2284  |paral   |2020yCat.1350....0G
1132|BD+21 2688                                                                                               |High Proper Motion Star            |14 47 40.1404317648 +21 15 21.353268924|026.7759009243728 +62.9173577850143| -9.545 -83.587   |9.97     |K0             |    ~     ~    |    1|   76.941   pc  |  -1.6505     +1.6505  |paral   |2020yCat.1350....0G
1133|HD 130556                                                                                                |High Proper Motion Star            |14 48 20.7372071568 +21 19 06.974783724|027.0143747034488 +62.7872445688072|-57.379 -20.192   |7.89     |F0             |    ~     ~    |    1|   81.987   pc  |  -0.1660     +0.1660  |paral   |2020yCat.1350....0G
1134|BD+21 2691                                                                                               |High Proper Motion Star            |14 48 30.5216102496 +20 34 26.042505240|025.5068601736065 +62.5109189367300| -39.318 31.502   |9.29     |F5             |    ~     ~    |    1|  250.903   pc  |  -1.2465     +1.2465  |paral   |2020yCat.1350....0G
1135|BD+20 3019                                                                                               |Star                               |14 45 08.2083357720 +20 07 48.791096940|024.0025634300159 +63.1016500765895|   8.677 -4.690   |9.20     |G5             |    ~     ~    |    1|  521.839   pc  |  -3.4039     +3.4039  |paral   |2020yCat.1350....0G
1136|HD 130317                                                                                                |Star                               |14 46 59.6566808568 +19 47 58.028989848|023.6642034540639 +62.5762468332022| 29.626 -16.975   |7.38     |K0             |    ~     ~    |    1|  216.661   pc  |  -6.5907     +6.5907  |paral   |2020yCat.1350....0G
1137|TYC 1481-29-1                                                                                            |Star                               |14 46 04.3361327784 +19 35 26.241110556|023.0696685672097 +62.7029250812661| -44.284 14.047   |9.81     |~              |    ~     ~    |    1|  273.508   pc  | -10.2784    +10.2784  |paral   |2020yCat.1350....0G
1138|TYC 1481-205-1                                                                                           |Star                               |14 46 55.6452774528 +19 27 52.021120068|022.9753669506606 +62.4691879981351| -42.783 -9.844   |10.73    |~              |    ~     ~    |    1|  207.974   pc  |  -0.7353     +0.7353  |paral   |2020yCat.1350....0G
1139|TYC 1484-33-1                                                                                            |Star                               |14 46 04.1341250112 +20 31 08.125579884|024.9743691162254 +63.0304143617068|-15.282 -40.529   |10.65    |~              |    ~     ~    |    1|  174.213   pc  |  -0.5615     +0.5615  |paral   |2020yCat.1350....0G
1140|TYC 1484-78-1                                                                                            |Star                               |14 46 05.9524711128 +20 23 59.960038344|024.7332413513106 +62.9833194147056| 20.481 -17.577   |10.50    |~              |    ~     ~    |    1|  358.938   pc  |  -2.7313     +2.7313  |paral   |2020yCat.1350....0G
1141|TYC 1484-126-1                                                                                           |Star                               |14 47 12.1494361608 +20 21 07.669301832|024.8283128291992 +62.7239681298802|    2.629 4.461   |10.83    |~              |    ~     ~    |    1|  298.811   pc  |  -1.3393     +1.3393  |paral   |2020yCat.1350....0G
1142|TYC 1484-257-1                                                                                           |Star                               |14 47 28.0308072024 +21 32 18.863820852|027.3355181250859 +63.0495472536808| -18.638 11.151   |10.33    |~              |    ~     ~    |    1|  286.041   pc  |  -1.3991     +1.3991  |paral   |2020yCat.1350....0G
1143|TYC 1484-437-1                                                                                           |High Proper Motion Star            |14 46 45.2538221160 +21 29 42.468528876|027.1316958619062 +63.1940852778098|-111.973 17.538   |10.67    |~              |    ~     ~    |    1|  202.380   pc  |  -0.5324     +0.5324  |paral   |2020yCat.1350....0G
1144|TYC 1484-511-1                                                                                           |Star                               |14 47 13.3443614304 +20 55 32.388340332|026.0154716404978 +62.9106575889821|   9.242 -9.464   |10.95    |~              |    ~     ~    |    1|  918.358   pc  | -13.4098    +13.4098  |paral   |2020yCat.1350....0G
1145|TYC 1484-815-1                                                                                           |Star                               |14 46 44.0671637400 +20 54 11.939321880|025.8875069077450 +63.0111572819689| -26.580 -1.172   |10.51    |~              |    ~     ~    |    1|  413.394   pc  |  -2.3071     +2.3071  |paral   |2020yCat.1350....0G
1146|TYC 1484-909-1                                                                                           |High Proper Motion Star            |14 46 41.9171996760 +21 33 37.542804372|027.2608211388319 +63.2263963730173| -3.401 -69.285   |10.19    |~              |    ~     ~    |    1|  150.002   pc  |  -0.3803     +0.3803  |paral   |2020yCat.1350....0G
