C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:23:08

dec >=0&rah >=14.75&rah< 15.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2507

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
363 |BD+62 1367                                                                                               |Star                               |14 47 32.401 +62 09 34.19              |102.266802 +50.052838              |     -5.6 -35.0   |9.9      |G0             |    ~     ~    |    0|                |                       |        |                   
364 |HD 131568                                                                                                |High Proper Motion Star            |14 51 28.5167225184 +62 17 00.453287868|101.8761754191281 +49.6501463595373| -45.996 47.872   |9.01     |G5             |    ~     ~    |    1|   87.254   pc  |  -0.1028     +0.1028  |paral   |2020yCat.1350....0G
365 |IRAS 14525+6305                                                                                          |Star                               |14 53 36.2401974000 +62 52 50.354966640|102.2348477976794 +49.0484024906256|  -4.027 -2.164   |10.19    |~              |    ~     ~    |    1| 1034.661   pc  | -18.9483    +18.9483  |paral   |2020yCat.1350....0G
366 |TYC 4176-879-1                                                                                           |High Proper Motion Star            |14 50 32.340072 +63 52 33.79116        |103.643531174 +48.550671188        |     -88.1 92.4   |10.735   |~              |    ~     ~    |    0|                |                       |        |                   
367 |TYC 4176-1417-1                                                                                          |High Proper Motion Star            |14 50 32.3339448072 +63 12 49.772820564|102.9690333785208 +49.0417246738502|-51.100 -34.598   |10.46    |~              |    ~     ~    |    1|  140.611   pc  |  -0.2531     +0.2531  |paral   |2020yCat.1350....0G
368 |TYC 4176-1516-1                                                                                          |High Proper Motion Star            |14 45 54.0728861904 +63 59 05.168913504|104.3332050300402 +48.8037648667601| -16.556 48.398   |10.56    |~              |    ~     ~    |    1|  241.581   pc  |  -0.9921     +0.9921  |paral   |2020yCat.1350....0G
369 |TYC 4183-394-1                                                                                           |Star                               |14 55 17.7365442168 +62 52 12.647512020|102.0120925718244 +48.9222419307211|   3.866 -0.118   |10.31    |~              |    ~     ~    |    1| 1284.357   pc  | -19.7949    +19.7949  |paral   |2020yCat.1350....0G
370 |HD 238398                                                                                                |Star                               |14 51 17.5306984080 +58 23 42.461476980|097.5214380816917 +52.4123117453649| -4.739 -10.972   |9.66     |K2             |    ~     ~    |    1|  464.511   pc  |  -2.2224     +2.2224  |paral   |2020yCat.1350....0G
371 |HD 238392                                                                                                |Star                               |14 47 36.6803587704 +57 49 19.256003796|097.3886620204740 +53.1595320246339|   -1.791 9.945   |10.16    |F5             |    ~     ~    |    1|  262.391   pc  |  -1.1154     +1.1154  |paral   |2020yCat.1350....0G
372 |HD 130893                                                                                                |Star                               |14 48 21.1215466080 +58 03 26.503821576|097.5574600813520 +52.9255449593246|  -11.209 9.391   |8.23     |F3IV           |    ~     ~    |    1|  232.970   pc  |  -3.0231     +3.0231  |paral   |2020yCat.1350....0G
373 |HD 238393                                                                                                |Star                               |14 48 44.6619791832 +57 59 46.175148168|097.4245444952813 +52.9303898074322| 12.436 -16.150   |10.16    |G0             |    ~     ~    |    1|  155.674   pc  |  -0.2811     +0.2811  |paral   |2020yCat.1350....0G
374 |HD 238410                                                                                                |Double or Multiple Star            |14 57 20.7962288544 +58 31 31.633915620|096.8113959361323 +51.7389693238294| 15.728 -50.487   |9.22     |F8             |0.0050  0.0    |    1|  135.582   pc  |  -3.1508     +3.1508  |paral   |2020yCat.1350....0G
375 |HD 238411                                                                                                |Star                               |14 57 33.9024650232 +58 32 04.341628644|096.7920085807094 +51.7115634183713|  4.499 -29.014   |9.73     |G0             |    ~     ~    |    1|  223.619   pc  | -14.3465    +14.3465  |paral   |2020yCat.1350....0G
376 |HD 131219                                                                                                |Star                               |14 49 59.3053594200 +57 54 51.518235996|097.1379291085600 +52.8668452561353| -14.445 -0.195   |8.03     |K0III          |    ~     ~    |    1|  283.407   pc  |  -4.4818     +4.4818  |paral   |2020yCat.1350....0G
377 |HD 131314                                                                                                |High Proper Motion Star            |14 50 28.2131689800 +58 06 20.310619536|097.2962672729142 +52.6893466363706| -54.620 11.262   |8.76     |F8             |    ~     ~    |    1|  221.078   pc  |  -4.6089     +4.6089  |paral   |2020yCat.1350....0G
378 |HD 238402                                                                                                |Star                               |14 52 56.5290138672 +58 08 44.605342176|096.9797386832616 +52.4227703196053|   5.546 11.843   |9.44     |F2             |    ~     ~    |    1|  173.262   pc  |  -0.3302     +0.3302  |paral   |2020yCat.1350....0G
379 |BD+58 1536                                                                                               |Star                               |14 53 14.7822377784 +57 51 48.060458820|096.5918747231591 +52.5828175552208| -38.382 10.185   |9.61     |G5             |    ~     ~    |    1|  612.445   pc  |  -4.3510     +4.3510  |paral   |2020yCat.1350....0G
380 |HD 238403                                                                                                |Star                               |14 53 28.2603307344 +58 11 53.368940256|096.9662011860780 +52.3359212465890|   11.796 3.942   |8.65     |K0             |    ~     ~    |    1|  396.668   pc  |  -2.4074     +2.4074  |paral   |2020yCat.1350....0G
381 |HD 238417                                                                                                |Star                               |14 59 32.3343151224 +58 17 58.714783476|096.2326582583189 +51.6698843389017| -29.375 14.466   |8.59     |K1III          |    ~     ~    |    1|  309.972   pc  |  -9.9157     +9.9157  |paral   |2020yCat.1350....0G
382 |HD 131360                                                                                                |High Proper Motion Star            |14 50 48.5059429920 +57 24 39.444826032|096.4005664486823 +53.1284787646894| -42.430 32.870   |7.78     |K5             |    ~     ~    |    1|  340.832   pc  |  -1.7773     +1.7773  |paral   |2020yCat.1350....0G
383 |HD 132560                                                                                                |Star                               |14 57 20.6304522144 +57 38 56.860033560|095.7360340622280 +52.3135732926041|-31.595 -27.509   |7.22     |F2             |    ~     ~    |    1|   92.396   pc  |  -0.6292     +0.6292  |paral   |2020yCat.1350....0G
384 |HD 238404                                                                                                |Star                               |14 53 54.3939712536 +57 04 39.869267304|095.5221109933793 +53.0377394484648|   -2.936 0.117   |9.96     |K0             |    ~     ~    |    1| 1046.135   pc  | -11.2723    +11.2723  |paral   |2020yCat.1350....0G
385 |HD 238405                                                                                                |Star                               |14 54 06.9990310200 +57 10 01.933022676|095.6030141357703 +52.9574556467131| -39.366 10.363   |9.75     |F8             |    ~     ~    |    1|  221.278   pc  |  -0.5582     +0.5582  |paral   |2020yCat.1350....0G
386 |HD 238407                                                                                                |Star                               |14 55 30.8597594760 +56 59 37.033285920|095.1790758372054 +52.9270443498813| -28.701 32.865   |9.31     |G0             |    ~     ~    |    1|  104.609   pc  |  -0.1335     +0.1335  |paral   |2020yCat.1350....0G
387 |HD 132423                                                                                                |Star                               |14 56 43.6950681120 +57 02 40.648765020|095.0665914578980 +52.7680530219158|    3.015 1.699   |8.67     |K5             |    ~     ~    |    1|  563.761   pc  |  -4.7038     +4.7038  |paral   |2020yCat.1350....0G
388 |HD 238413                                                                                                |High Proper Motion Star            |14 57 58.6771989720 +56 44 47.247816012|094.5070142280999 +52.8276238811324|-21.144 -48.405   |10.13    |G0             |    ~     ~    |    1|  297.654   pc  |  -1.0012     +1.0012  |paral   |2020yCat.1350....0G
389 |HD 238412                                                                                                |Star                               |14 57 53.5242126720 +56 45 50.082687432|094.5416986234499 +52.8256273772279|  -11.587 5.944   |9.99     |G5             |    ~     ~    |    1|  820.412   pc  | -11.4423    +11.4423  |paral   |2020yCat.1350....0G
390 |V* BU Dra                                                                                                |Spectroscopic Binary               |14 58 40.0594880592 +56 45 07.203278124|094.4150775800484 +52.7509575063533|   0.992 -8.992   |9.87     |F5             |    ~     ~    |    1|  276.258   pc  |  -1.0379     +1.0379  |paral   |2020yCat.1350....0G
391 |TYC 3864-968-1                                                                                           |Star                               |14 58 48.0321881376 +56 57 16.815360168|094.6548793822626 +52.6085899720236| -14.829 10.538   |10.05    |~              |    ~     ~    |    1|  337.530   pc  |  -1.3329     +1.3329  |paral   |2020yCat.1350....0G
392 |TYC 3864-1116-1                                                                                          |Star                               |14 56 39.3793485192 +57 09 05.218470540|095.2117870827976 +52.7065832673366|  -15.404 3.048   |10.43    |~              |    ~     ~    |    1|  253.917   pc  |  -0.7672     +0.7672  |paral   |2020yCat.1350....0G
393 |TYC 3867-468-1                                                                                           |Star                               |14 53 05.5128545256 +58 00 33.643136196|096.7924350521265 +52.5000148930597|   0.236 -1.359   |10.87    |~              |    ~     ~    |    1|  368.378   pc  |  -1.4249     +1.4249  |paral   |2020yCat.1350....0G
394 |TYC 3867-638-1                                                                                           |Star                               |14 51 17.6153981592 +58 13 38.364435048|097.3202331274615 +52.5269197218297| 19.946 -24.977   |9.71     |~              |    ~     ~    |    1|  591.226   pc  |  -3.7402     +3.7402  |paral   |2020yCat.1350....0G
395 |TYC 3867-734-1                                                                                           |Star                               |14 55 25.4794850784 +58 32 42.286870464|097.1050045343254 +51.9132014447925|   -4.199 2.633   |10.17    |~              |    ~     ~    |    1|  775.374   pc  |  -7.2145     +7.2145  |paral   |2020yCat.1350....0G
396 |TYC 3867-737-1                                                                                           |Star                               |14 57 06.0251833320 +58 02 46.978049040|096.2614523907462 +52.0787568815375|  5.965 -31.197   |10.92    |~              |    ~     ~    |    1|  164.366   pc  |  -0.3674     +0.3674  |paral   |2020yCat.1350....0G
397 |TYC 3867-896-1                                                                                           |Star                               |14 49 41.4373635816 +58 07 16.230723420|097.4316028626159 +52.7535445808279|  -14.356 4.367   |10.54    |~              |    ~     ~    |    1| 1739.130   pc  | -35.0851    +35.0851  |paral   |2020yCat.1350....0G
398 |TYC 3867-1094-1                                                                                          |Star                               |14 52 04.5420702048 +58 35 39.103120248|097.6442556129412 +52.2014406103913|  9.843 -10.645   |10.79    |~              |    ~     ~    |    1|  880.514   pc  |  -9.9239     +9.9239  |paral   |2020yCat.1350....0G
399 |TYC 3867-1319-1                                                                                          |Spectroscopic Binary               |14 57 00.8660692224 +58 33 28.809317808|096.8971277268851 +51.7499162835725| -12.830 -3.085   |10.96    |~              |    ~     ~    |    1|  101.661   pc  |  -2.6313     +2.6313  |paral   |2020yCat.1350....0G
400 |TYC 3867-1419-1                                                                                          |Star                               |14 58 10.4502097368 +57 49 21.840070728|095.8341780421931 +52.1165905771765|   5.170 -1.283   |10.22    |~              |    ~     ~    |    1|  593.824   pc  |  -4.8663     +4.8663  |paral   |2020yCat.1350....0G
401 |HD 131287                                                                                                |Star                               |14 50 03.7416471216 +60 39 36.355893156|100.3051538920684 +50.9372696557718| 11.346 -17.670   |8.88     |G5             |    ~     ~    |    1|  106.678   pc  |  -0.1639     +0.1639  |paral   |2020yCat.1350....0G
402 |HD 130405                                                                                                |Star                               |14 45 39.6784069296 +59 59 08.472227748|100.1848778761639 +51.8009293821261|   5.485 -1.755   |8.74     |M0             |    ~     ~    |    1|  842.531   pc  | -11.2158    +11.2158  |paral   |2020yCat.1350....0G
403 |BD+60 1564                                                                                               |Star                               |14 45 56.3874074328 +59 59 14.915891940|100.1460420112719 +51.7756536257544|   8.799 25.585   |9.56     |G5             |    ~     ~    |    1|  182.266   pc  |  -0.3588     +0.3588  |paral   |2020yCat.1350....0G
404 |BD+60 1566                                                                                               |High Proper Motion Star            |14 46 36.8218974672 +60 20 20.002699464|100.4378700504013 +51.4631037111430|-43.784 -46.965   |9.88     |G0             |    ~     ~    |    1|  168.799   pc  |  -0.4587     +0.4587  |paral   |2020yCat.1350....0G
405 |BD+60 1573                                                                                               |High Proper Motion Star            |14 54 17.3783205744 +60 05 26.254382136|099.0793663202972 +50.9669606600289| -39.819 31.436   |9.36     |F8             |    ~     ~    |    1|  155.183   pc  |  -0.2818     +0.2818  |paral   |2020yCat.1350....0G
406 |HD 130684                                                                                                |Star                               |14 47 02.5242748680 +59 42 36.979078356|099.6737613322354 +51.8796009920465| 43.971 -13.177   |7.350    |A2             |    ~     ~    |    1|   93.392   pc  |  -0.1439     +0.1439  |paral   |2020yCat.1350....0G
407 |HD 130985                                                                                                |High Proper Motion Star            |14 48 34.6931840424 +59 38 57.514851348|099.3807101927679 +51.7873527328133| -63.063 -1.680   |8.26     |K0             |    ~     ~    |    1|  105.300   pc  |  -0.1929     +0.1929  |paral   |2020yCat.1350....0G
408 |HD 131969                                                                                                |Double or Multiple Star            |14 54 06.5304316776 +59 30 53.224907724|098.4388905118577 +51.3803242798494| -20.024 -2.079   |7.25     |K2             |0.0050  0.0    |    1|  213.689   pc  |  -4.0914     +4.0914  |paral   |2020yCat.1350....0G
409 |HD 238395                                                                                                |Star                               |14 49 16.0120149816 +58 24 34.697439540|097.8390523430052 +52.5945498491430| -20.065 14.109   |10.26    |F2             |    ~     ~    |    1|  292.458   pc  |  -1.1632     +1.1632  |paral   |2020yCat.1350....0G
410 |HD 238397                                                                                                |High Proper Motion Star            |14 49 45.1496445936 +58 49 49.321285140|098.2631562075321 +52.2567200376069|-67.655 100.145   |8.65     |K0             |    ~     ~    |    1|   59.443   pc  |  -0.0484     +0.0484  |paral   |2020yCat.1350....0G
411 |BD+59 1613                                                                                               |High Proper Motion Star            |14 51 23.6707909728 +59 09 04.158291456|098.3994074467985 +51.8817349708727|  3.011 -52.016   |9.14     |F8             |    ~     ~    |    1|  120.370   pc  |  -0.6230     +0.6230  |paral   |2020yCat.1350....0G
412 |HD 238401                                                                                                |Double or Multiple Star            |14 52 37.3820 +59 03 04.085            |098.1059588 +51.8366363            |  6.132 -15.190   |9.61     |G5             |    ~     ~    |    0|                |                       |        |                   
413 |HD 132422                                                                                                |Double or Multiple Star            |14 56 29.6123936136 +59 22 47.670347208|097.9507940522539 +51.2500927277076| -13.060 -1.437   |8.21     |F8             |    ~     ~    |    1|  108.900   pc  |  -0.2099     +0.2099  |paral   |2020yCat.1350....0G
414 |BD+60 1577                                                                                               |High Proper Motion Star            |14 58 15.6766733016 +59 35 00.434241816|097.9504000925442 +50.9471165552616|-108.240 65.035   |9.988    |K5V            |    ~     ~    |    1|   25.752   pc  |  -0.0092     +0.0092  |paral   |2020yCat.1350....0G
415 |NGC 5777                           NGC 5777                                                              |Galaxy in Pair of Galaxies         |14 51 17.798 +58 58 40.12              |098.210661 +52.010850              |            ~ ~   |     ~   |~              |0.847 0.288    |    1|   39.45    Mpc |  -2.84       +2.84    |T-F     |2020ApJ...902..145K
416 |TYC 3866-30-1                                                                                            |Star                               |14 46 22.1363880216 +59 45 41.186054052|099.8301870090955 +51.9017672546662|   9.495 -6.230   |10.59    |~              |    ~     ~    |    1|  312.705   pc  |  -1.4863     +1.4863  |paral   |2020yCat.1350....0G
417 |TYC 3866-202-1                                                                                           |Star                               |14 47 16.9976203752 +58 54 09.779363892|098.7142096422982 +52.4332758307482|  -13.983 2.725   |10.57    |~              |    ~     ~    |    1|  812.150   pc  |  -9.1683     +9.1683  |paral   |2020yCat.1350....0G
418 |TYC 3866-337-1                                                                                           |Star                               |14 47 54.6937758432 +59 28 31.049963148|099.2796546523646 +51.9704353902137|  -5.107 -0.505   |10.74    |~              |    ~     ~    |    1|  301.987   pc  |  -0.8846     +0.8846  |paral   |2020yCat.1350....0G
419 |TYC 3866-338-1                                                                                           |Star                               |14 45 50.2291368720 +58 35 10.348897344|098.5652778688192 +52.7899082244457| -16.411 13.978   |9.96     |~              |    ~     ~    |    1|  387.868   pc  |  -1.7451     +1.7451  |paral   |2020yCat.1350....0G
420 |TYC 3866-505-1                                                                                           |Star                               |14 45 31.6227463704 +59 36 29.120263596|099.7821899864392 +52.0859674826104|-15.256 -47.119   |10.23    |~              |    ~     ~    |    1|  158.165   pc  |  -0.2952     +0.2952  |paral   |2020yCat.1350....0G
421 |TYC 3866-813-1                                                                                           |Star                               |14 45 32.5860736416 +59 47 21.978893544|099.9833278148209 +51.9534127404595|  1.089 -19.084   |10.57    |~              |    ~     ~    |    1|  286.961   pc  |  -1.2187     +1.2187  |paral   |2020yCat.1350....0G
422 |TYC 3867-565-1                                                                                           |Star                               |14 55 39.2138526336 +59 37 14.520668088|098.3486449527253 +51.1651666240359|  -7.510 -9.780   |10.98    |~              |    ~     ~    |    1|  296.833   pc  |  -0.8723     +0.8723  |paral   |2020yCat.1350....0G
423 |TYC 3867-613-1                                                                                           |Star                               |14 56 07.6952428392 +59 55 08.751665856|098.6309653577337 +50.9179802221837| -19.329 10.357   |10.56    |~              |    ~     ~    |    1|  258.471   pc  |  -0.8685     +0.8685  |paral   |2020yCat.1350....0G
424 |TYC 3867-664-1                                                                                           |Star                               |14 51 27.1826790984 +58 52 31.072455732|098.0674934072118 +52.0670695142399| -0.961 -12.793   |10.68    |~              |    ~     ~    |    1|  980.488   pc  | -11.2479    +11.2479  |paral   |2020yCat.1350....0G
425 |TYC 3867-671-1                                                                                           |Star                               |14 57 29.7836116416 +59 28 05.552397696|097.9179603945096 +51.0963468048065|  -32.005 7.179   |10.66    |~              |    ~     ~    |    1|  247.415   pc  |  -0.7713     +0.7713  |paral   |2020yCat.1350....0G
426 |TYC 3867-697-1                                                                                           |High Proper Motion Star            |14 53 34.8653478456 +59 42 56.471259060|098.7456343208263 +51.2903875784506|  -50.450 7.942   |10.62    |~              |    ~     ~    |    1|  570.776   pc  |  -3.6162     +3.6162  |paral   |2020yCat.1350....0G
427 |TYC 3867-746-1                                                                                           |Star                               |14 53 58.6949225520 +59 12 58.981413132|098.1079811815033 +51.5968067219240|  -2.846 39.556   |10.75    |~              |    ~     ~    |    1|  217.264   pc  |  -0.4909     +0.4909  |paral   |2020yCat.1350....0G
428 |TYC 3867-911-1                                                                                           |Star                               |14 48 58.6495124808 +59 16 44.961129948|098.8986352318011 +52.0134220097306|   5.089 -3.328   |10.84    |~              |    ~     ~    |    1| 1368.363   pc  | -37.0739    +37.0739  |paral   |2020yCat.1350....0G
429 |TYC 3867-1013-1                                                                                          |Star                               |14 52 49.2061760448 +59 15 30.470240304|098.3210016135721 +51.6756880182009|    3.853 5.598   |9.51     |~              |    ~     ~    |    1|  648.046   pc  |  -4.6616     +4.6616  |paral   |2020yCat.1350....0G
430 |TYC 4173-1067-1                                                                                          |Star                               |14 49 12.9984711432 +60 42 31.986915444|100.4769937082879 +50.9744108557761|   4.620 -5.694   |10.64    |~              |    ~     ~    |    1|  961.538   pc  | -12.2041    +12.2041  |paral   |2020yCat.1350....0G
431 |TYC 4173-1102-1                                                                                          |Star                               |14 50 47.2394722200 +60 20 53.378311272|099.8560574877237 +51.0968011406100|    1.996 1.908   |10.71    |~              |    ~     ~    |    1|  391.819   pc  |  -2.3949     +2.3949  |paral   |2020yCat.1350....0G
432 |TYC 4173-1318-1                                                                                          |Star                               |14 51 05.0314178376 +60 12 48.879694980|099.6631048973909 +51.1660958173895| 12.098 -13.250   |10.96    |~              |    ~     ~    |    1|  300.129   pc  |  -1.2160     +1.2160  |paral   |2020yCat.1350....0G
433 |TYC 4173-1376-1                                                                                          |Star                               |14 46 09.5266038624 +60 32 50.596942092|100.7325920138711 +51.3498778200920|   -0.631 5.885   |10.64    |~              |    ~     ~    |    1|  374.869   pc  |  -4.3985     +4.3985  |paral   |2020yCat.1350....0G
434 |TYC 4173-1407-1                                                                                          |High Proper Motion Star            |14 45 42.7432799880 +60 12 05.694257736|100.4167813350104 +51.6396475896419| -60.349 31.305   |10.69    |~              |    ~     ~    |    1|  271.939   pc  |  -0.8874     +0.8874  |paral   |2020yCat.1350....0G
435 |TYC 4173-1477-1                                                                                          |Pulsating Variable                 |14 49 45.4135250736 +60 01 38.718917544|099.6400612879894 +51.4146091151697|    5.750 2.835   |10.41    |~              |    ~     ~    |    1|  453.145   pc  |  -4.1684     +4.1684  |paral   |2020yCat.1350....0G
436 |TYC 4173-1571-1                                                                                          |Star                               |14 49 29.9974811616 +60 13 36.621630696|099.9009299277599 +51.2952317252093|  2.260 -18.791   |10.57    |~              |    ~     ~    |    1|  619.848   pc  |  -5.8784     +5.8784  |paral   |2020yCat.1350....0G
437 |TYC 4173-1615-1                                                                                          |Star                               |14 47 08.5139856720 +60 16 07.881968172|100.2843024334961 +51.4687167231963|-28.745 -23.171   |10.99    |~              |    ~     ~    |    1|  432.863   pc  | -16.1138    +16.1138  |paral   |2020yCat.1350....0G
438 |HD 238390                                                                                                |Star                               |14 46 34.4630687280 +54 31 12.677193660|093.3723127235345 +55.4926652475106|   -3.667 0.121   |9.28     |K5             |    ~     ~    |    1| 1540.357   pc  | -39.1496    +39.1496  |paral   |2020yCat.1350....0G
439 |HD 131155                                                                                                |Star                               |14 49 53.1091233168 +54 41 53.807048772|093.0654051587253 +55.0121460240263| 21.737 -24.082   |9.31     |G5             |    ~     ~    |    1|  503.094   pc  |  -2.9866     +2.9866  |paral   |2020yCat.1350....0G
440 |HD 131331                                                                                                |Star                               |14 50 50.5059560304 +54 58 18.304523868|093.2763870213256 +54.7310416733586|  -18.393 9.204   |7.94     |K5             |    ~     ~    |    1|  597.300   pc  |  -5.1731     +5.1731  |paral   |2020yCat.1350....0G
441 |BD+55 1719                                                                                               |Star                               |14 54 12.2852388504 +55 16 37.741763316|093.1556980914287 +54.1658472170295|   8.563 27.967   |10.44    |F8             |    ~     ~    |    1|  111.587   pc  |  -0.1743     +0.1743  |paral   |2020yCat.1350....0G
442 |HD 132908                                                                                                |Star                               |14 59 23.5318338384 +55 36 00.535521420|092.8098972367838 +53.3888041442443| -7.251 -27.446   |9.05     |F8             |    ~     ~    |    1|  148.190   pc  |  -0.3272     +0.3272  |paral   |2020yCat.1350....0G
443 |HD 238416                                                                                                |Star                               |14 59 41.9069483352 +55 35 19.417837200|092.7503970126189 +53.3615636244431|  -28.402 6.430   |9.88     |G5             |    ~     ~    |    1|  243.712   pc  |  -0.6593     +0.6593  |paral   |2020yCat.1350....0G
444 |HD 238399                                                                                                |Star                               |14 53 01.1156566944 +54 29 26.113402896|092.2860465928764 +54.7923469926601|  -2.130 14.162   |10.10    |G0             |    ~     ~    |    1|  747.719   pc  |  -7.6035     +7.6035  |paral   |2020yCat.1350....0G
445 |HD 238400                                                                                                |Star                               |14 53 05.5630905000 +54 30 39.602119860|092.3020414304848 +54.7711946230531|  11.034 -1.950   |9.94     |G5             |    ~     ~    |    1|  453.330   pc  |  -2.4455     +2.4455  |paral   |2020yCat.1350....0G
446 |HD 131845                                                                                                |High Proper Motion Star            |14 53 41.8106143896 +55 00 36.057338748|092.8786775573945 +54.3904984328406| -58.267 31.724   |7.90     |F0             |    ~     ~    |    1|  139.595   pc  |  -0.3858     +0.3858  |paral   |2020yCat.1350....0G
447 |HD 238406                                                                                                |Star                               |14 54 25.8268905312 +55 01 22.484161308|092.7826820866795 +54.3005421704607|  -17.000 5.311   |9.17     |K0             |    ~     ~    |    1|  451.284   pc  |  -2.4846     +2.4846  |paral   |2020yCat.1350....0G
448 |HD 132108                                                                                                |Star                               |14 55 15.6240504336 +54 56 37.333738536|092.5494556471353 +54.2568661268845|   13.963 7.791   |9.28     |G5             |    ~     ~    |    1|  143.835   pc  |  -1.3903     +1.3903  |paral   |2020yCat.1350....0G
449 |HD 238408                                                                                                |Star                               |14 56 40.7759918664 +55 09 36.840128832|092.6245642747278 +53.9631777768607|   -1.718 6.616   |9.61     |K0             |    ~     ~    |    1|  887.626   pc  | -10.5576    +10.5576  |paral   |2020yCat.1350....0G
450 |HD 238409                                                                                                |Star                               |14 56 50.8765286784 +55 00 05.660183160|092.3867440897027 +54.0420175782330| -6.437 -15.257   |9.63     |K5             |    ~     ~    |    1|  990.688   pc  | -10.8942    +10.8942  |paral   |2020yCat.1350....0G
451 |BD+55 1724                                                                                               |Double or Multiple Star            |14 56 54.5714018520 +54 33 26.874724212|091.7770639262631 +54.3065243212702| -94.921 55.893   |10.67    |F8             |    ~     ~    |    1|  212.382   pc  |  -0.5458     +0.5458  |paral   |2020yCat.1350....0G
452 |HD 132465                                                                                                |Star                               |14 57 05.1269639448 +55 04 49.596672864|092.4569685537265 +53.9666865371797| -0.369 -26.935   |8.99     |K0             |    ~     ~    |    1|  552.059   pc  | -17.3719    +17.3719  |paral   |2020yCat.1350....0G
453 |HD 132931                                                                                                |Spectroscopic Binary               |14 59 32.1676042344 +54 59 55.262981292|091.9846217459759 +53.7379911894357| -19.817 19.011   |7.91     |K5             |    ~     ~    |    1|  290.563   pc  |  -5.3949     +5.3949  |paral   |2020yCat.1350....0G
454 |HD 131005                                                                                                |Red Giant Branch star              |14 49 06.7081635840 +54 13 53.381013600|092.5629192250672 +55.3972383267361| -42.823 -3.198   |7.03     |K2             |    ~     ~    |    1|  369.713   pc  |  -2.5014     +2.5014  |paral   |2020yCat.1350....0G
455 |HD 234187                                                                                                |Horizontal Branch Star             |14 53 31.9583454792 +54 00 52.373161368|091.5551781938453 +55.0284217564628| -21.182 -6.944   |9.53     |K0             |    ~     ~    |    1|  599.664   pc  |  -4.8186     +4.8186  |paral   |2020yCat.1350....0G
456 |HD 238415                                                                                                |Spectroscopic Binary               |14 59 11.1066461544 +54 18 50.312589372|091.1036800464642 +54.1883454838179|  8.487 -12.382   |9.17     |~              |    ~     ~    |    1|  265.625   pc  |  -5.2918     +5.2918  |paral   |2020yCat.1350....0G
457 |HD 132909                                                                                                |Star                               |14 59 33.1391223936 +53 52 14.959458012|090.4358877628043 +54.4060879539923|  20.912 -2.443   |7.63     |F0             |    ~     ~    |    1|  112.722   pc  |  -0.1931     +0.1931  |paral   |2020yCat.1350....0G
458 |HD 132910                                                                                                |Star                               |14 59 34.5859779816 +53 51 36.622815840|090.4174750205551 +54.4094342795062|   17.035 2.794   |6.83     |F0             |    ~     ~    |    1|  104.272   pc  |  -1.3254     +1.3254  |paral   |2020yCat.1350....0G
459 |HD 234191                                                                                                |Star                               |14 55 27.9764210424 +53 27 36.018609480|090.4818169816376 +55.1370965653603|   -3.900 0.816   |9.69     |K7             |    ~     ~    |    1|  745.268   pc  |  -6.4429     +6.4429  |paral   |2020yCat.1350....0G
460 |HD 234192                                                                                                |Star                               |14 55 39.1719894000 +53 35 28.443020064|090.6366454911761 +55.0364107113554|-12.145 -10.338   |9.54     |M0             |    ~     ~    |    1|  595.380   pc  |  -4.0765     +4.0765  |paral   |2020yCat.1350....0G
461 |HD 234194                                                                                                |Star                               |14 57 02.8859285376 +53 30 47.105230320|090.3124538843940 +54.9162803440407|  -34.497 9.016   |9.23     |F5             |    ~     ~    |    1|  206.317   pc  |  -0.6172     +0.6172  |paral   |2020yCat.1350....0G
462 |AG+53 980                                                                                                |Spectroscopic Binary               |14 56 59.8827346872 +53 33 14.730882372|090.3776276090381 +54.8980319479954|  -0.666 -8.626   |10.90    |G              |    ~     ~    |    1|  325.055   pc  |  -1.4687     +1.4687  |paral   |2020yCat.1350....0G
463 |HD 132581                                                                                                |High Proper Motion Star            |14 57 44.5923187656 +53 38 48.687496080|090.3941908732382 +54.7540354394345| -41.566 47.271   |8.58     |G5             |    ~     ~    |    1|  386.892   pc  |  -2.4848     +2.4848  |paral   |2020yCat.1350....0G
464 |NGC 5820                           NGC 5820                                                              |Galaxy in Pair of Galaxies         |14 58 39.7879339608 +53 53 09.449037708|090.5893418454685 +54.5032642026399|            ~ ~   |     ~   |~              |1.100 0.594    |    1|   51.61    Mpc |                       |redshift|2007ApJ...655..790C
465 |NGC 5821                           NGC 5821                                                              |Galaxy in Pair of Galaxies         |14 58 59.6487781632 +53 55 23.780588016|090.5918233983023 +54.4418874765282|            ~ ~   |     ~   |~              |0.770 0.431    |    1|   51.89    Mpc |                       |redshift|2007ApJ...655..790C
466 |TYC 3860-70-1                                                                                            |Spectroscopic Binary               |14 47 28.2414545352 +54 30 28.410180300|093.2063525053842 +55.4020479765194|  -0.120 20.667   |10.15    |~              |    ~     ~    |    1|  235.544   pc  |  -0.6880     +0.6880  |paral   |2020yCat.1350....0G
