C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:17:26

dec >=0&rah >=14.0&rah< 14.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2283

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
1012|TYC 904-359-1                                                                                                                               |Star                                |14 00 34.7277211080 +12 07 49.342199916|353.5278010378944 +67.9167761600838|  8.480 -17.131  |10.58    |~              |    ~     ~    |    1| 1439.470   pc  | -31.9099    +31.9099  |paral   |2020yCat.1350....0G
1013|TYC 904-628-1                                                                                                                               |Star                                |14 02 23.8078260552 +12 03 41.344808904|354.2290289209491 +67.5539232841871| -28.980 17.052  |10.74    |~              |    ~     ~    |    1|  887.784   pc  | -11.4283    +11.4283  |paral   |2020yCat.1350....0G
1014|TYC 904-684-1                                                                                                                               |Star                                |14 02 49.8119309712 +10 18 36.763409700|351.3300199432012 +66.2181173819085|  -16.179 1.406  |10.69    |~              |    ~     ~    |    1| 1799.208   pc  | -79.3102    +79.3102  |paral   |2020yCat.1350....0G
1015|TYC 904-805-1                                                                                                                               |High Proper Motion Star             |14 02 56.4475358040 +11 05 51.717717960|352.7315215223828 +66.7735575845432|  9.765 -53.115  |10.57    |~              |    ~     ~    |    1|  191.318   pc  |  -0.6442     +0.6442  |paral   |2020yCat.1350....0G
1016|TYC 904-889-1                                                                                                                               |Star                                |14 02 59.4147753288 +10 28 56.888659704|351.6922658436316 +66.3179523363246| 14.098 -15.277  |10.23    |~              |    ~     ~    |    1|  278.249   pc  |  -1.8581     +1.8581  |paral   |2020yCat.1350....0G
1017|TYC 904-1163-1                                                                                                                              |Star                                |14 01 06.2876891544 +10 52 48.004624524|351.5178874750649 +66.9244126147649|  -18.522 9.208  |10.41    |~              |    ~     ~    |    1|  255.552   pc  |  -1.8025     +1.8025  |paral   |2020yCat.1350....0G
1018|HD 122717                                                                                                                                   |Star                                |14 03 20.4331964664 +09 33 12.847334508|350.3164792643216 +65.5723675015221|   -7.689 8.833  |8.90     |F5             |    ~     ~    |    1|  202.241   pc  |  -1.0593     +1.0593  |paral   |2020yCat.1350....0G
1019|NGC 5436                           NGC 5436                                                                                                 |Active Galaxy Nucleus               |14 03 41.1023026512 +09 34 24.608097732|350.5017321951887 +65.5307622331472|            ~ ~  |     ~   |~              |0.763 0.305    |    1|   98.84    Mpc |                       |redshift|2007ApJ...655..790C
1020|HD 122387                                                                                                                                   |Star                                |14 01 26.2210803144 +09 17 55.507251480|349.0530321008814 +65.6888009501890| -2.013 -28.645  |6.90     |K0             |    ~     ~    |    1|  342.971   pc  |  -2.3643     +2.3643  |paral   |2020yCat.1350....0G
1021|BD+10 2619                                                                                                                                  |High Proper Motion Star             |14 03 24.7294192536 +09 22 54.828003288|350.0740016766213 +65.4321041332359|-100.678 -15.305 |10.20    |K2             |    ~     ~    |    1|  174.031   pc  |  -0.5906     +0.5906  |paral   |2020yCat.1350....0G
1022|HD 122365                                                                                                                                   |Star                                |14 01 20.4264941184 +08 53 41.617038696|348.3789317878140 +65.3959163369066|   38.046 5.413  |5.973    |A2V            |    ~     ~    |    1|   82.131   pc  |  -0.3804     +0.3804  |paral   |2020yCat.1350....0G
1023|BD+09 2838                                                                                                                                  |Star                                |14 01 58.6538725704 +08 45 42.732867456|348.4631524458380 +65.1928672916069|-19.139 -29.098  |9.76     |F5             |    ~     ~    |    1|  204.826   pc  |  -4.4009     +4.4009  |paral   |2020yCat.1350....0G
1024|HD 122529                                                                                                                                   |Star                                |14 02 22.7608481016 +08 29 18.426470892|348.2282357275356 +64.9193619489522| -23.809 -6.888  |8.24     |K5             |    ~     ~    |    1|  539.462   pc  |  -5.9077     +5.9077  |paral   |2020yCat.1350....0G
1025|BD+09 2841                                                                                                                                  |Star                                |14 03 04.2725591808 +09 13 52.338249444|349.6834179131872 +65.3741954058290|  4.187 -18.269  |10.02    |K5             |    ~     ~    |    1|  660.371   pc  |  -7.6752     +7.6752  |paral   |2020yCat.1350....0G
1026|HD 122769                                                                                                                                   |Double or Multiple Star             |14 03 43.28351 +08 29 13.2003          |348.82330373 +64.70492846          |   31.46 -14.24  |7.58     |F5             |0.0033  0.0    |    0|                |                       |        |                   
1027|BD+08 2802                                                                                                                                  |Star                                |14 00 25.4778954384 +07 48 41.272825716|346.3445694800785 +64.6968394355928|   8.171 -1.404  |9.59     |K2             |    ~     ~    |    1|  566.187   pc  |  -5.1611     +5.1611  |paral   |2020yCat.1350....0G
1028|BD+08 2803                                                                                                                                  |Star                                |14 00 59.9363839320 +08 04 38.848718820|346.9933509618889 +64.8169334498089|   -0.556 0.162  |10.03    |K0             |    ~     ~    |    1|  572.639   pc  |  -5.6729     +5.6729  |paral   |2020yCat.1350....0G
1029|BD+08 2807                                                                                                                                  |Star                                |14 02 02.7711798288 +07 57 03.975574860|347.2806940752415 +64.5560041978122|-15.243 -22.399  |10.35    |K0             |    ~     ~    |    1|  440.587   pc  |  -4.2317     +4.2317  |paral   |2020yCat.1350....0G
1030|HD 122743                                                                                                                                   |High Proper Motion Star             |14 03 36.2931346464 +08 07 49.763439336|348.2381973624954 +64.4502892710025| -66.770 -5.450  |8.31     |F5             |    ~     ~    |    1|  108.249   pc  |  -0.2367     +0.2367  |paral   |2020yCat.1350....0G
1031|V* AA Boo                                                                                                                                   |Long-Period Variable                |14 02 34.2237837720 +07 53 51.536033592|347.4369533845475 +64.4328029841778|  -20.164 3.722  |9.62     |M4pv           |    ~     ~    |    1| 1128.032   pc  | -45.5539    +45.5539  |paral   |2020yCat.1350....0G
1032|BD+08 2806                                                                                                                                  |High Proper Motion Star             |14 01 36.4788328536 +07 33 14.307720012|346.5102240397825 +64.3132084285537|-57.916 -42.492  |10.54    |K0             |    ~     ~    |    1|  165.975   pc  |  -0.4821     +0.4821  |paral   |2020yCat.1350....0G
1033|HD 122744                                                                                                                                   |Star                                |14 03 36.7661280240 +07 32 46.213386612|347.3898242062604 +63.9971432544425|-38.266 -17.817  |6.239    |G9III          |    ~     ~    |    1|  137.029   pc  |  -0.4769     +0.4769  |paral   |2020yCat.1350....0G
1034|NGC 5431                           NGC 5431                                                                                                 |Galaxy towards a Group of Galaxies  |14 03 07.1426875584 +09 21 47.050413048|349.9134115413103 +65.4657103710599|            ~ ~  |     ~   |~              |0.553 0.409    |    1|   87.87    Mpc |                       |redshift|2007ApJ...655..790C
1035|NGC 5424                           NGC 5424                                                                                                 |Galaxy towards a Group of Galaxies  |14 02 55.7022079632 +09 25 14.475840672|349.9198126507616 +65.5400380234568|            ~ ~  |     ~   |~              |0.727 0.596    |    1|   73.45    Mpc |                       |        |2016AJ....152...50T
1036|NGC 5416                           NGC 5416                                                                                                 |Radio Galaxy                        |14 02 11.3093203536 +09 26 24.252528264|349.6180127363821 +65.6747091760685|            ~ ~  |     ~   |~              |0.730 0.555    |    1|   66.99    Mpc |  -6.63       +6.63    |T-F     |2020ApJ...902..145K
1037|NGC 5409                           NGC 5409                                                                                                 |LINER-type Active Galaxy Nucleus    |14 01 46.0842006408 +09 29 25.033385760|349.5077643886631 +65.7806151018587|            ~ ~  |     ~   |~              |0.557 0.323    |    1|   74.82    Mpc |  -7.41       +7.41    |T-F     |2020ApJ...902..145K
1038|NGC 5434B                          UGC 8967                                                                                                 |Radio Galaxy                        |14 03 27.0713840040 +09 28 01.587699408|350.2272250526551 +65.4895850773839|            ~ ~  |     ~   |~              |0.877 0.228    |    1|   66.07    Mpc |  -3.57       +3.57    |T-F     |2020ApJ...902..145K
1039|NGC 5405                           NGC 5405                                                                                                 |Galaxy towards a Cluster of Galaxies|14 01 09.444 +07 42 08.67              |346.519954 +64.498897              |            ~ ~  |     ~   |~              |0.390 0.328    |    1|   98.88    Mpc |  -2.14       +2.14    |redshift|2015ApJ...809..146B
1040|** HEI 777                                                                                                                                  |Double or Multiple Star             |14 00 53.31 +09 13 30.4                |348.68651 +65.72041                |            ~ ~  |10.9     |~              |    ~     ~    |    0|                |                       |        |                   
1041|NGC 5411                           NGC 5411                                                                                                 |LINER-type Active Galaxy Nucleus    |14 01 59.2512305064 +08 56 15.739951632|348.7383415802169 +65.3257585491715|            ~ ~  |     ~   |~              |0.723 0.420    |    1|   85.90    Mpc |                       |redshift|2007ApJ...655..790C
1042|NGC 5417                           NGC 5417                                                                                                 |LINER-type Active Galaxy Nucleus    |14 02 13.0351757112 +08 02 13.540281144|347.4834152164420 +64.5961739034701|            ~ ~  |     ~   |~              |1.137 0.568    |    1|   66.37    Mpc |  -5.97       +5.97    |T-F     |2020ApJ...902..145K
1043|NGC 5418                           NGC 5418                                                                                                 |Radio Galaxy                        |14 02 17.5843067688 +07 41 02.738183028|347.0035837222106 +64.3095664321082|            ~ ~  |     ~   |~              |0.977 0.391    |    1|   55.72    Mpc |  -6.02       +6.02    |T-F     |2020ApJ...902..145K
1044|NGC 5423                           NGC 5423                                                                                                 |Galaxy towards a Group of Galaxies  |14 02 48.6254400024 +09 20 28.909314996|349.7409040701701 +65.4995100084596|            ~ ~  |     ~   |~              |0.790 0.569    |    1|   78.70    Mpc |                       |        |2016AJ....152...50T
1045|NGC 5434                           NGC 5434A                          NGC 5434                                                              |Galaxy towards a Group of Galaxies  |14 03 23.1472675680 +09 26 53.131613028|350.1677392649012 +65.4860331158984|            ~ ~  |     ~   |~              |0.577 0.507    |    1|   69.46    Mpc |                       |redshift|2007ApJ...655..790C
1046|TYC 901-403-1                                                                                                                               |Star                                |14 00 06.8896182984 +09 23 30.231846924|348.5931268668663 +65.9708781115951|-13.505 -16.461  |9.77     |~              |    ~     ~    |    1|  898.230   pc  | -15.6523    +15.6523  |paral   |2020yCat.1350....0G
1047|TYC 901-537-1                                                                                                                               |Star                                |14 01 37.6753437096 +08 40 04.232113824|348.1615404869112 +65.1760604382899| -0.480 -16.050  |10.40    |~              |    ~     ~    |    1|  230.606   pc  |  -0.9519     +0.9519  |paral   |2020yCat.1350....0G
1048|TYC 901-868-1                                                                                                                               |High Proper Motion Star             |14 02 35.7718237128 +08 18 41.897567268|348.0598167777571 +64.7490381999426|-39.233 -32.691  |10.21    |~              |    ~     ~    |    1|  105.647   pc  |  -0.1674     +0.1674  |paral   |2020yCat.1350....0G
1049|TYC 901-973-1                                                                                                                               |High Proper Motion Star             |14 01 05.8246932624 +09 02 15.300902580|348.4889041094036 +65.5438607259205| 82.164 -58.229  |10.27    |~              |    ~     ~    |    1|   91.267   pc  |  -0.1408     +0.1408  |paral   |2020yCat.1350....0G
1050|TYC 901-1045-1                                                                                                                              |High Proper Motion Star             |14 03 17.0585316720 +08 05 51.925197912|348.0480321580477 +64.4757059535931| -28.194 41.594  |10.78    |~              |    ~     ~    |    1|  322.664   pc  |  -1.4576     +1.4576  |paral   |2020yCat.1350....0G
1051|TYC 901-1051-1                                                                                                                              |Star                                |14 01 59.8113862368 +07 50 46.358526228|347.1056782089996 +64.4819587507803|   -6.876 2.747  |10.87    |~              |    ~     ~    |    1| 1039.501   pc  | -16.4245    +16.4245  |paral   |2020yCat.1350....0G
1052|TYC 901-1090-1                                                                                                                              |High Proper Motion Star             |14 01 34.6255811616 +08 02 59.755317936|347.2145548206509 +64.7058392273539|104.917 -79.569  |10.37    |~              |    ~     ~    |    1|   96.232   pc  |  -0.1824     +0.1824  |paral   |2020yCat.1350....0G
1053|TYC 901-1274-1                                                                                                                              |Star                                |14 00 22.3404201840 +07 53 39.211133496|346.4405393908344 +64.7699083908053|  -5.422 -0.659  |10.82    |~              |    ~     ~    |    1| 2366.304   pc  |-198.2185   +198.2185  |paral   |2020yCat.1350....0G
1054|TYC 901-1277-1                                                                                                                              |High Proper Motion Star             |14 01 38.3518604352 +07 46 37.940420136|346.8450355119333 +64.4833880133147|-71.095 -36.147  |10.21    |~              |    ~     ~    |    1|  121.327   pc  |  -0.3224     +0.3224  |paral   |2020yCat.1350....0G
1055|HD 122563                                                                                                                                   |Chemically Peculiar Star            |14 02 31.8455084952 +09 41 09.944391876|350.1673284594452 +65.8039570361647|-189.539 -70.415 |6.19     |G8:III:Fe-5    |    ~     ~    |    1|  287.525   pc  |  -5.3290     +5.3290  |ST-L    |2020AJ....160...83S
1056|BD+07 2729                                                                                                                                  |High Proper Motion Star             |14 00 31.6819129728 +07 13 23.323735668|345.5559305720844 +64.2160615398753| 34.662 -76.512  |9.77     |G5             |    ~     ~    |    1|  127.133   pc  |  -0.2570     +0.2570  |paral   |2020yCat.1350....0G
1057|HD 122214                                                                                                                                   |Star                                |14 00 22.7898607992 +07 01 59.360876832|345.2249775059181 +64.0871141807576|  -29.005 2.022  |8.97     |K2             |    ~     ~    |    1|  419.234   pc  |  -3.0933     +3.0933  |paral   |2020yCat.1350....0G
1058|BD+07 2727                                                                                                                                  |High Proper Motion Star             |14 00 29.9932915896 +06 20 53.606100840|344.3513618834465 +63.5202734480285|-137.833 -61.029 |10.60    |K0             |    ~     ~    |    1|   70.252   pc  |  -0.0839     +0.0839  |paral   |2020yCat.1350....0G
1059|BD+07 2728                                                                                                                                  |Star                                |14 00 31.5282042120 +06 24 15.706692648|344.4375595087129 +63.5617098049566| -7.736 -15.920  |10.06    |F5             |    ~     ~    |    1|  213.557   pc  |  -0.7388     +0.7388  |paral   |2020yCat.1350....0G
1060|BD+07 2731                                                                                                                                  |Star                                |14 01 34.8584266512 +06 43 31.717925796|345.3426282432182 +63.6618378096582|  -35.725 6.288  |10.53    |G0             |    ~     ~    |    1|  187.621   pc  |  -0.4963     +0.4963  |paral   |2020yCat.1350....0G
1061|HD 122696                                                                                                                                   |Star                                |14 03 18.3899909712 +06 58 58.133640648|346.4601027399524 +63.6038694438568|   0.502 -5.762  |9.03     |K5             |    ~     ~    |    1| 1309.072   pc  | -26.3905    +26.3905  |paral   |2020yCat.1350....0G
1062|HD 122328                                                                                                                                   |Star                                |14 01 14.6326755480 +05 58 12.127711260|344.1855748549301 +63.1059310837016|  9.555 -26.568  |8.95     |F8             |    ~     ~    |    1|  189.952   pc  |  -0.6531     +0.6531  |paral   |2020yCat.1350....0G
1063|HD 122366                                                                                                                                   |Star                                |14 01 27.8526721320 +05 55 15.361665672|344.2192361091800 +63.0339576536888|    3.049 6.649  |9.34     |F5             |    ~     ~    |    1|  255.938   pc  |  -1.0677     +1.0677  |paral   |2020yCat.1350....0G
1064|TYC 322-658-1                                                                                                                               |Star                                |14 01 56.2302399480 +05 59 26.431865664|344.5192219738337 +63.0205127785831| -28.095 -0.770  |10.94    |~              |    ~     ~    |    1| 1210.068   pc  | -21.2318    +21.2318  |paral   |2020yCat.1350....0G
1065|BD+06 2822                                                                                                                                  |Star                                |14 01 54.7678348728 +05 58 54.746905728|344.4969549428685 +63.0170301816843|  -37.791 4.953  |9.83     |F5             |    ~     ~    |    1|  206.024   pc  |  -1.0866     +1.0866  |paral   |2020yCat.1350....0G
1066|HD 122697                                                                                                                                   |Double or Multiple Star             |14 03 20.8647 +05 57 28.007            |345.0936167 +62.7846339            |    -98.20 5.00  |9.31     |G0             |    ~     ~    |    0|                |                       |        |                   
1067|BD+06 2821                                                                                                                                  |Star                                |14 01 33.9721373928 +05 32 03.954346368|343.7662768994902 +62.7062920333660| -1.926 -12.538  |9.58     |K2             |    ~     ~    |    1|  923.702   pc  | -21.8426    +21.8426  |paral   |2020yCat.1350....0G
1068|BD+06 2823                                                                                                                                  |Star                                |14 02 18.9629398848 +05 42 24.213804192|344.3165691194365 +62.7359587995413| -14.279 -6.085  |10.65    |K              |    ~     ~    |    1|  861.252   pc  | -11.9423    +11.9423  |paral   |2020yCat.1350....0G
1069|BD+05 2834                                                                                                                                  |High Proper Motion Star             |14 03 27.5592016584 +04 53 24.017574624|343.7788082786711 +61.9079221103863|-29.252 -52.421  |9.67     |G5             |    ~     ~    |    1|  177.176   pc  |  -0.4866     +0.4866  |paral   |2020yCat.1350....0G
1070|TYC 322-33-1                                                                                                                                |Star                                |14 02 26.9489999664 +06 48 39.316891140|345.8449700390262 +63.5988138765940|-27.501 -13.358  |10.96    |~              |    ~     ~    |    1|  368.121   pc  |  -2.3173     +2.3173  |paral   |2020yCat.1350....0G
1071|TYC 322-239-1                                                                                                                               |High Proper Motion Star             |14 02 37.0411123080 +06 50 16.362391308|345.9563376928911 +63.5946466544377|-90.094 -94.784  |10.17    |~              |    ~     ~    |    1|  100.520   pc  |  -0.1778     +0.1778  |paral   |2020yCat.1350....0G
1072|GSC 00322-00484                                                                                                                             |Double or Multiple Star             |14 03 29.609736 +07 03 41.95116        |346.651920492 +63.637104138        |    79.3 -102.6  |10.87    |~              |    ~     ~    |    0|                |                       |        |                   
1073|TYC 322-696-1                                                                                                                               |Star                                |14 01 04.3105741224 +06 48 45.591471000|345.2339221117494 +63.8076571628277|   -6.236 8.231  |10.80    |~              |    ~     ~    |    1| 1408.848   pc  | -36.1243    +36.1243  |paral   |2020yCat.1350....0G
1074|TYC 322-803-1                                                                                                                               |Star                                |14 00 09.0584580360 +05 45 53.446567428|343.4329716429791 +63.0987305541201|  3.095 -30.923  |10.80    |~              |    ~     ~    |    1|  304.470   pc  |  -2.0672     +2.0672  |paral   |2020yCat.1350....0G
1075|TYC 322-893-1                                                                                                                               |Star                                |14 03 16.1628652776 +06 41 51.327503916|346.0507649877949 +63.3846312706574|   0.716 -5.317  |10.80    |~              |    ~     ~    |    0|                |                       |        |                   
1076|TYC 322-956-1                                                                                                                               |Spectroscopic Binary                |14 01 55.8956809800 +06 34 45.619997016|345.3001723923593 +63.4927821758508| -16.402 -8.736  |10.43    |~              |    ~     ~    |    1|  672.495   pc  | -20.5774    +20.5774  |paral   |2020yCat.1350....0G
1077|HD 122181                                                                                                                                   |Star                                |14 00 08.4610752624 +04 42 02.252060928|342.1017448687401 +62.2275521056575|  -4.103 -3.350  |8.47     |K2             |    ~     ~    |    1|  725.058   pc  | -14.2467    +14.2467  |paral   |2020yCat.1350....0G
1078|HD 122202                                                                                                                                   |Spectroscopic Binary                |14 00 18.9650138088 +04 51 25.109582904|342.3692101405300 +62.3318054840896| -26.575 34.291  |9.36     |F8             |    ~     ~    |    1|  237.654   pc  | -13.4873    +13.4873  |paral   |2020yCat.1350....0G
1079|BD+05 2832                                                                                                                                  |Star                                |14 02 13.6396491480 +04 38 37.680561924|342.9449329215373 +61.8849828322812| -29.371 28.204  |10.51    |F5             |    ~     ~    |    1|  278.365   pc  |  -2.3866     +2.3866  |paral   |2020yCat.1350....0G
1080|BD+05 2828                                                                                                                                  |Star                                |14 00 05.5922535984 +04 21 26.713526220|341.6691529749102 +61.9501933748777|  -17.603 8.373  |8.88     |K2             |    ~     ~    |    1|  605.290   pc  |  -8.3167     +8.3167  |paral   |2020yCat.1350....0G
1081|HD 122169                                                                                                                                   |Double or Multiple Star             |14 00 03.0671863344 +04 16 23.627949359|341.5508967911638 +61.8861676719854|-32.595 -18.544  |8.53     |F3V            |0.0017  0.0    |    0|                |                       |        |                   
1082|HD 122367                                                                                                                                   |High Proper Motion Star             |14 01 25.5751491120 +04 06 53.222963976|341.9636701468055 +61.5630158481834| 32.406 -84.669  |7.91     |F3/5(IV)       |    ~     ~    |    1|   99.601   pc  |  -0.5069     +0.5069  |paral   |2020yCat.1350....0G
1083|HD 122406                                                                                                                                   |Star                                |14 01 34.4897273136 +04 15 10.242545472|342.1916175209775 +61.6562156601666| -34.091 -0.112  |7.09     |K0/1III        |    ~     ~    |    1|  176.392   pc  |  -0.7405     +0.7405  |paral   |2020yCat.1350....0G
1084|BD+04 2818                                                                                                                                  |Star                                |14 02 53.2310403336 +04 04 16.344115860|342.5407019710827 +61.3210988440016|-30.722 -39.103  |10.40    |G0             |    ~     ~    |    1|  218.761   pc  |  -1.0959     +1.0959  |paral   |2020yCat.1350....0G
1085|HD 122698                                                                                                                                   |High Proper Motion Star             |14 03 15.5048924016 +04 13 29.832189528|342.8823713039212 +61.3944745747433|-85.458 -82.773  |8.33     |F6V            |    ~     ~    |    1|   92.747   pc  |  -0.2529     +0.2529  |paral   |2020yCat.1350....0G
1086|BD+04 2820                                                                                                                                  |High Proper Motion Star             |14 03 31.4097614757 +04 13 20.087719122|342.9921217463071 +61.3543418503171| -68.081 40.455  |9.838    |G0             |    ~     ~    |    1|  135.936   pc  |  -0.3880     +0.3880  |paral   |2020yCat.1350....0G
1087|HD 122368                                                                                                                                   |Star                                |14 01 23.7047664384 +03 24 02.855972484|341.1235194287299 +60.9741566240715| -11.237 19.508  |9.54     |G3/5V          |    ~     ~    |    1|  172.837   pc  |  -8.0178     +8.0178  |paral   |2020yCat.1350....0G
1088|BD+03 2838                                                                                                                                  |Star                                |14 00 00.9442459488 +02 31 52.656272148|339.5697435951873 +60.4295770136025|  -14.107 5.862  |9.70     |K2             |    ~     ~    |    1|  919.963   pc  | -18.7886    +18.7886  |paral   |2020yCat.1350....0G
1089|HD 122203                                                                                                                                   |Star                                |14 00 20.1953733792 +02 40 28.455065832|339.8623209638856 +60.5080157717906|-23.029 -23.781  |7.28     |K4III          |    ~     ~    |    1|  276.794   pc  |  -2.3674     +2.3674  |paral   |2020yCat.1350....0G
1090|BD+03 2843                                                                                                                                  |Horizontal Branch Star              |14 01 45.6238924656 +03 13 19.957929240|341.0777218267282 +60.7748874273426|   8.606 -4.550  |9.93     |K0             |    ~     ~    |    1|  784.621   pc  | -10.8351    +10.8351  |paral   |2020yCat.1350....0G
1091|BD+03 2845                                                                                                                                  |Star                                |14 03 25.0492813224 +03 09 35.717566248|341.7092802480100 +60.4937195427887|-34.291 -11.212  |10.73    |K0             |    ~     ~    |    1|  337.678   pc  | -24.1508    +24.1508  |paral   |2020yCat.1350....0G
1092|BD+03 2846                                                                                                                                  |Double or Multiple Star             |14 03 43.119 +02 42 39.96              |341.332076 +60.078823              |      -40.5 2.0  |9.6      |K0             |    ~     ~    |    1|   30.03    pc  |  -2.02       +2.02    |ST-L    |2009ApJS..181..444A
1093|TYC 319-2-1                                                                                                                                 |Star                                |14 01 42.4007242176 +02 30 21.215957184|340.2620412908794 +60.1817933240229|   -5.139 7.857  |10.37    |~              |    ~     ~    |    1|  448.270   pc  |  -4.1797     +4.1797  |paral   |2020yCat.1350....0G
1094|TYC 319-54-1                                                                                                                                |High Proper Motion Star             |14 02 45.5761807560 +02 36 10.972101096|340.8116219867012 +60.1203815141695|-68.235 -27.316  |10.71    |~              |    ~     ~    |    1|  217.113   pc  |  -0.8343     +0.8343  |paral   |2020yCat.1350....0G
1095|TYC 319-76-1                                                                                                                                |Star                                |14 02 20.6046573504 +02 39 25.432288920|340.6959309613476 +60.2224085662868|   7.698 37.673  |10.86    |~              |    ~     ~    |    1|  193.637   pc  |  -0.7649     +0.7649  |paral   |2020yCat.1350....0G
1096|TYC 319-170-1                                                                                                                               |High Proper Motion Star             |14 00 19.5280134864 +04 30 06.695141436|341.9436081649808 +62.0374028390672| -51.255 -6.931  |10.18    |~              |    ~     ~    |    1|  403.161   pc  |  -3.0720     +3.0720  |paral   |2020yCat.1350....0G
1097|TYC 319-385-1                                                                                                                               |Star                                |14 02 25.1065552824 +04 47 08.886255432|343.2014039897350 +61.9736789339371|  6.708 -15.786  |10.35    |~              |    ~     ~    |    1|  560.224   pc  |  -4.9902     +4.9902  |paral   |2020yCat.1350....0G
1098|TYC 319-772-1                                                                                                                               |Star                                |14 01 05.9083127976 +03 54 50.553375912|341.5862442718016 +61.4423843246631| 10.107 -29.464  |10.71    |~              |    ~     ~    |    1|  413.479   pc  |  -2.4106     +2.4106  |paral   |2020yCat.1350....0G
1099|TYC 319-796-1                                                                                                                               |Star                                |14 00 06.3638534592 +03 47 27.834830664|341.0122806366801 +61.4770321261373| -30.418 15.625  |10.13    |~              |    ~     ~    |    1|  517.464   pc  |  -3.9094     +3.9094  |paral   |2020yCat.1350....0G
1100|TYC 319-1021-1                                                                                                                              |Star                                |14 01 23.6446223424 +04 39 15.060658680|342.5954187223737 +62.0122686643626|   -9.349 1.270  |9.99     |~              |    ~     ~    |    1|  661.419   pc  |  -6.7809     +6.7809  |paral   |2020yCat.1350....0G
1101|TYC 319-1033-1                                                                                                                              |Star                                |14 00 11.3024518800 +03 47 21.224910696|341.0460596477028 +61.4641995503511| 13.590 -34.526  |10.80    |~              |    ~     ~    |    1|  252.519   pc  |  -1.9385     +1.9385  |paral   |2020yCat.1350....0G
1102|TYC 319-1108-1                                                                                                                              |Star                                |14 00 02.0819801976 +03 29 41.920582668|340.6428483169562 +61.2390670761582|  5.899 -40.793  |10.76    |~              |    ~     ~    |    1|  255.187   pc  |  -1.1787     +1.1787  |paral   |2020yCat.1350....0G
1103|TYC 319-1197-1                                                                                                                              |Star                                |14 01 03.1195626408 +02 55 54.115802616|340.4505825403670 +60.6283003724704| 15.194 -40.769  |10.52    |~              |    ~     ~    |    1|  113.365   pc  |  -0.2210     +0.2210  |paral   |2020yCat.1350....0G
1104|2MASS J14010627+0309543                                                                                                                     |Red Giant Branch star               |14 01 06.2780357400 +03 09 54.255117168|340.7329744285155 +60.8168836858084|-24.395 -14.557  |10.27    |~              |    ~     ~    |    1|  512.821   pc  |  -4.3393     +4.3393  |paral   |2020yCat.1350....0G
1105|HD 122407                                                                                                                                   |High Proper Motion Star             |14 01 37.3749957984 +02 17 06.999054072|339.9884074674100 +60.0071588534531| -42.055 33.559  |9.07     |K0/1III        |    ~     ~    |    1|  343.265   pc  |  -2.3448     +2.3448  |paral   |2020yCat.1350....0G
1106|BD+02 2757                                                                                                                                  |Star                                |14 00 51.6769330248 +01 48 56.204162568|339.1702239893377 +59.7104880109162| -13.697 -5.833  |9.55     |K5             |    ~     ~    |    1|  994.431   pc  | -30.6557    +30.6557  |paral   |2020yCat.1350....0G
1107|BD+02 2766                                                                                                                                  |Horizontal Branch Star              |14 02 16.2660324528 +02 08 16.176001776|340.1026906309385 +59.7957896394536|  -16.832 8.975  |9.56     |K0             |    ~     ~    |    1|  564.940   pc  |  -5.4576     +5.4576  |paral   |2020yCat.1350....0G
1108|HD 122317                                                                                                                                   |High Proper Motion Star             |14 01 09.2544647856 +01 19 28.403418360|338.7864044660232 +59.2538596659661|-34.823 -64.752  |9.14     |K0III/IV       |    ~     ~    |    1|  160.842   pc  |  -0.4708     +0.4708  |paral   |2020yCat.1350....0G
1109|BD+02 2760                                                                                                                                  |Star                                |14 01 33.6483424656 +01 33 07.942603068|339.1898504027930 +59.3945122873526| -4.920 -13.641  |9.48     |G              |    ~     ~    |    1|  169.840   pc  |  -0.4442     +0.4442  |paral   |2020yCat.1350....0G
1110|HD 122425                                                                                                                                   |Star                                |14 01 45.1532871240 +01 44 29.206389948|339.4666851338570 +59.5298720466190| -29.147 -8.164  |8.67     |K2III          |    ~     ~    |    1|  406.884   pc  |  -3.5098     +3.5098  |paral   |2020yCat.1350....0G
1111|BD+02 2764                                                                                                                                  |Star                                |14 02 01.6126524840 +01 33 09.055030536|339.3843146664642 +59.3333027474748|-14.492 -18.501  |9.56     |K0             |    ~     ~    |    1|  206.071   pc  |  -1.3546     +1.3546  |paral   |2020yCat.1350....0G
1112|HD 122505                                                                                                                                   |Star                                |14 02 15.5201387352 +01 41 25.720116108|339.6243857915355 +59.4195223893597| -5.806 -10.111  |8.58     |K0IV           |    ~     ~    |    1|  418.936   pc  |  -4.4052     +4.4052  |paral   |2020yCat.1350....0G
