C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:17:26

dec >=0&rah >=14.0&rah< 14.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2283

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
672 |BD+45 2158                                                                                                                                  |High Proper Motion Star             |14 11 52.5427573392 +44 20 16.830399120|085.0206754589825 +66.4085736466516| -87.588 -5.421  |9.91     |G0             |    ~     ~    |    1|  164.563   pc  |  -0.3304     +0.3304  |paral   |2020yCat.1350....0G
673 |BD+45 2159                                                                                                                                  |High Proper Motion Star             |14 12 19.6478168520 +44 54 36.048364128|085.9683960374114 +65.9757830398509| 59.269 -50.506  |9.67     |K0             |    ~     ~    |    1|   55.507   pc  |  -0.0394     +0.0394  |paral   |2020yCat.1350....0G
674 |BD+45 2162                                                                                                                                  |High Proper Motion Star             |14 13 22.9655847528 +45 05 49.787916036|086.0162047401469 +65.7122695328085|-20.207 -48.582  |9.46     |K0             |    ~     ~    |    1|  246.554   pc  |  -0.7842     +0.7842  |paral   |2020yCat.1350....0G
675 |BD+45 2164                                                                                                                                  |Star                                |14 14 12.7299445176 +44 42 06.573610836|085.0492858417472 +65.8556911480691|   11.936 9.182  |10.32    |K0             |    ~     ~    |    1|  284.706   pc  |  -1.4590     +1.4590  |paral   |2020yCat.1350....0G
676 |V* BY Boo                                                                                                                                   |Long-Period Variable Candidate      |14 07 55.7560046 +43 51 16.025944      |085.2589395129 +67.2612636919      |   11.63 -30.08  |5.28     |M4.5III        |    ~     ~    |    1|  190.0201  pc  | -12.9446    +12.9446  |paral   |2018yCat.1345....0G
677 |BD+44 2328                                                                                                                                  |Star                                |14 09 12.6633721920 +43 48 04.713408000|084.7661462265243 +67.1206476878358|  -37.037 0.624  |9.45     |G5             |    ~     ~    |    1|  366.005   pc  |  -1.6343     +1.6343  |paral   |2020yCat.1350....0G
678 |BD+44 2331                                                                                                                                  |Red Giant Branch star               |14 10 13.1154781464 +44 15 05.104641168|085.3381635913757 +66.6904625910485|-39.492 -15.294  |10.04    |G5             |    ~     ~    |    1|  606.171   pc  |  -4.2256     +4.2256  |paral   |2020yCat.1350....0G
679 |HD 124399                                                                                                                                   |Double or Multiple Star             |14 12 14.6261635 +44 11 22.681383      |084.6303323091 +66.4532514745      |   -42.44 23.80  |8.750    |F2             |0.0067  0.0    |    0|                |                       |        |                   
680 |BD+44 2337                                                                                                                                  |Star                                |14 12 29.1613893072 +43 56 20.826882996|084.0754133950909 +66.5787636728166| -0.438 -13.421  |9.74     |F8             |    ~     ~    |    1|  300.680   pc  |  -1.0216     +1.0216  |paral   |2020yCat.1350....0G
681 |BD+44 2324                                                                                                                                  |High Proper Motion Star             |14 07 24.0601524360 +43 26 33.135227160|084.6088739496985 +67.6026837103810|-49.496 -21.982  |9.65     |K0             |    ~     ~    |    1|  352.001   pc  |  -1.5736     +1.5736  |paral   |2020yCat.1350....0G
682 |HD 123876                                                                                                                                   |Star                                |14 09 02.6537747040 +43 44 33.900532224|084.7014174106588 +67.1815116974920|-12.109 -35.285  |7.68     |K2             |    ~     ~    |    1|  167.347   pc  |  -0.5209     +0.5209  |paral   |2020yCat.1350....0G
683 |HD 124064                                                                                                                                   |Star                                |14 10 09.9898908264 +43 45 50.620215276|084.4078963421360 +67.0127603620082| -39.892 -3.852  |9.25     |K0             |    ~     ~    |    1|  178.422   pc  |  -0.3979     +0.3979  |paral   |2020yCat.1350....0G
684 |BD+44 2339                                                                                                                                  |Star                                |14 14 03.6516915792 +43 35 09.390523956|082.9347837923009 +66.5760797000645| -19.920 10.683  |9.76     |K0             |    ~     ~    |    1|  604.668   pc  |  -4.1315     +4.1315  |paral   |2020yCat.1350....0G
685 |BD+43 2385                                                                                                                                  |Star                                |14 09 49.1366968224 +43 04 40.695298824|083.1382940981931 +67.4962647579314|  2.938 -11.852  |10.79    |K0             |    ~     ~    |    1|  302.554   pc  |  -1.0618     +1.0618  |paral   |2020yCat.1350....0G
686 |BD+43 2394                                                                                                                                  |Star                                |14 13 07.7273146320 +43 01 06.135537720|082.0535260370227 +67.0562278281847|  6.043 -32.620  |9.96     |K0             |    ~     ~    |    1|  641.067   pc  | -41.6309    +41.6309  |paral   |2020yCat.1350....0G
687 |TYC 3040-228-1                                                                                                                              |Star                                |14 11 28.6914712824 +44 05 30.729165252|084.6624321790826 +66.6213578175042|-14.032 -21.790  |10.66    |~              |    ~     ~    |    1|  270.849   pc  |  -2.9784     +2.9784  |paral   |2020yCat.1350....0G
688 |TYC 3040-315-1                                                                                                                              |Star                                |14 06 41.8261368168 +44 15 22.254245748|086.4136195351837 +67.1594941293627|  -0.516 -8.782  |10.02    |~              |    ~     ~    |    1|  615.120   pc  |  -5.2972     +5.2972  |paral   |2020yCat.1350....0G
689 |TYC 3040-458-1                                                                                                                              |Star                                |14 11 30.6741434280 +43 10 15.994119612|082.8289138799840 +67.1965551147527|   -2.095 0.124  |10.79    |~              |    ~     ~    |    1|  289.897   pc  |  -0.8908     +0.8908  |paral   |2020yCat.1350....0G
690 |TYC 3040-467-1                                                                                                                              |Star                                |14 08 32.2545154992 +43 50 57.957917604|085.0637045766777 +67.1816489952136|  -12.388 6.448  |10.45    |~              |    ~     ~    |    1|  277.708   pc  |  -2.0360     +2.0360  |paral   |2020yCat.1350....0G
691 |TYC 3040-481-1                                                                                                                              |Red Giant Branch star               |14 12 12.6555506808 +43 56 27.294371664|084.1577527976977 +66.6159939051856|   -7.579 4.667  |10.27    |~              |    ~     ~    |    1|  268.918   pc  |  -0.9546     +0.9546  |paral   |2020yCat.1350....0G
692 |TYC 3040-613-1                                                                                                                              |Star                                |14 04 38.8605979968 +43 40 43.411176552|085.9455832739480 +67.8208073680744|  -8.754 -8.010  |10.06    |~              |    ~     ~    |    1|   86.546   pc  |  -0.4681     +0.4681  |paral   |2020yCat.1350....0G
693 |TYC 3040-704-1                                                                                                                              |Star                                |14 09 34.7319726552 +43 21 19.754412408|083.7713933069151 +67.3553244913946|   -7.126 9.427  |10.40    |~              |    ~     ~    |    1|  234.775   pc  |  -0.7331     +0.7331  |paral   |2020yCat.1350....0G
694 |TYC 3040-762-1                                                                                                                              |Star                                |14 11 03.6001200048 +42 55 17.797062468|082.4513050652652 +67.4152386103447|-45.665 -16.293  |10.61    |~              |    ~     ~    |    1|  275.020   pc  |  -2.1254     +2.1254  |paral   |2020yCat.1350....0G
695 |TYC 3040-943-1                                                                                                                              |High Proper Motion Star             |14 08 21.0488183616 +43 09 24.007595472|083.7417620134846 +67.6543156929679| -49.851 -5.586  |10.91    |~              |    ~     ~    |    1|  210.926   pc  |  -0.5027     +0.5027  |paral   |2020yCat.1350....0G
696 |TYC 3040-1032-1                                                                                                                             |Star                                |14 11 17.7910407264 +43 22 05.496969144|083.2891557270392 +67.1047367087557|   -0.554 0.676  |10.19    |~              |    ~     ~    |    1| 1789.549   pc  | -37.4691    +37.4691  |paral   |2020yCat.1350....0G
697 |TYC 3040-1062-1                                                                                                                             |Star                                |14 11 50.5042609008 +43 57 13.357365840|084.2890023911341 +66.6592460093295|   -5.765 2.399  |10.85    |~              |    ~     ~    |    1|  893.575   pc  |  -9.0228     +9.0228  |paral   |2020yCat.1350....0G
698 |TYC 3041-648-1                                                                                                                              |Star                                |14 13 22.0020863088 +44 12 52.494489036|084.3591113489492 +66.2820654655431| -14.698 -2.572  |9.94     |~              |    ~     ~    |    1|  931.880   pc  | -10.3340    +10.3340  |paral   |2020yCat.1350....0G
699 |TYC 3041-977-1                                                                                                                              |High Proper Motion Star             |14 13 21.9037512528 +43 18 52.664283792|082.5876398978924 +66.8420080831307| 16.776 -87.394  |10.95    |~              |    ~     ~    |    1|  112.561   pc  |  -0.1660     +0.1660  |paral   |2020yCat.1350....0G
700 |TYC 3041-1022-1                                                                                                                             |Star                                |14 13 22.5462176448 +43 15 09.133609356|082.4593968643176 +66.8783315167018|    3.256 9.464  |10.88    |~              |    ~     ~    |    1|  945.895   pc  | -10.1998    +10.1998  |paral   |2020yCat.1350....0G
701 |TYC 3465-320-1                                                                                                                              |Chemically Peculiar Star            |14 13 09.1335812520 +45 11 42.761831388|086.2609171752143 +65.6787840718300|-25.598 -25.818  |10.30    |~              |    ~     ~    |    1| 1080.030   pc  | -13.0644    +13.0644  |paral   |2020yCat.1350....0G
702 |BD+46 1928                                                                                                                                  |Star                                |14 05 14.7957240048 +46 04 43.990916304|090.1573963253596 +66.0724965867203|  17.289 15.409  |9.87     |G0             |    ~     ~    |    1|  108.719   pc  |  -0.3747     +0.3747  |paral   |2020yCat.1350....0G
703 |HD 123692                                                                                                                                   |Star                                |14 07 57.8847157512 +45 55 39.738313272|089.0730473183899 +65.8476970078810|  -35.227 5.412  |8.85     |F8             |    ~     ~    |    1|  155.294   pc  |  -0.3207     +0.3207  |paral   |2020yCat.1350....0G
704 |NGC 5439                           NGC 5439                                                                                                 |Emission-line galaxy                |14 01 57.664 +46 18 42.56              |091.580040 +66.290352              |            ~ ~  |     ~   |~              |0.817 0.294    |    1|   32.30    Mpc |                       |redshift|2007ApJ...655..790C
705 |BD+46 1921                                                                                                                                  |Star                                |14 01 59.0754743640 +45 58 49.507492152|091.0145329787288 +66.5325009633515| 25.086 -18.376  |9.90     |G5             |    ~     ~    |    1|  464.857   pc  |  -2.3770     +2.3770  |paral   |2020yCat.1350....0G
706 |HD 122674                                                                                                                                   |Star                                |14 02 10.4832020160 +45 59 22.840370952|090.9693209673473 +66.5033119106121| -28.798 12.338  |8.04     |G0             |    ~     ~    |    1|   70.987   pc  |  -0.0973     +0.0973  |paral   |2020yCat.1350....0G
707 |BD+46 1927                                                                                                                                  |Star                                |14 05 00.8345667528 +45 56 53.888578764|090.0048172000745 +66.1944520834317|    2.378 1.078  |9.21     |K0             |    ~     ~    |    1|  593.965   pc  |  -4.0924     +4.0924  |paral   |2020yCat.1350....0G
708 |BD+46 1929                                                                                                                                  |High Proper Motion Star             |14 05 45.9978010152 +45 51 03.701467908|089.6045079623869 +66.1724970923039| 39.933 -88.505  |10.07    |G5             |    ~     ~    |    1|  122.742   pc  |  -0.1838     +0.1838  |paral   |2020yCat.1350....0G
709 |BD+46 1920                                                                                                                                  |High Proper Motion Star             |14 01 52.6673582184 +45 21 58.854950748|089.9859405152878 +66.9937648488456| 68.012 -70.268  |10.26    |F8             |    ~     ~    |    1|  161.611   pc  |  -0.4936     +0.4936  |paral   |2020yCat.1350....0G
710 |HD 122675                                                                                                                                   |High Proper Motion Star             |14 02 12.1889615088 +45 45 12.448713960|090.5556005540206 +66.6730228787697| 28.803 -78.114  |6.269    |K2III          |    ~     ~    |    1|  165.076   pc  |  -0.5832     +0.5832  |paral   |2020yCat.1350....0G
711 |BD+46 1926                                                                                                                                  |Star                                |14 04 52.5819101472 +45 32 55.766371272|089.3512384696964 +66.4967739044068| -7.978 -19.410  |9.93     |F8             |    ~     ~    |    1|  257.533   pc  |  -0.7097     +0.7097  |paral   |2020yCat.1350....0G
712 |HD 122484                                                                                                                                   |Star                                |14 01 10.9028076360 +45 17 09.009270852|090.0718225497298 +67.1363523692603|  20.150 -6.441  |8.54     |K0             |    ~     ~    |    1|  380.793   pc  |  -2.6826     +2.6826  |paral   |2020yCat.1350....0G
713 |BD+45 2149                                                                                                                                  |Star                                |14 01 26.7459806256 +45 17 06.032923224|089.9835731455218 +67.1050373237751| -37.903 -7.222  |10.09    |K2             |    ~     ~    |    1|  436.605   pc  |  -2.5734     +2.5734  |paral   |2020yCat.1350....0G
714 |BD+45 2151                                                                                                                                  |High Proper Motion Star             |14 01 51.5175193440 +45 09 27.204658812|089.6218694836728 +67.1470178055082| -30.492 48.335  |9.91     |G5             |    ~     ~    |    1|   76.846   pc  |  -0.0821     +0.0821  |paral   |2020yCat.1350....0G
715 |BD+45 2153                                                                                                                                  |Horizontal Branch Star              |14 04 41.4270513672 +44 47 31.002739872|088.0467515264722 +67.0529744334606| -6.842 -10.491  |10.85    |K0             |    ~     ~    |    1|  936.067   pc  |  -9.9889     +9.9889  |paral   |2020yCat.1350....0G
716 |HD 123279                                                                                                                                   |Star                                |14 05 35.6320992288 +44 20 25.386466092|086.9186186477580 +67.2476532842832|    1.335 0.827  |8.05     |K0             |    ~     ~    |    1|  294.464   pc  |  -1.5348     +1.5348  |paral   |2020yCat.1350....0G
717 |BD+45 2155                                                                                                                                  |Star                                |14 05 45.6022408224 +45 15 36.587414196|088.5624884275802 +66.5906494253284|  17.256 12.042  |9.72     |G5             |    ~     ~    |    1|  399.441   pc  |  -1.6434     +1.6434  |paral   |2020yCat.1350....0G
718 |HD 122441                                                                                                                                   |Star                                |14 00 51.6167163576 +43 48 04.939773048|087.4372597080598 +68.2349962978402| 17.526 -13.561  |8.75     |K2             |    ~     ~    |    1|  409.987   pc  |  -8.3036     +8.3036  |paral   |2020yCat.1350....0G
719 |HD 122715                                                                                                                                   |Star                                |14 02 29.1419628744 +43 59 21.244605288|087.2536833631243 +67.8939179530452|   5.100 -1.898  |8.72     |K5             |    ~     ~    |    1|  405.466   pc  |  -2.4496     +2.4496  |paral   |2020yCat.1350....0G
720 |HD 122651                                                                                                                                   |Star                                |14 02 07.2625633992 +43 33 32.772689424|086.5401245067923 +68.2378740368821|  -24.294 3.920  |7.680    |G5             |    ~     ~    |    1|  203.463   pc  |  -0.6706     +0.6706  |paral   |2020yCat.1350....0G
721 |TYC 3040-42-1                                                                                                                               |Star                                |14 01 44.4184622472 +44 34 29.308438488|088.6026902435543 +67.5784932226611|  3.341 -11.248  |10.20    |~              |    ~     ~    |    1|  689.750   pc  |  -5.1382     +5.1382  |paral   |2020yCat.1350....0G
722 |TYC 3040-43-1                                                                                                                               |Star                                |14 04 53.6540160576 +44 20 13.009611336|087.1337033827306 +67.3412955158190|   -0.280 6.665  |10.61    |~              |    ~     ~    |    1|  930.492   pc  | -10.2166    +10.2166  |paral   |2020yCat.1350....0G
723 |TYC 3040-93-1                                                                                                                               |Star                                |14 02 38.4895737384 +44 41 57.354859716|088.5356416606571 +67.3771707074695|   3.404 -6.412  |10.56    |~              |    ~     ~    |    1|  919.118   pc  | -12.2493    +12.2493  |paral   |2020yCat.1350....0G
724 |TYC 3040-849-1                                                                                                                              |High Proper Motion Star             |14 01 03.2209682064 +43 56 15.984675852|087.6340692556175 +68.1147186739095| -86.352 59.816  |10.38    |~              |    ~     ~    |    1|   71.042   pc  |  -0.0555     +0.0555  |paral   |2020yCat.1350....0G
725 |TYC 3465-528-1                                                                                                                              |Star                                |14 02 42.1392076128 +45 10 39.338566284|089.3831774112109 +67.0292022484492| -19.071 -6.440  |10.56    |~              |    ~     ~    |    1|  249.414   pc  |  -0.7589     +0.7589  |paral   |2020yCat.1350....0G
726 |TYC 3465-619-1                                                                                                                              |Star                                |14 06 15.5052499968 +45 44 03.098667120|089.2499982508781 +66.1950035613500|   10.685 6.469  |10.18    |~              |    ~     ~    |    1|  259.565   pc  |  -2.2705     +2.2705  |paral   |2020yCat.1350....0G
727 |TYC 3465-661-1                                                                                                                              |Horizontal Branch Star              |14 01 02.0724052416 +45 52 23.222476884|091.1390372065857 +66.7232047733417|   0.356 -7.092  |10.92    |~              |    ~     ~    |    1| 1164.415   pc  | -14.7789    +14.7789  |paral   |2020yCat.1350....0G
728 |TYC 3465-750-1                                                                                                                              |High Proper Motion Star             |14 03 05.4642464784 +45 47 17.580300504|090.3315964306188 +66.5415949523338| -13.311 56.918  |10.79    |~              |    ~     ~    |    1|  212.359   pc  |  -0.6223     +0.6223  |paral   |2020yCat.1350....0G
729 |TYC 3465-827-1                                                                                                                              |Star                                |14 06 51.3254235816 +45 18 26.397471456|088.3100420193969 +66.4197082861106|  17.638 25.628  |10.22    |~              |    ~     ~    |    1|  101.122   pc  |  -0.1616     +0.1616  |paral   |2020yCat.1350....0G
730 |TYC 3465-843-1                                                                                                                              |Spectroscopic Binary                |14 04 26.6292810072 +45 22 55.507099152|089.1917938211990 +66.6686404736316| -16.787 -2.581  |10.77    |~              |    ~     ~    |    1|  201.009   pc  |  -5.0061     +5.0061  |paral   |2020yCat.1350....0G
731 |TYC 3465-941-1                                                                                                                              |Star                                |14 01 14.9185180128 +46 09 59.083686612|091.5653577799970 +66.4808369250319|  -31.925 7.753  |9.76     |~              |    ~     ~    |    1|  583.124   pc  |  -3.8764     +3.8764  |paral   |2020yCat.1350....0G
732 |MCC 709                                                                                                                                     |Double or Multiple Star             |14 08 01.61862 +45 32 31.7352          |088.37551512 +66.10874261          |  -29.02 -82.32  |10.556   |K5V            |    ~     ~    |    0|                |                       |        |                   
733 |BD+42 2470                                                                                                                                  |Star                                |14 11 32.5278479160 +41 44 30.591494196|079.8128446647952 +68.0480888473982| -24.416 -6.268  |10.63    |G0             |    ~     ~    |    1|  220.162   pc  |  -0.8386     +0.8386  |paral   |2020yCat.1350....0G
734 |BD+41 2460                                                                                                                                  |Star                                |14 05 14.0394522888 +40 41 15.714604860|079.3588451385220 +69.6265518698148| 39.185 -20.400  |9.47     |G0             |    ~     ~    |    1|  118.005   pc  |  -0.1601     +0.1601  |paral   |2020yCat.1350....0G
735 |BD+41 2463                                                                                                                                  |Star                                |14 06 24.1869567504 +40 40 04.180241172|078.9425053995601 +69.4581645768899| -16.963 -2.930  |9.67     |F8             |    ~     ~    |    1|  230.558   pc  |  -0.6751     +0.6751  |paral   |2020yCat.1350....0G
736 |BD+41 2464                                                                                                                                  |Star                                |14 06 29.5008419520 +40 51 44.207469360|079.3639688216764 +69.3313068150772| -42.915 12.749  |10.21    |K0             |    ~     ~    |    1|  397.456   pc  |  -2.1010     +2.1010  |paral   |2020yCat.1350....0G
737 |HD 123508                                                                                                                                   |Star                                |14 07 05.0244170136 +40 46 05.433378240|078.9628390818794 +69.2949140515968|  13.583 10.392  |9.02     |G5             |    ~     ~    |    1|  119.352   pc  |  -0.2065     +0.2065  |paral   |2020yCat.1350....0G
738 |BD+41 2469                                                                                                                                  |Spectroscopic Binary                |14 08 23.4183633432 +41 16 52.019849244|079.7284618239700 +68.7960414585006| 17.622 -19.402  |10.31    |F8             |    ~     ~    |    1|  276.235   pc  |  -7.0888     +7.0888  |paral   |2020yCat.1350....0G
739 |HD 124755                                                                                                                                   |High Proper Motion Star             |14 14 23.5477918920 +41 31 07.531650840|078.5220442142397 +67.7359015739389|-22.496 -105.794 |6.227    |K3III:         |    ~     ~    |    1|   44.854   pc  |  -0.0376     +0.0376  |paral   |2020yCat.1350....0G
740 |BD+41 2467                                                                                                                                  |Star                                |14 07 47.5450446840 +40 35 34.474886952|078.3389462198637 +69.2853014470417|   -3.683 0.760  |10.24    |F0             |    ~     ~    |    1|  379.320   pc  |  -2.3021     +2.3021  |paral   |2020yCat.1350....0G
741 |BD+41 2468                                                                                                                                  |High Proper Motion Star             |14 07 56.0294965488 +40 35 37.316673384|078.2977112398414 +69.2627562302123|-29.836 -43.530  |10.19    |F2             |    ~     ~    |    1|  212.450   pc  |  -1.0291     +1.0291  |paral   |2020yCat.1350....0G
742 |HD 124018                                                                                                                                   |Star                                |14 09 59.7216145440 +40 46 41.555773344|078.1078382144621 +68.8359435991344|  -2.612 -2.377  |7.150    |K2             |    ~     ~    |    1|  198.071   pc  |  -0.6277     +0.6277  |paral   |2020yCat.1350....0G
743 |BD+41 2473B                                                                                                                                 |Star                                |14 10 41.7632758512 +41 07 30.021946140|078.6913003586471 +68.5313323781245| -45.540 -0.119  |10.83    |~              |    ~     ~    |    1|  232.067   pc  |  -0.8186     +0.8186  |paral   |2020yCat.1350....0G
744 |BD+41 2474                                                                                                                                  |High Proper Motion Star             |14 10 50.3168930856 +40 20 28.412056284|076.8501258538742 +68.9427835941074|-44.732 -54.548  |9.33     |F8             |    ~     ~    |    1|  167.527   pc  |  -0.3452     +0.3452  |paral   |2020yCat.1350....0G
745 |BD+41 2475                                                                                                                                  |Star                                |14 11 24.3952832496 +41 09 22.809622428|078.5560474424200 +68.4032191544605| -7.974 -41.943  |9.81     |K2             |    ~     ~    |    1|  738.771   pc  |  -5.8399     +5.8399  |paral   |2020yCat.1350....0G
746 |HD 124641                                                                                                                                   |Star                                |14 13 47.6481048720 +41 11 15.305965476|077.9533915335699 +68.0123307023721|   -9.980 3.101  |8.04     |K2             |    ~     ~    |    1|  210.420   pc  |  -0.8280     +0.8280  |paral   |2020yCat.1350....0G
747 |BD+40 2752                                                                                                                                  |Star                                |14 12 54.9977812536 +40 17 31.680515436|076.1511747103966 +68.6339727144007|  21.491 11.298  |10.20    |F8             |    ~     ~    |    1|  162.177   pc  |  -0.7838     +0.7838  |paral   |2020yCat.1350....0G
748 |TYC 3037-73-1                                                                                                                               |High Proper Motion Star             |14 12 11.9612242656 +41 58 36.935862060|080.1333343255442 +67.8119865791569| 13.587 -67.155  |10.25    |~              |    ~     ~    |    1|  750.525   pc  |  -7.1538     +7.1538  |paral   |2020yCat.1350....0G
749 |TYC 3037-86-1                                                                                                                               |Star                                |14 12 09.0729816696 +40 10 16.464874260|076.0800203609107 +68.8218291737669|   9.164 -9.138  |10.47    |~              |    ~     ~    |    1|  836.260   pc  |  -8.3220     +8.3220  |paral   |2020yCat.1350....0G
750 |TYC 3037-93-1                                                                                                                               |High Proper Motion Star             |14 11 07.1687865576 +41 59 18.083223960|080.4699857651055 +67.9680244700759|-121.833 18.127  |10.75    |~              |    ~     ~    |    1|  146.503   pc  |  -0.2790     +0.2790  |paral   |2020yCat.1350....0G
751 |TYC 3037-152-1                                                                                                                              |Star                                |14 09 25.6858472976 +40 27 13.934370024|077.5240048109151 +69.1059340558902| -32.932 24.924  |10.73    |~              |    ~     ~    |    1|  406.901   pc  | -13.3945    +13.3945  |paral   |2020yCat.1350....0G
752 |TYC 3037-320-1                                                                                                                              |Star                                |14 12 27.4562060496 +40 18 18.909949284|076.3088242704674 +68.7013777841980|  -1.724 -8.994  |10.98    |~              |    ~     ~    |    1| 1155.001   pc  | -18.0094    +18.0094  |paral   |2020yCat.1350....0G
753 |TYC 3037-374-1                                                                                                                              |High Proper Motion Star             |14 10 23.9584716048 +40 32 50.830962252|077.4574827098615 +68.9003215483910| -53.367 -4.554  |10.30    |~              |    ~     ~    |    1|  227.811   pc  |  -5.5842     +5.5842  |paral   |2020yCat.1350....0G
754 |TYC 3037-436-1                                                                                                                              |Star                                |14 12 20.6863151352 +40 01 59.748596724|075.7007361851104 +68.8626530437656| 32.065 -11.639  |10.86    |~              |    ~     ~    |    1|  248.348   pc  |  -1.9613     +1.9613  |paral   |2020yCat.1350....0G
755 |TYC 3037-760-1                                                                                                                              |Star                                |14 09 42.0733731072 +41 03 46.922385384|078.8436934854991 +68.7207722147252| -30.679 15.184  |10.99    |~              |    ~     ~    |    1|  291.622   pc  |  -1.0290     +1.0290  |paral   |2020yCat.1350....0G
756 |BD+41 2462A                                                                                                                                 |High Proper Motion Star             |14 05 52.180148 +40 59 25.77508        |079.853796837 +69.350754563        |     -45.6 35.6  |10.94    |~              |    ~     ~    |    0|                |                       |        |                   
757 |TYC 3037-894-1                                                                                                                              |Star                                |14 11 32.9567353824 +40 54 07.384407516|077.9404645575226 +68.5228779143930|  35.591 30.164  |10.78    |~              |    ~     ~    |    1|   95.725   pc  |  -0.1622     +0.1622  |paral   |2020yCat.1350....0G
758 |TYC 3038-802-1                                                                                                                              |Star                                |14 14 20.5055175408 +40 19 03.165749832|075.8229106940970 +68.3890020897868|  -20.733 2.384  |10.69    |~              |    ~     ~    |    1|  516.796   pc  | -13.3806    +13.3806  |paral   |2020yCat.1350....0G
759 |TYC 3038-985-1                                                                                                                              |Star                                |14 14 12.3617909736 +41 35 27.979291284|078.7318663061442 +67.7245991799694|  -35.302 0.555  |10.91    |~              |    ~     ~    |    1|  302.783   pc  |  -0.9809     +0.9809  |paral   |2020yCat.1350....0G
760 |BD+43 2369                                                                                                                                  |Star                                |14 00 33.0070832760 +42 50 24.724590324|085.6327111864656 +68.9372047798067|-32.160 -16.457  |9.93     |F8             |    ~     ~    |    1|  157.933   pc  |  -0.3442     +0.3442  |paral   |2020yCat.1350....0G
761 |BD+43 2371                                                                                                                                  |High Proper Motion Star             |14 02 56.6998339080 +43 14 19.794437304|085.6295286760961 +68.3452672544002| -49.518 43.343  |10.52    |F8             |    ~     ~    |    1|  331.631   pc  |  -1.3088     +1.3088  |paral   |2020yCat.1350....0G
762 |BD+43 2372                                                                                                                                  |Star                                |14 03 15.1171980864 +43 13 45.414910380|085.5087506147485 +68.3102300355963|  20.980 -8.825  |9.84     |F5             |    ~     ~    |    1|  223.194   pc  |  -1.2504     +1.2504  |paral   |2020yCat.1350....0G
763 |BD+43 2374                                                                                                                                  |Star                                |14 03 45.9643095072 +42 18 15.714240264|083.4294921188277 +68.8467242082927| -29.434 14.219  |9.50     |K0             |    ~     ~    |    1|  166.545   pc  |  -0.9181     +0.9181  |paral   |2020yCat.1350....0G
764 |BD+43 2375                                                                                                                                  |Double or Multiple Star             |14 03 59.6045 +43 13 45.692            |085.2654043 +68.2096475            |     -98.1 30.8  |10.13    |G0             |    ~     ~    |    0|                |                       |        |                   
765 |BD+43 2376                                                                                                                                  |Star                                |14 04 44.9562398712 +42 48 06.364280016|084.1486875150391 +68.3868948437461|  23.702 -6.344  |9.74     |F2             |    ~     ~    |    1|  157.607   pc  |  -0.3353     +0.3353  |paral   |2020yCat.1350....0G
766 |HD 123280                                                                                                                                   |Spectroscopic Binary                |14 05 44.5604887176 +42 22 42.025261476|082.9449311872967 +68.5183187525458| -2.725 -51.521  |8.63     |F6V            |    ~     ~    |    1|  131.560   pc  |  -0.4639     +0.4639  |paral   |2020yCat.1350....0G
767 |BD+43 2378                                                                                                                                  |Star                                |14 06 43.8905336400 +43 02 53.986308072|084.0226721868905 +67.9506939903238|   5.041 -7.008  |10.25    |M0             |    ~     ~    |    1| 1613.163   pc  | -43.4583    +43.4583  |paral   |2020yCat.1350....0G
768 |BD+43 2381                                                                                                                                  |Star                                |14 07 12.8552764608 +42 58 28.459994448|083.7212696474291 +67.9303416988504| -17.956 -4.385  |9.92     |K0             |    ~     ~    |    1|  585.069   pc  |  -3.9365     +3.9365  |paral   |2020yCat.1350....0G
769 |HD 124291                                                                                                                                   |Spectroscopic Binary                |14 11 37.0934174976 +42 20 26.608113276|081.0774069076174 +67.6849130837596| -37.724 14.297  |6.87     |K0             |    ~     ~    |    1|  171.818   pc  |  -3.1086     +3.1086  |paral   |2020yCat.1350....0G
770 |HD 124371                                                                                                                                   |Star                                |14 12 09.7522845408 +42 24 42.924267792|081.0707081620555 +67.5617537085189| -38.392 -3.396  |8.23     |K5             |    ~     ~    |    1|  262.992   pc  |  -1.2173     +1.2173  |paral   |2020yCat.1350....0G
771 |BD+43 2393                                                                                                                                  |Horizontal Branch Star              |14 13 04.6330041168 +42 29 32.060150808|080.9787349763477 +67.3782440811040| -29.894 -9.427  |9.56     |K0             |    ~     ~    |    1|  559.816   pc  |  -3.0713     +3.0713  |paral   |2020yCat.1350....0G
772 |BD+42 2459                                                                                                                                  |Star                                |14 01 15.2171011368 +42 01 56.430496776|083.6943578856838 +69.3775793945699|  11.568 -0.673  |9.81     |F5             |    ~     ~    |    1|  245.652   pc  |  -0.8328     +0.8328  |paral   |2020yCat.1350....0G
